date,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue
2020-05-22,48.401,-4947.6,42.0,4947.6,889.98,117.8,2032.838
2020-05-26,49.392,-4947.6,42.0,4947.6,889.98,117.8,2074.474
2020-05-27,50.286,-4947.6,42.0,4947.6,889.98,117.8,2112.028
2020-05-28,48.867,-4947.6,42.0,4947.6,889.98,117.8,2052.431
2020-05-29,48.916,-4947.6,42.0,4947.6,889.98,117.8,2054.472
2020-06-01,49.596,-4947.6,42.0,4947.6,889.98,117.8,2083.046
2020-06-02,50.549,-4947.6,42.0,4947.6,889.98,117.8,2123.05
2020-06-03,51.569,-4947.6,42.0,4947.6,889.98,117.8,2165.911
2020-06-04,52.755,-4947.6,42.0,4947.6,889.98,117.8,2215.711
2020-06-05,53.649,-4947.6,42.0,4947.6,889.98,117.8,2253.266
2020-06-08,54.009,-4947.6,42.0,4947.6,889.98,117.8,2268.369
2020-06-09,55.02,-4947.6,42.0,4947.6,889.98,117.8,2310.822
2020-06-10,55.933,-4947.6,42.0,4947.6,889.98,117.8,2349.193
2020-06-11,53.494,-4947.6,42.0,4947.6,889.98,117.8,2246.735
2020-06-12,54.427,-4947.6,42.0,4947.6,889.98,117.8,2285.922
2020-06-15,54.446,-4947.6,42.0,4947.6,889.98,117.8,2286.738
2020-06-16,54.232,-4947.6,42.0,4947.6,889.98,117.8,2277.758
2020-06-17,55.01,-4947.6,42.0,4947.6,889.98,117.8,2310.414
2020-06-18,54.98,-4947.6,42.0,4947.6,889.98,117.8,2309.18
2020-06-19,54.158,-4947.6,42.0,4947.6,889.98,117.8,2274.635
2020-06-22,54.834,-4947.6,42.0,4947.6,889.98,117.8,2303.011
2020-06-23,55.578,-4947.6,42.0,4947.6,889.98,117.8,2334.266
2020-06-24,55.402,-4947.6,42.0,4947.6,889.98,117.8,2326.864
2020-06-25,55.852,-4947.6,42.0,4947.6,889.98,117.8,2345.781
2020-06-26,55.157,-4947.6,42.0,4947.6,889.98,117.8,2316.583
2020-06-29,55.215,-4947.6,42.0,4947.6,889.98,117.8,2319.05
2020-06-30,55.588,-4947.6,42.0,4947.6,889.98,117.8,2334.678
2020-07-01,55.637,-4947.6,42.0,4947.6,889.98,117.8,2336.734
2020-07-02,57.399,-4947.6,42.0,4947.6,889.98,117.8,2410.759
2020-07-06,60.591,-4947.6,42.0,4947.6,889.98,117.8,2544.827
2020-07-07,59.445,-4947.6,42.0,4947.6,889.98,117.8,2496.711
2020-07-08,61.286,-4947.6,42.0,4947.6,889.98,117.8,2574.026
2020-07-09,63.431,-4947.6,42.0,4947.6,889.98,117.8,2664.091
2020-07-10,62.52,-4947.6,42.0,4947.6,889.98,117.8,2625.844
2020-07-13,63.715,-4947.6,42.0,4947.6,889.98,117.8,2676.017
2020-07-14,65.565,-4947.6,42.0,4947.6,889.98,117.8,2753.744
2020-07-15,64.684,-4947.6,42.0,4947.6,889.98,117.8,2716.731
2020-07-16,65.203,-4947.6,42.0,4947.6,889.98,117.8,2738.527
2020-07-17,65.017,-4947.6,42.0,4947.6,889.98,117.8,2730.714
2020-07-20,65.497,-4947.6,42.0,4947.6,889.98,117.8,2750.865
2020-07-21,66.398,-4947.6,42.0,4947.6,889.98,117.8,2788.7
2020-07-22,67.103,-4947.6,42.0,4947.6,889.98,117.8,2818.31
2020-07-23,65.967,-4947.6,42.0,4947.6,889.98,117.8,2770.605
2020-07-24,72.361,-4947.6,42.0,4947.6,889.98,117.8,3039.152
2020-07-27,81.516,-4947.6,42.0,4947.6,889.98,117.8,3423.673
2020-07-28,75.318,-4947.6,42.0,4947.6,889.98,117.8,3163.35
2020-07-29,80.948,-4947.6,42.0,4947.6,889.98,117.8,3399.82
2020-07-30,78.265,-4947.6,42.0,4947.6,889.98,117.8,3287.137
2020-07-31,77.247,-4947.6,42.0,4947.6,889.98,117.8,3244.367
2020-08-03,77.306,-4947.6,42.0,4947.6,889.98,117.8,3246.834
2020-08-04,78.52,-4947.6,42.0,4947.6,889.98,117.8,3297.83
2020-08-05,79.93,-4947.6,42.0,4947.6,889.98,117.8,3357.05
2020-08-06,78.843,-4947.6,42.0,4947.6,889.98,117.8,3311.401
2020-08-07,78.363,-4947.6,42.0,4947.6,889.98,117.8,3291.25
2020-08-10,78.206,-4947.6,42.0,4947.6,889.98,117.8,3284.67
2020-08-11,76.317,-4947.6,42.0,4947.6,889.98,117.8,3205.298
2020-08-12,77.736,-4947.6,42.0,4947.6,889.98,117.8,3264.93
2020-08-13,76.669,-4947.6,42.0,4947.6,889.98,117.8,3220.103
2020-08-14,76.777,-4947.6,42.0,4947.6,889.98,117.8,3224.627
2020-08-17,78.52,-4947.6,42.0,4947.6,889.98,117.8,3297.83
2020-08-18,77.756,-4947.6,42.0,4947.6,889.98,117.8,3265.753
2020-08-19,76.904,-4947.6,42.0,4947.6,889.98,117.8,3229.973
2020-08-20,75.21,-4947.6,42.0,4947.6,889.98,117.8,3158.827
2020-08-21,76.708,-4947.6,42.0,4947.6,889.98,117.8,3221.749
2020-08-24,77.257,-4947.6,42.0,4947.6,889.98,117.8,3244.778
2020-08-25,78.373,-4947.6,42.0,4947.6,889.98,117.8,3291.661
2020-08-26,80.047,-4947.6,42.0,4947.6,889.98,117.8,3361.985
2020-08-27,78.921,-4947.6,42.0,4947.6,889.98,117.8,3314.691
2020-08-28,78.765,-4947.6,42.0,4947.6,889.98,117.8,3308.111
2020-08-31,77.599,-4947.6,42.0,4947.6,889.98,117.8,3259.172
2020-09-01,79.851,-4947.6,42.0,4947.6,889.98,117.8,3353.76
2020-09-02,80.459,-4947.6,42.0,4947.6,889.98,117.8,3379.258
2020-09-03,79.489,-4947.6,42.0,4947.6,889.98,117.8,3338.544
2020-09-04,77.266,-4947.6,42.0,4947.6,889.98,117.8,3245.19
2020-09-08,75.71,-4947.6,42.0,4947.6,889.98,117.8,3179.801
2020-09-09,77.746,-4947.6,42.0,4947.6,889.98,117.8,3265.341
2020-09-10,77.257,-4947.6,42.0,4947.6,889.98,117.8,3244.778
2020-09-11,77.178,-4947.6,42.0,4947.6,889.98,117.8,3241.489
2020-09-14,78.823,-4947.6,42.0,4947.6,889.98,117.8,3310.578
2020-09-15,84.062,-4947.6,42.0,4947.6,889.98,117.8,3530.598
2020-09-16,81.399,-4947.6,42.0,4947.6,889.98,117.8,3418.738
2020-09-17,80.618,-4947.6,42.0,4947.6,889.98,117.8,3385.957
2020-09-18,78.965,-4947.6,42.0,4947.6,889.98,117.8,3316.51
2020-09-21,79.319,-4947.6,42.0,4947.6,889.98,117.8,3331.392
2020-09-22,79.211,-4947.6,42.0,4947.6,889.98,117.8,3326.845
2020-09-23,76.691,-4947.6,42.0,4947.6,889.98,117.8,3221.02
2020-09-24,77.144,-4947.6,42.0,4947.6,889.98,117.8,3240.036
2020-09-25,77.636,-4947.6,42.0,4947.6,889.98,117.8,3260.705
2020-09-28,78.512,-4947.6,42.0,4947.6,889.98,117.8,3297.495
2020-09-29,79.24,-4947.6,42.0,4947.6,889.98,117.8,3328.085
2020-09-30,79.791,-4947.6,42.0,4947.6,889.98,117.8,3351.234
2020-10-01,81.317,-4947.6,42.0,4947.6,889.98,117.8,3415.307
2020-10-02,79.526,-4947.6,42.0,4947.6,889.98,117.8,3340.073
2020-10-05,83.207,-4947.6,42.0,4947.6,889.98,117.8,3494.675
2020-10-06,81.809,-4947.6,42.0,4947.6,889.98,117.8,3435.976
2020-10-07,85.549,-4947.6,42.0,4947.6,889.98,117.8,3593.058
2020-10-08,86.415,-4947.6,42.0,4947.6,889.98,117.8,3629.435
2020-10-09,87.38,-4947.6,42.0,4947.6,889.98,117.8,3669.946
2020-10-12,89.476,-4947.6,42.0,4947.6,889.98,117.8,3757.995
2020-10-13,88.226,-4947.6,42.0,4947.6,889.98,117.8,3705.496
2020-10-14,87.203,-4947.6,42.0,4947.6,889.98,117.8,3662.506
2020-10-15,86.76,-4947.6,42.0,4947.6,889.98,117.8,3643.904
2020-10-16,85.332,-4947.6,42.0,4947.6,889.98,117.8,3583.964
2020-10-19,86.179,-4947.6,42.0,4947.6,889.98,117.8,3619.515
2020-10-20,86.868,-4947.6,42.0,4947.6,889.98,117.8,3648.451
2020-10-21,86.258,-4947.6,42.0,4947.6,889.98,117.8,3622.821
2020-10-22,86.819,-4947.6,42.0,4947.6,889.98,117.8,3646.384
2020-10-23,86.917,-4947.6,42.0,4947.6,889.98,117.8,3650.517
2020-10-26,85.362,-4947.6,42.0,4947.6,889.98,117.8,3585.204
2020-10-27,85.342,-4947.6,42.0,4947.6,889.98,117.8,3584.377
2020-10-28,82.527,-4947.6,42.0,4947.6,889.98,117.8,3466.152
2020-10-29,83.551,-4947.6,42.0,4947.6,889.98,117.8,3509.143
2020-10-30,82.547,-4947.6,42.0,4947.6,889.98,117.8,3466.979
2020-11-02,84.358,-4947.6,42.0,4947.6,889.98,117.8,3543.04
2020-11-03,86.307,-4947.6,42.0,4947.6,889.98,117.8,3624.888
2020-11-04,88.039,-4947.6,42.0,4947.6,889.98,117.8,3697.642
2020-11-05,89.004,-4947.6,42.0,4947.6,889.98,117.8,3738.153
2020-11-06,89.968,-4947.6,42.0,4947.6,889.98,117.8,3778.664
2020-11-09,87.626,-4947.6,42.0,4947.6,889.98,117.8,3680.28
2020-11-10,86.277,-4947.6,42.0,4947.6,889.98,117.8,3623.648
2020-11-11,89.447,-4947.6,42.0,4947.6,889.98,117.8,3756.755
2020-11-12,88.403,-4947.6,42.0,4947.6,889.98,117.8,3712.937
2020-11-13,91.75,-4947.6,42.0,4947.6,889.98,117.8,3853.485
2020-11-16,97.704,-4947.6,42.0,4947.6,889.98,117.8,4103.577
2020-11-17,94.2,-4947.6,42.0,4947.6,889.98,117.8,3956.415
2020-11-18,95.401,-4947.6,42.0,4947.6,889.98,117.8,4006.847
2020-11-19,95.086,-4947.6,42.0,4947.6,889.98,117.8,3993.619
2020-11-20,93.826,-4947.6,42.0,4947.6,889.98,117.8,3940.707
2020-11-23,96.582,-4947.6,42.0,4947.6,889.98,117.8,4056.452
2020-11-24,95.116,-4947.6,42.0,4947.6,889.98,117.8,3994.859
2020-11-25,95.952,-4947.6,42.0,4947.6,889.98,117.8,4029.996
2020-11-27,97.183,-4947.6,42.0,4947.6,889.98,117.8,4081.668
2020-11-30,95.49,-4947.6,42.0,4947.6,889.98,117.8,4010.567
2020-12-01,99.269,-4947.6,42.0,4947.6,889.98,117.8,4169.304
2020-12-02,97.97,-4947.6,42.0,4947.6,889.98,117.8,4114.738
2020-12-03,97.931,-4947.6,42.0,4947.6,889.98,117.8,4113.084
2020-12-04,102.094,-4947.6,42.0,4947.6,889.98,117.8,4287.943
2020-12-07,104.712,-4947.6,42.0,4947.6,889.98,117.8,4397.9
2020-12-08,103.974,-4947.6,42.0,4947.6,889.98,117.8,4366.897
2020-12-09,102.773,-4947.6,42.0,4947.6,889.98,117.8,4316.465
2020-12-10,102.586,-4947.6,42.0,4947.6,889.98,117.8,4308.611
2020-12-11,102.389,-4947.6,42.0,4947.6,889.98,117.8,4300.344
2020-12-14,101.927,-4947.6,42.0,4947.6,889.98,117.8,4280.915
2020-12-15,103.432,-4947.6,42.0,4947.6,889.98,117.8,4344.161
2020-12-16,103.541,-4947.6,42.0,4947.6,889.98,117.8,4348.708
2020-12-17,102.693,-4947.6,42.0,4947.6,889.98,117.8,4313.091
2020-12-18,103.068,-4947.6,42.0,4947.6,889.98,117.8,4328.866
2020-12-21,103.612,-4947.6,42.0,4947.6,889.98,117.8,4351.698
2020-12-22,102.732,-4947.6,42.0,4947.6,889.98,117.8,4314.752
2020-12-23,102.554,-4947.6,42.0,4947.6,889.98,117.8,4307.28
2020-12-24,104.739,-4947.6,42.0,4947.6,889.98,117.8,4399.021
2020-12-28,104.917,-4947.6,42.0,4947.6,889.98,117.8,4406.493
2020-12-29,104.333,-4947.6,42.0,4947.6,889.98,117.8,4382.001
2020-12-30,107.635,-4947.6,42.0,4947.6,889.98,117.8,4520.651
2020-12-31,107.773,-4947.6,42.0,4947.6,889.98,117.8,4526.463
2021-01-04,110.402,-4947.6,42.0,4947.6,889.98,117.8,4636.884
2021-01-05,111.46,-4947.6,42.0,4947.6,889.98,117.8,4681.302
2021-01-06,114.267,-4947.6,42.0,4947.6,889.98,117.8,4799.196
2021-01-07,120.019,-4947.6,42.0,4947.6,889.98,117.8,5040.796
2021-01-08,117.311,-4947.6,42.0,4947.6,889.98,117.8,4927.053
2021-01-11,121.175,-4947.6,42.0,4947.6,889.98,117.8,5089.365
2021-01-12,121.571,-4947.6,42.0,4947.6,889.98,117.8,5105.97
2021-01-13,117.845,-4947.6,42.0,4947.6,889.98,117.8,4949.47
2021-01-14,124.981,-4947.6,42.0,4947.6,889.98,117.8,5249.185
2021-01-15,123.775,-4947.6,42.0,4947.6,889.98,117.8,5198.541
2021-01-19,129.774,-4947.6,42.0,4947.6,889.98,117.8,5450.518
2021-01-20,129.122,-4947.6,42.0,4947.6,889.98,117.8,5423.121
2021-01-21,132.601,-4947.6,42.0,4947.6,889.98,117.8,5569.243
2021-01-22,127.639,-4947.6,42.0,4947.6,889.98,117.8,5360.853
2021-01-25,129.003,-4947.6,42.0,4947.6,889.98,117.8,5418.139
2021-01-26,125.178,-4947.6,42.0,4947.6,889.98,117.8,5257.488
2021-01-27,120.325,-4947.6,42.0,4947.6,889.98,117.8,5053.664
2021-01-28,124.368,-4947.6,42.0,4947.6,889.98,117.8,5223.448
2021-01-29,120.108,-4947.6,42.0,4947.6,889.98,117.8,5044.532
2021-02-01,125.188,-4947.6,42.0,4947.6,889.98,117.8,5257.903
2021-02-02,126.947,-4947.6,42.0,4947.6,889.98,117.8,5331.794
2021-02-03,126.018,-4947.6,42.0,4947.6,889.98,117.8,5292.773
2021-02-04,126.661,-4947.6,42.0,4947.6,889.98,117.8,5319.756
2021-02-05,126.295,-4947.6,42.0,4947.6,889.98,117.8,5304.396
2021-02-08,131.01,-4947.6,42.0,4947.6,889.98,117.8,5502.408
2021-02-09,131.138,-4947.6,42.0,4947.6,889.98,117.8,5507.804
2021-02-10,132.136,-4947.6,42.0,4947.6,889.98,117.8,5549.733
2021-02-11,137.543,-4947.6,42.0,4947.6,889.98,117.8,5776.803
2021-02-12,136.456,-4947.6,42.0,4947.6,889.98,117.8,5731.139
2021-02-16,138.423,-4947.6,42.0,4947.6,889.98,117.8,5813.749
2021-02-17,134.687,-4947.6,42.0,4947.6,889.98,117.8,5656.833
2021-02-18,133.066,-4947.6,42.0,4947.6,889.98,117.8,5588.754
2021-02-19,135.072,-4947.6,42.0,4947.6,889.98,117.8,5673.022
2021-02-22,132.018,-4947.6,42.0,4947.6,889.98,117.8,5544.751
2021-02-23,127.6,-4947.6,42.0,4947.6,889.98,117.8,5359.192
2021-02-24,130.763,-4947.6,42.0,4947.6,889.98,117.8,5492.031
2021-02-25,124.536,-4947.6,42.0,4947.6,889.98,117.8,5230.505
2021-02-26,124.477,-4947.6,42.0,4947.6,889.98,117.8,5228.015
2021-03-01,127.629,-4947.6,42.0,4947.6,889.98,117.8,5360.438
2021-03-02,124.536,-4947.6,42.0,4947.6,889.98,117.8,5230.505
2021-03-03,121.462,-4947.6,42.0,4947.6,889.98,117.8,5101.403
2021-03-04,114.247,-4947.6,42.0,4947.6,889.98,117.8,4798.366
2021-03-05,119.396,-4947.6,42.0,4947.6,889.98,117.8,5014.643
2021-03-08,112.606,-4947.6,42.0,4947.6,889.98,117.8,4729.456
2021-03-09,115.028,-4947.6,42.0,4947.6,889.98,117.8,4831.16
2021-03-10,112.507,-4947.6,42.0,4947.6,889.98,117.8,4725.305
2021-03-11,119.179,-4947.6,42.0,4947.6,889.98,117.8,5005.51
2021-03-12,116.925,-4947.6,42.0,4947.6,889.98,117.8,4910.863
2021-03-15,117.696,-4947.6,42.0,4947.6,889.98,117.8,4943.243
2021-03-16,117.963,-4947.6,42.0,4947.6,889.98,117.8,4954.451
2021-03-17,117.822,-4947.6,42.0,4947.6,889.98,117.8,4948.534
2021-03-18,113.596,-4947.6,42.0,4947.6,889.98,117.8,4771.027
2021-03-19,112.733,-4947.6,42.0,4947.6,889.98,117.8,4734.775
2021-03-22,116.255,-4947.6,42.0,4947.6,889.98,117.8,4882.698
2021-03-23,113.983,-4947.6,42.0,4947.6,889.98,117.8,4787.277
2021-03-24,108.1,-4947.6,42.0,4947.6,889.98,117.8,4540.184
2021-03-25,109.578,-4947.6,42.0,4947.6,889.98,117.8,4602.27
2021-03-26,115.64,-4947.6,42.0,4947.6,889.98,117.8,4856.864
2021-03-29,113.487,-4947.6,42.0,4947.6,889.98,117.8,4766.443
2021-03-30,114.161,-4947.6,42.0,4947.6,889.98,117.8,4794.778
2021-03-31,117.346,-4947.6,42.0,4947.6,889.98,117.8,4928.533
2021-04-01,123.815,-4947.6,42.0,4947.6,889.98,117.8,5200.211
2021-04-05,123.517,-4947.6,42.0,4947.6,889.98,117.8,5187.71
2021-04-06,121.473,-4947.6,42.0,4947.6,889.98,117.8,5101.874
2021-04-07,118.943,-4947.6,42.0,4947.6,889.98,117.8,4995.619
2021-04-08,122.455,-4947.6,42.0,4947.6,889.98,117.8,5143.125
2021-04-09,121.83,-4947.6,42.0,4947.6,889.98,117.8,5116.874
2021-04-12,119.945,-4947.6,42.0,4947.6,889.98,117.8,5037.704
2021-04-13,120.312,-4947.6,42.0,4947.6,889.98,117.8,5053.121
2021-04-14,119.886,-4947.6,42.0,4947.6,889.98,117.8,5035.204
2021-04-15,117.415,-4947.6,42.0,4947.6,889.98,117.8,4931.45
2021-04-16,117.902,-4947.6,42.0,4947.6,889.98,117.8,4951.867
2021-04-19,114.489,-4947.6,42.0,4947.6,889.98,117.8,4808.528
2021-04-20,114.042,-4947.6,42.0,4947.6,889.98,117.8,4789.777
2021-04-21,116.473,-4947.6,42.0,4947.6,889.98,117.8,4891.865
2021-04-22,114.409,-4947.6,42.0,4947.6,889.98,117.8,4805.195
2021-04-23,117.703,-4947.6,42.0,4947.6,889.98,117.8,4943.533
2021-04-26,120.56,-4947.6,42.0,4947.6,889.98,117.8,5063.538
2021-04-27,120.312,-4947.6,42.0,4947.6,889.98,117.8,5053.121
2021-04-28,118.715,-4947.6,42.0,4947.6,889.98,117.8,4986.036
2021-04-29,118.16,-4947.6,42.0,4947.6,889.98,117.8,4962.701
2021-04-30,115.818,-4947.6,42.0,4947.6,889.98,117.8,4864.364
2021-05-03,115.025,-4947.6,42.0,4947.6,889.98,117.8,4831.029
2021-05-04,114.449,-4947.6,42.0,4947.6,889.98,117.8,4806.861
2021-05-05,114.469,-4947.6,42.0,4947.6,889.98,117.8,4807.695
2021-05-06,116.076,-4947.6,42.0,4947.6,889.98,117.8,4875.198
2021-05-07,115.907,-4947.6,42.0,4947.6,889.98,117.8,4868.114
2021-05-10,111.423,-4947.6,42.0,4947.6,889.98,117.8,4679.773
2021-05-11,111.959,-4947.6,42.0,4947.6,889.98,117.8,4702.274
2021-05-12,107.356,-4947.6,42.0,4947.6,889.98,117.8,4508.933
2021-05-13,107.891,-4947.6,42.0,4947.6,889.98,117.8,4531.434
2021-05-14,111.572,-4947.6,42.0,4947.6,889.98,117.8,4686.023
2021-05-17,108.933,-4947.6,42.0,4947.6,889.98,117.8,4575.186
2021-05-18,109.965,-4947.6,42.0,4947.6,889.98,117.8,4618.52
2021-05-19,111.512,-4947.6,42.0,4947.6,889.98,117.8,4683.523
2021-05-20,112.386,-4947.6,42.0,4947.6,889.98,117.8,4720.191
2021-05-21,110.967,-4947.6,42.0,4947.6,889.98,117.8,4660.605
2021-05-24,112.733,-4947.6,42.0,4947.6,889.98,117.8,4734.775
2021-05-25,113.378,-4947.6,42.0,4947.6,889.98,117.8,4761.86
2021-05-26,115.084,-4947.6,42.0,4947.6,889.98,117.8,4833.529
2021-05-27,114.856,-4947.6,42.0,4947.6,889.98,117.8,4823.945
2021-05-28,116.433,-4947.6,42.0,4947.6,889.98,117.8,4890.198
2021-06-01,117.574,-4947.6,42.0,4947.6,889.98,117.8,4938.117
2021-06-02,118.011,-4947.6,42.0,4947.6,889.98,117.8,4956.451
2021-06-03,115.898,-4947.6,42.0,4947.6,889.98,117.8,4867.697
2021-06-04,118.566,-4947.6,42.0,4947.6,889.98,117.8,4979.785
2021-06-07,117.287,-4947.6,42.0,4947.6,889.98,117.8,4926.033
2021-06-08,115.005,-4947.6,42.0,4947.6,889.98,117.8,4830.196
2021-06-09,116.205,-4947.6,42.0,4947.6,889.98,117.8,4880.614
2021-06-10,117.306,-4947.6,42.0,4947.6,889.98,117.8,4926.866
2021-06-11,117.316,-4947.6,42.0,4947.6,889.98,117.8,4927.283
2021-06-14,120.035,-4947.6,42.0,4947.6,889.98,117.8,5041.454
2021-06-15,118.507,-4947.6,42.0,4947.6,889.98,117.8,4977.285
2021-06-16,117.088,-4947.6,42.0,4947.6,889.98,117.8,4917.699
2021-06-17,118.633,-4947.6,42.0,4947.6,889.98,117.8,4982.575
2021-06-18,115.316,-4947.6,42.0,4947.6,889.98,117.8,4843.287
2021-06-21,113.673,-4947.6,42.0,4947.6,889.98,117.8,4774.27
2021-06-22,113.862,-4947.6,42.0,4947.6,889.98,117.8,4782.218
2021-06-23,115.575,-4947.6,42.0,4947.6,889.98,117.8,4854.162
2021-06-24,116.76,-4947.6,42.0,4947.6,889.98,117.8,4903.938
2021-06-25,116.053,-4947.6,42.0,4947.6,889.98,117.8,4874.24
2021-06-28,119.121,-4947.6,42.0,4947.6,889.98,117.8,5003.071
2021-06-29,119.738,-4947.6,42.0,4947.6,889.98,117.8,5029.004
2021-06-30,119.668,-4947.6,42.0,4947.6,889.98,117.8,5026.076
2021-07-01,117.936,-4947.6,42.0,4947.6,889.98,117.8,4953.295
2021-07-02,118.424,-4947.6,42.0,4947.6,889.98,117.8,4973.791
2021-07-06,119.559,-4947.6,42.0,4947.6,889.98,117.8,5021.475
2021-07-07,117.766,-4947.6,42.0,4947.6,889.98,117.8,4946.184
2021-07-08,117.388,-4947.6,42.0,4947.6,889.98,117.8,4930.29
2021-07-09,120.067,-4947.6,42.0,4947.6,889.98,117.8,5042.807
2021-07-12,122.128,-4947.6,42.0,4947.6,889.98,117.8,5129.392
2021-07-13,123.393,-4947.6,42.0,4947.6,889.98,117.8,5182.514
2021-07-14,123.881,-4947.6,42.0,4947.6,889.98,117.8,5203.01
2021-07-15,117.049,-4947.6,42.0,4947.6,889.98,117.8,4916.068
2021-07-16,115.267,-4947.6,42.0,4947.6,889.98,117.8,4841.195
2021-07-19,114.878,-4947.6,42.0,4947.6,889.98,117.8,4824.882
2021-07-20,115.924,-4947.6,42.0,4947.6,889.98,117.8,4868.802
2021-07-21,117.388,-4947.6,42.0,4947.6,889.98,117.8,4930.29
2021-07-22,116.083,-4947.6,42.0,4947.6,889.98,117.8,4875.495
2021-07-23,116.312,-4947.6,42.0,4947.6,889.98,117.8,4885.115
2021-07-26,115.177,-4947.6,42.0,4947.6,889.98,117.8,4837.431
2021-07-27,113.076,-4947.6,42.0,4947.6,889.98,117.8,4749.174
2021-07-28,114.599,-4947.6,42.0,4947.6,889.98,117.8,4813.171
2021-07-29,115.675,-4947.6,42.0,4947.6,889.98,117.8,4858.345
2021-07-30,116.163,-4947.6,42.0,4947.6,889.98,117.8,4878.841
2021-08-02,116.382,-4947.6,42.0,4947.6,889.98,117.8,4888.043
2021-08-03,117.926,-4947.6,42.0,4947.6,889.98,117.8,4952.877
2021-08-04,118.254,-4947.6,42.0,4947.6,889.98,117.8,4966.68
2021-08-05,118.732,-4947.6,42.0,4947.6,889.98,117.8,4986.758
2021-08-06,117.726,-4947.6,42.0,4947.6,889.98,117.8,4944.511
2021-08-09,117.736,-4947.6,42.0,4947.6,889.98,117.8,4944.93
2021-08-10,115.884,-4947.6,42.0,4947.6,889.98,117.8,4867.129
2021-08-11,115.516,-4947.6,42.0,4947.6,889.98,117.8,4851.652
2021-08-12,115.227,-4947.6,42.0,4947.6,889.98,117.8,4839.522
2021-08-13,115.028,-4947.6,42.0,4947.6,889.98,117.8,4831.157
2021-08-16,114.161,-4947.6,42.0,4947.6,889.98,117.8,4794.766
2021-08-17,110.656,-4947.6,42.0,4947.6,889.98,117.8,4647.531
2021-08-18,109.998,-4947.6,42.0,4947.6,889.98,117.8,4619.924
2021-08-19,110.068,-4947.6,42.0,4947.6,889.98,117.8,4622.852
2021-08-20,107.678,-4947.6,42.0,4947.6,889.98,117.8,4522.465
2021-08-23,110.506,-4947.6,42.0,4947.6,889.98,117.8,4641.257
2021-08-24,111.651,-4947.6,42.0,4947.6,889.98,117.8,4689.359
2021-08-25,116.551,-4947.6,42.0,4947.6,889.98,117.8,4895.154
2021-08-26,117.617,-4947.6,42.0,4947.6,889.98,117.8,4939.91
2021-08-27,118.005,-4947.6,42.0,4947.6,889.98,117.8,4956.223
2021-08-30,118.503,-4947.6,42.0,4947.6,889.98,117.8,4977.137
2021-08-31,118.523,-4947.6,42.0,4947.6,889.98,117.8,4977.974
2021-09-01,119.967,-4947.6,42.0,4947.6,889.98,117.8,5038.625
2021-09-02,120.296,-4947.6,42.0,4947.6,889.98,117.8,5052.428
2021-09-03,123.463,-4947.6,42.0,4947.6,889.98,117.8,5185.442
2021-09-07,124.19,-4947.6,42.0,4947.6,889.98,117.8,5215.976
2021-09-08,121.391,-4947.6,42.0,4947.6,889.98,117.8,5098.439
2021-09-09,122.178,-4947.6,42.0,4947.6,889.98,117.8,5131.483
2021-09-10,122.467,-4947.6,42.0,4947.6,889.98,117.8,5143.613
2021-09-13,123.114,-4947.6,42.0,4947.6,889.98,117.8,5170.802
2021-09-14,122.586,-4947.6,42.0,4947.6,889.98,117.8,5148.633
2021-09-15,121.003,-4947.6,42.0,4947.6,889.98,117.8,5082.126
2021-09-16,120.79,-4947.6,42.0,4947.6,889.98,117.8,5073.18
2021-09-17,117.75,-4947.6,42.0,4947.6,889.98,117.8,4945.5
2021-09-20,114.7,-4947.6,42.0,4947.6,889.98,117.8,4817.4
2021-09-21,114.96,-4947.6,42.0,4947.6,889.98,117.8,4828.32
2021-09-22,115.87,-4947.6,42.0,4947.6,889.98,117.8,4866.54
2021-09-23,116.19,-4947.6,42.0,4947.6,889.98,117.8,4879.98
2021-09-24,115.64,-4947.6,42.0,4947.6,889.98,117.8,4856.88
2021-09-27,116.15,-4947.6,42.0,4947.6,889.98,117.8,4878.3
2021-09-28,111.9,-4947.6,42.0,4947.6,889.98,117.8,4699.8
2021-09-29,111.62,-4947.6,42.0,4947.6,889.98,117.8,4688.04
2021-09-30,111.65,-4947.6,42.0,4947.6,889.98,117.8,4689.3
2021-10-01,111.56,-4947.6,42.0,4947.6,889.98,117.8,4685.52
2021-10-04,109.02,-4947.6,42.0,4947.6,889.98,117.8,4578.84
2021-10-05,109.26,-4947.6,42.0,4947.6,889.98,117.8,4588.92
2021-10-06,109.34,-4947.6,42.0,4947.6,889.98,117.8,4592.28
2021-10-07,110.83,-4947.6,42.0,4947.6,889.98,117.8,4654.86
2021-10-08,110.04,-4947.6,42.0,4947.6,889.98,117.8,4621.68
2021-10-11,110.26,-4947.6,42.0,4947.6,889.98,117.8,4630.92
2021-10-12,109.2,-4947.6,42.0,4947.6,889.98,117.8,4586.4
2021-10-13,109.98,-4947.6,42.0,4947.6,889.98,117.8,4619.16
2021-10-14,112.56,-4947.6,42.0,4947.6,889.98,117.8,4727.52
2021-10-15,114.86,-4947.6,42.0,4947.6,889.98,117.8,4824.12
2021-10-18,115.34,-4947.6,42.0,4947.6,889.98,117.8,4844.28
2021-10-19,116.96,-4947.6,42.0,4947.6,889.98,117.8,4912.32
2021-10-20,115.59,-4947.6,42.0,4947.6,889.98,117.8,4854.78
