date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,GOOGL_adj_close,GOOGL_cashflow,GOOGL_cml_units,GOOGL_cml_cost,GOOGL_gain_loss,GOOGL_avg_price,GOOGL_mktvalue
2019-01-01,0.0,-453.84,3.0,453.84,101.932,151.28,0.0,0.0,-8931.12,3.0,8931.12,883.29,2977.04,0.0
2020-01-02,73.988,-453.84,3.0,453.84,101.932,151.28,221.965,1368.68,-8931.12,3.0,8931.12,883.29,2977.04,4106.04
2020-01-03,73.269,-453.84,3.0,453.84,101.932,151.28,219.807,1361.52,-8931.12,3.0,8931.12,883.29,2977.04,4084.56
2020-01-06,73.853,-453.84,3.0,453.84,101.932,151.28,221.559,1397.81,-8931.12,3.0,8931.12,883.29,2977.04,4193.43
2020-01-07,73.506,-453.84,3.0,453.84,101.932,151.28,220.517,1395.11,-8931.12,3.0,8931.12,883.29,2977.04,4185.33
2020-01-08,74.688,-453.84,3.0,453.84,101.932,151.28,224.064,1405.04,-8931.12,3.0,8931.12,883.29,2977.04,4215.12
2020-01-09,76.275,-453.84,3.0,453.84,101.932,151.28,228.824,1419.79,-8931.12,3.0,8931.12,883.29,2977.04,4259.37
2020-01-10,76.447,-453.84,3.0,453.84,101.932,151.28,229.341,1428.96,-8931.12,3.0,8931.12,883.29,2977.04,4286.88
2020-01-13,78.08,-453.84,3.0,453.84,101.932,151.28,234.241,1440.03,-8931.12,3.0,8931.12,883.29,2977.04,4320.09
2020-01-14,77.026,-453.84,3.0,453.84,101.932,151.28,231.078,1430.59,-8931.12,3.0,8931.12,883.29,2977.04,4291.77
2020-01-15,76.696,-453.84,3.0,453.84,101.932,151.28,230.087,1439.2,-8931.12,3.0,8931.12,883.29,2977.04,4317.6
2020-01-16,77.656,-453.84,3.0,453.84,101.932,151.28,232.969,1450.16,-8931.12,3.0,8931.12,883.29,2977.04,4350.48
2020-01-17,78.516,-453.84,3.0,453.84,101.932,151.28,235.549,1479.52,-8931.12,3.0,8931.12,883.29,2977.04,4438.56
2020-01-21,77.984,-453.84,3.0,453.84,101.932,151.28,233.952,1482.25,-8931.12,3.0,8931.12,883.29,2977.04,4446.75
2020-01-22,78.262,-453.84,3.0,453.84,101.932,151.28,234.787,1483.87,-8931.12,3.0,8931.12,883.29,2977.04,4451.61
2020-01-23,78.639,-453.84,3.0,453.84,101.932,151.28,235.918,1484.69,-8931.12,3.0,8931.12,883.29,2977.04,4454.07
