date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue
2019-01-01,0.0,-4987.3,265.0,4987.3,1272.0,18.82,0.0
2019-01-02,10.403,-4987.3,265.0,4987.3,1272.0,18.82,2756.881
2019-01-03,10.095,-4987.3,265.0,4987.3,1272.0,18.82,2675.176
2019-01-04,10.443,-4987.3,265.0,4987.3,1272.0,18.82,2767.424
2019-01-07,10.393,-4987.3,265.0,4987.3,1272.0,18.82,2754.246
2019-01-08,10.702,-4987.3,265.0,4987.3,1272.0,18.82,2835.951
2019-01-09,10.722,-4987.3,265.0,4987.3,1272.0,18.82,2841.222
2019-01-10,10.712,-4987.3,265.0,4987.3,1272.0,18.82,2838.586
2019-01-11,10.612,-4987.3,265.0,4987.3,1272.0,18.82,2812.23
2019-01-14,10.373,-4987.3,265.0,4987.3,1272.0,18.82,2748.975
2019-01-15,10.403,-4987.3,265.0,4987.3,1272.0,18.82,2756.881
2019-01-16,10.513,-4987.3,265.0,4987.3,1272.0,18.82,2785.874
2019-01-17,10.483,-4987.3,265.0,4987.3,1272.0,18.82,2777.967
2019-01-18,10.403,-4987.3,265.0,4987.3,1272.0,18.82,2756.881
2019-01-22,10.274,-4987.3,265.0,4987.3,1272.0,18.82,2722.618
2019-01-23,10.254,-4987.3,265.0,4987.3,1272.0,18.82,2717.347
2019-01-24,10.234,-4987.3,265.0,4987.3,1272.0,18.82,2712.076
2019-01-25,9.896,-4987.3,265.0,4987.3,1272.0,18.82,2622.464
2019-01-28,9.498,-4987.3,265.0,4987.3,1272.0,18.82,2517.038
2019-01-29,9.647,-4987.3,265.0,4987.3,1272.0,18.82,2556.573
2019-01-30,10.533,-4987.3,265.0,4987.3,1272.0,18.82,2791.145
2019-01-31,10.155,-4987.3,265.0,4987.3,1272.0,18.82,2690.991
2019-02-01,9.826,-4987.3,265.0,4987.3,1272.0,18.82,2604.014
2019-02-04,9.846,-4987.3,265.0,4987.3,1272.0,18.82,2609.286
2019-02-05,9.777,-4987.3,265.0,4987.3,1272.0,18.82,2590.836
2019-02-06,9.946,-4987.3,265.0,4987.3,1272.0,18.82,2635.642
2019-02-07,9.886,-4987.3,265.0,4987.3,1272.0,18.82,2619.828
2019-02-08,9.737,-4987.3,265.0,4987.3,1272.0,18.82,2580.293
2019-02-11,9.628,-4987.3,265.0,4987.3,1272.0,18.82,2551.302
2019-02-12,9.618,-4987.3,265.0,4987.3,1272.0,18.82,2548.666
2019-02-13,9.449,-4987.3,265.0,4987.3,1272.0,18.82,2503.86
2019-02-14,9.588,-4987.3,265.0,4987.3,1272.0,18.82,2540.759
2019-02-15,9.478,-4987.3,265.0,4987.3,1272.0,18.82,2511.767
2019-02-19,9.558,-4987.3,265.0,4987.3,1272.0,18.82,2532.852
2019-02-20,9.618,-4987.3,265.0,4987.3,1272.0,18.82,2548.666
2019-02-21,9.767,-4987.3,265.0,4987.3,1272.0,18.82,2588.2
2019-02-22,9.856,-4987.3,265.0,4987.3,1272.0,18.82,2611.921
2019-02-25,9.916,-4987.3,265.0,4987.3,1272.0,18.82,2627.735
2019-02-26,9.747,-4987.3,265.0,4987.3,1272.0,18.82,2582.929
2019-02-27,9.628,-4987.3,265.0,4987.3,1272.0,18.82,2551.302
2019-02-28,9.807,-4987.3,265.0,4987.3,1272.0,18.82,2598.743
2019-03-01,9.876,-4987.3,265.0,4987.3,1272.0,18.82,2617.193
2019-03-04,9.856,-4987.3,265.0,4987.3,1272.0,18.82,2611.921
2019-03-05,10.294,-4987.3,265.0,4987.3,1272.0,18.82,2727.889
2019-03-06,10.443,-4987.3,265.0,4987.3,1272.0,18.82,2767.424
