date,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2019-02-06,2.2,-4999.308,2759.0,4999.308,2455.51,1.812,6069.8
2019-02-07,2.32,-4999.308,2759.0,4999.308,2455.51,1.812,6400.88
2019-02-08,2.3,-4999.308,2759.0,4999.308,2455.51,1.812,6345.7
2019-02-11,2.29,-4999.308,2759.0,4999.308,2455.51,1.812,6318.11
2019-02-12,2.32,-4999.308,2759.0,4999.308,2455.51,1.812,6400.88
2019-02-13,2.48,-4999.308,2759.0,4999.308,2455.51,1.812,6842.32
2019-02-14,2.47,-4999.308,2759.0,4999.308,2455.51,1.812,6814.73
2019-02-15,2.71,-4999.308,2759.0,4999.308,2455.51,1.812,7476.89
2019-02-19,2.6,-4999.308,2759.0,4999.308,2455.51,1.812,7173.4
2019-02-20,2.59,-4999.308,2759.0,4999.308,2455.51,1.812,7145.81
2019-02-21,2.41,-4999.308,2759.0,4999.308,2455.51,1.812,6649.19
2019-02-22,2.25,-4999.308,2759.0,4999.308,2455.51,1.812,6207.75
2019-02-25,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-02-26,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-02-27,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-02-28,2.17,-4999.308,2759.0,4999.308,2455.51,1.812,5987.03
2019-03-01,2.13,-4999.308,2759.0,4999.308,2455.51,1.812,5876.67
2019-03-04,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13
2019-03-05,2.05,-4999.308,2759.0,4999.308,2455.51,1.812,5655.95
2019-03-06,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
