date,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2019-03-07,1.88,-4999.308,2759.0,4999.308,2455.51,1.812,5186.92
2019-03-08,1.93,-4999.308,2759.0,4999.308,2455.51,1.812,5324.87
2019-03-11,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2019-03-12,2.05,-4999.308,2759.0,4999.308,2455.51,1.812,5655.95
2019-03-13,2.23,-4999.308,2759.0,4999.308,2455.51,1.812,6152.57
2019-03-14,2.1,-4999.308,2759.0,4999.308,2455.51,1.812,5793.9
2019-03-15,2.18,-4999.308,2759.0,4999.308,2455.51,1.812,6014.62
2019-03-18,2.17,-4999.308,2759.0,4999.308,2455.51,1.812,5987.03
2019-03-19,2.24,-4999.308,2759.0,4999.308,2455.51,1.812,6180.16
2019-03-20,2.24,-4999.308,2759.0,4999.308,2455.51,1.812,6180.16
2019-03-21,2.3,-4999.308,2759.0,4999.308,2455.51,1.812,6345.7
2019-03-22,2.35,-4999.308,2759.0,4999.308,2455.51,1.812,6483.65
2019-03-25,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-03-26,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2019-03-27,2.01,-4999.308,2759.0,4999.308,2455.51,1.812,5545.59
2019-03-28,2.03,-4999.308,2759.0,4999.308,2455.51,1.812,5600.77
2019-03-29,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
2019-04-01,1.99,-4999.308,2759.0,4999.308,2455.51,1.812,5490.41
2019-04-02,2.08,-4999.308,2759.0,4999.308,2455.51,1.812,5738.72
2019-04-03,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2019-04-04,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-04-05,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13
2019-04-08,2.1,-4999.308,2759.0,4999.308,2455.51,1.812,5793.9
2019-04-09,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2019-04-10,2.08,-4999.308,2759.0,4999.308,2455.51,1.812,5738.72
2019-04-11,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0
2019-04-12,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79
2019-04-15,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2019-04-16,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2019-04-17,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0
2019-04-18,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2019-04-22,1.92,-4999.308,2759.0,4999.308,2455.51,1.812,5297.28
2019-04-23,1.93,-4999.308,2759.0,4999.308,2455.51,1.812,5324.87
2019-04-24,1.87,-4999.308,2759.0,4999.308,2455.51,1.812,5159.33
2019-04-25,1.85,-4999.308,2759.0,4999.308,2455.51,1.812,5104.15
2019-04-26,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-04-29,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-04-30,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2019-05-01,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79
2019-05-02,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79
2019-05-03,1.8,-4999.308,2759.0,4999.308,2455.51,1.812,4966.2
2019-05-06,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79
2019-05-07,1.73,-4999.308,2759.0,4999.308,2455.51,1.812,4773.07
2019-05-08,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2019-05-09,1.61,-4999.308,2759.0,4999.308,2455.51,1.812,4441.99
2019-05-10,1.71,-4999.308,2759.0,4999.308,2455.51,1.812,4717.89
2019-05-13,1.56,-4999.308,2759.0,4999.308,2455.51,1.812,4304.04
2019-05-14,1.59,-4999.308,2759.0,4999.308,2455.51,1.812,4386.81
2019-05-15,1.7,-4999.308,2759.0,4999.308,2455.51,1.812,4690.3
2019-05-16,1.63,-4999.308,2759.0,4999.308,2455.51,1.812,4497.17
2019-05-17,1.63,-4999.308,2759.0,4999.308,2455.51,1.812,4497.17
2019-05-20,1.7,-4999.308,2759.0,4999.308,2455.51,1.812,4690.3
2019-05-21,1.64,-4999.308,2759.0,4999.308,2455.51,1.812,4524.76
2019-05-22,1.68,-4999.308,2759.0,4999.308,2455.51,1.812,4635.12
2019-05-23,1.54,-4999.308,2759.0,4999.308,2455.51,1.812,4248.86
2019-05-24,1.59,-4999.308,2759.0,4999.308,2455.51,1.812,4386.81
2019-05-28,1.68,-4999.308,2759.0,4999.308,2455.51,1.812,4635.12
2019-05-29,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-05-30,1.64,-4999.308,2759.0,4999.308,2455.51,1.812,4524.76
2019-05-31,1.59,-4999.308,2759.0,4999.308,2455.51,1.812,4386.81
2019-06-03,1.6,-4999.308,2759.0,4999.308,2455.51,1.812,4414.4
2019-06-04,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2019-06-05,1.56,-4999.308,2759.0,4999.308,2455.51,1.812,4304.04
2019-06-06,1.47,-4999.308,2759.0,4999.308,2455.51,1.812,4055.73
2019-06-07,1.48,-4999.308,2759.0,4999.308,2455.51,1.812,4083.32
2019-06-10,1.52,-4999.308,2759.0,4999.308,2455.51,1.812,4193.68
2019-06-11,1.48,-4999.308,2759.0,4999.308,2455.51,1.812,4083.32
2019-06-12,1.33,-4999.308,2759.0,4999.308,2455.51,1.812,3669.47
2019-06-13,1.53,-4999.308,2759.0,4999.308,2455.51,1.812,4221.27
2019-06-14,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2019-06-17,1.65,-4999.308,2759.0,4999.308,2455.51,1.812,4552.35
2019-06-18,1.69,-4999.308,2759.0,4999.308,2455.51,1.812,4662.71
2019-06-19,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-06-20,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2019-06-21,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2019-06-24,1.73,-4999.308,2759.0,4999.308,2455.51,1.812,4773.07
2019-06-25,1.68,-4999.308,2759.0,4999.308,2455.51,1.812,4635.12
2019-06-26,1.52,-4999.308,2759.0,4999.308,2455.51,1.812,4193.68
2019-06-27,1.58,-4999.308,2759.0,4999.308,2455.51,1.812,4359.22
2019-06-28,1.45,-4999.308,2759.0,4999.308,2455.51,1.812,4000.55
2019-07-01,1.41,-4999.308,2759.0,4999.308,2455.51,1.812,3890.19
2019-07-02,1.51,-4999.308,2759.0,4999.308,2455.51,1.812,4166.09
2019-07-03,1.46,-4999.308,2759.0,4999.308,2455.51,1.812,4028.14
2019-07-05,1.44,-4999.308,2759.0,4999.308,2455.51,1.812,3972.96
2019-07-08,1.47,-4999.308,2759.0,4999.308,2455.51,1.812,4055.73
2019-07-09,1.67,-4999.308,2759.0,4999.308,2455.51,1.812,4607.53
2019-07-10,1.71,-4999.308,2759.0,4999.308,2455.51,1.812,4717.89
2019-07-11,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2019-07-12,1.75,-4999.308,2759.0,4999.308,2455.51,1.812,4828.25
2019-07-15,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2019-07-16,1.71,-4999.308,2759.0,4999.308,2455.51,1.812,4717.89
2019-07-17,1.65,-4999.308,2759.0,4999.308,2455.51,1.812,4552.35
2019-07-18,1.65,-4999.308,2759.0,4999.308,2455.51,1.812,4552.35
2019-07-19,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2019-07-22,1.6,-4999.308,2759.0,4999.308,2455.51,1.812,4414.4
2019-07-23,1.69,-4999.308,2759.0,4999.308,2455.51,1.812,4662.71
2019-07-24,1.71,-4999.308,2759.0,4999.308,2455.51,1.812,4717.89
2019-07-25,1.7,-4999.308,2759.0,4999.308,2455.51,1.812,4690.3
2019-07-26,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2019-07-29,1.68,-4999.308,2759.0,4999.308,2455.51,1.812,4635.12
2019-07-30,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2019-07-31,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2019-08-01,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2019-08-02,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74
2019-08-05,1.85,-4999.308,2759.0,4999.308,2455.51,1.812,5104.15
2019-08-06,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74
2019-08-07,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2019-08-08,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2019-08-09,1.77,-4999.308,2759.0,4999.308,2455.51,1.812,4883.43
2019-08-12,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2019-08-13,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-08-14,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2019-08-15,1.69,-4999.308,2759.0,4999.308,2455.51,1.812,4662.71
2019-08-16,1.67,-4999.308,2759.0,4999.308,2455.51,1.812,4607.53
2019-08-19,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2019-08-20,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2019-08-21,1.76,-4999.308,2759.0,4999.308,2455.51,1.812,4855.84
2019-08-22,1.73,-4999.308,2759.0,4999.308,2455.51,1.812,4773.07
2019-08-23,1.69,-4999.308,2759.0,4999.308,2455.51,1.812,4662.71
2019-08-26,1.66,-4999.308,2759.0,4999.308,2455.51,1.812,4579.94
2019-08-27,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2019-08-28,1.7,-4999.308,2759.0,4999.308,2455.51,1.812,4690.3
2019-08-29,1.7,-4999.308,2759.0,4999.308,2455.51,1.812,4690.3
2019-08-30,1.67,-4999.308,2759.0,4999.308,2455.51,1.812,4607.53
2019-09-03,1.65,-4999.308,2759.0,4999.308,2455.51,1.812,4552.35
2019-09-04,1.64,-4999.308,2759.0,4999.308,2455.51,1.812,4524.76
2019-09-05,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2019-09-06,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2019-09-09,1.8,-4999.308,2759.0,4999.308,2455.51,1.812,4966.2
2019-09-10,1.8,-4999.308,2759.0,4999.308,2455.51,1.812,4966.2
2019-09-11,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-09-12,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2019-09-13,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74
2019-09-16,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2019-09-17,1.93,-4999.308,2759.0,4999.308,2455.51,1.812,5324.87
2019-09-18,1.99,-4999.308,2759.0,4999.308,2455.51,1.812,5490.41
2019-09-19,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-09-20,2.04,-4999.308,2759.0,4999.308,2455.51,1.812,5628.36
2019-09-23,2.03,-4999.308,2759.0,4999.308,2455.51,1.812,5600.77
2019-09-24,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2019-09-25,1.92,-4999.308,2759.0,4999.308,2455.51,1.812,5297.28
2019-09-26,1.94,-4999.308,2759.0,4999.308,2455.51,1.812,5352.46
2019-09-27,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2019-09-30,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2019-10-01,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2019-10-02,1.88,-4999.308,2759.0,4999.308,2455.51,1.812,5186.92
2019-10-03,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2019-10-04,1.98,-4999.308,2759.0,4999.308,2455.51,1.812,5462.82
2019-10-07,2.03,-4999.308,2759.0,4999.308,2455.51,1.812,5600.77
2019-10-08,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05
2019-10-09,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0
2019-10-10,2.05,-4999.308,2759.0,4999.308,2455.51,1.812,5655.95
2019-10-11,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05
2019-10-14,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2019-10-15,1.92,-4999.308,2759.0,4999.308,2455.51,1.812,5297.28
2019-10-16,1.85,-4999.308,2759.0,4999.308,2455.51,1.812,5104.15
2019-10-17,1.73,-4999.308,2759.0,4999.308,2455.51,1.812,4773.07
2019-10-18,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2019-10-21,1.85,-4999.308,2759.0,4999.308,2455.51,1.812,5104.15
2019-10-22,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2019-10-23,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
2019-10-24,2.17,-4999.308,2759.0,4999.308,2455.51,1.812,5987.03
2019-10-25,2.1,-4999.308,2759.0,4999.308,2455.51,1.812,5793.9
2019-10-28,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2019-10-29,2.01,-4999.308,2759.0,4999.308,2455.51,1.812,5545.59
2019-10-30,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0
2019-10-31,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05
2019-11-01,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
2019-11-04,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2019-11-05,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74
2019-11-06,1.8,-4999.308,2759.0,4999.308,2455.51,1.812,4966.2
2019-11-07,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2019-11-08,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2019-11-11,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74
2019-11-12,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2019-11-13,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56
2019-11-14,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2019-11-15,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79
2019-11-18,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2019-11-19,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2019-11-20,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2019-11-21,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2019-11-22,1.85,-4999.308,2759.0,4999.308,2455.51,1.812,5104.15
2019-11-25,1.92,-4999.308,2759.0,4999.308,2455.51,1.812,5297.28
2019-11-26,1.87,-4999.308,2759.0,4999.308,2455.51,1.812,5159.33
2019-11-27,1.93,-4999.308,2759.0,4999.308,2455.51,1.812,5324.87
2019-11-29,1.87,-4999.308,2759.0,4999.308,2455.51,1.812,5159.33
2019-12-02,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2019-12-03,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56
2019-12-04,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56
2019-12-05,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74
2019-12-06,1.88,-4999.308,2759.0,4999.308,2455.51,1.812,5186.92
2019-12-09,1.96,-4999.308,2759.0,4999.308,2455.51,1.812,5407.64
2019-12-10,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
2019-12-11,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0
2019-12-12,2.27,-4999.308,2759.0,4999.308,2455.51,1.812,6262.93
2019-12-13,2.26,-4999.308,2759.0,4999.308,2455.51,1.812,6235.34
2019-12-16,2.28,-4999.308,2759.0,4999.308,2455.51,1.812,6290.52
2019-12-17,2.17,-4999.308,2759.0,4999.308,2455.51,1.812,5987.03
2019-12-18,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13
2019-12-19,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08
2019-12-20,2.2,-4999.308,2759.0,4999.308,2455.51,1.812,6069.8
2019-12-23,2.19,-4999.308,2759.0,4999.308,2455.51,1.812,6042.21
2019-12-24,2.16,-4999.308,2759.0,4999.308,2455.51,1.812,5959.44
2019-12-26,2.4,-4999.308,2759.0,4999.308,2455.51,1.812,6621.6
2019-12-27,2.42,-4999.308,2759.0,4999.308,2455.51,1.812,6676.78
2019-12-30,2.25,-4999.308,2759.0,4999.308,2455.51,1.812,6207.75
2019-12-31,2.2,-4999.308,2759.0,4999.308,2455.51,1.812,6069.8
2020-01-02,2.35,-4999.308,2759.0,4999.308,2455.51,1.812,6483.65
2020-01-03,2.95,-4999.308,2759.0,4999.308,2455.51,1.812,8139.05
2020-01-06,3.25,-4999.308,2759.0,4999.308,2455.51,1.812,8966.75
2020-01-07,3.03,-4999.308,2759.0,4999.308,2455.51,1.812,8359.77
2020-01-08,3.07,-4999.308,2759.0,4999.308,2455.51,1.812,8470.13
2020-01-09,3.06,-4999.308,2759.0,4999.308,2455.51,1.812,8442.54
