date,WTI_adj_close,WTI_cashflow,WTI_cml_units,WTI_cml_cost,WTI_gain_loss,WTI_avg_price,WTI_mktvalue,HZNP_adj_close,HZNP_cashflow,HZNP_cml_units,HZNP_cml_cost,HZNP_gain_loss,HZNP_avg_price,HZNP_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,WETF_adj_close,WETF_cashflow,WETF_cml_units,WETF_cml_cost,WETF_gain_loss,WETF_avg_price,WETF_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,ASPS_adj_close,ASPS_cashflow,ASPS_cml_units,ASPS_cml_cost,ASPS_gain_loss,ASPS_avg_price,ASPS_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,DYSL_adj_close,DYSL_cashflow,DYSL_cml_units,DYSL_cml_cost,DYSL_gain_loss,DYSL_avg_price,DYSL_mktvalue,ITCB_adj_close,ITCB_cashflow,ITCB_cml_units,ITCB_cml_cost,ITCB_gain_loss,ITCB_avg_price,ITCB_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,ARGO_adj_close,ARGO_cashflow,ARGO_cml_units,ARGO_cml_cost,ARGO_gain_loss,ARGO_avg_price,ARGO_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,KDOZF_adj_close,KDOZF_cashflow,KDOZF_cml_units,KDOZF_cml_cost,KDOZF_gain_loss,KDOZF_avg_price,KDOZF_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,SCND_adj_close,SCND_cashflow,SCND_cml_units,SCND_cml_cost,SCND_gain_loss,SCND_avg_price,SCND_mktvalue
2020-08-10,2.53,-10000.0,1547.988,5000.0,-2019.18,3.23,3916.409,75.84,-15000.0,108.272,5000.0,-846.66,46.18,8211.346,11.467,-10000.0,508.273,5000.0,-2333.577,9.837,5828.165,5.59,-10000.0,784.929,5000.0,-735.9,6.37,4387.755,4.128,-5000.0,1386.715,5000.0,0.0,3.606,5723.861,31.72,-10000.0,154.416,5000.0,-1035.78,32.38,4898.085,25.854,-10000.0,141.961,5000.0,-1682.967,35.221,3670.285,8.76,-5000.0,336.927,5000.0,0.0,14.84,2951.483,4.224,-10000.0,1178.2,5000.0,-2394.222,4.244,4976.912,1.0,-15000.0,4424.779,5000.0,0.0,1.13,4424.779,4.82,0.0,0.0,0.0,0.0,,0.0,14.181,-10000.0,344.737,5000.0,-798.018,14.504,4888.817,35.098,-10000.0,93.284,5000.0,-757.657,53.6,3274.125,3.98,-10000.0,1026.694,5000.0,-531.86,4.87,4086.242,18.19,-15000.0,264.131,5000.0,-1255.0,18.93,4804.543,18.76,-15000.0,380.517,5000.0,-2216.78,13.14,7138.508,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.2,-10000.0,18518.518,5000.0,-3429.67,0.27,3703.704,8.75,-10000.0,509.684,5000.0,1369.39,9.81,4459.735
2020-08-11,2.55,-10000.0,1547.988,5000.0,-2019.18,3.23,3947.368,71.67,-15000.0,108.272,5000.0,-846.66,46.18,7759.853,11.506,-10000.0,508.273,5000.0,-2333.577,9.837,5848.349,5.77,-10000.0,784.929,5000.0,-735.9,6.37,4529.042,4.128,-5000.0,1386.715,5000.0,0.0,3.606,5723.861,32.89,-15000.0,152.022,5000.0,-1035.78,32.89,5000.0,25.922,-10000.0,141.961,5000.0,-1682.967,35.221,3679.962,9.0,-5000.0,336.927,5000.0,0.0,14.84,3032.345,4.337,-10000.0,1178.2,5000.0,-2394.222,4.244,5110.221,1.0,-15000.0,4424.779,5000.0,0.0,1.13,4424.779,4.82,0.0,0.0,0.0,0.0,,0.0,14.587,-10000.0,344.737,5000.0,-798.018,14.504,5028.688,35.127,-10000.0,93.284,5000.0,-757.657,53.6,3276.816,4.06,-10000.0,1026.694,5000.0,-531.86,4.87,4168.378,18.49,-15000.0,264.131,5000.0,-1255.0,18.93,4883.782,18.94,-15000.0,380.517,5000.0,-2216.78,13.14,7207.002,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.2,-10000.0,18518.518,5000.0,-3429.67,0.27,3703.704,8.75,-10000.0,509.684,5000.0,1369.39,9.81,4459.735
2020-08-12,2.54,-10000.0,1547.988,5000.0,-2019.18,3.23,3931.888,72.65,-15000.0,108.272,5000.0,-846.66,46.18,7865.959,11.755,-10000.0,508.273,5000.0,-2333.577,9.837,5974.499,5.84,-10000.0,784.929,5000.0,-735.9,6.37,4583.988,3.991,-5000.0,1386.715,5000.0,0.0,3.606,5534.865,34.47,-15000.0,152.022,5000.0,-1035.78,32.89,5240.195,25.562,-10000.0,141.961,5000.0,-1682.967,35.221,3628.813,8.59,-5000.0,336.927,5000.0,0.0,14.84,2894.205,4.262,-10000.0,1178.2,5000.0,-2394.222,4.244,5021.35,1.0,-15000.0,4424.779,5000.0,0.0,1.13,4424.779,4.8,0.0,0.0,0.0,0.0,,0.0,14.664,-10000.0,344.737,5000.0,-798.018,14.504,5055.33,35.05,-10000.0,93.284,5000.0,-757.657,53.6,3269.642,4.15,-10000.0,1026.694,5000.0,-531.86,4.87,4260.78,18.69,-15000.0,264.131,5000.0,-1255.0,18.93,4936.609,18.9,-15000.0,380.517,5000.0,-2216.78,13.14,7191.78,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.126,-10000.0,18518.518,5000.0,-3429.67,0.27,2334.259,8.0,-10000.0,509.684,5000.0,1369.39,9.81,4077.472
2020-08-13,2.49,-10000.0,1547.988,5000.0,-2019.18,3.23,3854.489,72.41,-15000.0,108.272,5000.0,-846.66,46.18,7839.974,11.486,-10000.0,508.273,5000.0,-2333.577,9.837,5838.257,5.79,-10000.0,784.929,5000.0,-735.9,6.37,4544.741,3.884,-5000.0,1386.715,5000.0,0.0,3.606,5386.369,34.67,-15000.0,152.022,5000.0,-1035.78,32.89,5270.599,25.844,-10000.0,141.961,5000.0,-1682.967,35.221,3668.903,8.43,-5000.0,336.927,5000.0,0.0,14.84,2840.297,4.337,-10000.0,1178.2,5000.0,-2394.222,4.244,5110.221,0.99,-15000.0,4424.779,5000.0,0.0,1.13,4380.531,4.74,0.0,0.0,0.0,0.0,,0.0,14.22,-10000.0,344.737,5000.0,-798.018,14.504,4902.138,34.627,-10000.0,93.284,5000.0,-757.657,53.6,3230.184,4.12,-10000.0,1026.694,5000.0,-531.86,4.87,4229.979,18.55,-15000.0,264.131,5000.0,-1255.0,18.93,4899.63,18.24,-15000.0,380.517,5000.0,-2216.78,13.14,6940.639,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.126,-10000.0,18518.518,5000.0,-3429.67,0.27,2334.259,8.0,-10000.0,509.684,5000.0,1369.39,9.81,4077.472
2020-08-14,2.49,-10000.0,1547.988,5000.0,-2019.18,3.23,3854.489,72.82,-15000.0,108.272,5000.0,-846.66,46.18,7884.365,11.447,-10000.0,508.273,5000.0,-2333.577,9.837,5818.072,5.76,-10000.0,784.929,5000.0,-735.9,6.37,4521.193,3.816,-5000.0,1386.715,5000.0,0.0,3.606,5291.872,33.84,-15000.0,152.022,5000.0,-1035.78,32.89,5144.421,25.601,-10000.0,141.961,5000.0,-1682.967,35.221,3634.343,9.85,-5000.0,336.927,5000.0,0.0,14.84,3318.733,4.271,-10000.0,1178.2,5000.0,-2394.222,4.244,5032.459,0.92,-15000.0,4424.779,5000.0,0.0,1.13,4070.797,4.7,0.0,0.0,0.0,0.0,,0.0,14.317,-10000.0,344.737,5000.0,-798.018,14.504,4935.441,34.973,-10000.0,93.284,5000.0,-757.657,53.6,3262.467,4.09,-10000.0,1026.694,5000.0,-531.86,4.87,4199.179,18.49,-15000.0,264.131,5000.0,-1255.0,18.93,4883.782,18.27,-15000.0,380.517,5000.0,-2216.78,13.14,6952.055,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.2,-10000.0,18518.518,5000.0,-3429.67,0.27,3701.852,8.0,-10000.0,509.684,5000.0,1369.39,9.81,4077.472
2020-08-17,2.4,-10000.0,1547.988,5000.0,-2019.18,3.23,3715.17,74.63,-15000.0,108.272,5000.0,-846.66,46.18,8080.337,11.377,-10000.0,508.273,5000.0,-2333.577,9.837,5782.75,5.76,-10000.0,784.929,5000.0,-735.9,6.37,4521.193,3.699,-5000.0,1386.715,5000.0,0.0,3.606,5129.875,34.08,-15000.0,152.022,5000.0,-1035.78,32.89,5180.906,24.988,-10000.0,141.961,5000.0,-1682.967,35.221,3547.251,10.16,-5000.0,336.927,5000.0,0.0,14.84,3423.181,4.186,-10000.0,1178.2,5000.0,-2394.222,4.244,4932.477,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.74,-5000.0,1054.852,5000.0,0.0,4.74,5000.0,14.249,-10000.0,344.737,5000.0,-798.018,14.504,4912.13,33.974,-10000.0,93.284,5000.0,-757.657,53.6,3169.203,4.07,-10000.0,1026.694,5000.0,-531.86,4.87,4178.645,18.82,-15000.0,264.131,5000.0,-1255.0,18.93,4970.945,17.9,-15000.0,380.517,5000.0,-2216.78,13.14,6811.263,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.18,-10000.0,18518.518,5000.0,-3429.67,0.27,3333.333,8.0,-10000.0,509.684,5000.0,1369.39,9.81,4077.472
2020-08-18,2.36,-10000.0,1547.988,5000.0,-2019.18,3.23,3653.251,73.17,-15000.0,108.272,5000.0,-846.66,46.18,7922.26,11.486,-10000.0,508.273,5000.0,-2333.577,9.837,5838.257,5.74,-10000.0,784.929,5000.0,-735.9,6.37,4505.494,3.767,-5000.0,1386.715,5000.0,0.0,3.606,5224.373,32.6,-15000.0,152.022,5000.0,-1035.78,32.89,4955.914,25.786,-10000.0,141.961,5000.0,-1682.967,35.221,3660.608,9.54,-5000.0,336.927,5000.0,0.0,14.84,3214.286,4.234,-10000.0,1178.2,5000.0,-2394.222,4.244,4988.021,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.65,-5000.0,1054.852,5000.0,0.0,4.74,4905.064,13.718,-10000.0,344.737,5000.0,-798.018,14.504,4728.965,34.301,-10000.0,93.284,5000.0,-757.657,53.6,3199.693,4.06,-10000.0,1026.694,5000.0,-531.86,4.87,4168.378,18.86,-15000.0,264.131,5000.0,-1255.0,18.93,4981.511,17.1,-15000.0,380.517,5000.0,-2216.78,13.14,6506.849,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.16,-5000.0,20000.0,5000.0,0.0,0.25,3200.0,0.18,-10000.0,18518.518,5000.0,-3429.67,0.27,3333.333,7.65,-10000.0,509.684,5000.0,1369.39,9.81,3899.082
2020-08-19,2.37,-10000.0,1547.988,5000.0,-2019.18,3.23,3668.73,74.26,-15000.0,108.272,5000.0,-846.66,46.18,8040.277,11.467,-10000.0,508.273,5000.0,-2333.577,9.837,5828.165,5.76,-15000.0,868.056,5000.0,-735.9,5.76,5000.0,3.767,-5000.0,1386.715,5000.0,0.0,3.606,5224.373,32.18,-15000.0,152.022,5000.0,-1035.78,32.89,4892.065,25.913,-10000.0,141.961,5000.0,-1682.967,35.221,3678.58,9.87,-5000.0,336.927,5000.0,0.0,14.84,3325.472,4.356,-10000.0,1178.2,5000.0,-2394.222,4.244,5132.441,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.52,-5000.0,1054.852,5000.0,0.0,4.74,4767.933,13.64,-10000.0,344.737,5000.0,-798.018,14.504,4702.323,34.204,-10000.0,93.284,5000.0,-757.657,53.6,3190.726,4.06,-10000.0,1026.694,5000.0,-531.86,4.87,4168.378,18.96,-15000.0,264.131,5000.0,-1255.0,18.93,5007.924,17.68,-15000.0,380.517,5000.0,-2216.78,13.14,6727.549,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.17,-5000.0,20000.0,5000.0,0.0,0.25,3400.0,0.19,-10000.0,18518.518,5000.0,-3429.67,0.27,3518.518,7.9,-10000.0,509.684,5000.0,1369.39,9.81,4026.503
2020-08-20,2.35,-10000.0,1547.988,5000.0,-2019.18,3.23,3637.771,75.12,-15000.0,108.272,5000.0,-846.66,46.18,8133.391,11.258,-10000.0,508.273,5000.0,-2333.577,9.837,5722.198,5.74,-15000.0,868.056,5000.0,-735.9,5.76,4982.638,3.68,-5000.0,1386.715,5000.0,0.0,3.606,5102.876,31.03,-15000.0,152.022,5000.0,-1035.78,32.89,4717.239,26.137,-10000.0,141.961,5000.0,-1682.967,35.221,3710.375,10.18,-5000.0,336.927,5000.0,0.0,14.84,3429.919,4.356,-10000.0,1178.2,5000.0,-2394.222,4.244,5132.441,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.32,-5000.0,1054.852,5000.0,0.0,4.74,4556.962,13.64,-10000.0,344.737,5000.0,-798.018,14.504,4702.323,33.58,-10000.0,93.284,5000.0,-757.657,53.6,3132.435,4.08,-10000.0,1026.694,5000.0,-531.86,4.87,4188.912,18.91,-15000.0,264.131,5000.0,-1255.0,18.93,4994.717,17.21,-15000.0,380.517,5000.0,-2216.78,13.14,6548.706,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-5000.0,20000.0,5000.0,0.0,0.25,4800.0,0.19,-10000.0,18518.518,5000.0,-3429.67,0.27,3518.518,7.9,-10000.0,509.684,5000.0,1369.39,9.81,4026.503
2020-08-21,2.26,-10000.0,1547.988,5000.0,-2019.18,3.23,3498.452,75.35,-15000.0,108.272,5000.0,-846.66,46.18,8158.293,11.199,-10000.0,508.273,5000.0,-2333.577,9.837,5691.921,5.66,-15000.0,868.056,5000.0,-735.9,5.76,4913.194,3.641,-5000.0,1386.715,5000.0,0.0,3.606,5048.877,30.84,-15000.0,152.022,5000.0,-1035.78,32.89,4688.355,25.893,-10000.0,141.961,5000.0,-1682.967,35.221,3675.815,10.05,-5000.0,336.927,5000.0,0.0,14.84,3386.119,4.328,-10000.0,1178.2,5000.0,-2394.222,4.244,5099.114,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.7,-5000.0,1054.852,5000.0,0.0,4.74,4957.806,13.447,-10000.0,344.737,5000.0,-798.018,14.504,4635.718,33.474,-10000.0,93.284,5000.0,-757.657,53.6,3122.57,4.02,-10000.0,1026.694,5000.0,-531.86,4.87,4127.31,18.84,-15000.0,264.131,5000.0,-1255.0,18.93,4976.228,17.16,-15000.0,380.517,5000.0,-2216.78,13.14,6529.68,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-5000.0,20000.0,5000.0,0.0,0.25,4800.0,0.19,-10000.0,18518.518,5000.0,-3429.67,0.27,3518.518,7.9,-10000.0,509.684,5000.0,1369.39,9.81,4026.503
2020-08-24,2.33,-10000.0,1547.988,5000.0,-2019.18,3.23,3606.811,73.29,-15000.0,108.272,5000.0,-846.66,46.18,7935.253,11.447,-15000.0,436.805,5000.0,-2333.577,11.447,5000.0,5.76,-15000.0,868.056,5000.0,-735.9,5.76,5000.0,3.767,-5000.0,1386.715,5000.0,0.0,3.606,5224.373,31.28,-15000.0,152.022,5000.0,-1035.78,32.89,4755.245,26.594,-10000.0,141.961,5000.0,-1682.967,35.221,3775.348,9.93,-5000.0,336.927,5000.0,0.0,14.84,3345.687,4.45,-10000.0,1178.2,5000.0,-2394.222,4.244,5243.532,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.61,-5000.0,1054.852,5000.0,0.0,4.74,4862.87,13.563,-10000.0,344.737,5000.0,-798.018,14.504,4675.681,34.416,-10000.0,93.284,5000.0,-757.657,53.6,3210.454,4.08,-10000.0,1026.694,5000.0,-531.86,4.87,4188.912,19.19,-15000.0,264.131,5000.0,-1255.0,18.93,5068.674,18.5,-15000.0,380.517,5000.0,-2216.78,13.14,7039.574,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-10000.0,20833.334,5000.0,-200.0,0.24,5000.0,0.17,-10000.0,18518.518,5000.0,-3429.67,0.27,3148.148,7.9,-10000.0,509.684,5000.0,1369.39,9.81,4026.503
2020-08-25,2.36,-10000.0,1547.988,5000.0,-2019.18,3.23,3653.251,73.72,-15000.0,108.272,5000.0,-846.66,46.18,7981.81,11.516,-15000.0,436.805,5000.0,-2333.577,11.447,5030.356,5.86,-15000.0,868.056,5000.0,-735.9,5.76,5086.805,3.748,-5000.0,1386.715,5000.0,0.0,3.606,5197.373,31.89,-15000.0,152.022,5000.0,-1035.78,32.89,4847.978,27.159,-10000.0,141.961,5000.0,-1682.967,35.221,3855.527,10.13,-5000.0,336.927,5000.0,0.0,14.84,3413.073,4.564,-10000.0,1178.2,5000.0,-2394.222,4.244,5376.843,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.59,-5000.0,1054.852,5000.0,0.0,4.74,4841.773,13.631,-10000.0,344.737,5000.0,-798.018,14.504,4698.993,34.762,-10000.0,93.284,5000.0,-757.657,53.6,3242.738,4.15,-10000.0,1026.694,5000.0,-531.86,4.87,4260.78,18.88,-15000.0,264.131,5000.0,-1255.0,18.93,4986.793,18.53,-15000.0,380.517,5000.0,-2216.78,13.14,7050.989,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-15000.0,20833.334,5000.0,-200.0,0.24,5000.0,0.17,-10000.0,18518.518,5000.0,-3429.67,0.27,3148.148,7.9,-10000.0,509.684,5000.0,1369.39,9.81,4026.503
2020-08-26,2.28,-10000.0,1547.988,5000.0,-2019.18,3.23,3529.412,73.07,-15000.0,108.272,5000.0,-846.66,46.18,7911.433,11.328,-15000.0,436.805,5000.0,-2333.577,11.447,4947.962,5.84,-15000.0,868.056,5000.0,-735.9,5.76,5069.444,3.68,-5000.0,1386.715,5000.0,0.0,3.606,5102.876,31.36,-15000.0,152.022,5000.0,-1035.78,32.89,4767.407,27.451,-10000.0,141.961,5000.0,-1682.967,35.221,3896.999,10.36,-5000.0,336.927,5000.0,0.0,14.84,3490.566,4.564,-10000.0,1178.2,5000.0,-2394.222,4.244,5376.843,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.3,-5000.0,1054.852,5000.0,0.0,4.74,4535.865,13.669,-10000.0,344.737,5000.0,-798.018,14.504,4712.314,34.416,-10000.0,93.284,5000.0,-757.657,53.6,3210.454,4.16,-10000.0,1026.694,5000.0,-531.86,4.87,4271.047,18.99,-15000.0,264.131,5000.0,-1255.0,18.93,5015.848,18.4,-15000.0,380.517,5000.0,-2216.78,13.14,7001.522,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-15000.0,20833.334,5000.0,-200.0,0.24,5000.0,0.172,-10000.0,18518.518,5000.0,-3429.67,0.27,3185.185,7.4,-10000.0,509.684,5000.0,1369.39,9.81,3771.661
2020-08-27,2.27,-10000.0,1547.988,5000.0,-2019.18,3.23,3513.932,73.33,-15000.0,108.272,5000.0,-846.66,46.18,7939.584,11.189,-15000.0,436.805,5000.0,-2333.577,11.447,4887.251,5.78,-15000.0,868.056,5000.0,-735.9,5.76,5017.361,3.66,-5000.0,1386.715,5000.0,0.0,3.606,5075.876,31.08,-15000.0,152.022,5000.0,-1035.78,32.89,4724.84,27.373,-10000.0,141.961,5000.0,-1682.967,35.221,3885.94,10.52,-5000.0,336.927,5000.0,0.0,14.84,3544.475,4.554,-10000.0,1178.2,5000.0,-2394.222,4.244,5365.735,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.28,-5000.0,1054.852,5000.0,0.0,4.74,4514.768,13.988,-10000.0,344.737,5000.0,-798.018,14.504,4822.212,35.997,-10000.0,93.284,5000.0,-757.657,53.6,3357.905,4.09,-10000.0,1026.694,5000.0,-531.86,4.87,4199.179,18.78,-15000.0,264.131,5000.0,-1255.0,18.93,4960.38,17.91,-15000.0,380.517,5000.0,-2216.78,13.14,6815.068,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-20000.0,20833.334,5000.0,-200.0,0.24,5000.0,0.172,-10000.0,18518.518,5000.0,-3429.67,0.27,3185.185,7.4,-10000.0,509.684,5000.0,1369.39,9.81,3771.661
2020-08-28,2.32,-10000.0,1547.988,5000.0,-2019.18,3.23,3591.331,72.44,-15000.0,108.272,5000.0,-846.66,46.18,7843.222,11.586,-15000.0,436.805,5000.0,-2333.577,11.447,5060.712,5.95,-15000.0,868.056,5000.0,-735.9,5.76,5164.93,3.767,-5000.0,1386.715,5000.0,0.0,3.606,5224.373,32.22,-15000.0,152.022,5000.0,-1035.78,32.89,4898.146,28.006,-10000.0,141.961,5000.0,-1682.967,35.221,3975.797,10.6,-5000.0,336.927,5000.0,0.0,14.84,3571.429,4.686,-10000.0,1178.2,5000.0,-2394.222,4.244,5521.262,0.9,-15000.0,4424.779,5000.0,0.0,1.13,3982.301,4.47,-5000.0,1054.852,5000.0,0.0,4.74,4715.19,14.075,-10000.0,344.737,5000.0,-798.018,14.504,4852.184,36.258,-10000.0,93.284,5000.0,-757.657,53.6,3382.33,4.2,-10000.0,1026.694,5000.0,-531.86,4.87,4312.115,18.78,-15000.0,264.131,5000.0,-1255.0,18.93,4960.38,18.25,-15000.0,380.517,5000.0,-2216.78,13.14,6944.444,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.24,-20000.0,20833.334,5000.0,-200.0,0.24,5000.0,0.136,-10000.0,18518.518,5000.0,-3429.67,0.27,2520.37,7.4,-10000.0,509.684,5000.0,1369.39,9.81,3771.661
2020-08-31,2.23,-10000.0,1547.988,5000.0,-2019.18,3.23,3452.012,75.12,-15000.0,108.272,5000.0,-846.66,46.18,8133.391,11.308,-15000.0,436.805,5000.0,-2333.577,11.447,4939.289,5.88,-15000.0,868.056,5000.0,-735.9,5.76,5104.167,3.641,-5000.0,1386.715,5000.0,0.0,3.606,5048.877,30.95,-15000.0,152.022,5000.0,-1035.78,32.89,4705.078,27.325,-10000.0,141.961,5000.0,-1682.967,35.221,3879.028,11.27,-5000.0,336.927,5000.0,0.0,14.84,3797.17,4.592,-10000.0,1178.2,5000.0,-2394.222,4.244,5410.17,0.9,-20000.0,5555.556,5000.0,-1045.35,0.9,5000.0,4.35,-5000.0,1054.852,5000.0,0.0,4.74,4588.608,13.737,-10000.0,344.737,5000.0,-798.018,14.504,4735.626,36.016,-10000.0,93.284,5000.0,-757.657,53.6,3359.715,4.18,-10000.0,1026.694,5000.0,-531.86,4.87,4291.581,18.61,-15000.0,264.131,5000.0,-1255.0,18.93,4915.478,18.33,-15000.0,380.517,5000.0,-2216.78,13.14,6974.886,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.25,-20000.0,20833.334,5000.0,-200.0,0.24,5208.333,0.136,-10000.0,18518.518,5000.0,-3429.67,0.27,2520.37,7.4,-10000.0,509.684,5000.0,1369.39,9.81,3771.661
2020-09-01,2.18,-10000.0,1547.988,5000.0,-2019.18,3.23,3374.613,75.47,-15000.0,108.272,5000.0,-846.66,46.18,8171.286,11.834,-15000.0,436.805,5000.0,-2333.577,11.447,5169.125,5.91,-15000.0,868.056,5000.0,-735.9,5.76,5130.208,3.66,-5000.0,1386.715,5000.0,0.0,3.606,5075.876,31.33,-15000.0,152.022,5000.0,-1035.78,32.89,4762.846,29.399,-10000.0,141.961,5000.0,-1682.967,35.221,4173.48,11.51,-5000.0,336.927,5000.0,0.0,14.84,3878.032,4.799,-10000.0,1178.2,5000.0,-2394.222,4.244,5654.574,0.9,-20000.0,5555.556,5000.0,-1045.35,0.9,5000.0,4.54,-5000.0,1054.852,5000.0,0.0,4.74,4789.03,13.911,-15000.0,359.433,5000.0,-798.018,13.911,5000.0,36.016,-10000.0,93.284,5000.0,-757.657,53.6,3359.715,4.19,-10000.0,1026.694,5000.0,-531.86,4.87,4301.848,18.55,-15000.0,264.131,5000.0,-1255.0,18.93,4899.63,19.19,-15000.0,380.517,5000.0,-2216.78,13.14,7302.131,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.23,-20000.0,20833.334,5000.0,-200.0,0.24,4791.667,0.15,-10000.0,18518.518,5000.0,-3429.67,0.27,2777.778,7.4,-10000.0,509.684,5000.0,1369.39,9.81,3771.661
2020-09-02,2.11,-10000.0,1547.988,5000.0,-2019.18,3.23,3266.254,75.38,-15000.0,108.272,5000.0,-846.66,46.18,8161.541,11.755,-15000.0,436.805,5000.0,-2333.577,11.447,5134.432,5.94,-15000.0,868.056,5000.0,-735.9,5.76,5156.25,3.67,-5000.0,1386.715,5000.0,0.0,3.606,5089.376,31.71,-15000.0,152.022,5000.0,-1035.78,32.89,4820.614,29.438,-10000.0,141.961,5000.0,-1682.967,35.221,4179.01,11.39,-5000.0,336.927,5000.0,0.0,14.84,3837.601,4.894,-10000.0,1178.2,5000.0,-2394.222,4.244,5765.664,0.9,-20000.0,5555.556,5000.0,-1045.35,0.9,5000.0,4.73,-5000.0,1054.852,5000.0,0.0,4.74,4989.452,14.085,-15000.0,359.433,5000.0,-798.018,13.911,5062.5,36.472,-10000.0,93.284,5000.0,-757.657,53.6,3402.231,4.2,-10000.0,1026.694,5000.0,-531.86,4.87,4312.115,18.58,-15000.0,264.131,5000.0,-1255.0,18.93,4907.554,19.61,-15000.0,380.517,5000.0,-2216.78,13.14,7461.948,0.348,-10000.0,14285.715,5000.0,-3970.35,0.35,4971.429,0.23,-20000.0,20833.334,5000.0,-200.0,0.24,4791.667,0.127,-10000.0,18518.518,5000.0,-3429.67,0.27,2353.704,7.4,-10000.0,509.684,5000.0,1369.39,9.81,3771.661
