date,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,PKX_adj_close,PKX_cashflow,PKX_cml_units,PKX_cml_cost,PKX_gain_loss,PKX_avg_price,PKX_mktvalue,DBP_adj_close,DBP_cashflow,DBP_cml_units,DBP_cml_cost,DBP_gain_loss,DBP_avg_price,DBP_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue
2019-01-17,15.308,-4995.215,384.615,4995.215,0.0,12.988,5887.709,42.51,-4995.62,121.951,4995.62,0.0,40.964,5184.146,58.7,-4999.54,92.593,4999.54,0.0,53.995,5435.185,36.101,-4990.601,142.857,4990.601,0.0,34.934,5157.291,5.11,-4998.737,1250.0,4998.737,0.0,3.999,6386.974
2019-01-18,15.275,-4995.215,384.615,4995.215,0.0,12.988,5875.04,41.98,-4995.62,121.951,4995.62,0.0,40.964,5119.512,58.75,-4999.54,92.593,4999.54,0.0,53.995,5439.815,35.775,-4990.601,142.857,4990.601,0.0,34.934,5110.753,5.256,-4998.737,1250.0,4998.737,0.0,3.999,6570.075
2019-01-22,14.962,-4995.215,384.615,4995.215,0.0,12.988,5754.688,40.51,-4995.62,121.951,4995.62,0.0,40.964,4940.244,57.85,-4999.54,92.593,4999.54,0.0,53.995,5356.481,35.805,-4990.601,142.857,4990.601,0.0,34.934,5114.984,4.998,-4998.737,1250.0,4998.737,0.0,3.999,6246.957
2019-01-23,14.715,-4995.215,384.615,4995.215,0.0,12.988,5659.676,40.19,-4995.62,121.951,4995.62,0.0,40.964,4901.219,58.2,-4999.54,92.593,4999.54,0.0,53.995,5388.889,35.825,-4990.601,142.857,4990.601,0.0,34.934,5117.804,5.084,-4998.737,1250.0,4998.737,0.0,3.999,6354.663
2019-01-24,14.756,-4995.215,384.615,4995.215,0.0,12.988,5675.511,40.44,-4995.62,121.951,4995.62,0.0,40.964,4931.707,58.33,-4999.54,92.593,4999.54,0.0,53.995,5400.926,35.726,-4990.601,142.857,4990.601,0.0,34.934,5103.701,5.247,-4998.737,1250.0,4998.737,0.0,3.999,6559.305
2019-01-25,14.773,-4995.215,384.615,4995.215,0.0,12.988,5681.844,41.36,-4995.62,121.951,4995.62,0.0,40.964,5043.903,59.96,-4999.54,92.593,4999.54,0.0,53.995,5551.852,36.328,-4990.601,142.857,4990.601,0.0,34.934,5189.727,5.23,-4998.737,1250.0,4998.737,0.0,3.999,6537.763
2019-01-28,14.641,-4995.215,384.615,4995.215,0.0,12.988,5631.171,40.95,-4995.62,121.951,4995.62,0.0,40.964,4993.903,60.01,-4999.54,92.593,4999.54,0.0,53.995,5556.481,36.486,-4990.601,142.857,4990.601,0.0,34.934,5212.291,5.161,-4998.737,1250.0,4998.737,0.0,3.999,6451.598
2019-01-29,14.847,-4995.215,384.615,4995.215,0.0,12.988,5710.349,41.16,-4995.62,121.951,4995.62,0.0,40.964,5019.512,59.83,-4999.54,92.593,4999.54,0.0,53.995,5539.815,36.644,-4990.601,142.857,4990.601,0.0,34.934,5234.855,5.394,-4998.737,1250.0,4998.737,0.0,3.999,6742.405
2019-01-30,15.16,-4995.215,384.615,4995.215,0.0,12.988,5830.7,41.84,-4995.62,121.951,4995.62,0.0,40.964,5102.439,62.23,-4999.54,92.593,4999.54,0.0,53.995,5762.037,36.95,-4990.601,142.857,4990.601,0.0,34.934,5278.573,5.558,-4998.737,1250.0,4998.737,0.0,3.999,6947.046
2019-01-31,15.522,-4995.215,384.615,4995.215,0.0,12.988,5970.054,42.71,-4995.62,121.951,4995.62,0.0,40.964,5208.536,60.22,-4999.54,92.593,4999.54,0.0,53.995,5575.926,36.94,-4990.601,142.857,4990.601,0.0,34.934,5277.162,5.687,-4998.737,1250.0,4998.737,0.0,3.999,7108.606
2019-02-01,15.547,-4995.215,384.615,4995.215,0.0,12.988,5979.555,42.95,-4995.62,121.951,4995.62,0.0,40.964,5237.805,60.23,-4999.54,92.593,4999.54,0.0,53.995,5576.852,36.792,-4990.601,142.857,4990.601,0.0,34.934,5256.009,5.764,-4998.737,1250.0,4998.737,0.0,3.999,7205.541
2019-02-04,15.547,-4995.215,384.615,4995.215,0.0,12.988,5979.555,42.92,-4995.62,121.951,4995.62,0.0,40.964,5234.146,60.32,-4999.54,92.593,4999.54,0.0,53.995,5585.185,36.644,-4990.601,142.857,4990.601,0.0,34.934,5234.855,6.238,-4998.737,1250.0,4998.737,0.0,3.999,7797.925
2019-02-05,15.58,-4995.215,384.615,4995.215,0.0,12.988,5992.224,43.39,-4995.62,121.951,4995.62,0.0,40.964,5291.463,60.74,-4999.54,92.593,4999.54,0.0,53.995,5624.074,36.713,-4990.601,142.857,4990.601,0.0,34.934,5244.727,7.255,-4998.737,1250.0,4998.737,0.0,3.999,9068.857
2019-02-06,15.489,-4995.215,384.615,4995.215,0.0,12.988,5957.385,43.47,-4995.62,121.951,4995.62,0.0,40.964,5301.22,60.55,-4999.54,92.593,4999.54,0.0,53.995,5606.481,36.476,-4990.601,142.857,4990.601,0.0,34.934,5210.881,8.487,-4998.737,1250.0,4998.737,0.0,3.999,10609.056
2019-02-07,15.143,-4995.215,384.615,4995.215,0.0,12.988,5824.365,42.7,-4995.62,121.951,4995.62,0.0,40.964,5207.317,60.06,-4999.54,92.593,4999.54,0.0,53.995,5561.111,36.526,-4990.601,142.857,4990.601,0.0,34.934,5217.932,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177
