date,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,PKX_adj_close,PKX_cashflow,PKX_cml_units,PKX_cml_cost,PKX_gain_loss,PKX_avg_price,PKX_mktvalue,DBP_adj_close,DBP_cashflow,DBP_cml_units,DBP_cml_cost,DBP_gain_loss,DBP_avg_price,DBP_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue
2019-09-30,15.069,-4995.215,384.615,4995.215,0.0,12.988,5795.805,35.72,-4995.62,121.951,4995.62,0.0,40.964,4356.098,47.16,-4999.54,92.593,4999.54,0.0,53.995,4366.667,40.454,-4990.601,142.857,4990.601,0.0,34.934,5779.212,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062
2019-10-01,14.848,-4995.215,384.615,4995.215,0.0,12.988,5710.722,35.29,-4995.62,121.951,4995.62,0.0,40.964,4303.659,46.63,-4999.54,92.593,4999.54,0.0,53.995,4317.593,40.741,-4990.601,142.857,4990.601,0.0,34.934,5820.11,8.737,-4998.737,1250.0,4998.737,0.0,3.999,10921.403
2019-10-02,14.618,-4995.215,384.615,4995.215,0.0,12.988,5622.237,34.57,-4995.62,121.951,4995.62,0.0,40.964,4215.854,45.14,-4999.54,92.593,4999.54,0.0,53.995,4179.63,41.294,-4990.601,142.857,4990.601,0.0,34.934,5899.084,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13
2019-10-03,15.016,-4995.215,384.615,4995.215,0.0,12.988,5775.385,35.06,-4995.62,121.951,4995.62,0.0,40.964,4275.61,45.36,-4999.54,92.593,4999.54,0.0,53.995,4200.0,41.373,-4990.601,142.857,4990.601,0.0,34.934,5910.366,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442
2019-10-04,15.06,-4995.215,384.615,4995.215,0.0,12.988,5792.402,35.3,-4995.62,121.951,4995.62,0.0,40.964,4304.878,46.12,-4999.54,92.593,4999.54,0.0,53.995,4270.37,41.343,-4990.601,142.857,4990.601,0.0,34.934,5906.135,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699
2019-10-07,15.043,-4995.215,384.615,4995.215,0.0,12.988,5785.594,34.59,-4995.62,121.951,4995.62,0.0,40.964,4218.293,45.78,-4999.54,92.593,4999.54,0.0,53.995,4238.889,41.047,-4990.601,142.857,4990.601,0.0,34.934,5863.828,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177
2019-10-08,14.786,-4995.215,384.615,4995.215,0.0,12.988,5686.899,34.71,-4995.62,121.951,4995.62,0.0,40.964,4232.927,45.5,-4999.54,92.593,4999.54,0.0,53.995,4212.963,41.501,-4990.601,142.857,4990.601,0.0,34.934,5928.699,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782
2019-10-09,14.883,-4995.215,384.615,4995.215,0.0,12.988,5724.335,34.95,-4995.62,121.951,4995.62,0.0,40.964,4262.195,45.85,-4999.54,92.593,4999.54,0.0,53.995,4245.37,41.531,-4990.601,142.857,4990.601,0.0,34.934,5932.93,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922
2019-10-10,15.096,-4995.215,384.615,4995.215,0.0,12.988,5806.014,35.04,-4995.62,121.951,4995.62,0.0,40.964,4273.171,47.03,-4999.54,92.593,4999.54,0.0,53.995,4354.63,41.106,-4990.601,142.857,4990.601,0.0,34.934,5872.289,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187
2019-10-11,15.485,-4995.215,384.615,4995.215,0.0,12.988,5955.76,36.14,-4995.62,121.951,4995.62,0.0,40.964,4407.317,48.33,-4999.54,92.593,4999.54,0.0,53.995,4475.0,40.849,-4990.601,142.857,4990.601,0.0,34.934,5835.623,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04
2019-10-14,15.343,-4995.215,384.615,4995.215,0.0,12.988,5901.306,35.94,-4995.62,121.951,4995.62,0.0,40.964,4382.927,47.69,-4999.54,92.593,4999.54,0.0,53.995,4415.741,41.086,-4990.601,142.857,4990.601,0.0,34.934,5869.469,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105
2019-10-15,15.405,-4995.215,384.615,4995.215,0.0,12.988,5925.129,36.42,-4995.62,121.951,4995.62,0.0,40.964,4441.463,47.74,-4999.54,92.593,4999.54,0.0,53.995,4420.371,40.682,-4990.601,142.857,4990.601,0.0,34.934,5811.648,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829
2019-10-16,15.264,-4995.215,384.615,4995.215,0.0,12.988,5870.677,36.22,-4995.62,121.951,4995.62,0.0,40.964,4417.073,47.06,-4999.54,92.593,4999.54,0.0,53.995,4357.408,40.938,-4990.601,142.857,4990.601,0.0,34.934,5848.315,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453
2019-10-17,15.166,-4995.215,384.615,4995.215,0.0,12.988,5833.24,36.27,-4995.62,121.951,4995.62,0.0,40.964,4423.171,47.21,-4999.54,92.593,4999.54,0.0,53.995,4371.296,41.057,-4990.601,142.857,4990.601,0.0,34.934,5865.238,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26
2019-10-18,14.998,-4995.215,384.615,4995.215,0.0,12.988,5768.579,36.18,-4995.62,121.951,4995.62,0.0,40.964,4412.195,47.61,-4999.54,92.593,4999.54,0.0,53.995,4408.333,41.027,-4990.601,142.857,4990.601,0.0,34.934,5861.007,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377
2019-10-21,14.936,-4995.215,384.615,4995.215,0.0,12.988,5744.755,36.8,-4995.62,121.951,4995.62,0.0,40.964,4487.805,47.48,-4999.54,92.593,4999.54,0.0,53.995,4396.296,40.82,-4990.601,142.857,4990.601,0.0,34.934,5831.391,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431
2019-10-22,15.264,-4995.215,384.615,4995.215,0.0,12.988,5870.677,37.35,-4995.62,121.951,4995.62,0.0,40.964,4554.878,47.81,-4999.54,92.593,4999.54,0.0,53.995,4426.852,40.958,-4990.601,142.857,4990.601,0.0,34.934,5851.136,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671
2019-10-23,15.724,-4995.215,384.615,4995.215,0.0,12.988,6047.648,37.17,-4995.62,121.951,4995.62,0.0,40.964,4532.927,48.02,-4999.54,92.593,4999.54,0.0,53.995,4446.296,41.037,-4990.601,142.857,4990.601,0.0,34.934,5862.417,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525
2019-10-24,15.671,-4995.215,384.615,4995.215,0.0,12.988,6027.228,36.69,-4995.62,121.951,4995.62,0.0,40.964,4474.39,47.05,-4999.54,92.593,4999.54,0.0,53.995,4356.481,41.373,-4990.601,142.857,4990.601,0.0,34.934,5910.366,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907
2019-10-25,15.883,-4995.215,384.615,4995.215,0.0,12.988,6108.908,36.3,-4995.62,121.951,4995.62,0.0,40.964,4426.829,45.33,-4999.54,92.593,4999.54,0.0,53.995,4197.222,41.54,-4990.601,142.857,4990.601,0.0,34.934,5934.34,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844
2019-10-28,15.91,-4995.215,384.615,4995.215,0.0,12.988,6119.116,36.51,-4995.62,121.951,4995.62,0.0,40.964,4452.439,45.68,-4999.54,92.593,4999.54,0.0,53.995,4229.63,41.185,-4990.601,142.857,4990.601,0.0,34.934,5883.571,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715
2019-10-29,16.087,-4995.215,384.615,4995.215,0.0,12.988,6187.182,36.43,-4995.62,121.951,4995.62,0.0,40.964,4442.683,45.79,-4999.54,92.593,4999.54,0.0,53.995,4239.815,41.047,-4990.601,142.857,4990.601,0.0,34.934,5863.828,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062
2019-10-30,15.954,-4995.215,384.615,4995.215,0.0,12.988,6136.134,36.28,-4995.62,121.951,4995.62,0.0,40.964,4424.39,45.44,-4999.54,92.593,4999.54,0.0,53.995,4207.407,41.244,-4990.601,142.857,4990.601,0.0,34.934,5892.033,9.47,-4998.737,1250.0,4998.737,0.0,3.999,11836.905
2019-10-31,16.149,-4995.215,384.615,4995.215,0.0,12.988,6211.006,35.72,-4995.62,121.951,4995.62,0.0,40.964,4356.098,44.91,-4999.54,92.593,4999.54,0.0,53.995,4158.333,41.659,-4990.601,142.857,4990.601,0.0,34.934,5951.263,9.366,-4998.737,1250.0,4998.737,0.0,3.999,11707.658
2019-11-01,16.441,-4995.215,384.615,4995.215,0.0,12.988,6323.314,36.77,-4995.62,121.951,4995.62,0.0,40.964,4484.146,46.58,-4999.54,92.593,4999.54,0.0,53.995,4312.963,41.718,-4990.601,142.857,4990.601,0.0,34.934,5959.724,9.719,-4998.737,1250.0,4998.737,0.0,3.999,12149.253
2019-11-04,16.609,-4995.215,384.615,4995.215,0.0,12.988,6387.977,37.27,-4995.62,121.951,4995.62,0.0,40.964,4545.122,47.24,-4999.54,92.593,4999.54,0.0,53.995,4374.074,41.639,-4990.601,142.857,4990.601,0.0,34.934,5948.443,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851
2019-11-05,16.848,-4995.215,384.615,4995.215,0.0,12.988,6479.866,37.8,-4995.62,121.951,4995.62,0.0,40.964,4609.756,47.62,-4999.54,92.593,4999.54,0.0,53.995,4409.259,40.869,-4990.601,142.857,4990.601,0.0,34.934,5838.443,9.021,-4998.737,1250.0,4998.737,0.0,3.999,11276.834
2019-11-06,16.556,-4995.215,384.615,4995.215,0.0,12.988,6367.557,37.06,-4995.62,121.951,4995.62,0.0,40.964,4519.512,46.73,-4999.54,92.593,4999.54,0.0,53.995,4326.852,41.007,-4990.601,142.857,4990.601,0.0,34.934,5858.186,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357
2019-11-07,16.75,-4995.215,384.615,4995.215,0.0,12.988,6442.429,37.55,-4995.62,121.951,4995.62,0.0,40.964,4579.268,47.58,-4999.54,92.593,4999.54,0.0,53.995,4405.556,40.247,-4990.601,142.857,4990.601,0.0,34.934,5749.597,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687
2019-11-08,16.626,-4995.215,384.615,4995.215,0.0,12.988,6394.784,37.39,-4995.62,121.951,4995.62,0.0,40.964,4559.756,48.57,-4999.54,92.593,4999.54,0.0,53.995,4497.222,39.951,-4990.601,142.857,4990.601,0.0,34.934,5707.29,9.556,-4998.737,1250.0,4998.737,0.0,3.999,11944.611
2019-11-11,16.777,-4995.215,384.615,4995.215,0.0,12.988,6452.64,37.16,-4995.62,121.951,4995.62,0.0,40.964,4531.707,48.17,-4999.54,92.593,4999.54,0.0,53.995,4460.185,39.882,-4990.601,142.857,4990.601,0.0,34.934,5697.418,9.59,-4998.737,1250.0,4998.737,0.0,3.999,11987.695
2019-11-12,16.157,-4995.215,384.615,4995.215,0.0,12.988,6214.409,37.32,-4995.62,121.951,4995.62,0.0,40.964,4551.219,47.59,-4999.54,92.593,4999.54,0.0,53.995,4406.481,39.902,-4990.601,142.857,4990.601,0.0,34.934,5700.238,9.65,-4998.737,1250.0,4998.737,0.0,3.999,12063.088
2019-11-13,16.078,-4995.215,384.615,4995.215,0.0,12.988,6183.779,36.96,-4995.62,121.951,4995.62,0.0,40.964,4507.317,46.74,-4999.54,92.593,4999.54,0.0,53.995,4327.778,40.129,-4990.601,142.857,4990.601,0.0,34.934,5732.674,9.866,-4998.737,1250.0,4998.737,0.0,3.999,12332.354
2019-11-14,16.104,-4995.215,384.615,4995.215,0.0,12.988,6193.99,37.42,-4995.62,121.951,4995.62,0.0,40.964,4563.414,46.74,-4999.54,92.593,4999.54,0.0,53.995,4327.778,40.277,-4990.601,142.857,4990.601,0.0,34.934,5753.828,11.305,-4998.737,1250.0,4998.737,0.0,3.999,14131.047
2019-11-15,16.255,-4995.215,384.615,4995.215,0.0,12.988,6251.846,37.66,-4995.62,121.951,4995.62,0.0,40.964,4592.683,48.17,-4999.54,92.593,4999.54,0.0,53.995,4460.185,40.158,-4990.601,142.857,4990.601,0.0,34.934,5736.905,10.796,-4998.737,1250.0,4998.737,0.0,3.999,13495.58
2019-11-18,15.954,-4995.215,384.615,4995.215,0.0,12.988,6136.134,38.11,-4995.62,121.951,4995.62,0.0,40.964,4647.561,48.27,-4999.54,92.593,4999.54,0.0,53.995,4469.444,40.336,-4990.601,142.857,4990.601,0.0,34.934,5762.289,11.494,-4998.737,1250.0,4998.737,0.0,3.999,14368.0
2019-11-19,15.892,-4995.215,384.615,4995.215,0.0,12.988,6112.31,38.62,-4995.62,121.951,4995.62,0.0,40.964,4709.756,47.84,-4999.54,92.593,4999.54,0.0,53.995,4429.63,40.366,-4990.601,142.857,4990.601,0.0,34.934,5766.52,12.692,-4998.737,1250.0,4998.737,0.0,3.999,15865.115
2019-11-20,16.096,-4995.215,384.615,4995.215,0.0,12.988,6190.586,38.89,-4995.62,121.951,4995.62,0.0,40.964,4742.683,47.35,-4999.54,92.593,4999.54,0.0,53.995,4384.259,40.415,-4990.601,142.857,4990.601,0.0,34.934,5773.571,12.192,-4998.737,1250.0,4998.737,0.0,3.999,15240.419
2019-11-21,16.219,-4995.215,384.615,4995.215,0.0,12.988,6238.232,38.64,-4995.62,121.951,4995.62,0.0,40.964,4712.195,46.9,-4999.54,92.593,4999.54,0.0,53.995,4342.593,40.188,-4990.601,142.857,4990.601,0.0,34.934,5741.136,11.649,-4998.737,1250.0,4998.737,0.0,3.999,14561.871
2019-11-22,16.334,-4995.215,384.615,4995.215,0.0,12.988,6282.475,38.94,-4995.62,121.951,4995.62,0.0,40.964,4748.78,47.18,-4999.54,92.593,4999.54,0.0,53.995,4368.519,40.109,-4990.601,142.857,4990.601,0.0,34.934,5729.854,11.072,-4998.737,1250.0,4998.737,0.0,3.999,13840.24
2019-11-25,16.308,-4995.215,384.615,4995.215,0.0,12.988,6272.265,39.33,-4995.62,121.951,4995.62,0.0,40.964,4796.342,48.91,-4999.54,92.593,4999.54,0.0,53.995,4528.704,39.842,-4990.601,142.857,4990.601,0.0,34.934,5691.777,10.848,-4998.737,1250.0,4998.737,0.0,3.999,13560.203
2019-11-26,15.972,-4995.215,384.615,4995.215,0.0,12.988,6142.939,39.09,-4995.62,121.951,4995.62,0.0,40.964,4767.073,49.91,-4999.54,92.593,4999.54,0.0,53.995,4621.296,40.129,-4990.601,142.857,4990.601,0.0,34.934,5732.674,9.943,-4998.737,1250.0,4998.737,0.0,3.999,12429.289
2019-11-27,16.219,-4995.215,384.615,4995.215,0.0,12.988,6238.232,39.47,-4995.62,121.951,4995.62,0.0,40.964,4813.415,49.69,-4999.54,92.593,4999.54,0.0,53.995,4600.926,39.882,-4990.601,142.857,4990.601,0.0,34.934,5697.418,10.18,-4998.737,1250.0,4998.737,0.0,3.999,12725.481
2019-11-29,16.202,-4995.215,384.615,4995.215,0.0,12.988,6231.425,39.01,-4995.62,121.951,4995.62,0.0,40.964,4757.317,48.12,-4999.54,92.593,4999.54,0.0,53.995,4455.555,40.099,-4990.601,142.857,4990.601,0.0,34.934,5728.443,9.9,-4998.737,1250.0,4998.737,0.0,3.999,12375.436
2019-12-02,16.149,-4995.215,384.615,4995.215,0.0,12.988,6211.006,38.87,-4995.62,121.951,4995.62,0.0,40.964,4740.244,48.73,-4999.54,92.593,4999.54,0.0,53.995,4512.037,40.05,-4990.601,142.857,4990.601,0.0,34.934,5721.392,9.478,-4998.737,1250.0,4998.737,0.0,3.999,11847.676
2019-12-03,16.14,-4995.215,384.615,4995.215,0.0,12.988,6207.603,38.3,-4995.62,121.951,4995.62,0.0,40.964,4670.732,47.73,-4999.54,92.593,4999.54,0.0,53.995,4419.444,40.454,-4990.601,142.857,4990.601,0.0,34.934,5779.212,9.401,-4998.737,1250.0,4998.737,0.0,3.999,11750.74
2019-12-04,16.918,-4995.215,384.615,4995.215,0.0,12.988,6507.092,38.67,-4995.62,121.951,4995.62,0.0,40.964,4715.853,48.01,-4999.54,92.593,4999.54,0.0,53.995,4445.37,40.277,-4990.601,142.857,4990.601,0.0,34.934,5753.828,9.762,-4998.737,1250.0,4998.737,0.0,3.999,12203.106
2019-12-05,16.671,-4995.215,384.615,4995.215,0.0,12.988,6411.8,38.96,-4995.62,121.951,4995.62,0.0,40.964,4751.219,47.88,-4999.54,92.593,4999.54,0.0,53.995,4433.333,40.316,-4990.601,142.857,4990.601,0.0,34.934,5759.469,9.495,-4998.737,1250.0,4998.737,0.0,3.999,11869.217
2019-12-06,17.025,-4995.215,384.615,4995.215,0.0,12.988,6547.932,39.93,-4995.62,121.951,4995.62,0.0,40.964,4869.512,48.7,-4999.54,92.593,4999.54,0.0,53.995,4509.259,39.773,-4990.601,142.857,4990.601,0.0,34.934,5681.905,9.582,-4998.737,1250.0,4998.737,0.0,3.999,11976.923
2019-12-09,17.016,-4995.215,384.615,4995.215,0.0,12.988,6544.528,40.08,-4995.62,121.951,4995.62,0.0,40.964,4887.805,48.49,-4999.54,92.593,4999.54,0.0,53.995,4489.815,39.763,-4990.601,142.857,4990.601,0.0,34.934,5680.495,16.802,-4998.737,1250.0,4998.737,0.0,3.999,21002.698
2019-12-10,16.918,-4995.215,384.615,4995.215,0.0,12.988,6507.092,40.22,-4995.62,121.951,4995.62,0.0,40.964,4904.878,48.34,-4999.54,92.593,4999.54,0.0,53.995,4475.926,39.921,-4990.601,142.857,4990.601,0.0,34.934,5703.059,16.281,-4998.737,1250.0,4998.737,0.0,3.999,20351.076
2019-12-11,17.131,-4995.215,384.615,4995.215,0.0,12.988,6588.771,40.35,-4995.62,121.951,4995.62,0.0,40.964,4920.732,48.73,-4999.54,92.593,4999.54,0.0,53.995,4512.037,40.218,-4990.601,142.857,4990.601,0.0,34.934,5745.367,16.699,-4998.737,1250.0,4998.737,0.0,3.999,20873.449
2019-12-12,17.334,-4995.215,384.615,4995.215,0.0,12.988,6667.048,41.48,-4995.62,121.951,4995.62,0.0,40.964,5058.537,50.47,-4999.54,92.593,4999.54,0.0,53.995,4673.148,40.148,-4990.601,142.857,4990.601,0.0,34.934,5735.494,17.035,-4998.737,1250.0,4998.737,0.0,3.999,21293.504
2019-12-13,17.29,-4995.215,384.615,4995.215,0.0,12.988,6650.031,42.05,-4995.62,121.951,4995.62,0.0,40.964,5128.049,50.82,-4999.54,92.593,4999.54,0.0,53.995,4705.556,40.277,-4990.601,142.857,4990.601,0.0,34.934,5753.828,17.112,-4998.737,1250.0,4998.737,0.0,3.999,21390.44
2019-12-16,17.547,-4995.215,384.615,4995.215,0.0,12.988,6748.726,41.86,-4995.62,121.951,4995.62,0.0,40.964,5104.878,51.16,-4999.54,92.593,4999.54,0.0,53.995,4737.037,40.356,-4990.601,142.857,4990.601,0.0,34.934,5765.11,16.785,-4998.737,1250.0,4998.737,0.0,3.999,20981.157
2019-12-17,17.591,-4995.215,384.615,4995.215,0.0,12.988,6765.742,41.76,-4995.62,121.951,4995.62,0.0,40.964,5092.683,52.36,-4999.54,92.593,4999.54,0.0,53.995,4848.148,40.297,-4990.601,142.857,4990.601,0.0,34.934,5756.648,17.138,-4998.737,1250.0,4998.737,0.0,3.999,21422.751
2019-12-18,17.502,-4995.215,384.615,4995.215,0.0,12.988,6731.71,42.37,-4995.62,121.951,4995.62,0.0,40.964,5167.073,52.72,-4999.54,92.593,4999.54,0.0,53.995,4881.482,40.306,-4990.601,142.857,4990.601,0.0,34.934,5758.059,16.906,-4998.737,1250.0,4998.737,0.0,3.999,21131.947
2019-12-19,17.786,-4995.215,384.615,4995.215,0.0,12.988,6840.615,42.47,-4995.62,121.951,4995.62,0.0,40.964,5179.268,52.51,-4999.54,92.593,4999.54,0.0,53.995,4862.037,40.415,-4990.601,142.857,4990.601,0.0,34.934,5773.571,16.776,-4998.737,1250.0,4998.737,0.0,3.999,20970.385
2019-12-20,17.865,-4995.215,384.615,4995.215,0.0,12.988,6871.245,41.91,-4995.62,121.951,4995.62,0.0,40.964,5110.976,52.08,-4999.54,92.593,4999.54,0.0,53.995,4822.222,40.415,-4990.601,142.857,4990.601,0.0,34.934,5773.571,17.121,-4998.737,1250.0,4998.737,0.0,3.999,21401.212
2019-12-23,18.219,-4995.215,384.615,4995.215,0.0,12.988,7007.376,42.74,-4995.62,121.951,4995.62,0.0,40.964,5212.195,52.14,-4999.54,92.593,4999.54,0.0,53.995,4827.778,40.72,-4990.601,142.857,4990.601,0.0,34.934,5817.143,17.164,-4998.737,1250.0,4998.737,0.0,3.999,21455.064
2019-12-24,18.317,-4995.215,384.615,4995.215,0.0,12.988,7044.813,42.41,-4995.62,121.951,4995.62,0.0,40.964,5171.951,51.52,-4999.54,92.593,4999.54,0.0,53.995,4770.37,41.19,-4990.601,142.857,4990.601,0.0,34.934,5884.286,17.19,-4998.737,1250.0,4998.737,0.0,3.999,21487.377
2019-12-26,18.412,-4995.215,384.615,4995.215,0.0,12.988,7081.495,42.8,-4995.62,121.951,4995.62,0.0,40.964,5219.512,52.22,-4999.54,92.593,4999.54,0.0,53.995,4835.185,41.54,-4990.601,142.857,4990.601,0.0,34.934,5934.286,16.621,-4998.737,1250.0,4998.737,0.0,3.999,20776.517
2019-12-27,18.366,-4995.215,384.615,4995.215,0.0,12.988,7064.027,41.93,-4995.62,121.951,4995.62,0.0,40.964,5113.415,51.67,-4999.54,92.593,4999.54,0.0,53.995,4784.259,41.44,-4990.601,142.857,4990.601,0.0,34.934,5920.0,16.552,-4998.737,1250.0,4998.737,0.0,3.999,20690.351
2019-12-30,18.412,-4995.215,384.615,4995.215,0.0,12.988,7081.495,41.03,-4995.62,121.951,4995.62,0.0,40.964,5003.658,50.64,-4999.54,92.593,4999.54,0.0,53.995,4688.889,41.57,-4990.601,142.857,4990.601,0.0,34.934,5938.571,16.716,-4998.737,1250.0,4998.737,0.0,3.999,20894.992
2019-12-31,18.13,-4995.215,384.615,4995.215,0.0,12.988,6973.193,41.37,-4995.62,121.951,4995.62,0.0,40.964,5045.122,50.62,-4999.54,92.593,4999.54,0.0,53.995,4687.037,41.61,-4990.601,142.857,4990.601,0.0,34.934,5944.286,16.083,-4998.737,1250.0,4998.737,0.0,3.999,20103.352
2020-01-02,18.448,-4995.215,384.615,4995.215,0.0,12.988,7095.469,40.87,-4995.62,121.951,4995.62,0.0,40.964,4984.146,51.21,-4999.54,92.593,4999.54,0.0,53.995,4741.667,41.92,-4990.601,142.857,4990.601,0.0,34.934,5988.571,16.561,-4998.737,1250.0,4998.737,0.0,3.999,20701.12
2020-01-03,18.603,-4995.215,384.615,4995.215,0.0,12.988,7154.859,40.43,-4995.62,121.951,4995.62,0.0,40.964,4930.488,50.31,-4999.54,92.593,4999.54,0.0,53.995,4658.333,42.37,-4990.601,142.857,4990.601,0.0,34.934,6052.857,16.165,-4998.737,1250.0,4998.737,0.0,3.999,20205.672
2020-01-06,18.53,-4995.215,384.615,4995.215,0.0,12.988,7126.911,40.22,-4995.62,121.951,4995.62,0.0,40.964,4904.878,49.4,-4999.54,92.593,4999.54,0.0,53.995,4574.074,42.79,-4990.601,142.857,4990.601,0.0,34.934,6112.857,16.001,-4998.737,1250.0,4998.737,0.0,3.999,20001.03
2020-01-07,18.621,-4995.215,384.615,4995.215,0.0,12.988,7161.848,40.19,-4995.62,121.951,4995.62,0.0,40.964,4901.219,49.41,-4999.54,92.593,4999.54,0.0,53.995,4575.0,43.03,-4990.601,142.857,4990.601,0.0,34.934,6147.143,15.768,-4998.737,1250.0,4998.737,0.0,3.999,19710.224
2020-01-08,18.475,-4995.215,384.615,4995.215,0.0,12.988,7105.95,39.93,-4995.62,121.951,4995.62,0.0,40.964,4869.512,50.05,-4999.54,92.593,4999.54,0.0,53.995,4634.259,42.64,-4990.601,142.857,4990.601,0.0,34.934,6091.428,15.57,-4998.737,1250.0,4998.737,0.0,3.999,19462.5
2020-01-09,18.575,-4995.215,384.615,4995.215,0.0,12.988,7144.379,39.99,-4995.62,121.951,4995.62,0.0,40.964,4876.829,50.92,-4999.54,92.593,4999.54,0.0,53.995,4714.815,42.32,-4990.601,142.857,4990.601,0.0,34.934,6045.714,15.742,-4998.737,1250.0,4998.737,0.0,3.999,19677.913
2020-01-10,18.812,-4995.215,384.615,4995.215,0.0,12.988,7235.212,39.82,-4995.62,121.951,4995.62,0.0,40.964,4856.098,51.18,-4999.54,92.593,4999.54,0.0,53.995,4738.889,42.59,-4990.601,142.857,4990.601,0.0,34.934,6084.286,15.699,-4998.737,1250.0,4998.737,0.0,3.999,19624.059
2020-01-13,19.03,-4995.215,384.615,4995.215,0.0,12.988,7319.059,40.22,-4995.62,121.951,4995.62,0.0,40.964,4904.878,52.2,-4999.54,92.593,4999.54,0.0,53.995,4833.333,42.31,-4990.601,142.857,4990.601,0.0,34.934,6044.286,16.044,-4998.737,1250.0,4998.737,0.0,3.999,20054.884
2020-01-14,18.712,-4995.215,384.615,4995.215,0.0,12.988,7196.783,40.8,-4995.62,121.951,4995.62,0.0,40.964,4975.61,52.32,-4999.54,92.593,4999.54,0.0,53.995,4844.444,42.17,-4990.601,142.857,4990.601,0.0,34.934,6024.285,20.964,-4998.737,1250.0,4998.737,0.0,3.999,26204.906
2020-01-15,18.584,-4995.215,384.615,4995.215,0.0,12.988,7147.873,40.93,-4995.62,121.951,4995.62,0.0,40.964,4991.463,51.64,-4999.54,92.593,4999.54,0.0,53.995,4781.481,42.44,-4990.601,142.857,4990.601,0.0,34.934,6062.857,21.49,-4998.737,1250.0,4998.737,0.0,3.999,26861.913
2020-01-16,18.539,-4995.215,384.615,4995.215,0.0,12.988,7130.404,41.12,-4995.62,121.951,4995.62,0.0,40.964,5014.634,51.66,-4999.54,92.593,4999.54,0.0,53.995,4783.333,42.36,-4990.601,142.857,4990.601,0.0,34.934,6051.429,21.451,-4998.737,1250.0,4998.737,0.0,3.999,26813.445
2020-01-17,18.503,-4995.215,384.615,4995.215,0.0,12.988,7116.431,41.02,-4995.62,121.951,4995.62,0.0,40.964,5002.439,52.11,-4999.54,92.593,4999.54,0.0,53.995,4825.0,42.47,-4990.601,142.857,4990.601,0.0,34.934,6067.143,20.938,-4998.737,1250.0,4998.737,0.0,3.999,26172.593
2020-01-21,18.212,-4995.215,384.615,4995.215,0.0,12.988,7004.635,40.13,-4995.62,121.951,4995.62,0.0,40.964,4893.903,51.53,-4999.54,92.593,4999.54,0.0,53.995,4771.296,42.42,-4990.601,142.857,4990.601,0.0,34.934,6060.0,19.827,-4998.737,1250.0,4998.737,0.0,3.999,24783.185
2020-01-22,18.139,-4995.215,384.615,4995.215,0.0,12.988,6976.687,40.58,-4995.62,121.951,4995.62,0.0,40.964,4948.781,51.4,-4999.54,92.593,4999.54,0.0,53.995,4759.259,42.43,-4990.601,142.857,4990.601,0.0,34.934,6061.429,19.456,-4998.737,1250.0,4998.737,0.0,3.999,24320.047
2020-01-23,17.821,-4995.215,384.615,4995.215,0.0,12.988,6854.412,39.74,-4995.62,121.951,4995.62,0.0,40.964,4846.342,50.91,-4999.54,92.593,4999.54,0.0,53.995,4713.889,42.47,-4990.601,142.857,4990.601,0.0,34.934,6067.143,19.637,-4998.737,1250.0,4998.737,0.0,3.999,24546.232
2020-01-24,17.712,-4995.215,384.615,4995.215,0.0,12.988,6812.489,39.74,-4995.62,121.951,4995.62,0.0,40.964,4846.342,50.12,-4999.54,92.593,4999.54,0.0,53.995,4640.741,42.8,-4990.601,142.857,4990.601,0.0,34.934,6114.286,19.99,-4998.737,1250.0,4998.737,0.0,3.999,24987.826
