date,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue,KDOZF_adj_close,KDOZF_cashflow,KDOZF_cml_units,KDOZF_cml_cost,KDOZF_gain_loss,KDOZF_avg_price,KDOZF_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue
2020-04-17,13.162,-15000.0,344.737,5000.0,35.633,14.504,4537.354,0.004,-10000.0,1000000.022,5000.0,1249.999,0.005,4000.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.83,-10000.0,5813.953,5000.0,5749.54,0.86,4825.581
2020-04-20,12.922,-15000.0,344.737,5000.0,35.633,14.504,4454.856,0.004,-15000.0,1249999.941,5000.0,1249.999,0.004,5000.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.87,-10000.0,5813.953,5000.0,5749.54,0.86,5058.139
2020-04-21,12.894,-15000.0,344.737,5000.0,35.633,14.504,4444.957,0.004,-15000.0,1249999.941,5000.0,1249.999,0.004,5000.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.76,-10000.0,5813.953,5000.0,5749.54,0.86,4418.605
2020-04-22,12.98,-15000.0,344.737,5000.0,35.633,14.504,4474.656,0.004,-15000.0,1249999.941,5000.0,1249.999,0.004,5000.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.8,-10000.0,5813.953,5000.0,5749.54,0.86,4651.163
2020-04-23,13.305,-15000.0,344.737,5000.0,35.633,14.504,4586.852,0.002,-15000.0,1249999.941,5000.0,1249.999,0.004,2500.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.699,-10000.0,5813.953,5000.0,5749.54,0.86,4063.953
2020-04-24,13.248,-15000.0,344.737,5000.0,35.633,14.504,4567.053,0.002,-15000.0,1249999.941,5000.0,1249.999,0.004,2500.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.68,-10000.0,5813.953,5000.0,5749.54,0.86,3953.488
2020-04-27,13.774,-15000.0,344.737,5000.0,35.633,14.504,4748.547,0.005,-15000.0,1249999.941,5000.0,1249.999,0.004,6250.0,0.24,-5000.0,25000.0,5000.0,0.0,0.2,6000.0,0.55,-10000.0,5813.953,5000.0,5749.54,0.86,3197.674
2020-04-28,14.1,-15000.0,344.737,5000.0,35.633,14.504,4860.743,0.005,-15000.0,1249999.941,5000.0,1249.999,0.004,6250.0,0.24,-5000.0,25000.0,5000.0,0.0,0.2,6000.0,0.536,-10000.0,5813.953,5000.0,5749.54,0.86,3119.186
2020-04-29,15.22,-15000.0,344.737,5000.0,35.633,14.504,5246.831,0.002,-15000.0,1249999.941,5000.0,1249.999,0.004,2500.0,0.24,-5000.0,25000.0,5000.0,0.0,0.2,6000.0,0.32,-10000.0,5813.953,5000.0,5749.54,0.86,1860.465
2020-04-30,12.989,-15000.0,344.737,5000.0,35.633,14.504,4477.955,0.002,-15000.0,1249999.941,5000.0,1249.999,0.004,2500.0,0.24,-5000.0,25000.0,5000.0,0.0,0.2,6000.0,0.326,-10000.0,5813.953,5000.0,5749.54,0.86,1895.349
2020-05-01,12.377,-15000.0,344.737,5000.0,35.633,14.504,4266.763,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.07,-5000.0,25000.0,5000.0,0.0,0.2,1750.0,0.26,-10000.0,5813.953,5000.0,5749.54,0.86,1511.628
2020-05-04,12.195,-15000.0,344.737,5000.0,35.633,14.504,4204.064,0.005,-15000.0,1249999.941,5000.0,1249.999,0.004,6250.0,0.09,-5000.0,25000.0,5000.0,0.0,0.2,2250.0,0.29,-10000.0,5813.953,5000.0,5749.54,0.86,1685.465
2020-05-05,12.492,-15000.0,344.737,5000.0,35.633,14.504,4306.361,0.005,-15000.0,1249999.941,5000.0,1249.999,0.004,6250.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.409,-10000.0,5813.953,5000.0,5749.54,0.86,2377.907
2020-05-06,12.233,-15000.0,344.737,5000.0,35.633,14.504,4217.264,0.005,-15000.0,1249999.941,5000.0,1249.999,0.004,6250.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.38,-10000.0,5813.953,5000.0,5749.54,0.86,2209.302
2020-05-07,12.607,-15000.0,344.737,5000.0,35.633,14.504,4345.96,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.4,-10000.0,5813.953,5000.0,5749.54,0.86,2325.0
2020-05-08,13.248,-15000.0,344.737,5000.0,35.633,14.504,4567.053,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.4,-10000.0,5813.953,5000.0,5749.54,0.86,2325.581
2020-05-11,12.836,-15000.0,344.737,5000.0,35.633,14.504,4425.157,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.42,-10000.0,5813.953,5000.0,5749.54,0.86,2441.86
2020-05-12,11.946,-15000.0,344.737,5000.0,35.633,14.504,4118.267,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.4,-10000.0,5813.953,5000.0,5749.54,0.86,2325.581
2020-05-13,11.736,-15000.0,344.737,5000.0,35.633,14.504,4045.67,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.415,-10000.0,5813.953,5000.0,5749.54,0.86,2412.791
2020-05-14,11.496,-15000.0,344.737,5000.0,35.633,14.504,3963.172,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.4,-10000.0,5813.953,5000.0,5749.54,0.86,2325.581
2020-05-15,11.697,-15000.0,344.737,5000.0,35.633,14.504,4032.47,0.008,-15000.0,1249999.941,5000.0,1249.999,0.004,10000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.41,-10000.0,5813.953,5000.0,5749.54,0.86,2383.721
2020-05-18,12.779,-15000.0,344.737,5000.0,35.633,14.504,4405.359,0.008,-20000.0,624999.97,5000.0,4999.996,0.008,5000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.41,-10000.0,5813.953,5000.0,5749.54,0.86,2383.721
2020-05-19,12.319,-15000.0,344.737,5000.0,35.633,14.504,4246.963,0.008,-20000.0,624999.97,5000.0,4999.996,0.008,5000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.4,-10000.0,5813.953,5000.0,5749.54,0.86,2325.581
2020-05-20,12.501,-15000.0,344.737,5000.0,35.633,14.504,4309.661,0.008,-20000.0,624999.97,5000.0,4999.996,0.008,5000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.37,-10000.0,5813.953,5000.0,5749.54,0.86,2151.163
2020-05-21,13.277,-15000.0,344.737,5000.0,35.633,14.504,4576.952,0.008,-20000.0,624999.97,5000.0,4999.996,0.008,5000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.3,-10000.0,5813.953,5000.0,5749.54,0.86,1744.186
2020-05-22,13.593,-15000.0,344.737,5000.0,35.633,14.504,4685.849,0.008,-20000.0,624999.97,5000.0,4999.996,0.008,5000.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.3,-10000.0,5813.953,5000.0,5749.54,0.86,1744.186
2020-05-26,13.707,-15000.0,344.737,5000.0,35.633,14.504,4725.448,0.003,-20000.0,624999.97,5000.0,4999.996,0.008,1875.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.3,-10000.0,5813.953,5000.0,5749.54,0.86,1744.186
2020-05-27,14.148,-15000.0,344.737,5000.0,35.633,14.504,4877.242,0.003,-20000.0,624999.97,5000.0,4999.996,0.008,1875.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.354,-10000.0,5813.953,5000.0,5749.54,0.86,2058.14
2020-05-28,13.612,-15000.0,344.737,5000.0,35.633,14.504,4692.449,0.003,-20000.0,624999.97,5000.0,4999.996,0.008,1875.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.353,-10000.0,5813.953,5000.0,5749.54,0.86,2051.744
2020-05-29,13.392,-15000.0,344.737,5000.0,35.633,14.504,4616.551,0.005,-20000.0,624999.97,5000.0,4999.996,0.008,3125.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.28,-10000.0,5813.953,5000.0,5749.54,0.86,1627.907
2020-06-01,13.459,-15000.0,344.737,5000.0,35.633,14.504,4639.651,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.17,-5000.0,25000.0,5000.0,0.0,0.2,4250.0,0.395,-10000.0,5813.953,5000.0,5749.54,0.86,2296.512
2020-06-02,13.372,-15000.0,344.737,5000.0,35.633,14.504,4609.951,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.39,-10000.0,5813.953,5000.0,5749.54,0.86,2267.442
2020-06-03,14.157,-15000.0,344.737,5000.0,35.633,14.504,4880.543,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.37,-10000.0,5813.953,5000.0,5749.54,0.86,2151.163
2020-06-04,14.119,-15000.0,344.737,5000.0,35.633,14.504,4867.343,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.2,-5000.0,25000.0,5000.0,0.0,0.2,5000.0,0.27,-15000.0,18518.518,5000.0,5749.54,0.27,5000.0
2020-06-05,14.789,-15000.0,344.737,5000.0,35.633,14.504,5098.336,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.27,-15000.0,18518.518,5000.0,5749.54,0.27,5000.0
2020-06-08,14.933,-15000.0,344.737,5000.0,35.633,14.504,5147.834,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.27,-5000.0,25000.0,5000.0,0.0,0.2,6750.0,0.27,-15000.0,18518.518,5000.0,5749.54,0.27,5000.0
2020-06-09,14.224,-15000.0,344.737,5000.0,35.633,14.504,4903.642,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.26,-5000.0,25000.0,5000.0,0.0,0.2,6500.0,0.27,-15000.0,18518.518,5000.0,5749.54,0.27,5000.0
2020-06-10,13.573,-15000.0,344.737,5000.0,35.633,14.504,4679.249,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.395,-15000.0,18518.518,5000.0,5749.54,0.27,7314.815
2020-06-11,12.741,-15000.0,344.737,5000.0,35.633,14.504,4392.159,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.35,-15000.0,18518.518,5000.0,5749.54,0.27,6481.481
2020-06-12,13.248,-15000.0,344.737,5000.0,35.633,14.504,4567.053,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.38,-15000.0,18518.518,5000.0,5749.54,0.27,7037.037
2020-06-15,13.401,-15000.0,344.737,5000.0,35.633,14.504,4619.851,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.35,-15000.0,18518.518,5000.0,5749.54,0.27,6481.481
2020-06-16,13.612,-15000.0,344.737,5000.0,35.633,14.504,4692.449,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.26,-15000.0,18518.518,5000.0,5749.54,0.27,4814.814
2020-06-17,13.392,-15000.0,344.737,5000.0,35.633,14.504,4616.551,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.358,-15000.0,18518.518,5000.0,5749.54,0.27,6629.63
2020-06-18,13.382,-15000.0,344.737,5000.0,35.633,14.504,4613.251,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.358,-15000.0,18518.518,5000.0,5749.54,0.27,6629.63
2020-06-19,13.238,-15000.0,344.737,5000.0,35.633,14.504,4563.753,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.29,-15000.0,18518.518,5000.0,5749.54,0.27,5370.37
2020-06-22,13.382,-15000.0,344.737,5000.0,35.633,14.504,4613.251,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.22,-15000.0,18518.518,5000.0,5749.54,0.27,4074.074
2020-06-23,13.286,-15000.0,344.737,5000.0,35.633,14.504,4580.252,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.18,-5000.0,25000.0,5000.0,0.0,0.2,4500.0,0.24,-15000.0,18518.518,5000.0,5749.54,0.27,4444.444
2020-06-24,12.922,-15000.0,344.737,5000.0,35.633,14.504,4454.856,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-5000.0,25000.0,5000.0,0.0,0.2,6250.0,0.22,-15000.0,18518.518,5000.0,5749.54,0.27,4074.074
2020-06-25,12.942,-15000.0,344.737,5000.0,35.633,14.504,4461.457,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-06-26,12.444,-15000.0,344.737,5000.0,35.633,14.504,4289.862,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-06-29,13.401,-15000.0,344.737,5000.0,35.633,14.504,4619.851,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-06-30,13.545,-15000.0,344.737,5000.0,35.633,14.504,4669.349,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-07-01,12.97,-15000.0,344.737,5000.0,35.633,14.504,4471.356,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-07-02,13.143,-15000.0,344.737,5000.0,35.633,14.504,4530.754,0.004,-20000.0,624999.97,5000.0,4999.996,0.008,2500.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-07-06,13.286,-15000.0,344.737,5000.0,35.633,14.504,4580.252,0.004,-25000.0,1249999.941,5000.0,4999.996,0.004,5000.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.267,-15000.0,18518.518,5000.0,5749.54,0.27,4944.444
2020-07-07,13.018,-15000.0,344.737,5000.0,35.633,14.504,4487.856,0.008,-30000.0,624999.97,5000.0,4999.996,0.008,5000.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.267,-15000.0,18518.518,5000.0,5749.54,0.27,4944.444
2020-07-08,12.453,-15000.0,344.737,5000.0,35.633,14.504,4293.162,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.25,-10000.0,20000.0,5000.0,1249.95,0.25,5000.0,0.267,-15000.0,18518.518,5000.0,5749.54,0.27,4944.444
2020-07-09,11.994,-15000.0,344.737,5000.0,35.633,14.504,4134.767,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.22,-10000.0,20000.0,5000.0,1249.95,0.25,4400.0,0.267,-15000.0,18518.518,5000.0,5749.54,0.27,4944.444
2020-07-10,12.444,-15000.0,344.737,5000.0,35.633,14.504,4289.862,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.22,-10000.0,20000.0,5000.0,1249.95,0.25,4400.0,0.239,-15000.0,18518.518,5000.0,5749.54,0.27,4425.926
2020-07-13,12.578,-15000.0,344.737,5000.0,35.633,14.504,4336.06,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.151,-15000.0,18518.518,5000.0,5749.54,0.27,2796.296
2020-07-14,12.798,-15000.0,344.737,5000.0,35.633,14.504,4411.958,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.23,-10000.0,20000.0,5000.0,1249.95,0.25,4600.0,0.151,-15000.0,18518.518,5000.0,5749.54,0.27,2796.296
2020-07-15,13.123,-15000.0,344.737,5000.0,35.633,14.504,4524.154,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.23,-10000.0,20000.0,5000.0,1249.95,0.25,4600.0,0.122,-15000.0,18518.518,5000.0,5749.54,0.27,2259.259
2020-07-16,13.051,-15000.0,344.737,5000.0,35.633,14.504,4499.177,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.23,-10000.0,20000.0,5000.0,1249.95,0.25,4600.0,0.22,-15000.0,18518.518,5000.0,5749.54,0.27,4074.074
2020-07-17,12.964,-15000.0,344.737,5000.0,35.633,14.504,4469.205,0.005,-35000.0,1000000.022,5000.0,4999.996,0.005,5000.0,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.21,-15000.0,18518.518,5000.0,5749.54,0.27,3888.889
2020-07-20,12.81,-15000.0,344.737,5000.0,35.633,14.504,4415.921,0.007,-35000.0,1000000.022,5000.0,4999.996,0.005,7000.0,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.21,-15000.0,18518.518,5000.0,5749.54,0.27,3888.889
2020-07-21,12.974,-15000.0,344.737,5000.0,35.633,14.504,4472.535,0.012,-35000.0,1000000.022,5000.0,4999.996,0.005,12000.0,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.21,-15000.0,18518.518,5000.0,5749.54,0.27,3888.889
2020-07-22,12.578,-15000.0,344.737,5000.0,35.633,14.504,4335.994,0.009,-40000.0,555555.579,5000.0,4999.996,0.009,5000.0,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.218,-15000.0,18518.518,5000.0,5749.54,0.27,4037.037
2020-07-23,12.607,-15000.0,344.737,5000.0,35.633,14.504,4345.986,0.012,-40000.0,555555.579,5000.0,4999.996,0.009,6666.667,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.218,-15000.0,18518.518,5000.0,5749.54,0.27,4037.037
2020-07-24,12.5,-15000.0,344.737,5000.0,35.633,14.504,4309.353,0.009,-40000.0,555555.579,5000.0,4999.996,0.009,5000.0,0.19,-10000.0,20000.0,5000.0,1249.95,0.25,3800.0,0.218,-15000.0,18518.518,5000.0,5749.54,0.27,4037.037
2020-07-27,12.616,-15000.0,344.737,5000.0,35.633,14.504,4349.316,0.009,-40000.0,555555.579,5000.0,4999.996,0.009,5000.0,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.22,-15000.0,18518.518,5000.0,5749.54,0.27,4074.074
2020-07-28,12.945,-15000.0,344.737,5000.0,35.633,14.504,4462.544,0.009,-40000.0,555555.579,5000.0,4999.996,0.009,5000.0,0.19,-10000.0,20000.0,5000.0,1249.95,0.25,3800.0,0.218,-15000.0,18518.518,5000.0,5749.54,0.27,4037.037
2020-07-29,13.032,-15000.0,344.737,5000.0,35.633,14.504,4492.517,0.011,-40000.0,555555.579,5000.0,4999.996,0.009,6111.111,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-07-30,12.906,-15000.0,344.737,5000.0,35.633,14.504,4449.223,0.011,-40000.0,555555.579,5000.0,4999.996,0.009,6111.111,0.19,-10000.0,20000.0,5000.0,1249.95,0.25,3800.0,0.22,-15000.0,18518.518,5000.0,5749.54,0.27,4074.074
2020-07-31,12.269,-15000.0,344.737,5000.0,35.633,14.504,4229.427,0.007,-40000.0,555555.579,5000.0,4999.996,0.009,3888.889,0.19,-10000.0,20000.0,5000.0,1249.95,0.25,3800.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-03,12.723,-15000.0,344.737,5000.0,35.633,14.504,4385.949,0.007,-40000.0,555555.579,5000.0,4999.996,0.009,3888.889,0.19,-10000.0,20000.0,5000.0,1249.95,0.25,3800.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-04,12.839,-15000.0,344.737,5000.0,35.633,14.504,4425.911,0.007,-40000.0,555555.579,5000.0,4999.996,0.009,3888.889,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-05,13.138,-15000.0,344.737,5000.0,35.633,14.504,4529.15,0.007,-40000.0,555555.579,5000.0,4999.996,0.009,3888.889,0.18,-10000.0,20000.0,5000.0,1249.95,0.25,3600.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-06,13.302,-15000.0,344.737,5000.0,35.633,14.504,4585.764,0.005,-40000.0,555555.579,5000.0,4999.996,0.009,2777.778,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.21,-15000.0,18518.518,5000.0,5749.54,0.27,3888.889
2020-08-07,13.428,-15000.0,344.737,5000.0,35.633,14.504,4629.057,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-10,14.181,-15000.0,344.737,5000.0,35.633,14.504,4888.817,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-11,14.587,-15000.0,344.737,5000.0,35.633,14.504,5028.688,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3703.704
2020-08-12,14.664,-15000.0,344.737,5000.0,35.633,14.504,5055.33,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.126,-15000.0,18518.518,5000.0,5749.54,0.27,2334.259
2020-08-13,14.22,-15000.0,344.737,5000.0,35.633,14.504,4902.139,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.126,-15000.0,18518.518,5000.0,5749.54,0.27,2334.259
2020-08-14,14.317,-15000.0,344.737,5000.0,35.633,14.504,4935.441,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.2,-15000.0,18518.518,5000.0,5749.54,0.27,3701.852
2020-08-17,14.249,-15000.0,344.737,5000.0,35.633,14.504,4912.129,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-08-18,13.718,-15000.0,344.737,5000.0,35.633,14.504,4728.965,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.16,-10000.0,20000.0,5000.0,1249.95,0.25,3200.0,0.18,-15000.0,18518.518,5000.0,5749.54,0.27,3333.333
2020-08-19,13.64,-15000.0,344.737,5000.0,35.633,14.504,4702.323,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.17,-10000.0,20000.0,5000.0,1249.95,0.25,3400.0,0.19,-15000.0,18518.518,5000.0,5749.54,0.27,3518.518
2020-08-20,13.64,-15000.0,344.737,5000.0,35.633,14.504,4702.323,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.24,-10000.0,20000.0,5000.0,1249.95,0.25,4800.0,0.19,-15000.0,18518.518,5000.0,5749.54,0.27,3518.518
2020-08-21,13.447,-15000.0,344.737,5000.0,35.633,14.504,4635.718,0.006,-40000.0,555555.579,5000.0,4999.996,0.009,3333.334,0.24,-10000.0,20000.0,5000.0,1249.95,0.25,4800.0,0.19,-15000.0,18518.518,5000.0,5749.54,0.27,3518.518
2020-08-24,13.563,-15000.0,344.737,5000.0,35.633,14.504,4675.681,0.008,-40000.0,555555.579,5000.0,4999.996,0.009,4444.445,0.24,-15000.0,20833.334,5000.0,1249.95,0.24,5000.0,0.17,-15000.0,18518.518,5000.0,5749.54,0.27,3148.148
2020-08-25,13.631,-15000.0,344.737,5000.0,35.633,14.504,4698.993,0.008,-40000.0,555555.579,5000.0,4999.996,0.009,4444.445,0.24,-20000.0,20833.334,5000.0,1249.95,0.24,5000.0,0.17,-15000.0,18518.518,5000.0,5749.54,0.27,3148.148
2020-08-26,13.669,-15000.0,344.737,5000.0,35.633,14.504,4712.313,0.008,-40000.0,555555.579,5000.0,4999.996,0.009,4444.445,0.24,-20000.0,20833.334,5000.0,1249.95,0.24,5000.0,0.172,-15000.0,18518.518,5000.0,5749.54,0.27,3185.185
2020-08-27,13.988,-15000.0,344.737,5000.0,35.633,14.504,4822.212,0.008,-40000.0,555555.579,5000.0,4999.996,0.009,4444.445,0.24,-25000.0,20833.334,5000.0,1249.95,0.24,5000.0,0.172,-15000.0,18518.518,5000.0,5749.54,0.27,3185.185
2020-08-28,14.075,-15000.0,344.737,5000.0,35.633,14.504,4852.184,0.005,-40000.0,555555.579,5000.0,4999.996,0.009,2777.778,0.24,-25000.0,20833.334,5000.0,1249.95,0.24,5000.0,0.136,-15000.0,18518.518,5000.0,5749.54,0.27,2520.37
2020-08-31,13.737,-15000.0,344.737,5000.0,35.633,14.504,4735.625,0.007,-40000.0,555555.579,5000.0,4999.996,0.009,3888.889,0.25,-25000.0,20833.334,5000.0,1249.95,0.24,5208.333,0.136,-15000.0,18518.518,5000.0,5749.54,0.27,2520.37
2020-09-01,13.911,-20000.0,359.433,5000.0,-172.564,13.911,5000.0,0.007,-40000.0,555555.579,5000.0,4999.996,0.009,3888.889,0.23,-25000.0,20833.334,5000.0,1249.95,0.24,4791.667,0.15,-15000.0,18518.518,5000.0,5749.54,0.27,2777.778
2020-09-02,14.085,-20000.0,359.433,5000.0,-172.564,13.911,5062.5,0.004,-40000.0,555555.579,5000.0,4999.996,0.009,2222.222,0.23,-25000.0,20833.334,5000.0,1249.95,0.24,4791.667,0.127,-15000.0,18518.518,5000.0,5749.54,0.27,2353.704
