date,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue
2020-02-27,7.667,-4998.685,625.0,4998.685,0.0,7.998,4791.721,46.516,-4954.851,96.154,4954.851,0.0,51.53,4472.647
2020-02-28,7.583,-4998.685,625.0,4998.685,0.0,7.998,4739.257,45.679,-4954.851,96.154,4954.851,0.0,51.53,4392.167
2020-03-02,7.629,-4998.685,625.0,4998.685,0.0,7.998,4768.404,44.822,-4954.851,96.154,4954.851,0.0,51.53,4309.837
2020-03-03,7.536,-4998.685,625.0,4998.685,0.0,7.998,4710.11,43.312,-4954.851,96.154,4954.851,0.0,51.53,4164.603
2020-03-04,7.592,-4998.685,625.0,4998.685,0.0,7.998,4745.086,44.264,-4954.851,96.154,4954.851,0.0,51.53,4256.184
2020-03-05,7.471,-4998.685,625.0,4998.685,0.0,7.998,4669.305,42.956,-4954.851,96.154,4954.851,0.0,51.53,4130.376
2020-03-06,7.182,-4998.685,625.0,4998.685,0.0,7.998,4488.595,40.993,-4954.851,96.154,4954.851,0.0,51.53,3941.664
2020-03-09,6.333,-4998.685,625.0,4998.685,0.0,7.998,3958.125,33.172,-4954.851,96.154,4954.851,0.0,51.53,3189.594
2020-03-10,6.342,-4998.685,625.0,4998.685,0.0,7.998,3963.954,35.221,-4954.851,96.154,4954.851,0.0,51.53,3386.631
2020-03-11,5.82,-4998.685,625.0,4998.685,0.0,7.998,3637.511,31.835,-4954.851,96.154,4954.851,0.0,51.53,3061.011
2020-03-12,4.878,-4998.685,625.0,4998.685,0.0,7.998,3048.747,27.909,-4954.851,96.154,4954.851,0.0,51.53,2683.588
2020-03-13,5.55,-4998.685,625.0,4998.685,0.0,7.998,3468.46,28.111,-4954.851,96.154,4954.851,0.0,51.53,2703.014
2020-03-16,4.374,-4998.685,625.0,4998.685,0.0,7.998,2733.963,22.387,-4954.851,96.154,4954.851,0.0,51.53,2152.606
2020-03-17,4.244,-4998.685,625.0,4998.685,0.0,7.998,2652.352,23.619,-4954.851,96.154,4954.851,0.0,51.53,2271.013
2020-03-18,3.46,-4998.685,625.0,4998.685,0.0,7.998,2162.687,19.751,-4954.851,96.154,4954.851,0.0,51.53,1899.14
2020-03-19,3.498,-4998.685,625.0,4998.685,0.0,7.998,2186.004,18.308,-4954.851,96.154,4954.851,0.0,51.53,1760.382
2020-03-20,3.348,-4998.685,625.0,4998.685,0.0,7.998,2092.734,18.298,-4954.851,96.154,4954.851,0.0,51.53,1759.457
2020-03-23,3.115,-4998.685,625.0,4998.685,0.0,7.998,1947.001,15.941,-4954.851,96.154,4954.851,0.0,51.53,1532.818
2020-03-24,3.246,-4998.685,625.0,4998.685,0.0,7.998,2028.612,16.653,-4954.851,96.154,4954.851,0.0,51.53,1601.272
2020-03-25,3.805,-4998.685,625.0,4998.685,0.0,7.998,2378.373,21.512,-4954.851,96.154,4954.851,0.0,51.53,2068.426
2020-03-26,4.402,-4998.685,625.0,4998.685,0.0,7.998,2751.45,25.244,-4954.851,96.154,4954.851,0.0,51.53,2427.347
2020-03-27,4.178,-4998.685,625.0,4998.685,0.0,7.998,2611.547,22.628,-4954.851,96.154,4954.851,0.0,51.53,2175.732
2020-03-30,4.057,-4998.685,625.0,4998.685,0.0,7.998,2535.764,23.243,-4954.851,96.154,4954.851,0.0,51.53,2234.936
2020-03-31,4.085,-4998.685,625.0,4998.685,0.0,7.998,2553.253,24.013,-4954.851,96.154,4954.851,0.0,51.53,2308.94
2020-04-01,3.852,-4998.685,625.0,4998.685,0.0,7.998,2407.519,22.724,-4954.851,96.154,4954.851,0.0,51.53,2184.983
2020-04-02,3.927,-4998.685,625.0,4998.685,0.0,7.998,2454.154,23.243,-4954.851,96.154,4954.851,0.0,51.53,2234.936
2020-04-03,4.123,-4998.685,625.0,4998.685,0.0,7.998,2576.571,23.436,-4954.851,96.154,4954.851,0.0,51.53,2253.437
2020-04-06,4.393,-4998.685,625.0,4998.685,0.0,7.998,2745.621,25.35,-4954.851,96.154,4954.851,0.0,51.53,2437.523
2020-04-07,4.449,-4998.685,625.0,4998.685,0.0,7.998,2780.598,25.514,-4954.851,96.154,4954.851,0.0,51.53,2453.249
2020-04-08,4.44,-4998.685,625.0,4998.685,0.0,7.998,2774.768,25.908,-4954.851,96.154,4954.851,0.0,51.53,2491.176
