date,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,ZLAB_adj_close,ZLAB_cashflow,ZLAB_cml_units,ZLAB_cml_cost,ZLAB_gain_loss,ZLAB_avg_price,ZLAB_mktvalue,CBIO_adj_close,CBIO_cashflow,CBIO_cml_units,CBIO_cml_cost,CBIO_gain_loss,CBIO_avg_price,CBIO_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue,FNMA_adj_close,FNMA_cashflow,FNMA_cml_units,FNMA_cml_cost,FNMA_gain_loss,FNMA_avg_price,FNMA_mktvalue
2019-09-05,0.65,-4999.04,5000.0,4999.04,0.0,1.0,3250.0,33.7,-4992.3,217.391,4992.3,0.0,22.965,7326.087,6.14,-4994.37,714.286,4994.37,0.0,6.992,4385.714,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667,2.97,-4998.96,5000.0,4998.96,0.0,1.0,14850.0
2019-09-06,0.67,-4999.04,5000.0,4999.04,0.0,1.0,3350.0,34.36,-4992.3,217.391,4992.3,0.0,22.965,7469.565,6.18,-4994.37,714.286,4994.37,0.0,6.992,4414.286,7.59,-4999.54,2500.0,4999.54,0.0,2.0,18975.0,7.591,-4998.737,1250.0,4998.737,0.0,3.999,9488.912,12.7,-4998.0,833.333,4998.0,0.0,5.998,10583.333,2.71,-4998.96,5000.0,4998.96,0.0,1.0,13550.0
2019-09-09,0.675,-4999.04,5000.0,4999.04,0.0,1.0,3375.0,35.5,-4992.3,217.391,4992.3,0.0,22.965,7717.391,6.26,-4994.37,714.286,4994.37,0.0,6.992,4471.429,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,7.669,-4998.737,1250.0,4998.737,0.0,3.999,9585.847,13.65,-4998.0,833.333,4998.0,0.0,5.998,11375.0,3.87,-4998.96,5000.0,4998.96,0.0,1.0,19349.999
2019-09-10,0.735,-4999.04,5000.0,4999.04,0.0,1.0,3675.0,34.89,-4992.3,217.391,4992.3,0.0,22.965,7584.782,6.39,-4994.37,714.286,4994.37,0.0,6.992,4564.286,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.763,-4998.737,1250.0,4998.737,0.0,3.999,9704.324,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667,3.38,-4998.96,5000.0,4998.96,0.0,1.0,16900.001
2019-09-11,0.819,-4999.04,5000.0,4999.04,0.0,1.0,4095.0,35.58,-4992.3,217.391,4992.3,0.0,22.965,7734.783,6.61,-4994.37,714.286,4994.37,0.0,6.992,4721.429,7.58,-4999.54,2500.0,4999.54,0.0,2.0,18950.0,7.755,-4998.737,1250.0,4998.737,0.0,3.999,9693.553,14.4,-4998.0,833.333,4998.0,0.0,5.998,12000.0,3.5,-4998.96,5000.0,4998.96,0.0,1.0,17500.0
2019-09-12,0.78,-4999.04,5000.0,4999.04,0.0,1.0,3900.0,33.8,-4992.3,217.391,4992.3,0.0,22.965,7347.826,6.4,-4994.37,714.286,4994.37,0.0,6.992,4571.429,7.64,-4999.54,2500.0,4999.54,0.0,2.0,19100.0,7.815,-4998.737,1250.0,4998.737,0.0,3.999,9768.947,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333,3.57,-4998.96,5000.0,4998.96,0.0,1.0,17850.0
2019-09-13,0.79,-4999.04,5000.0,4999.04,0.0,1.0,3950.0,33.95,-4992.3,217.391,4992.3,0.0,22.965,7380.435,6.47,-4994.37,714.286,4994.37,0.0,6.992,4621.428,8.07,-4999.54,2500.0,4999.54,0.0,2.0,20174.999,8.358,-4998.737,1250.0,4998.737,0.0,3.999,10447.496,14.6,-4998.0,833.333,4998.0,0.0,5.998,12166.667,3.84,-4998.96,5000.0,4998.96,0.0,1.0,19200.0
2019-09-16,0.816,-4999.04,5000.0,4999.04,0.0,1.0,4080.0,34.25,-4992.3,217.391,4992.3,0.0,22.965,7445.652,6.22,-4994.37,714.286,4994.37,0.0,6.992,4442.857,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,8.263,-4998.737,1250.0,4998.737,0.0,3.999,10329.019,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333,4.0,-4998.96,5000.0,4998.96,0.0,1.0,20000.0
2019-09-17,0.751,-4999.04,5000.0,4999.04,0.0,1.0,3755.0,34.91,-4992.3,217.391,4992.3,0.0,22.965,7589.13,6.01,-4994.37,714.286,4994.37,0.0,6.992,4292.857,8.63,-4999.54,2500.0,4999.54,0.0,2.0,21575.0,8.289,-4998.737,1250.0,4998.737,0.0,3.999,10361.331,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333,3.95,-4998.96,5000.0,4998.96,0.0,1.0,19750.0
2019-09-18,0.725,-4999.04,5000.0,4999.04,0.0,1.0,3625.0,34.38,-4992.3,217.391,4992.3,0.0,22.965,7473.913,6.04,-4994.37,714.286,4994.37,0.0,6.992,4314.286,8.64,-4999.54,2500.0,4999.54,0.0,2.0,21600.001,8.28,-4998.737,1250.0,4998.737,0.0,3.999,10350.56,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333,4.03,-4998.96,5000.0,4998.96,0.0,1.0,20150.001
2019-09-19,0.742,-4999.04,5000.0,4999.04,0.0,1.0,3710.0,34.33,-4992.3,217.391,4992.3,0.0,22.965,7463.044,5.86,-4994.37,714.286,4994.37,0.0,6.992,4185.714,8.54,-4999.54,2500.0,4999.54,0.0,2.0,21350.0,8.289,-4998.737,1250.0,4998.737,0.0,3.999,10361.331,14.85,-4998.0,833.333,4998.0,0.0,5.998,12375.0,3.87,-4998.96,5000.0,4998.96,0.0,1.0,19349.999
2019-09-20,0.734,-4999.04,5000.0,4999.04,0.0,1.0,3670.0,34.81,-4992.3,217.391,4992.3,0.0,22.965,7567.392,5.86,-4994.37,714.286,4994.37,0.0,6.992,4185.714,8.48,-4999.54,2500.0,4999.54,0.0,2.0,21199.999,8.298,-4998.737,1250.0,4998.737,0.0,3.999,10372.102,14.9,-4998.0,833.333,4998.0,0.0,5.998,12416.666,3.91,-4998.96,5000.0,4998.96,0.0,1.0,19550.0
2019-09-23,0.708,-4999.04,5000.0,4999.04,0.0,1.0,3540.0,34.57,-4992.3,217.391,4992.3,0.0,22.965,7515.217,5.93,-4994.37,714.286,4994.37,0.0,6.992,4235.714,8.55,-4999.54,2500.0,4999.54,0.0,2.0,21375.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0,4.01,-4998.96,5000.0,4998.96,0.0,1.0,20050.001
2019-09-24,0.689,-4999.04,5000.0,4999.04,0.0,1.0,3445.0,33.23,-4992.3,217.391,4992.3,0.0,22.965,7223.913,5.56,-4994.37,714.286,4994.37,0.0,6.992,3971.429,8.46,-4999.54,2500.0,4999.54,0.0,2.0,21150.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696,14.92,-4998.0,833.333,4998.0,0.0,5.998,12433.333,3.88,-4998.96,5000.0,4998.96,0.0,1.0,19400.001
2019-09-25,0.713,-4999.04,5000.0,4999.04,0.0,1.0,3565.0,33.19,-4992.3,217.391,4992.3,0.0,22.965,7215.217,5.39,-4994.37,714.286,4994.37,0.0,6.992,3850.0,8.95,-4999.54,2500.0,4999.54,0.0,2.0,22375.0,8.931,-4998.737,1250.0,4998.737,0.0,3.999,11163.741,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667,3.8,-4998.96,5000.0,4998.96,0.0,1.0,19000.0
2019-09-26,0.68,-4999.04,5000.0,4999.04,0.0,1.0,3400.0,33.32,-4992.3,217.391,4992.3,0.0,22.965,7243.478,5.13,-4994.37,714.286,4994.37,0.0,6.992,3664.286,9.6,-4999.54,2500.0,4999.54,0.0,2.0,24000.001,8.5,-4998.737,1250.0,4998.737,0.0,3.999,10625.211,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667,3.64,-4998.96,5000.0,4998.96,0.0,1.0,18200.001
2019-09-27,0.658,-4999.04,5000.0,4999.04,0.0,1.0,3290.0,31.85,-4992.3,217.391,4992.3,0.0,22.965,6923.913,5.18,-4994.37,714.286,4994.37,0.0,6.992,3700.0,9.0,-4999.54,2500.0,4999.54,0.0,2.0,22500.0,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963,15.3,-4998.0,833.333,4998.0,0.0,5.998,12750.0,3.68,-4998.96,5000.0,4998.96,0.0,1.0,18400.0
2019-09-30,0.63,-4999.04,5000.0,4999.04,0.0,1.0,3150.0,32.35,-4992.3,217.391,4992.3,0.0,22.965,7032.608,4.91,-4994.37,714.286,4994.37,0.0,6.992,3507.143,8.94,-4999.54,2500.0,4999.54,0.0,2.0,22349.999,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334,3.8,-4998.96,5000.0,4998.96,0.0,1.0,19000.0
2019-10-01,0.615,-4999.04,5000.0,4999.04,0.0,1.0,3075.0,32.6,-4992.3,217.391,4992.3,0.0,22.965,7086.956,4.52,-4994.37,714.286,4994.37,0.0,6.992,3228.571,9.03,-4999.54,2500.0,4999.54,0.0,2.0,22574.999,8.737,-4998.737,1250.0,4998.737,0.0,3.999,10921.403,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334,3.6,-4998.96,5000.0,4998.96,0.0,1.0,18000.0
2019-10-02,0.65,-4999.04,5000.0,4999.04,0.0,1.0,3250.0,31.14,-4992.3,217.391,4992.3,0.0,22.965,6769.565,4.96,-4994.37,714.286,4994.37,0.0,6.992,3542.857,8.7,-4999.54,2500.0,4999.54,0.0,2.0,21750.0,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0,3.37,-4998.96,5000.0,4998.96,0.0,1.0,16849.999
2019-10-03,0.732,-4999.04,5000.0,4999.04,0.0,1.0,3660.0,32.05,-4992.3,217.391,4992.3,0.0,22.965,6967.391,6.18,-4994.37,714.286,4994.37,0.0,6.992,4414.286,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334,3.4,-4998.96,5000.0,4998.96,0.0,1.0,17000.0
2019-10-04,0.75,-4999.04,5000.0,4999.04,0.0,1.0,3750.0,32.56,-4992.3,217.391,4992.3,0.0,22.965,7078.261,5.75,-4994.37,714.286,4994.37,0.0,6.992,4107.143,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0,3.56,-4998.96,5000.0,4998.96,0.0,1.0,17800.0
2019-10-07,0.759,-4999.04,5000.0,4999.04,0.0,1.0,3795.0,31.88,-4992.3,217.391,4992.3,0.0,22.965,6930.435,5.7,-4994.37,714.286,4994.37,0.0,6.992,4071.428,9.22,-4999.54,2500.0,4999.54,0.0,2.0,23050.001,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0,3.69,-4998.96,5000.0,4998.96,0.0,1.0,18450.0
2019-10-08,0.75,-4999.04,5000.0,4999.04,0.0,1.0,3750.0,31.82,-4992.3,217.391,4992.3,0.0,22.965,6917.391,5.47,-4994.37,714.286,4994.37,0.0,6.992,3907.143,8.24,-4999.54,2500.0,4999.54,0.0,2.0,20599.999,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0,3.7,-4998.96,5000.0,4998.96,0.0,1.0,18500.0
2019-10-09,0.735,-4999.04,5000.0,4999.04,0.0,1.0,3675.0,31.03,-4992.3,217.391,4992.3,0.0,22.965,6745.652,5.28,-4994.37,714.286,4994.37,0.0,6.992,3771.429,8.4,-4999.54,2500.0,4999.54,0.0,2.0,20999.999,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667,3.67,-4998.96,5000.0,4998.96,0.0,1.0,18350.0
2019-10-10,0.725,-4999.04,5000.0,4999.04,0.0,1.0,3625.0,32.47,-4992.3,217.391,4992.3,0.0,22.965,7058.696,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0,3.64,-4998.96,5000.0,4998.96,0.0,1.0,18200.001
2019-10-11,0.77,-4999.04,5000.0,4999.04,0.0,1.0,3850.0,32.5,-4992.3,217.391,4992.3,0.0,22.965,7065.217,5.22,-4994.37,714.286,4994.37,0.0,6.992,3728.571,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667,3.58,-4998.96,5000.0,4998.96,0.0,1.0,17900.0
2019-10-14,0.752,-4999.04,5000.0,4999.04,0.0,1.0,3760.0,33.43,-4992.3,217.391,4992.3,0.0,22.965,7267.391,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,7.89,-4999.54,2500.0,4999.54,0.0,2.0,19725.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,13.3,-4998.0,833.333,4998.0,0.0,5.998,11083.333,3.51,-4998.96,5000.0,4998.96,0.0,1.0,17550.0
2019-10-15,0.8,-4999.04,5000.0,4999.04,0.0,1.0,4000.0,33.76,-4992.3,217.391,4992.3,0.0,22.965,7339.13,5.33,-4994.37,714.286,4994.37,0.0,6.992,3807.143,8.36,-4999.54,2500.0,4999.54,0.0,2.0,20899.999,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0,3.52,-4998.96,5000.0,4998.96,0.0,1.0,17600.0
2019-10-16,0.83,-4999.04,5000.0,4999.04,0.0,1.0,4150.0,33.25,-4992.3,217.391,4992.3,0.0,22.965,7228.261,5.46,-4994.37,714.286,4994.37,0.0,6.992,3900.0,8.45,-4999.54,2500.0,4999.54,0.0,2.0,21125.0,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667,3.51,-4998.96,5000.0,4998.96,0.0,1.0,17550.0
2019-10-17,0.809,-4999.04,5000.0,4999.04,0.0,1.0,4045.0,34.12,-4992.3,217.391,4992.3,0.0,22.965,7417.391,5.61,-4994.37,714.286,4994.37,0.0,6.992,4007.143,8.31,-4999.54,2500.0,4999.54,0.0,2.0,20775.001,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0,3.52,-4998.96,5000.0,4998.96,0.0,1.0,17600.0
2019-10-18,0.828,-4999.04,5000.0,4999.04,0.0,1.0,4140.0,34.04,-4992.3,217.391,4992.3,0.0,22.965,7400.0,5.38,-4994.37,714.286,4994.37,0.0,6.992,3842.857,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333,3.54,-4998.96,5000.0,4998.96,0.0,1.0,17700.0
2019-10-21,0.819,-4999.04,5000.0,4999.04,0.0,1.0,4095.0,32.83,-4992.3,217.391,4992.3,0.0,22.965,7136.957,5.42,-4994.37,714.286,4994.37,0.0,6.992,3871.429,7.65,-4999.54,2500.0,4999.54,0.0,2.0,19125.0,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333,3.5,-4998.96,5000.0,4998.96,0.0,1.0,17500.0
2019-10-22,0.794,-4999.04,5000.0,4999.04,0.0,1.0,3970.0,30.53,-4992.3,217.391,4992.3,0.0,22.965,6636.957,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671,14.18,-4998.0,833.333,4998.0,0.0,5.998,11816.667,3.25,-4998.96,5000.0,4998.96,0.0,1.0,16250.0
2019-10-23,0.94,-4999.04,5000.0,4999.04,0.0,1.0,4700.0,29.79,-4992.3,217.391,4992.3,0.0,22.965,6476.087,5.56,-4994.37,714.286,4994.37,0.0,6.992,3971.429,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666,3.0,-4998.96,5000.0,4998.96,0.0,1.0,15000.0
2019-10-24,0.918,-4999.04,5000.0,4999.04,0.0,1.0,4590.0,30.66,-4992.3,217.391,4992.3,0.0,22.965,6665.217,5.39,-4994.37,714.286,4994.37,0.0,6.992,3850.0,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907,13.08,-4998.0,833.333,4998.0,0.0,5.998,10900.0,3.12,-4998.96,5000.0,4998.96,0.0,1.0,15599.999
2019-10-25,0.93,-4999.04,5000.0,4999.04,0.0,1.0,4650.0,32.26,-4992.3,217.391,4992.3,0.0,22.965,7013.043,5.62,-4994.37,714.286,4994.37,0.0,6.992,4014.286,6.91,-4999.54,2500.0,4999.54,0.0,2.0,17275.0,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,2.96,-4998.96,5000.0,4998.96,0.0,1.0,14800.0
2019-10-28,0.97,-4999.04,5000.0,4999.04,0.0,1.0,4850.0,32.52,-4992.3,217.391,4992.3,0.0,22.965,7069.565,5.52,-4994.37,714.286,4994.37,0.0,6.992,3942.857,7.19,-4999.54,2500.0,4999.54,0.0,2.0,17975.0,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0,2.92,-4998.96,5000.0,4998.96,0.0,1.0,14600.0
2019-10-29,1.02,-4999.04,5000.0,4999.04,0.0,1.0,5100.0,33.3,-4992.3,217.391,4992.3,0.0,22.965,7239.13,5.63,-4994.37,714.286,4994.37,0.0,6.992,4021.429,7.27,-4999.54,2500.0,4999.54,0.0,2.0,18175.0,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667,3.14,-4998.96,5000.0,4998.96,0.0,1.0,15700.001
2019-10-30,1.2,-4999.04,5000.0,4999.04,0.0,1.0,6000.0,34.09,-4992.3,217.391,4992.3,0.0,22.965,7410.87,5.33,-4994.37,714.286,4994.37,0.0,6.992,3807.143,7.1,-4999.54,2500.0,4999.54,0.0,2.0,17750.0,9.47,-4998.737,1250.0,4998.737,0.0,3.999,11836.905,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333,3.18,-4998.96,5000.0,4998.96,0.0,1.0,15900.0
2019-10-31,1.26,-4999.04,5000.0,4999.04,0.0,1.0,6300.0,33.79,-4992.3,217.391,4992.3,0.0,22.965,7345.652,5.44,-4994.37,714.286,4994.37,0.0,6.992,3885.714,6.86,-4999.54,2500.0,4999.54,0.0,2.0,17150.0,9.366,-4998.737,1250.0,4998.737,0.0,3.999,11707.658,14.63,-4998.0,833.333,4998.0,0.0,5.998,12191.667,3.08,-4998.96,5000.0,4998.96,0.0,1.0,15400.0
2019-11-01,1.27,-4999.04,5000.0,4999.04,0.0,1.0,6350.0,35.59,-4992.3,217.391,4992.3,0.0,22.965,7736.957,5.65,-4994.37,714.286,4994.37,0.0,6.992,4035.714,7.03,-4999.54,2500.0,4999.54,0.0,2.0,17575.001,9.719,-4998.737,1250.0,4998.737,0.0,3.999,12149.253,14.12,-4998.0,833.333,4998.0,0.0,5.998,11766.667,3.09,-4998.96,5000.0,4998.96,0.0,1.0,15450.0
2019-11-04,1.29,-4999.04,5000.0,4999.04,0.0,1.0,6450.0,35.98,-4992.3,217.391,4992.3,0.0,22.965,7821.739,5.69,-4994.37,714.286,4994.37,0.0,6.992,4064.286,6.74,-4999.54,2500.0,4999.54,0.0,2.0,16849.999,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0,3.06,-4998.96,5000.0,4998.96,0.0,1.0,15300.0
2019-11-05,1.27,-4999.04,5000.0,4999.04,0.0,1.0,6350.0,36.79,-4992.3,217.391,4992.3,0.0,22.965,7997.826,5.83,-4994.37,714.286,4994.37,0.0,6.992,4164.286,6.81,-4999.54,2500.0,4999.54,0.0,2.0,17025.0,9.021,-4998.737,1250.0,4998.737,0.0,3.999,11276.834,13.75,-4998.0,833.333,4998.0,0.0,5.998,11458.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-06,1.21,-4999.04,5000.0,4999.04,0.0,1.0,6050.0,36.98,-4992.3,217.391,4992.3,0.0,22.965,8039.13,5.74,-4994.37,714.286,4994.37,0.0,6.992,4100.0,7.05,-4999.54,2500.0,4999.54,0.0,2.0,17625.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-07,1.12,-4999.04,5000.0,4999.04,0.0,1.0,5600.0,37.33,-4992.3,217.391,4992.3,0.0,22.965,8115.218,5.56,-4994.37,714.286,4994.37,0.0,6.992,3971.429,6.72,-4999.54,2500.0,4999.54,0.0,2.0,16799.999,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-08,1.14,-4999.04,5000.0,4999.04,0.0,1.0,5700.0,37.6,-4992.3,217.391,4992.3,0.0,22.965,8173.913,5.7,-4994.37,714.286,4994.37,0.0,6.992,4071.428,7.0,-4999.54,2500.0,4999.54,0.0,2.0,17500.0,9.556,-4998.737,1250.0,4998.737,0.0,3.999,11944.611,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-11,1.16,-4999.04,5000.0,4999.04,0.0,1.0,5800.0,39.4,-4992.3,217.391,4992.3,0.0,22.965,8565.218,5.76,-4994.37,714.286,4994.37,0.0,6.992,4114.286,6.9,-4999.54,2500.0,4999.54,0.0,2.0,17250.0,9.59,-4998.737,1250.0,4998.737,0.0,3.999,11987.695,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0,3.08,-4998.96,5000.0,4998.96,0.0,1.0,15400.0
2019-11-12,1.11,-4999.04,5000.0,4999.04,0.0,1.0,5550.0,38.59,-4992.3,217.391,4992.3,0.0,22.965,8389.13,5.39,-4994.37,714.286,4994.37,0.0,6.992,3850.0,6.88,-4999.54,2500.0,4999.54,0.0,2.0,17200.0,9.65,-4998.737,1250.0,4998.737,0.0,3.999,12063.088,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.21,-4998.96,5000.0,4998.96,0.0,1.0,16050.0
2019-11-13,1.11,-4999.04,5000.0,4999.04,0.0,1.0,5550.0,38.67,-4992.3,217.391,4992.3,0.0,22.965,8406.521,5.27,-4994.37,714.286,4994.37,0.0,6.992,3764.286,7.12,-4999.54,2500.0,4999.54,0.0,2.0,17800.0,9.866,-4998.737,1250.0,4998.737,0.0,3.999,12332.354,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.05,-4998.96,5000.0,4998.96,0.0,1.0,15250.0
2019-11-14,1.07,-4999.04,5000.0,4999.04,0.0,1.0,5350.0,38.93,-4992.3,217.391,4992.3,0.0,22.965,8463.044,5.34,-4994.37,714.286,4994.37,0.0,6.992,3814.286,7.32,-4999.54,2500.0,4999.54,0.0,2.0,18300.0,11.305,-4998.737,1250.0,4998.737,0.0,3.999,14131.047,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666,3.02,-4998.96,5000.0,4998.96,0.0,1.0,15100.0
2019-11-15,1.01,-4999.04,5000.0,4999.04,0.0,1.0,5050.0,38.93,-4992.3,217.391,4992.3,0.0,22.965,8463.044,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,7.43,-4999.54,2500.0,4999.54,0.0,2.0,18575.0,10.796,-4998.737,1250.0,4998.737,0.0,3.999,13495.58,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-18,1.01,-4999.04,5000.0,4999.04,0.0,1.0,5050.0,38.74,-4992.3,217.391,4992.3,0.0,22.965,8421.739,5.21,-4994.37,714.286,4994.37,0.0,6.992,3721.429,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,11.494,-4998.737,1250.0,4998.737,0.0,3.999,14368.0,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,3.0,-4998.96,5000.0,4998.96,0.0,1.0,15000.0
2019-11-19,1.04,-4999.04,5000.0,4999.04,0.0,1.0,5200.0,38.61,-4992.3,217.391,4992.3,0.0,22.965,8393.478,5.17,-4994.37,714.286,4994.37,0.0,6.992,3692.857,7.8,-4999.54,2500.0,4999.54,0.0,2.0,19500.0,12.692,-4998.737,1250.0,4998.737,0.0,3.999,15865.115,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,2.67,-4998.96,5000.0,4998.96,0.0,1.0,13350.0
2019-11-20,1.01,-4999.04,5000.0,4999.04,0.0,1.0,5050.0,38.89,-4992.3,217.391,4992.3,0.0,22.965,8454.348,5.19,-4994.37,714.286,4994.37,0.0,6.992,3707.143,7.91,-4999.54,2500.0,4999.54,0.0,2.0,19775.0,12.192,-4998.737,1250.0,4998.737,0.0,3.999,15240.419,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,2.91,-4998.96,5000.0,4998.96,0.0,1.0,14550.0
2019-11-21,1.06,-4999.04,5000.0,4999.04,0.0,1.0,5300.0,38.48,-4992.3,217.391,4992.3,0.0,22.965,8365.217,5.24,-4994.37,714.286,4994.37,0.0,6.992,3742.857,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,11.649,-4998.737,1250.0,4998.737,0.0,3.999,14561.871,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333,3.03,-4998.96,5000.0,4998.96,0.0,1.0,15150.0
2019-11-22,1.15,-4999.04,5000.0,4999.04,0.0,1.0,5750.0,38.15,-4992.3,217.391,4992.3,0.0,22.965,8293.479,5.54,-4994.37,714.286,4994.37,0.0,6.992,3957.143,7.68,-4999.54,2500.0,4999.54,0.0,2.0,19200.0,11.072,-4998.737,1250.0,4998.737,0.0,3.999,13840.24,12.43,-4998.0,833.333,4998.0,0.0,5.998,10358.334,3.03,-4998.96,5000.0,4998.96,0.0,1.0,15150.0
