date,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,PKX_adj_close,PKX_cashflow,PKX_cml_units,PKX_cml_cost,PKX_gain_loss,PKX_avg_price,PKX_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,SHG_adj_close,SHG_cashflow,SHG_cml_units,SHG_cml_cost,SHG_gain_loss,SHG_avg_price,SHG_mktvalue,WF_adj_close,WF_cashflow,WF_cml_units,WF_cml_cost,WF_gain_loss,WF_avg_price,WF_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue
2020-01-15,18.584,-4985.833,277.778,4985.833,0.0,17.949,5162.352,40.93,-4964.4,121.951,4964.4,0.0,40.708,4991.463,51.961,-4954.851,96.154,4954.851,0.0,51.53,4996.228,51.64,-4960.76,100.0,4960.76,0.0,49.608,5164.0,8.131,-4998.685,625.0,4998.685,0.0,7.998,5081.865,35.57,-4987.17,131.579,4987.17,0.0,37.902,4680.263,27.69,-4992.9,166.667,4992.9,0.0,29.957,4615.0,16.728,-4986.313,294.118,4986.313,0.0,16.953,4920.069,10.15,-4997.2,416.667,4997.2,0.0,11.993,4229.167
2020-01-16,18.539,-4985.833,277.778,4985.833,0.0,17.949,5149.737,41.12,-4964.4,121.951,4964.4,0.0,40.708,5014.634,52.172,-4954.851,96.154,4954.851,0.0,51.53,5016.579,51.66,-4960.76,100.0,4960.76,0.0,49.608,5166.0,8.038,-4998.685,625.0,4998.685,0.0,7.998,5023.987,35.67,-4987.17,131.579,4987.17,0.0,37.902,4693.421,27.54,-4992.9,166.667,4992.9,0.0,29.957,4590.0,16.894,-4986.313,294.118,4986.313,0.0,16.953,4968.893,10.13,-4997.2,416.667,4997.2,0.0,11.993,4220.833
2020-01-17,18.503,-4985.833,277.778,4985.833,0.0,17.949,5139.644,41.02,-4964.4,121.951,4964.4,0.0,40.708,5002.439,52.875,-4954.851,96.154,4954.851,0.0,51.53,5084.109,52.11,-4960.76,100.0,4960.76,0.0,49.608,5211.0,8.038,-4998.685,625.0,4998.685,0.0,7.998,5023.987,35.63,-4987.17,131.579,4987.17,0.0,37.902,4688.158,27.71,-4992.9,166.667,4992.9,0.0,29.957,4618.333,16.837,-4986.313,294.118,4986.313,0.0,16.953,4952.155,11.41,-4997.2,416.667,4997.2,0.0,11.993,4754.167
2020-01-21,18.212,-4985.833,277.778,4985.833,0.0,17.949,5058.904,40.13,-4964.4,121.951,4964.4,0.0,40.708,4893.903,52.153,-4954.851,96.154,4954.851,0.0,51.53,5014.729,51.53,-4960.76,100.0,4960.76,0.0,49.608,5153.0,7.964,-4998.685,625.0,4998.685,0.0,7.998,4977.682,35.58,-4987.17,131.579,4987.17,0.0,37.902,4681.579,27.56,-4992.9,166.667,4992.9,0.0,29.957,4593.333,16.695,-4986.313,294.118,4986.313,0.0,16.953,4910.305,13.28,-4997.2,416.667,4997.2,0.0,11.993,5533.333
2020-01-22,18.139,-4985.833,277.778,4985.833,0.0,17.949,5038.719,40.58,-4964.4,121.951,4964.4,0.0,40.708,4948.781,52.557,-4954.851,96.154,4954.851,0.0,51.53,5053.583,51.4,-4960.76,100.0,4960.76,0.0,49.608,5140.0,8.085,-4998.685,625.0,4998.685,0.0,7.998,5052.924,35.45,-4987.17,131.579,4987.17,0.0,37.902,4664.474,28.0,-4992.9,166.667,4992.9,0.0,29.957,4666.667,16.41,-4986.313,294.118,4986.313,0.0,16.953,4826.605,13.07,-4997.2,416.667,4997.2,0.0,11.993,5445.833
2020-01-23,17.821,-4985.833,277.778,4985.833,0.0,17.949,4950.409,39.74,-4964.4,121.951,4964.4,0.0,40.708,4846.342,52.067,-4954.851,96.154,4954.851,0.0,51.53,5006.404,50.91,-4960.76,100.0,4960.76,0.0,49.608,5091.0,8.029,-4998.685,625.0,4998.685,0.0,7.998,5018.197,35.32,-4987.17,131.579,4987.17,0.0,37.902,4647.368,27.54,-4992.9,166.667,4992.9,0.0,29.957,4590.0,16.515,-4986.313,294.118,4986.313,0.0,16.953,4857.296,13.03,-4997.2,416.667,4997.2,0.0,11.993,5429.167
2020-01-24,17.712,-4985.833,277.778,4985.833,0.0,17.949,4920.131,39.74,-4964.4,121.951,4964.4,0.0,40.708,4846.342,51.98,-4954.851,96.154,4954.851,0.0,51.53,4998.079,50.12,-4960.76,100.0,4960.76,0.0,49.608,5012.0,7.918,-4998.685,625.0,4998.685,0.0,7.998,4948.742,35.04,-4987.17,131.579,4987.17,0.0,37.902,4610.526,27.57,-4992.9,166.667,4992.9,0.0,29.957,4595.0,16.192,-4986.313,294.118,4986.313,0.0,16.953,4762.438,13.25,-4997.2,416.667,4997.2,0.0,11.993,5520.833
2020-01-27,17.04,-4985.833,277.778,4985.833,0.0,17.949,4733.418,38.99,-4964.4,121.951,4964.4,0.0,40.708,4754.878,50.652,-4954.851,96.154,4954.851,0.0,51.53,4870.421,48.5,-4960.76,100.0,4960.76,0.0,49.608,4850.0,7.705,-4998.685,625.0,4998.685,0.0,7.998,4815.616,34.25,-4987.17,131.579,4987.17,0.0,37.902,4506.579,26.86,-4992.9,166.667,4992.9,0.0,29.957,4476.667,16.221,-4986.313,294.118,4986.313,0.0,16.953,4770.807,14.38,-4997.2,416.667,4997.2,0.0,11.993,5991.667
2020-01-28,17.113,-4985.833,277.778,4985.833,0.0,17.949,4753.603,38.48,-4964.4,121.951,4964.4,0.0,40.708,4692.683,51.393,-4954.851,96.154,4954.851,0.0,51.53,4941.65,47.83,-4960.76,100.0,4960.76,0.0,49.608,4783.0,7.825,-4998.685,625.0,4998.685,0.0,7.998,4890.862,34.11,-4987.17,131.579,4987.17,0.0,37.902,4488.158,26.56,-4992.9,166.667,4992.9,0.0,29.957,4426.667,16.183,-4986.313,294.118,4986.313,0.0,16.953,4759.647,13.82,-4997.2,416.667,4997.2,0.0,11.993,5758.333
2020-01-29,17.013,-4985.833,277.778,4985.833,0.0,17.949,4725.849,37.68,-4964.4,121.951,4964.4,0.0,40.708,4595.122,51.374,-4954.851,96.154,4954.851,0.0,51.53,4939.8,47.57,-4960.76,100.0,4960.76,0.0,49.608,4757.0,7.825,-4998.685,625.0,4998.685,0.0,7.998,4890.862,33.72,-4987.17,131.579,4987.17,0.0,37.902,4436.842,26.63,-4992.9,166.667,4992.9,0.0,29.957,4438.333,16.164,-4986.313,294.118,4986.313,0.0,16.953,4754.068,13.88,-4997.2,416.667,4997.2,0.0,11.993,5783.333
2020-01-30,16.995,-4985.833,277.778,4985.833,0.0,17.949,4720.802,37.45,-4964.4,121.951,4964.4,0.0,40.708,4567.073,51.287,-4954.851,96.154,4954.851,0.0,51.53,4931.474,47.37,-4960.76,100.0,4960.76,0.0,49.608,4737.0,7.872,-4998.685,625.0,4998.685,0.0,7.998,4919.904,33.74,-4987.17,131.579,4987.17,0.0,37.902,4439.474,26.28,-4992.9,166.667,4992.9,0.0,29.957,4380.0,16.031,-4986.313,294.118,4986.313,0.0,16.953,4715.008,12.35,-4997.2,416.667,4997.2,0.0,11.993,5145.833
2020-01-31,16.804,-4985.833,277.778,4985.833,0.0,17.949,4667.816,36.53,-4964.4,121.951,4964.4,0.0,40.708,4454.878,50.479,-4954.851,96.154,4954.851,0.0,51.53,4853.769,44.41,-4960.76,100.0,4960.76,0.0,49.608,4441.0,7.853,-4998.685,625.0,4998.685,0.0,7.998,4908.287,32.39,-4987.17,131.579,4987.17,0.0,37.902,4261.842,25.4,-4992.9,166.667,4992.9,0.0,29.957,4233.333,15.13,-4986.313,294.118,4986.313,0.0,16.953,4449.964,12.35,-4997.2,416.667,4997.2,0.0,11.993,5145.833
2020-02-03,16.813,-4985.833,277.778,4985.833,0.0,17.949,4670.34,36.92,-4964.4,121.951,4964.4,0.0,40.708,4502.439,50.989,-4954.851,96.154,4954.851,0.0,51.53,4902.797,44.6,-4960.76,100.0,4960.76,0.0,49.608,4460.0,7.872,-4998.685,625.0,4998.685,0.0,7.998,4919.904,32.82,-4987.17,131.579,4987.17,0.0,37.902,4318.421,25.63,-4992.9,166.667,4992.9,0.0,29.957,4271.667,15.187,-4986.313,294.118,4986.313,0.0,16.953,4466.703,12.91,-4997.2,416.667,4997.2,0.0,11.993,5379.167
2020-02-04,17.131,-4985.833,277.778,4985.833,0.0,17.949,4758.649,36.95,-4964.4,121.951,4964.4,0.0,40.708,4506.098,52.538,-4954.851,96.154,4954.851,0.0,51.53,5051.732,45.49,-4960.76,100.0,4960.76,0.0,49.608,4549.0,8.002,-4998.685,625.0,4998.685,0.0,7.998,5001.224,33.03,-4987.17,131.579,4987.17,0.0,37.902,4346.052,25.81,-4992.9,166.667,4992.9,0.0,29.957,4301.667,15.358,-4986.313,294.118,4986.313,0.0,16.953,4516.922,13.11,-4997.2,416.667,4997.2,0.0,11.993,5462.5
2020-02-05,17.222,-4985.833,277.778,4985.833,0.0,17.949,4783.881,37.65,-4964.4,121.951,4964.4,0.0,40.708,4591.464,52.846,-4954.851,96.154,4954.851,0.0,51.53,5081.334,45.67,-4960.76,100.0,4960.76,0.0,49.608,4567.0,8.067,-4998.685,625.0,4998.685,0.0,7.998,5041.886,33.23,-4987.17,131.579,4987.17,0.0,37.902,4372.368,26.13,-4992.9,166.667,4992.9,0.0,29.957,4355.0,16.041,-4986.313,294.118,4986.313,0.0,16.953,4717.799,12.98,-4997.2,416.667,4997.2,0.0,11.993,5408.333
2020-02-06,17.104,-4985.833,277.778,4985.833,0.0,17.949,4751.08,37.55,-4964.4,121.951,4964.4,0.0,40.708,4579.268,53.385,-4954.851,96.154,4954.851,0.0,51.53,5133.137,46.66,-4960.76,100.0,4960.76,0.0,49.608,4666.0,8.048,-4998.685,625.0,4998.685,0.0,7.998,5030.268,33.46,-4987.17,131.579,4987.17,0.0,37.902,4402.631,26.53,-4992.9,166.667,4992.9,0.0,29.957,4421.667,15.917,-4986.313,294.118,4986.313,0.0,16.953,4681.529,12.55,-4997.2,416.667,4997.2,0.0,11.993,5229.167
2020-02-07,17.022,-4985.833,277.778,4985.833,0.0,17.949,4728.372,37.03,-4964.4,121.951,4964.4,0.0,40.708,4515.854,53.298,-4954.851,96.154,4954.851,0.0,51.53,5124.812,45.8,-4960.76,100.0,4960.76,0.0,49.608,4580.0,7.946,-4998.685,625.0,4998.685,0.0,7.998,4966.374,32.54,-4987.17,131.579,4987.17,0.0,37.902,4281.579,25.74,-4992.9,166.667,4992.9,0.0,29.957,4290.0,15.358,-4986.313,294.118,4986.313,0.0,16.953,4516.922,13.73,-4997.2,416.667,4997.2,0.0,11.993,5720.833
2020-02-10,16.949,-4985.833,277.778,4985.833,0.0,17.949,4708.187,36.46,-4964.4,121.951,4964.4,0.0,40.708,4446.341,52.971,-4954.851,96.154,4954.851,0.0,51.53,5093.359,45.82,-4960.76,100.0,4960.76,0.0,49.608,4582.0,7.89,-4998.685,625.0,4998.685,0.0,7.998,4931.521,32.23,-4987.17,131.579,4987.17,0.0,37.902,4240.789,25.7,-4992.9,166.667,4992.9,0.0,29.957,4283.333,15.225,-4986.313,294.118,4986.313,0.0,16.953,4477.863,13.64,-4997.2,416.667,4997.2,0.0,11.993,5683.333
2020-02-11,17.449,-4985.833,277.778,4985.833,0.0,17.949,4846.959,36.46,-4964.4,121.951,4964.4,0.0,40.708,4446.341,52.49,-4954.851,96.154,4954.851,0.0,51.53,5047.107,46.52,-4960.76,100.0,4960.76,0.0,49.608,4652.0,7.946,-4998.685,625.0,4998.685,0.0,7.998,4966.374,32.67,-4987.17,131.579,4987.17,0.0,37.902,4298.684,26.4,-4992.9,166.667,4992.9,0.0,29.957,4400.0,15.803,-4986.313,294.118,4986.313,0.0,16.953,4648.049,13.0,-4997.2,416.667,4997.2,0.0,11.993,5416.667
2020-02-12,18.076,-4985.833,277.778,4985.833,0.0,17.949,5021.057,36.95,-4964.4,121.951,4964.4,0.0,40.708,4506.098,52.875,-4954.851,96.154,4954.851,0.0,51.53,5084.109,47.08,-4960.76,100.0,4960.76,0.0,49.608,4708.0,8.021,-4998.685,625.0,4998.685,0.0,7.998,5012.842,32.7,-4987.17,131.579,4987.17,0.0,37.902,4302.632,26.62,-4992.9,166.667,4992.9,0.0,29.957,4436.667,16.145,-4986.313,294.118,4986.313,0.0,16.953,4748.488,13.55,-4997.2,416.667,4997.2,0.0,11.993,5645.833
2020-02-13,17.994,-4985.833,277.778,4985.833,0.0,17.949,4998.348,36.42,-4964.4,121.951,4964.4,0.0,40.708,4441.463,52.865,-4954.851,96.154,4954.851,0.0,51.53,5083.184,46.21,-4960.76,100.0,4960.76,0.0,49.608,4621.0,8.076,-4998.685,625.0,4998.685,0.0,7.998,5047.694,31.99,-4987.17,131.579,4987.17,0.0,37.902,4209.21,26.11,-4992.9,166.667,4992.9,0.0,29.957,4351.667,16.192,-4986.313,294.118,4986.313,0.0,16.953,4762.438,13.45,-4997.2,416.667,4997.2,0.0,11.993,5604.167
2020-02-14,17.74,-4985.833,277.778,4985.833,0.0,17.949,4927.7,36.06,-4964.4,121.951,4964.4,0.0,40.708,4397.561,52.721,-4954.851,96.154,4954.851,0.0,51.53,5069.308,45.91,-4960.76,100.0,4960.76,0.0,49.608,4591.0,8.067,-4998.685,625.0,4998.685,0.0,7.998,5041.886,31.66,-4987.17,131.579,4987.17,0.0,37.902,4165.789,25.93,-4992.9,166.667,4992.9,0.0,29.957,4321.667,16.116,-4986.313,294.118,4986.313,0.0,16.953,4740.118,13.9,-4997.2,416.667,4997.2,0.0,11.993,5791.667
2020-02-18,17.894,-4985.833,277.778,4985.833,0.0,17.949,4970.594,35.18,-4964.4,121.951,4964.4,0.0,40.708,4290.244,52.461,-4954.851,96.154,4954.851,0.0,51.53,5044.331,45.39,-4960.76,100.0,4960.76,0.0,49.608,4539.0,8.132,-4998.685,625.0,4998.685,0.0,7.998,5082.545,30.48,-4987.17,131.579,4987.17,0.0,37.902,4010.526,25.24,-4992.9,166.667,4992.9,0.0,29.957,4206.667,15.69,-4986.313,294.118,4986.313,0.0,16.953,4614.571,14.15,-4997.2,416.667,4997.2,0.0,11.993,5895.833
2020-02-19,18.512,-4985.833,277.778,4985.833,0.0,17.949,5142.167,34.99,-4964.4,121.951,4964.4,0.0,40.708,4267.073,53.231,-4954.851,96.154,4954.851,0.0,51.53,5118.336,45.53,-4960.76,100.0,4960.76,0.0,49.608,4553.0,8.197,-4998.685,625.0,4998.685,0.0,7.998,5123.208,30.45,-4987.17,131.579,4987.17,0.0,37.902,4006.579,25.26,-4992.9,166.667,4992.9,0.0,29.957,4210.0,15.395,-4986.313,294.118,4986.313,0.0,16.953,4528.082,14.33,-4997.2,416.667,4997.2,0.0,11.993,5970.833
2020-02-20,18.312,-4985.833,277.778,4985.833,0.0,17.949,5086.658,34.83,-4964.4,121.951,4964.4,0.0,40.708,4247.561,52.336,-4954.851,96.154,4954.851,0.0,51.53,5032.306,44.31,-4960.76,100.0,4960.76,0.0,49.608,4431.0,8.113,-4998.685,625.0,4998.685,0.0,7.998,5070.928,29.87,-4987.17,131.579,4987.17,0.0,37.902,3930.263,24.23,-4992.9,166.667,4992.9,0.0,29.957,4038.333,15.481,-4986.313,294.118,4986.313,0.0,16.953,4553.191,12.99,-4997.2,416.667,4997.2,0.0,11.993,5412.5
2020-02-21,18.348,-4985.833,277.778,4985.833,0.0,17.949,5096.751,34.0,-4964.4,121.951,4964.4,0.0,40.708,4146.341,48.305,-4954.851,96.154,4954.851,0.0,51.53,4644.706,43.63,-4960.76,100.0,4960.76,0.0,49.608,4363.0,8.086,-4998.685,625.0,4998.685,0.0,7.998,5053.502,29.27,-4987.17,131.579,4987.17,0.0,37.902,3851.316,24.0,-4992.9,166.667,4992.9,0.0,29.957,4000.0,15.414,-4986.313,294.118,4986.313,0.0,16.953,4533.662,13.33,-4997.2,416.667,4997.2,0.0,11.993,5554.167
2020-02-24,17.613,-4985.833,277.778,4985.833,0.0,17.949,4892.376,31.8,-4964.4,121.951,4964.4,0.0,40.708,3878.049,46.583,-4954.851,96.154,4954.851,0.0,51.53,4479.122,41.02,-4960.76,100.0,4960.76,0.0,49.608,4102.0,8.011,-4998.685,625.0,4998.685,0.0,7.998,5007.034,27.59,-4987.17,131.579,4987.17,0.0,37.902,3630.263,22.88,-4992.9,166.667,4992.9,0.0,29.957,3813.333,15.699,-4986.313,294.118,4986.313,0.0,16.953,4617.361,12.72,-4997.2,416.667,4997.2,0.0,11.993,5300.0
2020-02-25,17.376,-4985.833,277.778,4985.833,0.0,17.949,4826.774,31.78,-4964.4,121.951,4964.4,0.0,40.708,3875.61,47.122,-4954.851,96.154,4954.851,0.0,51.53,4530.925,40.42,-4960.76,100.0,4960.76,0.0,49.608,4042.0,8.002,-4998.685,625.0,4998.685,0.0,7.998,5001.224,27.52,-4987.17,131.579,4987.17,0.0,37.902,3621.053,23.42,-4992.9,166.667,4992.9,0.0,29.957,3903.333,15.206,-4986.313,294.118,4986.313,0.0,16.953,4472.284,12.27,-4997.2,416.667,4997.2,0.0,11.993,5112.5
2020-02-26,17.14,-4985.833,277.778,4985.833,0.0,17.949,4761.173,32.08,-4964.4,121.951,4964.4,0.0,40.708,3912.195,47.074,-4954.851,96.154,4954.851,0.0,51.53,4526.3,41.12,-4960.76,100.0,4960.76,0.0,49.608,4112.0,7.844,-4998.685,625.0,4998.685,0.0,7.998,4902.478,27.91,-4987.17,131.579,4987.17,0.0,37.902,3672.368,24.32,-4992.9,166.667,4992.9,0.0,29.957,4053.333,15.149,-4986.313,294.118,4986.313,0.0,16.953,4455.543,12.27,-4997.2,416.667,4997.2,0.0,11.993,5112.5
2020-02-27,16.159,-4985.833,277.778,4985.833,0.0,17.949,4488.673,31.73,-4964.4,121.951,4964.4,0.0,40.708,3869.512,46.516,-4954.851,96.154,4954.851,0.0,51.53,4472.646,40.19,-4960.76,100.0,4960.76,0.0,49.608,4019.0,7.667,-4998.685,625.0,4998.685,0.0,7.998,4791.721,27.26,-4987.17,131.579,4987.17,0.0,37.902,3586.842,24.17,-4992.9,166.667,4992.9,0.0,29.957,4028.333,14.798,-4986.313,294.118,4986.313,0.0,16.953,4352.315,12.175,-4997.2,416.667,4997.2,0.0,11.993,5072.917
2020-02-28,16.032,-4985.833,277.778,4985.833,0.0,17.949,4453.349,32.27,-4964.4,121.951,4964.4,0.0,40.708,3935.366,45.679,-4954.851,96.154,4954.851,0.0,51.53,4392.167,40.29,-4960.76,100.0,4960.76,0.0,49.608,4029.0,7.583,-4998.685,625.0,4998.685,0.0,7.998,4739.257,26.74,-4987.17,131.579,4987.17,0.0,37.902,3518.421,24.23,-4992.9,166.667,4992.9,0.0,29.957,4038.333,14.712,-4986.313,294.118,4986.313,0.0,16.953,4327.206,11.97,-4997.2,416.667,4997.2,0.0,11.993,4987.5
2020-03-02,16.168,-4985.833,277.778,4985.833,0.0,17.949,4491.196,32.38,-4964.4,121.951,4964.4,0.0,40.708,3948.781,44.822,-4954.851,96.154,4954.851,0.0,51.53,4309.837,40.51,-4960.76,100.0,4960.76,0.0,49.608,4051.0,7.629,-4998.685,625.0,4998.685,0.0,7.998,4768.404,27.32,-4987.17,131.579,4987.17,0.0,37.902,3594.737,24.76,-4992.9,166.667,4992.9,0.0,29.957,4126.667,14.912,-4986.313,294.118,4986.313,0.0,16.953,4385.795,13.0,-4997.2,416.667,4997.2,0.0,11.993,5416.667
2020-03-03,15.887,-4985.833,277.778,4985.833,0.0,17.949,4412.979,31.61,-4964.4,121.951,4964.4,0.0,40.708,3854.878,43.312,-4954.851,96.154,4954.851,0.0,51.53,4164.603,39.85,-4960.76,100.0,4960.76,0.0,49.608,3985.0,7.536,-4998.685,625.0,4998.685,0.0,7.998,4710.111,26.63,-4987.17,131.579,4987.17,0.0,37.902,3503.947,23.99,-4992.9,166.667,4992.9,0.0,29.957,3998.333,14.504,-4986.313,294.118,4986.313,0.0,16.953,4265.827,15.98,-4997.2,416.667,4997.2,0.0,11.993,6658.333
