date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-09-26,33.941,-4990.56,131.579,4990.56,0.0,37.928,4465.862,9.6,-4999.54,2500.0,4999.54,0.0,2.0,24000.001,8.5,-4998.737,1250.0,4998.737,0.0,3.999,10625.211,11.95,-4997.3,625.0,4997.3,0.0,7.996,7468.75,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-27,32.623,-4990.56,131.579,4990.56,0.0,37.928,4292.466,9.0,-4999.54,2500.0,4999.54,0.0,2.0,22500.0,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963,11.89,-4997.3,625.0,4997.3,0.0,7.996,7431.25,15.3,-4998.0,833.333,4998.0,0.0,5.998,12750.0
2019-09-30,32.918,-4990.56,131.579,4990.56,0.0,37.928,4331.268,8.94,-4999.54,2500.0,4999.54,0.0,2.0,22349.999,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,11.84,-4997.3,625.0,4997.3,0.0,7.996,7400.0,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-01,32.521,-4990.56,131.579,4990.56,0.0,37.928,4279.128,9.03,-4999.54,2500.0,4999.54,0.0,2.0,22574.999,8.737,-4998.737,1250.0,4998.737,0.0,3.999,10921.403,11.98,-4997.3,625.0,4997.3,0.0,7.996,7487.5,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-02,31.858,-4990.56,131.579,4990.56,0.0,37.928,4191.823,8.7,-4999.54,2500.0,4999.54,0.0,2.0,21750.0,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13,12.4,-4997.3,625.0,4997.3,0.0,7.996,7750.0,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-03,32.309,-4990.56,131.579,4990.56,0.0,37.928,4251.239,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,12.45,-4997.3,625.0,4997.3,0.0,7.996,7781.25,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-04,32.531,-4990.56,131.579,4990.56,0.0,37.928,4280.34,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,12.65,-4997.3,625.0,4997.3,0.0,7.996,7906.25,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-10-07,31.876,-4990.56,131.579,4990.56,0.0,37.928,4194.248,9.22,-4999.54,2500.0,4999.54,0.0,2.0,23050.001,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,13.0,-4997.3,625.0,4997.3,0.0,7.996,8125.0,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0
2019-10-08,31.987,-4990.56,131.579,4990.56,0.0,37.928,4208.799,8.24,-4999.54,2500.0,4999.54,0.0,2.0,20599.999,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,12.99,-4997.3,625.0,4997.3,0.0,7.996,8118.75,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-09,32.208,-4990.56,131.579,4990.56,0.0,37.928,4237.9,8.4,-4999.54,2500.0,4999.54,0.0,2.0,20999.999,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,13.45,-4997.3,625.0,4997.3,0.0,7.996,8406.25,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-10-10,32.291,-4990.56,131.579,4990.56,0.0,37.928,4248.813,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-11,33.305,-4990.56,131.579,4990.56,0.0,37.928,4382.195,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,13.92,-4997.3,625.0,4997.3,0.0,7.996,8700.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-14,33.12,-4990.56,131.579,4990.56,0.0,37.928,4357.944,7.89,-4999.54,2500.0,4999.54,0.0,2.0,19725.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.3,-4998.0,833.333,4998.0,0.0,5.998,11083.333
2019-10-15,33.563,-4990.56,131.579,4990.56,0.0,37.928,4416.146,8.36,-4999.54,2500.0,4999.54,0.0,2.0,20899.999,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,13.59,-4997.3,625.0,4997.3,0.0,7.996,8493.75,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0
2019-10-16,33.378,-4990.56,131.579,4990.56,0.0,37.928,4391.896,8.45,-4999.54,2500.0,4999.54,0.0,2.0,21125.0,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453,13.8,-4997.3,625.0,4997.3,0.0,7.996,8625.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-17,33.424,-4990.56,131.579,4990.56,0.0,37.928,4397.958,8.31,-4999.54,2500.0,4999.54,0.0,2.0,20775.001,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26,13.5,-4997.3,625.0,4997.3,0.0,7.996,8437.5,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-10-18,33.342,-4990.56,131.579,4990.56,0.0,37.928,4387.045,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-10-21,33.913,-4990.56,131.579,4990.56,0.0,37.928,4462.224,7.65,-4999.54,2500.0,4999.54,0.0,2.0,19125.0,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,12.63,-4997.3,625.0,4997.3,0.0,7.996,7893.75,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333
2019-10-22,34.42,-4990.56,131.579,4990.56,0.0,37.928,4528.915,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671,12.85,-4997.3,625.0,4997.3,0.0,7.996,8031.25,14.18,-4998.0,833.333,4998.0,0.0,5.998,11816.667
2019-10-23,34.254,-4990.56,131.579,4990.56,0.0,37.928,4507.088,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-10-24,33.812,-4990.56,131.579,4990.56,0.0,37.928,4448.886,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907,12.9,-4997.3,625.0,4997.3,0.0,7.996,8062.5,13.08,-4998.0,833.333,4998.0,0.0,5.998,10900.0
2019-10-25,33.452,-4990.56,131.579,4990.56,0.0,37.928,4401.595,6.91,-4999.54,2500.0,4999.54,0.0,2.0,17275.0,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844,12.8,-4997.3,625.0,4997.3,0.0,7.996,8000.0,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-10-28,33.646,-4990.56,131.579,4990.56,0.0,37.928,4427.06,7.19,-4999.54,2500.0,4999.54,0.0,2.0,17975.0,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715,13.18,-4997.3,625.0,4997.3,0.0,7.996,8237.5,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-29,33.572,-4990.56,131.579,4990.56,0.0,37.928,4417.359,7.27,-4999.54,2500.0,4999.54,0.0,2.0,18175.0,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,13.34,-4997.3,625.0,4997.3,0.0,7.996,8337.5,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-30,33.434,-4990.56,131.579,4990.56,0.0,37.928,4399.171,7.1,-4999.54,2500.0,4999.54,0.0,2.0,17750.0,9.47,-4998.737,1250.0,4998.737,0.0,3.999,11836.905,13.65,-4997.3,625.0,4997.3,0.0,7.996,8531.25,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333
2019-10-31,32.918,-4990.56,131.579,4990.56,0.0,37.928,4331.268,6.86,-4999.54,2500.0,4999.54,0.0,2.0,17150.0,9.366,-4998.737,1250.0,4998.737,0.0,3.999,11707.658,13.64,-4997.3,625.0,4997.3,0.0,7.996,8525.0,14.63,-4998.0,833.333,4998.0,0.0,5.998,12191.667
2019-11-01,33.885,-4990.56,131.579,4990.56,0.0,37.928,4458.587,7.03,-4999.54,2500.0,4999.54,0.0,2.0,17575.001,9.719,-4998.737,1250.0,4998.737,0.0,3.999,12149.253,13.74,-4997.3,625.0,4997.3,0.0,7.996,8587.5,14.12,-4998.0,833.333,4998.0,0.0,5.998,11766.667
2019-11-04,34.346,-4990.56,131.579,4990.56,0.0,37.928,4519.215,6.74,-4999.54,2500.0,4999.54,0.0,2.0,16849.999,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-11-05,34.834,-4990.56,131.579,4990.56,0.0,37.928,4583.48,6.81,-4999.54,2500.0,4999.54,0.0,2.0,17025.0,9.021,-4998.737,1250.0,4998.737,0.0,3.999,11276.834,13.97,-4997.3,625.0,4997.3,0.0,7.996,8731.25,13.75,-4998.0,833.333,4998.0,0.0,5.998,11458.333
2019-11-06,34.153,-4990.56,131.579,4990.56,0.0,37.928,4493.751,7.05,-4999.54,2500.0,4999.54,0.0,2.0,17625.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,13.88,-4997.3,625.0,4997.3,0.0,7.996,8675.0,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-11-07,34.604,-4990.56,131.579,4990.56,0.0,37.928,4553.166,6.72,-4999.54,2500.0,4999.54,0.0,2.0,16799.999,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-11-08,34.457,-4990.56,131.579,4990.56,0.0,37.928,4533.765,7.0,-4999.54,2500.0,4999.54,0.0,2.0,17500.0,9.556,-4998.737,1250.0,4998.737,0.0,3.999,11944.611,14.71,-4997.3,625.0,4997.3,0.0,7.996,9193.75,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-11-11,34.245,-4990.56,131.579,4990.56,0.0,37.928,4505.876,6.9,-4999.54,2500.0,4999.54,0.0,2.0,17250.0,9.59,-4998.737,1250.0,4998.737,0.0,3.999,11987.695,15.2,-4997.3,625.0,4997.3,0.0,7.996,9500.0,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0
2019-11-12,34.392,-4990.56,131.579,4990.56,0.0,37.928,4525.277,6.88,-4999.54,2500.0,4999.54,0.0,2.0,17200.0,9.65,-4998.737,1250.0,4998.737,0.0,3.999,12063.088,15.14,-4997.3,625.0,4997.3,0.0,7.996,9462.5,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-11-13,34.06,-4990.56,131.579,4990.56,0.0,37.928,4481.625,7.12,-4999.54,2500.0,4999.54,0.0,2.0,17800.0,9.866,-4998.737,1250.0,4998.737,0.0,3.999,12332.354,15.03,-4997.3,625.0,4997.3,0.0,7.996,9393.75,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-11-14,34.484,-4990.56,131.579,4990.56,0.0,37.928,4537.403,7.32,-4999.54,2500.0,4999.54,0.0,2.0,18300.0,11.305,-4998.737,1250.0,4998.737,0.0,3.999,14131.047,14.84,-4997.3,625.0,4997.3,0.0,7.996,9275.0,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-11-15,34.705,-4990.56,131.579,4990.56,0.0,37.928,4566.504,7.43,-4999.54,2500.0,4999.54,0.0,2.0,18575.0,10.796,-4998.737,1250.0,4998.737,0.0,3.999,13495.58,14.71,-4997.3,625.0,4997.3,0.0,7.996,9193.75,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-11-18,35.12,-4990.56,131.579,4990.56,0.0,37.928,4621.07,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,11.494,-4998.737,1250.0,4998.737,0.0,3.999,14368.0,14.18,-4997.3,625.0,4997.3,0.0,7.996,8862.5,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-11-19,35.59,-4990.56,131.579,4990.56,0.0,37.928,4682.91,7.8,-4999.54,2500.0,4999.54,0.0,2.0,19500.0,12.692,-4998.737,1250.0,4998.737,0.0,3.999,15865.115,14.03,-4997.3,625.0,4997.3,0.0,7.996,8768.75,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-11-20,35.839,-4990.56,131.579,4990.56,0.0,37.928,4715.649,7.91,-4999.54,2500.0,4999.54,0.0,2.0,19775.0,12.192,-4998.737,1250.0,4998.737,0.0,3.999,15240.419,14.24,-4997.3,625.0,4997.3,0.0,7.996,8900.0,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-11-21,35.609,-4990.56,131.579,4990.56,0.0,37.928,4685.335,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,11.649,-4998.737,1250.0,4998.737,0.0,3.999,14561.871,14.48,-4997.3,625.0,4997.3,0.0,7.996,9050.0,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-11-22,35.885,-4990.56,131.579,4990.56,0.0,37.928,4721.712,7.68,-4999.54,2500.0,4999.54,0.0,2.0,19200.0,11.072,-4998.737,1250.0,4998.737,0.0,3.999,13840.24,14.67,-4997.3,625.0,4997.3,0.0,7.996,9168.75,12.43,-4998.0,833.333,4998.0,0.0,5.998,10358.334
2019-11-25,36.244,-4990.56,131.579,4990.56,0.0,37.928,4769.002,7.48,-4999.54,2500.0,4999.54,0.0,2.0,18700.0,10.848,-4998.737,1250.0,4998.737,0.0,3.999,13560.203,14.86,-4997.3,625.0,4997.3,0.0,7.996,9287.5,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667
2019-11-26,36.023,-4990.56,131.579,4990.56,0.0,37.928,4739.9,7.49,-4999.54,2500.0,4999.54,0.0,2.0,18724.999,9.943,-4998.737,1250.0,4998.737,0.0,3.999,12429.289,14.7,-4997.3,625.0,4997.3,0.0,7.996,9187.5,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667
2019-11-27,36.373,-4990.56,131.579,4990.56,0.0,37.928,4785.977,7.61,-4999.54,2500.0,4999.54,0.0,2.0,19025.0,10.18,-4998.737,1250.0,4998.737,0.0,3.999,12725.481,14.76,-4997.3,625.0,4997.3,0.0,7.996,9225.0,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667
2019-11-29,35.95,-4990.56,131.579,4990.56,0.0,37.928,4730.2,7.62,-4999.54,2500.0,4999.54,0.0,2.0,19050.0,9.9,-4998.737,1250.0,4998.737,0.0,3.999,12375.436,14.69,-4997.3,625.0,4997.3,0.0,7.996,9181.25,11.15,-4998.0,833.333,4998.0,0.0,5.998,9291.666
2019-12-02,35.821,-4990.56,131.579,4990.56,0.0,37.928,4713.224,7.55,-4999.54,2500.0,4999.54,0.0,2.0,18875.0,9.478,-4998.737,1250.0,4998.737,0.0,3.999,11847.676,14.58,-4997.3,625.0,4997.3,0.0,7.996,9112.5,11.15,-4998.0,833.333,4998.0,0.0,5.998,9291.666
2019-12-03,35.295,-4990.56,131.579,4990.56,0.0,37.928,4644.108,7.67,-4999.54,2500.0,4999.54,0.0,2.0,19175.0,9.401,-4998.737,1250.0,4998.737,0.0,3.999,11750.74,14.31,-4997.3,625.0,4997.3,0.0,7.996,8943.75,11.27,-4998.0,833.333,4998.0,0.0,5.998,9391.667
2019-12-04,35.636,-4990.56,131.579,4990.56,0.0,37.928,4688.973,7.67,-4999.54,2500.0,4999.54,0.0,2.0,19175.0,9.762,-4998.737,1250.0,4998.737,0.0,3.999,12203.106,14.38,-4997.3,625.0,4997.3,0.0,7.996,8987.5,12.35,-4998.0,833.333,4998.0,0.0,5.998,10291.667
2019-12-05,35.903,-4990.56,131.579,4990.56,0.0,37.928,4724.137,7.76,-4999.54,2500.0,4999.54,0.0,2.0,19400.001,9.495,-4998.737,1250.0,4998.737,0.0,3.999,11869.217,14.44,-4997.3,625.0,4997.3,0.0,7.996,9025.0,12.55,-4998.0,833.333,4998.0,0.0,5.998,10458.333
2019-12-06,36.797,-4990.56,131.579,4990.56,0.0,37.928,4841.756,7.83,-4999.54,2500.0,4999.54,0.0,2.0,19575.0,9.582,-4998.737,1250.0,4998.737,0.0,3.999,11976.923,14.53,-4997.3,625.0,4997.3,0.0,7.996,9081.25,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-12-09,36.936,-4990.56,131.579,4990.56,0.0,37.928,4859.944,7.73,-4999.54,2500.0,4999.54,0.0,2.0,19325.0,16.802,-4998.737,1250.0,4998.737,0.0,3.999,21002.698,14.52,-4997.3,625.0,4997.3,0.0,7.996,9075.0,13.56,-4998.0,833.333,4998.0,0.0,5.998,11300.0
2019-12-10,37.065,-4990.56,131.579,4990.56,0.0,37.928,4876.92,7.77,-4999.54,2500.0,4999.54,0.0,2.0,19425.0,16.281,-4998.737,1250.0,4998.737,0.0,3.999,20351.076,14.41,-4997.3,625.0,4997.3,0.0,7.996,9006.25,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0
2019-12-11,37.184,-4990.56,131.579,4990.56,0.0,37.928,4892.683,7.72,-4999.54,2500.0,4999.54,0.0,2.0,19299.999,16.699,-4998.737,1250.0,4998.737,0.0,3.999,20873.449,14.44,-4997.3,625.0,4997.3,0.0,7.996,9025.0,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-12-12,38.226,-4990.56,131.579,4990.56,0.0,37.928,5029.702,7.66,-4999.54,2500.0,4999.54,0.0,2.0,19150.0,17.035,-4998.737,1250.0,4998.737,0.0,3.999,21293.504,14.54,-4997.3,625.0,4997.3,0.0,7.996,9087.5,13.95,-4998.0,833.333,4998.0,0.0,5.998,11625.0
2019-12-13,38.751,-4990.56,131.579,4990.56,0.0,37.928,5098.818,7.74,-4999.54,2500.0,4999.54,0.0,2.0,19349.999,17.112,-4998.737,1250.0,4998.737,0.0,3.999,21390.44,14.84,-4997.3,625.0,4997.3,0.0,7.996,9275.0,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-12-16,38.576,-4990.56,131.579,4990.56,0.0,37.928,5075.78,7.93,-4999.54,2500.0,4999.54,0.0,2.0,19825.0,16.785,-4998.737,1250.0,4998.737,0.0,3.999,20981.157,14.91,-4997.3,625.0,4997.3,0.0,7.996,9318.75,12.2,-4998.0,833.333,4998.0,0.0,5.998,10166.667
2019-12-17,38.484,-4990.56,131.579,4990.56,0.0,37.928,5063.654,8.45,-4999.54,2500.0,4999.54,0.0,2.0,21125.0,17.138,-4998.737,1250.0,4998.737,0.0,3.999,21422.751,14.76,-4997.3,625.0,4997.3,0.0,7.996,9225.0,12.26,-4998.0,833.333,4998.0,0.0,5.998,10216.667
2019-12-18,39.046,-4990.56,131.579,4990.56,0.0,37.928,5137.62,9.24,-4999.54,2500.0,4999.54,0.0,2.0,23099.999,16.906,-4998.737,1250.0,4998.737,0.0,3.999,21131.947,14.74,-4997.3,625.0,4997.3,0.0,7.996,9212.5,12.28,-4998.0,833.333,4998.0,0.0,5.998,10233.333
2019-12-19,39.138,-4990.56,131.579,4990.56,0.0,37.928,5149.746,8.92,-4999.54,2500.0,4999.54,0.0,2.0,22300.0,16.776,-4998.737,1250.0,4998.737,0.0,3.999,20970.385,14.87,-4997.3,625.0,4997.3,0.0,7.996,9293.75,12.45,-4998.0,833.333,4998.0,0.0,5.998,10375.0
2019-12-20,38.622,-4990.56,131.579,4990.56,0.0,37.928,5081.842,9.14,-4999.54,2500.0,4999.54,0.0,2.0,22850.001,17.121,-4998.737,1250.0,4998.737,0.0,3.999,21401.212,14.7,-4997.3,625.0,4997.3,0.0,7.996,9187.5,12.69,-4998.0,833.333,4998.0,0.0,5.998,10575.0
2019-12-23,39.387,-4990.56,131.579,4990.56,0.0,37.928,5182.485,9.55,-4999.54,2500.0,4999.54,0.0,2.0,23875.0,17.164,-4998.737,1250.0,4998.737,0.0,3.999,21455.064,14.63,-4997.3,625.0,4997.3,0.0,7.996,9143.75,12.84,-4998.0,833.333,4998.0,0.0,5.998,10700.0
2019-12-24,39.083,-4990.56,131.579,4990.56,0.0,37.928,5142.47,8.95,-4999.54,2500.0,4999.54,0.0,2.0,22375.0,17.19,-4998.737,1250.0,4998.737,0.0,3.999,21487.377,14.71,-4997.3,625.0,4997.3,0.0,7.996,9193.75,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-12-26,39.442,-4990.56,131.579,4990.56,0.0,37.928,5189.76,8.46,-4999.54,2500.0,4999.54,0.0,2.0,21150.0,16.621,-4998.737,1250.0,4998.737,0.0,3.999,20776.517,14.84,-4997.3,625.0,4997.3,0.0,7.996,9275.0,13.15,-4998.0,833.333,4998.0,0.0,5.998,10958.333
2019-12-27,40.322,-4990.56,131.579,4990.56,0.0,37.928,5305.557,8.58,-4999.54,2500.0,4999.54,0.0,2.0,21450.0,16.552,-4998.737,1250.0,4998.737,0.0,3.999,20690.351,14.87,-4997.3,625.0,4997.3,0.0,7.996,9293.75,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0
2019-12-30,39.457,-4990.56,131.579,4990.56,0.0,37.928,5191.676,8.66,-4999.54,2500.0,4999.54,0.0,2.0,21650.0,16.716,-4998.737,1250.0,4998.737,0.0,3.999,20894.992,14.62,-4997.3,625.0,4997.3,0.0,7.996,9137.5,13.35,-4998.0,833.333,4998.0,0.0,5.998,11125.0
2019-12-31,39.784,-4990.56,131.579,4990.56,0.0,37.928,5234.698,9.15,-4999.54,2500.0,4999.54,0.0,2.0,22874.999,16.083,-4998.737,1250.0,4998.737,0.0,3.999,20103.352,14.54,-4997.3,625.0,4997.3,0.0,7.996,9087.5,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2020-01-02,39.303,-4990.56,131.579,4990.56,0.0,37.928,5171.431,9.09,-4999.54,2500.0,4999.54,0.0,2.0,22725.0,16.561,-4998.737,1250.0,4998.737,0.0,3.999,20701.12,14.69,-4997.3,625.0,4997.3,0.0,7.996,9181.25,13.43,-4998.0,833.333,4998.0,0.0,5.998,11191.667
2020-01-03,38.88,-4990.56,131.579,4990.56,0.0,37.928,5115.756,9.02,-4999.54,2500.0,4999.54,0.0,2.0,22550.001,16.165,-4998.737,1250.0,4998.737,0.0,3.999,20205.672,14.61,-4997.3,625.0,4997.3,0.0,7.996,9131.25,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2020-01-06,38.678,-4990.56,131.579,4990.56,0.0,37.928,5089.184,8.94,-4999.54,2500.0,4999.54,0.0,2.0,22349.999,16.001,-4998.737,1250.0,4998.737,0.0,3.999,20001.03,14.49,-4997.3,625.0,4997.3,0.0,7.996,9056.25,13.65,-4998.0,833.333,4998.0,0.0,5.998,11375.0
2020-01-07,38.649,-4990.56,131.579,4990.56,0.0,37.928,5085.388,8.61,-4999.54,2500.0,4999.54,0.0,2.0,21524.999,15.768,-4998.737,1250.0,4998.737,0.0,3.999,19710.224,14.45,-4997.3,625.0,4997.3,0.0,7.996,9031.25,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2020-01-08,38.399,-4990.56,131.579,4990.56,0.0,37.928,5052.489,7.95,-4999.54,2500.0,4999.54,0.0,2.0,19875.0,15.57,-4998.737,1250.0,4998.737,0.0,3.999,19462.5,14.42,-4997.3,625.0,4997.3,0.0,7.996,9012.5,13.46,-4998.0,833.333,4998.0,0.0,5.998,11216.667
2020-01-09,38.457,-4990.56,131.579,4990.56,0.0,37.928,5060.081,7.54,-4999.54,2500.0,4999.54,0.0,2.0,18850.0,15.742,-4998.737,1250.0,4998.737,0.0,3.999,19677.913,14.63,-4997.3,625.0,4997.3,0.0,7.996,9143.75,13.25,-4998.0,833.333,4998.0,0.0,5.998,11041.667
2020-01-10,38.293,-4990.56,131.579,4990.56,0.0,37.928,5038.571,7.78,-4999.54,2500.0,4999.54,0.0,2.0,19450.001,15.699,-4998.737,1250.0,4998.737,0.0,3.999,19624.059,14.8,-4997.3,625.0,4997.3,0.0,7.996,9250.0,13.52,-4998.0,833.333,4998.0,0.0,5.998,11266.667
2020-01-13,38.678,-4990.56,131.579,4990.56,0.0,37.928,5089.184,9.34,-4999.54,2500.0,4999.54,0.0,2.0,23350.0,16.044,-4998.737,1250.0,4998.737,0.0,3.999,20054.884,14.94,-4997.3,625.0,4997.3,0.0,7.996,9337.5,13.48,-4998.0,833.333,4998.0,0.0,5.998,11233.333
2020-01-14,39.236,-4990.56,131.579,4990.56,0.0,37.928,5162.573,9.09,-4999.54,2500.0,4999.54,0.0,2.0,22725.0,20.964,-4998.737,1250.0,4998.737,0.0,3.999,26204.906,14.88,-4997.3,625.0,4997.3,0.0,7.996,9300.0,13.58,-4998.0,833.333,4998.0,0.0,5.998,11316.667
2020-01-15,39.361,-4990.56,131.579,4990.56,0.0,37.928,5179.023,9.1,-4999.54,2500.0,4999.54,0.0,2.0,22750.001,21.49,-4998.737,1250.0,4998.737,0.0,3.999,26861.913,14.69,-4997.3,625.0,4997.3,0.0,7.996,9181.25,13.66,-4998.0,833.333,4998.0,0.0,5.998,11383.333
2020-01-16,39.543,-4990.56,131.579,4990.56,0.0,37.928,5203.064,9.82,-4999.54,2500.0,4999.54,0.0,2.0,24549.999,21.451,-4998.737,1250.0,4998.737,0.0,3.999,26813.445,14.84,-4997.3,625.0,4997.3,0.0,7.996,9275.0,13.75,-4998.0,833.333,4998.0,0.0,5.998,11458.333
2020-01-17,39.447,-4990.56,131.579,4990.56,0.0,37.928,5190.411,10.03,-4999.54,2500.0,4999.54,0.0,2.0,25074.999,20.938,-4998.737,1250.0,4998.737,0.0,3.999,26172.593,14.98,-4997.3,625.0,4997.3,0.0,7.996,9362.5,13.77,-4998.0,833.333,4998.0,0.0,5.998,11475.0
2020-01-21,38.591,-4990.56,131.579,4990.56,0.0,37.928,5077.796,12.33,-4999.54,2500.0,4999.54,0.0,2.0,30825.0,19.827,-4998.737,1250.0,4998.737,0.0,3.999,24783.185,15.31,-4997.3,625.0,4997.3,0.0,7.996,9568.75,13.52,-4998.0,833.333,4998.0,0.0,5.998,11266.667
