date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-01-28,37.737,-4990.56,131.579,4990.56,0.0,37.928,4965.437,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.161,-4998.737,1250.0,4998.737,0.0,3.999,6451.598,8.1,-4997.3,625.0,4997.3,0.0,7.996,5062.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-29,37.931,-4990.56,131.579,4990.56,0.0,37.928,4990.9,2.74,-4999.54,2500.0,4999.54,0.0,2.0,6850.0,5.394,-4998.737,1250.0,4998.737,0.0,3.999,6742.405,8.08,-4997.3,625.0,4997.3,0.0,7.996,5050.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-30,38.557,-4990.56,131.579,4990.56,0.0,37.928,5073.355,2.85,-4999.54,2500.0,4999.54,0.0,2.0,7125.0,5.558,-4998.737,1250.0,4998.737,0.0,3.999,6947.046,8.43,-4997.3,625.0,4997.3,0.0,7.996,5268.75,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-31,39.359,-4990.56,131.579,4990.56,0.0,37.928,5178.847,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.687,-4998.737,1250.0,4998.737,0.0,3.999,7108.606,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-01,39.58,-4990.56,131.579,4990.56,0.0,37.928,5207.949,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,5.764,-4998.737,1250.0,4998.737,0.0,3.999,7205.541,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-04,39.553,-4990.56,131.579,4990.56,0.0,37.928,5204.311,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,6.238,-4998.737,1250.0,4998.737,0.0,3.999,7797.925,8.66,-4997.3,625.0,4997.3,0.0,7.996,5412.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-05,39.986,-4990.56,131.579,4990.56,0.0,37.928,5261.301,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.255,-4998.737,1250.0,4998.737,0.0,3.999,9068.857,8.69,-4997.3,625.0,4997.3,0.0,7.996,5431.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-06,40.06,-4990.56,131.579,4990.56,0.0,37.928,5271.003,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,8.487,-4998.737,1250.0,4998.737,0.0,3.999,10609.056,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-07,39.35,-4990.56,131.579,4990.56,0.0,37.928,5177.635,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,8.5,-4997.3,625.0,4997.3,0.0,7.996,5312.5,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-08,37.728,-4990.56,131.579,4990.56,0.0,37.928,4964.224,2.82,-4999.54,2500.0,4999.54,0.0,2.0,7050.0,7.29,-4998.737,1250.0,4998.737,0.0,3.999,9111.94,8.56,-4997.3,625.0,4997.3,0.0,7.996,5350.0,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-11,37.774,-4990.56,131.579,4990.56,0.0,37.928,4970.287,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,7.453,-4998.737,1250.0,4998.737,0.0,3.999,9316.581,8.48,-4997.3,625.0,4997.3,0.0,7.996,5300.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-12,37.304,-4990.56,131.579,4990.56,0.0,37.928,4908.446,2.82,-4999.54,2500.0,4999.54,0.0,2.0,7050.0,7.238,-4998.737,1250.0,4998.737,0.0,3.999,9047.316,8.65,-4997.3,625.0,4997.3,0.0,7.996,5406.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-13,37.479,-4990.56,131.579,4990.56,0.0,37.928,4931.485,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,9.25,-4997.3,625.0,4997.3,0.0,7.996,5781.25,8.68,-4998.0,833.333,4998.0,0.0,5.998,7233.334
2019-02-14,37.553,-4990.56,131.579,4990.56,0.0,37.928,4941.185,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.583,-4998.737,1250.0,4998.737,0.0,3.999,9478.141,9.2,-4997.3,625.0,4997.3,0.0,7.996,5750.0,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-15,37.691,-4990.56,131.579,4990.56,0.0,37.928,4959.374,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,7.462,-4998.737,1250.0,4998.737,0.0,3.999,9327.352,9.39,-4997.3,625.0,4997.3,0.0,7.996,5868.75,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-19,37.535,-4990.56,131.579,4990.56,0.0,37.928,4938.761,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,9.45,-4997.3,625.0,4997.3,0.0,7.996,5906.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-20,37.295,-4990.56,131.579,4990.56,0.0,37.928,4907.234,2.77,-4999.54,2500.0,4999.54,0.0,2.0,6925.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,9.0,-4997.3,625.0,4997.3,0.0,7.996,5625.0,8.7,-4998.0,833.333,4998.0,0.0,5.998,7250.0
2019-02-21,36.567,-4990.56,131.579,4990.56,0.0,37.928,4811.442,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481,8.72,-4997.3,625.0,4997.3,0.0,7.996,5450.0,8.8,-4998.0,833.333,4998.0,0.0,5.998,7333.333
2019-02-22,37.267,-4990.56,131.579,4990.56,0.0,37.928,4903.596,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,7.333,-4998.737,1250.0,4998.737,0.0,3.999,9165.793,8.85,-4997.3,625.0,4997.3,0.0,7.996,5531.25,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-25,37.599,-4990.56,131.579,4990.56,0.0,37.928,4947.248,2.83,-4999.54,2500.0,4999.54,0.0,2.0,7075.0,7.014,-4998.737,1250.0,4998.737,0.0,3.999,8767.281,8.9,-4997.3,625.0,4997.3,0.0,7.996,5562.5,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-26,37.019,-4990.56,131.579,4990.56,0.0,37.928,4870.857,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,7.143,-4998.737,1250.0,4998.737,0.0,3.999,8928.84,8.75,-4997.3,625.0,4997.3,0.0,7.996,5468.75,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-27,36.705,-4990.56,131.579,4990.56,0.0,37.928,4829.63,2.73,-4999.54,2500.0,4999.54,0.0,2.0,6825.0,6.85,-4998.737,1250.0,4998.737,0.0,3.999,8562.638,8.77,-4997.3,625.0,4997.3,0.0,7.996,5481.25,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-28,36.244,-4990.56,131.579,4990.56,0.0,37.928,4769.002,2.66,-4999.54,2500.0,4999.54,0.0,2.0,6650.0,6.833,-4998.737,1250.0,4998.737,0.0,3.999,8541.097,8.8,-4997.3,625.0,4997.3,0.0,7.996,5500.0,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-01,35.977,-4990.56,131.579,4990.56,0.0,37.928,4733.838,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,8.048,-4998.737,1250.0,4998.737,0.0,3.999,10059.754,8.9,-4997.3,625.0,4997.3,0.0,7.996,5562.5,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
