date,HSBC_adj_close,HSBC_cashflow,HSBC_cml_units,HSBC_cml_cost,HSBC_gain_loss,HSBC_avg_price,HSBC_mktvalue,ENIA_adj_close,ENIA_cashflow,ENIA_cml_units,ENIA_cml_cost,ENIA_gain_loss,ENIA_avg_price,ENIA_mktvalue,BIT_adj_close,BIT_cashflow,BIT_cml_units,BIT_cml_cost,BIT_gain_loss,BIT_avg_price,BIT_mktvalue,DSL_adj_close,DSL_cashflow,DSL_cml_units,DSL_cml_cost,DSL_gain_loss,DSL_avg_price,DSL_mktvalue,PCI_adj_close,PCI_cashflow,PCI_cml_units,PCI_cml_cost,PCI_gain_loss,PCI_avg_price,PCI_mktvalue,BHK_adj_close,BHK_cashflow,BHK_cml_units,BHK_cml_cost,BHK_gain_loss,BHK_avg_price,BHK_mktvalue,TENX_adj_close,TENX_cashflow,TENX_cml_units,TENX_cml_cost,TENX_gain_loss,TENX_avg_price,TENX_mktvalue,CHNR_adj_close,CHNR_cashflow,CHNR_cml_units,CHNR_cml_cost,CHNR_gain_loss,CHNR_avg_price,CHNR_mktvalue,CTHR_adj_close,CTHR_cashflow,CTHR_cml_units,CTHR_cml_cost,CTHR_gain_loss,CTHR_avg_price,CTHR_mktvalue,SEEL_adj_close,SEEL_cashflow,SEEL_cml_units,SEEL_cml_cost,SEEL_gain_loss,SEEL_avg_price,SEEL_mktvalue,ARMP_adj_close,ARMP_cashflow,ARMP_cml_units,ARMP_cml_cost,ARMP_gain_loss,ARMP_avg_price,ARMP_mktvalue,ACUR_adj_close,ACUR_cashflow,ACUR_cml_units,ACUR_cml_cost,ACUR_gain_loss,ACUR_avg_price,ACUR_mktvalue,CHGI_adj_close,CHGI_cashflow,CHGI_cml_units,CHGI_cml_cost,CHGI_gain_loss,CHGI_avg_price,CHGI_mktvalue,CICN_adj_close,CICN_cashflow,CICN_cml_units,CICN_cml_cost,CICN_gain_loss,CICN_avg_price,CICN_mktvalue,DLYT_adj_close,DLYT_cashflow,DLYT_cml_units,DLYT_cml_cost,DLYT_gain_loss,DLYT_avg_price,DLYT_mktvalue,GLAE_adj_close,GLAE_cashflow,GLAE_cml_units,GLAE_cml_cost,GLAE_gain_loss,GLAE_avg_price,GLAE_mktvalue,IMUN_adj_close,IMUN_cashflow,IMUN_cml_units,IMUN_cml_cost,IMUN_gain_loss,IMUN_avg_price,IMUN_mktvalue,KALO_adj_close,KALO_cashflow,KALO_cml_units,KALO_cml_cost,KALO_gain_loss,KALO_avg_price,KALO_mktvalue,QTXB_adj_close,QTXB_cashflow,QTXB_cml_units,QTXB_cml_cost,QTXB_gain_loss,QTXB_avg_price,QTXB_mktvalue
2020-02-13,35.734,-486.33,118.027,4476.78,190.4,37.93,4217.633,8.559,-222.83,487.912,4727.87,216.92,9.69,4176.151,14.266,76.86,331.139,5371.08,-287.96,16.22,4723.921,17.576,33.7,255.904,5051.55,-33.15,19.74,4497.705,21.06,469.62,219.303,5502.32,-23.98,25.09,4618.543,13.738,588.66,375.995,5500.8,38.2,14.63,5165.364,1.18,416.455,4112.543,5213.06,191.431,1.268,4852.801,1.26,1241.05,2888.731,5806.35,434.7,2.01,3640.09,0.99,3010.21,6003.326,8464.69,-170.431,1.41,5943.293,0.822,-4410.1,751.153,638.48,6.94,0.85,617.373,4.21,-271.744,1966.492,6381.66,-1303.724,3.245,8278.932,0.33,4999.92,56121.999,15714.16,-4642.82,0.28,18520.261,0.021,-1666.68,249999.0,4999.98,1666.66,0.02,5249.979,0.013,3048.779,1570583.73,10365.853,731.707,0.007,20417.589,0.35,-4937.5,52.5,26.25,36.25,0.5,18.372,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,7.0,1666.0,1425.783,8554.7,-555.5,6.0,9980.483,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,12814.639
2020-02-14,35.482,-486.33,118.027,4476.78,190.4,37.93,4187.831,8.614,-222.83,487.912,4727.87,216.92,9.69,4202.979,14.317,76.86,331.139,5371.08,-287.96,16.22,4740.903,17.525,33.7,255.904,5051.55,-33.15,19.74,4484.644,21.06,469.62,219.303,5502.32,-23.98,25.09,4618.543,13.874,588.66,375.995,5500.8,38.2,14.63,5216.608,1.2,416.455,4112.543,5213.06,191.431,1.268,4935.463,1.205,1241.05,2888.731,5806.35,434.7,2.01,3480.921,0.95,3010.21,6003.326,8464.69,-170.431,1.41,5701.359,0.93,-4410.1,751.153,638.48,6.94,0.85,698.873,4.2,-271.744,1966.492,6381.66,-1303.724,3.245,8259.267,0.33,4999.92,56121.999,15714.16,-4642.82,0.28,18520.261,0.021,-1666.68,249999.0,4999.98,1666.66,0.02,5249.979,0.008,3048.779,1570583.73,10365.853,731.707,0.007,12250.553,0.35,-4937.5,52.5,26.25,36.25,0.5,18.372,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.4,1666.0,1425.783,8554.7,-555.5,6.0,9125.013,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-18,33.499,-486.33,118.027,4476.78,190.4,37.93,3953.824,8.504,-222.83,487.912,4727.87,216.92,9.69,4149.323,14.334,76.86,331.139,5371.08,-287.96,16.22,4746.564,17.482,33.7,255.904,5051.55,-33.15,19.74,4473.759,21.052,469.62,219.303,5502.32,-23.98,25.09,4616.718,13.974,588.66,375.995,5500.8,38.2,14.63,5254.186,1.27,416.455,4112.543,5213.06,191.431,1.268,5223.341,1.21,1241.05,2888.731,5806.35,434.7,2.01,3495.365,0.923,3010.21,6003.326,8464.69,-170.431,1.41,5541.671,1.14,-4410.1,751.153,638.48,6.94,0.85,856.314,4.33,-271.744,1966.492,6381.66,-1303.724,3.245,8514.911,0.28,4999.92,56121.999,15714.16,-4642.82,0.28,15714.16,0.021,-1666.68,249999.0,4999.98,1666.66,0.02,5249.979,0.011,3048.779,1570583.73,10365.853,731.707,0.007,17276.421,0.35,-4937.5,52.5,26.25,36.25,0.5,18.37,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.75,1666.0,1425.783,8554.7,-555.5,6.0,9624.037,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-19,33.883,-486.33,118.027,4476.78,190.4,37.93,3999.08,8.513,-222.83,487.912,4727.87,216.92,9.69,4153.795,14.368,76.86,331.139,5371.08,-287.96,16.22,4757.886,17.567,33.7,255.904,5051.55,-33.15,19.74,4495.528,21.118,469.62,219.303,5502.32,-23.98,25.09,4631.315,14.065,588.66,375.995,5500.8,38.2,14.63,5288.349,1.278,416.455,4112.543,5213.06,191.431,1.268,5255.008,1.17,1241.05,2888.731,5806.35,434.7,2.01,3379.816,0.927,3010.21,6003.326,8464.69,-170.431,1.41,5565.084,1.07,-4410.1,751.153,638.48,6.94,0.85,803.734,4.38,-271.744,1966.492,6381.66,-1303.724,3.245,8613.236,0.3,4999.92,56121.999,15714.16,-4642.82,0.28,16836.601,0.021,-1666.68,249999.0,4999.98,1666.66,0.02,5249.979,0.011,3048.779,1570583.73,10365.853,731.707,0.007,17276.421,0.35,-4937.5,52.5,26.25,36.25,0.5,18.37,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.2,1666.0,1425.783,8554.7,-555.5,6.0,8839.856,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-20,33.827,-486.33,118.027,4476.78,190.4,37.93,3992.457,8.394,-222.83,487.912,4727.87,216.92,9.69,4095.669,14.351,76.86,331.139,5371.08,-287.96,16.22,4752.226,17.423,33.7,255.904,5051.55,-33.15,19.74,4458.519,21.21,469.62,219.303,5502.32,-23.98,25.09,4651.389,14.074,588.66,375.995,5500.8,38.2,14.63,5291.766,1.285,416.455,4112.543,5213.06,191.431,1.268,5284.618,1.23,1241.05,2888.731,5806.35,434.7,2.01,3553.14,0.925,3010.21,6003.326,8464.69,-170.431,1.41,5553.077,1.05,-4410.1,751.153,638.48,6.94,0.85,788.711,4.45,-271.744,1966.492,6381.66,-1303.724,3.245,8750.89,0.3,4999.92,56121.999,15714.16,-4642.82,0.28,16836.601,0.021,-1666.68,249999.0,4999.98,1666.66,0.02,5274.979,0.013,3048.779,1570583.73,10365.853,731.707,0.007,19632.297,0.2,-4937.5,52.5,26.25,36.25,0.5,10.5,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.4,1666.0,1425.783,8554.7,-555.5,6.0,9125.013,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-21,34.098,-486.33,118.027,4476.78,190.4,37.93,4024.468,8.394,-222.83,487.912,4727.87,216.92,9.69,4095.669,14.317,76.86,331.139,5371.08,-287.96,16.22,4740.903,17.201,33.7,255.904,5051.55,-33.15,19.74,4401.917,21.168,469.62,219.303,5502.32,-23.98,25.09,4642.265,14.11,588.66,375.995,5500.8,38.2,14.63,5305.43,1.21,416.455,4112.543,5213.06,191.431,1.268,4976.178,1.14,1241.05,2888.731,5806.35,434.7,2.01,3293.154,0.915,3010.21,6003.326,8464.69,-170.431,1.41,5493.644,1.05,-4410.1,751.153,638.48,6.94,0.85,788.711,4.13,-271.744,1966.492,6381.66,-1303.724,3.245,8121.613,0.325,4999.92,56121.999,15714.16,-4642.82,0.28,18239.649,0.038,-1666.68,249999.0,4999.98,1666.66,0.02,9449.962,0.013,3048.779,1570583.73,10365.853,731.707,0.007,20119.178,0.2,-4937.5,52.5,26.25,36.25,0.5,10.5,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.0,1666.0,1425.783,8554.7,-555.5,6.0,8554.7,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-24,33.2,-486.33,118.027,4476.78,190.4,37.93,3918.503,8.275,-222.83,487.912,4727.87,216.92,9.69,4037.542,14.061,76.86,331.139,5371.08,-287.96,16.22,4655.992,16.895,33.7,255.904,5051.55,-33.15,19.74,4323.544,20.686,469.62,219.303,5502.32,-23.98,25.09,4536.427,14.256,588.66,375.995,5500.8,38.2,14.63,5360.089,1.22,416.455,4112.543,5213.06,191.431,1.268,5017.303,1.117,1241.05,2888.731,5806.35,434.7,2.01,3228.157,0.91,3010.21,6003.326,8464.69,-170.431,1.41,5463.027,1.01,-4410.1,751.153,638.48,6.94,0.85,758.664,3.78,-271.744,1966.492,6381.66,-1303.724,3.245,7433.34,0.335,4999.92,56121.999,15714.16,-4642.82,0.28,18800.87,0.034,-1666.68,249999.0,4999.98,1666.66,0.02,8499.966,0.013,3048.779,1570583.73,10365.853,731.707,0.007,20417.589,0.2,-4937.5,52.5,26.25,36.25,0.5,10.5,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.8,1666.0,1425.783,8554.7,-555.5,6.0,9695.327,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-25,32.564,-486.33,118.027,4476.78,190.4,37.93,3843.444,8.174,-222.83,487.912,4727.87,216.92,9.69,3988.358,13.608,76.86,331.139,5371.08,-287.96,16.22,4505.981,16.87,33.7,255.904,5051.55,-33.15,19.74,4317.014,20.103,469.62,219.303,5502.32,-23.98,25.09,4408.692,13.974,588.66,375.995,5500.8,38.2,14.63,5254.186,1.22,416.455,4112.543,5213.06,191.431,1.268,5018.536,1.173,1241.05,2888.731,5806.35,434.7,2.01,3387.904,0.852,3010.21,6003.326,8464.69,-170.431,1.41,5116.035,0.94,-4410.1,751.153,638.48,6.94,0.85,706.084,3.87,-271.744,1966.492,6381.66,-1303.724,3.245,7610.324,0.325,4999.92,56121.999,15714.16,-4642.82,0.28,18239.649,0.032,-1666.68,249999.0,4999.98,1666.66,0.02,8049.968,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14292.313,0.187,-4937.5,52.5,26.25,36.25,0.5,9.823,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.5,1666.0,1425.783,8554.7,-555.5,6.0,9267.591,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.003,3260.866,3661325.319,13913.036,-869.564,0.004,10251.711
2020-02-26,33.359,-486.33,118.027,4476.78,190.4,37.93,3937.267,7.991,-222.83,487.912,4727.87,216.92,9.69,3898.934,13.907,76.86,331.139,5371.08,-287.96,16.22,4605.045,16.972,33.7,255.904,5051.55,-33.15,19.74,4343.137,20.494,469.62,219.303,5502.32,-23.98,25.09,4494.457,13.747,588.66,375.995,5500.8,38.2,14.63,5168.78,1.15,416.455,4112.543,5213.06,191.431,1.268,4729.425,1.222,1241.05,2888.731,5806.35,434.7,2.01,3531.474,0.85,3010.21,6003.326,8464.69,-170.431,1.41,5102.828,0.869,-4410.1,751.153,638.48,6.94,0.85,652.527,3.8,-271.744,1966.492,6381.66,-1303.724,3.245,7472.67,0.3,4999.92,56121.999,15714.16,-4642.82,0.28,16836.601,0.022,-1666.68,249999.0,4999.98,1666.66,0.02,5549.978,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14292.313,0.187,-4937.5,52.5,26.25,36.25,0.5,9.823,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.9,1666.0,1425.783,8554.7,-555.5,6.0,9837.905,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-02-27,32.588,-486.33,118.027,4476.78,190.4,37.93,3846.285,7.808,-222.83,487.912,4727.87,216.92,9.69,3809.509,13.582,76.86,331.139,5371.08,-287.96,16.22,4497.49,16.198,33.7,255.904,5051.55,-33.15,19.74,4145.031,19.928,469.62,219.303,5502.32,-23.98,25.09,4370.371,13.747,588.66,375.995,5500.8,38.2,14.63,5168.78,1.12,416.455,4112.543,5213.06,191.431,1.268,4606.049,1.03,1241.05,2888.731,5806.35,434.7,2.01,2975.682,0.848,3010.21,6003.326,8464.69,-170.431,1.41,5088.6,0.84,-4410.1,751.153,638.48,6.94,0.85,630.968,3.69,-271.744,1966.492,6381.66,-1303.724,3.245,7256.356,0.28,4999.92,56121.999,15714.16,-4642.82,0.28,15714.16,0.032,-1666.68,249999.0,4999.98,1666.66,0.02,7974.968,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.187,-4937.5,52.5,26.25,36.25,0.5,9.823,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.9,1666.0,1425.783,8554.7,-555.5,6.0,9837.905,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-02-28,32.347,-486.33,118.027,4476.78,190.4,37.93,3817.853,7.881,-222.83,487.912,4727.87,216.92,9.69,3845.278,13.283,76.86,331.139,5371.08,-287.96,16.22,4398.426,15.866,33.7,255.904,5051.55,-33.15,19.74,4060.125,19.554,469.62,219.303,5502.32,-23.98,25.09,4288.256,13.493,588.66,375.995,5500.8,38.2,14.63,5073.126,1.18,416.455,4112.543,5213.06,191.431,1.268,4851.567,0.95,1241.05,2888.731,5806.35,434.7,2.01,2743.139,0.87,3010.21,6003.326,8464.69,-170.431,1.41,5222.894,0.877,-4410.1,751.153,638.48,6.94,0.85,658.761,3.82,-271.744,1966.492,6381.66,-1303.724,3.245,7512.0,0.28,4999.92,56121.999,15714.16,-4642.82,0.28,15714.16,0.025,-1666.68,249999.0,4999.98,1666.66,0.02,6374.974,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.147,-4937.5,52.5,26.25,36.25,0.5,7.723,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.7,1666.0,1425.783,8554.7,-555.5,6.0,9552.748,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-03-02,32.54,-486.33,118.027,4476.78,190.4,37.93,3840.599,8.394,-222.83,487.912,4727.87,216.92,9.69,4095.669,13.411,76.86,331.139,5371.08,-287.96,16.22,4440.881,16.444,33.7,255.904,5051.55,-33.15,19.74,4208.162,20.569,469.62,219.303,5502.32,-23.98,25.09,4510.88,14.247,588.66,375.995,5500.8,38.2,14.63,5356.673,1.151,416.455,4112.543,5213.06,191.431,1.268,4733.126,0.882,1241.05,2888.731,5806.35,434.7,2.01,2548.728,0.858,3010.21,6003.326,8464.69,-170.431,1.41,5147.853,0.865,-4410.1,751.153,638.48,6.94,0.85,649.822,4.01,-271.744,1966.492,6381.66,-1303.724,3.245,7885.634,0.28,4999.92,56121.999,15714.16,-4642.82,0.28,15714.16,0.024,-1666.68,249999.0,4999.98,1666.66,0.02,5999.976,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.147,-4937.5,52.5,26.25,36.25,0.5,7.723,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,7.0,1666.0,1425.783,8554.7,-555.5,6.0,9980.483,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-03-03,31.384,-486.33,118.027,4476.78,190.4,37.93,3704.125,8.367,-222.83,487.912,4727.87,216.92,9.69,4082.255,13.531,76.86,331.139,5371.08,-287.96,16.22,4480.508,16.64,33.7,255.904,5051.55,-33.15,19.74,4258.234,20.594,469.62,219.303,5502.32,-23.98,25.09,4516.354,14.174,588.66,375.995,5500.8,38.2,14.63,5329.344,1.116,416.455,4112.543,5213.06,191.431,1.268,4589.599,0.906,1241.05,2888.731,5806.35,434.7,2.01,2617.191,0.864,3010.21,6003.326,8464.69,-170.431,1.41,5188.075,0.878,-4410.1,751.153,638.48,6.94,0.85,659.828,3.87,-271.744,1966.492,6381.66,-1303.724,3.245,7610.324,0.325,4999.92,56121.999,15714.16,-4642.82,0.28,18234.038,0.025,-1666.68,249999.0,4999.98,1666.66,0.02,6369.975,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.1,-4937.5,52.5,26.25,36.25,0.5,5.25,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,7.0,1666.0,1425.783,8554.7,-555.5,6.0,9980.483,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-03-04,32.02,-486.33,118.027,4476.78,190.4,37.93,3779.186,8.44,-222.83,487.912,4727.87,216.92,9.69,4118.025,13.821,76.86,331.139,5371.08,-287.96,16.22,4576.741,16.887,33.7,255.904,5051.55,-33.15,19.74,4321.368,21.035,469.62,219.303,5502.32,-23.98,25.09,4613.069,14.119,588.66,375.995,5500.8,38.2,14.63,5308.846,1.144,416.455,4112.543,5213.06,191.431,1.268,4703.104,0.912,1241.05,2888.731,5806.35,434.7,2.01,2633.656,0.832,3010.21,6003.326,8464.69,-170.431,1.41,4994.167,0.845,-4410.1,751.153,638.48,6.94,0.85,635.1,3.87,-271.744,1966.492,6381.66,-1303.724,3.245,7610.324,0.325,4999.92,56121.999,15714.16,-4642.82,0.28,18234.038,0.024,-1666.68,249999.0,4999.98,1666.66,0.02,5999.976,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,7.1,1666.0,1425.783,8554.7,-555.5,6.0,10123.061,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-03-05,31.538,-486.33,118.027,4476.78,190.4,37.93,3722.321,8.248,-222.83,487.912,4727.87,216.92,9.69,4024.128,13.642,76.86,331.139,5371.08,-287.96,16.22,4517.303,16.419,33.7,255.904,5051.55,-33.15,19.74,4201.632,20.353,469.62,219.303,5502.32,-23.98,25.09,4463.436,14.056,588.66,375.995,5500.8,38.2,14.63,5284.932,1.11,416.455,4112.543,5213.06,191.431,1.268,4564.923,0.811,1241.05,2888.731,5806.35,434.7,2.01,2343.339,0.825,3010.21,6003.326,8464.69,-170.431,1.41,4952.744,0.918,-4410.1,751.153,638.48,6.94,0.85,689.258,3.76,-271.744,1966.492,6381.66,-1303.724,3.245,7394.01,0.325,4999.92,56121.999,15714.16,-4642.82,0.28,18234.038,0.024,-1666.68,249999.0,4999.98,1666.66,0.02,5949.976,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.6,1666.0,1425.783,8554.7,-555.5,6.0,9410.17,0.014,-4437.501,1427466.833,3854.161,-1729.164,0.003,19998.81,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-03-06,31.085,-486.33,118.027,4476.78,190.4,37.93,3668.869,8.147,-222.83,487.912,4727.87,216.92,9.69,3974.944,13.411,76.86,331.139,5371.08,-287.96,16.22,4440.881,16.342,33.7,255.904,5051.55,-33.15,19.74,4182.04,20.586,469.62,219.303,5502.32,-23.98,25.09,4514.53,13.956,588.66,375.995,5500.8,38.2,14.63,5247.354,1.11,416.455,4112.543,5213.06,191.431,1.268,4564.923,0.626,1241.05,2888.731,5806.35,434.7,2.01,1807.219,0.821,3010.21,6003.326,8464.69,-170.431,1.41,4926.93,0.964,-4410.1,751.153,638.48,6.94,0.85,723.886,3.71,-271.744,1966.492,6381.66,-1303.724,3.245,7295.686,0.28,4999.92,56121.999,15714.16,-4642.82,0.28,15714.16,0.03,-1666.68,249999.0,4999.98,1666.66,0.02,7499.97,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.4,1666.0,1425.783,8554.7,-555.5,6.0,9125.013,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.004,3260.866,3661325.319,13913.036,-869.564,0.004,14279.168
2020-03-09,29.341,-486.33,118.027,4476.78,190.4,37.93,3463.021,7.606,-222.83,487.912,4727.87,216.92,9.69,3711.141,12.727,76.86,331.139,5371.08,-287.96,16.22,4214.452,15.041,33.7,255.904,5051.55,-33.15,19.74,3848.956,19.063,469.62,219.303,5502.32,-23.98,25.09,4180.593,13.72,588.66,375.995,5500.8,38.2,14.63,5158.532,1.039,416.455,4112.543,5213.06,191.431,1.268,4274.166,0.69,1241.05,2888.731,5806.35,434.7,2.01,1992.069,0.785,3010.21,6003.326,8464.69,-170.431,1.41,4712.611,0.868,-4410.1,751.153,638.48,6.94,0.85,651.926,3.67,-271.744,1966.492,6381.66,-1303.724,3.245,7217.026,0.25,4999.92,56121.999,15714.16,-4642.82,0.28,14036.111,0.025,-1666.68,249999.0,4999.98,1666.66,0.02,6242.475,0.008,3048.779,1570583.73,10365.853,731.707,0.007,12564.67,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.6,1666.0,1425.783,8554.7,-555.5,6.0,9410.17,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.005,3260.866,3661325.319,13913.036,-869.564,0.004,16878.71
2020-03-10,30.516,-486.33,118.027,4476.78,190.4,37.93,3601.769,7.725,-222.83,487.912,4727.87,216.92,9.69,3769.267,12.727,76.86,331.139,5371.08,-287.96,16.22,4214.452,14.717,33.7,255.904,5051.55,-33.15,19.74,3766.229,19.496,469.62,219.303,5502.32,-23.98,25.09,4275.483,13.456,588.66,375.995,5500.8,38.2,14.63,5059.461,1.04,416.455,4112.543,5213.06,191.431,1.268,4277.045,0.69,1241.05,2888.731,5806.35,434.7,2.01,1993.225,0.78,3010.21,6003.326,8464.69,-170.431,1.41,4682.594,0.86,-4410.1,751.153,638.48,6.94,0.85,645.992,3.73,-271.744,1966.492,6381.66,-1303.724,3.245,7335.016,0.4,4999.92,56121.999,15714.16,-4642.82,0.28,22448.8,0.025,-1666.68,249999.0,4999.98,1666.66,0.02,6242.475,0.008,3048.779,1570583.73,10365.853,731.707,0.007,12564.67,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.8,1666.0,1425.783,8554.7,-555.5,6.0,9695.327,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.005,3260.866,3661325.319,13913.036,-869.564,0.004,16878.71
2020-03-11,29.784,-486.33,118.027,4476.78,190.4,37.93,3515.336,7.203,-222.83,487.912,4727.87,216.92,9.69,3514.406,12.197,76.86,331.139,5371.08,-287.96,16.22,4038.967,13.979,33.7,255.904,5051.55,-33.15,19.74,3577.369,18.569,469.62,219.303,5502.32,-23.98,25.09,4072.15,12.966,588.66,375.995,5500.8,38.2,14.63,4874.983,1.04,416.455,4112.543,5213.06,191.431,1.268,4277.456,0.675,1241.05,2888.731,5806.35,434.7,2.01,1949.894,0.755,3010.21,6003.326,8464.69,-170.431,1.41,4534.312,0.78,-4410.1,751.153,638.48,6.94,0.85,585.899,3.62,-271.744,1966.492,6381.66,-1303.724,3.245,7118.701,0.34,4999.92,56121.999,15714.16,-4642.82,0.28,19081.48,0.029,-1666.68,249999.0,4999.98,1666.66,0.02,7249.971,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.38,1666.0,1425.783,8554.7,-555.5,6.0,9096.498,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.005,3260.866,3661325.319,13913.036,-869.564,0.004,16878.71
2020-03-12,27.51,-486.33,118.027,4476.78,190.4,37.93,3246.938,6.525,-222.83,487.912,4727.87,216.92,9.69,3183.533,11.035,76.86,331.139,5371.08,-287.96,16.22,3654.033,11.954,33.7,255.904,5051.55,-33.15,19.74,3059.101,16.272,469.62,219.303,5502.32,-23.98,25.09,3568.417,12.375,588.66,375.995,5500.8,38.2,14.63,4652.927,0.66,416.455,4112.543,5213.06,191.431,1.268,2714.279,0.699,1241.05,2888.731,5806.35,434.7,2.01,2018.934,0.68,3010.21,6003.326,8464.69,-170.431,1.41,4082.262,0.59,-4410.1,751.153,638.48,6.94,0.85,443.18,3.2,-271.744,1966.492,6381.66,-1303.724,3.245,6292.775,0.24,4999.92,56121.999,15714.16,-4642.82,0.28,13469.28,0.026,-1666.68,249999.0,4999.98,1666.66,0.02,6399.974,0.009,3048.779,1570583.73,10365.853,731.707,0.007,14135.253,0.101,-4937.5,52.5,26.25,36.25,0.5,5.303,250.0,3715.0,335.162,17596.0,2075.0,52.5,83790.476,6.2,1666.0,1425.783,8554.7,-555.5,6.0,8839.856,0.011,-4437.501,1427466.833,3854.161,-1729.164,0.003,15131.148,0.005,3260.866,3661325.319,13913.036,-869.564,0.004,16878.71
