date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue
2020-05-15,14.179,-4996.81,182.0,4996.81,1232.14,27.455,2580.583
2020-05-18,15.31,-4996.81,182.0,4996.81,1232.14,27.455,2786.355
2020-05-19,15.977,-4996.81,182.0,4996.81,1232.14,27.455,2907.794
2020-05-20,16.607,-4996.81,182.0,4996.81,1232.14,27.455,3022.487
2020-05-21,16.987,-4996.81,182.0,4996.81,1232.14,27.455,3091.639
2020-05-22,17.45,-4996.81,182.0,4996.81,1232.14,27.455,3175.972
2020-05-26,18.377,-4996.81,182.0,4996.81,1232.14,27.455,3344.638
2020-05-27,18.59,-4996.81,182.0,4996.81,1232.14,27.455,3383.431
2020-05-28,17.96,-4996.81,182.0,4996.81,1232.14,27.455,3268.739
2020-05-29,18.183,-4996.81,182.0,4996.81,1232.14,27.455,3309.218
2020-06-01,19.091,-4996.81,182.0,4996.81,1232.14,27.455,3474.511
2020-06-02,18.961,-4996.81,182.0,4996.81,1232.14,27.455,3450.897
2020-06-03,20.305,-4996.81,182.0,4996.81,1232.14,27.455,3695.462
2020-06-04,20.601,-4996.81,182.0,4996.81,1232.14,27.455,3749.435
2020-06-05,21.306,-4996.81,182.0,4996.81,1232.14,27.455,3877.621
2020-06-08,21.157,-4996.81,182.0,4996.81,1232.14,27.455,3850.634
2020-06-09,20.388,-4996.81,182.0,4996.81,1232.14,27.455,3710.642
2020-06-10,19.6,-4996.81,182.0,4996.81,1232.14,27.455,3567.276
2020-06-11,19.007,-4996.81,182.0,4996.81,1232.14,27.455,3459.33
2020-06-12,20.657,-4996.81,182.0,4996.81,1232.14,27.455,3759.555
2020-06-15,21.157,-4996.81,182.0,4996.81,1232.14,27.455,3850.634
2020-06-16,20.731,-4996.81,182.0,4996.81,1232.14,27.455,3773.048
2020-06-17,21.222,-4996.81,182.0,4996.81,1232.14,27.455,3862.441
2020-06-18,20.944,-4996.81,182.0,4996.81,1232.14,27.455,3811.841
2020-06-19,20.833,-4996.81,182.0,4996.81,1232.14,27.455,3791.602
2020-06-22,20.194,-4996.81,182.0,4996.81,1232.14,27.455,3675.223
2020-06-23,20.444,-4996.81,182.0,4996.81,1232.14,27.455,3720.762
2020-06-24,19.536,-4996.81,182.0,4996.81,1232.14,27.455,3555.47
2020-06-25,19.517,-4996.81,182.0,4996.81,1232.14,27.455,3552.096
2020-06-26,18.562,-4996.81,182.0,4996.81,1232.14,27.455,3378.371
2020-06-29,18.815,-4996.81,182.0,4996.81,1232.14,27.455,3424.255
2020-06-30,18.993,-4996.81,182.0,4996.81,1232.14,27.455,3456.786
2020-07-01,19.473,-4996.81,182.0,4996.81,1232.14,27.455,3544.105
2020-07-02,19.624,-4996.81,182.0,4996.81,1232.14,27.455,3571.499
2020-07-06,19.022,-4996.81,182.0,4996.81,1232.14,27.455,3461.923
2020-07-07,18.805,-4996.81,182.0,4996.81,1232.14,27.455,3422.544
2020-07-08,19.003,-4996.81,182.0,4996.81,1232.14,27.455,3458.498
2020-07-09,18.617,-4996.81,182.0,4996.81,1232.14,27.455,3388.301
2020-07-10,18.777,-4996.81,182.0,4996.81,1232.14,27.455,3417.407
2020-07-13,18.579,-4996.81,182.0,4996.81,1232.14,27.455,3381.453
2020-07-14,18.514,-4996.81,182.0,4996.81,1232.14,27.455,3369.468
2020-07-15,19.934,-4996.81,182.0,4996.81,1232.14,27.455,3628.0
2020-07-16,19.812,-4996.81,182.0,4996.81,1232.14,27.455,3605.741
2020-07-17,20.273,-4996.81,182.0,4996.81,1232.14,27.455,3689.635
2020-07-20,19.878,-4996.81,182.0,4996.81,1232.14,27.455,3617.726
2020-07-21,20.197,-4996.81,182.0,4996.81,1232.14,27.455,3675.938
2020-07-22,20.941,-4996.81,182.0,4996.81,1232.14,27.455,3811.197
2020-07-23,20.32,-4996.81,182.0,4996.81,1232.14,27.455,3698.196
2020-07-24,19.784,-4996.81,182.0,4996.81,1232.14,27.455,3600.605
2020-07-27,19.539,-4996.81,182.0,4996.81,1232.14,27.455,3556.09
2020-07-28,19.483,-4996.81,182.0,4996.81,1232.14,27.455,3545.817
2020-07-29,20.15,-4996.81,182.0,4996.81,1232.14,27.455,3667.378
2020-07-30,20.376,-4996.81,182.0,4996.81,1232.14,27.455,3708.47
2020-07-31,20.423,-4996.81,182.0,4996.81,1232.14,27.455,3717.03
2020-08-03,20.696,-4996.81,182.0,4996.81,1232.14,27.455,3766.682
2020-08-04,21.355,-4996.81,182.0,4996.81,1232.14,27.455,3886.53
2020-08-05,21.035,-4996.81,182.0,4996.81,1232.14,27.455,3828.318
2020-08-06,21.355,-4996.81,182.0,4996.81,1232.14,27.455,3886.53
2020-08-07,21.524,-4996.81,182.0,4996.81,1232.14,27.455,3917.349
2020-08-10,21.759,-4996.81,182.0,4996.81,1232.14,27.455,3960.152
2020-08-11,21.891,-4996.81,182.0,4996.81,1232.14,27.455,3984.122
2020-08-12,21.957,-4996.81,182.0,4996.81,1232.14,27.455,3996.107
2020-08-13,21.656,-4996.81,182.0,4996.81,1232.14,27.455,3941.318
2020-08-14,21.571,-4996.81,182.0,4996.81,1232.14,27.455,3925.91
2020-08-17,21.816,-4996.81,182.0,4996.81,1232.14,27.455,3970.425
2020-08-18,21.618,-4996.81,182.0,4996.81,1232.14,27.455,3934.47
2020-08-19,21.74,-4996.81,182.0,4996.81,1232.14,27.455,3956.728
2020-08-20,21.74,-4996.81,182.0,4996.81,1232.14,27.455,3956.728
2020-08-21,21.185,-4996.81,182.0,4996.81,1232.14,27.455,3855.712
2020-08-24,21.627,-4996.81,182.0,4996.81,1232.14,27.455,3936.183
2020-08-25,21.543,-4996.81,182.0,4996.81,1232.14,27.455,3920.773
2020-08-26,21.43,-4996.81,182.0,4996.81,1232.14,27.455,3900.228
2020-08-27,21.768,-4996.81,182.0,4996.81,1232.14,27.455,3961.864
2020-08-28,21.618,-4996.81,182.0,4996.81,1232.14,27.455,3934.47
2020-08-31,21.016,-4996.81,182.0,4996.81,1232.14,27.455,3824.894
2020-09-01,21.985,-4996.81,182.0,4996.81,1232.14,27.455,4001.243
2020-09-02,22.192,-4996.81,182.0,4996.81,1232.14,27.455,4038.91
2020-09-03,21.562,-4996.81,182.0,4996.81,1232.14,27.455,3924.197
2020-09-04,21.524,-4996.81,182.0,4996.81,1232.14,27.455,3917.349
2020-09-08,21.9,-4996.81,182.0,4996.81,1232.14,27.455,3985.834
2020-09-09,22.361,-4996.81,182.0,4996.81,1232.14,27.455,4069.728
2020-09-10,22.342,-4996.81,182.0,4996.81,1232.14,27.455,4066.304
2020-09-11,22.634,-4996.81,182.0,4996.81,1232.14,27.455,4119.38
2020-09-14,23.34,-4996.81,182.0,4996.81,1232.14,27.455,4247.789
2020-09-15,23.913,-4996.81,182.0,4996.81,1232.14,27.455,4352.229
2020-09-16,23.612,-4996.81,182.0,4996.81,1232.14,27.455,4297.441
2020-09-17,23.02,-4996.81,182.0,4996.81,1232.14,27.455,4189.577
2020-09-18,22.399,-4996.81,182.0,4996.81,1232.14,27.455,4076.576
2020-09-21,21.646,-4996.81,182.0,4996.81,1232.14,27.455,3939.606
2020-09-22,21.881,-4996.81,182.0,4996.81,1232.14,27.455,3982.41
2020-09-23,21.458,-4996.81,182.0,4996.81,1232.14,27.455,3905.364
2020-09-24,21.665,-4996.81,182.0,4996.81,1232.14,27.455,3943.031
2020-09-25,22.164,-4996.81,182.0,4996.81,1232.14,27.455,4033.774
2020-09-28,22.756,-4996.81,182.0,4996.81,1232.14,27.455,4141.638
2020-09-29,22.308,-4996.81,182.0,4996.81,1232.14,27.455,4060.055
2020-09-30,22.289,-4996.81,182.0,4996.81,1232.14,27.455,4056.583
2020-10-01,22.623,-4996.81,182.0,4996.81,1232.14,27.455,4117.336
2020-10-02,22.947,-4996.81,182.0,4996.81,1232.14,27.455,4176.354
2020-10-05,23.128,-4996.81,182.0,4996.81,1232.14,27.455,4209.334
2020-10-06,22.747,-4996.81,182.0,4996.81,1232.14,27.455,4139.902
2020-10-07,22.623,-4996.81,182.0,4996.81,1232.14,27.455,4117.336
2020-10-08,22.909,-4996.81,182.0,4996.81,1232.14,27.455,4169.411
2020-10-09,22.546,-4996.81,182.0,4996.81,1232.14,27.455,4103.45
2020-10-12,22.766,-4996.81,182.0,4996.81,1232.14,27.455,4143.374
2020-10-13,22.613,-4996.81,182.0,4996.81,1232.14,27.455,4115.601
2020-10-14,22.585,-4996.81,182.0,4996.81,1232.14,27.455,4110.393
2020-10-15,22.833,-4996.81,182.0,4996.81,1232.14,27.455,4155.524
2020-10-16,22.585,-4996.81,182.0,4996.81,1232.14,27.455,4110.393
2020-10-19,22.079,-4996.81,182.0,4996.81,1232.14,27.455,4018.395
2020-10-20,22.194,-4996.81,182.0,4996.81,1232.14,27.455,4039.225
2020-10-21,22.346,-4996.81,182.0,4996.81,1232.14,27.455,4066.997
2020-10-22,22.794,-4996.81,182.0,4996.81,1232.14,27.455,4148.581
2020-10-23,22.995,-4996.81,182.0,4996.81,1232.14,27.455,4185.033
2020-10-26,22.308,-4996.81,182.0,4996.81,1232.14,27.455,4060.055
2020-10-27,21.583,-4996.81,182.0,4996.81,1232.14,27.455,3928.133
2020-10-28,21.497,-4996.81,182.0,4996.81,1232.14,27.455,3912.511
2020-10-29,22.174,-4996.81,182.0,4996.81,1232.14,27.455,4035.753
2020-10-30,21.888,-4996.81,182.0,4996.81,1232.14,27.455,3983.679
2020-11-02,22.546,-4996.81,182.0,4996.81,1232.14,27.455,4103.45
2020-11-03,22.813,-4996.81,182.0,4996.81,1232.14,27.455,4152.052
2020-11-04,23.348,-4996.81,182.0,4996.81,1232.14,27.455,4249.257
2020-11-05,23.014,-4996.81,182.0,4996.81,1232.14,27.455,4188.504
2020-11-06,22.871,-4996.81,182.0,4996.81,1232.14,27.455,4162.467
2020-11-09,22.718,-4996.81,182.0,4996.81,1232.14,27.455,4134.694
2020-11-10,24.111,-4996.81,182.0,4996.81,1232.14,27.455,4388.123
2020-11-11,24.225,-4996.81,182.0,4996.81,1232.14,27.455,4408.952
2020-11-12,23.748,-4996.81,182.0,4996.81,1232.14,27.455,4322.162
2020-11-13,24.616,-4996.81,182.0,4996.81,1232.14,27.455,4480.12
2020-11-16,24.988,-4996.81,182.0,4996.81,1232.14,27.455,4547.817
2020-11-17,25.207,-4996.81,182.0,4996.81,1232.14,27.455,4587.74
2020-11-18,24.616,-4996.81,182.0,4996.81,1232.14,27.455,4480.12
2020-11-19,24.673,-4996.81,182.0,4996.81,1232.14,27.455,4490.535
2020-11-20,24.673,-4996.81,182.0,4996.81,1232.14,27.455,4490.535
2020-11-23,24.883,-4996.81,182.0,4996.81,1232.14,27.455,4528.723
2020-11-24,24.902,-4996.81,182.0,4996.81,1232.14,27.455,4532.195
2020-11-25,24.32,-4996.81,182.0,4996.81,1232.14,27.455,4426.31
2020-11-27,24.492,-4996.81,182.0,4996.81,1232.14,27.455,4457.555
2020-11-30,24.12,-4996.81,182.0,4996.81,1232.14,27.455,4389.858
2020-12-01,24.339,-4996.81,182.0,4996.81,1232.14,27.455,4429.782
2020-12-02,24.139,-4996.81,182.0,4996.81,1232.14,27.455,4393.33
2020-12-03,24.854,-4996.81,182.0,4996.81,1232.14,27.455,4523.515
2020-12-04,24.711,-4996.81,182.0,4996.81,1232.14,27.455,4497.478
2020-12-07,24.511,-4996.81,182.0,4996.81,1232.14,27.455,4461.027
2020-12-08,24.397,-4996.81,182.0,4996.81,1232.14,27.455,4440.197
2020-12-09,24.263,-4996.81,182.0,4996.81,1232.14,27.455,4415.895
2020-12-10,24.254,-4996.81,182.0,4996.81,1232.14,27.455,4414.159
2020-12-11,24.463,-4996.81,182.0,4996.81,1232.14,27.455,4452.347
2020-12-14,24.206,-4996.81,182.0,4996.81,1232.14,27.455,4405.48
2020-12-15,24.902,-4996.81,182.0,4996.81,1232.14,27.455,4532.195
2020-12-16,24.845,-4996.81,182.0,4996.81,1232.14,27.455,4521.78
2020-12-17,25.37,-4996.81,182.0,4996.81,1232.14,27.455,4617.249
2020-12-18,24.597,-4996.81,182.0,4996.81,1232.14,27.455,4476.648
2020-12-21,24.511,-4996.81,182.0,4996.81,1232.14,27.455,4461.027
2020-12-22,25.052,-4996.81,182.0,4996.81,1232.14,27.455,4559.496
2020-12-23,25.033,-4996.81,182.0,4996.81,1232.14,27.455,4555.979
2020-12-24,25.004,-4996.81,182.0,4996.81,1232.14,27.455,4550.704
2020-12-28,24.917,-4996.81,182.0,4996.81,1232.14,27.455,4534.878
2020-12-29,24.405,-4996.81,182.0,4996.81,1232.14,27.455,4441.684
2020-12-30,24.801,-4996.81,182.0,4996.81,1232.14,27.455,4513.778
2020-12-31,24.637,-4996.81,182.0,4996.81,1232.14,27.455,4483.885
2021-01-04,23.816,-4996.81,182.0,4996.81,1232.14,27.455,4334.422
2021-01-05,24.125,-4996.81,182.0,4996.81,1232.14,27.455,4390.691
2021-01-06,24.183,-4996.81,182.0,4996.81,1232.14,27.455,4401.241
2021-01-07,24.057,-4996.81,182.0,4996.81,1232.14,27.455,4378.382
2021-01-08,24.801,-4996.81,182.0,4996.81,1232.14,27.455,4513.778
2021-01-11,24.482,-4996.81,182.0,4996.81,1232.14,27.455,4455.751
2021-01-12,24.376,-4996.81,182.0,4996.81,1232.14,27.455,4436.409
2021-01-13,24.415,-4996.81,182.0,4996.81,1232.14,27.455,4443.442
2021-01-14,24.463,-4996.81,182.0,4996.81,1232.14,27.455,4452.234
2021-01-15,24.308,-4996.81,182.0,4996.81,1232.14,27.455,4424.1
2021-01-19,24.511,-4996.81,182.0,4996.81,1232.14,27.455,4461.026
2021-01-20,25.477,-4996.81,182.0,4996.81,1232.14,27.455,4636.865
2021-01-21,25.361,-4996.81,182.0,4996.81,1232.14,27.455,4615.764
2021-01-22,25.497,-4996.81,182.0,4996.81,1232.14,27.455,4640.381
2021-01-25,25.361,-4996.81,182.0,4996.81,1232.14,27.455,4615.764
2021-01-26,25.187,-4996.81,182.0,4996.81,1232.14,27.455,4584.113
2021-01-27,23.912,-4996.81,182.0,4996.81,1232.14,27.455,4352.006
2021-01-28,24.975,-4996.81,182.0,4996.81,1232.14,27.455,4545.429
2021-01-29,24.424,-4996.81,182.0,4996.81,1232.14,27.455,4445.201
2021-02-01,25.41,-4996.81,182.0,4996.81,1232.14,27.455,4624.556
2021-02-02,25.864,-4996.81,182.0,4996.81,1232.14,27.455,4707.201
2021-02-03,25.738,-4996.81,182.0,4996.81,1232.14,27.455,4684.341
2021-02-04,25.883,-4996.81,182.0,4996.81,1232.14,27.455,4710.717
2021-02-05,26.038,-4996.81,182.0,4996.81,1232.14,27.455,4738.851
2021-02-08,25.825,-4996.81,182.0,4996.81,1232.14,27.455,4700.166
2021-02-09,25.738,-4996.81,182.0,4996.81,1232.14,27.455,4684.341
2021-02-10,26.076,-4996.81,182.0,4996.81,1232.14,27.455,4745.885
2021-02-11,26.125,-4996.81,182.0,4996.81,1232.14,27.455,4754.677
2021-02-12,26.337,-4996.81,182.0,4996.81,1232.14,27.455,4793.361
2021-02-16,26.26,-4996.81,182.0,4996.81,1232.14,27.455,4779.294
2021-02-17,26.385,-4996.81,182.0,4996.81,1232.14,27.455,4802.153
2021-02-18,26.202,-4996.81,182.0,4996.81,1232.14,27.455,4768.744
2021-02-19,27.013,-4996.81,182.0,4996.81,1232.14,27.455,4916.448
2021-02-22,27.448,-4996.81,182.0,4996.81,1232.14,27.455,4995.576
2021-02-23,27.342,-4996.81,182.0,4996.81,1232.14,27.455,4976.233
2021-02-24,27.516,-4996.81,182.0,4996.81,1232.14,27.455,5007.884
2021-02-25,27.245,-4996.81,182.0,4996.81,1232.14,27.455,4958.65
2021-02-26,27.535,-4996.81,182.0,4996.81,1232.14,27.455,5011.401
2021-03-01,27.893,-4996.81,182.0,4996.81,1232.14,27.455,5076.461
2021-03-02,27.516,-4996.81,182.0,4996.81,1232.14,27.455,5007.884
2021-03-03,28.202,-4996.81,182.0,4996.81,1232.14,27.455,5132.73
2021-03-04,27.68,-4996.81,182.0,4996.81,1232.14,27.455,5037.776
2021-03-05,28.231,-4996.81,182.0,4996.81,1232.14,27.455,5138.005
2021-03-08,27.574,-4996.81,182.0,4996.81,1232.14,27.455,5018.435
2021-03-09,27.767,-4996.81,182.0,4996.81,1232.14,27.455,5053.602
2021-03-10,27.796,-4996.81,182.0,4996.81,1232.14,27.455,5058.877
2021-03-11,27.593,-4996.81,182.0,4996.81,1232.14,27.455,5021.951
2021-03-12,27.554,-4996.81,182.0,4996.81,1232.14,27.455,5014.918
2021-03-15,27.883,-4996.81,182.0,4996.81,1232.14,27.455,5074.703
2021-03-16,27.158,-4996.81,182.0,4996.81,1232.14,27.455,4942.824
2021-03-17,28.009,-4996.81,182.0,4996.81,1232.14,27.455,5097.562
2021-03-18,27.042,-4996.81,182.0,4996.81,1232.14,27.455,4921.723
2021-03-19,27.081,-4996.81,182.0,4996.81,1232.14,27.455,4928.757
2021-03-22,27.245,-4996.81,182.0,4996.81,1232.14,27.455,4958.65
2021-03-23,26.907,-4996.81,182.0,4996.81,1232.14,27.455,4897.106
2021-03-24,26.33,-4996.81,182.0,4996.81,1232.14,27.455,4792.117
2021-03-25,26.682,-4996.81,182.0,4996.81,1232.14,27.455,4856.178
2021-03-26,27.025,-4996.81,182.0,4996.81,1232.14,27.455,4918.459
2021-03-29,27.152,-4996.81,182.0,4996.81,1232.14,27.455,4941.593
2021-03-30,27.582,-4996.81,182.0,4996.81,1232.14,27.455,5019.889
2021-03-31,27.611,-4996.81,182.0,4996.81,1232.14,27.455,5025.228
2021-04-01,28.198,-4996.81,182.0,4996.81,1232.14,27.455,5131.996
2021-04-05,28.335,-4996.81,182.0,4996.81,1232.14,27.455,5156.908
2021-04-06,28.432,-4996.81,182.0,4996.81,1232.14,27.455,5174.703
2021-04-07,28.501,-4996.81,182.0,4996.81,1232.14,27.455,5187.159
2021-04-08,28.472,-4996.81,182.0,4996.81,1232.14,27.455,5181.821
2021-04-09,28.051,-4996.81,182.0,4996.81,1232.14,27.455,5105.304
2021-04-12,28.002,-4996.81,182.0,4996.81,1232.14,27.455,5096.406
2021-04-13,28.765,-4996.81,182.0,4996.81,1232.14,27.455,5235.206
2021-04-14,28.188,-4996.81,182.0,4996.81,1232.14,27.455,5130.217
2021-04-15,28.794,-4996.81,182.0,4996.81,1232.14,27.455,5240.544
2021-04-16,29.273,-4996.81,182.0,4996.81,1232.14,27.455,5327.738
2021-04-19,29.205,-4996.81,182.0,4996.81,1232.14,27.455,5315.282
2021-04-20,29.479,-4996.81,182.0,4996.81,1232.14,27.455,5365.107
2021-04-21,29.85,-4996.81,182.0,4996.81,1232.14,27.455,5432.727
2021-04-22,29.909,-4996.81,182.0,4996.81,1232.14,27.455,5443.403
2021-04-23,30.114,-4996.81,182.0,4996.81,1232.14,27.455,5480.772
2021-04-26,30.222,-4996.81,182.0,4996.81,1232.14,27.455,5500.347
2021-04-27,30.447,-4996.81,182.0,4996.81,1232.14,27.455,5541.274
2021-04-28,30.769,-4996.81,182.0,4996.81,1232.14,27.455,5599.997
2021-04-29,31.053,-4996.81,182.0,4996.81,1232.14,27.455,5651.602
2021-04-30,30.994,-4996.81,182.0,4996.81,1232.14,27.455,5640.925
2021-05-03,31.336,-4996.81,182.0,4996.81,1232.14,27.455,5703.206
2021-05-04,30.984,-4996.81,182.0,4996.81,1232.14,27.455,5639.145
2021-05-05,30.515,-4996.81,182.0,4996.81,1232.14,27.455,5553.731
2021-05-06,30.183,-4996.81,182.0,4996.81,1232.14,27.455,5493.229
2021-05-07,30.701,-4996.81,182.0,4996.81,1232.14,27.455,5587.541
2021-05-10,30.583,-4996.81,182.0,4996.81,1232.14,27.455,5566.187
2021-05-11,29.977,-4996.81,182.0,4996.81,1232.14,27.455,5455.86
2021-05-12,28.99,-4996.81,182.0,4996.81,1232.14,27.455,5276.133
2021-05-13,29.41,-4996.81,182.0,4996.81,1232.14,27.455,5352.651
2021-05-14,30.183,-4996.81,182.0,4996.81,1232.14,27.455,5493.229
2021-05-17,30.495,-4996.81,182.0,4996.81,1232.14,27.455,5550.172
2021-05-18,30.114,-4996.81,182.0,4996.81,1232.14,27.455,5480.772
2021-05-19,29.997,-4996.81,182.0,4996.81,1232.14,27.455,5459.419
2021-05-20,30.505,-4996.81,182.0,4996.81,1232.14,27.455,5551.952
2021-05-21,30.3,-4996.81,182.0,4996.81,1232.14,27.455,5514.583
2021-05-24,30.691,-4996.81,182.0,4996.81,1232.14,27.455,5585.761
2021-05-25,30.652,-4996.81,182.0,4996.81,1232.14,27.455,5578.643
2021-05-26,30.701,-4996.81,182.0,4996.81,1232.14,27.455,5587.541
2021-05-27,30.192,-4996.81,182.0,4996.81,1232.14,27.455,5495.008
2021-05-28,30.437,-4996.81,182.0,4996.81,1232.14,27.455,5539.495
2021-06-01,30.965,-4996.81,182.0,4996.81,1232.14,27.455,5635.587
2021-06-02,31.082,-4996.81,182.0,4996.81,1232.14,27.455,5656.94
2021-06-03,31.033,-4996.81,182.0,4996.81,1232.14,27.455,5648.043
2021-06-04,31.082,-4996.81,182.0,4996.81,1232.14,27.455,5656.94
2021-06-07,31.571,-4996.81,182.0,4996.81,1232.14,27.455,5745.914
2021-06-08,32.402,-4996.81,182.0,4996.81,1232.14,27.455,5897.169
2021-06-09,31.923,-4996.81,182.0,4996.81,1232.14,27.455,5809.975
2021-06-10,32.099,-4996.81,182.0,4996.81,1232.14,27.455,5842.006
2021-06-11,32.07,-4996.81,182.0,4996.81,1232.14,27.455,5836.666
2021-06-14,32.089,-4996.81,182.0,4996.81,1232.14,27.455,5840.226
2021-06-15,31.903,-4996.81,182.0,4996.81,1232.14,27.455,5806.416
2021-06-16,31.913,-4996.81,182.0,4996.81,1232.14,27.455,5808.195
2021-06-17,31.61,-4996.81,182.0,4996.81,1232.14,27.455,5753.032
2021-06-18,30.515,-4996.81,182.0,4996.81,1232.14,27.455,5553.731
2021-06-21,31.317,-4996.81,182.0,4996.81,1232.14,27.455,5699.647
2021-06-22,31.19,-4996.81,182.0,4996.81,1232.14,27.455,5676.514
2021-06-23,30.962,-4996.81,182.0,4996.81,1232.14,27.455,5635.159
2021-06-24,30.735,-4996.81,182.0,4996.81,1232.14,27.455,5593.803
2021-06-25,31.496,-4996.81,182.0,4996.81,1232.14,27.455,5732.254
2021-06-28,30.943,-4996.81,182.0,4996.81,1232.14,27.455,5631.562
2021-06-29,30.666,-4996.81,182.0,4996.81,1232.14,27.455,5581.217
2021-06-30,30.646,-4996.81,182.0,4996.81,1232.14,27.455,5577.62
2021-07-01,30.696,-4996.81,182.0,4996.81,1232.14,27.455,5586.611
2021-07-02,30.715,-4996.81,182.0,4996.81,1232.14,27.455,5590.207
2021-07-06,30.538,-4996.81,182.0,4996.81,1232.14,27.455,5557.841
2021-07-07,30.429,-4996.81,182.0,4996.81,1232.14,27.455,5538.063
2021-07-08,30.33,-4996.81,182.0,4996.81,1232.14,27.455,5520.082
2021-07-09,31.061,-4996.81,182.0,4996.81,1232.14,27.455,5653.139
2021-07-12,31.476,-4996.81,182.0,4996.81,1232.14,27.455,5728.658
2021-07-13,30.913,-4996.81,182.0,4996.81,1232.14,27.455,5626.168
2021-07-14,30.893,-4996.81,182.0,4996.81,1232.14,27.455,5622.572
2021-07-15,30.992,-4996.81,182.0,4996.81,1232.14,27.455,5640.553
2021-07-16,30.765,-4996.81,182.0,4996.81,1232.14,27.455,5599.197
2021-07-19,30.014,-4996.81,182.0,4996.81,1232.14,27.455,5462.543
2021-07-20,31.288,-4996.81,182.0,4996.81,1232.14,27.455,5694.495
2021-07-21,31.634,-4996.81,182.0,4996.81,1232.14,27.455,5757.428
2021-07-22,31.209,-4996.81,182.0,4996.81,1232.14,27.455,5680.11
2021-07-23,31.575,-4996.81,182.0,4996.81,1232.14,27.455,5746.639
2021-07-26,31.17,-4996.81,182.0,4996.81,1232.14,27.455,5672.918
2021-07-27,31.358,-4996.81,182.0,4996.81,1232.14,27.455,5707.081
2021-07-28,31.091,-4996.81,182.0,4996.81,1232.14,27.455,5658.533
2021-07-29,30.617,-4996.81,182.0,4996.81,1232.14,27.455,5572.226
2021-07-30,30.814,-4996.81,182.0,4996.81,1232.14,27.455,5608.188
2021-08-02,30.32,-4996.81,182.0,4996.81,1232.14,27.455,5518.284
2021-08-03,29.895,-4996.81,182.0,4996.81,1232.14,27.455,5440.967
2021-08-04,29.816,-4996.81,182.0,4996.81,1232.14,27.455,5426.582
2021-08-05,30.261,-4996.81,182.0,4996.81,1232.14,27.455,5507.495
2021-08-06,30.024,-4996.81,182.0,4996.81,1232.14,27.455,5464.342
2021-08-09,29.846,-4996.81,182.0,4996.81,1232.14,27.455,5431.976
2021-08-10,29.431,-4996.81,182.0,4996.81,1232.14,27.455,5356.458
2021-08-11,29.974,-4996.81,182.0,4996.81,1232.14,27.455,5455.351
2021-08-12,29.856,-4996.81,182.0,4996.81,1232.14,27.455,5433.774
2021-08-13,29.668,-4996.81,182.0,4996.81,1232.14,27.455,5399.611
2021-08-16,29.688,-4996.81,182.0,4996.81,1232.14,27.455,5403.207
2021-08-17,29.53,-4996.81,182.0,4996.81,1232.14,27.455,5374.438
2021-08-18,29.352,-4996.81,182.0,4996.81,1232.14,27.455,5342.073
2021-08-19,28.917,-4996.81,182.0,4996.81,1232.14,27.455,5262.958
2021-08-20,28.947,-4996.81,182.0,4996.81,1232.14,27.455,5268.352
2021-08-23,29.056,-4996.81,182.0,4996.81,1232.14,27.455,5288.131
2021-08-24,29.115,-4996.81,182.0,4996.81,1232.14,27.455,5298.919
2021-08-25,29.342,-4996.81,182.0,4996.81,1232.14,27.455,5340.275
2021-08-26,29.668,-4996.81,182.0,4996.81,1232.14,27.455,5399.611
2021-08-27,30.152,-4996.81,182.0,4996.81,1232.14,27.455,5487.717
2021-08-30,30.38,-4996.81,182.0,4996.81,1232.14,27.455,5529.072
2021-08-31,30.538,-4996.81,182.0,4996.81,1232.14,27.455,5557.841
2021-09-01,30.982,-4996.81,182.0,4996.81,1232.14,27.455,5638.755
2021-09-02,31.298,-4996.81,182.0,4996.81,1232.14,27.455,5696.293
2021-09-03,31.644,-4996.81,182.0,4996.81,1232.14,27.455,5759.226
2021-09-07,31.2,-4996.81,182.0,4996.81,1232.14,27.455,5678.312
2021-09-08,31.367,-4996.81,182.0,4996.81,1232.14,27.455,5708.88
2021-09-09,29.52,-4996.81,182.0,4996.81,1232.14,27.455,5372.64
2021-09-10,29.372,-4996.81,182.0,4996.81,1232.14,27.455,5345.669
2021-09-13,29.589,-4996.81,182.0,4996.81,1232.14,27.455,5385.227
2021-09-14,29.56,-4996.81,182.0,4996.81,1232.14,27.455,5379.832
2021-09-15,29.767,-4996.81,182.0,4996.81,1232.14,27.455,5417.592
2021-09-16,29.639,-4996.81,182.0,4996.81,1232.14,27.455,5394.217
2021-09-17,29.214,-4996.81,182.0,4996.81,1232.14,27.455,5316.9
2021-09-20,29.075,-4996.81,182.0,4996.81,1232.14,27.455,5291.727
2021-09-21,28.967,-4996.81,182.0,4996.81,1232.14,27.455,5271.948
2021-09-22,29.52,-4996.81,182.0,4996.81,1232.14,27.455,5372.64
2021-09-23,30.02,-4996.81,182.0,4996.81,1232.14,27.455,5463.64
2021-09-24,29.73,-4996.81,182.0,4996.81,1232.14,27.455,5410.86
2021-09-27,29.37,-4996.81,182.0,4996.81,1232.14,27.455,5345.34
2021-09-28,28.63,-4996.81,182.0,4996.81,1232.14,27.455,5210.66
2021-09-29,28.87,-4996.81,182.0,4996.81,1232.14,27.455,5254.34
2021-09-30,28.41,-4996.81,182.0,4996.81,1232.14,27.455,5170.62
