date,WTI_adj_close,WTI_cashflow,WTI_cml_units,WTI_cml_cost,WTI_gain_loss,WTI_avg_price,WTI_mktvalue,HZNP_adj_close,HZNP_cashflow,HZNP_cml_units,HZNP_cml_cost,HZNP_gain_loss,HZNP_avg_price,HZNP_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,WETF_adj_close,WETF_cashflow,WETF_cml_units,WETF_cml_cost,WETF_gain_loss,WETF_avg_price,WETF_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,ASPS_adj_close,ASPS_cashflow,ASPS_cml_units,ASPS_cml_cost,ASPS_gain_loss,ASPS_avg_price,ASPS_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,DYSL_adj_close,DYSL_cashflow,DYSL_cml_units,DYSL_cml_cost,DYSL_gain_loss,DYSL_avg_price,DYSL_mktvalue,ITCB_adj_close,ITCB_cashflow,ITCB_cml_units,ITCB_cml_cost,ITCB_gain_loss,ITCB_avg_price,ITCB_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,ARGO_adj_close,ARGO_cashflow,ARGO_cml_units,ARGO_cml_cost,ARGO_gain_loss,ARGO_avg_price,ARGO_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,SCND_adj_close,SCND_cashflow,SCND_cml_units,SCND_cml_cost,SCND_gain_loss,SCND_avg_price,SCND_mktvalue
2020-01-02,5.42,-4997.24,1000.0,4997.24,0.0,4.997,5420.0,36.38,-4984.06,138.889,4984.06,0.0,35.885,5052.778,18.448,-4999.467,277.778,4999.467,0.0,17.998,5124.505,7.47,-4997.43,714.286,4997.43,0.0,6.996,5335.714,4.467,0.0,0.0,0.0,0.0,,0.0,40.87,-4986.14,125.0,4986.14,0.0,39.889,5108.75,53.125,-4993.738,94.34,4993.738,0.0,52.934,5011.779,19.51,0.0,0.0,0.0,0.0,,0.0,8.15,-4995.646,625.0,4995.646,0.0,7.993,5093.442,1.1,-4999.5,5000.0,4999.5,0.0,1.0,5500.0,7.742,0.0,0.0,0.0,0.0,,0.0,17.143,0.0,0.0,0.0,0.0,,0.0,63.455,0.0,0.0,0.0,0.0,,0.0,5.45,-4997.65,1000.0,4997.65,0.0,4.998,5450.0,19.92,-4999.92,263.158,4999.92,0.0,19.0,5242.105,12.22,-4997.98,416.667,4997.98,0.0,11.995,5091.667,1.7,-4999.7,5000.0,4999.7,0.0,1.0,8500.0,7.7,-4997.3,714.286,4997.3,0.0,6.996,5500.0
2020-01-03,5.8,-4997.24,1000.0,4997.24,0.0,4.997,5800.0,36.1,-4984.06,138.889,4984.06,0.0,35.885,5013.889,18.603,-4999.467,277.778,4999.467,0.0,17.998,5167.398,7.4,-4997.43,714.286,4997.43,0.0,6.996,5285.714,4.353,0.0,0.0,0.0,0.0,,0.0,40.43,-4986.14,125.0,4986.14,0.0,39.889,5053.75,52.913,-4993.738,94.34,4993.738,0.0,52.934,4991.812,19.44,0.0,0.0,0.0,0.0,,0.0,8.159,-4995.646,625.0,4995.646,0.0,7.993,5099.23,1.23,-4999.5,5000.0,4999.5,0.0,1.0,6150.0,7.918,0.0,0.0,0.0,0.0,,0.0,17.077,0.0,0.0,0.0,0.0,,0.0,63.73,0.0,0.0,0.0,0.0,,0.0,5.42,-4997.65,1000.0,4997.65,0.0,4.998,5420.0,19.8,-4999.92,263.158,4999.92,0.0,19.0,5210.526,12.16,-4997.98,416.667,4997.98,0.0,11.995,5066.667,1.7,-4999.7,5000.0,4999.7,0.0,1.0,8500.0,8.3,-4997.3,714.286,4997.3,0.0,6.996,5928.572
2020-01-06,5.75,-4997.24,1000.0,4997.24,0.0,4.997,5750.0,36.22,-4984.06,138.889,4984.06,0.0,35.885,5030.556,18.53,-4999.467,277.778,4999.467,0.0,17.998,5147.213,7.37,-4997.43,714.286,4997.43,0.0,6.996,5264.286,4.334,0.0,0.0,0.0,0.0,,0.0,40.22,-4986.14,125.0,4986.14,0.0,39.889,5027.5,53.125,-4993.738,94.34,4993.738,0.0,52.934,5011.779,19.51,0.0,0.0,0.0,0.0,,0.0,8.187,-4995.646,625.0,4995.646,0.0,7.993,5116.593,1.23,-4999.5,5000.0,4999.5,0.0,1.0,6150.0,7.786,0.0,0.0,0.0,0.0,,0.0,17.265,-4989.621,294.118,4989.621,0.0,16.965,5077.977,64.346,0.0,0.0,0.0,0.0,,0.0,5.42,-4997.65,1000.0,4997.65,0.0,4.998,5420.0,19.78,-4999.92,263.158,4999.92,0.0,19.0,5205.263,12.3,-4997.98,416.667,4997.98,0.0,11.995,5125.0,1.7,-4999.7,5000.0,4999.7,0.0,1.0,8500.0,8.3,-4997.3,714.286,4997.3,0.0,6.996,5928.572
2020-01-07,5.81,-4997.24,1000.0,4997.24,0.0,4.997,5810.0,36.37,-4984.06,138.889,4984.06,0.0,35.885,5051.389,18.621,-4999.467,277.778,4999.467,0.0,17.998,5172.445,7.33,-4997.43,714.286,4997.43,0.0,6.996,5235.714,4.21,0.0,0.0,0.0,0.0,,0.0,40.19,-4986.14,125.0,4986.14,0.0,39.889,5023.75,53.394,-4993.738,94.34,4993.738,0.0,52.934,5037.193,19.6,0.0,0.0,0.0,0.0,,0.0,8.112,-4995.646,625.0,4995.646,0.0,7.993,5070.289,1.1,-4999.5,5000.0,4999.5,0.0,1.0,5500.0,7.39,0.0,0.0,0.0,0.0,,0.0,17.463,-4989.621,294.118,4989.621,0.0,16.965,5136.154,64.299,0.0,0.0,0.0,0.0,,0.0,5.37,-4997.65,1000.0,4997.65,0.0,4.998,5370.0,19.6,-4999.92,263.158,4999.92,0.0,19.0,5157.895,12.35,-4997.98,416.667,4997.98,0.0,11.995,5145.833,1.7,-4999.7,5000.0,4999.7,0.0,1.0,8500.0,8.85,-4997.3,714.286,4997.3,0.0,6.996,6321.429
2020-01-08,5.37,-4997.24,1000.0,4997.24,0.0,4.997,5370.0,36.18,-4984.06,138.889,4984.06,0.0,35.885,5025.0,18.475,-4999.467,277.778,4999.467,0.0,17.998,5132.075,7.41,-4997.43,714.286,4997.43,0.0,6.996,5292.857,4.172,0.0,0.0,0.0,0.0,,0.0,39.93,-4986.14,125.0,4986.14,0.0,39.889,4991.25,53.818,-4993.738,94.34,4993.738,0.0,52.934,5077.127,19.26,0.0,0.0,0.0,0.0,,0.0,8.205,-4995.646,625.0,4995.646,0.0,7.993,5128.169,1.1,-9999.0,4999.5,4999.5,0.0,1.0,5499.45,7.698,0.0,0.0,0.0,0.0,,0.0,16.973,-4989.621,294.118,4989.621,0.0,16.965,4992.097,64.232,0.0,0.0,0.0,0.0,,0.0,5.36,-4997.65,1000.0,4997.65,0.0,4.998,5360.0,19.63,-4999.92,263.158,4999.92,0.0,19.0,5165.789,12.34,-4997.98,416.667,4997.98,0.0,11.995,5141.667,1.7,-4999.7,5000.0,4999.7,0.0,1.0,8500.0,8.85,-4997.3,714.286,4997.3,0.0,6.996,6321.429
2020-01-09,5.29,-4997.24,1000.0,4997.24,0.0,4.997,5290.0,36.28,-4984.06,138.889,4984.06,0.0,35.885,5038.889,18.575,-4999.467,277.778,4999.467,0.0,17.998,5159.829,7.39,-4997.43,714.286,4997.43,0.0,6.996,5278.571,4.077,0.0,0.0,0.0,0.0,,0.0,39.99,-4986.14,125.0,4986.14,0.0,39.889,4998.75,52.403,-4993.738,94.34,4993.738,0.0,52.934,4943.709,19.44,0.0,0.0,0.0,0.0,,0.0,8.196,-4995.646,625.0,4995.646,0.0,7.993,5122.381,1.02,-9999.0,4999.5,4999.5,0.0,1.0,5099.49,7.689,0.0,0.0,0.0,0.0,,0.0,17.369,-4989.621,294.118,4989.621,0.0,16.965,5108.451,64.953,0.0,0.0,0.0,0.0,,0.0,5.34,-4997.65,1000.0,4997.65,0.0,4.998,5340.0,19.79,-4999.92,263.158,4999.92,0.0,19.0,5207.895,13.37,-4997.98,416.667,4997.98,0.0,11.995,5570.833,1.7,-4999.7,5000.0,4999.7,0.0,1.0,8500.0,8.95,-4997.3,714.286,4997.3,0.0,6.996,6392.857
2020-01-10,5.13,-4997.24,1000.0,4997.24,0.0,4.997,5130.0,36.6,-4984.06,138.889,4984.06,0.0,35.885,5083.333,18.812,-4999.467,277.778,4999.467,0.0,17.998,5225.431,7.32,-4997.43,714.286,4997.43,0.0,6.996,5228.572,4.001,0.0,0.0,0.0,0.0,,0.0,39.82,-4986.14,125.0,4986.14,0.0,39.889,4977.5,51.951,-4993.738,94.34,4993.738,0.0,52.934,4901.053,19.42,0.0,0.0,0.0,0.0,,0.0,8.187,-4995.646,625.0,4995.646,0.0,7.993,5116.593,0.95,-9999.0,4999.5,4999.5,0.0,1.0,4749.525,7.592,0.0,0.0,0.0,0.0,,0.0,17.557,-4989.621,294.118,4989.621,0.0,16.965,5163.856,64.858,0.0,0.0,0.0,0.0,,0.0,5.25,-4997.65,1000.0,4997.65,0.0,4.998,5250.0,19.92,-4999.92,263.158,4999.92,0.0,19.0,5242.105,13.36,-4997.98,416.667,4997.98,0.0,11.995,5566.667,1.75,-4999.7,5000.0,4999.7,0.0,1.0,8750.0,8.95,-4997.3,714.286,4997.3,0.0,6.996,6392.857
2020-01-13,5.06,-4997.24,1000.0,4997.24,0.0,4.997,5060.0,38.26,-4984.06,138.889,4984.06,0.0,35.885,5313.889,19.03,-4999.467,277.778,4999.467,0.0,17.998,5285.987,7.39,-4997.43,714.286,4997.43,0.0,6.996,5278.571,3.973,0.0,0.0,0.0,0.0,,0.0,40.22,-4986.14,125.0,4986.14,0.0,39.889,5027.5,52.432,-4993.738,94.34,4993.738,0.0,52.934,4946.432,19.39,0.0,0.0,0.0,0.0,,0.0,8.196,-4995.646,625.0,4995.646,0.0,7.993,5122.381,1.0,-9999.0,4999.5,4999.5,0.0,1.0,4999.5,7.39,0.0,0.0,0.0,0.0,,0.0,17.576,-4989.621,294.118,4989.621,0.0,16.965,5169.398,65.303,0.0,0.0,0.0,0.0,,0.0,5.31,-4997.65,1000.0,4997.65,0.0,4.998,5310.0,19.95,-4999.92,263.158,4999.92,0.0,19.0,5250.0,13.77,-4997.98,416.667,4997.98,0.0,11.995,5737.5,1.75,-4999.7,5000.0,4999.7,0.0,1.0,8750.0,8.95,-4997.3,714.286,4997.3,0.0,6.996,6392.857
2020-01-14,5.25,-4997.24,1000.0,4997.24,0.0,4.997,5250.0,38.4,-4984.06,138.889,4984.06,0.0,35.885,5333.334,18.712,-4999.467,277.778,4999.467,0.0,17.998,5197.677,7.26,-4997.43,714.286,4997.43,0.0,6.996,5185.714,3.973,0.0,0.0,0.0,0.0,,0.0,40.8,-4986.14,125.0,4986.14,0.0,39.889,5100.0,52.086,-4993.738,94.34,4993.738,0.0,52.934,4913.759,19.04,0.0,0.0,0.0,0.0,,0.0,8.224,-4995.646,625.0,4995.646,0.0,7.993,5139.745,1.01,-9999.0,4999.5,4999.5,0.0,1.0,5049.495,7.249,0.0,0.0,0.0,0.0,,0.0,16.813,-4989.621,294.118,4989.621,0.0,16.965,4945.003,65.417,0.0,0.0,0.0,0.0,,0.0,5.27,-4997.65,1000.0,4997.65,0.0,4.998,5270.0,19.98,-4999.92,263.158,4999.92,0.0,19.0,5257.895,13.09,-4997.98,416.667,4997.98,0.0,11.995,5454.167,1.5,-4999.7,5000.0,4999.7,0.0,1.0,7500.0,9.0,-4997.3,714.286,4997.3,0.0,6.996,6428.571
2020-01-15,5.25,-4997.24,1000.0,4997.24,0.0,4.997,5250.0,37.74,-4984.06,138.889,4984.06,0.0,35.885,5241.667,18.584,-4999.467,277.778,4999.467,0.0,17.998,5162.352,7.21,-4997.43,714.286,4997.43,0.0,6.996,5150.0,3.925,0.0,0.0,0.0,0.0,,0.0,40.93,-4986.14,125.0,4986.14,0.0,39.889,5116.25,51.961,-4993.738,94.34,4993.738,0.0,52.934,4901.959,19.19,0.0,0.0,0.0,0.0,,0.0,8.131,-4995.646,625.0,4995.646,0.0,7.993,5081.866,1.01,-9999.0,4999.5,4999.5,0.0,1.0,5049.495,7.064,0.0,0.0,0.0,0.0,,0.0,16.728,-4989.621,294.118,4989.621,0.0,16.965,4920.069,65.313,0.0,0.0,0.0,0.0,,0.0,5.26,-4997.65,1000.0,4997.65,0.0,4.998,5260.0,20.02,-4999.92,263.158,4999.92,0.0,19.0,5268.421,12.77,-4997.98,416.667,4997.98,0.0,11.995,5320.834,0.28,-4999.7,5000.0,4999.7,0.0,1.0,1400.5,9.15,-4997.3,714.286,4997.3,0.0,6.996,6535.714
