date,BAC_adj_close,BAC_cashflow,BAC_cml_units,BAC_cml_cost,BAC_gain_loss,BAC_avg_price,BAC_mktvalue
2019-01-01,0.0,-4970.7,105.0,4970.7,1110.9,47.34,0.0
2019-01-02,23.431,-4970.7,105.0,4970.7,1110.9,47.34,2460.223
2019-01-03,23.055,-4970.7,105.0,4970.7,1110.9,47.34,2420.796
2019-01-04,24.013,-4970.7,105.0,4970.7,1110.9,47.34,2521.334
2019-01-07,23.994,-4970.7,105.0,4970.7,1110.9,47.34,2519.363
2019-01-08,23.947,-4970.7,105.0,4970.7,1110.9,47.34,2514.435
2019-01-09,24.182,-4970.7,105.0,4970.7,1110.9,47.34,2539.077
2019-01-10,24.154,-4970.7,105.0,4970.7,1110.9,47.34,2536.119
2019-01-11,24.435,-4970.7,105.0,4970.7,1110.9,47.34,2565.69
2019-01-14,24.754,-4970.7,105.0,4970.7,1110.9,47.34,2599.202
2019-01-15,24.923,-4970.7,105.0,4970.7,1110.9,47.34,2616.944
2019-01-16,26.707,-4970.7,105.0,4970.7,1110.9,47.34,2804.221
2019-01-17,27.214,-4970.7,105.0,4970.7,1110.9,47.34,2857.447
2019-01-18,27.505,-4970.7,105.0,4970.7,1110.9,47.34,2888.002
2019-01-22,27.308,-4970.7,105.0,4970.7,1110.9,47.34,2867.303
2019-01-23,27.148,-4970.7,105.0,4970.7,1110.9,47.34,2850.547
2019-01-24,27.298,-4970.7,105.0,4970.7,1110.9,47.34,2866.317
2019-01-25,27.768,-4970.7,105.0,4970.7,1110.9,47.34,2915.601
2019-01-28,27.815,-4970.7,105.0,4970.7,1110.9,47.34,2920.529
2019-01-29,27.589,-4970.7,105.0,4970.7,1110.9,47.34,2896.873
2019-01-30,27.289,-4970.7,105.0,4970.7,1110.9,47.34,2865.332
2019-01-31,26.726,-4970.7,105.0,4970.7,1110.9,47.34,2806.192
2019-02-01,26.641,-4970.7,105.0,4970.7,1110.9,47.34,2797.321
2019-02-04,27.111,-4970.7,105.0,4970.7,1110.9,47.34,2846.604
2019-02-05,27.017,-4970.7,105.0,4970.7,1110.9,47.34,2836.748
2019-02-06,26.97,-4970.7,105.0,4970.7,1110.9,47.34,2831.819
2019-02-07,26.51,-4970.7,105.0,4970.7,1110.9,47.34,2783.521
2019-02-08,26.557,-4970.7,105.0,4970.7,1110.9,47.34,2788.45
2019-02-11,26.669,-4970.7,105.0,4970.7,1110.9,47.34,2800.278
2019-02-12,26.932,-4970.7,105.0,4970.7,1110.9,47.34,2827.877
2019-02-13,26.942,-4970.7,105.0,4970.7,1110.9,47.34,2828.862
2019-02-14,26.651,-4970.7,105.0,4970.7,1110.9,47.34,2798.307
2019-02-15,27.326,-4970.7,105.0,4970.7,1110.9,47.34,2869.274
2019-02-19,27.345,-4970.7,105.0,4970.7,1110.9,47.34,2871.246
2019-02-20,27.608,-4970.7,105.0,4970.7,1110.9,47.34,2898.844
2019-02-21,27.495,-4970.7,105.0,4970.7,1110.9,47.34,2887.016
2019-02-22,27.298,-4970.7,105.0,4970.7,1110.9,47.34,2866.317
2019-02-25,27.477,-4970.7,105.0,4970.7,1110.9,47.34,2885.045
2019-02-26,27.495,-4970.7,105.0,4970.7,1110.9,47.34,2887.016
2019-02-27,27.721,-4970.7,105.0,4970.7,1110.9,47.34,2910.673
2019-02-28,27.438,-4970.7,105.0,4970.7,1110.9,47.34,2880.952
2019-03-01,27.655,-4970.7,105.0,4970.7,1110.9,47.34,2903.738
2019-03-04,27.39,-4970.7,105.0,4970.7,1110.9,47.34,2875.998
2019-03-05,27.438,-4970.7,105.0,4970.7,1110.9,47.34,2880.952
2019-03-06,27.211,-4970.7,105.0,4970.7,1110.9,47.34,2857.175
2019-03-07,26.938,-4970.7,105.0,4970.7,1110.9,47.34,2828.444
2019-03-08,27.032,-4970.7,105.0,4970.7,1110.9,47.34,2838.352
2019-03-11,27.306,-4970.7,105.0,4970.7,1110.9,47.34,2867.082
2019-03-12,27.306,-4970.7,105.0,4970.7,1110.9,47.34,2867.082
2019-03-13,27.636,-4970.7,105.0,4970.7,1110.9,47.34,2901.756
2019-03-14,27.796,-4970.7,105.0,4970.7,1110.9,47.34,2918.598
2019-03-15,27.645,-4970.7,105.0,4970.7,1110.9,47.34,2902.747
2019-03-18,28.136,-4970.7,105.0,4970.7,1110.9,47.34,2954.264
2019-03-19,27.975,-4970.7,105.0,4970.7,1110.9,47.34,2937.421
2019-03-20,27.022,-4970.7,105.0,4970.7,1110.9,47.34,2837.361
2019-03-21,26.588,-4970.7,105.0,4970.7,1110.9,47.34,2791.789
2019-03-22,25.485,-4970.7,105.0,4970.7,1110.9,47.34,2675.877
2019-03-25,25.324,-4970.7,105.0,4970.7,1110.9,47.34,2659.035
2019-03-26,25.673,-4970.7,105.0,4970.7,1110.9,47.34,2695.691
2019-03-27,25.503,-4970.7,105.0,4970.7,1110.9,47.34,2677.858
2019-03-28,25.786,-4970.7,105.0,4970.7,1110.9,47.34,2707.579
2019-03-29,26.032,-4970.7,105.0,4970.7,1110.9,47.34,2733.338
2019-04-01,26.928,-4970.7,105.0,4970.7,1110.9,47.34,2827.454
2019-04-02,27.239,-4970.7,105.0,4970.7,1110.9,47.34,2860.147
2019-04-03,27.211,-4970.7,105.0,4970.7,1110.9,47.34,2857.175
2019-04-04,27.504,-4970.7,105.0,4970.7,1110.9,47.34,2887.887
2019-04-05,27.438,-4970.7,105.0,4970.7,1110.9,47.34,2880.952
2019-04-08,27.523,-4970.7,105.0,4970.7,1110.9,47.34,2889.868
2019-04-09,27.258,-4970.7,105.0,4970.7,1110.9,47.34,2862.129
2019-04-10,27.428,-4970.7,105.0,4970.7,1110.9,47.34,2879.961
2019-04-11,27.428,-4970.7,105.0,4970.7,1110.9,47.34,2879.961
2019-04-12,28.466,-4970.7,105.0,4970.7,1110.9,47.34,2988.938
2019-04-15,28.155,-4970.7,105.0,4970.7,1110.9,47.34,2956.245
2019-04-16,28.192,-4970.7,105.0,4970.7,1110.9,47.34,2960.207
2019-04-17,28.334,-4970.7,105.0,4970.7,1110.9,47.34,2975.068
2019-04-18,28.334,-4970.7,105.0,4970.7,1110.9,47.34,2975.068
2019-04-22,28.353,-4970.7,105.0,4970.7,1110.9,47.34,2977.049
2019-04-23,28.372,-4970.7,105.0,4970.7,1110.9,47.34,2979.031
2019-04-24,28.325,-4970.7,105.0,4970.7,1110.9,47.34,2974.078
2019-04-25,28.381,-4970.7,105.0,4970.7,1110.9,47.34,2980.021
2019-04-26,28.636,-4970.7,105.0,4970.7,1110.9,47.34,3006.771
2019-04-29,29.032,-4970.7,105.0,4970.7,1110.9,47.34,3048.38
2019-04-30,28.853,-4970.7,105.0,4970.7,1110.9,47.34,3029.556
2019-05-01,28.551,-4970.7,105.0,4970.7,1110.9,47.34,2997.854
2019-05-02,28.777,-4970.7,105.0,4970.7,1110.9,47.34,3021.631
2019-05-03,28.976,-4970.7,105.0,4970.7,1110.9,47.34,3042.436
2019-05-06,28.749,-4970.7,105.0,4970.7,1110.9,47.34,3018.659
2019-05-07,28.23,-4970.7,105.0,4970.7,1110.9,47.34,2964.17
2019-05-08,28.117,-4970.7,105.0,4970.7,1110.9,47.34,2952.282
2019-05-09,28.032,-4970.7,105.0,4970.7,1110.9,47.34,2943.366
2019-05-10,27.909,-4970.7,105.0,4970.7,1110.9,47.34,2930.486
2019-05-13,26.655,-4970.7,105.0,4970.7,1110.9,47.34,2798.724
