date,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue
2019-04-10,3.82,-4991.0,310.0,4991.0,446.4,16.1,1184.2
2019-04-11,3.84,-4991.0,310.0,4991.0,446.4,16.1,1190.4
2019-04-12,3.8,-4991.0,310.0,4991.0,446.4,16.1,1178.0
2019-04-15,3.71,-4991.0,310.0,4991.0,446.4,16.1,1150.1
2019-04-16,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2019-04-17,3.6,-4991.0,310.0,4991.0,446.4,16.1,1116.0
2019-04-18,3.63,-4991.0,310.0,4991.0,446.4,16.1,1125.3
2019-04-22,3.71,-4991.0,310.0,4991.0,446.4,16.1,1150.1
2019-04-23,3.8,-4991.0,310.0,4991.0,446.4,16.1,1178.0
2019-04-24,3.68,-4991.0,310.0,4991.0,446.4,16.1,1140.8
2019-04-25,3.67,-4991.0,310.0,4991.0,446.4,16.1,1137.7
2019-04-26,3.58,-4991.0,310.0,4991.0,446.4,16.1,1109.8
2019-04-29,3.52,-4991.0,310.0,4991.0,446.4,16.1,1091.2
2019-04-30,3.46,-4991.0,310.0,4991.0,446.4,16.1,1072.6
2019-05-01,3.35,-4991.0,310.0,4991.0,446.4,16.1,1038.5
2019-05-02,3.35,-4991.0,310.0,4991.0,446.4,16.1,1038.5
2019-05-03,3.5,-4991.0,310.0,4991.0,446.4,16.1,1085.0
2019-05-06,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2019-05-07,3.61,-4991.0,310.0,4991.0,446.4,16.1,1119.1
2019-05-08,3.64,-4991.0,310.0,4991.0,446.4,16.1,1128.4
2019-05-09,3.61,-4991.0,310.0,4991.0,446.4,16.1,1119.1
2019-05-10,3.96,-4991.0,310.0,4991.0,446.4,16.1,1227.6
2019-05-13,3.95,-4991.0,310.0,4991.0,446.4,16.1,1224.5
2019-05-14,4.0,-4991.0,310.0,4991.0,446.4,16.1,1240.0
2019-05-15,4.23,-4991.0,310.0,4991.0,446.4,16.1,1311.3
2019-05-16,4.31,-4991.0,310.0,4991.0,446.4,16.1,1336.1
2019-05-17,4.39,-4991.0,310.0,4991.0,446.4,16.1,1360.9
2019-05-20,4.53,-4991.0,310.0,4991.0,446.4,16.1,1404.3
2019-05-21,4.7,-4991.0,310.0,4991.0,446.4,16.1,1457.0
2019-05-22,4.7,-4991.0,310.0,4991.0,446.4,16.1,1457.0
2019-05-23,4.35,-4991.0,310.0,4991.0,446.4,16.1,1348.5
2019-05-24,4.57,-4991.0,310.0,4991.0,446.4,16.1,1416.7
2019-05-28,4.48,-4991.0,310.0,4991.0,446.4,16.1,1388.8
2019-05-29,4.52,-4991.0,310.0,4991.0,446.4,16.1,1401.2
2019-05-30,4.43,-4991.0,310.0,4991.0,446.4,16.1,1373.3
2019-05-31,4.25,-4991.0,310.0,4991.0,446.4,16.1,1317.5
2019-06-03,4.14,-4991.0,310.0,4991.0,446.4,16.1,1283.4
2019-06-04,4.32,-4991.0,310.0,4991.0,446.4,16.1,1339.2
2019-06-05,4.22,-4991.0,310.0,4991.0,446.4,16.1,1308.2
2019-06-06,4.22,-4991.0,310.0,4991.0,446.4,16.1,1308.2
2019-06-07,4.27,-4991.0,310.0,4991.0,446.4,16.1,1323.7
2019-06-10,4.35,-4991.0,310.0,4991.0,446.4,16.1,1348.5
2019-06-11,4.21,-4991.0,310.0,4991.0,446.4,16.1,1305.1
2019-06-12,4.19,-4991.0,310.0,4991.0,446.4,16.1,1298.9
2019-06-13,4.12,-4991.0,310.0,4991.0,446.4,16.1,1277.2
2019-06-14,4.17,-4991.0,310.0,4991.0,446.4,16.1,1292.7
2019-06-17,4.32,-4991.0,310.0,4991.0,446.4,16.1,1339.2
2019-06-18,4.17,-4991.0,310.0,4991.0,446.4,16.1,1292.7
2019-06-19,4.34,-4991.0,310.0,4991.0,446.4,16.1,1345.4
2019-06-20,4.2,-4991.0,310.0,4991.0,446.4,16.1,1302.0
2019-06-21,4.3,-4991.0,310.0,4991.0,446.4,16.1,1333.0
2019-06-24,4.16,-4991.0,310.0,4991.0,446.4,16.1,1289.6
2019-06-25,4.18,-4991.0,310.0,4991.0,446.4,16.1,1295.8
2019-06-26,4.33,-4991.0,310.0,4991.0,446.4,16.1,1342.3
2019-06-27,4.33,-4991.0,310.0,4991.0,446.4,16.1,1342.3
2019-06-28,4.19,-4991.0,310.0,4991.0,446.4,16.1,1298.9
2019-07-01,4.26,-4991.0,310.0,4991.0,446.4,16.1,1320.6
2019-07-02,4.26,-4991.0,310.0,4991.0,446.4,16.1,1320.6
2019-07-03,4.16,-4991.0,310.0,4991.0,446.4,16.1,1289.6
2019-07-05,4.18,-4991.0,310.0,4991.0,446.4,16.1,1295.8
2019-07-08,4.16,-4991.0,310.0,4991.0,446.4,16.1,1289.6
2019-07-09,4.17,-4991.0,310.0,4991.0,446.4,16.1,1292.7
2019-07-10,4.33,-4991.0,310.0,4991.0,446.4,16.1,1342.3
2019-07-11,4.4,-4991.0,310.0,4991.0,446.4,16.1,1364.0
2019-07-12,4.64,-4991.0,310.0,4991.0,446.4,16.1,1438.4
2019-07-15,4.88,-4991.0,310.0,4991.0,446.4,16.1,1512.8
2019-07-16,4.83,-4991.0,310.0,4991.0,446.4,16.1,1497.3
2019-07-17,4.73,-4991.0,310.0,4991.0,446.4,16.1,1466.3
2019-07-18,4.65,-4991.0,310.0,4991.0,446.4,16.1,1441.5
2019-07-19,4.69,-4991.0,310.0,4991.0,446.4,16.1,1453.9
2019-07-22,4.59,-4991.0,310.0,4991.0,446.4,16.1,1422.9
2019-07-23,4.6,-4991.0,310.0,4991.0,446.4,16.1,1426.0
2019-07-24,4.63,-4991.0,310.0,4991.0,446.4,16.1,1435.3
2019-07-25,4.56,-4991.0,310.0,4991.0,446.4,16.1,1413.6
2019-07-26,4.63,-4991.0,310.0,4991.0,446.4,16.1,1435.3
2019-07-29,4.62,-4991.0,310.0,4991.0,446.4,16.1,1432.2
2019-07-30,4.71,-4991.0,310.0,4991.0,446.4,16.1,1460.1
2019-07-31,4.65,-4991.0,310.0,4991.0,446.4,16.1,1441.5
2019-08-01,4.48,-4991.0,310.0,4991.0,446.4,16.1,1388.8
2019-08-02,4.53,-4991.0,310.0,4991.0,446.4,16.1,1404.3
2019-08-05,4.25,-4991.0,310.0,4991.0,446.4,16.1,1317.5
2019-08-06,4.71,-4991.0,310.0,4991.0,446.4,16.1,1460.1
2019-08-07,4.72,-4991.0,310.0,4991.0,446.4,16.1,1463.2
2019-08-08,4.7,-4991.0,310.0,4991.0,446.4,16.1,1457.0
2019-08-09,4.48,-4991.0,310.0,4991.0,446.4,16.1,1388.8
2019-08-12,4.2,-4991.0,310.0,4991.0,446.4,16.1,1302.0
2019-08-13,4.08,-4991.0,310.0,4991.0,446.4,16.1,1264.8
2019-08-14,4.07,-4991.0,310.0,4991.0,446.4,16.1,1261.7
2019-08-15,3.86,-4991.0,310.0,4991.0,446.4,16.1,1196.6
2019-08-16,4.03,-4991.0,310.0,4991.0,446.4,16.1,1249.3
2019-08-19,4.01,-4991.0,310.0,4991.0,446.4,16.1,1243.1
2019-08-20,4.08,-4991.0,310.0,4991.0,446.4,16.1,1264.8
2019-08-21,4.27,-4991.0,310.0,4991.0,446.4,16.1,1323.7
2019-08-22,4.1,-4991.0,310.0,4991.0,446.4,16.1,1271.0
2019-08-23,4.0,-4991.0,310.0,4991.0,446.4,16.1,1240.0
2019-08-26,4.03,-4991.0,310.0,4991.0,446.4,16.1,1249.3
2019-08-27,3.95,-4991.0,310.0,4991.0,446.4,16.1,1224.5
2019-08-28,3.98,-4991.0,310.0,4991.0,446.4,16.1,1233.8
2019-08-29,4.01,-4991.0,310.0,4991.0,446.4,16.1,1243.1
2019-08-30,3.98,-4991.0,310.0,4991.0,446.4,16.1,1233.8
2019-09-03,3.73,-4991.0,310.0,4991.0,446.4,16.1,1156.3
2019-09-04,3.72,-4991.0,310.0,4991.0,446.4,16.1,1153.2
2019-09-05,3.79,-4991.0,310.0,4991.0,446.4,16.1,1174.9
2019-09-06,3.94,-4991.0,310.0,4991.0,446.4,16.1,1221.4
2019-09-09,4.12,-4991.0,310.0,4991.0,446.4,16.1,1277.2
2019-09-10,4.42,-4991.0,310.0,4991.0,446.4,16.1,1370.2
2019-09-11,4.38,-4991.0,310.0,4991.0,446.4,16.1,1357.8
2019-09-12,4.34,-4991.0,310.0,4991.0,446.4,16.1,1345.4
2019-09-13,4.36,-4991.0,310.0,4991.0,446.4,16.1,1351.6
2019-09-16,4.47,-4991.0,310.0,4991.0,446.4,16.1,1385.7
2019-09-17,4.37,-4991.0,310.0,4991.0,446.4,16.1,1354.7
2019-09-18,4.4,-4991.0,310.0,4991.0,446.4,16.1,1364.0
2019-09-19,4.3,-4991.0,310.0,4991.0,446.4,16.1,1333.0
2019-09-20,4.31,-4991.0,310.0,4991.0,446.4,16.1,1336.1
2019-09-23,4.23,-4991.0,310.0,4991.0,446.4,16.1,1311.3
2019-09-24,3.97,-4991.0,310.0,4991.0,446.4,16.1,1230.7
2019-09-25,3.86,-4991.0,310.0,4991.0,446.4,16.1,1196.6
2019-09-26,3.79,-4991.0,310.0,4991.0,446.4,16.1,1174.9
2019-09-27,3.75,-4991.0,310.0,4991.0,446.4,16.1,1162.5
2019-09-30,3.64,-4991.0,310.0,4991.0,446.4,16.1,1128.4
2019-10-01,3.57,-4991.0,310.0,4991.0,446.4,16.1,1106.7
2019-10-02,3.29,-4991.0,310.0,4991.0,446.4,16.1,1019.9
2019-10-03,3.32,-4991.0,310.0,4991.0,446.4,16.1,1029.2
2019-10-04,3.3,-4991.0,310.0,4991.0,446.4,16.1,1023.0
2019-10-07,3.5,-4991.0,310.0,4991.0,446.4,16.1,1085.0
2019-10-08,3.57,-4991.0,310.0,4991.0,446.4,16.1,1106.7
2019-10-09,3.5,-4991.0,310.0,4991.0,446.4,16.1,1085.0
2019-10-10,3.49,-4991.0,310.0,4991.0,446.4,16.1,1081.9
2019-10-11,3.56,-4991.0,310.0,4991.0,446.4,16.1,1103.6
2019-10-14,3.64,-4991.0,310.0,4991.0,446.4,16.1,1128.4
2019-10-15,3.68,-4991.0,310.0,4991.0,446.4,16.1,1140.8
2019-10-16,3.4,-4991.0,310.0,4991.0,446.4,16.1,1054.0
2019-10-17,3.43,-4991.0,310.0,4991.0,446.4,16.1,1063.3
2019-10-18,3.35,-4991.0,310.0,4991.0,446.4,16.1,1038.5
2019-10-21,3.37,-4991.0,310.0,4991.0,446.4,16.1,1044.7
2019-10-22,3.49,-4991.0,310.0,4991.0,446.4,16.1,1081.9
2019-10-23,3.55,-4991.0,310.0,4991.0,446.4,16.1,1100.5
2019-10-24,3.6,-4991.0,310.0,4991.0,446.4,16.1,1116.0
2019-10-25,3.6,-4991.0,310.0,4991.0,446.4,16.1,1116.0
2019-10-28,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2019-10-29,3.74,-4991.0,310.0,4991.0,446.4,16.1,1159.4
2019-10-30,3.59,-4991.0,310.0,4991.0,446.4,16.1,1112.9
2019-10-31,3.52,-4991.0,310.0,4991.0,446.4,16.1,1091.2
2019-11-01,3.59,-4991.0,310.0,4991.0,446.4,16.1,1112.9
2019-11-04,3.47,-4991.0,310.0,4991.0,446.4,16.1,1075.7
2019-11-05,3.49,-4991.0,310.0,4991.0,446.4,16.1,1081.9
2019-11-06,3.52,-4991.0,310.0,4991.0,446.4,16.1,1091.2
2019-11-07,3.47,-4991.0,310.0,4991.0,446.4,16.1,1075.7
2019-11-08,3.4,-4991.0,310.0,4991.0,446.4,16.1,1054.0
2019-11-11,3.76,-4991.0,310.0,4991.0,446.4,16.1,1165.6
2019-11-12,3.69,-4991.0,310.0,4991.0,446.4,16.1,1143.9
2019-11-13,3.49,-4991.0,310.0,4991.0,446.4,16.1,1081.9
2019-11-14,3.26,-4991.0,310.0,4991.0,446.4,16.1,1010.6
2019-11-15,3.41,-4991.0,310.0,4991.0,446.4,16.1,1057.1
2019-11-18,3.26,-4991.0,310.0,4991.0,446.4,16.1,1010.6
2019-11-19,3.14,-4991.0,310.0,4991.0,446.4,16.1,973.4
2019-11-20,3.05,-4991.0,310.0,4991.0,446.4,16.1,945.5
2019-11-21,3.08,-4991.0,310.0,4991.0,446.4,16.1,954.8
2019-11-22,3.21,-4991.0,310.0,4991.0,446.4,16.1,995.1
2019-11-25,3.06,-4991.0,310.0,4991.0,446.4,16.1,948.6
2019-11-26,3.05,-4991.0,310.0,4991.0,446.4,16.1,945.5
2019-11-27,3.16,-4991.0,310.0,4991.0,446.4,16.1,979.6
2019-11-29,3.09,-4991.0,310.0,4991.0,446.4,16.1,957.9
2019-12-02,3.05,-4991.0,310.0,4991.0,446.4,16.1,945.5
2019-12-03,3.02,-4991.0,310.0,4991.0,446.4,16.1,936.2
2019-12-04,3.06,-4991.0,310.0,4991.0,446.4,16.1,948.6
2019-12-05,3.1,-4991.0,310.0,4991.0,446.4,16.1,961.0
2019-12-06,3.18,-4991.0,310.0,4991.0,446.4,16.1,985.8
2019-12-09,3.25,-4991.0,310.0,4991.0,446.4,16.1,1007.5
2019-12-10,3.45,-4991.0,310.0,4991.0,446.4,16.1,1069.5
2019-12-11,3.62,-4991.0,310.0,4991.0,446.4,16.1,1122.2
2019-12-12,3.69,-4991.0,310.0,4991.0,446.4,16.1,1143.9
2019-12-13,3.61,-4991.0,310.0,4991.0,446.4,16.1,1119.1
2019-12-16,3.6,-4991.0,310.0,4991.0,446.4,16.1,1116.0
2019-12-17,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2019-12-18,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2019-12-19,3.68,-4991.0,310.0,4991.0,446.4,16.1,1140.8
2019-12-20,3.72,-4991.0,310.0,4991.0,446.4,16.1,1153.2
2019-12-23,3.7,-4991.0,310.0,4991.0,446.4,16.1,1147.0
2019-12-24,3.73,-4991.0,310.0,4991.0,446.4,16.1,1156.3
2019-12-26,3.72,-4991.0,310.0,4991.0,446.4,16.1,1153.2
2019-12-27,3.78,-4991.0,310.0,4991.0,446.4,16.1,1171.8
2019-12-30,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2019-12-31,3.65,-4991.0,310.0,4991.0,446.4,16.1,1131.5
2020-01-02,3.67,-4991.0,310.0,4991.0,446.4,16.1,1137.7
2020-01-03,3.7,-4991.0,310.0,4991.0,446.4,16.1,1147.0
2020-01-06,3.96,-4991.0,310.0,4991.0,446.4,16.1,1227.6
2020-01-07,4.28,-4991.0,310.0,4991.0,446.4,16.1,1326.8
2020-01-08,4.25,-4991.0,310.0,4991.0,446.4,16.1,1317.5
2020-01-09,4.31,-4991.0,310.0,4991.0,446.4,16.1,1336.1
2020-01-10,4.5,-4991.0,310.0,4991.0,446.4,16.1,1395.0
2020-01-13,4.41,-4991.0,310.0,4991.0,446.4,16.1,1367.1
2020-01-14,4.47,-4991.0,310.0,4991.0,446.4,16.1,1385.7
2020-01-15,4.42,-4991.0,310.0,4991.0,446.4,16.1,1370.2
2020-01-16,4.55,-4991.0,310.0,4991.0,446.4,16.1,1410.5
2020-01-17,4.51,-4991.0,310.0,4991.0,446.4,16.1,1398.1
2020-01-21,4.58,-4991.0,310.0,4991.0,446.4,16.1,1419.8
2020-01-22,4.55,-4991.0,310.0,4991.0,446.4,16.1,1410.5
2020-01-23,4.47,-4991.0,310.0,4991.0,446.4,16.1,1385.7
2020-01-24,4.7,-4991.0,310.0,4991.0,446.4,16.1,1457.0
2020-01-27,4.57,-4991.0,310.0,4991.0,446.4,16.1,1416.7
2020-01-28,4.61,-4991.0,310.0,4991.0,446.4,16.1,1429.1
2020-01-29,4.49,-4991.0,310.0,4991.0,446.4,16.1,1391.9
2020-01-30,4.31,-4991.0,310.0,4991.0,446.4,16.1,1336.1
2020-01-31,4.16,-4991.0,310.0,4991.0,446.4,16.1,1289.6
2020-02-03,4.16,-4991.0,310.0,4991.0,446.4,16.1,1289.6
2020-02-04,4.22,-4991.0,310.0,4991.0,446.4,16.1,1308.2
2020-02-05,4.27,-4991.0,310.0,4991.0,446.4,16.1,1323.7
2020-02-06,4.18,-4991.0,310.0,4991.0,446.4,16.1,1295.8
2020-02-07,4.15,-4991.0,310.0,4991.0,446.4,16.1,1286.5
2020-02-10,4.07,-4991.0,310.0,4991.0,446.4,16.1,1261.7
2020-02-11,4.23,-4991.0,310.0,4991.0,446.4,16.1,1311.3
2020-02-12,4.25,-4991.0,310.0,4991.0,446.4,16.1,1317.5
2020-02-13,4.23,-4991.0,310.0,4991.0,446.4,16.1,1311.3
2020-02-14,4.25,-4991.0,310.0,4991.0,446.4,16.1,1317.5
2020-02-18,4.19,-4991.0,310.0,4991.0,446.4,16.1,1298.9
2020-02-19,4.22,-4991.0,310.0,4991.0,446.4,16.1,1308.2
2020-02-20,4.15,-4991.0,310.0,4991.0,446.4,16.1,1286.5
2020-02-21,4.18,-4991.0,310.0,4991.0,446.4,16.1,1295.8
2020-02-24,4.02,-4991.0,310.0,4991.0,446.4,16.1,1246.2
2020-02-25,3.81,-4991.0,310.0,4991.0,446.4,16.1,1181.1
2020-02-26,3.72,-4991.0,310.0,4991.0,446.4,16.1,1153.2
2020-02-27,3.44,-4991.0,310.0,4991.0,446.4,16.1,1066.4
2020-02-28,3.39,-4991.0,310.0,4991.0,446.4,16.1,1050.9
2020-03-02,3.37,-4991.0,310.0,4991.0,446.4,16.1,1044.7
2020-03-03,3.62,-4991.0,310.0,4991.0,446.4,16.1,1122.2
2020-03-04,3.71,-4991.0,310.0,4991.0,446.4,16.1,1150.1
2020-03-05,3.08,-4991.0,310.0,4991.0,446.4,16.1,954.8
2020-03-06,2.84,-4991.0,310.0,4991.0,446.4,16.1,880.4
2020-03-09,2.22,-4991.0,310.0,4991.0,446.4,16.1,688.2
2020-03-10,2.34,-4991.0,310.0,4991.0,446.4,16.1,725.4
2020-03-11,2.23,-4991.0,310.0,4991.0,446.4,16.1,691.3
2020-03-12,1.89,-4991.0,310.0,4991.0,446.4,16.1,585.9
2020-03-13,1.87,-4991.0,310.0,4991.0,446.4,16.1,579.7
2020-03-16,1.39,-4991.0,310.0,4991.0,446.4,16.1,430.9
2020-03-17,1.09,-4991.0,310.0,4991.0,446.4,16.1,337.9
2020-03-18,0.94,-4991.0,310.0,4991.0,446.4,16.1,291.4
2020-03-19,1.18,-4991.0,310.0,4991.0,446.4,16.1,365.8
2020-03-20,1.18,-4991.0,310.0,4991.0,446.4,16.1,365.8
2020-03-23,1.1,-4991.0,310.0,4991.0,446.4,16.1,341.0
