date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue
2019-02-25,40.8,-4995.62,42.017,5418.07,0.0,128.95,1714.286
2019-02-26,40.17,-4995.62,42.017,5418.07,0.0,128.95,1687.815
2019-02-27,39.83,-4995.62,42.017,5418.07,0.0,128.95,1673.529
2019-02-28,39.33,-4995.62,42.017,5418.07,0.0,128.95,1652.521
2019-03-01,39.04,-4995.62,42.017,5418.07,0.0,128.95,1640.336
2019-03-04,37.93,-4995.62,42.017,5418.07,0.0,128.95,1593.697
2019-03-05,37.99,-4995.62,42.017,5418.07,0.0,128.95,1596.219
2019-03-06,37.66,-4995.62,42.017,5418.07,0.0,128.95,1582.353
2019-03-07,37.46,-4995.62,42.017,5418.07,0.0,128.95,1573.95
2019-03-08,36.97,-4995.62,42.017,5418.07,0.0,128.95,1553.361
2019-03-11,37.76,-4995.62,42.017,5418.07,0.0,128.95,1586.555
2019-03-12,37.72,-4995.62,42.017,5418.07,0.0,128.95,1584.874
2019-03-13,37.52,-4995.62,42.017,5418.07,0.0,128.95,1576.471
2019-03-14,37.64,-4995.62,42.017,5418.07,0.0,128.95,1581.513
2019-03-15,38.8,-4995.62,42.017,5418.07,0.0,128.95,1630.252
2019-03-18,38.8,-4995.62,42.017,5418.07,0.0,128.95,1630.252
2019-03-19,38.26,-4995.62,42.017,5418.07,0.0,128.95,1607.563
2019-03-20,37.93,-4995.62,42.017,5418.07,0.0,128.95,1593.697
2019-03-21,37.79,-4995.62,42.017,5418.07,0.0,128.95,1587.815
2019-03-22,36.34,-4995.62,42.017,5418.07,0.0,128.95,1526.891
2019-03-25,36.4,-4995.62,42.017,5418.07,0.0,128.95,1529.412
2019-03-26,36.38,-4995.62,42.017,5418.07,0.0,128.95,1528.571
2019-03-27,36.44,-4995.62,42.017,5418.07,0.0,128.95,1531.092
2019-03-28,36.15,-4995.62,42.017,5418.07,0.0,128.95,1518.908
2019-03-29,37.06,-4995.62,42.017,5418.07,0.0,128.95,1557.143
2019-04-01,39.08,-4995.62,42.017,5418.07,0.0,128.95,1642.017
2019-04-02,39.22,-4995.62,42.017,5418.07,0.0,128.95,1647.899
2019-04-03,39.62,-4995.62,42.017,5418.07,0.0,128.95,1664.706
2019-04-04,40.0,-4995.62,42.017,5418.07,0.0,128.95,1680.672
2019-04-05,39.94,-4995.62,42.017,5418.07,0.0,128.95,1678.151
2019-04-08,39.54,-4995.62,42.017,5418.07,0.0,128.95,1661.345
2019-04-09,39.39,-4995.62,42.017,5418.07,0.0,128.95,1655.042
2019-04-10,39.72,-4995.62,42.017,5418.07,0.0,128.95,1668.908
2019-04-11,39.71,-4995.62,42.017,5418.07,0.0,128.95,1668.487
2019-04-12,40.32,-4995.62,42.017,5418.07,0.0,128.95,1694.118
2019-04-15,40.49,-4995.62,42.017,5418.07,0.0,128.95,1701.261
2019-04-16,40.9,-4995.62,42.017,5418.07,0.0,128.95,1718.487
2019-04-17,40.89,-4995.62,42.017,5418.07,0.0,128.95,1718.067
2019-04-18,40.57,-4995.62,42.017,5418.07,0.0,128.95,1704.622
2019-04-22,39.84,-4995.62,42.017,5418.07,0.0,128.95,1673.95
2019-04-23,40.47,-4995.62,42.017,5418.07,0.0,128.95,1700.42
2019-04-24,38.68,-4995.62,42.017,5418.07,0.0,128.95,1625.21
2019-04-25,39.01,-4995.62,42.017,5418.07,0.0,128.95,1639.076
2019-04-26,39.33,-4995.62,42.017,5418.07,0.0,128.95,1652.521
2019-04-29,40.22,-4995.62,42.017,5418.07,0.0,128.95,1689.916
2019-04-30,39.53,-4995.62,42.017,5418.07,0.0,128.95,1660.924
2019-05-01,39.27,-4995.62,42.017,5418.07,0.0,128.95,1650.0
2019-05-02,39.95,-4995.62,42.017,5418.07,0.0,128.95,1678.571
2019-05-03,40.06,-4995.62,42.017,5418.07,0.0,128.95,1683.193
2019-05-06,39.77,-4995.62,42.017,5418.07,0.0,128.95,1671.008
2019-05-07,39.31,-4995.62,42.017,5418.07,0.0,128.95,1651.681
2019-05-08,39.59,-4995.62,42.017,5418.07,0.0,128.95,1663.445
2019-05-09,39.3,-4995.62,42.017,5418.07,0.0,128.95,1651.26
2019-05-10,39.53,-4995.62,42.017,5418.07,0.0,128.95,1660.924
2019-05-13,38.33,-4995.62,42.017,5418.07,0.0,128.95,1610.504
2019-05-14,38.67,-4995.62,42.017,5418.07,0.0,128.95,1624.79
2019-05-15,38.5,-4995.62,42.017,5418.07,0.0,128.95,1617.647
2019-05-16,38.94,-4995.62,42.017,5418.07,0.0,128.95,1636.134
2019-05-17,38.53,-4995.62,42.017,5418.07,0.0,128.95,1618.908
2019-05-20,38.7,-4995.62,42.017,5418.07,0.0,128.95,1626.05
2019-05-21,39.11,-4995.62,42.017,5418.07,0.0,128.95,1643.277
2019-05-22,38.61,-4995.62,42.017,5418.07,0.0,128.95,1622.269
2019-05-23,38.31,-4995.62,42.017,5418.07,0.0,128.95,1609.664
2019-05-24,38.74,-4995.62,42.017,5418.07,0.0,128.95,1627.731
2019-05-28,38.49,-4995.62,42.017,5418.07,0.0,128.95,1617.227
2019-05-29,37.97,-4995.62,42.017,5418.07,0.0,128.95,1595.378
2019-05-30,37.44,-4995.62,42.017,5418.07,0.0,128.95,1573.109
2019-05-31,36.92,-4995.62,42.017,5418.07,0.0,128.95,1551.26
2019-06-03,37.64,-4995.62,42.017,5418.07,0.0,128.95,1581.513
2019-06-04,38.63,-4995.62,42.017,5418.07,0.0,128.95,1623.109
2019-06-05,37.82,-4995.62,42.017,5418.07,0.0,128.95,1589.076
2019-06-06,37.81,-4995.62,42.017,5418.07,0.0,128.95,1588.656
2019-06-07,37.79,-4995.62,42.017,5418.07,0.0,128.95,1587.815
2019-06-10,37.71,-4995.62,42.017,5418.07,0.0,128.95,1584.454
2019-06-11,38.0,-4995.62,42.017,5418.07,0.0,128.95,1596.639
2019-06-12,38.04,-4995.62,42.017,5418.07,0.0,128.95,1598.319
2019-06-13,37.68,-4995.62,42.017,5418.07,0.0,128.95,1583.193
2019-06-14,37.19,-4995.62,42.017,5418.07,0.0,128.95,1562.605
2019-06-17,37.28,-4995.62,42.017,5418.07,0.0,128.95,1566.387
2019-06-18,38.34,-4995.62,42.017,5418.07,0.0,128.95,1610.924
2019-06-19,38.77,-4995.62,42.017,5418.07,0.0,128.95,1628.992
2019-06-20,39.15,-4995.62,42.017,5418.07,0.0,128.95,1644.958
2019-06-21,38.6,-4995.62,42.017,5418.07,0.0,128.95,1621.849
2019-06-24,38.68,-4995.62,42.017,5418.07,0.0,128.95,1625.21
2019-06-25,38.57,-4995.62,42.017,5418.07,0.0,128.95,1620.588
2019-06-26,39.33,-4995.62,42.017,5418.07,0.0,128.95,1652.521
2019-06-27,39.49,-4995.62,42.017,5418.07,0.0,128.95,1659.244
2019-06-28,39.48,-4995.62,42.017,5418.07,0.0,128.95,1658.824
2019-07-01,39.87,-4995.62,42.017,5418.07,0.0,128.95,1675.21
2019-07-02,39.45,-4995.62,42.017,5418.07,0.0,128.95,1657.563
2019-07-03,38.68,-4995.62,42.017,5418.07,0.0,128.95,1625.21
2019-07-05,37.62,-4995.62,42.017,5418.07,0.0,128.95,1580.672
2019-07-08,37.08,-4995.62,42.017,5418.07,0.0,128.95,1557.983
2019-07-09,36.77,-4995.62,42.017,5418.07,0.0,128.95,1544.958
2019-07-10,36.8,-4995.62,42.017,5418.07,0.0,128.95,1546.218
2019-07-11,36.84,-4995.62,42.017,5418.07,0.0,128.95,1547.899
2019-07-12,37.26,-4995.62,42.017,5418.07,0.0,128.95,1565.546
2019-07-15,37.73,-4995.62,42.017,5418.07,0.0,128.95,1585.294
2019-07-16,37.64,-4995.62,42.017,5418.07,0.0,128.95,1581.513
2019-07-17,37.57,-4995.62,42.017,5418.07,0.0,128.95,1578.571
2019-07-18,37.97,-4995.62,42.017,5418.07,0.0,128.95,1595.378
2019-07-19,38.21,-4995.62,42.017,5418.07,0.0,128.95,1605.462
2019-07-22,38.42,-4995.62,42.017,5418.07,0.0,128.95,1614.286
2019-07-23,39.07,-4995.62,42.017,5418.07,0.0,128.95,1641.597
2019-07-24,38.68,-4995.62,42.017,5418.07,0.0,128.95,1625.21
2019-07-25,36.77,-4995.62,42.017,5418.07,0.0,128.95,1544.958
2019-07-26,36.94,-4995.62,42.017,5418.07,0.0,128.95,1552.101
2019-07-29,36.72,-4995.62,42.017,5418.07,0.0,128.95,1542.857
2019-07-30,36.24,-4995.62,42.017,5418.07,0.0,128.95,1522.689
2019-07-31,36.17,-4995.62,42.017,5418.07,0.0,128.95,1519.748
2019-08-01,35.66,-4995.62,42.017,5418.07,0.0,128.95,1498.319
2019-08-02,34.18,-4995.62,42.017,5418.07,0.0,128.95,1436.134
2019-08-05,32.94,-4995.62,42.017,5418.07,0.0,128.95,1384.034
2019-08-06,33.12,-4995.62,42.017,5418.07,0.0,128.95,1391.597
2019-08-07,32.65,-4995.62,42.017,5418.07,0.0,128.95,1371.849
2019-08-08,32.65,-4995.62,42.017,5418.07,0.0,128.95,1371.849
2019-08-09,32.05,-4995.62,42.017,5418.07,0.0,128.95,1346.639
2019-08-12,31.6,-4995.62,42.017,5418.07,0.0,128.95,1327.731
2019-08-13,31.83,-4995.62,42.017,5418.07,0.0,128.95,1337.395
2019-08-14,30.83,-4995.62,42.017,5418.07,0.0,128.95,1295.378
2019-08-15,31.24,-4995.62,42.017,5418.07,0.0,128.95,1312.605
2019-08-16,32.03,-4995.62,42.017,5418.07,0.0,128.95,1345.798
2019-08-19,32.18,-4995.62,42.017,5418.07,0.0,128.95,1352.101
2019-08-20,32.32,-4995.62,42.017,5418.07,0.0,128.95,1357.983
2019-08-21,32.68,-4995.62,42.017,5418.07,0.0,128.95,1373.109
2019-08-22,32.2,-4995.62,42.017,5418.07,0.0,128.95,1352.941
2019-08-23,31.3,-4995.62,42.017,5418.07,0.0,128.95,1315.126
2019-08-26,31.89,-4995.62,42.017,5418.07,0.0,128.95,1339.916
2019-08-27,31.84,-4995.62,42.017,5418.07,0.0,128.95,1337.815
2019-08-28,31.76,-4995.62,42.017,5418.07,0.0,128.95,1334.454
2019-08-29,32.18,-4995.62,42.017,5418.07,0.0,128.95,1352.101
2019-08-30,32.51,-4995.62,42.017,5418.07,0.0,128.95,1365.966
2019-09-03,32.28,-4995.62,42.017,5418.07,0.0,128.95,1356.302
2019-09-04,33.26,-4995.62,42.017,5418.07,0.0,128.95,1397.479
2019-09-05,33.13,-4995.62,42.017,5418.07,0.0,128.95,1392.017
2019-09-06,33.78,-4995.62,42.017,5418.07,0.0,128.95,1419.328
2019-09-09,34.32,-4995.62,42.017,5418.07,0.0,128.95,1442.017
2019-09-10,35.67,-4995.62,42.017,5418.07,0.0,128.95,1498.739
2019-09-11,36.41,-4995.62,42.017,5418.07,0.0,128.95,1529.832
2019-09-12,36.82,-4995.62,42.017,5418.07,0.0,128.95,1547.059
2019-09-13,37.12,-4995.62,42.017,5418.07,0.0,128.95,1559.664
2019-09-16,37.42,-4995.62,42.017,5418.07,0.0,128.95,1572.269
2019-09-17,36.92,-4995.62,42.017,5418.07,0.0,128.95,1551.26
2019-09-18,36.82,-4995.62,42.017,5418.07,0.0,128.95,1547.059
2019-09-19,36.04,-4995.62,42.017,5418.07,0.0,128.95,1514.286
2019-09-20,36.65,-4995.62,42.017,5418.07,0.0,128.95,1539.916
2019-09-23,36.69,-4995.62,42.017,5418.07,0.0,128.95,1541.597
2019-09-24,36.53,-4995.62,42.017,5418.07,0.0,128.95,1534.874
2019-09-25,36.41,-4995.62,42.017,5418.07,0.0,128.95,1529.832
2019-09-26,36.83,-4995.62,42.017,5418.07,0.0,128.95,1547.479
2019-09-27,35.4,-4995.62,42.017,5418.07,0.0,128.95,1487.395
2019-09-30,35.72,-4995.62,42.017,5418.07,0.0,128.95,1500.84
2019-10-01,35.29,-4995.62,42.017,5418.07,0.0,128.95,1482.773
2019-10-02,34.57,-4995.62,42.017,5418.07,0.0,128.95,1452.521
2019-10-03,35.06,-4995.62,42.017,5418.07,0.0,128.95,1473.109
2019-10-04,35.3,-4995.62,42.017,5418.07,0.0,128.95,1483.193
2019-10-07,34.59,-4995.62,42.017,5418.07,0.0,128.95,1453.361
2019-10-08,34.71,-4995.62,42.017,5418.07,0.0,128.95,1458.403
2019-10-09,34.95,-4995.62,42.017,5418.07,0.0,128.95,1468.487
2019-10-10,35.04,-4995.62,42.017,5418.07,0.0,128.95,1472.269
2019-10-11,36.14,-4995.62,42.017,5418.07,0.0,128.95,1518.487
2019-10-14,35.94,-4995.62,42.017,5418.07,0.0,128.95,1510.084
2019-10-15,36.42,-4995.62,42.017,5418.07,0.0,128.95,1530.252
2019-10-16,36.22,-4995.62,42.017,5418.07,0.0,128.95,1521.849
2019-10-17,36.27,-4995.62,42.017,5418.07,0.0,128.95,1523.95
2019-10-18,36.18,-4995.62,42.017,5418.07,0.0,128.95,1520.168
2019-10-21,36.8,-4995.62,42.017,5418.07,0.0,128.95,1546.218
2019-10-22,37.35,-4995.62,42.017,5418.07,0.0,128.95,1569.328
2019-10-23,37.17,-4995.62,42.017,5418.07,0.0,128.95,1561.765
2019-10-24,36.69,-4995.62,42.017,5418.07,0.0,128.95,1541.597
2019-10-25,36.3,-4995.62,42.017,5418.07,0.0,128.95,1525.21
2019-10-28,36.51,-4995.62,42.017,5418.07,0.0,128.95,1534.034
2019-10-29,36.43,-4995.62,42.017,5418.07,0.0,128.95,1530.672
2019-10-30,36.28,-4995.62,42.017,5418.07,0.0,128.95,1524.37
2019-10-31,35.72,-4995.62,42.017,5418.07,0.0,128.95,1500.84
2019-11-01,36.77,-4995.62,42.017,5418.07,0.0,128.95,1544.958
2019-11-04,37.27,-4995.62,42.017,5418.07,0.0,128.95,1565.966
2019-11-05,37.8,-4995.62,42.017,5418.07,0.0,128.95,1588.235
2019-11-06,37.06,-4995.62,42.017,5418.07,0.0,128.95,1557.143
2019-11-07,37.55,-4995.62,42.017,5418.07,0.0,128.95,1577.731
2019-11-08,37.39,-4995.62,42.017,5418.07,0.0,128.95,1571.008
2019-11-11,37.16,-4995.62,42.017,5418.07,0.0,128.95,1561.345
2019-11-12,37.32,-4995.62,42.017,5418.07,0.0,128.95,1568.067
2019-11-13,36.96,-4995.62,42.017,5418.07,0.0,128.95,1552.941
2019-11-14,37.42,-4995.62,42.017,5418.07,0.0,128.95,1572.269
2019-11-15,37.66,-4995.62,42.017,5418.07,0.0,128.95,1582.353
2019-11-18,38.11,-4995.62,42.017,5418.07,0.0,128.95,1601.261
2019-11-19,38.62,-4995.62,42.017,5418.07,0.0,128.95,1622.689
2019-11-20,38.89,-4995.62,42.017,5418.07,0.0,128.95,1634.034
2019-11-21,38.64,-4995.62,42.017,5418.07,0.0,128.95,1623.529
2019-11-22,38.94,-4995.62,42.017,5418.07,0.0,128.95,1636.134
2019-11-25,39.33,-4995.62,42.017,5418.07,0.0,128.95,1652.521
2019-11-26,39.09,-4995.62,42.017,5418.07,0.0,128.95,1642.437
2019-11-27,39.47,-4995.62,42.017,5418.07,0.0,128.95,1658.403
2019-11-29,39.01,-4995.62,42.017,5418.07,0.0,128.95,1639.076
2019-12-02,38.87,-4995.62,42.017,5418.07,0.0,128.95,1633.193
2019-12-03,38.3,-4995.62,42.017,5418.07,0.0,128.95,1609.244
2019-12-04,38.67,-4995.62,42.017,5418.07,0.0,128.95,1624.79
2019-12-05,38.96,-4995.62,42.017,5418.07,0.0,128.95,1636.975
2019-12-06,39.93,-4995.62,42.017,5418.07,0.0,128.95,1677.731
2019-12-09,40.08,-4995.62,42.017,5418.07,0.0,128.95,1684.034
2019-12-10,40.22,-4995.62,42.017,5418.07,0.0,128.95,1689.916
2019-12-11,40.35,-4995.62,42.017,5418.07,0.0,128.95,1695.378
2019-12-12,41.48,-4995.62,42.017,5418.07,0.0,128.95,1742.857
2019-12-13,42.05,-4995.62,42.017,5418.07,0.0,128.95,1766.807
2019-12-16,41.86,-4995.62,42.017,5418.07,0.0,128.95,1758.824
2019-12-17,41.76,-4995.62,42.017,5418.07,0.0,128.95,1754.622
2019-12-18,42.37,-4995.62,42.017,5418.07,0.0,128.95,1780.252
2019-12-19,42.47,-4995.62,42.017,5418.07,0.0,128.95,1784.454
2019-12-20,41.91,-4995.62,42.017,5418.07,0.0,128.95,1760.924
2019-12-23,42.74,-4995.62,42.017,5418.07,0.0,128.95,1795.798
2019-12-24,42.41,-4995.62,42.017,5418.07,0.0,128.95,1781.933
2019-12-26,42.8,-4995.62,42.017,5418.07,0.0,128.95,1798.319
2019-12-27,41.93,-4995.62,42.017,5418.07,0.0,128.95,1761.765
2019-12-30,41.03,-4995.62,42.017,5418.07,0.0,128.95,1723.95
2019-12-31,41.37,-4995.62,42.017,5418.07,0.0,128.95,1738.235
2020-01-02,40.87,-4995.62,42.017,5418.07,0.0,128.95,1717.227
2020-01-03,40.43,-4995.62,42.017,5418.07,0.0,128.95,1698.74
2020-01-06,40.22,-4995.62,42.017,5418.07,0.0,128.95,1689.916
2020-01-07,40.19,-4995.62,42.017,5418.07,0.0,128.95,1688.655
2020-01-08,39.93,-4995.62,42.017,5418.07,0.0,128.95,1677.731
2020-01-09,39.99,-4995.62,42.017,5418.07,0.0,128.95,1680.252
2020-01-10,39.82,-4995.62,42.017,5418.07,0.0,128.95,1673.109
2020-01-13,40.22,-4995.62,42.017,5418.07,0.0,128.95,1689.916
2020-01-14,40.8,-4995.62,42.017,5418.07,0.0,128.95,1714.286
2020-01-15,40.93,-4995.62,42.017,5418.07,0.0,128.95,1719.748
2020-01-16,41.12,-4995.62,42.017,5418.07,0.0,128.95,1727.731
2020-01-17,41.02,-4995.62,42.017,5418.07,0.0,128.95,1723.529
2020-01-21,40.13,-4995.62,42.017,5418.07,0.0,128.95,1686.134
2020-01-22,40.58,-4995.62,42.017,5418.07,0.0,128.95,1705.042
2020-01-23,39.74,-4995.62,42.017,5418.07,0.0,128.95,1669.748
2020-01-24,39.74,-4995.62,42.017,5418.07,0.0,128.95,1669.748
2020-01-27,38.99,-4995.62,42.017,5418.07,0.0,128.95,1638.235
2020-01-28,38.48,-4995.62,42.017,5418.07,0.0,128.95,1616.807
2020-01-29,37.68,-4995.62,42.017,5418.07,0.0,128.95,1583.193
2020-01-30,37.45,-4995.62,42.017,5418.07,0.0,128.95,1573.529
2020-01-31,36.53,-4995.62,42.017,5418.07,0.0,128.95,1534.874
2020-02-03,36.92,-4995.62,42.017,5418.07,0.0,128.95,1551.26
2020-02-04,36.95,-4995.62,42.017,5418.07,0.0,128.95,1552.521
2020-02-05,37.65,-4995.62,42.017,5418.07,0.0,128.95,1581.933
2020-02-06,37.55,-4995.62,42.017,5418.07,0.0,128.95,1577.731
2020-02-07,37.03,-4995.62,42.017,5418.07,0.0,128.95,1555.882
2020-02-10,36.46,-4995.62,42.017,5418.07,0.0,128.95,1531.933
2020-02-11,36.46,-4995.62,42.017,5418.07,0.0,128.95,1531.933
2020-02-12,36.95,-4995.62,42.017,5418.07,0.0,128.95,1552.521
2020-02-13,36.42,-4995.62,42.017,5418.07,0.0,128.95,1530.252
2020-02-14,36.06,-4995.62,42.017,5418.07,0.0,128.95,1515.126
2020-02-18,35.18,-4995.62,42.017,5418.07,0.0,128.95,1478.151
2020-02-19,34.99,-4995.62,42.017,5418.07,0.0,128.95,1470.168
2020-02-20,34.83,-4995.62,42.017,5418.07,0.0,128.95,1463.445
2020-02-21,34.0,-4995.62,42.017,5418.07,0.0,128.95,1428.571
2020-02-24,31.8,-4995.62,42.017,5418.07,0.0,128.95,1336.134
2020-02-25,31.78,-4995.62,42.017,5418.07,0.0,128.95,1335.294
2020-02-26,32.08,-4995.62,42.017,5418.07,0.0,128.95,1347.899
2020-02-27,31.73,-4995.62,42.017,5418.07,0.0,128.95,1333.193
2020-02-28,32.27,-4995.62,42.017,5418.07,0.0,128.95,1355.882
2020-03-02,32.38,-4995.62,42.017,5418.07,0.0,128.95,1360.504
2020-03-03,31.61,-4995.62,42.017,5418.07,0.0,128.95,1328.151
2020-03-04,33.01,-4995.62,42.017,5418.07,0.0,128.95,1386.975
2020-03-05,32.0,-4995.62,42.017,5418.07,0.0,128.95,1344.538
2020-03-06,31.03,-4995.62,42.017,5418.07,0.0,128.95,1303.782
2020-03-09,28.8,-4995.62,42.017,5418.07,0.0,128.95,1210.084
2020-03-10,29.56,-4995.62,42.017,5418.07,0.0,128.95,1242.017
2020-03-11,29.01,-4995.62,42.017,5418.07,0.0,128.95,1218.908
2020-03-12,25.71,-4995.62,42.017,5418.07,0.0,128.95,1080.252
2020-03-13,28.05,-4995.62,42.017,5418.07,0.0,128.95,1178.571
2020-03-16,24.62,-4995.62,42.017,5418.07,0.0,128.95,1034.454
2020-03-17,24.53,-4995.62,42.017,5418.07,0.0,128.95,1030.672
2020-03-18,22.89,-4995.62,42.017,5418.07,0.0,128.95,961.765
2020-03-19,21.56,-4995.62,42.017,5418.07,0.0,128.95,905.882
2020-03-20,22.54,-4995.62,42.017,5418.07,0.0,128.95,947.059
2020-03-23,21.14,-4995.62,42.017,5418.07,0.0,128.95,888.235
2020-03-24,23.99,-4995.62,42.017,5418.07,0.0,128.95,1007.983
2020-03-25,25.78,-4995.62,42.017,5418.07,0.0,128.95,1083.193
2020-03-26,27.55,-4995.62,42.017,5418.07,0.0,128.95,1157.563
2020-03-27,27.55,-4995.62,42.017,5418.07,0.0,128.95,1157.563
2020-03-30,27.76,-4995.62,42.017,5418.07,0.0,128.95,1166.387
2020-03-31,27.19,-4995.62,42.017,5418.07,0.0,128.95,1142.437
2020-04-01,24.82,-4995.62,42.017,5418.07,0.0,128.95,1042.857
2020-04-02,25.52,-4995.62,42.017,5418.07,0.0,128.95,1072.269
2020-04-03,24.88,-4995.62,42.017,5418.07,0.0,128.95,1045.378
2020-04-06,26.77,-4995.62,42.017,5418.07,0.0,128.95,1124.79
2020-04-07,27.04,-4995.62,42.017,5418.07,0.0,128.95,1136.134
2020-04-08,26.41,-4995.62,42.017,5418.07,0.0,128.95,1109.664
2020-04-09,26.6,-4995.62,42.017,5418.07,0.0,128.95,1117.647
2020-04-13,26.8,-4995.62,42.017,5418.07,0.0,128.95,1126.05
2020-04-14,27.08,-4995.62,42.017,5418.07,0.0,128.95,1137.815
2020-04-15,26.11,-4995.62,42.017,5418.07,0.0,128.95,1097.059
2020-04-16,25.36,-4995.62,42.017,5418.07,0.0,128.95,1065.546
2020-04-17,26.4,-4995.62,42.017,5418.07,0.0,128.95,1109.244
2020-04-20,25.43,-4995.62,42.017,5418.07,0.0,128.95,1068.487
2020-04-21,24.87,-4995.62,42.017,5418.07,0.0,128.95,1044.958
2020-04-22,25.47,-4995.62,42.017,5418.07,0.0,128.95,1070.168
2020-04-23,24.66,-4995.62,42.017,5418.07,0.0,128.95,1036.134
2020-04-24,25.32,-4995.62,42.017,5418.07,0.0,128.95,1063.866
2020-04-27,28.0,-4995.62,42.017,5418.07,0.0,128.95,1176.471
2020-04-28,27.99,-4995.62,42.017,5418.07,0.0,128.95,1176.05
2020-04-29,28.87,-4995.62,42.017,5418.07,0.0,128.95,1213.025
2020-04-30,28.14,-4995.62,42.017,5418.07,0.0,128.95,1182.353
2020-05-01,27.23,-4995.62,42.017,5418.07,0.0,128.95,1144.118
2020-05-04,26.61,-4995.62,42.017,5418.07,0.0,128.95,1118.067
2020-05-05,26.69,-4995.62,42.017,5418.07,0.0,128.95,1121.429
2020-05-06,26.3,-4995.62,42.017,5418.07,0.0,128.95,1105.042
2020-05-07,26.74,-4995.62,42.017,5418.07,0.0,128.95,1123.529
2020-05-08,26.92,-4995.62,42.017,5418.07,0.0,128.95,1131.092
2020-05-11,26.47,-4995.62,42.017,5418.07,0.0,128.95,1112.185
2020-05-12,25.61,-4995.62,42.017,5418.07,0.0,128.95,1076.05
2020-05-13,25.39,-4995.62,42.017,5418.07,0.0,128.95,1066.807
2020-05-14,25.33,-4995.62,42.017,5418.07,0.0,128.95,1064.286
2020-05-15,25.51,-4995.62,42.017,5418.07,0.0,128.95,1071.849
2020-05-18,26.48,-4995.62,42.017,5418.07,0.0,128.95,1112.605
2020-05-19,25.95,-4995.62,42.017,5418.07,0.0,128.95,1090.336
2020-05-20,26.32,-4995.62,42.017,5418.07,0.0,128.95,1105.882
2020-05-21,25.87,-4995.62,42.017,5418.07,0.0,128.95,1086.975
2020-05-22,24.97,-4995.62,42.017,5418.07,0.0,128.95,1049.16
2020-05-26,26.58,-4995.62,42.017,5418.07,0.0,128.95,1116.807
2020-05-27,27.23,-4995.62,42.017,5418.07,0.0,128.95,1144.118
2020-05-28,27.4,-4995.62,42.017,5418.07,0.0,128.95,1151.26
