date,HSBC_adj_close,HSBC_cashflow,HSBC_cml_units,HSBC_cml_cost,HSBC_gain_loss,HSBC_avg_price,HSBC_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,VRME_adj_close,VRME_cashflow,VRME_cml_units,VRME_cml_cost,VRME_gain_loss,VRME_avg_price,VRME_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,TMGI_adj_close,TMGI_cashflow,TMGI_cml_units,TMGI_cml_cost,TMGI_gain_loss,TMGI_avg_price,TMGI_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue,FNMA_adj_close,FNMA_cashflow,FNMA_cml_units,FNMA_cml_cost,FNMA_gain_loss,FNMA_avg_price,FNMA_mktvalue
2019-02-13,37.108,-4973.336,138.889,4973.336,0.0,35.808,5153.913,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,14.57,-4994.76,454.545,4994.76,0.0,10.988,6622.727,12.45,-4993.625,500.0,4993.625,0.0,9.987,6225.0,2.53,-4998.96,5000.0,4998.96,0.0,1.0,12650.0,12.0,-4973.8,131.579,4973.8,0.0,37.801,1578.947,8.68,-4998.0,833.333,4998.0,0.0,5.998,7233.334,2.65,-4998.96,5000.0,4998.96,0.0,1.0,13250.0
2019-02-14,37.143,-4973.336,138.889,4973.336,0.0,35.808,5158.781,7.583,-4998.737,1250.0,4998.737,0.0,3.999,9478.141,14.53,-4994.76,454.545,4994.76,0.0,10.988,6604.545,12.16,-4993.625,500.0,4993.625,0.0,9.987,6080.0,2.46,-4998.96,5000.0,4998.96,0.0,1.0,12300.0,11.58,-4973.8,131.579,4973.8,0.0,37.801,1523.684,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667,2.59,-4998.96,5000.0,4998.96,0.0,1.0,12950.0
2019-02-15,37.52,-4973.336,138.889,4973.336,0.0,35.808,5211.137,7.462,-4998.737,1250.0,4998.737,0.0,3.999,9327.352,14.79,-4994.76,454.545,4994.76,0.0,10.988,6722.727,12.45,-4993.625,500.0,4993.625,0.0,9.987,6225.0,2.57,-4998.96,5000.0,4998.96,0.0,1.0,12850.0,11.4,-4973.8,131.579,4973.8,0.0,37.801,1500.0,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667,2.71,-4998.96,5000.0,4998.96,0.0,1.0,13550.0
2019-02-19,36.398,-4973.336,138.889,4973.336,0.0,35.808,5055.29,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,14.76,-4994.76,454.545,4994.76,0.0,10.988,6709.091,11.5,-4993.625,500.0,4993.625,0.0,9.987,5750.0,2.61,-4998.96,5000.0,4998.96,0.0,1.0,13049.999,11.22,-4973.8,131.579,4973.8,0.0,37.801,1476.316,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667,2.75,-4998.96,5000.0,4998.96,0.0,1.0,13750.0
2019-02-20,36.933,-4973.336,138.889,4973.336,0.0,35.808,5129.561,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,14.56,-4994.76,454.545,4994.76,0.0,10.988,6618.182,12.25,-4993.625,500.0,4993.625,0.0,9.987,6125.0,2.76,-4998.96,5000.0,4998.96,0.0,1.0,13800.0,9.9,-4973.8,131.579,4973.8,0.0,37.801,1302.632,8.7,-4998.0,833.333,4998.0,0.0,5.998,7250.0,2.85,-4998.96,5000.0,4998.96,0.0,1.0,14250.0
2019-02-21,36.69,-4973.336,138.889,4973.336,0.0,35.808,5095.847,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481,14.73,-4994.76,454.545,4994.76,0.0,10.988,6695.454,12.0,-4993.625,500.0,4993.625,0.0,9.987,6000.0,2.77,-4998.96,5000.0,4998.96,0.0,1.0,13850.0,9.58,-4973.8,131.579,4973.8,0.0,37.801,1260.526,8.8,-4998.0,833.333,4998.0,0.0,5.998,7333.333,2.87,-4998.96,5000.0,4998.96,0.0,1.0,14349.999
2019-02-22,36.6,-4973.336,138.889,4973.336,0.0,35.808,5083.36,7.333,-4998.737,1250.0,4998.737,0.0,3.999,9165.793,14.55,-4994.76,454.545,4994.76,0.0,10.988,6613.636,14.9,-4993.625,500.0,4993.625,0.0,9.987,7450.0,2.75,-4998.96,5000.0,4998.96,0.0,1.0,13750.0,14.0,-4973.8,131.579,4973.8,0.0,37.801,1842.105,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0
2019-02-25,36.492,-4973.336,138.889,4973.336,0.0,35.808,5068.376,7.014,-4998.737,1250.0,4998.737,0.0,3.999,8767.281,14.16,-4994.76,454.545,4994.76,0.0,10.988,6436.364,12.5,-4993.625,500.0,4993.625,0.0,9.987,6250.0,2.71,-4998.96,5000.0,4998.96,0.0,1.0,13550.0,9.6,-4973.8,131.579,4973.8,0.0,37.801,1263.158,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.81,-4998.96,5000.0,4998.96,0.0,1.0,14050.0
2019-02-26,36.645,-4973.336,138.889,4973.336,0.0,35.808,5089.602,7.143,-4998.737,1250.0,4998.737,0.0,3.999,8928.84,13.99,-4994.76,454.545,4994.76,0.0,10.988,6359.091,15.0,-4993.625,500.0,4993.625,0.0,9.987,7500.0,2.6,-4998.96,5000.0,4998.96,0.0,1.0,13000.0,9.6,-4973.8,131.579,4973.8,0.0,37.801,1263.158,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.73,-4998.96,5000.0,4998.96,0.0,1.0,13650.0
2019-02-27,36.978,-4973.336,138.889,4973.336,0.0,35.808,5135.804,6.85,-4998.737,1250.0,4998.737,0.0,3.999,8562.638,13.88,-4994.76,454.545,4994.76,0.0,10.988,6309.091,14.995,-4993.625,500.0,4993.625,0.0,9.987,7497.5,2.57,-4998.96,5000.0,4998.96,0.0,1.0,12850.0,8.0,-4973.8,131.579,4973.8,0.0,37.801,1052.632,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.69,-4998.96,5000.0,4998.96,0.0,1.0,13450.0
2019-02-28,36.708,-4973.336,138.889,4973.336,0.0,35.808,5098.344,6.833,-4998.737,1250.0,4998.737,0.0,3.999,8541.097,13.65,-4994.76,454.545,4994.76,0.0,10.988,6204.545,11.0,-4993.625,500.0,4993.625,0.0,9.987,5500.0,2.57,-4998.96,5000.0,4998.96,0.0,1.0,12850.0,8.0,-4973.8,131.579,4973.8,0.0,37.801,1052.632,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.68,-4998.96,5000.0,4998.96,0.0,1.0,13400.0
2019-03-01,36.51,-4973.336,138.889,4973.336,0.0,35.808,5070.873,8.048,-4998.737,1250.0,4998.737,0.0,3.999,10059.754,13.51,-4994.76,454.545,4994.76,0.0,10.988,6140.909,12.0,-4993.625,500.0,4993.625,0.0,9.987,6000.0,2.62,-4998.96,5000.0,4998.96,0.0,1.0,13099.999,7.96,-4973.8,131.579,4973.8,0.0,37.801,1047.368,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.76,-4998.96,5000.0,4998.96,0.0,1.0,13800.0
2019-03-04,36.573,-4973.336,138.889,4973.336,0.0,35.808,5079.614,7.979,-4998.737,1250.0,4998.737,0.0,3.999,9973.589,13.29,-4994.76,454.545,4994.76,0.0,10.988,6040.909,10.27,-4993.625,500.0,4993.625,0.0,9.987,5135.0,2.68,-4998.96,5000.0,4998.96,0.0,1.0,13400.0,6.78,-4973.8,131.579,4973.8,0.0,37.801,892.105,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.77,-4998.96,5000.0,4998.96,0.0,1.0,13850.0
2019-03-05,36.861,-4973.336,138.889,4973.336,0.0,35.808,5119.571,8.22,-4998.737,1250.0,4998.737,0.0,3.999,10275.166,13.26,-4994.76,454.545,4994.76,0.0,10.988,6027.273,10.0,-4993.625,500.0,4993.625,0.0,9.987,5000.0,2.71,-4998.96,5000.0,4998.96,0.0,1.0,13550.0,7.6,-4973.8,131.579,4973.8,0.0,37.801,1000.0,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0
