date,HSBC_adj_close,HSBC_cashflow,HSBC_cml_units,HSBC_cml_cost,HSBC_gain_loss,HSBC_avg_price,HSBC_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,VRME_adj_close,VRME_cashflow,VRME_cml_units,VRME_cml_cost,VRME_gain_loss,VRME_avg_price,VRME_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,TMGI_adj_close,TMGI_cashflow,TMGI_cml_units,TMGI_cml_cost,TMGI_gain_loss,TMGI_avg_price,TMGI_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue,FNMA_adj_close,FNMA_cashflow,FNMA_cml_units,FNMA_cml_cost,FNMA_gain_loss,FNMA_avg_price,FNMA_mktvalue
2019-10-18,36.221,-4973.336,138.889,4973.336,0.0,35.808,5030.648,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,11.49,-4994.76,454.545,4994.76,0.0,10.988,5222.727,4.795,-4993.625,500.0,4993.625,0.0,9.987,2397.5,3.33,-4998.96,5000.0,4998.96,0.0,1.0,16650.0,0.012,-4973.8,131.579,4973.8,0.0,37.801,1.526,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333,3.54,-4998.96,5000.0,4998.96,0.0,1.0,17700.0
2019-10-21,36.613,-4973.336,138.889,4973.336,0.0,35.808,5085.202,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,11.8,-4994.76,454.545,4994.76,0.0,10.988,5363.636,5.44,-4993.625,500.0,4993.625,0.0,9.987,2720.0,3.27,-4998.96,5000.0,4998.96,0.0,1.0,16350.0,0.011,-4973.8,131.579,4973.8,0.0,37.801,1.471,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333,3.5,-4998.96,5000.0,4998.96,0.0,1.0,17500.0
2019-10-22,36.67,-4973.336,138.889,4973.336,0.0,35.808,5092.995,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671,12.14,-4994.76,454.545,4994.76,0.0,10.988,5518.182,5.6,-4993.625,500.0,4993.625,0.0,9.987,2800.0,3.06,-4998.96,5000.0,4998.96,0.0,1.0,15300.0,0.011,-4973.8,131.579,4973.8,0.0,37.801,1.471,14.18,-4998.0,833.333,4998.0,0.0,5.998,11816.667,3.25,-4998.96,5000.0,4998.96,0.0,1.0,16250.0
2019-10-23,36.81,-4973.336,138.889,4973.336,0.0,35.808,5112.478,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525,12.07,-4994.76,454.545,4994.76,0.0,10.988,5486.363,5.0,-4993.625,500.0,4993.625,0.0,9.987,2500.0,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0,0.014,-4973.8,131.579,4973.8,0.0,37.801,1.829,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666,3.0,-4998.96,5000.0,4998.96,0.0,1.0,15000.0
2019-10-24,36.903,-4973.336,138.889,4973.336,0.0,35.808,5125.468,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907,12.1,-4994.76,454.545,4994.76,0.0,10.988,5500.0,4.25,-4993.625,500.0,4993.625,0.0,9.987,2125.0,2.96,-4998.96,5000.0,4998.96,0.0,1.0,14800.0,0.017,-4973.8,131.579,4973.8,0.0,37.801,2.276,13.08,-4998.0,833.333,4998.0,0.0,5.998,10900.0,3.12,-4998.96,5000.0,4998.96,0.0,1.0,15599.999
2019-10-25,36.959,-4973.336,138.889,4973.336,0.0,35.808,5133.261,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844,12.4,-4994.76,454.545,4994.76,0.0,10.988,5636.363,4.28,-4993.625,500.0,4993.625,0.0,9.987,2140.0,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0,0.04,-4973.8,131.579,4973.8,0.0,37.801,5.263,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,2.96,-4998.96,5000.0,4998.96,0.0,1.0,14800.0
2019-10-28,35.622,-4973.336,138.889,4973.336,0.0,35.808,4947.518,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715,12.39,-4994.76,454.545,4994.76,0.0,10.988,5631.818,3.7,-4993.625,500.0,4993.625,0.0,9.987,1850.0,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0,0.04,-4973.8,131.579,4973.8,0.0,37.801,5.263,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0,2.92,-4998.96,5000.0,4998.96,0.0,1.0,14600.0
2019-10-29,35.51,-4973.336,138.889,4973.336,0.0,35.808,4931.931,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,12.27,-4994.76,454.545,4994.76,0.0,10.988,5577.273,3.75,-4993.625,500.0,4993.625,0.0,9.987,1875.0,2.93,-4998.96,5000.0,4998.96,0.0,1.0,14650.0,0.031,-4973.8,131.579,4973.8,0.0,37.801,4.013,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667,3.14,-4998.96,5000.0,4998.96,0.0,1.0,15700.001
2019-10-30,35.472,-4973.336,138.889,4973.336,0.0,35.808,4926.736,9.47,-4998.737,1250.0,4998.737,0.0,3.999,11836.905,12.21,-4994.76,454.545,4994.76,0.0,10.988,5550.0,3.0,-4993.625,500.0,4993.625,0.0,9.987,1500.0,2.96,-4998.96,5000.0,4998.96,0.0,1.0,14800.0,0.031,-4973.8,131.579,4973.8,0.0,37.801,4.038,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333,3.18,-4998.96,5000.0,4998.96,0.0,1.0,15900.0
2019-10-31,35.342,-4973.336,138.889,4973.336,0.0,35.808,4908.551,9.366,-4998.737,1250.0,4998.737,0.0,3.999,11707.658,12.8,-4994.76,454.545,4994.76,0.0,10.988,5818.182,3.0,-4993.625,500.0,4993.625,0.0,9.987,1500.0,2.88,-4998.96,5000.0,4998.96,0.0,1.0,14400.001,0.05,-4973.8,131.579,4973.8,0.0,37.801,6.579,14.63,-4998.0,833.333,4998.0,0.0,5.998,12191.667,3.08,-4998.96,5000.0,4998.96,0.0,1.0,15400.0
2019-11-01,35.603,-4973.336,138.889,4973.336,0.0,35.808,4944.921,9.719,-4998.737,1250.0,4998.737,0.0,3.999,12149.253,12.8,-4994.76,454.545,4994.76,0.0,10.988,5818.182,2.5,-4993.625,500.0,4993.625,0.0,9.987,1250.0,2.91,-4998.96,5000.0,4998.96,0.0,1.0,14550.0,0.05,-4973.8,131.579,4973.8,0.0,37.801,6.559,14.12,-4998.0,833.333,4998.0,0.0,5.998,11766.667,3.09,-4998.96,5000.0,4998.96,0.0,1.0,15450.0
2019-11-04,36.024,-4973.336,138.889,4973.336,0.0,35.808,5003.371,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851,12.68,-4994.76,454.545,4994.76,0.0,10.988,5763.637,3.62,-4993.625,500.0,4993.625,0.0,9.987,1810.0,2.88,-4998.96,5000.0,4998.96,0.0,1.0,14400.001,0.05,-4973.8,131.579,4973.8,0.0,37.801,6.559,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0,3.06,-4998.96,5000.0,4998.96,0.0,1.0,15300.0
2019-11-05,35.94,-4973.336,138.889,4973.336,0.0,35.808,4991.681,9.021,-4998.737,1250.0,4998.737,0.0,3.999,11276.834,12.65,-4994.76,454.545,4994.76,0.0,10.988,5750.0,4.0,-4993.625,500.0,4993.625,0.0,9.987,2000.0,2.88,-4998.96,5000.0,4998.96,0.0,1.0,14400.001,0.05,-4973.8,131.579,4973.8,0.0,37.801,6.559,13.75,-4998.0,833.333,4998.0,0.0,5.998,11458.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-06,36.006,-4973.336,138.889,4973.336,0.0,35.808,5000.773,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,12.65,-4994.76,454.545,4994.76,0.0,10.988,5750.0,3.25,-4993.625,500.0,4993.625,0.0,9.987,1625.0,2.89,-4998.96,5000.0,4998.96,0.0,1.0,14450.001,0.05,-4973.8,131.579,4973.8,0.0,37.801,6.559,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-07,35.949,-4973.336,138.889,4973.336,0.0,35.808,4992.979,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687,12.77,-4994.76,454.545,4994.76,0.0,10.988,5804.546,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.88,-4998.96,5000.0,4998.96,0.0,1.0,14400.001,0.05,-4973.8,131.579,4973.8,0.0,37.801,6.559,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-08,35.762,-4973.336,138.889,4973.336,0.0,35.808,4967.002,9.556,-4998.737,1250.0,4998.737,0.0,3.999,11944.611,12.53,-4994.76,454.545,4994.76,0.0,10.988,5695.454,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.89,-4998.96,5000.0,4998.96,0.0,1.0,14450.001,0.035,-4973.8,131.579,4973.8,0.0,37.801,4.605,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-11,35.267,-4973.336,138.889,4973.336,0.0,35.808,4898.16,9.59,-4998.737,1250.0,4998.737,0.0,3.999,11987.695,12.55,-4994.76,454.545,4994.76,0.0,10.988,5704.546,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.88,-4998.96,5000.0,4998.96,0.0,1.0,14400.001,0.035,-4973.8,131.579,4973.8,0.0,37.801,4.605,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0,3.08,-4998.96,5000.0,4998.96,0.0,1.0,15400.0
2019-11-12,35.239,-4973.336,138.889,4973.336,0.0,35.808,4894.263,9.65,-4998.737,1250.0,4998.737,0.0,3.999,12063.088,12.65,-4994.76,454.545,4994.76,0.0,10.988,5750.0,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.95,-4998.96,5000.0,4998.96,0.0,1.0,14750.0,0.034,-4973.8,131.579,4973.8,0.0,37.801,4.474,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.21,-4998.96,5000.0,4998.96,0.0,1.0,16050.0
2019-11-13,34.509,-4973.336,138.889,4973.336,0.0,35.808,4792.949,9.866,-4998.737,1250.0,4998.737,0.0,3.999,12332.354,12.73,-4994.76,454.545,4994.76,0.0,10.988,5786.363,4.74,-4993.625,500.0,4993.625,0.0,9.987,2370.0,2.9,-4998.96,5000.0,4998.96,0.0,1.0,14500.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.05,-4998.96,5000.0,4998.96,0.0,1.0,15250.0
2019-11-14,34.425,-4973.336,138.889,4973.336,0.0,35.808,4781.258,11.305,-4998.737,1250.0,4998.737,0.0,3.999,14131.047,12.48,-4994.76,454.545,4994.76,0.0,10.988,5672.727,2.5,-4993.625,500.0,4993.625,0.0,9.987,1250.0,2.85,-4998.96,5000.0,4998.96,0.0,1.0,14250.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666,3.02,-4998.96,5000.0,4998.96,0.0,1.0,15100.0
2019-11-15,34.612,-4973.336,138.889,4973.336,0.0,35.808,4807.236,10.796,-4998.737,1250.0,4998.737,0.0,3.999,13495.58,12.33,-4994.76,454.545,4994.76,0.0,10.988,5604.545,3.0,-4993.625,500.0,4993.625,0.0,9.987,1500.0,2.87,-4998.96,5000.0,4998.96,0.0,1.0,14349.999,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-11-18,34.827,-4973.336,138.889,4973.336,0.0,35.808,4837.111,11.494,-4998.737,1250.0,4998.737,0.0,3.999,14368.0,12.55,-4994.76,454.545,4994.76,0.0,10.988,5704.546,2.75,-4993.625,500.0,4993.625,0.0,9.987,1375.0,2.81,-4998.96,5000.0,4998.96,0.0,1.0,14050.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,3.0,-4998.96,5000.0,4998.96,0.0,1.0,15000.0
2019-11-19,35.014,-4973.336,138.889,4973.336,0.0,35.808,4863.089,12.692,-4998.737,1250.0,4998.737,0.0,3.999,15865.115,12.68,-4994.76,454.545,4994.76,0.0,10.988,5763.637,2.75,-4993.625,500.0,4993.625,0.0,9.987,1375.0,2.51,-4998.96,5000.0,4998.96,0.0,1.0,12550.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,2.67,-4998.96,5000.0,4998.96,0.0,1.0,13350.0
2019-11-20,34.696,-4973.336,138.889,4973.336,0.0,35.808,4818.926,12.192,-4998.737,1250.0,4998.737,0.0,3.999,15240.419,12.66,-4994.76,454.545,4994.76,0.0,10.988,5754.545,2.75,-4993.625,500.0,4993.625,0.0,9.987,1375.0,2.7,-4998.96,5000.0,4998.96,0.0,1.0,13500.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,2.91,-4998.96,5000.0,4998.96,0.0,1.0,14550.0
2019-11-21,34.453,-4973.336,138.889,4973.336,0.0,35.808,4785.155,11.649,-4998.737,1250.0,4998.737,0.0,3.999,14561.871,12.5,-4994.76,454.545,4994.76,0.0,10.988,5681.818,4.0,-4993.625,500.0,4993.625,0.0,9.987,2000.0,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333,3.03,-4998.96,5000.0,4998.96,0.0,1.0,15150.0
2019-11-22,34.78,-4973.336,138.889,4973.336,0.0,35.808,4830.616,11.072,-4998.737,1250.0,4998.737,0.0,3.999,13840.24,13.02,-4994.76,454.545,4994.76,0.0,10.988,5918.182,3.35,-4993.625,500.0,4993.625,0.0,9.987,1675.0,2.76,-4998.96,5000.0,4998.96,0.0,1.0,13800.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,12.43,-4998.0,833.333,4998.0,0.0,5.998,10358.334,3.03,-4998.96,5000.0,4998.96,0.0,1.0,15150.0
2019-11-25,35.155,-4973.336,138.889,4973.336,0.0,35.808,4882.573,10.848,-4998.737,1250.0,4998.737,0.0,3.999,13560.203,13.4,-4994.76,454.545,4994.76,0.0,10.988,6090.909,3.2,-4993.625,500.0,4993.625,0.0,9.987,1600.0,2.65,-4998.96,5000.0,4998.96,0.0,1.0,13250.0,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667,2.9,-4998.96,5000.0,4998.96,0.0,1.0,14500.0
2019-11-26,35.098,-4973.336,138.889,4973.336,0.0,35.808,4874.78,9.943,-4998.737,1250.0,4998.737,0.0,3.999,12429.289,13.27,-4994.76,454.545,4994.76,0.0,10.988,6031.818,3.25,-4993.625,500.0,4993.625,0.0,9.987,1625.0,2.57,-4998.96,5000.0,4998.96,0.0,1.0,12850.0,0.036,-4973.8,131.579,4973.8,0.0,37.801,4.803,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0
2019-11-27,35.183,-4973.336,138.889,4973.336,0.0,35.808,4886.469,10.18,-4998.737,1250.0,4998.737,0.0,3.999,12725.481,13.38,-4994.76,454.545,4994.76,0.0,10.988,6081.818,3.695,-4993.625,500.0,4993.625,0.0,9.987,1847.5,2.54,-4998.96,5000.0,4998.96,0.0,1.0,12700.0,0.044,-4973.8,131.579,4973.8,0.0,37.801,5.803,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0
2019-11-29,34.846,-4973.336,138.889,4973.336,0.0,35.808,4839.709,9.9,-4998.737,1250.0,4998.737,0.0,3.999,12375.436,13.44,-4994.76,454.545,4994.76,0.0,10.988,6109.091,3.75,-4993.625,500.0,4993.625,0.0,9.987,1875.0,2.54,-4998.96,5000.0,4998.96,0.0,1.0,12700.0,0.043,-4973.8,131.579,4973.8,0.0,37.801,5.724,11.15,-4998.0,833.333,4998.0,0.0,5.998,9291.666,2.77,-4998.96,5000.0,4998.96,0.0,1.0,13850.0
2019-12-02,34.425,-4973.336,138.889,4973.336,0.0,35.808,4781.258,9.478,-4998.737,1250.0,4998.737,0.0,3.999,11847.676,13.47,-4994.76,454.545,4994.76,0.0,10.988,6122.727,3.625,-4993.625,500.0,4993.625,0.0,9.987,1812.5,2.4,-4998.96,5000.0,4998.96,0.0,1.0,12000.0,0.044,-4973.8,131.579,4973.8,0.0,37.801,5.789,11.15,-4998.0,833.333,4998.0,0.0,5.998,9291.666,2.64,-4998.96,5000.0,4998.96,0.0,1.0,13200.001
2019-12-03,33.976,-4973.336,138.889,4973.336,0.0,35.808,4718.911,9.401,-4998.737,1250.0,4998.737,0.0,3.999,11750.74,13.16,-4994.76,454.545,4994.76,0.0,10.988,5981.818,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.44,-4998.96,5000.0,4998.96,0.0,1.0,12200.0,0.044,-4973.8,131.579,4973.8,0.0,37.801,5.789,11.27,-4998.0,833.333,4998.0,0.0,5.998,9391.667,2.67,-4998.96,5000.0,4998.96,0.0,1.0,13350.0
2019-12-04,34.107,-4973.336,138.889,4973.336,0.0,35.808,4737.096,9.762,-4998.737,1250.0,4998.737,0.0,3.999,12203.106,13.3,-4994.76,454.545,4994.76,0.0,10.988,6045.455,3.415,-4993.625,500.0,4993.625,0.0,9.987,1707.5,2.5,-4998.96,5000.0,4998.96,0.0,1.0,12500.0,0.043,-4973.8,131.579,4973.8,0.0,37.801,5.658,12.35,-4998.0,833.333,4998.0,0.0,5.998,10291.667,2.76,-4998.96,5000.0,4998.96,0.0,1.0,13800.0
2019-12-05,34.014,-4973.336,138.889,4973.336,0.0,35.808,4724.107,9.495,-4998.737,1250.0,4998.737,0.0,3.999,11869.217,13.11,-4994.76,454.545,4994.76,0.0,10.988,5959.091,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.52,-4998.96,5000.0,4998.96,0.0,1.0,12600.0,0.043,-4973.8,131.579,4973.8,0.0,37.801,5.658,12.55,-4998.0,833.333,4998.0,0.0,5.998,10458.333,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0
2019-12-06,34.481,-4973.336,138.889,4973.336,0.0,35.808,4789.052,9.582,-4998.737,1250.0,4998.737,0.0,3.999,11976.923,13.35,-4994.76,454.545,4994.76,0.0,10.988,6068.182,3.7,-4993.625,500.0,4993.625,0.0,9.987,1850.0,2.66,-4998.96,5000.0,4998.96,0.0,1.0,13300.0,0.043,-4973.8,131.579,4973.8,0.0,37.801,5.658,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333,2.97,-4998.96,5000.0,4998.96,0.0,1.0,14850.0
2019-12-09,34.444,-4973.336,138.889,4973.336,0.0,35.808,4783.856,16.802,-4998.737,1250.0,4998.737,0.0,3.999,21002.698,13.23,-4994.76,454.545,4994.76,0.0,10.988,6013.636,3.475,-4993.625,500.0,4993.625,0.0,9.987,1737.5,2.76,-4998.96,5000.0,4998.96,0.0,1.0,13800.0,0.044,-4973.8,131.579,4973.8,0.0,37.801,5.789,13.56,-4998.0,833.333,4998.0,0.0,5.998,11300.0,3.04,-4998.96,5000.0,4998.96,0.0,1.0,15200.0
2019-12-10,34.332,-4973.336,138.889,4973.336,0.0,35.808,4768.269,16.281,-4998.737,1250.0,4998.737,0.0,3.999,20351.076,12.98,-4994.76,454.545,4994.76,0.0,10.988,5900.0,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,2.83,-4998.96,5000.0,4998.96,0.0,1.0,14150.0,0.042,-4973.8,131.579,4973.8,0.0,37.801,5.526,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0,3.1,-4998.96,5000.0,4998.96,0.0,1.0,15500.0
2019-12-11,34.752,-4973.336,138.889,4973.336,0.0,35.808,4826.721,16.699,-4998.737,1250.0,4998.737,0.0,3.999,20873.449,12.72,-4994.76,454.545,4994.76,0.0,10.988,5781.818,3.75,-4993.625,500.0,4993.625,0.0,9.987,1875.0,2.9,-4998.96,5000.0,4998.96,0.0,1.0,14500.0,0.049,-4973.8,131.579,4973.8,0.0,37.801,6.382,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667,3.16,-4998.96,5000.0,4998.96,0.0,1.0,15800.0
2019-12-12,35.472,-4973.336,138.889,4973.336,0.0,35.808,4926.736,17.035,-4998.737,1250.0,4998.737,0.0,3.999,21293.504,12.81,-4994.76,454.545,4994.76,0.0,10.988,5822.727,3.625,-4993.625,500.0,4993.625,0.0,9.987,1812.5,2.98,-4998.96,5000.0,4998.96,0.0,1.0,14900.0,0.043,-4973.8,131.579,4973.8,0.0,37.801,5.592,13.95,-4998.0,833.333,4998.0,0.0,5.998,11625.0,3.25,-4998.96,5000.0,4998.96,0.0,1.0,16250.0
2019-12-13,35.94,-4973.336,138.889,4973.336,0.0,35.808,4991.681,17.112,-4998.737,1250.0,4998.737,0.0,3.999,21390.44,12.64,-4994.76,454.545,4994.76,0.0,10.988,5745.455,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,3.15,-4998.96,5000.0,4998.96,0.0,1.0,15750.0,0.046,-4973.8,131.579,4973.8,0.0,37.801,6.053,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333,3.46,-4998.96,5000.0,4998.96,0.0,1.0,17300.0
2019-12-16,36.398,-4973.336,138.889,4973.336,0.0,35.808,5055.327,16.785,-4998.737,1250.0,4998.737,0.0,3.999,20981.157,12.71,-4994.76,454.545,4994.76,0.0,10.988,5777.273,3.5,-4993.625,500.0,4993.625,0.0,9.987,1750.0,3.06,-4998.96,5000.0,4998.96,0.0,1.0,15300.0,0.055,-4973.8,131.579,4973.8,0.0,37.801,7.237,12.2,-4998.0,833.333,4998.0,0.0,5.998,10166.667,3.29,-4998.96,5000.0,4998.96,0.0,1.0,16450.0
2019-12-17,36.389,-4973.336,138.889,4973.336,0.0,35.808,5054.028,17.138,-4998.737,1250.0,4998.737,0.0,3.999,21422.751,12.81,-4994.76,454.545,4994.76,0.0,10.988,5822.727,3.65,-4993.625,500.0,4993.625,0.0,9.987,1825.0,2.9,-4998.96,5000.0,4998.96,0.0,1.0,14500.0,0.041,-4973.8,131.579,4973.8,0.0,37.801,5.408,12.26,-4998.0,833.333,4998.0,0.0,5.998,10216.667,3.12,-4998.96,5000.0,4998.96,0.0,1.0,15599.999
2019-12-18,36.501,-4973.336,138.889,4973.336,0.0,35.808,5069.615,16.906,-4998.737,1250.0,4998.737,0.0,3.999,21131.947,12.65,-4994.76,454.545,4994.76,0.0,10.988,5750.0,3.695,-4993.625,500.0,4993.625,0.0,9.987,1847.5,3.01,-4998.96,5000.0,4998.96,0.0,1.0,15050.0,0.04,-4973.8,131.579,4973.8,0.0,37.801,5.263,12.28,-4998.0,833.333,4998.0,0.0,5.998,10233.333,3.25,-4998.96,5000.0,4998.96,0.0,1.0,16250.0
2019-12-19,36.361,-4973.336,138.889,4973.336,0.0,35.808,5050.131,16.776,-4998.737,1250.0,4998.737,0.0,3.999,20970.385,12.67,-4994.76,454.545,4994.76,0.0,10.988,5759.091,3.75,-4993.625,500.0,4993.625,0.0,9.987,1875.0,3.11,-4998.96,5000.0,4998.96,0.0,1.0,15549.999,0.03,-4973.8,131.579,4973.8,0.0,37.801,3.947,12.45,-4998.0,833.333,4998.0,0.0,5.998,10375.0,3.32,-4998.96,5000.0,4998.96,0.0,1.0,16600.0
2019-12-20,36.37,-4973.336,138.889,4973.336,0.0,35.808,5051.43,17.121,-4998.737,1250.0,4998.737,0.0,3.999,21401.212,12.74,-4994.76,454.545,4994.76,0.0,10.988,5790.909,3.75,-4993.625,500.0,4993.625,0.0,9.987,1875.0,3.11,-4998.96,5000.0,4998.96,0.0,1.0,15549.999,0.024,-4973.8,131.579,4973.8,0.0,37.801,3.197,12.69,-4998.0,833.333,4998.0,0.0,5.998,10575.0,3.24,-4998.96,5000.0,4998.96,0.0,1.0,16200.0
2019-12-23,36.267,-4973.336,138.889,4973.336,0.0,35.808,5037.142,17.164,-4998.737,1250.0,4998.737,0.0,3.999,21455.064,12.45,-4994.76,454.545,4994.76,0.0,10.988,5659.091,3.65,-4993.625,500.0,4993.625,0.0,9.987,1825.0,3.03,-4998.96,5000.0,4998.96,0.0,1.0,15150.0,0.01,-4973.8,131.579,4973.8,0.0,37.801,1.316,12.84,-4998.0,833.333,4998.0,0.0,5.998,10700.0,3.15,-4998.96,5000.0,4998.96,0.0,1.0,15750.0
2019-12-24,36.183,-4973.336,138.889,4973.336,0.0,35.808,5025.451,17.19,-4998.737,1250.0,4998.737,0.0,3.999,21487.377,12.47,-4994.76,454.545,4994.76,0.0,10.988,5668.182,3.7,-4993.625,500.0,4993.625,0.0,9.987,1850.0,3.0,-4998.96,5000.0,4998.96,0.0,1.0,15000.0,0.01,-4973.8,131.579,4973.8,0.0,37.801,1.316,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667,3.12,-4998.96,5000.0,4998.96,0.0,1.0,15599.999
2019-12-26,36.398,-4973.336,138.889,4973.336,0.0,35.808,5055.327,16.621,-4998.737,1250.0,4998.737,0.0,3.999,20776.517,12.51,-4994.76,454.545,4994.76,0.0,10.988,5686.364,3.375,-4993.625,500.0,4993.625,0.0,9.987,1687.5,3.01,-4998.96,5000.0,4998.96,0.0,1.0,15050.0,0.013,-4973.8,131.579,4973.8,0.0,37.801,1.697,13.15,-4998.0,833.333,4998.0,0.0,5.998,10958.333,3.13,-4998.96,5000.0,4998.96,0.0,1.0,15650.001
2019-12-27,36.473,-4973.336,138.889,4973.336,0.0,35.808,5065.718,16.552,-4998.737,1250.0,4998.737,0.0,3.999,20690.351,12.83,-4994.76,454.545,4994.76,0.0,10.988,5831.818,3.0,-4993.625,500.0,4993.625,0.0,9.987,1500.0,2.98,-4998.96,5000.0,4998.96,0.0,1.0,14900.0,0.01,-4973.8,131.579,4973.8,0.0,37.801,1.316,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0,3.08,-4998.96,5000.0,4998.96,0.0,1.0,15400.0
2019-12-30,36.454,-4973.336,138.889,4973.336,0.0,35.808,5063.12,16.716,-4998.737,1250.0,4998.737,0.0,3.999,20894.992,12.51,-4994.76,454.545,4994.76,0.0,10.988,5686.364,3.05,-4993.625,500.0,4993.625,0.0,9.987,1525.0,2.89,-4998.96,5000.0,4998.96,0.0,1.0,14450.001,0.008,-4973.8,131.579,4973.8,0.0,37.801,1.117,13.35,-4998.0,833.333,4998.0,0.0,5.998,11125.0,3.01,-4998.96,5000.0,4998.96,0.0,1.0,15050.0
