date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,SUN_adj_close,SUN_cashflow,SUN_cml_units,SUN_cml_cost,SUN_gain_loss,SUN_avg_price,SUN_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,BTZ_adj_close,BTZ_cashflow,BTZ_cml_units,BTZ_cml_cost,BTZ_gain_loss,BTZ_avg_price,BTZ_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue,FNMA_adj_close,FNMA_cashflow,FNMA_cml_units,FNMA_cml_cost,FNMA_gain_loss,FNMA_avg_price,FNMA_mktvalue
2019-07-29,12.543,-4994.313,500.0,4994.313,0.0,9.989,6271.307,18.871,-4997.067,312.5,4997.067,0.0,15.991,5897.32,26.137,-4997.024,263.158,4997.024,0.0,18.989,6878.132,47.31,-4977.852,142.857,4977.852,0.0,34.845,6758.64,4.62,-4999.02,2500.0,4999.02,0.0,2.0,11550.0,6.926,-4998.036,1000.0,4998.036,0.0,4.998,6925.761,11.246,-4993.819,555.556,4993.819,0.0,8.989,6247.849,7.73,-4999.54,2500.0,4999.54,0.0,2.0,19325.0,5.971,-4998.737,1250.0,4998.737,0.0,3.999,7464.036,10.9,-4997.3,625.0,4997.3,0.0,7.996,6812.5,2.39,-4998.96,5000.0,4998.96,0.0,1.0,11950.001,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0,2.45,-4998.96,5000.0,4998.96,0.0,1.0,12250.0
2019-07-30,12.144,-4994.313,500.0,4994.313,0.0,9.989,6071.901,19.067,-4997.067,312.5,4997.067,0.0,15.991,5958.316,25.991,-4997.024,263.158,4997.024,0.0,18.989,6839.66,46.56,-4977.852,142.857,4977.852,0.0,34.845,6651.36,4.71,-4999.02,2500.0,4999.02,0.0,2.0,11775.0,6.671,-4998.036,1000.0,4998.036,0.0,4.998,6670.956,11.323,-4993.819,555.556,4993.819,0.0,8.989,6290.321,7.8,-4999.54,2500.0,4999.54,0.0,2.0,19500.0,5.997,-4998.737,1250.0,4998.737,0.0,3.999,7496.347,10.78,-4997.3,625.0,4997.3,0.0,7.996,6737.5,2.3,-4998.96,5000.0,4998.96,0.0,1.0,11500.0,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0,2.35,-4998.96,5000.0,4998.96,0.0,1.0,11750.0
2019-07-31,12.174,-4994.313,500.0,4994.313,0.0,9.989,6086.856,18.934,-4997.067,312.5,4997.067,0.0,15.991,5916.727,25.998,-4997.024,263.158,4997.024,0.0,18.989,6841.687,46.822,-4977.852,142.857,4977.852,0.0,34.845,6688.908,4.65,-4999.02,2500.0,4999.02,0.0,2.0,11625.0,6.644,-4998.036,1000.0,4998.036,0.0,4.998,6644.412,11.357,-4993.819,555.556,4993.819,0.0,8.989,6309.195,7.29,-4999.54,2500.0,4999.54,0.0,2.0,18225.0,6.066,-4998.737,1250.0,4998.737,0.0,3.999,7582.512,10.88,-4997.3,625.0,4997.3,0.0,7.996,6800.0,2.25,-4998.96,5000.0,4998.96,0.0,1.0,11250.0,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0,2.28,-4998.96,5000.0,4998.96,0.0,1.0,11400.0
2019-08-01,11.885,-4994.313,500.0,4994.313,0.0,9.989,5942.287,18.605,-4997.067,312.5,4997.067,0.0,15.991,5814.142,25.791,-4997.024,263.158,4997.024,0.0,18.989,6787.017,45.208,-4977.852,142.857,4977.852,0.0,34.845,6458.255,4.48,-4999.02,2500.0,4999.02,0.0,2.0,11200.0,6.591,-4998.036,1000.0,4998.036,0.0,4.998,6591.328,11.425,-4993.819,555.556,4993.819,0.0,8.989,6346.946,7.57,-4999.54,2500.0,4999.54,0.0,2.0,18925.0,6.273,-4998.737,1250.0,4998.737,0.0,3.999,7841.008,10.84,-4997.3,625.0,4997.3,0.0,7.996,6775.0,2.17,-4998.96,5000.0,4998.96,0.0,1.0,10850.0,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0,2.22,-4998.96,5000.0,4998.96,0.0,1.0,11100.0
2019-08-02,11.655,-4994.313,500.0,4994.313,0.0,9.989,5827.629,18.836,-4997.067,312.5,4997.067,0.0,15.991,5886.229,25.691,-4997.024,263.158,4997.024,0.0,18.989,6760.694,45.668,-4977.852,142.857,4977.852,0.0,34.845,6523.965,4.53,-4999.02,2500.0,4999.02,0.0,2.0,11325.001,6.538,-4998.036,1000.0,4998.036,0.0,4.998,6538.243,11.467,-4993.819,555.556,4993.819,0.0,8.989,6370.542,7.48,-4999.54,2500.0,4999.54,0.0,2.0,18700.0,6.29,-4998.737,1250.0,4998.737,0.0,3.999,7862.549,10.81,-4997.3,625.0,4997.3,0.0,7.996,6756.25,2.12,-4998.96,5000.0,4998.96,0.0,1.0,10599.999,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0,2.17,-4998.96,5000.0,4998.96,0.0,1.0,10850.0
2019-08-05,11.177,-4994.313,500.0,4994.313,0.0,9.989,5588.342,18.499,-4997.067,312.5,4997.067,0.0,15.991,5780.87,24.962,-4997.024,263.158,4997.024,0.0,18.989,6568.861,43.546,-4977.852,142.857,4977.852,0.0,34.845,6220.899,4.25,-4999.02,2500.0,4999.02,0.0,2.0,10625.0,6.255,-4998.036,1000.0,4998.036,0.0,4.998,6255.126,11.391,-4993.819,555.556,4993.819,0.0,8.989,6328.073,7.26,-4999.54,2500.0,4999.54,0.0,2.0,18150.001,5.954,-4998.737,1250.0,4998.737,0.0,3.999,7442.495,10.53,-4997.3,625.0,4997.3,0.0,7.996,6581.25,2.05,-4998.96,5000.0,4998.96,0.0,1.0,10250.0,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0,2.1,-4998.96,5000.0,4998.96,0.0,1.0,10500.0
2019-08-06,11.566,-4994.313,500.0,4994.313,0.0,9.989,5782.763,18.508,-4997.067,312.5,4997.067,0.0,15.991,5783.643,25.601,-4997.024,263.158,4997.024,0.0,18.989,6737.027,45.668,-4977.852,142.857,4977.852,0.0,34.845,6523.965,4.71,-4999.02,2500.0,4999.02,0.0,2.0,11775.0,6.352,-4998.036,1000.0,4998.036,0.0,4.998,6352.447,11.391,-4993.819,555.556,4993.819,0.0,8.989,6328.073,7.64,-4999.54,2500.0,4999.54,0.0,2.0,19100.0,5.997,-4998.737,1250.0,4998.737,0.0,3.999,7496.347,10.78,-4997.3,625.0,4997.3,0.0,7.996,6737.5,2.3,-4998.96,5000.0,4998.96,0.0,1.0,11500.0,12.15,-4998.0,833.333,4998.0,0.0,5.998,10125.0,2.35,-4998.96,5000.0,4998.96,0.0,1.0,11750.0
2019-08-07,11.456,-4994.313,500.0,4994.313,0.0,9.989,5727.926,18.614,-4997.067,312.5,4997.067,0.0,15.991,5816.914,24.993,-4997.024,263.158,4997.024,0.0,18.989,6577.165,46.86,-4977.852,142.857,4977.852,0.0,34.845,6694.271,4.72,-4999.02,2500.0,4999.02,0.0,2.0,11799.999,6.476,-4998.036,1000.0,4998.036,0.0,4.998,6476.312,11.391,-4993.819,555.556,4993.819,0.0,8.989,6328.073,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.092,-4998.737,1250.0,4998.737,0.0,3.999,7614.825,10.6,-4997.3,625.0,4997.3,0.0,7.996,6625.0,2.28,-4998.96,5000.0,4998.96,0.0,1.0,11400.0,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333,2.32,-4998.96,5000.0,4998.96,0.0,1.0,11600.0
2019-08-08,11.785,-4994.313,500.0,4994.313,0.0,9.989,5892.436,18.8,-4997.067,312.5,4997.067,0.0,15.991,5875.139,24.52,-4997.024,263.158,4997.024,0.0,18.989,6452.598,47.47,-4977.852,142.857,4977.852,0.0,34.845,6781.437,4.7,-4999.02,2500.0,4999.02,0.0,2.0,11750.0,6.512,-4998.036,1000.0,4998.036,0.0,4.998,6511.702,11.382,-4993.819,555.556,4993.819,0.0,8.989,6323.351,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,6.221,-4998.737,1250.0,4998.737,0.0,3.999,7776.383,11.0,-4997.3,625.0,4997.3,0.0,7.996,6875.0,2.24,-4998.96,5000.0,4998.96,0.0,1.0,11200.0,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333,2.27,-4998.96,5000.0,4998.96,0.0,1.0,11350.0
2019-08-09,11.695,-4994.313,500.0,4994.313,0.0,9.989,5847.569,18.783,-4997.067,312.5,4997.067,0.0,15.991,5869.594,24.165,-4997.024,263.158,4997.024,0.0,18.989,6359.172,47.433,-4977.852,142.857,4977.852,0.0,34.845,6776.072,4.48,-4999.02,2500.0,4999.02,0.0,2.0,11200.0,6.503,-4998.036,1000.0,4998.036,0.0,4.998,6502.855,11.433,-4993.819,555.556,4993.819,0.0,8.989,6351.667,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.109,-4998.737,1250.0,4998.737,0.0,3.999,7636.366,10.95,-4997.3,625.0,4997.3,0.0,7.996,6843.75,2.25,-4998.96,5000.0,4998.96,0.0,1.0,11250.0,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333,2.29,-4998.96,5000.0,4998.96,0.0,1.0,11450.0
2019-08-12,11.595,-4994.313,500.0,4994.313,0.0,9.989,5797.718,18.818,-4997.067,312.5,4997.067,0.0,15.991,5880.684,24.165,-4997.024,263.158,4997.024,0.0,18.989,6359.172,46.757,-4977.852,142.857,4977.852,0.0,34.845,6679.52,4.2,-4999.02,2500.0,4999.02,0.0,2.0,10500.0,6.441,-4998.036,1000.0,4998.036,0.0,4.998,6440.921,11.441,-4993.819,555.556,4993.819,0.0,8.989,6356.386,8.06,-4999.54,2500.0,4999.54,0.0,2.0,20150.001,6.178,-4998.737,1250.0,4998.737,0.0,3.999,7722.53,11.41,-4997.3,625.0,4997.3,0.0,7.996,7131.25,2.22,-4998.96,5000.0,4998.96,0.0,1.0,11100.0,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333,2.25,-4998.96,5000.0,4998.96,0.0,1.0,11250.0
2019-08-13,11.526,-4994.313,500.0,4994.313,0.0,9.989,5762.822,18.863,-4997.067,312.5,4997.067,0.0,15.991,5894.548,24.386,-4997.024,263.158,4997.024,0.0,18.989,6417.304,48.324,-4977.852,142.857,4977.852,0.0,34.845,6903.468,4.08,-4999.02,2500.0,4999.02,0.0,2.0,10200.0,6.547,-4998.036,1000.0,4998.036,0.0,4.998,6547.091,11.586,-4993.819,555.556,4993.819,0.0,8.989,6436.607,8.75,-4999.54,2500.0,4999.54,0.0,2.0,21875.0,6.376,-4998.737,1250.0,4998.737,0.0,3.999,7970.255,11.79,-4997.3,625.0,4997.3,0.0,7.996,7368.75,2.27,-4998.96,5000.0,4998.96,0.0,1.0,11350.0,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667,2.32,-4998.96,5000.0,4998.96,0.0,1.0,11600.0
2019-08-14,11.366,-4994.313,500.0,4994.313,0.0,9.989,5683.06,18.33,-4997.067,312.5,4997.067,0.0,15.991,5728.19,24.078,-4997.024,263.158,4997.024,0.0,18.989,6336.335,46.484,-4977.852,142.857,4977.852,0.0,34.845,6640.633,4.07,-4999.02,2500.0,4999.02,0.0,2.0,10175.0,6.264,-4998.036,1000.0,4998.036,0.0,4.998,6263.975,11.583,-4993.819,555.556,4993.819,0.0,8.989,6435.183,8.44,-4999.54,2500.0,4999.54,0.0,2.0,21099.999,6.661,-4998.737,1250.0,4998.737,0.0,3.999,8325.685,12.0,-4997.3,625.0,4997.3,0.0,7.996,7500.0,2.18,-4998.96,5000.0,4998.96,0.0,1.0,10900.0,12.36,-4998.0,833.333,4998.0,0.0,5.998,10300.0,2.25,-4998.96,5000.0,4998.96,0.0,1.0,11250.0
2019-08-15,11.466,-4994.313,500.0,4994.313,0.0,9.989,5732.911,18.25,-4997.067,312.5,4997.067,0.0,15.991,5703.237,23.62,-4997.024,263.158,4997.024,0.0,18.989,6215.92,46.926,-4977.852,142.857,4977.852,0.0,34.845,6703.659,3.86,-4999.02,2500.0,4999.02,0.0,2.0,9650.0,6.317,-4998.036,1000.0,4998.036,0.0,4.998,6317.058,11.575,-4993.819,555.556,4993.819,0.0,8.989,6430.441,8.39,-4999.54,2500.0,4999.54,0.0,2.0,20975.001,6.686,-4998.737,1250.0,4998.737,0.0,3.999,8357.997,12.09,-4997.3,625.0,4997.3,0.0,7.996,7556.25,2.21,-4998.96,5000.0,4998.96,0.0,1.0,11050.0,12.38,-4998.0,833.333,4998.0,0.0,5.998,10316.667,2.28,-4998.96,5000.0,4998.96,0.0,1.0,11400.0
2019-08-16,11.655,-4994.313,500.0,4994.313,0.0,9.989,5827.629,18.392,-4997.067,312.5,4997.067,0.0,15.991,5747.598,24.007,-4997.024,263.158,4997.024,0.0,18.989,6317.65,47.667,-4977.852,142.857,4977.852,0.0,34.845,6809.598,4.03,-4999.02,2500.0,4999.02,0.0,2.0,10075.001,6.388,-4998.036,1000.0,4998.036,0.0,4.998,6387.838,11.566,-4993.819,555.556,4993.819,0.0,8.989,6425.7,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,7.022,-4998.737,1250.0,4998.737,0.0,3.999,8778.051,12.1,-4997.3,625.0,4997.3,0.0,7.996,7562.5,2.21,-4998.96,5000.0,4998.96,0.0,1.0,11050.0,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667,2.28,-4998.96,5000.0,4998.96,0.0,1.0,11400.0
2019-08-19,11.585,-4994.313,500.0,4994.313,0.0,9.989,5792.733,18.729,-4997.067,312.5,4997.067,0.0,15.991,5852.958,24.141,-4997.024,263.158,4997.024,0.0,18.989,6352.943,48.634,-4977.852,142.857,4977.852,0.0,34.845,6947.721,4.01,-4999.02,2500.0,4999.02,0.0,2.0,10025.001,6.344,-4998.036,1000.0,4998.036,0.0,4.998,6343.601,11.541,-4993.819,555.556,4993.819,0.0,8.989,6411.473,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,7.427,-4998.737,1250.0,4998.737,0.0,3.999,9284.27,12.16,-4997.3,625.0,4997.3,0.0,7.996,7600.0,2.22,-4998.96,5000.0,4998.96,0.0,1.0,11100.0,12.38,-4998.0,833.333,4998.0,0.0,5.998,10316.667,2.3,-4998.96,5000.0,4998.96,0.0,1.0,11500.0
2019-08-20,11.506,-4994.313,500.0,4994.313,0.0,9.989,5752.852,18.392,-4997.067,312.5,4997.067,0.0,15.991,5747.598,24.133,-4997.024,263.158,4997.024,0.0,18.989,6350.868,48.315,-4977.852,142.857,4977.852,0.0,34.845,6902.126,4.08,-4999.02,2500.0,4999.02,0.0,2.0,10200.0,6.459,-4998.036,1000.0,4998.036,0.0,4.998,6458.617,11.507,-4993.819,555.556,4993.819,0.0,8.989,6392.504,8.58,-4999.54,2500.0,4999.54,0.0,2.0,21450.0,6.971,-4998.737,1250.0,4998.737,0.0,3.999,8713.427,12.05,-4997.3,625.0,4997.3,0.0,7.996,7531.25,2.21,-4998.96,5000.0,4998.96,0.0,1.0,11050.0,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333,2.26,-4998.96,5000.0,4998.96,0.0,1.0,11300.0
2019-08-21,11.426,-4994.313,500.0,4994.313,0.0,9.989,5712.971,18.596,-4997.067,312.5,4997.067,0.0,15.991,5811.368,24.52,-4997.024,263.158,4997.024,0.0,18.989,6452.598,47.508,-4977.852,142.857,4977.852,0.0,34.845,6786.8,4.27,-4999.02,2500.0,4999.02,0.0,2.0,10675.0,6.609,-4998.036,1000.0,4998.036,0.0,4.998,6609.024,11.566,-4993.819,555.556,4993.819,0.0,8.989,6425.7,8.43,-4999.54,2500.0,4999.54,0.0,2.0,21075.001,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,12.13,-4997.3,625.0,4997.3,0.0,7.996,7581.25,2.38,-4998.96,5000.0,4998.96,0.0,1.0,11900.001,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333,2.44,-4998.96,5000.0,4998.96,0.0,1.0,12200.0
2019-08-22,10.648,-4994.313,500.0,4994.313,0.0,9.989,5324.13,18.871,-4997.067,312.5,4997.067,0.0,15.991,5897.32,24.457,-4997.024,263.158,4997.024,0.0,18.989,6435.989,46.982,-4977.852,142.857,4977.852,0.0,34.845,6711.705,4.1,-4999.02,2500.0,4999.02,0.0,2.0,10250.0,6.476,-4998.036,1000.0,4998.036,0.0,4.998,6476.312,11.566,-4993.819,555.556,4993.819,0.0,8.989,6425.7,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.41,-4998.737,1250.0,4998.737,0.0,3.999,9262.729,12.26,-4997.3,625.0,4997.3,0.0,7.996,7662.5,2.68,-4998.96,5000.0,4998.96,0.0,1.0,13400.0,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0
2019-08-23,11.137,-4994.313,500.0,4994.313,0.0,9.989,5568.402,18.632,-4997.067,312.5,4997.067,0.0,15.991,5822.459,24.346,-4997.024,263.158,4997.024,0.0,18.989,6406.923,45.743,-4977.852,142.857,4977.852,0.0,34.845,6534.692,4.0,-4999.02,2500.0,4999.02,0.0,2.0,10000.0,6.326,-4998.036,1000.0,4998.036,0.0,4.998,6325.906,11.575,-4993.819,555.556,4993.819,0.0,8.989,6430.441,7.86,-4999.54,2500.0,4999.54,0.0,2.0,19650.0,7.083,-4998.737,1250.0,4998.737,0.0,3.999,8853.446,12.29,-4997.3,625.0,4997.3,0.0,7.996,7681.25,2.7,-4998.96,5000.0,4998.96,0.0,1.0,13500.0,12.42,-4998.0,833.333,4998.0,0.0,5.998,10350.0,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0
2019-08-26,11.256,-4994.313,500.0,4994.313,0.0,9.989,5628.223,19.235,-4997.067,312.5,4997.067,0.0,15.991,6010.997,24.409,-4997.024,263.158,4997.024,0.0,18.989,6423.533,46.175,-4977.852,142.857,4977.852,0.0,34.845,6596.378,4.03,-4999.02,2500.0,4999.02,0.0,2.0,10075.001,6.361,-4998.036,1000.0,4998.036,0.0,4.998,6361.296,11.583,-4993.819,555.556,4993.819,0.0,8.989,6435.183,7.7,-4999.54,2500.0,4999.54,0.0,2.0,19250.0,6.936,-4998.737,1250.0,4998.737,0.0,3.999,8670.345,12.25,-4997.3,625.0,4997.3,0.0,7.996,7656.25,2.66,-4998.96,5000.0,4998.96,0.0,1.0,13300.0,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0
2019-08-27,11.486,-4994.313,500.0,4994.313,0.0,9.989,5742.882,19.324,-4997.067,312.5,4997.067,0.0,15.991,6038.722,24.26,-4997.024,263.158,4997.024,0.0,18.989,6384.086,45.827,-4977.852,142.857,4977.852,0.0,34.845,6546.762,3.95,-4999.02,2500.0,4999.02,0.0,2.0,9875.0,6.193,-4998.036,1000.0,4998.036,0.0,4.998,6193.194,11.583,-4993.819,555.556,4993.819,0.0,8.989,6435.183,6.98,-4999.54,2500.0,4999.54,0.0,2.0,17450.0,6.885,-4998.737,1250.0,4998.737,0.0,3.999,8605.72,12.31,-4997.3,625.0,4997.3,0.0,7.996,7693.75,2.61,-4998.96,5000.0,4998.96,0.0,1.0,13049.999,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333,2.69,-4998.96,5000.0,4998.96,0.0,1.0,13450.0
2019-08-28,11.256,-4994.313,500.0,4994.313,0.0,9.989,5628.223,19.342,-4997.067,312.5,4997.067,0.0,15.991,6044.267,24.496,-4997.024,263.158,4997.024,0.0,18.989,6446.37,45.771,-4977.852,142.857,4977.852,0.0,34.845,6538.715,3.98,-4999.02,2500.0,4999.02,0.0,2.0,9950.0,6.282,-4998.036,1000.0,4998.036,0.0,4.998,6281.668,11.66,-4993.819,555.556,4993.819,0.0,8.989,6477.864,7.34,-4999.54,2500.0,4999.54,0.0,2.0,18350.0,6.893,-4998.737,1250.0,4998.737,0.0,3.999,8616.492,12.28,-4997.3,625.0,4997.3,0.0,7.996,7675.0,2.63,-4998.96,5000.0,4998.96,0.0,1.0,13150.001,12.32,-4998.0,833.333,4998.0,0.0,5.998,10266.666,2.73,-4998.96,5000.0,4998.96,0.0,1.0,13650.0
2019-08-29,11.187,-4994.313,500.0,4994.313,0.0,9.989,5593.328,19.59,-4997.067,312.5,4997.067,0.0,15.991,6121.901,25.025,-4997.024,263.158,4997.024,0.0,18.989,6585.469,46.625,-4977.852,142.857,4977.852,0.0,34.845,6660.746,4.01,-4999.02,2500.0,4999.02,0.0,2.0,10025.001,6.497,-4998.036,1000.0,4998.036,0.0,4.998,6496.746,11.703,-4993.819,555.556,4993.819,0.0,8.989,6501.575,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,6.997,-4998.737,1250.0,4998.737,0.0,3.999,8745.739,12.36,-4997.3,625.0,4997.3,0.0,7.996,7725.0,2.65,-4998.96,5000.0,4998.96,0.0,1.0,13250.0,12.0,-4998.0,833.333,4998.0,0.0,5.998,10000.0,2.77,-4998.96,5000.0,4998.96,0.0,1.0,13850.0
2019-08-30,11.197,-4994.313,500.0,4994.313,0.0,9.989,5598.312,19.661,-4997.067,312.5,4997.067,0.0,15.991,6144.081,24.749,-4997.024,263.158,4997.024,0.0,18.989,6512.806,46.747,-4977.852,142.857,4977.852,0.0,34.845,6678.18,3.98,-4999.02,2500.0,4999.02,0.0,2.0,9950.0,6.515,-4998.036,1000.0,4998.036,0.0,4.998,6514.521,11.72,-4993.819,555.556,4993.819,0.0,8.989,6511.059,7.17,-4999.54,2500.0,4999.54,0.0,2.0,17925.0,7.195,-4998.737,1250.0,4998.737,0.0,3.999,8993.464,12.39,-4997.3,625.0,4997.3,0.0,7.996,7743.75,2.7,-4998.96,5000.0,4998.96,0.0,1.0,13500.0,11.8,-4998.0,833.333,4998.0,0.0,5.998,9833.333,2.82,-4998.96,5000.0,4998.96,0.0,1.0,14100.0
2019-09-03,10.718,-4994.313,500.0,4994.313,0.0,9.989,5359.026,19.661,-4997.067,312.5,4997.067,0.0,15.991,6144.081,24.386,-4997.024,263.158,4997.024,0.0,18.989,6417.304,46.419,-4977.852,142.857,4977.852,0.0,34.845,6631.244,3.73,-4999.02,2500.0,4999.02,0.0,2.0,9325.0,6.532,-4998.036,1000.0,4998.036,0.0,4.998,6532.296,11.754,-4993.819,555.556,4993.819,0.0,8.989,6530.028,7.16,-4999.54,2500.0,4999.54,0.0,2.0,17900.0,7.324,-4998.737,1250.0,4998.737,0.0,3.999,9155.023,12.25,-4997.3,625.0,4997.3,0.0,7.996,7656.25,2.75,-4998.96,5000.0,4998.96,0.0,1.0,13750.0,12.0,-4998.0,833.333,4998.0,0.0,5.998,10000.0,2.84,-4998.96,5000.0,4998.96,0.0,1.0,14200.0
2019-09-04,10.808,-4994.313,500.0,4994.313,0.0,9.989,5403.892,19.679,-4997.067,312.5,4997.067,0.0,15.991,6149.626,24.331,-4997.024,263.158,4997.024,0.0,18.989,6402.771,47.198,-4977.852,142.857,4977.852,0.0,34.845,6742.548,3.72,-4999.02,2500.0,4999.02,0.0,2.0,9300.0,6.586,-4998.036,1000.0,4998.036,0.0,4.998,6585.621,11.805,-4993.819,555.556,4993.819,0.0,8.989,6558.481,7.24,-4999.54,2500.0,4999.54,0.0,2.0,18099.999,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481,12.43,-4997.3,625.0,4997.3,0.0,7.996,7768.75,2.81,-4998.96,5000.0,4998.96,0.0,1.0,14050.0,12.02,-4998.0,833.333,4998.0,0.0,5.998,10016.667,2.92,-4998.96,5000.0,4998.96,0.0,1.0,14600.0
2019-09-05,10.628,-4994.313,500.0,4994.313,0.0,9.989,5314.159,19.688,-4997.067,312.5,4997.067,0.0,15.991,6152.399,24.252,-4997.024,263.158,4997.024,0.0,18.989,6382.01,46.391,-4977.852,142.857,4977.852,0.0,34.845,6627.221,3.79,-4999.02,2500.0,4999.02,0.0,2.0,9475.0,6.63,-4998.036,1000.0,4998.036,0.0,4.998,6630.058,11.737,-4993.819,555.556,4993.819,0.0,8.989,6520.543,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,12.42,-4997.3,625.0,4997.3,0.0,7.996,7762.5,2.8,-4998.96,5000.0,4998.96,0.0,1.0,14000.0,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667,2.97,-4998.96,5000.0,4998.96,0.0,1.0,14850.0
2019-09-06,10.828,-4994.313,500.0,4994.313,0.0,9.989,5413.862,19.794,-4997.067,312.5,4997.067,0.0,15.991,6185.67,24.536,-4997.024,263.158,4997.024,0.0,18.989,6456.75,46.635,-4977.852,142.857,4977.852,0.0,34.845,6662.087,3.94,-4999.02,2500.0,4999.02,0.0,2.0,9850.0,6.639,-4998.036,1000.0,4998.036,0.0,4.998,6638.946,11.831,-4993.819,555.556,4993.819,0.0,8.989,6572.708,7.59,-4999.54,2500.0,4999.54,0.0,2.0,18975.0,7.591,-4998.737,1250.0,4998.737,0.0,3.999,9488.912,12.5,-4997.3,625.0,4997.3,0.0,7.996,7812.5,2.57,-4998.96,5000.0,4998.96,0.0,1.0,12850.0,12.7,-4998.0,833.333,4998.0,0.0,5.998,10583.333,2.71,-4998.96,5000.0,4998.96,0.0,1.0,13550.0
2019-09-09,10.917,-4994.313,500.0,4994.313,0.0,9.989,5458.728,19.475,-4997.067,312.5,4997.067,0.0,15.991,6085.856,24.709,-4997.024,263.158,4997.024,0.0,18.989,6502.425,46.212,-4977.852,142.857,4977.852,0.0,34.845,6601.742,4.12,-4999.02,2500.0,4999.02,0.0,2.0,10300.0,6.621,-4998.036,1000.0,4998.036,0.0,4.998,6621.17,11.788,-4993.819,555.556,4993.819,0.0,8.989,6548.996,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,7.669,-4998.737,1250.0,4998.737,0.0,3.999,9585.847,12.35,-4997.3,625.0,4997.3,0.0,7.996,7718.75,3.67,-4998.96,5000.0,4998.96,0.0,1.0,18350.0,13.65,-4998.0,833.333,4998.0,0.0,5.998,11375.0,3.87,-4998.96,5000.0,4998.96,0.0,1.0,19349.999
