date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-01-15,17.779,-4997.067,312.5,4997.067,0.0,15.991,5555.884,3.52,-4999.02,2500.0,4999.02,0.0,2.0,8800.0,6.04,-4998.036,1000.0,4998.036,0.0,4.998,6040.043,2.96,-4999.54,2500.0,4999.54,0.0,2.0,7400.0,4.662,-4998.737,1250.0,4998.737,0.0,3.999,5826.902,9.12,-4997.3,625.0,4997.3,0.0,7.996,5700.0,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-01-16,18.029,-4997.067,312.5,4997.067,0.0,15.991,5634.174,3.31,-4999.02,2500.0,4999.02,0.0,2.0,8275.0,6.084,-4998.036,1000.0,4998.036,0.0,4.998,6084.39,2.95,-4999.54,2500.0,4999.54,0.0,2.0,7375.0,4.903,-4998.737,1250.0,4998.737,0.0,3.999,6128.48,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-01-17,18.133,-4997.067,312.5,4997.067,0.0,15.991,5666.569,3.25,-4999.02,2500.0,4999.02,0.0,2.0,8125.0,6.013,-4998.036,1000.0,4998.036,0.0,4.998,6013.435,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.11,-4998.737,1250.0,4998.737,0.0,3.999,6386.974,9.3,-4997.3,625.0,4997.3,0.0,7.996,5812.5,7.75,-4998.0,833.333,4998.0,0.0,5.998,6458.333
2019-01-18,18.237,-4997.067,312.5,4997.067,0.0,15.991,5698.967,3.18,-4999.02,2500.0,4999.02,0.0,2.0,7950.0,5.978,-4998.036,1000.0,4998.036,0.0,4.998,5977.958,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,5.256,-4998.737,1250.0,4998.737,0.0,3.999,6570.075,9.46,-4997.3,625.0,4997.3,0.0,7.996,5912.5,7.71,-4998.0,833.333,4998.0,0.0,5.998,6425.0
2019-01-22,18.107,-4997.067,312.5,4997.067,0.0,15.991,5658.47,3.03,-4999.02,2500.0,4999.02,0.0,2.0,7575.0,5.845,-4998.036,1000.0,4998.036,0.0,4.998,5844.919,2.67,-4999.54,2500.0,4999.54,0.0,2.0,6675.0,4.998,-4998.737,1250.0,4998.737,0.0,3.999,6246.957,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,7.7,-4998.0,833.333,4998.0,0.0,5.998,6416.667
2019-01-23,18.159,-4997.067,312.5,4997.067,0.0,15.991,5674.669,2.97,-4999.02,2500.0,4999.02,0.0,2.0,7425.0,5.809,-4998.036,1000.0,4998.036,0.0,4.998,5809.442,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.084,-4998.737,1250.0,4998.737,0.0,3.999,6354.663,8.85,-4997.3,625.0,4997.3,0.0,7.996,5531.25,7.9,-4998.0,833.333,4998.0,0.0,5.998,6583.333
2019-01-24,18.254,-4997.067,312.5,4997.067,0.0,15.991,5704.365,2.79,-4999.02,2500.0,4999.02,0.0,2.0,6975.0,5.942,-4998.036,1000.0,4998.036,0.0,4.998,5942.48,2.7,-4999.54,2500.0,4999.54,0.0,2.0,6750.0,5.247,-4998.737,1250.0,4998.737,0.0,3.999,6559.305,8.54,-4997.3,625.0,4997.3,0.0,7.996,5337.5,8.4,-4998.0,833.333,4998.0,0.0,5.998,7000.0
2019-01-25,18.53,-4997.067,312.5,4997.067,0.0,15.991,5790.753,3.17,-4999.02,2500.0,4999.02,0.0,2.0,7925.0,6.067,-4998.036,1000.0,4998.036,0.0,4.998,6066.652,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.23,-4998.737,1250.0,4998.737,0.0,3.999,6537.763,8.0,-4997.3,625.0,4997.3,0.0,7.996,5000.0,7.8,-4998.0,833.333,4998.0,0.0,5.998,6500.0
2019-01-28,18.539,-4997.067,312.5,4997.067,0.0,15.991,5793.453,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.04,-4998.036,1000.0,4998.036,0.0,4.998,6040.043,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.161,-4998.737,1250.0,4998.737,0.0,3.999,6451.598,8.1,-4997.3,625.0,4997.3,0.0,7.996,5062.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-29,18.582,-4997.067,312.5,4997.067,0.0,15.991,5806.951,3.2,-4999.02,2500.0,4999.02,0.0,2.0,8000.0,6.058,-4998.036,1000.0,4998.036,0.0,4.998,6057.784,2.74,-4999.54,2500.0,4999.54,0.0,2.0,6850.0,5.394,-4998.737,1250.0,4998.737,0.0,3.999,6742.405,8.08,-4997.3,625.0,4997.3,0.0,7.996,5050.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-30,18.479,-4997.067,312.5,4997.067,0.0,15.991,5774.556,3.28,-4999.02,2500.0,4999.02,0.0,2.0,8200.0,6.082,-4998.036,1000.0,4998.036,0.0,4.998,6081.826,2.85,-4999.54,2500.0,4999.54,0.0,2.0,7125.0,5.558,-4998.737,1250.0,4998.737,0.0,3.999,6947.046,8.43,-4997.3,625.0,4997.3,0.0,7.996,5268.75,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-31,18.6,-4997.067,312.5,4997.067,0.0,15.991,5812.352,3.21,-4999.02,2500.0,4999.02,0.0,2.0,8025.0,6.171,-4998.036,1000.0,4998.036,0.0,4.998,6170.871,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.687,-4998.737,1250.0,4998.737,0.0,3.999,7108.606,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-01,18.695,-4997.067,312.5,4997.067,0.0,15.991,5842.047,3.12,-4999.02,2500.0,4999.02,0.0,2.0,7800.0,6.126,-4998.036,1000.0,4998.036,0.0,4.998,6126.348,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,5.764,-4998.737,1250.0,4998.737,0.0,3.999,7205.541,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-04,18.591,-4997.067,312.5,4997.067,0.0,15.991,5809.652,3.16,-4999.02,2500.0,4999.02,0.0,2.0,7900.0,6.322,-4998.036,1000.0,4998.036,0.0,4.998,6322.248,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,6.238,-4998.737,1250.0,4998.737,0.0,3.999,7797.925,8.66,-4997.3,625.0,4997.3,0.0,7.996,5412.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-05,18.591,-4997.067,312.5,4997.067,0.0,15.991,5809.652,3.44,-4999.02,2500.0,4999.02,0.0,2.0,8600.0,6.385,-4998.036,1000.0,4998.036,0.0,4.998,6384.58,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.255,-4998.737,1250.0,4998.737,0.0,3.999,9068.857,8.69,-4997.3,625.0,4997.3,0.0,7.996,5431.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-06,18.539,-4997.067,312.5,4997.067,0.0,15.991,5793.453,3.23,-4999.02,2500.0,4999.02,0.0,2.0,8075.0,6.349,-4998.036,1000.0,4998.036,0.0,4.998,6348.963,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,8.487,-4998.737,1250.0,4998.737,0.0,3.999,10609.056,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-07,18.539,-4997.067,312.5,4997.067,0.0,15.991,5793.453,3.28,-4999.02,2500.0,4999.02,0.0,2.0,8200.0,6.313,-4998.036,1000.0,4998.036,0.0,4.998,6313.344,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,8.5,-4997.3,625.0,4997.3,0.0,7.996,5312.5,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-08,18.738,-4997.067,312.5,4997.067,0.0,15.991,5855.546,3.21,-4999.02,2500.0,4999.02,0.0,2.0,8025.0,6.287,-4998.036,1000.0,4998.036,0.0,4.998,6286.629,2.82,-4999.54,2500.0,4999.54,0.0,2.0,7050.0,7.29,-4998.737,1250.0,4998.737,0.0,3.999,9111.94,8.56,-4997.3,625.0,4997.3,0.0,7.996,5350.0,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-11,18.755,-4997.067,312.5,4997.067,0.0,15.991,5860.944,3.14,-4999.02,2500.0,4999.02,0.0,2.0,7850.0,6.287,-4998.036,1000.0,4998.036,0.0,4.998,6286.629,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,7.453,-4998.737,1250.0,4998.737,0.0,3.999,9316.581,8.48,-4997.3,625.0,4997.3,0.0,7.996,5300.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-12,18.625,-4997.067,312.5,4997.067,0.0,15.991,5820.45,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.358,-4998.036,1000.0,4998.036,0.0,4.998,6357.867,2.82,-4999.54,2500.0,4999.54,0.0,2.0,7050.0,7.238,-4998.737,1250.0,4998.737,0.0,3.999,9047.316,8.65,-4997.3,625.0,4997.3,0.0,7.996,5406.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-13,18.634,-4997.067,312.5,4997.067,0.0,15.991,5823.149,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.331,-4998.036,1000.0,4998.036,0.0,4.998,6331.153,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,9.25,-4997.3,625.0,4997.3,0.0,7.996,5781.25,8.68,-4998.0,833.333,4998.0,0.0,5.998,7233.334
