date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-08-09,18.782,-4997.067,312.5,4997.067,0.0,15.991,5869.444,4.48,-4999.02,2500.0,4999.02,0.0,2.0,11200.0,6.706,-4998.036,1000.0,4998.036,0.0,4.998,6706.344,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.109,-4998.737,1250.0,4998.737,0.0,3.999,7636.366,10.95,-4997.3,625.0,4997.3,0.0,7.996,6843.75,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-12,18.818,-4997.067,312.5,4997.067,0.0,15.991,5880.535,4.2,-4999.02,2500.0,4999.02,0.0,2.0,10500.0,6.642,-4998.036,1000.0,4998.036,0.0,4.998,6642.473,8.06,-4999.54,2500.0,4999.54,0.0,2.0,20150.001,6.178,-4998.737,1250.0,4998.737,0.0,3.999,7722.53,11.41,-4997.3,625.0,4997.3,0.0,7.996,7131.25,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-13,18.862,-4997.067,312.5,4997.067,0.0,15.991,5894.397,4.08,-4999.02,2500.0,4999.02,0.0,2.0,10200.0,6.752,-4998.036,1000.0,4998.036,0.0,4.998,6751.966,8.75,-4999.54,2500.0,4999.54,0.0,2.0,21875.0,6.376,-4998.737,1250.0,4998.737,0.0,3.999,7970.255,11.79,-4997.3,625.0,4997.3,0.0,7.996,7368.75,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-08-14,18.33,-4997.067,312.5,4997.067,0.0,15.991,5728.045,4.07,-4999.02,2500.0,4999.02,0.0,2.0,10175.0,6.46,-4998.036,1000.0,4998.036,0.0,4.998,6459.989,8.44,-4999.54,2500.0,4999.54,0.0,2.0,21099.999,6.661,-4998.737,1250.0,4998.737,0.0,3.999,8325.685,12.0,-4997.3,625.0,4997.3,0.0,7.996,7500.0,12.36,-4998.0,833.333,4998.0,0.0,5.998,10300.0
2019-08-15,18.25,-4997.067,312.5,4997.067,0.0,15.991,5703.092,3.86,-4999.02,2500.0,4999.02,0.0,2.0,9650.0,6.515,-4998.036,1000.0,4998.036,0.0,4.998,6514.735,8.39,-4999.54,2500.0,4999.54,0.0,2.0,20975.001,6.686,-4998.737,1250.0,4998.737,0.0,3.999,8357.997,12.09,-4997.3,625.0,4997.3,0.0,7.996,7556.25,12.38,-4998.0,833.333,4998.0,0.0,5.998,10316.667
2019-08-16,18.392,-4997.067,312.5,4997.067,0.0,15.991,5747.454,4.03,-4999.02,2500.0,4999.02,0.0,2.0,10075.001,6.588,-4998.036,1000.0,4998.036,0.0,4.998,6587.729,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,7.022,-4998.737,1250.0,4998.737,0.0,3.999,8778.051,12.1,-4997.3,625.0,4997.3,0.0,7.996,7562.5,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-08-19,18.729,-4997.067,312.5,4997.067,0.0,15.991,5852.81,4.01,-4999.02,2500.0,4999.02,0.0,2.0,10025.001,6.542,-4998.036,1000.0,4998.036,0.0,4.998,6542.109,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,7.427,-4998.737,1250.0,4998.737,0.0,3.999,9284.27,12.16,-4997.3,625.0,4997.3,0.0,7.996,7600.0,12.38,-4998.0,833.333,4998.0,0.0,5.998,10316.667
2019-08-20,18.392,-4997.067,312.5,4997.067,0.0,15.991,5747.454,4.08,-4999.02,2500.0,4999.02,0.0,2.0,10200.0,6.661,-4998.036,1000.0,4998.036,0.0,4.998,6660.724,8.58,-4999.54,2500.0,4999.54,0.0,2.0,21450.0,6.971,-4998.737,1250.0,4998.737,0.0,3.999,8713.427,12.05,-4997.3,625.0,4997.3,0.0,7.996,7531.25,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-08-21,18.596,-4997.067,312.5,4997.067,0.0,15.991,5811.221,4.27,-4999.02,2500.0,4999.02,0.0,2.0,10675.0,6.816,-4998.036,1000.0,4998.036,0.0,4.998,6815.836,8.43,-4999.54,2500.0,4999.54,0.0,2.0,21075.001,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,12.13,-4997.3,625.0,4997.3,0.0,7.996,7581.25,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-08-22,18.871,-4997.067,312.5,4997.067,0.0,15.991,5897.17,4.1,-4999.02,2500.0,4999.02,0.0,2.0,10250.0,6.679,-4998.036,1000.0,4998.036,0.0,4.998,6678.972,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.41,-4998.737,1250.0,4998.737,0.0,3.999,9262.729,12.26,-4997.3,625.0,4997.3,0.0,7.996,7662.5,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-08-23,18.631,-4997.067,312.5,4997.067,0.0,15.991,5822.312,4.0,-4999.02,2500.0,4999.02,0.0,2.0,10000.0,6.524,-4998.036,1000.0,4998.036,0.0,4.998,6523.859,7.86,-4999.54,2500.0,4999.54,0.0,2.0,19650.0,7.083,-4998.737,1250.0,4998.737,0.0,3.999,8853.446,12.29,-4997.3,625.0,4997.3,0.0,7.996,7681.25,12.42,-4998.0,833.333,4998.0,0.0,5.998,10350.0
2019-08-26,19.235,-4997.067,312.5,4997.067,0.0,15.991,6010.844,4.03,-4999.02,2500.0,4999.02,0.0,2.0,10075.001,6.56,-4998.036,1000.0,4998.036,0.0,4.998,6560.356,7.7,-4999.54,2500.0,4999.54,0.0,2.0,19250.0,6.936,-4998.737,1250.0,4998.737,0.0,3.999,8670.345,12.25,-4997.3,625.0,4997.3,0.0,7.996,7656.25,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-27,19.323,-4997.067,312.5,4997.067,0.0,15.991,6038.569,3.95,-4999.02,2500.0,4999.02,0.0,2.0,9875.0,6.387,-4998.036,1000.0,4998.036,0.0,4.998,6386.995,6.98,-4999.54,2500.0,4999.54,0.0,2.0,17450.0,6.885,-4998.737,1250.0,4998.737,0.0,3.999,8605.72,12.31,-4997.3,625.0,4997.3,0.0,7.996,7693.75,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-28,19.341,-4997.067,312.5,4997.067,0.0,15.991,6044.114,3.98,-4999.02,2500.0,4999.02,0.0,2.0,9950.0,6.478,-4998.036,1000.0,4998.036,0.0,4.998,6478.238,7.34,-4999.54,2500.0,4999.54,0.0,2.0,18350.0,6.893,-4998.737,1250.0,4998.737,0.0,3.999,8616.492,12.28,-4997.3,625.0,4997.3,0.0,7.996,7675.0,12.32,-4998.0,833.333,4998.0,0.0,5.998,10266.666
2019-08-29,19.59,-4997.067,312.5,4997.067,0.0,15.991,6121.745,4.01,-4999.02,2500.0,4999.02,0.0,2.0,10025.001,6.7,-4998.036,1000.0,4998.036,0.0,4.998,6700.046,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,6.997,-4998.737,1250.0,4998.737,0.0,3.999,8745.739,12.36,-4997.3,625.0,4997.3,0.0,7.996,7725.0,12.0,-4998.0,833.333,4998.0,0.0,5.998,10000.0
2019-08-30,19.661,-4997.067,312.5,4997.067,0.0,15.991,6143.925,3.98,-4999.02,2500.0,4999.02,0.0,2.0,9950.0,6.718,-4998.036,1000.0,4998.036,0.0,4.998,6718.375,7.17,-4999.54,2500.0,4999.54,0.0,2.0,17925.0,7.195,-4998.737,1250.0,4998.737,0.0,3.999,8993.464,12.39,-4997.3,625.0,4997.3,0.0,7.996,7743.75,11.8,-4998.0,833.333,4998.0,0.0,5.998,9833.333
2019-09-03,19.661,-4997.067,312.5,4997.067,0.0,15.991,6143.925,3.73,-4999.02,2500.0,4999.02,0.0,2.0,9325.0,6.737,-4998.036,1000.0,4998.036,0.0,4.998,6736.707,7.16,-4999.54,2500.0,4999.54,0.0,2.0,17900.0,7.324,-4998.737,1250.0,4998.737,0.0,3.999,9155.023,12.25,-4997.3,625.0,4997.3,0.0,7.996,7656.25,12.0,-4998.0,833.333,4998.0,0.0,5.998,10000.0
2019-09-04,19.678,-4997.067,312.5,4997.067,0.0,15.991,6149.47,3.72,-4999.02,2500.0,4999.02,0.0,2.0,9300.0,6.792,-4998.036,1000.0,4998.036,0.0,4.998,6791.701,7.24,-4999.54,2500.0,4999.54,0.0,2.0,18099.999,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481,12.43,-4997.3,625.0,4997.3,0.0,7.996,7768.75,12.02,-4998.0,833.333,4998.0,0.0,5.998,10016.667
2019-09-05,19.687,-4997.067,312.5,4997.067,0.0,15.991,6152.242,3.79,-4999.02,2500.0,4999.02,0.0,2.0,9475.0,6.838,-4998.036,1000.0,4998.036,0.0,4.998,6837.53,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,12.42,-4997.3,625.0,4997.3,0.0,7.996,7762.5,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-09-06,19.794,-4997.067,312.5,4997.067,0.0,15.991,6185.513,3.94,-4999.02,2500.0,4999.02,0.0,2.0,9850.0,6.847,-4998.036,1000.0,4998.036,0.0,4.998,6846.694,7.59,-4999.54,2500.0,4999.54,0.0,2.0,18975.0,7.591,-4998.737,1250.0,4998.737,0.0,3.999,9488.912,12.5,-4997.3,625.0,4997.3,0.0,7.996,7812.5,12.7,-4998.0,833.333,4998.0,0.0,5.998,10583.333
2019-09-09,19.474,-4997.067,312.5,4997.067,0.0,15.991,6085.703,4.12,-4999.02,2500.0,4999.02,0.0,2.0,10300.0,6.828,-4998.036,1000.0,4998.036,0.0,4.998,6828.362,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,7.669,-4998.737,1250.0,4998.737,0.0,3.999,9585.847,12.35,-4997.3,625.0,4997.3,0.0,7.996,7718.75,13.65,-4998.0,833.333,4998.0,0.0,5.998,11375.0
2019-09-10,19.332,-4997.067,312.5,4997.067,0.0,15.991,6041.341,4.42,-4999.02,2500.0,4999.02,0.0,2.0,11050.0,6.783,-4998.036,1000.0,4998.036,0.0,4.998,6782.537,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.763,-4998.737,1250.0,4998.737,0.0,3.999,9704.324,12.22,-4997.3,625.0,4997.3,0.0,7.996,7637.5,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-09-11,19.483,-4997.067,312.5,4997.067,0.0,15.991,6088.474,4.38,-4999.02,2500.0,4999.02,0.0,2.0,10950.0,6.929,-4998.036,1000.0,4998.036,0.0,4.998,6929.185,7.58,-4999.54,2500.0,4999.54,0.0,2.0,18950.0,7.755,-4998.737,1250.0,4998.737,0.0,3.999,9693.553,12.15,-4997.3,625.0,4997.3,0.0,7.996,7593.75,14.4,-4998.0,833.333,4998.0,0.0,5.998,12000.0
2019-09-12,19.519,-4997.067,312.5,4997.067,0.0,15.991,6099.564,4.34,-4999.02,2500.0,4999.02,0.0,2.0,10850.0,7.03,-4998.036,1000.0,4998.036,0.0,4.998,7030.005,7.64,-4999.54,2500.0,4999.54,0.0,2.0,19100.0,7.815,-4998.737,1250.0,4998.737,0.0,3.999,9768.947,12.15,-4997.3,625.0,4997.3,0.0,7.996,7593.75,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333
2019-09-13,19.306,-4997.067,312.5,4997.067,0.0,15.991,6033.024,4.36,-4999.02,2500.0,4999.02,0.0,2.0,10900.0,6.993,-4998.036,1000.0,4998.036,0.0,4.998,6993.342,8.07,-4999.54,2500.0,4999.54,0.0,2.0,20174.999,8.358,-4998.737,1250.0,4998.737,0.0,3.999,10447.496,12.166,-4997.3,625.0,4997.3,0.0,7.996,7603.75,14.6,-4998.0,833.333,4998.0,0.0,5.998,12166.667
2019-09-16,19.607,-4997.067,312.5,4997.067,0.0,15.991,6127.291,4.47,-4999.02,2500.0,4999.02,0.0,2.0,11174.999,7.067,-4998.036,1000.0,4998.036,0.0,4.998,7066.668,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,8.263,-4998.737,1250.0,4998.737,0.0,3.999,10329.019,12.04,-4997.3,625.0,4997.3,0.0,7.996,7525.0,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-09-17,19.82,-4997.067,312.5,4997.067,0.0,15.991,6193.83,4.37,-4999.02,2500.0,4999.02,0.0,2.0,10925.0,6.929,-4998.036,1000.0,4998.036,0.0,4.998,6929.185,8.63,-4999.54,2500.0,4999.54,0.0,2.0,21575.0,8.289,-4998.737,1250.0,4998.737,0.0,3.999,10361.331,11.85,-4997.3,625.0,4997.3,0.0,7.996,7406.25,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-09-18,19.927,-4997.067,312.5,4997.067,0.0,15.991,6227.101,4.4,-4999.02,2500.0,4999.02,0.0,2.0,11000.0,7.003,-4998.036,1000.0,4998.036,0.0,4.998,7002.511,8.64,-4999.54,2500.0,4999.54,0.0,2.0,21600.001,8.28,-4998.737,1250.0,4998.737,0.0,3.999,10350.56,11.69,-4997.3,625.0,4997.3,0.0,7.996,7306.25,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-09-19,20.157,-4997.067,312.5,4997.067,0.0,15.991,6299.186,4.3,-4999.02,2500.0,4999.02,0.0,2.0,10750.0,7.012,-4998.036,1000.0,4998.036,0.0,4.998,7011.675,8.54,-4999.54,2500.0,4999.54,0.0,2.0,21350.0,8.289,-4998.737,1250.0,4998.737,0.0,3.999,10361.331,12.503,-4997.3,625.0,4997.3,0.0,7.996,7814.375,14.85,-4998.0,833.333,4998.0,0.0,5.998,12375.0
2019-09-20,20.353,-4997.067,312.5,4997.067,0.0,15.991,6360.183,4.31,-4999.02,2500.0,4999.02,0.0,2.0,10775.0,6.92,-4998.036,1000.0,4998.036,0.0,4.998,6920.019,8.48,-4999.54,2500.0,4999.54,0.0,2.0,21199.999,8.298,-4998.737,1250.0,4998.737,0.0,3.999,10372.102,12.42,-4997.3,625.0,4997.3,0.0,7.996,7762.5,14.9,-4998.0,833.333,4998.0,0.0,5.998,12416.666
2019-09-23,20.335,-4997.067,312.5,4997.067,0.0,15.991,6354.637,4.23,-4999.02,2500.0,4999.02,0.0,2.0,10575.0,6.938,-4998.036,1000.0,4998.036,0.0,4.998,6938.35,8.55,-4999.54,2500.0,4999.54,0.0,2.0,21375.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,12.26,-4997.3,625.0,4997.3,0.0,7.996,7662.5,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-09-24,20.388,-4997.067,312.5,4997.067,0.0,15.991,6371.272,3.97,-4999.02,2500.0,4999.02,0.0,2.0,9925.0,6.948,-4998.036,1000.0,4998.036,0.0,4.998,6947.516,8.46,-4999.54,2500.0,4999.54,0.0,2.0,21150.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696,12.07,-4997.3,625.0,4997.3,0.0,7.996,7543.75,14.92,-4998.0,833.333,4998.0,0.0,5.998,12433.333
2019-09-25,20.441,-4997.067,312.5,4997.067,0.0,15.991,6387.908,3.86,-4999.02,2500.0,4999.02,0.0,2.0,9650.0,6.911,-4998.036,1000.0,4998.036,0.0,4.998,6910.853,8.95,-4999.54,2500.0,4999.54,0.0,2.0,22375.0,8.931,-4998.737,1250.0,4998.737,0.0,3.999,11163.741,12.0,-4997.3,625.0,4997.3,0.0,7.996,7500.0,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-26,20.224,-4997.067,312.5,4997.067,0.0,15.991,6319.932,3.79,-4999.02,2500.0,4999.02,0.0,2.0,9475.0,6.883,-4998.036,1000.0,4998.036,0.0,4.998,6883.356,9.6,-4999.54,2500.0,4999.54,0.0,2.0,24000.001,8.5,-4998.737,1250.0,4998.737,0.0,3.999,10625.211,11.95,-4997.3,625.0,4997.3,0.0,7.996,7468.75,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-27,20.233,-4997.067,312.5,4997.067,0.0,15.991,6322.743,3.75,-4999.02,2500.0,4999.02,0.0,2.0,9375.0,6.828,-4998.036,1000.0,4998.036,0.0,4.998,6828.144,9.0,-4999.54,2500.0,4999.54,0.0,2.0,22500.0,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963,11.89,-4997.3,625.0,4997.3,0.0,7.996,7431.25,15.3,-4998.0,833.333,4998.0,0.0,5.998,12750.0
2019-09-30,20.359,-4997.067,312.5,4997.067,0.0,15.991,6362.066,3.64,-4999.02,2500.0,4999.02,0.0,2.0,9100.0,6.865,-4998.036,1000.0,4998.036,0.0,4.998,6864.953,8.94,-4999.54,2500.0,4999.54,0.0,2.0,22349.999,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,11.84,-4997.3,625.0,4997.3,0.0,7.996,7400.0,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-01,20.305,-4997.067,312.5,4997.067,0.0,15.991,6345.213,3.57,-4999.02,2500.0,4999.02,0.0,2.0,8925.0,6.81,-4998.036,1000.0,4998.036,0.0,4.998,6809.74,9.03,-4999.54,2500.0,4999.54,0.0,2.0,22574.999,8.737,-4998.737,1250.0,4998.737,0.0,3.999,10921.403,11.98,-4997.3,625.0,4997.3,0.0,7.996,7487.5,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-02,20.323,-4997.067,312.5,4997.067,0.0,15.991,6350.831,3.29,-4999.02,2500.0,4999.02,0.0,2.0,8225.0,6.791,-4998.036,1000.0,4998.036,0.0,4.998,6791.333,8.7,-4999.54,2500.0,4999.54,0.0,2.0,21750.0,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13,12.4,-4997.3,625.0,4997.3,0.0,7.996,7750.0,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-03,20.538,-4997.067,312.5,4997.067,0.0,15.991,6418.244,3.32,-4999.02,2500.0,4999.02,0.0,2.0,8300.0,6.874,-4998.036,1000.0,4998.036,0.0,4.998,6874.154,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,12.45,-4997.3,625.0,4997.3,0.0,7.996,7781.25,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-04,20.628,-4997.067,312.5,4997.067,0.0,15.991,6446.332,3.3,-4999.02,2500.0,4999.02,0.0,2.0,8250.0,7.003,-4998.036,1000.0,4998.036,0.0,4.998,7002.988,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,12.65,-4997.3,625.0,4997.3,0.0,7.996,7906.25,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-10-07,20.709,-4997.067,312.5,4997.067,0.0,15.991,6471.612,3.5,-4999.02,2500.0,4999.02,0.0,2.0,8750.0,6.948,-4998.036,1000.0,4998.036,0.0,4.998,6947.773,9.22,-4999.54,2500.0,4999.54,0.0,2.0,23050.001,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,13.0,-4997.3,625.0,4997.3,0.0,7.996,8125.0,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0
2019-10-08,20.727,-4997.067,312.5,4997.067,0.0,15.991,6477.229,3.57,-4999.02,2500.0,4999.02,0.0,2.0,8925.0,6.801,-4998.036,1000.0,4998.036,0.0,4.998,6800.536,8.24,-4999.54,2500.0,4999.54,0.0,2.0,20599.999,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,12.99,-4997.3,625.0,4997.3,0.0,7.996,8118.75,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-09,20.655,-4997.067,312.5,4997.067,0.0,15.991,6454.758,3.5,-4999.02,2500.0,4999.02,0.0,2.0,8750.0,6.92,-4998.036,1000.0,4998.036,0.0,4.998,6920.166,8.4,-4999.54,2500.0,4999.54,0.0,2.0,20999.999,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,13.45,-4997.3,625.0,4997.3,0.0,7.996,8406.25,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-10-10,20.727,-4997.067,312.5,4997.067,0.0,15.991,6477.229,3.49,-4999.02,2500.0,4999.02,0.0,2.0,8725.0,6.847,-4998.036,1000.0,4998.036,0.0,4.998,6846.548,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-11,20.628,-4997.067,312.5,4997.067,0.0,15.991,6446.332,3.56,-4999.02,2500.0,4999.02,0.0,2.0,8900.0,6.893,-4998.036,1000.0,4998.036,0.0,4.998,6892.559,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,13.92,-4997.3,625.0,4997.3,0.0,7.996,8700.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-14,20.664,-4997.067,312.5,4997.067,0.0,15.991,6457.567,3.64,-4999.02,2500.0,4999.02,0.0,2.0,9100.0,6.837,-4998.036,1000.0,4998.036,0.0,4.998,6837.345,7.89,-4999.54,2500.0,4999.54,0.0,2.0,19725.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.3,-4998.0,833.333,4998.0,0.0,5.998,11083.333
2019-10-15,20.781,-4997.067,312.5,4997.067,0.0,15.991,6494.083,3.68,-4999.02,2500.0,4999.02,0.0,2.0,9200.0,6.773,-4998.036,1000.0,4998.036,0.0,4.998,6772.928,8.36,-4999.54,2500.0,4999.54,0.0,2.0,20899.999,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,13.59,-4997.3,625.0,4997.3,0.0,7.996,8493.75,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0
2019-10-16,20.727,-4997.067,312.5,4997.067,0.0,15.991,6477.229,3.4,-4999.02,2500.0,4999.02,0.0,2.0,8500.0,6.81,-4998.036,1000.0,4998.036,0.0,4.998,6809.74,8.45,-4999.54,2500.0,4999.54,0.0,2.0,21125.0,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453,13.8,-4997.3,625.0,4997.3,0.0,7.996,8625.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-17,20.799,-4997.067,312.5,4997.067,0.0,15.991,6499.702,3.43,-4999.02,2500.0,4999.02,0.0,2.0,8575.0,6.856,-4998.036,1000.0,4998.036,0.0,4.998,6855.75,8.31,-4999.54,2500.0,4999.54,0.0,2.0,20775.001,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26,13.5,-4997.3,625.0,4997.3,0.0,7.996,8437.5,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-10-18,20.799,-4997.067,312.5,4997.067,0.0,15.991,6499.702,3.35,-4999.02,2500.0,4999.02,0.0,2.0,8375.0,6.902,-4998.036,1000.0,4998.036,0.0,4.998,6901.762,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-10-21,21.114,-4997.067,312.5,4997.067,0.0,15.991,6598.01,3.37,-4999.02,2500.0,4999.02,0.0,2.0,8425.0,6.883,-4998.036,1000.0,4998.036,0.0,4.998,6883.357,7.65,-4999.54,2500.0,4999.54,0.0,2.0,19125.0,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,12.63,-4997.3,625.0,4997.3,0.0,7.996,7893.75,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333
2019-10-22,21.213,-4997.067,312.5,4997.067,0.0,15.991,6628.907,3.49,-4999.02,2500.0,4999.02,0.0,2.0,8725.0,7.113,-4998.036,1000.0,4998.036,0.0,4.998,7113.415,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671,12.85,-4997.3,625.0,4997.3,0.0,7.996,8031.25,14.18,-4998.0,833.333,4998.0,0.0,5.998,11816.667
2019-10-23,21.257,-4997.067,312.5,4997.067,0.0,15.991,6642.953,3.55,-4999.02,2500.0,4999.02,0.0,2.0,8875.0,7.058,-4998.036,1000.0,4998.036,0.0,4.998,7058.201,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-10-24,21.311,-4997.067,312.5,4997.067,0.0,15.991,6659.806,3.6,-4999.02,2500.0,4999.02,0.0,2.0,9000.0,7.196,-4998.036,1000.0,4998.036,0.0,4.998,7196.238,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907,12.9,-4997.3,625.0,4997.3,0.0,7.996,8062.5,13.08,-4998.0,833.333,4998.0,0.0,5.998,10900.0
2019-10-25,21.266,-4997.067,312.5,4997.067,0.0,15.991,6645.761,3.6,-4999.02,2500.0,4999.02,0.0,2.0,9000.0,7.288,-4998.036,1000.0,4998.036,0.0,4.998,7288.26,6.91,-4999.54,2500.0,4999.54,0.0,2.0,17275.0,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844,12.8,-4997.3,625.0,4997.3,0.0,7.996,8000.0,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-10-28,21.365,-4997.067,312.5,4997.067,0.0,15.991,6676.659,3.65,-4999.02,2500.0,4999.02,0.0,2.0,9125.0,7.353,-4998.036,1000.0,4998.036,0.0,4.998,7352.677,7.19,-4999.54,2500.0,4999.54,0.0,2.0,17975.0,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715,13.18,-4997.3,625.0,4997.3,0.0,7.996,8237.5,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-29,21.338,-4997.067,312.5,4997.067,0.0,15.991,6668.231,3.74,-4999.02,2500.0,4999.02,0.0,2.0,9350.0,7.528,-4998.036,1000.0,4998.036,0.0,4.998,7527.522,7.27,-4999.54,2500.0,4999.54,0.0,2.0,18175.0,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,13.34,-4997.3,625.0,4997.3,0.0,7.996,8337.5,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
