date,NVAX_adj_close,NVAX_cashflow,NVAX_cml_units,NVAX_cml_cost,NVAX_gain_loss,NVAX_avg_price,NVAX_mktvalue,KIRK_adj_close,KIRK_cashflow,KIRK_cml_units,KIRK_cml_cost,KIRK_gain_loss,KIRK_avg_price,KIRK_mktvalue,RIOT_adj_close,RIOT_cashflow,RIOT_cml_units,RIOT_cml_cost,RIOT_gain_loss,RIOT_avg_price,RIOT_mktvalue,BLNK_adj_close,BLNK_cashflow,BLNK_cml_units,BLNK_cml_cost,BLNK_gain_loss,BLNK_avg_price,BLNK_mktvalue,NIO_adj_close,NIO_cashflow,NIO_cml_units,NIO_cml_cost,NIO_gain_loss,NIO_avg_price,NIO_mktvalue,LUMO_adj_close,LUMO_cashflow,LUMO_cml_units,LUMO_cml_cost,LUMO_gain_loss,LUMO_avg_price,LUMO_mktvalue
2020-02-06,6.84,-4998.88,1666.667,4998.88,0.0,2.999,11400.0,1.28,-4999.68,5000.0,4999.68,0.0,1.0,6400.0,1.43,-4999.68,5000.0,4999.68,0.0,1.0,7150.0,2.68,-4999.68,5000.0,4999.68,0.0,1.0,13400.0,4.08,-4996.86,1250.0,4996.86,0.0,3.997,5100.0,1.75,-4999.28,2500.0,4999.28,0.0,2.0,4375.0
2020-02-07,6.31,-4998.88,1666.667,4998.88,0.0,2.999,10516.667,1.33,-4999.68,5000.0,4999.68,0.0,1.0,6650.0,1.43,-4999.68,5000.0,4999.68,0.0,1.0,7150.0,2.55,-4999.68,5000.0,4999.68,0.0,1.0,12750.0,3.81,-4996.86,1250.0,4996.86,0.0,3.997,4762.5,1.66,-4999.28,2500.0,4999.28,0.0,2.0,4150.0
2020-02-10,7.02,-4998.88,1666.667,4998.88,0.0,2.999,11700.0,1.24,-4999.68,5000.0,4999.68,0.0,1.0,6200.0,1.48,-4999.68,5000.0,4999.68,0.0,1.0,7400.0,2.39,-4999.68,5000.0,4999.68,0.0,1.0,11950.001,3.87,-4996.86,1250.0,4996.86,0.0,3.997,4837.5,1.61,-4999.28,2500.0,4999.28,0.0,2.0,4025.0
2020-02-11,7.21,-4998.88,1666.667,4998.88,0.0,2.999,12016.667,1.26,-4999.68,5000.0,4999.68,0.0,1.0,6300.0,1.68,-4999.68,5000.0,4999.68,0.0,1.0,8400.0,2.28,-4999.68,5000.0,4999.68,0.0,1.0,11400.0,3.96,-4996.86,1250.0,4996.86,0.0,3.997,4950.0,1.62,-4999.28,2500.0,4999.28,0.0,2.0,4050.0
2020-02-12,7.31,-4998.88,1666.667,4998.88,0.0,2.999,12183.333,1.32,-4999.68,5000.0,4999.68,0.0,1.0,6600.0,1.6,-4999.68,5000.0,4999.68,0.0,1.0,8000.0,2.33,-4999.68,5000.0,4999.68,0.0,1.0,11650.0,4.07,-4996.86,1250.0,4996.86,0.0,3.997,5087.5,1.58,-4999.28,2500.0,4999.28,0.0,2.0,3950.0
2020-02-13,7.79,-4998.88,1666.667,4998.88,0.0,2.999,12983.333,1.3,-4999.68,5000.0,4999.68,0.0,1.0,6500.0,1.61,-4999.68,5000.0,4999.68,0.0,1.0,8050.0,2.31,-4999.68,5000.0,4999.68,0.0,1.0,11550.0,4.03,-4996.86,1250.0,4996.86,0.0,3.997,5037.5,1.67,-4999.28,2500.0,4999.28,0.0,2.0,4175.0
2020-02-14,7.68,-4998.88,1666.667,4998.88,0.0,2.999,12800.0,1.3,-4999.68,5000.0,4999.68,0.0,1.0,6500.0,1.64,-4999.68,5000.0,4999.68,0.0,1.0,8200.0,2.67,-4999.68,5000.0,4999.68,0.0,1.0,13350.0,3.77,-4996.86,1250.0,4996.86,0.0,3.997,4712.5,1.56,-4999.28,2500.0,4999.28,0.0,2.0,3900.0
2020-02-18,7.99,-4998.88,1666.667,4998.88,0.0,2.999,13316.666,1.26,-4999.68,5000.0,4999.68,0.0,1.0,6300.0,1.5,-4999.68,5000.0,4999.68,0.0,1.0,7500.0,2.94,-4999.68,5000.0,4999.68,0.0,1.0,14700.0,3.8,-4996.86,1250.0,4996.86,0.0,3.997,4750.0,1.58,-4999.28,2500.0,4999.28,0.0,2.0,3950.0
2020-02-19,7.95,-4998.88,1666.667,4998.88,0.0,2.999,13250.0,1.22,-4999.68,5000.0,4999.68,0.0,1.0,6100.0,1.5,-4999.68,5000.0,4999.68,0.0,1.0,7500.0,3.16,-4999.68,5000.0,4999.68,0.0,1.0,15800.0,4.08,-4996.86,1250.0,4996.86,0.0,3.997,5100.0,1.58,-4999.28,2500.0,4999.28,0.0,2.0,3950.0
2020-02-20,7.94,-4998.88,1666.667,4998.88,0.0,2.999,13233.333,1.21,-4999.68,5000.0,4999.68,0.0,1.0,6050.0,1.42,-4999.68,5000.0,4999.68,0.0,1.0,7100.0,3.12,-4999.68,5000.0,4999.68,0.0,1.0,15599.999,4.26,-4996.86,1250.0,4996.86,0.0,3.997,5325.0,1.57,-4999.28,2500.0,4999.28,0.0,2.0,3925.0
2020-02-21,7.72,-4998.88,1666.667,4998.88,0.0,2.999,12866.666,1.46,-4999.68,5000.0,4999.68,0.0,1.0,7300.0,1.41,-4999.68,5000.0,4999.68,0.0,1.0,7050.0,3.01,-4999.68,5000.0,4999.68,0.0,1.0,15050.0,4.08,-4996.86,1250.0,4996.86,0.0,3.997,5100.0,1.6,-4999.28,2500.0,4999.28,0.0,2.0,4000.0
2020-02-24,8.16,-4998.88,1666.667,4998.88,0.0,2.999,13600.0,1.38,-4999.68,5000.0,4999.68,0.0,1.0,6900.0,1.33,-4999.68,5000.0,4999.68,0.0,1.0,6650.0,2.86,-4999.68,5000.0,4999.68,0.0,1.0,14299.999,3.88,-4996.86,1250.0,4996.86,0.0,3.997,4850.0,1.56,-4999.28,2500.0,4999.28,0.0,2.0,3900.0
2020-02-25,7.95,-4998.88,1666.667,4998.88,0.0,2.999,13250.0,1.3,-4999.68,5000.0,4999.68,0.0,1.0,6500.0,1.26,-4999.68,5000.0,4999.68,0.0,1.0,6300.0,2.86,-4999.68,5000.0,4999.68,0.0,1.0,14299.999,4.4,-4996.86,1250.0,4996.86,0.0,3.997,5500.0,1.47,-4999.28,2500.0,4999.28,0.0,2.0,3675.0
2020-02-26,9.22,-4998.88,1666.667,4998.88,0.0,2.999,15366.667,1.25,-4999.68,5000.0,4999.68,0.0,1.0,6250.0,1.245,-4999.68,5000.0,4999.68,0.0,1.0,6225.0,2.59,-4999.68,5000.0,4999.68,0.0,1.0,12950.0,4.34,-4996.86,1250.0,4996.86,0.0,3.997,5425.0,1.39,-4999.28,2500.0,4999.28,0.0,2.0,3475.0
2020-02-27,11.8,-4998.88,1666.667,4998.88,0.0,2.999,19666.667,1.18,-4999.68,5000.0,4999.68,0.0,1.0,5900.0,1.23,-4999.68,5000.0,4999.68,0.0,1.0,6150.0,2.36,-4999.68,5000.0,4999.68,0.0,1.0,11799.999,4.14,-4996.86,1250.0,4996.86,0.0,3.997,5175.0,1.47,-4999.28,2500.0,4999.28,0.0,2.0,3675.0
2020-02-28,16.0,-4998.88,1666.667,4998.88,0.0,2.999,26666.667,1.18,-4999.68,5000.0,4999.68,0.0,1.0,5900.0,1.14,-4999.68,5000.0,4999.68,0.0,1.0,5700.0,2.27,-4999.68,5000.0,4999.68,0.0,1.0,11350.0,4.13,-4996.86,1250.0,4996.86,0.0,3.997,5162.5,1.37,-4999.28,2500.0,4999.28,0.0,2.0,3425.0
2020-03-02,12.02,-4998.88,1666.667,4998.88,0.0,2.999,20033.334,1.18,-4999.68,5000.0,4999.68,0.0,1.0,5900.0,1.18,-4999.68,5000.0,4999.68,0.0,1.0,5900.0,2.49,-4999.68,5000.0,4999.68,0.0,1.0,12450.0,4.11,-4996.86,1250.0,4996.86,0.0,3.997,5137.5,1.35,-4999.28,2500.0,4999.28,0.0,2.0,3375.0
2020-03-03,10.78,-4998.88,1666.667,4998.88,0.0,2.999,17966.666,1.24,-4999.68,5000.0,4999.68,0.0,1.0,6200.0,1.14,-4999.68,5000.0,4999.68,0.0,1.0,5700.0,2.41,-4999.68,5000.0,4999.68,0.0,1.0,12050.0,4.06,-4996.86,1250.0,4996.86,0.0,3.997,5075.0,1.43,-4999.28,2500.0,4999.28,0.0,2.0,3575.0
2020-03-04,11.32,-4998.88,1666.667,4998.88,0.0,2.999,18866.666,1.32,-4999.68,5000.0,4999.68,0.0,1.0,6600.0,1.165,-4999.68,5000.0,4999.68,0.0,1.0,5825.0,2.4,-4999.68,5000.0,4999.68,0.0,1.0,12000.0,3.87,-4996.86,1250.0,4996.86,0.0,3.997,4837.5,1.53,-4999.28,2500.0,4999.28,0.0,2.0,3825.0
2020-03-05,12.87,-4998.88,1666.667,4998.88,0.0,2.999,21450.0,1.25,-4999.68,5000.0,4999.68,0.0,1.0,6250.0,1.28,-4999.68,5000.0,4999.68,0.0,1.0,6400.0,2.52,-4999.68,5000.0,4999.68,0.0,1.0,12600.0,3.72,-4996.86,1250.0,4996.86,0.0,3.997,4650.0,1.46,-4999.28,2500.0,4999.28,0.0,2.0,3650.0
2020-03-06,12.48,-4998.88,1666.667,4998.88,0.0,2.999,20799.999,1.26,-4999.68,5000.0,4999.68,0.0,1.0,6300.0,1.27,-4999.68,5000.0,4999.68,0.0,1.0,6350.0,2.49,-4999.68,5000.0,4999.68,0.0,1.0,12450.0,3.55,-4996.86,1250.0,4996.86,0.0,3.997,4437.5,1.38,-4999.28,2500.0,4999.28,0.0,2.0,3450.0
2020-03-09,10.02,-4998.88,1666.667,4998.88,0.0,2.999,16700.001,1.15,-4999.68,5000.0,4999.68,0.0,1.0,5750.0,1.08,-4999.68,5000.0,4999.68,0.0,1.0,5400.0,2.28,-4999.68,5000.0,4999.68,0.0,1.0,11400.0,3.29,-4996.86,1250.0,4996.86,0.0,3.997,4112.5,1.23,-4999.28,2500.0,4999.28,0.0,2.0,3075.0
2020-03-10,10.65,-4998.88,1666.667,4998.88,0.0,2.999,17749.999,1.15,-4999.68,5000.0,4999.68,0.0,1.0,5750.0,1.07,-4999.68,5000.0,4999.68,0.0,1.0,5350.0,2.35,-4999.68,5000.0,4999.68,0.0,1.0,11750.0,3.5,-4996.86,1250.0,4996.86,0.0,3.997,4375.0,1.46,-4999.28,2500.0,4999.28,0.0,2.0,3650.0
2020-03-11,10.51,-4998.88,1666.667,4998.88,0.0,2.999,17516.667,1.03,-4999.68,5000.0,4999.68,0.0,1.0,5150.0,1.01,-4999.68,5000.0,4999.68,0.0,1.0,5050.0,2.12,-4999.68,5000.0,4999.68,0.0,1.0,10599.999,3.32,-4996.86,1250.0,4996.86,0.0,3.997,4150.0,1.21,-4999.28,2500.0,4999.28,0.0,2.0,3025.0
2020-03-12,9.29,-4998.88,1666.667,4998.88,0.0,2.999,15483.333,0.81,-4999.68,5000.0,4999.68,0.0,1.0,4050.0,0.728,-4999.68,5000.0,4999.68,0.0,1.0,3640.0,1.78,-4999.68,5000.0,4999.68,0.0,1.0,8900.0,3.13,-4996.86,1250.0,4996.86,0.0,3.997,3912.5,1.15,-4999.28,2500.0,4999.28,0.0,2.0,2875.0
2020-03-13,8.41,-4998.88,1666.667,4998.88,0.0,2.999,14016.666,0.84,-4999.68,5000.0,4999.68,0.0,1.0,4200.0,0.72,-4999.68,5000.0,4999.68,0.0,1.0,3600.0,1.91,-4999.68,5000.0,4999.68,0.0,1.0,9550.0,3.11,-4996.86,1250.0,4996.86,0.0,3.997,3887.5,1.14,-4999.28,2500.0,4999.28,0.0,2.0,2850.0
2020-03-16,6.91,-4998.88,1666.667,4998.88,0.0,2.999,11516.666,0.67,-4999.68,5000.0,4999.68,0.0,1.0,3350.0,0.658,-4999.68,5000.0,4999.68,0.0,1.0,3290.0,1.56,-4999.68,5000.0,4999.68,0.0,1.0,7800.0,2.94,-4996.86,1250.0,4996.86,0.0,3.997,3675.0,0.93,-4999.28,2500.0,4999.28,0.0,2.0,2325.0
2020-03-17,9.5,-4998.88,1666.667,4998.88,0.0,2.999,15833.333,0.63,-4999.68,5000.0,4999.68,0.0,1.0,3150.0,0.748,-4999.68,5000.0,4999.68,0.0,1.0,3740.0,1.61,-4999.68,5000.0,4999.68,0.0,1.0,8050.0,2.9,-4996.86,1250.0,4996.86,0.0,3.997,3625.0,1.02,-4999.28,2500.0,4999.28,0.0,2.0,2550.0
2020-03-18,10.65,-4998.88,1666.667,4998.88,0.0,2.999,17749.999,0.65,-4999.68,5000.0,4999.68,0.0,1.0,3250.0,0.65,-4999.68,5000.0,4999.68,0.0,1.0,3250.0,1.31,-4999.68,5000.0,4999.68,0.0,1.0,6550.0,2.43,-4996.86,1250.0,4996.86,0.0,3.997,3037.5,0.89,-4999.28,2500.0,4999.28,0.0,2.0,2225.0
2020-03-19,11.58,-4998.88,1666.667,4998.88,0.0,2.999,19300.0,0.8,-4999.68,5000.0,4999.68,0.0,1.0,4000.0,0.703,-4999.68,5000.0,4999.68,0.0,1.0,3515.0,1.43,-4999.68,5000.0,4999.68,0.0,1.0,7150.0,2.38,-4996.86,1250.0,4996.86,0.0,3.997,2975.0,8.76,-4999.28,2500.0,4999.28,0.0,2.0,21900.001
2020-03-20,10.35,-4998.88,1666.667,4998.88,0.0,2.999,17250.001,0.69,-4999.68,5000.0,4999.68,0.0,1.0,3450.0,0.705,-4999.68,5000.0,4999.68,0.0,1.0,3525.0,1.41,-4999.68,5000.0,4999.68,0.0,1.0,7050.0,2.4,-4996.86,1250.0,4996.86,0.0,3.997,3000.0,7.12,-4999.28,2500.0,4999.28,0.0,2.0,17800.0
2020-03-23,10.76,-4998.88,1666.667,4998.88,0.0,2.999,17933.334,0.78,-4999.68,5000.0,4999.68,0.0,1.0,3900.0,0.669,-4999.68,5000.0,4999.68,0.0,1.0,3345.0,1.41,-4999.68,5000.0,4999.68,0.0,1.0,7050.0,2.37,-4996.86,1250.0,4996.86,0.0,3.997,2962.5,7.55,-4999.28,2500.0,4999.28,0.0,2.0,18875.0
2020-03-24,12.77,-4998.88,1666.667,4998.88,0.0,2.999,21283.334,0.8,-4999.68,5000.0,4999.68,0.0,1.0,4000.0,0.798,-4999.68,5000.0,4999.68,0.0,1.0,3990.0,1.54,-4999.68,5000.0,4999.68,0.0,1.0,7700.0,2.6,-4996.86,1250.0,4996.86,0.0,3.997,3250.0,7.94,-4999.28,2500.0,4999.28,0.0,2.0,19850.0
2020-03-25,11.75,-4998.88,1666.667,4998.88,0.0,2.999,19583.333,0.82,-4999.68,5000.0,4999.68,0.0,1.0,4100.0,0.773,-4999.68,5000.0,4999.68,0.0,1.0,3865.0,1.69,-4999.68,5000.0,4999.68,0.0,1.0,8450.0,2.76,-4996.86,1250.0,4996.86,0.0,3.997,3450.0,8.19,-4999.28,2500.0,4999.28,0.0,2.0,20474.999
2020-03-26,12.74,-4998.88,1666.667,4998.88,0.0,2.999,21233.333,0.87,-4999.68,5000.0,4999.68,0.0,1.0,4350.0,0.816,-4999.68,5000.0,4999.68,0.0,1.0,4080.0,1.91,-4999.68,5000.0,4999.68,0.0,1.0,9550.0,2.93,-4996.86,1250.0,4996.86,0.0,3.997,3662.5,8.5,-4999.28,2500.0,4999.28,0.0,2.0,21250.0
2020-03-27,13.05,-4998.88,1666.667,4998.88,0.0,2.999,21750.0,0.77,-4999.68,5000.0,4999.68,0.0,1.0,3850.0,0.789,-4999.68,5000.0,4999.68,0.0,1.0,3945.0,1.89,-4999.68,5000.0,4999.68,0.0,1.0,9450.0,2.84,-4996.86,1250.0,4996.86,0.0,3.997,3550.0,8.73,-4999.28,2500.0,4999.28,0.0,2.0,21824.999
2020-03-30,14.3,-4998.88,1666.667,4998.88,0.0,2.999,23833.334,0.79,-4999.68,5000.0,4999.68,0.0,1.0,3950.0,0.792,-4999.68,5000.0,4999.68,0.0,1.0,3960.0,1.76,-4999.68,5000.0,4999.68,0.0,1.0,8800.0,2.71,-4996.86,1250.0,4996.86,0.0,3.997,3387.5,8.85,-4999.28,2500.0,4999.28,0.0,2.0,22125.001
2020-03-31,13.58,-4998.88,1666.667,4998.88,0.0,2.999,22633.333,0.77,-4999.68,5000.0,4999.68,0.0,1.0,3850.0,0.833,-4999.68,5000.0,4999.68,0.0,1.0,4165.0,1.73,-4999.68,5000.0,4999.68,0.0,1.0,8650.0,2.78,-4996.86,1250.0,4996.86,0.0,3.997,3475.0,8.5,-4999.28,2500.0,4999.28,0.0,2.0,21250.0
2020-04-01,14.03,-4998.88,1666.667,4998.88,0.0,2.999,23383.333,0.73,-4999.68,5000.0,4999.68,0.0,1.0,3650.0,0.773,-4999.68,5000.0,4999.68,0.0,1.0,3865.0,1.64,-4999.68,5000.0,4999.68,0.0,1.0,8200.0,2.65,-4996.86,1250.0,4996.86,0.0,3.997,3312.5,7.87,-4999.28,2500.0,4999.28,0.0,2.0,19675.0
