date,NVAX_adj_close,NVAX_cashflow,NVAX_cml_units,NVAX_cml_cost,NVAX_gain_loss,NVAX_avg_price,NVAX_mktvalue,KIRK_adj_close,KIRK_cashflow,KIRK_cml_units,KIRK_cml_cost,KIRK_gain_loss,KIRK_avg_price,KIRK_mktvalue,RIOT_adj_close,RIOT_cashflow,RIOT_cml_units,RIOT_cml_cost,RIOT_gain_loss,RIOT_avg_price,RIOT_mktvalue,BLNK_adj_close,BLNK_cashflow,BLNK_cml_units,BLNK_cml_cost,BLNK_gain_loss,BLNK_avg_price,BLNK_mktvalue,NIO_adj_close,NIO_cashflow,NIO_cml_units,NIO_cml_cost,NIO_gain_loss,NIO_avg_price,NIO_mktvalue,LUMO_adj_close,LUMO_cashflow,LUMO_cml_units,LUMO_cml_cost,LUMO_gain_loss,LUMO_avg_price,LUMO_mktvalue
2020-04-02,13.86,-4998.88,1666.667,4998.88,0.0,2.999,23099.999,0.73,-4999.68,5000.0,4999.68,0.0,1.0,3650.0,0.78,-4999.68,5000.0,4999.68,0.0,1.0,3900.0,1.62,-4999.68,5000.0,4999.68,0.0,1.0,8100.0,2.39,-4996.86,1250.0,4996.86,0.0,3.997,2987.5,7.76,-4999.28,2500.0,4999.28,0.0,2.0,19400.001
2020-04-03,15.61,-4998.88,1666.667,4998.88,0.0,2.999,26016.666,0.71,-4999.68,5000.0,4999.68,0.0,1.0,3550.0,0.9,-4999.68,5000.0,4999.68,0.0,1.0,4500.0,1.54,-4999.68,5000.0,4999.68,0.0,1.0,7700.0,2.4,-4996.86,1250.0,4996.86,0.0,3.997,3000.0,7.78,-4999.28,2500.0,4999.28,0.0,2.0,19450.001
2020-04-06,16.1,-4998.88,1666.667,4998.88,0.0,2.999,26833.334,0.71,-4999.68,5000.0,4999.68,0.0,1.0,3550.0,1.095,-4999.68,5000.0,4999.68,0.0,1.0,5475.0,1.62,-4999.68,5000.0,4999.68,0.0,1.0,8100.0,2.47,-4996.86,1250.0,4996.86,0.0,3.997,3087.5,8.81,-4999.28,2500.0,4999.28,0.0,2.0,22025.001
2020-04-07,14.9,-4998.88,1666.667,4998.88,0.0,2.999,24833.333,0.72,-4999.68,5000.0,4999.68,0.0,1.0,3600.0,1.02,-4999.68,5000.0,4999.68,0.0,1.0,5100.0,1.71,-4999.68,5000.0,4999.68,0.0,1.0,8550.0,2.7,-4996.86,1250.0,4996.86,0.0,3.997,3375.0,8.36,-4999.28,2500.0,4999.28,0.0,2.0,20899.999
2020-04-08,17.18,-4998.88,1666.667,4998.88,0.0,2.999,28633.334,0.79,-4999.68,5000.0,4999.68,0.0,1.0,3950.0,1.07,-4999.68,5000.0,4999.68,0.0,1.0,5350.0,1.8,-4999.68,5000.0,4999.68,0.0,1.0,9000.0,2.74,-4996.86,1250.0,4996.86,0.0,3.997,3425.0,8.65,-4999.28,2500.0,4999.28,0.0,2.0,21624.999
2020-04-09,17.05,-4998.88,1666.667,4998.88,0.0,2.999,28416.665,0.79,-4999.68,5000.0,4999.68,0.0,1.0,3950.0,1.03,-4999.68,5000.0,4999.68,0.0,1.0,5150.0,1.8,-4999.68,5000.0,4999.68,0.0,1.0,9000.0,2.67,-4996.86,1250.0,4996.86,0.0,3.997,3337.5,8.73,-4999.28,2500.0,4999.28,0.0,2.0,21824.999
2020-04-13,17.64,-4998.88,1666.667,4998.88,0.0,2.999,29399.999,0.81,-4999.68,5000.0,4999.68,0.0,1.0,4050.0,1.01,-4999.68,5000.0,4999.68,0.0,1.0,5050.0,1.79,-4999.68,5000.0,4999.68,0.0,1.0,8950.0,2.97,-4996.86,1250.0,4996.86,0.0,3.997,3712.5,9.17,-4999.28,2500.0,4999.28,0.0,2.0,22925.0
2020-04-14,18.0,-4998.88,1666.667,4998.88,0.0,2.999,30000.0,0.8,-4999.68,5000.0,4999.68,0.0,1.0,4000.0,1.01,-4999.68,5000.0,4999.68,0.0,1.0,5050.0,1.81,-4999.68,5000.0,4999.68,0.0,1.0,9050.0,3.01,-4996.86,1250.0,4996.86,0.0,3.997,3762.5,9.21,-4999.28,2500.0,4999.28,0.0,2.0,23025.0
2020-04-15,17.53,-4998.88,1666.667,4998.88,0.0,2.999,29216.668,0.81,-4999.68,5000.0,4999.68,0.0,1.0,4050.0,1.13,-4999.68,5000.0,4999.68,0.0,1.0,5650.0,1.79,-4999.68,5000.0,4999.68,0.0,1.0,8950.0,3.2,-4996.86,1250.0,4996.86,0.0,3.997,4000.0,8.48,-4999.28,2500.0,4999.28,0.0,2.0,21199.999
2020-04-16,18.1,-4998.88,1666.667,4998.88,0.0,2.999,30166.667,0.81,-4999.68,5000.0,4999.68,0.0,1.0,4050.0,1.17,-4999.68,5000.0,4999.68,0.0,1.0,5850.0,1.72,-4999.68,5000.0,4999.68,0.0,1.0,8600.0,3.25,-4996.86,1250.0,4996.86,0.0,3.997,4062.5,8.34,-4999.28,2500.0,4999.28,0.0,2.0,20850.0
2020-04-17,19.08,-4998.88,1666.667,4998.88,0.0,2.999,31800.0,0.9,-4999.68,5000.0,4999.68,0.0,1.0,4500.0,1.14,-4999.68,5000.0,4999.68,0.0,1.0,5700.0,1.78,-4999.68,5000.0,4999.68,0.0,1.0,8900.0,3.21,-4996.86,1250.0,4996.86,0.0,3.997,4012.5,8.41,-4999.28,2500.0,4999.28,0.0,2.0,21025.0
2020-04-20,23.8,-4998.88,1666.667,4998.88,0.0,2.999,39666.665,0.94,-4999.68,5000.0,4999.68,0.0,1.0,4700.0,1.1,-4999.68,5000.0,4999.68,0.0,1.0,5500.0,1.83,-4999.68,5000.0,4999.68,0.0,1.0,9150.0,3.19,-4996.86,1250.0,4996.86,0.0,3.997,3987.5,8.47,-4999.28,2500.0,4999.28,0.0,2.0,21175.001
2020-04-21,21.53,-4998.88,1666.667,4998.88,0.0,2.999,35883.334,0.88,-4999.68,5000.0,4999.68,0.0,1.0,4400.0,1.02,-4999.68,5000.0,4999.68,0.0,1.0,5100.0,1.78,-4999.68,5000.0,4999.68,0.0,1.0,8900.0,3.02,-4996.86,1250.0,4996.86,0.0,3.997,3775.0,8.22,-4999.28,2500.0,4999.28,0.0,2.0,20550.001
2020-04-22,21.37,-4998.88,1666.667,4998.88,0.0,2.999,35616.668,0.9,-4999.68,5000.0,4999.68,0.0,1.0,4500.0,1.07,-4999.68,5000.0,4999.68,0.0,1.0,5350.0,1.74,-4999.68,5000.0,4999.68,0.0,1.0,8700.0,3.09,-4996.86,1250.0,4996.86,0.0,3.997,3862.5,8.0,-4999.28,2500.0,4999.28,0.0,2.0,20000.0
2020-04-23,20.38,-4998.88,1666.667,4998.88,0.0,2.999,33966.665,0.94,-4999.68,5000.0,4999.68,0.0,1.0,4700.0,1.15,-4999.68,5000.0,4999.68,0.0,1.0,5750.0,1.734,-4999.68,5000.0,4999.68,0.0,1.0,8670.0,3.06,-4996.86,1250.0,4996.86,0.0,3.997,3825.0,8.65,-4999.28,2500.0,4999.28,0.0,2.0,21624.999
2020-04-24,19.83,-4998.88,1666.667,4998.88,0.0,2.999,33050.0,0.9,-4999.68,5000.0,4999.68,0.0,1.0,4500.0,1.25,-4999.68,5000.0,4999.68,0.0,1.0,6250.0,1.73,-4999.68,5000.0,4999.68,0.0,1.0,8650.0,2.94,-4996.86,1250.0,4996.86,0.0,3.997,3675.0,8.9,-4999.28,2500.0,4999.28,0.0,2.0,22249.999
2020-04-27,21.01,-4998.88,1666.667,4998.88,0.0,2.999,35016.667,0.94,-4999.68,5000.0,4999.68,0.0,1.0,4700.0,1.24,-4999.68,5000.0,4999.68,0.0,1.0,6200.0,1.69,-4999.68,5000.0,4999.68,0.0,1.0,8450.0,3.24,-4996.86,1250.0,4996.86,0.0,3.997,4050.0,9.58,-4999.28,2500.0,4999.28,0.0,2.0,23950.0
2020-04-28,20.55,-4998.88,1666.667,4998.88,0.0,2.999,34249.999,0.89,-4999.68,5000.0,4999.68,0.0,1.0,4450.0,1.16,-4999.68,5000.0,4999.68,0.0,1.0,5800.0,1.72,-4999.68,5000.0,4999.68,0.0,1.0,8600.0,3.34,-4996.86,1250.0,4996.86,0.0,3.997,4175.0,9.39,-4999.28,2500.0,4999.28,0.0,2.0,23475.001
2020-04-29,18.41,-4998.88,1666.667,4998.88,0.0,2.999,30683.333,0.92,-4999.68,5000.0,4999.68,0.0,1.0,4600.0,1.21,-4999.68,5000.0,4999.68,0.0,1.0,6050.0,1.72,-4999.68,5000.0,4999.68,0.0,1.0,8600.0,3.61,-4996.86,1250.0,4996.86,0.0,3.997,4512.5,9.5,-4999.28,2500.0,4999.28,0.0,2.0,23750.0
2020-04-30,18.13,-4998.88,1666.667,4998.88,0.0,2.999,30216.665,0.91,-4999.68,5000.0,4999.68,0.0,1.0,4550.0,1.21,-4999.68,5000.0,4999.68,0.0,1.0,6050.0,1.69,-4999.68,5000.0,4999.68,0.0,1.0,8450.0,3.41,-4996.86,1250.0,4996.86,0.0,3.997,4262.5,9.31,-4999.28,2500.0,4999.28,0.0,2.0,23275.001
2020-05-01,17.33,-4998.88,1666.667,4998.88,0.0,2.999,28883.333,0.9,-4999.68,5000.0,4999.68,0.0,1.0,4500.0,1.07,-4999.68,5000.0,4999.68,0.0,1.0,5350.0,1.68,-4999.68,5000.0,4999.68,0.0,1.0,8400.0,3.18,-4996.86,1250.0,4996.86,0.0,3.997,3975.0,9.0,-4999.28,2500.0,4999.28,0.0,2.0,22500.0
2020-05-04,18.06,-4998.88,1666.667,4998.88,0.0,2.999,30099.999,0.87,-4999.68,5000.0,4999.68,0.0,1.0,4350.0,1.12,-4999.68,5000.0,4999.68,0.0,1.0,5600.0,1.66,-4999.68,5000.0,4999.68,0.0,1.0,8300.0,3.34,-4996.86,1250.0,4996.86,0.0,3.997,4175.0,9.24,-4999.28,2500.0,4999.28,0.0,2.0,23099.999
2020-05-05,17.78,-4998.88,1666.667,4998.88,0.0,2.999,29633.334,0.83,-4999.68,5000.0,4999.68,0.0,1.0,4150.0,1.15,-4999.68,5000.0,4999.68,0.0,1.0,5750.0,1.65,-4999.68,5000.0,4999.68,0.0,1.0,8250.0,3.28,-4996.86,1250.0,4996.86,0.0,3.997,4100.0,9.44,-4999.28,2500.0,4999.28,0.0,2.0,23599.999
2020-05-06,17.14,-4998.88,1666.667,4998.88,0.0,2.999,28566.666,0.82,-4999.68,5000.0,4999.68,0.0,1.0,4100.0,1.27,-4999.68,5000.0,4999.68,0.0,1.0,6350.0,1.63,-4999.68,5000.0,4999.68,0.0,1.0,8150.0,3.62,-4996.86,1250.0,4996.86,0.0,3.997,4525.0,9.06,-4999.28,2500.0,4999.28,0.0,2.0,22650.001
2020-05-07,18.15,-4998.88,1666.667,4998.88,0.0,2.999,30249.999,0.79,-4999.68,5000.0,4999.68,0.0,1.0,3950.0,1.54,-4999.68,5000.0,4999.68,0.0,1.0,7700.0,1.69,-4999.68,5000.0,4999.68,0.0,1.0,8450.0,3.63,-4996.86,1250.0,4996.86,0.0,3.997,4537.5,9.72,-4999.28,2500.0,4999.28,0.0,2.0,24300.001
2020-05-08,18.73,-4998.88,1666.667,4998.88,0.0,2.999,31216.666,0.8,-4999.68,5000.0,4999.68,0.0,1.0,4000.0,1.85,-4999.68,5000.0,4999.68,0.0,1.0,9250.0,1.68,-4999.68,5000.0,4999.68,0.0,1.0,8400.0,3.77,-4996.86,1250.0,4996.86,0.0,3.997,4712.5,10.15,-4999.28,2500.0,4999.28,0.0,2.0,25374.999
2020-05-11,24.5,-4998.88,1666.667,4998.88,0.0,2.999,40833.333,0.76,-4999.68,5000.0,4999.68,0.0,1.0,3800.0,1.59,-4999.68,5000.0,4999.68,0.0,1.0,7950.0,1.65,-4999.68,5000.0,4999.68,0.0,1.0,8250.0,3.74,-4996.86,1250.0,4996.86,0.0,3.997,4675.0,11.15,-4999.28,2500.0,4999.28,0.0,2.0,27874.999
2020-05-12,39.82,-4998.88,1666.667,4998.88,0.0,2.999,66366.666,0.79,-4999.68,5000.0,4999.68,0.0,1.0,3950.0,1.6,-4999.68,5000.0,4999.68,0.0,1.0,8000.0,1.84,-4999.68,5000.0,4999.68,0.0,1.0,9200.0,3.62,-4996.86,1250.0,4996.86,0.0,3.997,4525.0,10.36,-4999.28,2500.0,4999.28,0.0,2.0,25899.999
2020-05-13,40.67,-4998.88,1666.667,4998.88,0.0,2.999,67783.33,0.8,-4999.68,5000.0,4999.68,0.0,1.0,4000.0,1.89,-4999.68,5000.0,4999.68,0.0,1.0,9450.0,1.73,-4999.68,5000.0,4999.68,0.0,1.0,8650.0,3.44,-4996.86,1250.0,4996.86,0.0,3.997,4300.0,11.06,-4999.28,2500.0,4999.28,0.0,2.0,27650.001
2020-05-14,38.3,-4998.88,1666.667,4998.88,0.0,2.999,63833.332,0.8,-4999.68,5000.0,4999.68,0.0,1.0,4000.0,2.28,-4999.68,5000.0,4999.68,0.0,1.0,11400.0,1.67,-4999.68,5000.0,4999.68,0.0,1.0,8350.0,3.45,-4996.86,1250.0,4996.86,0.0,3.997,4312.5,10.9,-4999.28,2500.0,4999.28,0.0,2.0,27249.999
2020-05-15,43.63,-4998.88,1666.667,4998.88,0.0,2.999,72716.668,0.82,-4999.68,5000.0,4999.68,0.0,1.0,4100.0,2.08,-4999.68,5000.0,4999.68,0.0,1.0,10400.0,1.67,-4999.68,5000.0,4999.68,0.0,1.0,8350.0,3.37,-4996.86,1250.0,4996.86,0.0,3.997,4212.5,11.3,-4999.28,2500.0,4999.28,0.0,2.0,28250.0
2020-05-18,56.96,-4998.88,1666.667,4998.88,0.0,2.999,94933.332,0.84,-4999.68,5000.0,4999.68,0.0,1.0,4200.0,2.19,-4999.68,5000.0,4999.68,0.0,1.0,10950.0,1.68,-4999.68,5000.0,4999.68,0.0,1.0,8400.0,3.61,-4996.86,1250.0,4996.86,0.0,3.997,4512.5,11.78,-4999.28,2500.0,4999.28,0.0,2.0,29449.999
2020-05-19,53.9,-4998.88,1666.667,4998.88,0.0,2.999,89833.336,1.05,-4999.68,5000.0,4999.68,0.0,1.0,5250.0,2.23,-4999.68,5000.0,4999.68,0.0,1.0,11150.0,1.66,-4999.68,5000.0,4999.68,0.0,1.0,8300.0,3.69,-4996.86,1250.0,4996.86,0.0,3.997,4612.5,13.89,-4999.28,2500.0,4999.28,0.0,2.0,34725.001
2020-05-20,52.81,-4998.88,1666.667,4998.88,0.0,2.999,88016.669,1.06,-4999.68,5000.0,4999.68,0.0,1.0,5300.0,2.53,-4999.68,5000.0,4999.68,0.0,1.0,12650.0,1.67,-4999.68,5000.0,4999.68,0.0,1.0,8350.0,3.48,-4996.86,1250.0,4996.86,0.0,3.997,4350.0,13.53,-4999.28,2500.0,4999.28,0.0,2.0,33824.999
2020-05-21,50.07,-4998.88,1666.667,4998.88,0.0,2.999,83449.999,0.94,-4999.68,5000.0,4999.68,0.0,1.0,4700.0,2.33,-4999.68,5000.0,4999.68,0.0,1.0,11650.0,1.65,-4999.68,5000.0,4999.68,0.0,1.0,8250.0,3.33,-4996.86,1250.0,4996.86,0.0,3.997,4162.5,13.5,-4999.28,2500.0,4999.28,0.0,2.0,33750.0
2020-05-22,46.11,-4998.88,1666.667,4998.88,0.0,2.999,76850.001,0.97,-4999.68,5000.0,4999.68,0.0,1.0,4850.0,2.24,-4999.68,5000.0,4999.68,0.0,1.0,11200.0,1.67,-4999.68,5000.0,4999.68,0.0,1.0,8350.0,3.27,-4996.86,1250.0,4996.86,0.0,3.997,4087.5,14.1,-4999.28,2500.0,4999.28,0.0,2.0,35250.001
2020-05-26,48.17,-4998.88,1666.667,4998.88,0.0,2.999,80283.33,1.03,-4999.68,5000.0,4999.68,0.0,1.0,5150.0,1.95,-4999.68,5000.0,4999.68,0.0,1.0,9750.0,1.68,-4999.68,5000.0,4999.68,0.0,1.0,8400.0,3.82,-4996.86,1250.0,4996.86,0.0,3.997,4775.0,14.66,-4999.28,2500.0,4999.28,0.0,2.0,36650.0
2020-05-27,45.47,-4998.88,1666.667,4998.88,0.0,2.999,75783.335,1.14,-4999.68,5000.0,4999.68,0.0,1.0,5700.0,2.12,-4999.68,5000.0,4999.68,0.0,1.0,10599.999,1.681,-4999.68,5000.0,4999.68,0.0,1.0,8405.0,4.17,-4996.86,1250.0,4996.86,0.0,3.997,5212.5,14.8,-4999.28,2500.0,4999.28,0.0,2.0,37000.0
2020-05-28,44.84,-4998.88,1666.667,4998.88,0.0,2.999,74733.334,1.08,-4999.68,5000.0,4999.68,0.0,1.0,5400.0,2.21,-4999.68,5000.0,4999.68,0.0,1.0,11050.0,1.66,-4999.68,5000.0,4999.68,0.0,1.0,8300.0,3.83,-4996.86,1250.0,4996.86,0.0,3.997,4787.5,14.5,-4999.28,2500.0,4999.28,0.0,2.0,36250.0
2020-05-29,46.04,-4998.88,1666.667,4998.88,0.0,2.999,76733.335,1.13,-4999.68,5000.0,4999.68,0.0,1.0,5650.0,2.14,-4999.68,5000.0,4999.68,0.0,1.0,10700.001,1.69,-4999.68,5000.0,4999.68,0.0,1.0,8450.0,3.98,-4996.86,1250.0,4996.86,0.0,3.997,4975.0,13.91,-4999.28,2500.0,4999.28,0.0,2.0,34775.0
2020-06-01,52.82,-4998.88,1666.667,4998.88,0.0,2.999,88033.333,1.1,-4999.68,5000.0,4999.68,0.0,1.0,5500.0,2.27,-4999.68,5000.0,4999.68,0.0,1.0,11350.0,1.77,-4999.68,5000.0,4999.68,0.0,1.0,8850.0,4.26,-4996.86,1250.0,4996.86,0.0,3.997,5325.0,13.49,-4999.28,2500.0,4999.28,0.0,2.0,33724.999
2020-06-02,49.64,-4998.88,1666.667,4998.88,0.0,2.999,82733.332,1.16,-4999.68,5000.0,4999.68,0.0,1.0,5800.0,2.51,-4999.68,5000.0,4999.68,0.0,1.0,12550.0,1.78,-4999.68,5000.0,4999.68,0.0,1.0,8900.0,4.7,-4996.86,1250.0,4996.86,0.0,3.997,5875.0,13.67,-4999.28,2500.0,4999.28,0.0,2.0,34175.0
2020-06-03,44.25,-4998.88,1666.667,4998.88,0.0,2.999,73750.0,1.38,-4999.68,5000.0,4999.68,0.0,1.0,6900.0,2.41,-4999.68,5000.0,4999.68,0.0,1.0,12050.0,1.89,-4999.68,5000.0,4999.68,0.0,1.0,9450.0,5.6,-4996.86,1250.0,4996.86,0.0,3.997,7000.0,13.99,-4999.28,2500.0,4999.28,0.0,2.0,34974.999
2020-06-04,44.66,-4998.88,1666.667,4998.88,0.0,2.999,74433.333,1.26,-4999.68,5000.0,4999.68,0.0,1.0,6300.0,2.63,-4999.68,5000.0,4999.68,0.0,1.0,13150.001,2.165,-4999.68,5000.0,4999.68,0.0,1.0,10825.0,5.97,-4996.86,1250.0,4996.86,0.0,3.997,7462.5,13.79,-4999.28,2500.0,4999.28,0.0,2.0,34475.0
2020-06-05,46.3,-4998.88,1666.667,4998.88,0.0,2.999,77166.665,1.36,-4999.68,5000.0,4999.68,0.0,1.0,6800.0,2.6,-4999.68,5000.0,4999.68,0.0,1.0,13000.0,2.2,-4999.68,5000.0,4999.68,0.0,1.0,11000.0,5.59,-4996.86,1250.0,4996.86,0.0,3.997,6987.5,13.75,-4999.28,2500.0,4999.28,0.0,2.0,34375.0
2020-06-08,44.79,-4998.88,1666.667,4998.88,0.0,2.999,74650.002,1.64,-4999.68,5000.0,4999.68,0.0,1.0,8200.0,2.57,-4999.68,5000.0,4999.68,0.0,1.0,12850.0,2.2,-4999.68,5000.0,4999.68,0.0,1.0,11000.0,5.97,-4996.86,1250.0,4996.86,0.0,3.997,7462.5,13.55,-4999.28,2500.0,4999.28,0.0,2.0,33875.0
2020-06-09,45.93,-4998.88,1666.667,4998.88,0.0,2.999,76550.001,1.63,-4999.68,5000.0,4999.68,0.0,1.0,8150.0,2.62,-4999.68,5000.0,4999.68,0.0,1.0,13099.999,2.07,-4999.68,5000.0,4999.68,0.0,1.0,10350.0,6.68,-4996.86,1250.0,4996.86,0.0,3.997,8350.0,15.01,-4999.28,2500.0,4999.28,0.0,2.0,37525.001
2020-06-10,44.96,-4998.88,1666.667,4998.88,0.0,2.999,74933.332,1.52,-4999.68,5000.0,4999.68,0.0,1.0,7600.0,3.1,-4999.68,5000.0,4999.68,0.0,1.0,15500.0,2.35,-4999.68,5000.0,4999.68,0.0,1.0,11750.0,6.3,-4996.86,1250.0,4996.86,0.0,3.997,7875.0,14.57,-4999.28,2500.0,4999.28,0.0,2.0,36424.999
2020-06-11,44.43,-4998.88,1666.667,4998.88,0.0,2.999,74050.001,1.35,-4999.68,5000.0,4999.68,0.0,1.0,6750.0,2.18,-4999.68,5000.0,4999.68,0.0,1.0,10900.0,2.29,-4999.68,5000.0,4999.68,0.0,1.0,11450.0,5.91,-4996.86,1250.0,4996.86,0.0,3.997,7387.5,13.57,-4999.28,2500.0,4999.28,0.0,2.0,33924.999
2020-06-12,45.57,-4998.88,1666.667,4998.88,0.0,2.999,75949.999,1.61,-4999.68,5000.0,4999.68,0.0,1.0,8050.0,2.29,-4999.68,5000.0,4999.68,0.0,1.0,11450.0,2.25,-4999.68,5000.0,4999.68,0.0,1.0,11250.0,6.1,-4996.86,1250.0,4996.86,0.0,3.997,7625.0,13.06,-4999.28,2500.0,4999.28,0.0,2.0,32650.001
2020-06-15,51.07,-4998.88,1666.667,4998.88,0.0,2.999,85116.666,1.7,-4999.68,5000.0,4999.68,0.0,1.0,8500.0,2.31,-4999.68,5000.0,4999.68,0.0,1.0,11550.0,2.37,-4999.68,5000.0,4999.68,0.0,1.0,11849.999,6.83,-4996.86,1250.0,4996.86,0.0,3.997,8537.5,14.0,-4999.28,2500.0,4999.28,0.0,2.0,35000.0
2020-06-16,52.15,-4998.88,1666.667,4998.88,0.0,2.999,86916.669,1.71,-4999.68,5000.0,4999.68,0.0,1.0,8550.0,2.35,-4999.68,5000.0,4999.68,0.0,1.0,11750.0,2.41,-4999.68,5000.0,4999.68,0.0,1.0,12050.0,6.99,-4996.86,1250.0,4996.86,0.0,3.997,8737.5,15.66,-4999.28,2500.0,4999.28,0.0,2.0,39150.0
2020-06-17,55.41,-4998.88,1666.667,4998.88,0.0,2.999,92350.0,2.03,-4999.68,5000.0,4999.68,0.0,1.0,10150.0,2.27,-4999.68,5000.0,4999.68,0.0,1.0,11350.0,2.42,-4999.68,5000.0,4999.68,0.0,1.0,12100.0,6.84,-4996.86,1250.0,4996.86,0.0,3.997,8550.0,15.5,-4999.28,2500.0,4999.28,0.0,2.0,38750.0
2020-06-18,59.27,-4998.88,1666.667,4998.88,0.0,2.999,98783.334,1.94,-4999.68,5000.0,4999.68,0.0,1.0,9700.0,2.19,-4999.68,5000.0,4999.68,0.0,1.0,10950.0,2.39,-4999.68,5000.0,4999.68,0.0,1.0,11950.001,7.18,-4996.86,1250.0,4996.86,0.0,3.997,8975.0,15.59,-4999.28,2500.0,4999.28,0.0,2.0,38975.0
2020-06-19,64.75,-4998.88,1666.667,4998.88,0.0,2.999,107916.667,2.03,-4999.68,5000.0,4999.68,0.0,1.0,10150.0,2.11,-4999.68,5000.0,4999.68,0.0,1.0,10549.999,2.51,-4999.68,5000.0,4999.68,0.0,1.0,12550.0,7.34,-4996.86,1250.0,4996.86,0.0,3.997,9175.0,16.2,-4999.28,2500.0,4999.28,0.0,2.0,40500.002
2020-06-22,65.95,-4998.88,1666.667,4998.88,0.0,2.999,109916.662,3.54,-4999.68,5000.0,4999.68,0.0,1.0,17700.0,2.51,-4999.68,5000.0,4999.68,0.0,1.0,12550.0,2.89,-4999.68,5000.0,4999.68,0.0,1.0,14450.001,7.43,-4996.86,1250.0,4996.86,0.0,3.997,9287.5,16.68,-4999.28,2500.0,4999.28,0.0,2.0,41700.001
2020-06-23,69.66,-4998.88,1666.667,4998.88,0.0,2.999,116100.006,2.82,-4999.68,5000.0,4999.68,0.0,1.0,14100.0,2.6,-4999.68,5000.0,4999.68,0.0,1.0,13000.0,2.66,-4999.68,5000.0,4999.68,0.0,1.0,13300.0,7.23,-4996.86,1250.0,4996.86,0.0,3.997,9037.5,16.88,-4999.28,2500.0,4999.28,0.0,2.0,42199.998
2020-06-24,77.5,-4998.88,1666.667,4998.88,0.0,2.999,129166.667,2.38,-4999.68,5000.0,4999.68,0.0,1.0,11900.001,2.37,-4999.68,5000.0,4999.68,0.0,1.0,11849.999,2.55,-4999.68,5000.0,4999.68,0.0,1.0,12750.0,6.86,-4996.86,1250.0,4996.86,0.0,3.997,8575.0,16.83,-4999.28,2500.0,4999.28,0.0,2.0,42075.0
2020-06-25,83.54,-4998.88,1666.667,4998.88,0.0,2.999,139233.335,2.52,-4999.68,5000.0,4999.68,0.0,1.0,12600.0,2.33,-4999.68,5000.0,4999.68,0.0,1.0,11650.0,2.72,-4999.68,5000.0,4999.68,0.0,1.0,13600.0,7.08,-4996.86,1250.0,4996.86,0.0,3.997,8850.0,16.57,-4999.28,2500.0,4999.28,0.0,2.0,41424.999
2020-06-26,77.39,-4998.88,1666.667,4998.88,0.0,2.999,128983.332,2.36,-4999.68,5000.0,4999.68,0.0,1.0,11799.999,2.2,-4999.68,5000.0,4999.68,0.0,1.0,11000.0,3.02,-4999.68,5000.0,4999.68,0.0,1.0,15100.0,6.9,-4996.86,1250.0,4996.86,0.0,3.997,8625.0,16.99,-4999.28,2500.0,4999.28,0.0,2.0,42474.999
2020-06-29,83.61,-4998.88,1666.667,4998.88,0.0,2.999,139350.001,2.27,-4999.68,5000.0,4999.68,0.0,1.0,11350.0,2.14,-4999.68,5000.0,4999.68,0.0,1.0,10700.001,4.01,-4999.68,5000.0,4999.68,0.0,1.0,20050.001,7.23,-4996.86,1250.0,4996.86,0.0,3.997,9037.5,16.65,-4999.28,2500.0,4999.28,0.0,2.0,41624.999
2020-06-30,83.35,-4998.88,1666.667,4998.88,0.0,2.999,138916.664,2.71,-4999.68,5000.0,4999.68,0.0,1.0,13550.0,2.22,-4999.68,5000.0,4999.68,0.0,1.0,11100.0,5.68,-4999.68,5000.0,4999.68,0.0,1.0,28399.999,7.72,-4996.86,1250.0,4996.86,0.0,3.997,9650.0,16.49,-4999.28,2500.0,4999.28,0.0,2.0,41224.999
2020-07-01,79.7,-4998.88,1666.667,4998.88,0.0,2.999,132833.328,2.56,-4999.68,5000.0,4999.68,0.0,1.0,12800.0,2.34,-4999.68,5000.0,4999.68,0.0,1.0,11700.0,4.84,-4999.68,5000.0,4999.68,0.0,1.0,24200.001,7.91,-4996.86,1250.0,4996.86,0.0,3.997,9887.5,16.15,-4999.28,2500.0,4999.28,0.0,2.0,40374.999
2020-07-02,81.64,-4998.88,1666.667,4998.88,0.0,2.999,136066.666,2.6,-4999.68,5000.0,4999.68,0.0,1.0,13000.0,2.29,-4999.68,5000.0,4999.68,0.0,1.0,11450.0,5.28,-4999.68,5000.0,4999.68,0.0,1.0,26400.001,9.38,-4996.86,1250.0,4996.86,0.0,3.997,11725.0,16.23,-4999.28,2500.0,4999.28,0.0,2.0,40574.999
2020-07-06,79.44,-4998.88,1666.667,4998.88,0.0,2.999,132400.004,2.5,-4999.68,5000.0,4999.68,0.0,1.0,12500.0,2.38,-4999.68,5000.0,4999.68,0.0,1.0,11900.001,8.4,-4999.68,5000.0,4999.68,0.0,1.0,41999.998,11.51,-4996.86,1250.0,4996.86,0.0,3.997,14387.5,16.16,-4999.28,2500.0,4999.28,0.0,2.0,40400.0
2020-07-07,104.56,-4998.88,1666.667,4998.88,0.0,2.999,174266.663,2.52,-4999.68,5000.0,4999.68,0.0,1.0,12600.0,2.29,-4999.68,5000.0,4999.68,0.0,1.0,11450.0,7.095,-4999.68,5000.0,4999.68,0.0,1.0,35474.999,13.22,-4996.86,1250.0,4996.86,0.0,3.997,16525.0,15.98,-4999.28,2500.0,4999.28,0.0,2.0,39949.999
