date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue
2019-07-31,52.125,-4992.24,33.0,4992.24,1121.257,151.28,1720.135,40.467,-4947.6,42.0,4947.6,889.98,117.8,1699.606
2019-08-01,50.997,-4992.24,33.0,4992.24,1121.257,151.28,1682.913,39.745,-4947.6,42.0,4947.6,889.98,117.8,1669.306
2019-08-02,49.918,-4992.24,33.0,4992.24,1121.257,151.28,1647.306,39.537,-4947.6,42.0,4947.6,889.98,117.8,1660.535
2019-08-05,47.305,-4992.24,33.0,4992.24,1121.257,151.28,1561.073,37.847,-4947.6,42.0,4947.6,889.98,117.8,1589.569
2019-08-06,48.201,-4992.24,33.0,4992.24,1121.257,151.28,1590.625,39.166,-4947.6,42.0,4947.6,889.98,117.8,1644.986
2019-08-07,48.7,-4992.24,33.0,4992.24,1121.257,151.28,1607.096,39.166,-4947.6,42.0,4947.6,889.98,117.8,1644.986
2019-08-08,49.774,-4992.24,33.0,4992.24,1121.257,151.28,1642.542,39.774,-4947.6,42.0,4947.6,889.98,117.8,1670.502
2019-08-09,49.364,-4992.24,33.0,4992.24,1121.257,151.28,1629.007,39.309,-4947.6,42.0,4947.6,889.98,117.8,1650.966
2019-08-12,49.239,-4992.24,33.0,4992.24,1121.257,151.28,1624.873,38.882,-4947.6,42.0,4947.6,889.98,117.8,1633.026
2019-08-13,51.324,-4992.24,33.0,4992.24,1121.257,151.28,1693.684,39.717,-4947.6,42.0,4947.6,889.98,117.8,1668.11
2019-08-14,49.796,-4992.24,33.0,4992.24,1121.257,151.28,1643.271,38.378,-4947.6,42.0,4947.6,889.98,117.8,1611.895
2019-08-15,49.548,-4992.24,33.0,4992.24,1121.257,151.28,1635.086,38.787,-4947.6,42.0,4947.6,889.98,117.8,1629.039
2019-08-16,50.717,-4992.24,33.0,4992.24,1121.257,151.28,1673.665,39.432,-4947.6,42.0,4947.6,889.98,117.8,1656.15
2019-08-19,51.663,-4992.24,33.0,4992.24,1121.257,151.28,1704.869,39.66,-4947.6,42.0,4947.6,889.98,117.8,1665.718
2019-08-20,51.665,-4992.24,33.0,4992.24,1121.257,151.28,1704.95,39.812,-4947.6,42.0,4947.6,889.98,117.8,1672.097
2019-08-21,52.225,-4992.24,33.0,4992.24,1121.257,151.28,1723.429,40.419,-4947.6,42.0,4947.6,889.98,117.8,1697.613
2019-08-22,52.181,-4992.24,33.0,4992.24,1121.257,151.28,1721.97,39.992,-4947.6,42.0,4947.6,889.98,117.8,1679.672
2019-08-23,49.769,-4992.24,33.0,4992.24,1121.257,151.28,1642.38,38.872,-4947.6,42.0,4947.6,889.98,117.8,1632.627
2019-08-26,50.715,-4992.24,33.0,4992.24,1121.257,151.28,1673.584,39.242,-4947.6,42.0,4947.6,889.98,117.8,1648.176
2019-08-27,50.142,-4992.24,33.0,4992.24,1121.257,151.28,1654.699,39.252,-4947.6,42.0,4947.6,889.98,117.8,1648.575
2019-08-28,50.479,-4992.24,33.0,4992.24,1121.257,151.28,1665.803,39.537,-4947.6,42.0,4947.6,889.98,117.8,1660.535
2019-08-29,51.334,-4992.24,33.0,4992.24,1121.257,151.28,1694.008,40.135,-4947.6,42.0,4947.6,889.98,117.8,1685.653
2019-08-30,51.267,-4992.24,33.0,4992.24,1121.257,151.28,1691.82,40.467,-4947.6,42.0,4947.6,889.98,117.8,1699.606
2019-09-03,50.521,-4992.24,33.0,4992.24,1121.257,151.28,1667.181,39.603,-4947.6,42.0,4947.6,889.98,117.8,1663.326
2019-09-04,51.378,-4992.24,33.0,4992.24,1121.257,151.28,1695.467,40.96,-4947.6,42.0,4947.6,889.98,117.8,1720.338
2019-09-05,52.382,-4992.24,33.0,4992.24,1121.257,151.28,1728.616,41.995,-4947.6,42.0,4947.6,889.98,117.8,1763.795
2019-09-06,52.377,-4992.24,33.0,4992.24,1121.257,151.28,1728.454,41.492,-4947.6,42.0,4947.6,889.98,117.8,1742.665
2019-09-09,52.601,-4992.24,33.0,4992.24,1121.257,151.28,1735.83,41.625,-4947.6,42.0,4947.6,889.98,117.8,1748.246
2019-09-10,53.222,-4992.24,33.0,4992.24,1121.257,151.28,1756.335,41.862,-4947.6,42.0,4947.6,889.98,117.8,1758.213
2019-09-11,54.914,-4992.24,33.0,4992.24,1121.257,151.28,1812.178,41.976,-4947.6,42.0,4947.6,889.98,117.8,1762.998
2019-09-12,54.792,-4992.24,33.0,4992.24,1121.257,151.28,1808.125,41.834,-4947.6,42.0,4947.6,889.98,117.8,1757.017
2019-09-13,53.726,-4992.24,33.0,4992.24,1121.257,151.28,1772.95,42.47,-4947.6,42.0,4947.6,889.98,117.8,1783.73
2019-09-16,54.008,-4992.24,33.0,4992.24,1121.257,151.28,1782.271,42.337,-4947.6,42.0,4947.6,889.98,117.8,1778.148
2019-09-17,54.205,-4992.24,33.0,4992.24,1121.257,151.28,1788.754,42.84,-4947.6,42.0,4947.6,889.98,117.8,1799.279
2019-09-18,54.713,-4992.24,33.0,4992.24,1121.257,151.28,1805.532,42.755,-4947.6,42.0,4947.6,889.98,117.8,1795.691
2019-09-19,54.269,-4992.24,33.0,4992.24,1121.257,151.28,1790.862,42.929,-4947.6,42.0,4947.6,889.98,117.8,1802.999
2019-09-20,53.475,-4992.24,33.0,4992.24,1121.257,151.28,1764.683,41.944,-4947.6,42.0,4947.6,889.98,117.8,1761.638
2019-09-23,53.718,-4992.24,33.0,4992.24,1121.257,151.28,1772.707,42.135,-4947.6,42.0,4947.6,889.98,117.8,1769.669
2019-09-24,53.463,-4992.24,33.0,4992.24,1121.257,151.28,1764.278,42.183,-4947.6,42.0,4947.6,889.98,117.8,1771.677
2019-09-25,54.286,-4992.24,33.0,4992.24,1121.257,151.28,1791.429,43.034,-4947.6,42.0,4947.6,889.98,117.8,1807.416
2019-09-26,54.006,-4992.24,33.0,4992.24,1121.257,151.28,1782.19,44.42,-4947.6,42.0,4947.6,889.98,117.8,1865.642
2019-09-27,53.743,-4992.24,33.0,4992.24,1121.257,151.28,1773.517,43.512,-4947.6,42.0,4947.6,889.98,117.8,1827.494
2019-09-30,55.008,-4992.24,33.0,4992.24,1121.257,151.28,1815.258,44.439,-4947.6,42.0,4947.6,889.98,117.8,1866.445
2019-10-01,55.16,-4992.24,33.0,4992.24,1121.257,151.28,1820.283,45.118,-4947.6,42.0,4947.6,889.98,117.8,1894.956
2019-10-02,53.777,-4992.24,33.0,4992.24,1121.257,151.28,1774.652,44.391,-4947.6,42.0,4947.6,889.98,117.8,1864.437
2019-10-03,54.234,-4992.24,33.0,4992.24,1121.257,151.28,1789.727,45.061,-4947.6,42.0,4947.6,889.98,117.8,1892.546
2019-10-04,55.754,-4992.24,33.0,4992.24,1121.257,151.28,1839.897,45.338,-4947.6,42.0,4947.6,889.98,117.8,1904.192
