date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue
2019-10-07,55.767,-4992.24,33.0,4992.24,1121.257,151.28,1840.302,45.845,-4947.6,42.0,4947.6,889.98,117.8,1925.474
2019-10-08,55.113,-4992.24,33.0,4992.24,1121.257,151.28,1818.743,45.759,-4947.6,42.0,4947.6,889.98,117.8,1921.86
2019-10-09,55.759,-4992.24,33.0,4992.24,1121.257,151.28,1840.059,46.543,-4947.6,42.0,4947.6,889.98,117.8,1954.788
2019-10-10,56.511,-4992.24,33.0,4992.24,1121.257,151.28,1864.86,46.782,-4947.6,42.0,4947.6,889.98,117.8,1964.827
2019-10-11,58.014,-4992.24,33.0,4992.24,1121.257,151.28,1914.462,47.25,-4947.6,42.0,4947.6,889.98,117.8,1984.503
2019-10-14,57.93,-4992.24,33.0,4992.24,1121.257,151.28,1911.706,47.719,-4947.6,42.0,4947.6,889.98,117.8,2004.18
2019-10-15,57.795,-4992.24,33.0,4992.24,1121.257,151.28,1907.249,48.177,-4947.6,42.0,4947.6,889.98,117.8,2023.454
2019-10-16,57.562,-4992.24,33.0,4992.24,1121.257,151.28,1899.549,47.929,-4947.6,42.0,4947.6,889.98,117.8,2013.014
2019-10-17,57.786,-4992.24,33.0,4992.24,1121.257,151.28,1906.924,47.566,-4947.6,42.0,4947.6,889.98,117.8,1997.755
2019-10-18,58.063,-4992.24,33.0,4992.24,1121.257,151.28,1916.083,47.116,-4947.6,42.0,4947.6,889.98,117.8,1978.882
2019-10-21,59.07,-4992.24,33.0,4992.24,1121.257,151.28,1949.313,47.805,-4947.6,42.0,4947.6,889.98,117.8,2007.794
2019-10-22,58.935,-4992.24,33.0,4992.24,1121.257,151.28,1944.855,48.417,-4947.6,42.0,4947.6,889.98,117.8,2033.493
2019-10-23,59.726,-4992.24,33.0,4992.24,1121.257,151.28,1970.953,47.967,-4947.6,42.0,4947.6,889.98,117.8,2014.62
2019-10-24,59.824,-4992.24,33.0,4992.24,1121.257,151.28,1974.195,48.713,-4947.6,42.0,4947.6,889.98,117.8,2045.942
2019-10-25,60.561,-4992.24,33.0,4992.24,1121.257,151.28,1998.51,48.885,-4947.6,42.0,4947.6,889.98,117.8,2053.17
2019-10-28,61.168,-4992.24,33.0,4992.24,1121.257,151.28,2018.529,49.057,-4947.6,42.0,4947.6,889.98,117.8,2060.398
2019-10-29,59.753,-4992.24,33.0,4992.24,1121.257,151.28,1971.845,49.21,-4947.6,42.0,4947.6,889.98,117.8,2066.823
2019-10-30,59.745,-4992.24,33.0,4992.24,1121.257,151.28,1971.601,49.631,-4947.6,42.0,4947.6,889.98,117.8,2084.491
2019-10-31,61.096,-4992.24,33.0,4992.24,1121.257,151.28,2016.178,49.363,-4947.6,42.0,4947.6,889.98,117.8,2073.248
2019-11-01,62.83,-4992.24,33.0,4992.24,1121.257,151.28,2073.399,49.812,-4947.6,42.0,4947.6,889.98,117.8,2092.121
2019-11-04,63.243,-4992.24,33.0,4992.24,1121.257,151.28,2087.015,51.141,-4947.6,42.0,4947.6,889.98,117.8,2147.938
2019-11-05,63.152,-4992.24,33.0,4992.24,1121.257,151.28,2084.017,51.199,-4947.6,42.0,4947.6,889.98,117.8,2150.347
2019-11-06,63.179,-4992.24,33.0,4992.24,1121.257,151.28,2084.908,51.285,-4947.6,42.0,4947.6,889.98,117.8,2153.961
2019-11-07,63.908,-4992.24,33.0,4992.24,1121.257,151.28,2108.971,51.313,-4947.6,42.0,4947.6,889.98,117.8,2155.166
2019-11-08,64.083,-4992.24,33.0,4992.24,1121.257,151.28,2114.743,50.51,-4947.6,42.0,4947.6,889.98,117.8,2121.435
2019-11-11,64.591,-4992.24,33.0,4992.24,1121.257,151.28,2131.489,50.29,-4947.6,42.0,4947.6,889.98,117.8,2112.199
2019-11-12,64.531,-4992.24,33.0,4992.24,1121.257,151.28,2129.537,49.86,-4947.6,42.0,4947.6,889.98,117.8,2094.129
2019-11-13,65.15,-4992.24,33.0,4992.24,1121.257,151.28,2149.942,50.558,-4947.6,42.0,4947.6,889.98,117.8,2123.443
2019-11-14,64.699,-4992.24,33.0,4992.24,1121.257,151.28,2135.066,50.176,-4947.6,42.0,4947.6,889.98,117.8,2107.38
2019-11-15,65.468,-4992.24,33.0,4992.24,1121.257,151.28,2160.429,50.95,-4947.6,42.0,4947.6,889.98,117.8,2139.907
2019-11-18,65.798,-4992.24,33.0,4992.24,1121.257,151.28,2171.323,51.074,-4947.6,42.0,4947.6,889.98,117.8,2145.126
2019-11-19,65.598,-4992.24,33.0,4992.24,1121.257,151.28,2164.737,51.4,-4947.6,42.0,4947.6,889.98,117.8,2158.78
2019-11-20,64.834,-4992.24,33.0,4992.24,1121.257,151.28,2139.537,51.151,-4947.6,42.0,4947.6,889.98,117.8,2148.339
2019-11-21,64.544,-4992.24,33.0,4992.24,1121.257,151.28,2129.945,50.654,-4947.6,42.0,4947.6,889.98,117.8,2127.458
2019-11-22,64.487,-4992.24,33.0,4992.24,1121.257,151.28,2128.075,50.472,-4947.6,42.0,4947.6,889.98,117.8,2119.829
2019-11-25,65.618,-4992.24,33.0,4992.24,1121.257,151.28,2165.388,51.4,-4947.6,42.0,4947.6,889.98,117.8,2158.78
2019-11-26,65.105,-4992.24,33.0,4992.24,1121.257,151.28,2148.479,51.275,-4947.6,42.0,4947.6,889.98,117.8,2153.56
2019-11-27,65.98,-4992.24,33.0,4992.24,1121.257,151.28,2177.338,51.524,-4947.6,42.0,4947.6,889.98,117.8,2164.0
2019-11-29,65.835,-4992.24,33.0,4992.24,1121.257,151.28,2172.541,50.759,-4947.6,42.0,4947.6,889.98,117.8,2131.876
2019-12-02,65.073,-4992.24,33.0,4992.24,1121.257,151.28,2147.422,50.654,-4947.6,42.0,4947.6,889.98,117.8,2127.458
2019-12-03,63.913,-4992.24,33.0,4992.24,1121.257,151.28,2109.133,50.463,-4947.6,42.0,4947.6,889.98,117.8,2119.427
2019-12-04,64.477,-4992.24,33.0,4992.24,1121.257,151.28,2127.75,50.845,-4947.6,42.0,4947.6,889.98,117.8,2135.489
2019-12-05,65.423,-4992.24,33.0,4992.24,1121.257,151.28,2158.965,52.011,-4947.6,42.0,4947.6,889.98,117.8,2184.48
2019-12-06,66.687,-4992.24,33.0,4992.24,1121.257,151.28,2200.668,52.528,-4947.6,42.0,4947.6,889.98,117.8,2206.164
2019-12-09,65.753,-4992.24,33.0,4992.24,1121.257,151.28,2169.859,52.069,-4947.6,42.0,4947.6,889.98,117.8,2186.889
2019-12-10,66.138,-4992.24,33.0,4992.24,1121.257,151.28,2182.54,52.126,-4947.6,42.0,4947.6,889.98,117.8,2189.298
2019-12-11,66.702,-4992.24,33.0,4992.24,1121.257,151.28,2201.156,53.446,-4947.6,42.0,4947.6,889.98,117.8,2244.713
2019-12-12,66.872,-4992.24,33.0,4992.24,1121.257,151.28,2206.766,56.037,-4947.6,42.0,4947.6,889.98,117.8,2353.536
2019-12-13,67.781,-4992.24,33.0,4992.24,1121.257,151.28,2236.763,55.692,-4947.6,42.0,4947.6,889.98,117.8,2339.08
2019-12-16,68.941,-4992.24,33.0,4992.24,1121.257,151.28,2275.051,55.97,-4947.6,42.0,4947.6,889.98,117.8,2350.725
2019-12-17,69.076,-4992.24,33.0,4992.24,1121.257,151.28,2279.522,56.629,-4947.6,42.0,4947.6,889.98,117.8,2378.432
2019-12-18,68.911,-4992.24,33.0,4992.24,1121.257,151.28,2274.076,56.505,-4947.6,42.0,4947.6,889.98,117.8,2373.212
2019-12-19,68.98,-4992.24,33.0,4992.24,1121.257,151.28,2276.352,55.802,-4947.6,42.0,4947.6,889.98,117.8,2343.694
2019-12-20,68.837,-4992.24,33.0,4992.24,1121.257,151.28,2271.637,55.773,-4947.6,42.0,4947.6,889.98,117.8,2342.481
2019-12-23,69.961,-4992.24,33.0,4992.24,1121.257,151.28,2308.706,56.053,-4947.6,42.0,4947.6,889.98,117.8,2354.207
2019-12-24,70.027,-4992.24,33.0,4992.24,1121.257,151.28,2310.901,55.61,-4947.6,42.0,4947.6,889.98,117.8,2335.606
2019-12-26,71.417,-4992.24,33.0,4992.24,1121.257,151.28,2356.75,56.081,-4947.6,42.0,4947.6,889.98,117.8,2355.42
2019-12-27,71.39,-4992.24,33.0,4992.24,1121.257,151.28,2355.856,56.284,-4947.6,42.0,4947.6,889.98,117.8,2363.912
2019-12-30,71.813,-4992.24,33.0,4992.24,1121.257,151.28,2369.838,55.696,-4947.6,42.0,4947.6,889.98,117.8,2339.246
2019-12-31,72.338,-4992.24,33.0,4992.24,1121.257,151.28,2387.153,55.937,-4947.6,42.0,4947.6,889.98,117.8,2349.355
2020-01-02,73.988,-4992.24,33.0,4992.24,1121.257,151.28,2441.619,57.805,-4947.6,42.0,4947.6,889.98,117.8,2427.801
2020-01-03,73.269,-4992.24,33.0,4992.24,1121.257,151.28,2417.882,55.899,-4947.6,42.0,4947.6,889.98,117.8,2347.737
2020-01-06,73.853,-4992.24,33.0,4992.24,1121.257,151.28,2437.149,55.253,-4947.6,42.0,4947.6,889.98,117.8,2320.645
2020-01-07,73.506,-4992.24,33.0,4992.24,1121.257,151.28,2425.687,56.149,-4947.6,42.0,4947.6,889.98,117.8,2358.25
2020-01-08,74.688,-4992.24,33.0,4992.24,1121.257,151.28,2464.707,56.563,-4947.6,42.0,4947.6,889.98,117.8,2375.638
2020-01-09,76.275,-4992.24,33.0,4992.24,1121.257,151.28,2517.059,57.025,-4947.6,42.0,4947.6,889.98,117.8,2395.048
2020-01-10,76.447,-4992.24,33.0,4992.24,1121.257,151.28,2522.749,56.669,-4947.6,42.0,4947.6,889.98,117.8,2380.086
2020-01-13,78.08,-4992.24,33.0,4992.24,1121.257,151.28,2576.646,57.824,-4947.6,42.0,4947.6,889.98,117.8,2428.61
2020-01-14,77.026,-4992.24,33.0,4992.24,1121.257,151.28,2541.853,58.074,-4947.6,42.0,4947.6,889.98,117.8,2439.123
2020-01-15,76.696,-4992.24,33.0,4992.24,1121.257,151.28,2530.96,56.216,-4947.6,42.0,4947.6,889.98,117.8,2361.081
2020-01-16,77.656,-4992.24,33.0,4992.24,1121.257,151.28,2562.664,56.563,-4947.6,42.0,4947.6,889.98,117.8,2375.638
2020-01-17,78.516,-4992.24,33.0,4992.24,1121.257,151.28,2591.035,56.399,-4947.6,42.0,4947.6,889.98,117.8,2368.764
2020-01-21,77.984,-4992.24,33.0,4992.24,1121.257,151.28,2573.476,56.072,-4947.6,42.0,4947.6,889.98,117.8,2355.016
2020-01-22,78.262,-4992.24,33.0,4992.24,1121.257,151.28,2582.662,56.178,-4947.6,42.0,4947.6,889.98,117.8,2359.464
2020-01-23,78.639,-4992.24,33.0,4992.24,1121.257,151.28,2595.1,55.34,-4947.6,42.0,4947.6,889.98,117.8,2324.284
2020-01-24,78.413,-4992.24,33.0,4992.24,1121.257,151.28,2587.621,55.581,-4947.6,42.0,4947.6,889.98,117.8,2334.393
2020-01-27,76.107,-4992.24,33.0,4992.24,1121.257,151.28,2511.531,53.203,-4947.6,42.0,4947.6,889.98,117.8,2234.515
2020-01-28,78.26,-4992.24,33.0,4992.24,1121.257,151.28,2582.581,54.965,-4947.6,42.0,4947.6,889.98,117.8,2308.514
2020-01-29,79.898,-4992.24,33.0,4992.24,1121.257,151.28,2636.64,55.061,-4947.6,42.0,4947.6,889.98,117.8,2312.558
2020-01-30,79.782,-4992.24,33.0,4992.24,1121.257,151.28,2632.82,53.723,-4947.6,42.0,4947.6,889.98,117.8,2256.351
2020-01-31,76.245,-4992.24,33.0,4992.24,1121.257,151.28,2516.084,51.932,-4947.6,42.0,4947.6,889.98,117.8,2181.139
2020-02-03,76.036,-4992.24,33.0,4992.24,1121.257,151.28,2509.174,52.731,-4947.6,42.0,4947.6,889.98,117.8,2214.701
2020-02-04,78.546,-4992.24,33.0,4992.24,1121.257,151.28,2592.011,55.379,-4947.6,42.0,4947.6,889.98,117.8,2325.901
2020-02-05,79.186,-4992.24,33.0,4992.24,1121.257,151.28,2613.147,55.764,-4947.6,42.0,4947.6,889.98,117.8,2342.076
2020-02-06,80.113,-4992.24,33.0,4992.24,1121.257,151.28,2643.713,55.86,-4947.6,42.0,4947.6,889.98,117.8,2346.12
2020-02-07,79.024,-4992.24,33.0,4992.24,1121.257,151.28,2607.777,54.108,-4947.6,42.0,4947.6,889.98,117.8,2272.525
2020-02-10,79.399,-4992.24,33.0,4992.24,1121.257,151.28,2620.163,54.897,-4947.6,42.0,4947.6,889.98,117.8,2305.683
2020-02-11,78.92,-4992.24,33.0,4992.24,1121.257,151.28,2604.355,56.476,-4947.6,42.0,4947.6,889.98,117.8,2371.999
2020-02-12,80.794,-4992.24,33.0,4992.24,1121.257,151.28,2666.203,57.41,-4947.6,42.0,4947.6,889.98,117.8,2411.222
2020-02-13,80.219,-4992.24,33.0,4992.24,1121.257,151.28,2647.216,57.121,-4947.6,42.0,4947.6,889.98,117.8,2399.092
2020-02-14,80.238,-4992.24,33.0,4992.24,1121.257,151.28,2647.868,56.024,-4947.6,42.0,4947.6,889.98,117.8,2352.994
2020-02-18,78.769,-4992.24,33.0,4992.24,1121.257,151.28,2599.384,54.088,-4947.6,42.0,4947.6,889.98,117.8,2271.717
2020-02-19,79.91,-4992.24,33.0,4992.24,1121.257,151.28,2637.031,55.494,-4947.6,42.0,4947.6,889.98,117.8,2330.754
2020-02-20,79.09,-4992.24,33.0,4992.24,1121.257,151.28,2609.977,54.377,-4947.6,42.0,4947.6,889.98,117.8,2283.848
2020-02-21,77.3,-4992.24,33.0,4992.24,1121.257,151.28,2550.9,53.52,-4947.6,42.0,4947.6,889.98,117.8,2247.859
2020-02-24,73.628,-4992.24,33.0,4992.24,1121.257,151.28,2429.731,52.105,-4947.6,42.0,4947.6,889.98,117.8,2188.418
2020-02-25,71.134,-4992.24,33.0,4992.24,1121.257,151.28,2347.432,51.855,-4947.6,42.0,4947.6,889.98,117.8,2177.904
2020-02-26,72.263,-4992.24,33.0,4992.24,1121.257,151.28,2384.67,52.981,-4947.6,42.0,4947.6,889.98,117.8,2225.215
2020-02-27,67.539,-4992.24,33.0,4992.24,1121.257,151.28,2228.789,51.306,-4947.6,42.0,4947.6,889.98,117.8,2154.856
2020-02-28,67.5,-4992.24,33.0,4992.24,1121.257,151.28,2227.485,51.836,-4947.6,42.0,4947.6,889.98,117.8,2177.096
2020-03-02,73.784,-4992.24,33.0,4992.24,1121.257,151.28,2434.865,53.896,-4947.6,42.0,4947.6,889.98,117.8,2263.629
2020-03-03,71.44,-4992.24,33.0,4992.24,1121.257,151.28,2357.536,52.837,-4947.6,42.0,4947.6,889.98,117.8,2219.15
2020-03-04,74.754,-4992.24,33.0,4992.24,1121.257,151.28,2466.889,54.955,-4947.6,42.0,4947.6,889.98,117.8,2308.11
2020-03-05,72.329,-4992.24,33.0,4992.24,1121.257,151.28,2386.87,53.655,-4947.6,42.0,4947.6,889.98,117.8,2253.52
2020-03-06,71.369,-4992.24,33.0,4992.24,1121.257,151.28,2355.173,53.02,-4947.6,42.0,4947.6,889.98,117.8,2226.833
2020-03-09,65.724,-4992.24,33.0,4992.24,1121.257,151.28,2168.897,49.9,-4947.6,42.0,4947.6,889.98,117.8,2095.818
2020-03-10,70.458,-4992.24,33.0,4992.24,1121.257,151.28,2325.105,52.481,-4947.6,42.0,4947.6,889.98,117.8,2204.188
2020-03-11,68.011,-4992.24,33.0,4992.24,1121.257,151.28,2244.352,50.295,-4947.6,42.0,4947.6,889.98,117.8,2112.397
2020-03-12,61.294,-4992.24,33.0,4992.24,1121.257,151.28,2022.712,46.877,-4947.6,42.0,4947.6,889.98,117.8,1968.848
2020-03-13,68.638,-4992.24,33.0,4992.24,1121.257,151.28,2265.05,50.286,-4947.6,42.0,4947.6,889.98,117.8,2111.993
2020-03-16,59.808,-4992.24,33.0,4992.24,1121.257,151.28,1973.658,43.228,-4947.6,42.0,4947.6,889.98,117.8,1815.594
2020-03-17,62.438,-4992.24,33.0,4992.24,1121.257,151.28,2060.44,46.733,-4947.6,42.0,4947.6,889.98,117.8,1962.783
2020-03-18,60.909,-4992.24,33.0,4992.24,1121.257,151.28,2010.001,42.718,-4947.6,42.0,4947.6,889.98,117.8,1794.163
2020-03-19,60.442,-4992.24,33.0,4992.24,1121.257,151.28,1994.6,42.657,-4947.6,42.0,4947.6,889.98,117.8,1791.591
2020-03-20,56.605,-4992.24,33.0,4992.24,1121.257,151.28,1867.972,43.279,-4947.6,42.0,4947.6,889.98,117.8,1817.716
2020-03-23,55.403,-4992.24,33.0,4992.24,1121.257,151.28,1828.288,43.988,-4947.6,42.0,4947.6,889.98,117.8,1847.514
2020-03-24,60.961,-4992.24,33.0,4992.24,1121.257,151.28,2011.712,47.497,-4947.6,42.0,4947.6,889.98,117.8,1994.875
2020-03-25,60.625,-4992.24,33.0,4992.24,1121.257,151.28,2000.63,47.623,-4947.6,42.0,4947.6,889.98,117.8,2000.182
2020-03-26,63.815,-4992.24,33.0,4992.24,1121.257,151.28,2105.909,48.469,-4947.6,42.0,4947.6,889.98,117.8,2035.695
2020-03-27,61.173,-4992.24,33.0,4992.24,1121.257,151.28,2018.719,45.592,-4947.6,42.0,4947.6,889.98,117.8,1914.868
2020-03-30,62.919,-4992.24,33.0,4992.24,1121.257,151.28,2076.33,46.477,-4947.6,42.0,4947.6,889.98,117.8,1952.014
2020-03-31,62.791,-4992.24,33.0,4992.24,1121.257,151.28,2072.092,46.447,-4947.6,42.0,4947.6,889.98,117.8,1950.789
2020-04-01,59.487,-4992.24,33.0,4992.24,1121.257,151.28,1963.065,45.203,-4947.6,42.0,4947.6,889.98,117.8,1898.54
2020-04-02,60.479,-4992.24,33.0,4992.24,1121.257,151.28,1995.822,46.778,-4947.6,42.0,4947.6,889.98,117.8,1964.668
2020-04-03,59.61,-4992.24,33.0,4992.24,1121.257,151.28,1967.139,45.738,-4947.6,42.0,4947.6,889.98,117.8,1920.991
2020-04-06,64.811,-4992.24,33.0,4992.24,1121.257,151.28,2138.748,48.566,-4947.6,42.0,4947.6,889.98,117.8,2039.777
2020-04-07,64.06,-4992.24,33.0,4992.24,1121.257,151.28,2113.976,48.323,-4947.6,42.0,4947.6,889.98,117.8,2029.572
2020-04-08,65.699,-4992.24,33.0,4992.24,1121.257,151.28,2168.082,48.858,-4947.6,42.0,4947.6,889.98,117.8,2052.023
2020-04-09,66.174,-4992.24,33.0,4992.24,1121.257,151.28,2183.728,46.972,-4947.6,42.0,4947.6,889.98,117.8,1972.832
2020-04-13,67.472,-4992.24,33.0,4992.24,1121.257,151.28,2226.589,47.38,-4947.6,42.0,4947.6,889.98,117.8,1989.977
2020-04-14,70.88,-4992.24,33.0,4992.24,1121.257,151.28,2339.039,49.208,-4947.6,42.0,4947.6,889.98,117.8,2066.718
2020-04-15,70.233,-4992.24,33.0,4992.24,1121.257,151.28,2317.689,48.265,-4947.6,42.0,4947.6,889.98,117.8,2027.123
2020-04-16,70.791,-4992.24,33.0,4992.24,1121.257,151.28,2336.105,50.928,-4947.6,42.0,4947.6,889.98,117.8,2138.97
2020-04-17,69.831,-4992.24,33.0,4992.24,1121.257,151.28,2304.407,52.182,-4947.6,42.0,4947.6,889.98,117.8,2191.627
2020-04-20,68.381,-4992.24,33.0,4992.24,1121.257,151.28,2256.575,51.113,-4947.6,42.0,4947.6,889.98,117.8,2146.725
2020-04-21,66.267,-4992.24,33.0,4992.24,1121.257,151.28,2186.824,49.927,-4947.6,42.0,4947.6,889.98,117.8,2096.925
2020-04-22,68.176,-4992.24,33.0,4992.24,1121.257,151.28,2249.812,51.462,-4947.6,42.0,4947.6,889.98,117.8,2161.421
2020-04-23,67.912,-4992.24,33.0,4992.24,1121.257,151.28,2241.093,51.161,-4947.6,42.0,4947.6,889.98,117.8,2148.766
2020-04-24,69.873,-4992.24,33.0,4992.24,1121.257,151.28,2305.793,51.249,-4947.6,42.0,4947.6,889.98,117.8,2152.44
2020-04-27,69.922,-4992.24,33.0,4992.24,1121.257,151.28,2307.422,52.007,-4947.6,42.0,4947.6,889.98,117.8,2184.28
2020-04-28,68.788,-4992.24,33.0,4992.24,1121.257,151.28,2270.02,51.278,-4947.6,42.0,4947.6,889.98,117.8,2153.665
2020-04-29,71.048,-4992.24,33.0,4992.24,1121.257,151.28,2344.58,52.949,-4947.6,42.0,4947.6,889.98,117.8,2223.875
2020-04-30,72.547,-4992.24,33.0,4992.24,1121.257,151.28,2394.041,51.637,-4947.6,42.0,4947.6,889.98,117.8,2168.768
2020-05-01,71.379,-4992.24,33.0,4992.24,1121.257,151.28,2355.499,49.664,-4947.6,42.0,4947.6,889.98,117.8,2085.903
2020-05-04,72.389,-4992.24,33.0,4992.24,1121.257,151.28,2388.826,50.685,-4947.6,42.0,4947.6,889.98,117.8,2128.765
2020-05-05,73.475,-4992.24,33.0,4992.24,1121.257,151.28,2424.68,50.257,-4947.6,42.0,4947.6,889.98,117.8,2110.804
2020-05-06,74.233,-4992.24,33.0,4992.24,1121.257,151.28,2449.696,50.665,-4947.6,42.0,4947.6,889.98,117.8,2127.948
2020-05-07,75.001,-4992.24,33.0,4992.24,1121.257,151.28,2475.038,50.86,-4947.6,42.0,4947.6,889.98,117.8,2136.112
2020-05-08,76.786,-4992.24,33.0,4992.24,1121.257,151.28,2533.948,51.424,-4947.6,42.0,4947.6,889.98,117.8,2159.788
2020-05-11,77.995,-4992.24,33.0,4992.24,1121.257,151.28,2573.82,50.928,-4947.6,42.0,4947.6,889.98,117.8,2138.97
2020-05-12,77.103,-4992.24,33.0,4992.24,1121.257,151.28,2544.406,49.664,-4947.6,42.0,4947.6,889.98,117.8,2085.903
2020-05-13,76.172,-4992.24,33.0,4992.24,1121.257,151.28,2513.685,49.489,-4947.6,42.0,4947.6,889.98,117.8,2078.556
2020-05-14,76.64,-4992.24,33.0,4992.24,1121.257,151.28,2529.127,50.636,-4947.6,42.0,4947.6,889.98,117.8,2126.724
2020-05-15,76.187,-4992.24,33.0,4992.24,1121.257,151.28,2514.175,48.401,-4947.6,42.0,4947.6,889.98,117.8,2032.838
2020-05-18,77.982,-4992.24,33.0,4992.24,1121.257,151.28,2573.412,50.413,-4947.6,42.0,4947.6,889.98,117.8,2117.335
2020-05-19,77.532,-4992.24,33.0,4992.24,1121.257,151.28,2558.542,49.383,-4947.6,42.0,4947.6,889.98,117.8,2074.066
2020-05-20,79.039,-4992.24,33.0,4992.24,1121.257,151.28,2608.301,50.384,-4947.6,42.0,4947.6,889.98,117.8,2116.11
2020-05-21,78.45,-4992.24,33.0,4992.24,1121.257,151.28,2588.854,49.324,-4947.6,42.0,4947.6,889.98,117.8,2071.617
2020-05-22,78.955,-4992.24,33.0,4992.24,1121.257,151.28,2605.523,48.401,-4947.6,42.0,4947.6,889.98,117.8,2032.838
2020-05-26,78.42,-4992.24,33.0,4992.24,1121.257,151.28,2587.874,49.392,-4947.6,42.0,4947.6,889.98,117.8,2074.474
2020-05-27,78.762,-4992.24,33.0,4992.24,1121.257,151.28,2599.149,50.286,-4947.6,42.0,4947.6,889.98,117.8,2112.028
2020-05-28,78.797,-4992.24,33.0,4992.24,1121.257,151.28,2600.293,48.867,-4947.6,42.0,4947.6,889.98,117.8,2052.431
2020-05-29,78.72,-4992.24,33.0,4992.24,1121.257,151.28,2597.76,48.916,-4947.6,42.0,4947.6,889.98,117.8,2054.472
2020-06-01,79.688,-4992.24,33.0,4992.24,1121.257,151.28,2629.707,49.596,-4947.6,42.0,4947.6,889.98,117.8,2083.046
2020-06-02,80.057,-4992.24,33.0,4992.24,1121.257,151.28,2641.881,50.549,-4947.6,42.0,4947.6,889.98,117.8,2123.05
2020-06-03,80.498,-4992.24,33.0,4992.24,1121.257,151.28,2656.425,51.569,-4947.6,42.0,4947.6,889.98,117.8,2165.911
2020-06-04,79.804,-4992.24,33.0,4992.24,1121.257,151.28,2633.547,52.755,-4947.6,42.0,4947.6,889.98,117.8,2215.711
2020-06-05,82.077,-4992.24,33.0,4992.24,1121.257,151.28,2708.553,53.649,-4947.6,42.0,4947.6,889.98,117.8,2253.266
2020-06-08,82.563,-4992.24,33.0,4992.24,1121.257,151.28,2724.568,54.009,-4947.6,42.0,4947.6,889.98,117.8,2268.369
2020-06-09,85.17,-4992.24,33.0,4992.24,1121.257,151.28,2810.604,55.02,-4947.6,42.0,4947.6,889.98,117.8,2310.822
2020-06-10,87.361,-4992.24,33.0,4992.24,1121.257,151.28,2882.914,55.933,-4947.6,42.0,4947.6,889.98,117.8,2349.193
2020-06-11,83.167,-4992.24,33.0,4992.24,1121.257,151.28,2744.504,53.494,-4947.6,42.0,4947.6,889.98,117.8,2246.735
2020-06-12,83.885,-4992.24,33.0,4992.24,1121.257,151.28,2768.199,54.427,-4947.6,42.0,4947.6,889.98,117.8,2285.922
2020-06-15,84.922,-4992.24,33.0,4992.24,1121.257,151.28,2802.433,54.446,-4947.6,42.0,4947.6,889.98,117.8,2286.738
2020-06-16,87.173,-4992.24,33.0,4992.24,1121.257,151.28,2876.704,54.232,-4947.6,42.0,4947.6,889.98,117.8,2277.758
2020-06-17,87.052,-4992.24,33.0,4992.24,1121.257,151.28,2872.701,55.01,-4947.6,42.0,4947.6,889.98,117.8,2310.414
2020-06-18,87.086,-4992.24,33.0,4992.24,1121.257,151.28,2873.845,54.98,-4947.6,42.0,4947.6,889.98,117.8,2309.18
2020-06-19,86.589,-4992.24,33.0,4992.24,1121.257,151.28,2857.422,54.158,-4947.6,42.0,4947.6,889.98,117.8,2274.635
2020-06-22,88.854,-4992.24,33.0,4992.24,1121.257,151.28,2932.183,54.834,-4947.6,42.0,4947.6,889.98,117.8,2303.011
2020-06-23,90.751,-4992.24,33.0,4992.24,1121.257,151.28,2994.769,55.578,-4947.6,42.0,4947.6,889.98,117.8,2334.266
2020-06-24,89.149,-4992.24,33.0,4992.24,1121.257,151.28,2941.906,55.402,-4947.6,42.0,4947.6,889.98,117.8,2326.864
2020-06-25,90.332,-4992.24,33.0,4992.24,1121.257,151.28,2980.961,55.852,-4947.6,42.0,4947.6,889.98,117.8,2345.782
2020-06-26,87.557,-4992.24,33.0,4992.24,1121.257,151.28,2889.369,55.157,-4947.6,42.0,4947.6,889.98,117.8,2316.583
2020-06-29,89.575,-4992.24,33.0,4992.24,1121.257,151.28,2955.959,55.215,-4947.6,42.0,4947.6,889.98,117.8,2319.05
2020-06-30,90.322,-4992.24,33.0,4992.24,1121.257,151.28,2980.634,55.588,-4947.6,42.0,4947.6,889.98,117.8,2334.677
2020-07-01,90.151,-4992.24,33.0,4992.24,1121.257,151.28,2974.997,55.637,-4947.6,42.0,4947.6,889.98,117.8,2336.734
2020-07-02,90.151,-4992.24,33.0,4992.24,1121.257,151.28,2974.997,57.399,-4947.6,42.0,4947.6,889.98,117.8,2410.76
2020-07-06,92.563,-4992.24,33.0,4992.24,1121.257,151.28,3054.578,60.591,-4947.6,42.0,4947.6,889.98,117.8,2544.828
2020-07-07,92.276,-4992.24,33.0,4992.24,1121.257,151.28,3045.101,59.445,-4947.6,42.0,4947.6,889.98,117.8,2496.711
2020-07-08,94.425,-4992.24,33.0,4992.24,1121.257,151.28,3116.021,61.286,-4947.6,42.0,4947.6,889.98,117.8,2574.026
2020-07-09,94.831,-4992.24,33.0,4992.24,1121.257,151.28,3129.421,63.431,-4947.6,42.0,4947.6,889.98,117.8,2664.09
2020-07-10,94.997,-4992.24,33.0,4992.24,1121.257,151.28,3134.895,62.52,-4947.6,42.0,4947.6,889.98,117.8,2625.844
