date,TAL_adj_close,TAL_cashflow,TAL_cml_units,TAL_cml_cost,TAL_gain_loss,TAL_avg_price,TAL_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue
2019-02-15,32.58,-4989.16,192.308,4989.16,0.0,25.944,6265.385,6.402,-4997.449,1000.0,4997.449,0.0,4.997,6402.389,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,7.462,-4998.737,1250.0,4998.737,0.0,3.999,9327.352
2019-02-19,31.95,-4989.16,192.308,4989.16,0.0,25.944,6144.231,6.5,-4997.449,1000.0,4997.449,0.0,4.997,6500.34,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958
2019-02-20,32.57,-4989.16,192.308,4989.16,0.0,25.944,6263.461,6.474,-4997.449,1000.0,4997.449,0.0,4.997,6473.626,2.77,-4999.54,2500.0,4999.54,0.0,2.0,6925.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105
2019-02-21,32.88,-4989.16,192.308,4989.16,0.0,25.944,6323.077,6.474,-4997.449,1000.0,4997.449,0.0,4.997,6473.626,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481
2019-02-22,33.97,-4989.16,192.308,4989.16,0.0,25.944,6532.693,6.572,-4997.449,1000.0,4997.449,0.0,4.997,6571.577,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,7.333,-4998.737,1250.0,4998.737,0.0,3.999,9165.793
2019-02-25,35.53,-4989.16,192.308,4989.16,0.0,25.944,6832.692,6.687,-4997.449,1000.0,4997.449,0.0,4.997,6687.335,2.83,-4999.54,2500.0,4999.54,0.0,2.0,7075.0,7.014,-4998.737,1250.0,4998.737,0.0,3.999,8767.281
2019-02-26,35.43,-4989.16,192.308,4989.16,0.0,25.944,6813.462,6.812,-4997.449,1000.0,4997.449,0.0,4.997,6811.999,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,7.143,-4998.737,1250.0,4998.737,0.0,3.999,8928.84
2019-02-27,35.52,-4989.16,192.308,4989.16,0.0,25.944,6830.769,6.72,-4997.449,1000.0,4997.449,0.0,4.997,6719.957,2.73,-4999.54,2500.0,4999.54,0.0,2.0,6825.0,6.85,-4998.737,1250.0,4998.737,0.0,3.999,8562.638
2019-02-28,35.6,-4989.16,192.308,4989.16,0.0,25.944,6846.154,6.908,-4997.449,1000.0,4997.449,0.0,4.997,6907.617,2.66,-4999.54,2500.0,4999.54,0.0,2.0,6650.0,6.833,-4998.737,1250.0,4998.737,0.0,3.999,8541.097
2019-03-01,35.5,-4989.16,192.308,4989.16,0.0,25.944,6826.923,6.791,-4997.449,1000.0,4997.449,0.0,4.997,6791.448,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,8.048,-4998.737,1250.0,4998.737,0.0,3.999,10059.754
2019-03-04,36.3,-4989.16,192.308,4989.16,0.0,25.944,6980.769,6.747,-4997.449,1000.0,4997.449,0.0,4.997,6746.766,2.63,-4999.54,2500.0,4999.54,0.0,2.0,6575.0,7.979,-4998.737,1250.0,4998.737,0.0,3.999,9973.589
2019-03-05,36.06,-4989.16,192.308,4989.16,0.0,25.944,6934.616,6.729,-4997.449,1000.0,4997.449,0.0,4.997,6728.894,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,8.22,-4998.737,1250.0,4998.737,0.0,3.999,10275.166
2019-03-06,35.55,-4989.16,192.308,4989.16,0.0,25.944,6836.538,6.863,-4997.449,1000.0,4997.449,0.0,4.997,6862.935,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.97,-4998.737,1250.0,4998.737,0.0,3.999,9962.819
2019-03-07,34.64,-4989.16,192.308,4989.16,0.0,25.944,6661.538,6.765,-4997.449,1000.0,4997.449,0.0,4.997,6764.639,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696
2019-03-08,34.75,-4989.16,192.308,4989.16,0.0,25.944,6682.692,6.738,-4997.449,1000.0,4997.449,0.0,4.997,6737.831,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,9.271,-4998.737,1250.0,4998.737,0.0,3.999,11589.181
2019-03-11,36.06,-4989.16,192.308,4989.16,0.0,25.944,6934.616,6.729,-4997.449,1000.0,4997.449,0.0,4.997,6728.894,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,8.66,-4998.737,1250.0,4998.737,0.0,3.999,10824.468
2019-03-12,33.68,-4989.16,192.308,4989.16,0.0,25.944,6476.923,6.827,-4997.449,1000.0,4997.449,0.0,4.997,6827.191,2.95,-4999.54,2500.0,4999.54,0.0,2.0,7375.0,8.599,-4998.737,1250.0,4998.737,0.0,3.999,10749.073
2019-03-13,34.19,-4989.16,192.308,4989.16,0.0,25.944,6575.0,6.747,-4997.449,1000.0,4997.449,0.0,4.997,6746.766,3.04,-4999.54,2500.0,4999.54,0.0,2.0,7600.0,8.28,-4998.737,1250.0,4998.737,0.0,3.999,10350.56
2019-03-14,32.99,-4989.16,192.308,4989.16,0.0,25.944,6344.231,6.818,-4997.449,1000.0,4997.449,0.0,4.997,6818.255,3.06,-4999.54,2500.0,4999.54,0.0,2.0,7650.0,7.832,-4998.737,1250.0,4998.737,0.0,3.999,9790.488
2019-03-15,34.03,-4989.16,192.308,4989.16,0.0,25.944,6544.231,6.845,-4997.449,1000.0,4997.449,0.0,4.997,6845.062,2.9,-4999.54,2500.0,4999.54,0.0,2.0,7250.0,7.901,-4998.737,1250.0,4998.737,0.0,3.999,9876.654
2019-03-18,34.5,-4989.16,192.308,4989.16,0.0,25.944,6634.615,6.97,-4997.449,1000.0,4997.449,0.0,4.997,6970.17,3.02,-4999.54,2500.0,4999.54,0.0,2.0,7550.0,8.479,-4998.737,1250.0,4998.737,0.0,3.999,10598.285
2019-03-19,35.51,-4989.16,192.308,4989.16,0.0,25.944,6828.846,7.042,-4997.449,1000.0,4997.449,0.0,4.997,7041.659,3.11,-4999.54,2500.0,4999.54,0.0,2.0,7775.0,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851
2019-03-20,36.21,-4989.16,192.308,4989.16,0.0,25.944,6963.461,7.042,-4997.449,1000.0,4997.449,0.0,4.997,7041.659,3.21,-4999.54,2500.0,4999.54,0.0,2.0,8025.0,9.478,-4998.737,1250.0,4998.737,0.0,3.999,11847.676
2019-03-21,35.66,-4989.16,192.308,4989.16,0.0,25.944,6857.692,6.979,-4997.449,1000.0,4997.449,0.0,4.997,6979.106,3.16,-4999.54,2500.0,4999.54,0.0,2.0,7900.0,10.012,-4998.737,1250.0,4998.737,0.0,3.999,12515.454
2019-03-22,34.82,-4989.16,192.308,4989.16,0.0,25.944,6696.154,6.925,-4997.449,1000.0,4997.449,0.0,4.997,6925.488,3.04,-4999.54,2500.0,4999.54,0.0,2.0,7600.0,9.426,-4998.737,1250.0,4998.737,0.0,3.999,11783.051
2019-03-25,35.82,-4989.16,192.308,4989.16,0.0,25.944,6888.461,6.836,-4997.449,1000.0,4997.449,0.0,4.997,6836.128,3.02,-4999.54,2500.0,4999.54,0.0,2.0,7550.0,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687
2019-03-26,35.99,-4989.16,192.308,4989.16,0.0,25.944,6921.154,6.872,-4997.449,1000.0,4997.449,0.0,4.997,6871.872,3.06,-4999.54,2500.0,4999.54,0.0,2.0,7650.0,9.392,-4998.737,1250.0,4998.737,0.0,3.999,11739.969
2019-03-27,35.53,-4989.16,192.308,4989.16,0.0,25.944,6832.692,6.845,-4997.449,1000.0,4997.449,0.0,4.997,6845.062,2.99,-4999.54,2500.0,4999.54,0.0,2.0,7475.0,9.616,-4998.737,1250.0,4998.737,0.0,3.999,12020.005
2019-03-28,35.72,-4989.16,192.308,4989.16,0.0,25.944,6869.231,6.845,-4997.449,1000.0,4997.449,0.0,4.997,6845.062,3.2,-4999.54,2500.0,4999.54,0.0,2.0,8000.0,9.289,-4998.737,1250.0,4998.737,0.0,3.999,11610.723
2019-03-29,36.08,-4989.16,192.308,4989.16,0.0,25.944,6938.462,6.961,-4997.449,1000.0,4997.449,0.0,4.997,6961.232,3.54,-4999.54,2500.0,4999.54,0.0,2.0,8850.0,9.495,-4998.737,1250.0,4998.737,0.0,3.999,11869.217
2019-04-01,36.03,-4989.16,192.308,4989.16,0.0,25.944,6928.846,6.988,-4997.449,1000.0,4997.449,0.0,4.997,6988.043,4.06,-4999.54,2500.0,4999.54,0.0,2.0,10150.0,9.711,-4998.737,1250.0,4998.737,0.0,3.999,12138.484
2019-04-02,36.37,-4989.16,192.308,4989.16,0.0,25.944,6994.231,6.981,-4997.449,1000.0,4997.449,0.0,4.997,6980.865,4.35,-4999.54,2500.0,4999.54,0.0,2.0,10875.0,9.383,-4998.737,1250.0,4998.737,0.0,3.999,11729.2
2019-04-03,36.71,-4989.16,192.308,4989.16,0.0,25.944,7059.615,6.999,-4997.449,1000.0,4997.449,0.0,4.997,6998.809,4.62,-4999.54,2500.0,4999.54,0.0,2.0,11550.0,9.444,-4998.737,1250.0,4998.737,0.0,3.999,11804.594
2019-04-04,37.2,-4989.16,192.308,4989.16,0.0,25.944,7153.846,7.089,-4997.449,1000.0,4997.449,0.0,4.997,7088.537,4.53,-4999.54,2500.0,4999.54,0.0,2.0,11325.001,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963
2019-04-05,36.97,-4989.16,192.308,4989.16,0.0,25.944,7109.616,7.16,-4997.449,1000.0,4997.449,0.0,4.997,7160.319,5.5,-4999.54,2500.0,4999.54,0.0,2.0,13750.0,8.634,-4998.737,1250.0,4998.737,0.0,3.999,10792.156
2019-04-08,36.66,-4989.16,192.308,4989.16,0.0,25.944,7050.0,7.322,-4997.449,1000.0,4997.449,0.0,4.997,7321.831,6.15,-4999.54,2500.0,4999.54,0.0,2.0,15375.0,8.427,-4998.737,1250.0,4998.737,0.0,3.999,10533.661
2019-04-09,36.92,-4989.16,192.308,4989.16,0.0,25.944,7100.0,7.582,-4997.449,1000.0,4997.449,0.0,4.997,7582.044,6.27,-4999.54,2500.0,4999.54,0.0,2.0,15675.0,8.143,-4998.737,1250.0,4998.737,0.0,3.999,10178.231
2019-04-10,36.84,-4989.16,192.308,4989.16,0.0,25.944,7084.615,7.555,-4997.449,1000.0,4997.449,0.0,4.997,7555.125,5.88,-4999.54,2500.0,4999.54,0.0,2.0,14700.0,8.255,-4998.737,1250.0,4998.737,0.0,3.999,10318.248
2019-04-11,36.86,-4989.16,192.308,4989.16,0.0,25.944,7088.462,7.537,-4997.449,1000.0,4997.449,0.0,4.997,7537.179,5.65,-4999.54,2500.0,4999.54,0.0,2.0,14125.0,8.151,-4998.737,1250.0,4998.737,0.0,3.999,10189.002
2019-04-12,37.14,-4989.16,192.308,4989.16,0.0,25.944,7142.308,7.483,-4997.449,1000.0,4997.449,0.0,4.997,7483.342,5.74,-4999.54,2500.0,4999.54,0.0,2.0,14349.999,7.867,-4998.737,1250.0,4998.737,0.0,3.999,9833.571
2019-04-15,35.3,-4989.16,192.308,4989.16,0.0,25.944,6788.461,7.412,-4997.449,1000.0,4997.449,0.0,4.997,7411.559,5.35,-4999.54,2500.0,4999.54,0.0,2.0,13375.0,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782
2019-04-16,34.86,-4989.16,192.308,4989.16,0.0,25.944,6703.846,7.376,-4997.449,1000.0,4997.449,0.0,4.997,7375.668,5.95,-4999.54,2500.0,4999.54,0.0,2.0,14875.0,7.591,-4998.737,1250.0,4998.737,0.0,3.999,9488.912
2019-04-17,34.64,-4989.16,192.308,4989.16,0.0,25.944,6661.538,7.474,-4997.449,1000.0,4997.449,0.0,4.997,7474.368,5.78,-4999.54,2500.0,4999.54,0.0,2.0,14450.001,7.462,-4998.737,1250.0,4998.737,0.0,3.999,9327.352
2019-04-18,34.08,-4989.16,192.308,4989.16,0.0,25.944,6553.847,7.394,-4997.449,1000.0,4997.449,0.0,4.997,7393.613,5.95,-4999.54,2500.0,4999.54,0.0,2.0,14875.0,7.496,-4998.737,1250.0,4998.737,0.0,3.999,9370.434
2019-04-22,34.24,-4989.16,192.308,4989.16,0.0,25.944,6584.616,7.376,-4997.449,1000.0,4997.449,0.0,4.997,7375.668,6.15,-4999.54,2500.0,4999.54,0.0,2.0,15375.0,7.858,-4998.737,1250.0,4998.737,0.0,3.999,9822.8
2019-04-23,34.98,-4989.16,192.308,4989.16,0.0,25.944,6726.923,7.394,-4997.449,1000.0,4997.449,0.0,4.997,7393.613,6.6,-4999.54,2500.0,4999.54,0.0,2.0,16500.0,8.108,-4998.737,1250.0,4998.737,0.0,3.999,10135.148
2019-04-24,34.42,-4989.16,192.308,4989.16,0.0,25.944,6619.23,7.232,-4997.449,1000.0,4997.449,0.0,4.997,7232.104,6.7,-4999.54,2500.0,4999.54,0.0,2.0,16750.0,7.919,-4998.737,1250.0,4998.737,0.0,3.999,9898.194
2019-04-25,36.17,-4989.16,192.308,4989.16,0.0,25.944,6955.769,7.196,-4997.449,1000.0,4997.449,0.0,4.997,7196.212,6.96,-4999.54,2500.0,4999.54,0.0,2.0,17400.0,8.186,-4998.737,1250.0,4998.737,0.0,3.999,10232.084
2019-04-26,38.6,-4989.16,192.308,4989.16,0.0,25.944,7423.077,7.187,-4997.449,1000.0,4997.449,0.0,4.997,7187.239,6.68,-4999.54,2500.0,4999.54,0.0,2.0,16700.0,8.186,-4998.737,1250.0,4998.737,0.0,3.999,10232.084
2019-04-29,38.67,-4989.16,192.308,4989.16,0.0,25.944,7436.538,7.187,-4997.449,1000.0,4997.449,0.0,4.997,7187.239,6.8,-4999.54,2500.0,4999.54,0.0,2.0,17000.0,8.125,-4998.737,1250.0,4998.737,0.0,3.999,10156.69
2019-04-30,38.47,-4989.16,192.308,4989.16,0.0,25.944,7398.077,7.081,-4997.449,1000.0,4997.449,0.0,4.997,7080.935,6.38,-4999.54,2500.0,4999.54,0.0,2.0,15950.0,7.677,-4998.737,1250.0,4998.737,0.0,3.999,9596.617
2019-05-01,38.18,-4989.16,192.308,4989.16,0.0,25.944,7342.308,7.09,-4997.449,1000.0,4997.449,0.0,4.997,7089.943,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,7.539,-4998.737,1250.0,4998.737,0.0,3.999,9424.288
2019-05-02,39.05,-4989.16,192.308,4989.16,0.0,25.944,7509.615,7.054,-4997.449,1000.0,4997.449,0.0,4.997,7053.907,6.63,-4999.54,2500.0,4999.54,0.0,2.0,16575.0,7.936,-4998.737,1250.0,4998.737,0.0,3.999,9919.736
2019-05-03,38.97,-4989.16,192.308,4989.16,0.0,25.944,7494.231,7.072,-4997.449,1000.0,4997.449,0.0,4.997,7071.926,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,7.927,-4998.737,1250.0,4998.737,0.0,3.999,9908.965
2019-05-06,37.58,-4989.16,192.308,4989.16,0.0,25.944,7226.923,7.0,-4997.449,1000.0,4997.449,0.0,4.997,6999.855,6.86,-4999.54,2500.0,4999.54,0.0,2.0,17150.0,7.919,-4998.737,1250.0,4998.737,0.0,3.999,9898.194
2019-05-07,36.51,-4989.16,192.308,4989.16,0.0,25.944,7021.154,6.955,-4997.449,1000.0,4997.449,0.0,4.997,6954.81,7.15,-4999.54,2500.0,4999.54,0.0,2.0,17875.0,7.884,-4998.737,1250.0,4998.737,0.0,3.999,9855.112
2019-05-08,36.65,-4989.16,192.308,4989.16,0.0,25.944,7048.077,6.955,-4997.449,1000.0,4997.449,0.0,4.997,6954.81,7.93,-4999.54,2500.0,4999.54,0.0,2.0,19825.0,8.186,-4998.737,1250.0,4998.737,0.0,3.999,10232.084
2019-05-09,36.2,-4989.16,192.308,4989.16,0.0,25.944,6961.539,6.892,-4997.449,1000.0,4997.449,0.0,4.997,6891.748,7.93,-4999.54,2500.0,4999.54,0.0,2.0,19825.0,8.039,-4998.737,1250.0,4998.737,0.0,3.999,10048.983
2019-05-10,35.58,-4989.16,192.308,4989.16,0.0,25.944,6842.308,6.838,-4997.449,1000.0,4997.449,0.0,4.997,6837.697,8.09,-4999.54,2500.0,4999.54,0.0,2.0,20225.0,8.453,-4998.737,1250.0,4998.737,0.0,3.999,10565.974
2019-05-13,33.56,-4989.16,192.308,4989.16,0.0,25.944,6453.846,6.676,-4997.449,1000.0,4997.449,0.0,4.997,6675.538,7.61,-4999.54,2500.0,4999.54,0.0,2.0,19025.0,8.082,-4998.737,1250.0,4998.737,0.0,3.999,10102.836
2019-05-14,34.98,-4989.16,192.308,4989.16,0.0,25.944,6726.923,6.603,-4997.449,1000.0,4997.449,0.0,4.997,6603.467,7.49,-4999.54,2500.0,4999.54,0.0,2.0,18724.999,7.97,-4998.737,1250.0,4998.737,0.0,3.999,9962.819
2019-05-15,35.54,-4989.16,192.308,4989.16,0.0,25.944,6834.616,6.495,-4997.449,1000.0,4997.449,0.0,4.997,6495.361,7.31,-4999.54,2500.0,4999.54,0.0,2.0,18275.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377
2019-05-16,35.9,-4989.16,192.308,4989.16,0.0,25.944,6903.846,6.396,-4997.449,1000.0,4997.449,0.0,4.997,6396.265,5.94,-4999.54,2500.0,4999.54,0.0,2.0,14850.0,7.962,-4998.737,1250.0,4998.737,0.0,3.999,9952.047
2019-05-17,35.25,-4989.16,192.308,4989.16,0.0,25.944,6778.846,6.324,-4997.449,1000.0,4997.449,0.0,4.997,6324.194,5.46,-4999.54,2500.0,4999.54,0.0,2.0,13650.0,7.824,-4998.737,1250.0,4998.737,0.0,3.999,9779.718
2019-05-20,34.56,-4989.16,192.308,4989.16,0.0,25.944,6646.154,6.315,-4997.449,1000.0,4997.449,0.0,4.997,6315.185,5.25,-4999.54,2500.0,4999.54,0.0,2.0,13125.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699
2019-05-21,34.87,-4989.16,192.308,4989.16,0.0,25.944,6705.769,6.414,-4997.449,1000.0,4997.449,0.0,4.997,6414.282,5.02,-4999.54,2500.0,4999.54,0.0,2.0,12550.0,7.919,-4998.737,1250.0,4998.737,0.0,3.999,9898.194
2019-05-22,34.1,-4989.16,192.308,4989.16,0.0,25.944,6557.692,6.459,-4997.449,1000.0,4997.449,0.0,4.997,6459.326,4.9,-4999.54,2500.0,4999.54,0.0,2.0,12250.0,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177
2019-05-23,33.75,-4989.16,192.308,4989.16,0.0,25.944,6490.385,6.252,-4997.449,1000.0,4997.449,0.0,4.997,6252.123,4.59,-4999.54,2500.0,4999.54,0.0,2.0,11475.0,7.686,-4998.737,1250.0,4998.737,0.0,3.999,9607.388
2019-05-24,33.98,-4989.16,192.308,4989.16,0.0,25.944,6534.615,6.414,-4997.449,1000.0,4997.449,0.0,4.997,6414.282,4.74,-4999.54,2500.0,4999.54,0.0,2.0,11849.999,7.763,-4998.737,1250.0,4998.737,0.0,3.999,9704.324
2019-05-28,34.37,-4989.16,192.308,4989.16,0.0,25.944,6609.615,6.189,-4997.449,1000.0,4997.449,0.0,4.997,6189.06,4.49,-4999.54,2500.0,4999.54,0.0,2.0,11224.999,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177
2019-05-29,34.0,-4989.16,192.308,4989.16,0.0,25.944,6538.462,6.288,-4997.449,1000.0,4997.449,0.0,4.997,6288.158,4.5,-4999.54,2500.0,4999.54,0.0,2.0,11250.0,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829
2019-05-30,34.32,-4989.16,192.308,4989.16,0.0,25.944,6600.0,6.315,-4997.449,1000.0,4997.449,0.0,4.997,6315.185,4.35,-4999.54,2500.0,4999.54,0.0,2.0,10875.0,7.824,-4998.737,1250.0,4998.737,0.0,3.999,9779.718
2019-05-31,34.41,-4989.16,192.308,4989.16,0.0,25.944,6617.308,6.272,-4997.449,1000.0,4997.449,0.0,4.997,6271.742,4.02,-4999.54,2500.0,4999.54,0.0,2.0,10050.0,6.204,-4998.737,1250.0,4998.737,0.0,3.999,7754.842
2019-06-03,35.52,-4989.16,192.308,4989.16,0.0,25.944,6830.769,6.344,-4997.449,1000.0,4997.449,0.0,4.997,6344.145,3.77,-4999.54,2500.0,4999.54,0.0,2.0,9425.0,6.497,-4998.737,1250.0,4998.737,0.0,3.999,8121.043
2019-06-04,36.46,-4989.16,192.308,4989.16,0.0,25.944,7011.538,6.371,-4997.449,1000.0,4997.449,0.0,4.997,6371.294,4.76,-4999.54,2500.0,4999.54,0.0,2.0,11900.001,6.135,-4998.737,1250.0,4998.737,0.0,3.999,7668.678
2019-06-05,35.3,-4989.16,192.308,4989.16,0.0,25.944,6788.461,6.281,-4997.449,1000.0,4997.449,0.0,4.997,6280.793,4.42,-4999.54,2500.0,4999.54,0.0,2.0,11050.0,6.126,-4998.737,1250.0,4998.737,0.0,3.999,7657.907
2019-06-06,34.37,-4989.16,192.308,4989.16,0.0,25.944,6609.615,6.299,-4997.449,1000.0,4997.449,0.0,4.997,6298.895,4.5,-4999.54,2500.0,4999.54,0.0,2.0,11250.0,6.583,-4998.737,1250.0,4998.737,0.0,3.999,8228.749
2019-06-07,35.26,-4989.16,192.308,4989.16,0.0,25.944,6780.769,6.417,-4997.449,1000.0,4997.449,0.0,4.997,6416.545,4.69,-4999.54,2500.0,4999.54,0.0,2.0,11725.0,6.721,-4998.737,1250.0,4998.737,0.0,3.999,8401.079
2019-06-10,35.67,-4989.16,192.308,4989.16,0.0,25.944,6859.615,6.516,-4997.449,1000.0,4997.449,0.0,4.997,6516.097,5.72,-4999.54,2500.0,4999.54,0.0,2.0,14299.999,6.195,-4998.737,1250.0,4998.737,0.0,3.999,7744.072
2019-06-11,37.0,-4989.16,192.308,4989.16,0.0,25.944,7115.385,6.543,-4997.449,1000.0,4997.449,0.0,4.997,6543.248,5.31,-4999.54,2500.0,4999.54,0.0,2.0,13275.0,6.118,-4998.737,1250.0,4998.737,0.0,3.999,7647.136
2019-06-12,36.42,-4989.16,192.308,4989.16,0.0,25.944,7003.846,6.561,-4997.449,1000.0,4997.449,0.0,4.997,6561.348,5.0,-4999.54,2500.0,4999.54,0.0,2.0,12500.0,6.144,-4998.737,1250.0,4998.737,0.0,3.999,7679.448
2019-06-13,36.33,-4989.16,192.308,4989.16,0.0,25.944,6986.539,6.706,-4997.449,1000.0,4997.449,0.0,4.997,6706.15,5.99,-4999.54,2500.0,4999.54,0.0,2.0,14974.999,6.023,-4998.737,1250.0,4998.737,0.0,3.999,7528.659
2019-06-14,36.72,-4989.16,192.308,4989.16,0.0,25.944,7061.539,6.715,-4997.449,1000.0,4997.449,0.0,4.997,6715.2,5.82,-4999.54,2500.0,4999.54,0.0,2.0,14550.0,6.161,-4998.737,1250.0,4998.737,0.0,3.999,7700.989
2019-06-17,36.73,-4989.16,192.308,4989.16,0.0,25.944,7063.461,6.688,-4997.449,1000.0,4997.449,0.0,4.997,6688.051,6.12,-4999.54,2500.0,4999.54,0.0,2.0,15300.0,6.273,-4998.737,1250.0,4998.737,0.0,3.999,7841.008
2019-06-18,37.3,-4989.16,192.308,4989.16,0.0,25.944,7173.077,6.869,-4997.449,1000.0,4997.449,0.0,4.997,6869.053,6.44,-4999.54,2500.0,4999.54,0.0,2.0,16100.0,6.6,-4998.737,1250.0,4998.737,0.0,3.999,8250.291
2019-06-19,38.11,-4989.16,192.308,4989.16,0.0,25.944,7328.846,6.896,-4997.449,1000.0,4997.449,0.0,4.997,6896.203,6.58,-4999.54,2500.0,4999.54,0.0,2.0,16450.0,6.376,-4998.737,1250.0,4998.737,0.0,3.999,7970.255
2019-06-20,37.98,-4989.16,192.308,4989.16,0.0,25.944,7303.846,7.041,-4997.449,1000.0,4997.449,0.0,4.997,7041.006,7.54,-4999.54,2500.0,4999.54,0.0,2.0,18850.0,6.325,-4998.737,1250.0,4998.737,0.0,3.999,7905.631
2019-06-21,37.68,-4989.16,192.308,4989.16,0.0,25.944,7246.154,6.914,-4997.449,1000.0,4997.449,0.0,4.997,6914.304,8.03,-4999.54,2500.0,4999.54,0.0,2.0,20074.999,6.497,-4998.737,1250.0,4998.737,0.0,3.999,8121.043
2019-06-24,36.42,-4989.16,192.308,4989.16,0.0,25.944,7003.846,7.086,-4997.449,1000.0,4997.449,0.0,4.997,7086.257,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,6.333,-4998.737,1250.0,4998.737,0.0,3.999,7916.402
2019-06-25,36.35,-4989.16,192.308,4989.16,0.0,25.944,6990.384,7.132,-4997.449,1000.0,4997.449,0.0,4.997,7131.507,7.19,-4999.54,2500.0,4999.54,0.0,2.0,17975.0,6.462,-4998.737,1250.0,4998.737,0.0,3.999,8077.961
2019-06-26,37.5,-4989.16,192.308,4989.16,0.0,25.944,7211.538,7.095,-4997.449,1000.0,4997.449,0.0,4.997,7095.306,7.44,-4999.54,2500.0,4999.54,0.0,2.0,18600.0,6.281,-4998.737,1250.0,4998.737,0.0,3.999,7851.778
2019-06-27,38.09,-4989.16,192.308,4989.16,0.0,25.944,7325.0,7.113,-4997.449,1000.0,4997.449,0.0,4.997,7113.405,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,6.419,-4998.737,1250.0,4998.737,0.0,3.999,8024.108
2019-06-28,38.1,-4989.16,192.308,4989.16,0.0,25.944,7326.923,7.242,-4997.449,1000.0,4997.449,0.0,4.997,7242.443,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,6.531,-4998.737,1250.0,4998.737,0.0,3.999,8164.126
2019-07-01,39.3,-4989.16,192.308,4989.16,0.0,25.944,7557.692,7.27,-4997.449,1000.0,4997.449,0.0,4.997,7269.704,8.76,-4999.54,2500.0,4999.54,0.0,2.0,21900.001,6.505,-4998.737,1250.0,4998.737,0.0,3.999,8131.814
2019-07-02,39.56,-4989.16,192.308,4989.16,0.0,25.944,7607.693,7.152,-4997.449,1000.0,4997.449,0.0,4.997,7151.572,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.35,-4998.737,1250.0,4998.737,0.0,3.999,7937.943
2019-07-03,38.5,-4989.16,192.308,4989.16,0.0,25.944,7403.846,7.17,-4997.449,1000.0,4997.449,0.0,4.997,7169.746,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,6.928,-4998.737,1250.0,4998.737,0.0,3.999,8659.574
2019-07-05,38.25,-4989.16,192.308,4989.16,0.0,25.944,7355.769,7.479,-4997.449,1000.0,4997.449,0.0,4.997,7478.71,8.42,-4999.54,2500.0,4999.54,0.0,2.0,21050.0,6.695,-4998.737,1250.0,4998.737,0.0,3.999,8368.767
2019-07-08,36.8,-4989.16,192.308,4989.16,0.0,25.944,7076.923,7.297,-4997.449,1000.0,4997.449,0.0,4.997,7296.966,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,6.669,-4998.737,1250.0,4998.737,0.0,3.999,8336.455
2019-07-09,37.0,-4989.16,192.308,4989.16,0.0,25.944,7115.385,7.388,-4997.449,1000.0,4997.449,0.0,4.997,7387.838,8.28,-4999.54,2500.0,4999.54,0.0,2.0,20699.999,6.747,-4998.737,1250.0,4998.737,0.0,3.999,8433.391
