date,BAC_adj_close,BAC_cashflow,BAC_cml_units,BAC_cml_cost,BAC_gain_loss,BAC_avg_price,BAC_mktvalue,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,WFC_adj_close,WFC_cashflow,WFC_cml_units,WFC_cml_cost,WFC_gain_loss,WFC_avg_price,WFC_mktvalue,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,BCS_adj_close,BCS_cashflow,BCS_cml_units,BCS_cml_cost,BCS_gain_loss,BCS_avg_price,BCS_mktvalue,TAL_adj_close,TAL_cashflow,TAL_cml_units,TAL_cml_cost,TAL_gain_loss,TAL_avg_price,TAL_mktvalue,AMZN_adj_close,AMZN_cashflow,AMZN_cml_units,AMZN_cml_cost,AMZN_gain_loss,AMZN_avg_price,AMZN_mktvalue,YNDX_adj_close,YNDX_cashflow,YNDX_cml_units,YNDX_cml_cost,YNDX_gain_loss,YNDX_avg_price,YNDX_mktvalue,GOOGL_adj_close,GOOGL_cashflow,GOOGL_cml_units,GOOGL_cml_cost,GOOGL_gain_loss,GOOGL_avg_price,GOOGL_mktvalue,GOOG_adj_close,GOOG_cashflow,GOOG_cml_units,GOOG_cml_cost,GOOG_gain_loss,GOOG_avg_price,GOOG_mktvalue,HDB_adj_close,HDB_cashflow,HDB_cml_units,HDB_cml_cost,HDB_gain_loss,HDB_avg_price,HDB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,NMR_adj_close,NMR_cashflow,NMR_cml_units,NMR_cml_cost,NMR_gain_loss,NMR_avg_price,NMR_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,BTZ_adj_close,BTZ_cashflow,BTZ_cml_units,BTZ_cml_cost,BTZ_gain_loss,BTZ_avg_price,BTZ_mktvalue,ZLAB_adj_close,ZLAB_cashflow,ZLAB_cml_units,ZLAB_cml_cost,ZLAB_gain_loss,ZLAB_avg_price,ZLAB_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,PDD_adj_close,PDD_cashflow,PDD_cml_units,PDD_cml_cost,PDD_gain_loss,PDD_avg_price,PDD_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,HSTI_adj_close,HSTI_cashflow,HSTI_cml_units,HSTI_cml_cost,HSTI_gain_loss,HSTI_avg_price,HSTI_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue,FNMA_adj_close,FNMA_cashflow,FNMA_cml_units,FNMA_cml_cost,FNMA_gain_loss,FNMA_avg_price,FNMA_mktvalue
2019-10-03,26.555,-4996.146,217.391,4996.146,0.0,22.982,5772.831,54.395,-4976.74,131.579,4976.74,0.0,37.823,7157.195,45.544,-4999.966,119.048,4999.966,0.0,42.0,5421.887,169.48,-4934.52,36.496,4934.52,0.0,135.206,6185.401,11.875,-4994.313,500.0,4994.313,0.0,9.989,5937.302,6.658,-4994.9,833.333,4994.9,0.0,5.994,5548.131,36.39,-4989.16,192.308,4989.16,0.0,25.944,6998.077,1724.42,-4505.91,3.331,4505.91,0.0,1352.674,5744.237,34.93,-4977.7,185.185,4977.7,0.0,26.88,6468.519,1189.43,-4179.84,4.789,4179.84,0.0,872.751,5696.504,1187.83,-4142.44,4.831,4142.44,0.0,857.485,5738.309,57.418,-4971.436,98.039,4971.436,0.0,50.709,5629.184,47.884,-4968.993,142.857,4968.993,0.0,34.783,6840.589,3.32,-4999.02,2500.0,4999.02,0.0,2.0,8300.0,3.98,-4999.68,1666.667,4999.68,0.0,3.0,6633.452,0.732,-4999.04,5000.0,4999.04,0.0,1.0,3660.0,6.666,-4997.449,1000.0,4997.449,0.0,4.997,6665.573,11.563,-4993.332,555.556,4993.332,0.0,8.988,6423.804,32.05,-4992.3,217.391,4992.3,0.0,22.965,6967.391,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,16.221,-4995.54,312.5,4995.54,0.0,15.986,5069.06,32.95,-4981.68,227.273,4981.68,0.0,21.919,7488.637,12.45,-4997.3,625.0,4997.3,0.0,7.996,7781.25,3.22,-4998.96,5000.0,4998.96,0.0,1.0,16100.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334,3.4,-4998.96,5000.0,4998.96,0.0,1.0,17000.0
2019-10-04,27.09,-4996.146,217.391,4996.146,0.0,22.982,5889.076,55.919,-4976.74,131.579,4976.74,0.0,37.823,7357.825,46.23,-4999.966,119.048,4999.966,0.0,42.0,5503.528,170.34,-4934.52,36.496,4934.52,0.0,135.206,6216.788,11.615,-4994.313,500.0,4994.313,0.0,9.989,5807.688,6.734,-4994.9,833.333,4994.9,0.0,5.994,5611.268,37.7,-4989.16,192.308,4989.16,0.0,25.944,7250.0,1739.65,-4505.91,3.331,4505.91,0.0,1352.674,5794.97,35.36,-4977.7,185.185,4977.7,0.0,26.88,6548.148,1210.96,-4179.84,4.789,4179.84,0.0,872.751,5799.617,1209.0,-4142.44,4.831,4142.44,0.0,857.485,5840.58,55.026,-4971.436,98.039,4971.436,0.0,50.709,5394.716,47.988,-4968.993,142.857,4968.993,0.0,34.783,6855.433,3.3,-4999.02,2500.0,4999.02,0.0,2.0,8250.0,4.054,-4999.68,1666.667,4999.68,0.0,3.0,6757.153,0.75,-4999.04,5000.0,4999.04,0.0,1.0,3750.0,6.79,-4997.449,1000.0,4997.449,0.0,4.997,6790.497,11.657,-4993.332,555.556,4993.332,0.0,8.988,6476.225,32.56,-4992.3,217.391,4992.3,0.0,22.965,7078.261,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,16.145,-4995.54,312.5,4995.54,0.0,15.986,5045.289,33.35,-4981.68,227.273,4981.68,0.0,21.919,7579.545,12.65,-4997.3,625.0,4997.3,0.0,7.996,7906.25,3.36,-4998.96,5000.0,4998.96,0.0,1.0,16799.999,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0,3.56,-4998.96,5000.0,4998.96,0.0,1.0,17800.0
2019-10-07,27.032,-4996.146,217.391,4996.146,0.0,22.982,5876.622,55.932,-4976.74,131.579,4976.74,0.0,37.823,7359.446,45.854,-4999.966,119.048,4999.966,0.0,42.0,5458.793,168.32,-4934.52,36.496,4934.52,0.0,135.206,6143.066,11.715,-4994.313,500.0,4994.313,0.0,9.989,5857.54,6.686,-4994.9,833.333,4994.9,0.0,5.994,5571.807,37.71,-4989.16,192.308,4989.16,0.0,25.944,7251.923,1732.66,-4505.91,3.331,4505.91,0.0,1352.674,5771.686,35.28,-4977.7,185.185,4977.7,0.0,26.88,6533.333,1208.25,-4179.84,4.789,4179.84,0.0,872.751,5786.638,1207.68,-4142.44,4.831,4142.44,0.0,857.485,5834.203,55.614,-4971.436,98.039,4971.436,0.0,50.709,5452.356,47.242,-4968.993,142.857,4968.993,0.0,34.783,6748.823,3.5,-4999.02,2500.0,4999.02,0.0,2.0,8750.0,4.008,-4999.68,1666.667,4999.68,0.0,3.0,6679.84,0.759,-4999.04,5000.0,4999.04,0.0,1.0,3795.0,6.737,-4997.449,1000.0,4997.449,0.0,4.997,6736.956,11.623,-4993.332,555.556,4993.332,0.0,8.988,6457.165,31.88,-4992.3,217.391,4992.3,0.0,22.965,6930.435,9.22,-4999.54,2500.0,4999.54,0.0,2.0,23050.001,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,16.05,-4995.54,312.5,4995.54,0.0,15.986,5015.576,31.67,-4981.68,227.273,4981.68,0.0,21.919,7197.727,13.0,-4997.3,625.0,4997.3,0.0,7.996,8125.0,3.46,-4998.96,5000.0,4998.96,0.0,1.0,17300.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0,3.69,-4998.96,5000.0,4998.96,0.0,1.0,18450.0
2019-10-08,26.383,-4996.146,217.391,4996.146,0.0,22.982,5735.467,55.277,-4976.74,131.579,4976.74,0.0,37.823,7273.23,44.924,-4999.966,119.048,4999.966,0.0,42.0,5348.074,161.93,-4934.52,36.496,4934.52,0.0,135.206,5909.854,11.635,-4994.313,500.0,4994.313,0.0,9.989,5817.659,6.629,-4994.9,833.333,4994.9,0.0,5.994,5524.455,36.58,-4989.16,192.308,4989.16,0.0,25.944,7034.616,1705.51,-4505.91,3.331,4505.91,0.0,1352.674,5681.246,35.4,-4977.7,185.185,4977.7,0.0,26.88,6555.556,1190.13,-4179.84,4.789,4179.84,0.0,872.751,5699.856,1189.13,-4142.44,4.831,4142.44,0.0,857.485,5744.589,55.734,-4971.436,98.039,4971.436,0.0,50.709,5464.079,46.751,-4968.993,142.857,4968.993,0.0,34.783,6678.65,3.57,-4999.02,2500.0,4999.02,0.0,2.0,8925.0,3.999,-4999.68,1666.667,4999.68,0.0,3.0,6664.377,0.75,-4999.04,5000.0,4999.04,0.0,1.0,3750.0,6.594,-4997.449,1000.0,4997.449,0.0,4.997,6594.187,11.614,-4993.332,555.556,4993.332,0.0,8.988,6452.398,31.82,-4992.3,217.391,4992.3,0.0,22.965,6917.391,8.24,-4999.54,2500.0,4999.54,0.0,2.0,20599.999,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,16.154,-4995.54,312.5,4995.54,0.0,15.986,5048.261,31.25,-4981.68,227.273,4981.68,0.0,21.919,7102.273,12.99,-4997.3,625.0,4997.3,0.0,7.996,8118.75,3.45,-4998.96,5000.0,4998.96,0.0,1.0,17250.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0,3.7,-4998.96,5000.0,4998.96,0.0,1.0,18500.0
2019-10-09,26.631,-4996.146,217.391,4996.146,0.0,22.982,5789.437,55.924,-4976.74,131.579,4976.74,0.0,37.823,7358.473,45.234,-4999.966,119.048,4999.966,0.0,42.0,5384.981,165.19,-4934.52,36.496,4934.52,0.0,135.206,6028.832,11.954,-4994.313,500.0,4994.313,0.0,9.989,5977.183,6.648,-4994.9,833.333,4994.9,0.0,5.994,5540.239,37.0,-4989.16,192.308,4989.16,0.0,25.944,7115.385,1721.99,-4505.91,3.331,4505.91,0.0,1352.674,5736.143,35.66,-4977.7,185.185,4977.7,0.0,26.88,6603.704,1202.4,-4179.84,4.789,4179.84,0.0,872.751,5758.621,1202.31,-4142.44,4.831,4142.44,0.0,857.485,5808.261,56.581,-4971.436,98.039,4971.436,0.0,50.709,5547.12,46.647,-4968.993,142.857,4968.993,0.0,34.783,6663.806,3.5,-4999.02,2500.0,4999.02,0.0,2.0,8750.0,4.008,-4999.68,1666.667,4999.68,0.0,3.0,6679.84,0.735,-4999.04,5000.0,4999.04,0.0,1.0,3675.0,6.71,-4997.449,1000.0,4997.449,0.0,4.997,6710.189,11.614,-4993.332,555.556,4993.332,0.0,8.988,6452.398,31.03,-4992.3,217.391,4992.3,0.0,22.965,6745.652,8.4,-4999.54,2500.0,4999.54,0.0,2.0,20999.999,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,16.326,-4995.54,312.5,4995.54,0.0,15.986,5101.745,31.78,-4981.68,227.273,4981.68,0.0,21.919,7222.727,13.45,-4997.3,625.0,4997.3,0.0,7.996,8406.25,3.48,-4998.96,5000.0,4998.96,0.0,1.0,17400.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667,3.67,-4998.96,5000.0,4998.96,0.0,1.0,18350.0
2019-10-10,27.166,-4996.146,217.391,4996.146,0.0,22.982,5905.683,56.678,-4976.74,131.579,4976.74,0.0,37.823,7457.654,45.704,-4999.966,119.048,4999.966,0.0,42.0,5440.9,166.07,-4934.52,36.496,4934.52,0.0,135.206,6060.949,11.865,-4994.313,500.0,4994.313,0.0,9.989,5932.317,7.018,-4994.9,833.333,4994.9,0.0,5.994,5848.03,37.35,-4989.16,192.308,4989.16,0.0,25.944,7182.692,1720.26,-4505.91,3.331,4505.91,0.0,1352.674,5730.38,35.56,-4977.7,185.185,4977.7,0.0,26.88,6585.185,1209.47,-4179.84,4.789,4179.84,0.0,872.751,5792.481,1208.67,-4142.44,4.831,4142.44,0.0,857.485,5838.986,56.222,-4971.436,98.039,4971.436,0.0,50.709,5511.95,47.081,-4968.993,142.857,4968.993,0.0,34.783,6725.882,3.49,-4999.02,2500.0,4999.02,0.0,2.0,8725.0,4.054,-4999.68,1666.667,4999.68,0.0,3.0,6757.153,0.725,-4999.04,5000.0,4999.04,0.0,1.0,3625.0,6.639,-4997.449,1000.0,4997.449,0.0,4.997,6638.803,11.606,-4993.332,555.556,4993.332,0.0,8.988,6447.633,32.47,-4992.3,217.391,4992.3,0.0,22.965,7058.696,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,16.24,-4995.54,312.5,4995.54,0.0,15.986,5075.003,31.94,-4981.68,227.273,4981.68,0.0,21.919,7259.091,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,3.43,-4998.96,5000.0,4998.96,0.0,1.0,17150.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0,3.64,-4998.96,5000.0,4998.96,0.0,1.0,18200.001
2019-10-11,27.605,-4996.146,217.391,4996.146,0.0,22.982,6001.17,58.186,-4976.74,131.579,4976.74,0.0,37.823,7656.015,46.23,-4999.966,119.048,4999.966,0.0,42.0,5503.528,172.94,-4934.52,36.496,4934.52,0.0,135.206,6311.679,11.825,-4994.313,500.0,4994.313,0.0,9.989,5912.376,7.586,-4994.9,833.333,4994.9,0.0,5.994,6321.555,37.88,-4989.16,192.308,4989.16,0.0,25.944,7284.616,1731.92,-4505.91,3.331,4505.91,0.0,1352.674,5769.221,29.99,-4977.7,185.185,4977.7,0.0,26.88,5553.704,1215.71,-4179.84,4.789,4179.84,0.0,872.751,5822.366,1215.45,-4142.44,4.831,4142.44,0.0,857.485,5871.739,55.843,-4971.436,98.039,4971.436,0.0,50.709,5474.826,47.185,-4968.993,142.857,4968.993,0.0,34.783,6740.727,3.56,-4999.02,2500.0,4999.02,0.0,2.0,8900.0,4.184,-4999.68,1666.667,4999.68,0.0,3.0,6973.629,0.77,-4999.04,5000.0,4999.04,0.0,1.0,3850.0,6.683,-4997.449,1000.0,4997.449,0.0,4.997,6683.418,11.644,-4993.332,555.556,4993.332,0.0,8.988,6468.732,32.5,-4992.3,217.391,4992.3,0.0,22.965,7065.217,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,16.44,-4995.54,312.5,4995.54,0.0,15.986,5137.401,32.86,-4981.68,227.273,4981.68,0.0,21.919,7468.182,13.92,-4997.3,625.0,4997.3,0.0,7.996,8700.0,3.37,-4998.96,5000.0,4998.96,0.0,1.0,16849.999,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667,3.58,-4998.96,5000.0,4998.96,0.0,1.0,17900.0
2019-10-14,27.825,-4996.146,217.391,4996.146,0.0,22.982,6048.914,58.102,-4976.74,131.579,4976.74,0.0,37.823,7644.994,46.286,-4999.966,119.048,4999.966,0.0,42.0,5510.238,171.16,-4934.52,36.496,4934.52,0.0,135.206,6246.715,11.825,-4994.313,500.0,4994.313,0.0,9.989,5912.376,7.472,-4994.9,833.333,4994.9,0.0,5.994,6226.85,38.12,-4989.16,192.308,4989.16,0.0,25.944,7330.769,1736.43,-4505.91,3.331,4505.91,0.0,1352.674,5784.244,30.3,-4977.7,185.185,4977.7,0.0,26.88,5611.111,1217.77,-4179.84,4.789,4179.84,0.0,872.751,5832.232,1217.14,-4142.44,4.831,4142.44,0.0,857.485,5879.903,55.614,-4971.436,98.039,4971.436,0.0,50.709,5452.356,46.543,-4968.993,142.857,4968.993,0.0,34.783,6648.961,3.64,-4999.02,2500.0,4999.02,0.0,2.0,9100.0,4.156,-4999.68,1666.667,4999.68,0.0,3.0,6927.241,0.752,-4999.04,5000.0,4999.04,0.0,1.0,3760.0,6.63,-4997.449,1000.0,4997.449,0.0,4.997,6629.88,11.696,-4993.332,555.556,4993.332,0.0,8.988,6497.504,33.43,-4992.3,217.391,4992.3,0.0,22.965,7267.391,7.89,-4999.54,2500.0,4999.54,0.0,2.0,19725.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,16.402,-4995.54,312.5,4995.54,0.0,15.986,5125.515,32.84,-4981.68,227.273,4981.68,0.0,21.919,7463.636,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,3.33,-4998.96,5000.0,4998.96,0.0,1.0,16650.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,13.3,-4998.0,833.333,4998.0,0.0,5.998,11083.333,3.51,-4998.96,5000.0,4998.96,0.0,1.0,17550.0
2019-10-15,28.388,-4996.146,217.391,4996.146,0.0,22.982,6171.387,57.966,-4976.74,131.579,4976.74,0.0,37.823,7627.168,47.075,-4999.966,119.048,4999.966,0.0,42.0,5604.183,175.29,-4934.52,36.496,4934.52,0.0,135.206,6397.445,12.014,-4994.313,500.0,4994.313,0.0,9.989,6007.094,7.908,-4994.9,833.333,4994.9,0.0,5.994,6589.886,39.47,-4989.16,192.308,4989.16,0.0,25.944,7590.385,1767.38,-4505.91,3.331,4505.91,0.0,1352.674,5887.342,30.52,-4977.7,185.185,4977.7,0.0,26.88,5651.852,1242.24,-4179.84,4.789,4179.84,0.0,872.751,5949.425,1243.01,-4142.44,4.831,4142.44,0.0,857.485,6004.879,56.83,-4971.436,98.039,4971.436,0.0,50.709,5571.544,46.25,-4968.993,142.857,4968.993,0.0,34.783,6607.126,3.68,-4999.02,2500.0,4999.02,0.0,2.0,9200.0,4.231,-4999.68,1666.667,4999.68,0.0,3.0,7050.942,0.8,-4999.04,5000.0,4999.04,0.0,1.0,4000.0,6.567,-4997.449,1000.0,4997.449,0.0,4.997,6567.418,11.635,-4993.332,555.556,4993.332,0.0,8.988,6463.936,33.76,-4992.3,217.391,4992.3,0.0,22.965,7339.13,8.36,-4999.54,2500.0,4999.54,0.0,2.0,20899.999,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,16.763,-4995.54,312.5,4995.54,0.0,15.986,5238.425,33.94,-4981.68,227.273,4981.68,0.0,21.919,7713.636,13.59,-4997.3,625.0,4997.3,0.0,7.996,8493.75,3.33,-4998.96,5000.0,4998.96,0.0,1.0,16650.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0,3.52,-4998.96,5000.0,4998.96,0.0,1.0,17600.0
2019-10-16,28.809,-4996.146,217.391,4996.146,0.0,22.982,6262.722,57.732,-4976.74,131.579,4976.74,0.0,37.823,7596.377,46.587,-4999.966,119.048,4999.966,0.0,42.0,5546.027,177.12,-4934.52,36.496,4934.52,0.0,135.206,6464.233,12.104,-4994.313,500.0,4994.313,0.0,9.989,6051.96,7.908,-4994.9,833.333,4994.9,0.0,5.994,6589.886,40.0,-4989.16,192.308,4989.16,0.0,25.944,7692.308,1777.43,-4505.91,3.331,4505.91,0.0,1352.674,5920.82,30.2,-4977.7,185.185,4977.7,0.0,26.88,5592.593,1243.0,-4179.84,4.789,4179.84,0.0,872.751,5953.065,1243.64,-4142.44,4.831,4142.44,0.0,857.485,6007.923,57.129,-4971.436,98.039,4971.436,0.0,50.709,5600.853,46.184,-4968.993,142.857,4968.993,0.0,34.783,6597.68,3.4,-4999.02,2500.0,4999.02,0.0,2.0,8500.0,4.175,-4999.68,1666.667,4999.68,0.0,3.0,6958.166,0.83,-4999.04,5000.0,4999.04,0.0,1.0,4150.0,6.603,-4997.449,1000.0,4997.449,0.0,4.997,6603.11,11.652,-4993.332,555.556,4993.332,0.0,8.988,6473.527,33.25,-4992.3,217.391,4992.3,0.0,22.965,7228.261,8.45,-4999.54,2500.0,4999.54,0.0,2.0,21125.0,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453,16.744,-4995.54,312.5,4995.54,0.0,15.986,5232.483,33.74,-4981.68,227.273,4981.68,0.0,21.919,7668.182,13.8,-4997.3,625.0,4997.3,0.0,7.996,8625.0,3.3,-4998.96,5000.0,4998.96,0.0,1.0,16500.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667,3.51,-4998.96,5000.0,4998.96,0.0,1.0,17550.0
2019-10-17,28.894,-4996.146,217.391,4996.146,0.0,22.982,6281.405,57.957,-4976.74,131.579,4976.74,0.0,37.823,7625.871,46.605,-4999.966,119.048,4999.966,0.0,42.0,5548.263,176.85,-4934.52,36.496,4934.52,0.0,135.206,6454.38,12.094,-4994.313,500.0,4994.313,0.0,9.989,6046.975,7.936,-4994.9,833.333,4994.9,0.0,5.994,6613.562,39.28,-4989.16,192.308,4989.16,0.0,25.944,7553.846,1787.48,-4505.91,3.331,4505.91,0.0,1352.674,5954.297,30.29,-4977.7,185.185,4977.7,0.0,26.88,5609.259,1252.8,-4179.84,4.789,4179.84,0.0,872.751,6000.0,1253.07,-4142.44,4.831,4142.44,0.0,857.485,6053.478,57.497,-4971.436,98.039,4971.436,0.0,50.709,5636.999,46.854,-4968.993,142.857,4968.993,0.0,34.783,6693.493,3.43,-4999.02,2500.0,4999.02,0.0,2.0,8575.0,4.138,-4999.68,1666.667,4999.68,0.0,3.0,6896.315,0.809,-4999.04,5000.0,4999.04,0.0,1.0,4045.0,6.648,-4997.449,1000.0,4997.449,0.0,4.997,6647.726,11.635,-4993.332,555.556,4993.332,0.0,8.988,6463.936,34.12,-4992.3,217.391,4992.3,0.0,22.965,7417.391,8.31,-4999.54,2500.0,4999.54,0.0,2.0,20775.001,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26,16.668,-4995.54,312.5,4995.54,0.0,15.986,5208.712,34.2,-4981.68,227.273,4981.68,0.0,21.919,7772.727,13.5,-4997.3,625.0,4997.3,0.0,7.996,8437.5,3.31,-4998.96,5000.0,4998.96,0.0,1.0,16550.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0,3.52,-4998.96,5000.0,4998.96,0.0,1.0,17600.0
2019-10-18,28.98,-4996.146,217.391,4996.146,0.0,22.982,6300.087,58.235,-4976.74,131.579,4976.74,0.0,37.823,7662.498,46.944,-4999.966,119.048,4999.966,0.0,42.0,5588.525,169.13,-4934.52,36.496,4934.52,0.0,135.206,6172.628,12.134,-4994.313,500.0,4994.313,0.0,9.989,6066.916,8.031,-4994.9,833.333,4994.9,0.0,5.994,6692.483,38.96,-4989.16,192.308,4989.16,0.0,25.944,7492.308,1757.51,-4505.91,3.331,4505.91,0.0,1352.674,5854.464,29.76,-4977.7,185.185,4977.7,0.0,26.88,5511.111,1244.41,-4179.84,4.789,4179.84,0.0,872.751,5959.818,1245.49,-4142.44,4.831,4142.44,0.0,857.485,6016.86,56.87,-4971.436,98.039,4971.436,0.0,50.709,5575.452,46.732,-4968.993,142.857,4968.993,0.0,34.783,6675.95,3.35,-4999.02,2500.0,4999.02,0.0,2.0,8375.0,4.147,-4999.68,1666.667,4999.68,0.0,3.0,6911.778,0.828,-4999.04,5000.0,4999.04,0.0,1.0,4140.0,6.692,-4997.449,1000.0,4997.449,0.0,4.997,6692.342,11.661,-4993.332,555.556,4993.332,0.0,8.988,6478.322,34.04,-4992.3,217.391,4992.3,0.0,22.965,7400.0,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,16.497,-4995.54,312.5,4995.54,0.0,15.986,5155.228,33.38,-4981.68,227.273,4981.68,0.0,21.919,7586.364,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,3.33,-4998.96,5000.0,4998.96,0.0,1.0,16650.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333,3.54,-4998.96,5000.0,4998.96,0.0,1.0,17700.0
2019-10-21,29.62,-4996.146,217.391,4996.146,0.0,22.982,6439.167,59.245,-4976.74,131.579,4976.74,0.0,37.823,7795.386,47.404,-4999.966,119.048,4999.966,0.0,42.0,5643.325,173.52,-4934.52,36.496,4934.52,0.0,135.206,6332.847,12.174,-4994.313,500.0,4994.313,0.0,9.989,6086.856,8.069,-4994.9,833.333,4994.9,0.0,5.994,6724.051,39.22,-4989.16,192.308,4989.16,0.0,25.944,7542.308,1785.66,-4505.91,3.331,4505.91,0.0,1352.674,5948.235,32.76,-4977.7,185.185,4977.7,0.0,26.88,6066.666,1244.28,-4179.84,4.789,4179.84,0.0,872.751,5959.196,1246.15,-4142.44,4.831,4142.44,0.0,857.485,6020.048,58.404,-4971.436,98.039,4971.436,0.0,50.709,5725.902,47.232,-4968.993,142.857,4968.993,0.0,34.783,6747.474,3.37,-4999.02,2500.0,4999.02,0.0,2.0,8425.0,4.231,-4999.68,1666.667,4999.68,0.0,3.0,7050.942,0.819,-4999.04,5000.0,4999.04,0.0,1.0,4095.0,6.674,-4997.449,1000.0,4997.449,0.0,4.997,6674.496,11.626,-4993.332,555.556,4993.332,0.0,8.988,6459.141,32.83,-4992.3,217.391,4992.3,0.0,22.965,7136.957,7.65,-4999.54,2500.0,4999.54,0.0,2.0,19125.0,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,16.668,-4995.54,312.5,4995.54,0.0,15.986,5208.712,34.0,-4981.68,227.273,4981.68,0.0,21.919,7727.273,12.63,-4997.3,625.0,4997.3,0.0,7.996,7893.75,3.27,-4998.96,5000.0,4998.96,0.0,1.0,16350.0,1.25,-5000.0,5000.0,5000.0,0.0,1.0,6250.0,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333,3.5,-4998.96,5000.0,4998.96,0.0,1.0,17500.0
