date,WTI_adj_close,WTI_cashflow,WTI_cml_units,WTI_cml_cost,WTI_gain_loss,WTI_avg_price,WTI_mktvalue,HZNP_adj_close,HZNP_cashflow,HZNP_cml_units,HZNP_cml_cost,HZNP_gain_loss,HZNP_avg_price,HZNP_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,WETF_adj_close,WETF_cashflow,WETF_cml_units,WETF_cml_cost,WETF_gain_loss,WETF_avg_price,WETF_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,ASPS_adj_close,ASPS_cashflow,ASPS_cml_units,ASPS_cml_cost,ASPS_gain_loss,ASPS_avg_price,ASPS_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,DYSL_adj_close,DYSL_cashflow,DYSL_cml_units,DYSL_cml_cost,DYSL_gain_loss,DYSL_avg_price,DYSL_mktvalue,ITCB_adj_close,ITCB_cashflow,ITCB_cml_units,ITCB_cml_cost,ITCB_gain_loss,ITCB_avg_price,ITCB_mktvalue,JHB_adj_close,JHB_cashflow,JHB_cml_units,JHB_cml_cost,JHB_gain_loss,JHB_avg_price,JHB_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,ARGO_adj_close,ARGO_cashflow,ARGO_cml_units,ARGO_cml_cost,ARGO_gain_loss,ARGO_avg_price,ARGO_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,KDOZF_adj_close,KDOZF_cashflow,KDOZF_cml_units,KDOZF_cml_cost,KDOZF_gain_loss,KDOZF_avg_price,KDOZF_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,SCND_adj_close,SCND_cashflow,SCND_cml_units,SCND_cml_cost,SCND_gain_loss,SCND_avg_price,SCND_mktvalue
2020-05-06,2.56,-10000.0,1547.988,5000.0,-2019.18,3.23,3962.848,42.6,-10000.0,165.563,5000.0,-846.66,30.2,7052.98,9.689,-10000.0,508.284,5000.0,-2333.526,9.837,4924.925,4.774,-10000.0,858.028,5000.0,-735.596,5.827,4096.421,2.81,0.0,0.0,0.0,0.0,,0.0,25.292,-10000.0,167.559,5000.0,-1201.762,29.84,4237.834,23.067,-10000.0,143.747,5000.0,-1679.734,34.783,3315.885,6.98,0.0,0.0,0.0,0.0,,0.0,3.676,-10000.0,1214.96,5000.0,-2393.745,4.115,4465.89,0.95,-10000.0,4545.454,5000.0,0.0,1.1,4318.182,4.11,0.0,0.0,0.0,0.0,,0.0,8.27,-10000.0,640.685,5000.0,-854.6,7.804,5298.165,12.233,-10000.0,344.737,5000.0,-798.019,14.504,4217.264,29.668,-10000.0,93.284,5000.0,-757.656,53.6,2767.508,3.733,-10000.0,1092.082,5000.0,-549.976,4.578,4076.391,17.396,-10000.0,392.434,5000.0,-1630.429,12.741,6826.96,8.87,-10000.0,735.294,5000.0,-2216.78,6.8,6522.059,0.748,-10000.0,14285.715,5000.0,-3970.35,0.35,10685.715,0.2,0.0,0.0,0.0,0.0,,0.0,0.38,-5000.0,5813.953,5000.0,0.0,0.86,2209.302,10.6,-5000.0,649.351,5000.0,0.0,7.7,6883.117
2020-05-07,2.7,-10000.0,1547.988,5000.0,-2019.18,3.23,4179.567,42.03,-10000.0,165.563,5000.0,-846.66,30.2,6958.609,9.947,-10000.0,508.284,5000.0,-2333.526,9.837,5056.122,4.841,-10000.0,858.028,5000.0,-735.596,5.827,4153.316,2.878,0.0,0.0,0.0,0.0,,0.0,25.715,-10000.0,167.559,5000.0,-1201.762,29.84,4308.734,23.83,-10000.0,143.747,5000.0,-1679.734,34.783,3425.49,7.12,0.0,0.0,0.0,0.0,,0.0,3.648,-10000.0,1214.96,5000.0,-2393.745,4.115,4432.563,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,4.09,0.0,0.0,0.0,0.0,,0.0,8.298,-10000.0,640.685,5000.0,-854.6,7.804,5316.604,12.607,-10000.0,344.737,5000.0,-798.019,14.504,4345.961,30.268,-10000.0,93.284,5000.0,-757.656,53.6,2823.498,3.742,-10000.0,1092.082,5000.0,-549.976,4.578,4087.007,17.113,-10000.0,392.434,5000.0,-1630.429,12.741,6715.734,9.04,-10000.0,735.294,5000.0,-2216.78,6.8,6647.059,0.748,-10000.0,14285.715,5000.0,-3970.35,0.35,10685.715,0.2,0.0,0.0,0.0,0.0,,0.0,0.4,-5000.0,5813.953,5000.0,0.0,0.86,2325.0,10.45,-5000.0,649.351,5000.0,0.0,7.7,6785.714
2020-05-08,2.79,-10000.0,1547.988,5000.0,-2019.18,3.23,4318.885,43.44,-10000.0,165.563,5000.0,-846.66,30.2,7192.053,10.632,-10000.0,508.284,5000.0,-2333.526,9.837,5404.298,4.907,-10000.0,858.028,5000.0,-735.596,5.827,4210.21,2.974,0.0,0.0,0.0,0.0,,0.0,25.888,-10000.0,167.559,5000.0,-1201.762,29.84,4337.738,24.129,-10000.0,143.747,5000.0,-1679.734,34.783,3468.499,8.55,0.0,0.0,0.0,0.0,,0.0,3.731,-10000.0,1214.96,5000.0,-2393.745,4.115,4532.545,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,4.16,0.0,0.0,0.0,0.0,,0.0,8.385,-10000.0,640.685,5000.0,-854.6,7.804,5371.923,13.248,-10000.0,344.737,5000.0,-798.019,14.504,4567.053,32.002,-10000.0,93.284,5000.0,-757.656,53.6,2985.247,3.849,-10000.0,1092.082,5000.0,-549.976,4.578,4203.779,17.25,-10000.0,392.434,5000.0,-1630.429,12.741,6769.429,9.66,-10000.0,735.294,5000.0,-2216.78,6.8,7102.941,0.748,-10000.0,14285.715,5000.0,-3970.35,0.35,10685.715,0.2,0.0,0.0,0.0,0.0,,0.0,0.4,-5000.0,5813.953,5000.0,0.0,0.86,2325.581,10.45,-5000.0,649.351,5000.0,0.0,7.7,6785.714
2020-05-11,2.74,-10000.0,1547.988,5000.0,-2019.18,3.23,4241.486,45.5,-10000.0,165.563,5000.0,-846.66,30.2,7533.112,10.474,-10000.0,508.284,5000.0,-2333.526,9.837,5323.562,4.916,-10000.0,858.028,5000.0,-735.596,5.827,4218.338,2.878,0.0,0.0,0.0,0.0,,0.0,25.455,-10000.0,167.559,5000.0,-1201.762,29.84,4265.227,23.676,-10000.0,143.747,5000.0,-1679.734,34.783,3403.291,8.7,0.0,0.0,0.0,0.0,,0.0,3.603,-10000.0,1214.96,5000.0,-2393.745,4.115,4377.017,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,4.0,0.0,0.0,0.0,0.0,,0.0,8.452,-10000.0,640.685,5000.0,-854.6,7.804,5414.947,12.836,-10000.0,344.737,5000.0,-798.019,14.504,4425.157,29.296,-10000.0,93.284,5000.0,-757.656,53.6,2732.848,3.801,-10000.0,1092.082,5000.0,-549.976,4.578,4150.701,17.269,-10000.0,392.434,5000.0,-1630.429,12.741,6777.101,9.46,-10000.0,735.294,5000.0,-2216.78,6.8,6955.882,0.748,-10000.0,14285.715,5000.0,-3970.35,0.35,10685.715,0.2,0.0,0.0,0.0,0.0,,0.0,0.42,-5000.0,5813.953,5000.0,0.0,0.86,2441.86,10.45,-5000.0,649.351,5000.0,0.0,7.7,6785.714
2020-05-12,2.7,-10000.0,1547.988,5000.0,-2019.18,3.23,4179.567,46.18,-15000.0,108.272,5000.0,-846.66,46.18,5000.0,10.206,-10000.0,508.284,5000.0,-2333.526,9.837,5187.319,4.803,-10000.0,858.028,5000.0,-735.596,5.827,4120.804,2.722,0.0,0.0,0.0,0.0,,0.0,24.628,-10000.0,167.559,5000.0,-1201.762,29.84,4126.652,23.125,-10000.0,143.747,5000.0,-1679.734,34.783,3324.209,8.16,0.0,0.0,0.0,0.0,,0.0,3.667,-10000.0,1214.96,5000.0,-2393.745,4.115,4454.78,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.77,0.0,0.0,0.0,0.0,,0.0,8.586,-10000.0,640.685,5000.0,-854.6,7.804,5500.996,11.946,-10000.0,344.737,5000.0,-798.019,14.504,4118.267,28.353,-10000.0,93.284,5000.0,-757.656,53.6,2644.863,3.742,-10000.0,1092.082,5000.0,-549.976,4.578,4087.007,17.289,-10000.0,392.434,5000.0,-1630.429,12.741,6784.771,8.99,-10000.0,735.294,5000.0,-2216.78,6.8,6610.294,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.4,-5000.0,5813.953,5000.0,0.0,0.86,2325.581,10.1,-5000.0,649.351,5000.0,0.0,7.7,6558.442
2020-05-13,2.45,-10000.0,1547.988,5000.0,-2019.18,3.23,3792.57,45.28,-15000.0,108.272,5000.0,-846.66,46.18,4902.555,9.64,-10000.0,508.284,5000.0,-2333.526,9.837,4899.695,4.841,-10000.0,858.028,5000.0,-735.596,5.827,4153.316,2.566,0.0,0.0,0.0,0.0,,0.0,24.416,-10000.0,167.559,5000.0,-1201.762,29.84,4091.202,21.774,-10000.0,143.747,5000.0,-1679.734,34.783,3129.973,8.26,0.0,0.0,0.0,0.0,,0.0,3.548,-10000.0,1214.96,5000.0,-2393.745,4.115,4310.362,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.76,0.0,0.0,0.0,0.0,,0.0,8.538,-10000.0,640.685,5000.0,-854.6,7.804,5470.265,11.736,-10000.0,344.737,5000.0,-798.019,14.504,4045.67,25.895,-10000.0,93.284,5000.0,-757.656,53.6,2415.571,3.742,-10000.0,1092.082,5000.0,-549.976,4.578,4087.007,18.335,-10000.0,392.434,5000.0,-1630.429,12.741,7195.156,8.28,-10000.0,735.294,5000.0,-2216.78,6.8,6088.235,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.415,-5000.0,5813.953,5000.0,0.0,0.86,2412.791,7.26,-5000.0,649.351,5000.0,0.0,7.7,4714.286
2020-05-14,2.54,-10000.0,1547.988,5000.0,-2019.18,3.23,3931.888,44.8,-15000.0,108.272,5000.0,-846.66,46.18,4850.585,9.719,-10000.0,508.284,5000.0,-2333.526,9.837,4940.063,4.803,-10000.0,858.028,5000.0,-735.596,5.827,4120.804,2.575,0.0,0.0,0.0,0.0,,0.0,24.359,-10000.0,167.559,5000.0,-1201.762,29.84,4081.534,21.697,-10000.0,143.747,5000.0,-1679.734,34.783,3118.874,8.17,0.0,0.0,0.0,0.0,,0.0,3.465,-10000.0,1214.96,5000.0,-2393.745,4.115,4210.378,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.59,0.0,0.0,0.0,0.0,,0.0,8.516,-10000.0,640.685,5000.0,-854.6,7.804,5456.068,11.496,-10000.0,344.737,5000.0,-798.019,14.504,3963.172,24.885,-10000.0,93.284,5000.0,-757.656,53.6,2321.365,3.704,-10000.0,1092.082,5000.0,-549.976,4.578,4044.544,18.247,-10000.0,392.434,5000.0,-1630.429,12.741,7160.637,8.41,-10000.0,735.294,5000.0,-2216.78,6.8,6183.823,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.4,-5000.0,5813.953,5000.0,0.0,0.86,2325.581,7.55,-5000.0,649.351,5000.0,0.0,7.7,4902.598
2020-05-15,2.64,-10000.0,1547.988,5000.0,-2019.18,3.23,4086.687,47.07,-15000.0,108.272,5000.0,-846.66,46.18,5096.362,9.858,-10000.0,508.284,5000.0,-2333.526,9.837,5010.708,4.822,-10000.0,858.028,5000.0,-735.596,5.827,4137.06,2.536,0.0,0.0,0.0,0.0,,0.0,24.532,-10000.0,167.559,5000.0,-1201.762,29.84,4110.538,22.015,-10000.0,143.747,5000.0,-1679.734,34.783,3164.659,8.31,0.0,0.0,0.0,0.0,,0.0,3.511,-10000.0,1214.96,5000.0,-2393.745,4.115,4265.925,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.5,0.0,0.0,0.0,0.0,,0.0,8.487,-10000.0,640.685,5000.0,-854.6,7.804,5437.553,11.697,-10000.0,344.737,5000.0,-798.019,14.504,4032.47,26.886,-10000.0,93.284,5000.0,-757.656,53.6,2507.999,3.704,-10000.0,1092.082,5000.0,-549.976,4.578,4044.544,18.169,-10000.0,392.434,5000.0,-1630.429,12.741,7129.954,9.22,-10000.0,735.294,5000.0,-2216.78,6.8,6779.412,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.41,-5000.0,5813.953,5000.0,0.0,0.86,2383.721,7.35,-5000.0,649.351,5000.0,0.0,7.7,4772.727
2020-05-18,2.72,-10000.0,1547.988,5000.0,-2019.18,3.23,4210.526,46.19,-15000.0,108.272,5000.0,-846.66,46.18,5001.083,10.474,-10000.0,508.284,5000.0,-2333.526,9.837,5323.562,5.087,-10000.0,858.028,5000.0,-735.596,5.827,4364.639,2.8,0.0,0.0,0.0,0.0,,0.0,25.465,-10000.0,167.559,5000.0,-1201.762,29.84,4266.839,23.174,-10000.0,143.747,5000.0,-1679.734,34.783,3331.146,8.61,0.0,0.0,0.0,0.0,,0.0,3.685,-10000.0,1214.96,5000.0,-2393.745,4.115,4476.999,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.64,0.0,0.0,0.0,0.0,,0.0,8.572,-10000.0,640.685,5000.0,-854.6,7.804,5491.683,12.779,-10000.0,344.737,5000.0,-798.019,14.504,4405.358,29.906,-10000.0,93.284,5000.0,-757.656,53.6,2789.726,3.791,-10000.0,1092.082,5000.0,-549.976,4.578,4140.085,18.54,-10000.0,392.434,5000.0,-1630.429,12.741,7275.698,9.71,-10000.0,735.294,5000.0,-2216.78,6.8,7139.706,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.41,-5000.0,5813.953,5000.0,0.0,0.86,2383.721,7.35,-5000.0,649.351,5000.0,0.0,7.7,4772.727
2020-05-19,2.57,-10000.0,1547.988,5000.0,-2019.18,3.23,3978.328,46.21,-15000.0,108.272,5000.0,-846.66,46.18,5003.248,10.225,-10000.0,508.284,5000.0,-2333.526,9.837,5197.411,5.068,-10000.0,858.028,5000.0,-735.596,5.827,4348.383,2.741,0.0,0.0,0.0,0.0,,0.0,24.955,-10000.0,167.559,5000.0,-1201.762,29.84,4181.437,22.122,-10000.0,143.747,5000.0,-1679.734,34.783,3179.92,8.54,0.0,0.0,0.0,0.0,,0.0,3.612,-10000.0,1214.96,5000.0,-2393.745,4.115,4388.126,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.72,0.0,0.0,0.0,0.0,,0.0,8.555,-10000.0,640.685,5000.0,-854.6,7.804,5480.757,12.319,-10000.0,344.737,5000.0,-798.019,14.504,4246.963,28.581,-10000.0,93.284,5000.0,-757.656,53.6,2666.192,3.81,-10000.0,1092.082,5000.0,-549.976,4.578,4161.316,18.403,-10000.0,392.434,5000.0,-1630.429,12.741,7222.003,9.57,-10000.0,735.294,5000.0,-2216.78,6.8,7036.764,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.4,-5000.0,5813.953,5000.0,0.0,0.86,2325.581,6.45,-5000.0,649.351,5000.0,0.0,7.7,4188.312
2020-05-20,2.72,-10000.0,1547.988,5000.0,-2019.18,3.23,4210.526,47.45,-15000.0,108.272,5000.0,-846.66,46.18,5137.505,10.583,-10000.0,508.284,5000.0,-2333.526,9.837,5379.068,5.125,-10000.0,858.028,5000.0,-735.596,5.827,4397.15,2.77,0.0,0.0,0.0,0.0,,0.0,25.311,-10000.0,167.559,5000.0,-1201.762,29.84,4241.057,22.652,-10000.0,143.747,5000.0,-1679.734,34.783,3256.227,9.95,0.0,0.0,0.0,0.0,,0.0,3.703,-10000.0,1214.96,5000.0,-2393.745,4.115,4499.218,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.7,0.0,0.0,0.0,0.0,,0.0,8.67,-10000.0,640.685,5000.0,-854.6,7.804,5554.821,12.501,-10000.0,344.737,5000.0,-798.019,14.504,4309.661,29.115,-10000.0,93.284,5000.0,-757.656,53.6,2715.962,3.859,-10000.0,1092.082,5000.0,-549.976,4.578,4214.394,18.657,-10000.0,392.434,5000.0,-1630.429,12.741,7321.723,10.21,-10000.0,735.294,5000.0,-2216.78,6.8,7507.353,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.37,-5000.0,5813.953,5000.0,0.0,0.86,2151.163,7.35,-5000.0,649.351,5000.0,0.0,7.7,4772.727
2020-05-21,2.7,-10000.0,1547.988,5000.0,-2019.18,3.23,4179.567,47.93,-15000.0,108.272,5000.0,-846.66,46.18,5189.476,10.464,-10000.0,508.284,5000.0,-2333.526,9.837,5318.516,5.077,-10000.0,858.028,5000.0,-735.596,5.827,4356.511,2.78,0.0,0.0,0.0,0.0,,0.0,24.878,-10000.0,167.559,5000.0,-1201.762,29.84,4168.547,22.73,-10000.0,143.747,5000.0,-1679.734,34.783,3267.326,10.82,0.0,0.0,0.0,0.0,,0.0,3.74,-10000.0,1214.96,5000.0,-2393.745,4.115,4543.655,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.7,0.0,0.0,0.0,0.0,,0.0,8.756,-10000.0,640.685,5000.0,-854.6,7.804,5609.567,13.277,-10000.0,344.737,5000.0,-798.019,14.504,4576.952,28.953,-10000.0,93.284,5000.0,-757.656,53.6,2700.853,3.82,-10000.0,1092.082,5000.0,-549.976,4.578,4171.932,18.735,-10000.0,392.434,5000.0,-1630.429,12.741,7352.406,10.22,-10000.0,735.294,5000.0,-2216.78,6.8,7514.706,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.3,-5000.0,5813.953,5000.0,0.0,0.86,1744.186,7.35,-5000.0,649.351,5000.0,0.0,7.7,4772.727
2020-05-22,2.74,-10000.0,1547.988,5000.0,-2019.18,3.23,4241.486,49.56,-15000.0,108.272,5000.0,-846.66,46.18,5365.959,10.444,-10000.0,508.284,5000.0,-2333.526,9.837,5308.423,5.002,-10000.0,858.028,5000.0,-735.596,5.827,4291.489,2.712,0.0,0.0,0.0,0.0,,0.0,24.013,-10000.0,167.559,5000.0,-1201.762,29.84,4023.526,22.257,-10000.0,143.747,5000.0,-1679.734,34.783,3199.344,12.42,0.0,0.0,0.0,0.0,,0.0,3.721,-10000.0,1214.96,5000.0,-2393.745,4.115,4521.436,0.91,-10000.0,4545.454,5000.0,0.0,1.1,4136.364,3.44,0.0,0.0,0.0,0.0,,0.0,8.661,-10000.0,640.685,5000.0,-854.6,7.804,5548.651,13.593,-10000.0,344.737,5000.0,-798.019,14.504,4685.849,28.915,-10000.0,93.284,5000.0,-757.656,53.6,2697.298,3.752,-10000.0,1092.082,5000.0,-549.976,4.578,4097.622,18.501,-10000.0,392.434,5000.0,-1630.429,12.741,7260.357,9.89,-10000.0,735.294,5000.0,-2216.78,6.8,7272.059,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.3,-5000.0,5813.953,5000.0,0.0,0.86,1744.186,7.35,-5000.0,649.351,5000.0,0.0,7.7,4772.727
2020-05-26,2.69,-10000.0,1547.988,5000.0,-2019.18,3.23,4164.087,49.32,-15000.0,108.272,5000.0,-846.66,46.18,5339.974,10.553,-10000.0,508.284,5000.0,-2333.526,9.837,5363.93,5.286,-10000.0,858.028,5000.0,-735.596,5.827,4535.323,2.78,0.0,0.0,0.0,0.0,,0.0,25.561,-10000.0,167.559,5000.0,-1201.762,29.84,4282.952,23.425,-10000.0,143.747,5000.0,-1679.734,34.783,3367.219,15.41,0.0,0.0,0.0,0.0,,0.0,3.868,-10000.0,1214.96,5000.0,-2393.745,4.115,4699.182,0.96,-10000.0,4545.454,5000.0,0.0,1.1,4363.636,3.51,0.0,0.0,0.0,0.0,,0.0,8.661,-10000.0,640.685,5000.0,-854.6,7.804,5548.651,13.707,-10000.0,344.737,5000.0,-798.019,14.504,4725.448,31.154,-10000.0,93.284,5000.0,-757.656,53.6,2906.15,3.927,-10000.0,1092.082,5000.0,-549.976,4.578,4288.703,18.96,-10000.0,392.434,5000.0,-1630.429,12.741,7440.619,10.96,-10000.0,735.294,5000.0,-2216.78,6.8,8058.823,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.3,-5000.0,5813.953,5000.0,0.0,0.86,1744.186,7.35,-5000.0,649.351,5000.0,0.0,7.7,4772.727
2020-05-27,2.74,-10000.0,1547.988,5000.0,-2019.18,3.23,4241.486,49.1,-15000.0,108.272,5000.0,-846.66,46.18,5316.154,10.702,-10000.0,508.284,5000.0,-2333.526,9.837,5439.62,5.485,-10000.0,858.028,5000.0,-735.596,5.827,4706.007,2.985,0.0,0.0,0.0,0.0,,0.0,26.186,-10000.0,167.559,5000.0,-1201.762,29.84,4387.689,24.737,-10000.0,143.747,5000.0,-1679.734,34.783,3555.905,15.67,0.0,0.0,0.0,0.0,,0.0,3.941,-10000.0,1214.96,5000.0,-2393.745,4.115,4788.056,1.05,-10000.0,4545.454,5000.0,0.0,1.1,4772.727,3.62,0.0,0.0,0.0,0.0,,0.0,8.651,-10000.0,640.685,5000.0,-854.6,7.804,5542.477,14.148,-10000.0,344.737,5000.0,-798.019,14.504,4877.243,32.926,-10000.0,93.284,5000.0,-757.656,53.6,3071.454,4.073,-10000.0,1092.082,5000.0,-549.976,4.578,4447.938,18.833,-10000.0,392.434,5000.0,-1630.429,12.741,7390.76,12.02,-10000.0,735.294,5000.0,-2216.78,6.8,8838.235,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.354,-5000.0,5813.953,5000.0,0.0,0.86,2058.14,7.4,-5000.0,649.351,5000.0,0.0,7.7,4805.195
2020-05-28,2.61,-10000.0,1547.988,5000.0,-2019.18,3.23,4040.247,48.75,-15000.0,108.272,5000.0,-846.66,46.18,5278.259,10.464,-10000.0,508.284,5000.0,-2333.526,9.837,5318.516,5.56,-10000.0,858.028,5000.0,-735.596,5.827,4771.03,2.809,0.0,0.0,0.0,0.0,,0.0,26.349,-10000.0,167.559,5000.0,-1201.762,29.84,4415.082,24.872,-10000.0,143.747,5000.0,-1679.734,34.783,3575.329,15.67,0.0,0.0,0.0,0.0,,0.0,4.04,-10000.0,1214.96,5000.0,-2393.745,4.115,4907.865,1.05,-10000.0,4545.454,5000.0,0.0,1.1,4772.727,3.77,0.0,0.0,0.0,0.0,,0.0,8.651,-10000.0,640.685,5000.0,-854.6,7.804,5542.477,13.612,-10000.0,344.737,5000.0,-798.019,14.504,4692.449,32.801,-10000.0,93.284,5000.0,-757.656,53.6,3059.796,4.151,-10000.0,1092.082,5000.0,-549.976,4.578,4532.862,18.784,-10000.0,392.434,5000.0,-1630.429,12.741,7371.583,11.3,-10000.0,735.294,5000.0,-2216.78,6.8,8308.823,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.353,-5000.0,5813.953,5000.0,0.0,0.86,2051.744,7.0,-5000.0,649.351,5000.0,0.0,7.7,4545.455
2020-05-29,2.61,-10000.0,1547.988,5000.0,-2019.18,3.23,4040.247,50.73,-15000.0,108.272,5000.0,-846.66,46.18,5492.637,10.335,-10000.0,508.284,5000.0,-2333.526,9.837,5252.917,5.456,-10000.0,858.028,5000.0,-735.596,5.827,4681.624,2.917,0.0,0.0,0.0,0.0,,0.0,26.301,-10000.0,167.559,5000.0,-1201.762,29.84,4407.026,24.959,-10000.0,143.747,5000.0,-1679.734,34.783,3587.815,14.23,0.0,0.0,0.0,0.0,,0.0,4.04,-10000.0,1214.96,5000.0,-2393.745,4.115,4907.865,0.95,-10000.0,4545.454,5000.0,0.0,1.1,4318.182,3.04,0.0,0.0,0.0,0.0,,0.0,8.699,-10000.0,640.685,5000.0,-854.6,7.804,5573.338,13.392,-10000.0,344.737,5000.0,-798.019,14.504,4616.551,29.503,-10000.0,93.284,5000.0,-757.656,53.6,2752.202,4.053,-10000.0,1092.082,5000.0,-549.976,4.578,4426.706,19.058,-10000.0,392.434,5000.0,-1630.429,12.741,7478.973,11.15,-10000.0,735.294,5000.0,-2216.78,6.8,8198.529,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.28,-5000.0,5813.953,5000.0,0.0,0.86,1627.907,7.0,-5000.0,649.351,5000.0,0.0,7.7,4545.455
2020-06-01,2.85,-10000.0,1547.988,5000.0,-2019.18,3.23,4411.765,49.89,-15000.0,108.272,5000.0,-846.66,46.18,5401.689,10.692,-10000.0,508.284,5000.0,-2333.526,9.837,5434.574,5.494,-10000.0,858.028,5000.0,-735.596,5.827,4714.135,3.024,0.0,0.0,0.0,0.0,,0.0,27.148,-10000.0,167.559,5000.0,-1201.762,29.84,4548.824,26.059,-10000.0,143.747,5000.0,-1679.734,34.783,3745.979,14.88,0.0,0.0,0.0,0.0,,0.0,4.205,-10000.0,1214.96,5000.0,-2393.745,4.115,5109.1,1.05,-10000.0,4545.454,5000.0,0.0,1.1,4772.727,3.58,0.0,0.0,0.0,0.0,,0.0,8.776,-10000.0,640.685,5000.0,-854.6,7.804,5622.712,13.459,-10000.0,344.737,5000.0,-798.019,14.504,4639.651,30.397,-10000.0,93.284,5000.0,-757.656,53.6,2835.602,4.005,-10000.0,1092.082,5000.0,-549.976,4.578,4373.628,18.774,-10000.0,392.434,5000.0,-1630.429,12.741,7367.747,11.27,-10000.0,735.294,5000.0,-2216.78,6.8,8286.765,0.56,-10000.0,14285.715,5000.0,-3970.35,0.35,8000.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.395,-5000.0,5813.953,5000.0,0.0,0.86,2296.512,6.33,-5000.0,649.351,5000.0,0.0,7.7,4110.39
