date,TAL_adj_close,TAL_cashflow,TAL_cml_units,TAL_cml_cost,TAL_gain_loss,TAL_avg_price,TAL_mktvalue,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-01-01,0.0,-4989.16,192.308,4989.16,0.0,25.944,0.0,0.0,-4996.941,312.5,4996.941,0.0,15.99,0.0,0.0,-4999.02,2500.0,4999.02,0.0,2.0,0.0,0.0,-4997.449,1000.0,4997.449,0.0,4.997,0.0,0.0,-4999.54,2500.0,4999.54,0.0,2.0,0.0,0.0,-4998.737,1250.0,4998.737,0.0,3.999,0.0,0.0,-4997.3,625.0,4997.3,0.0,7.996,0.0,0.0,-4998.0,833.333,4998.0,0.0,5.998,0.0
2019-01-02,25.99,-4989.16,192.308,4989.16,0.0,25.944,4998.077,15.965,-4996.941,312.5,4996.941,0.0,15.99,4988.958,2.41,-4999.02,2500.0,4999.02,0.0,2.0,6025.0,5.384,-4997.449,1000.0,4997.449,0.0,4.997,5383.709,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,4.437,-4998.737,1250.0,4998.737,0.0,3.999,5546.867,8.28,-4997.3,625.0,4997.3,0.0,7.996,5175.0,6.8,-4998.0,833.333,4998.0,0.0,5.998,5666.667
2019-01-03,24.73,-4989.16,192.308,4989.16,0.0,25.944,4755.769,16.215,-4996.941,312.5,4996.941,0.0,15.99,5067.248,2.41,-4999.02,2500.0,4999.02,0.0,2.0,6025.0,5.419,-4997.449,1000.0,4997.449,0.0,4.997,5419.187,2.62,-4999.54,2500.0,4999.54,0.0,2.0,6550.0,4.351,-4998.737,1250.0,4998.737,0.0,3.999,5439.16,7.99,-4997.3,625.0,4997.3,0.0,7.996,4993.75,6.8,-4998.0,833.333,4998.0,0.0,5.998,5666.667
2019-01-04,26.52,-4989.16,192.308,4989.16,0.0,25.944,5100.0,16.397,-4996.941,312.5,4996.941,0.0,15.99,5123.94,2.68,-4999.02,2500.0,4999.02,0.0,2.0,6700.0,5.721,-4997.449,1000.0,4997.449,0.0,4.997,5720.746,2.63,-4999.54,2500.0,4999.54,0.0,2.0,6575.0,4.532,-4998.737,1250.0,4998.737,0.0,3.999,5665.343,8.53,-4997.3,625.0,4997.3,0.0,7.996,5331.25,6.8,-4998.0,833.333,4998.0,0.0,5.998,5666.667
2019-01-07,26.86,-4989.16,192.308,4989.16,0.0,25.944,5165.385,16.44,-4996.941,312.5,4996.941,0.0,15.99,5137.439,3.22,-4999.02,2500.0,4999.02,0.0,2.0,8050.0,5.73,-4997.449,1000.0,4997.449,0.0,4.997,5729.617,2.67,-4999.54,2500.0,4999.54,0.0,2.0,6675.0,4.575,-4998.737,1250.0,4998.737,0.0,3.999,5719.196,8.64,-4997.3,625.0,4997.3,0.0,7.996,5400.0,6.0,-4998.0,833.333,4998.0,0.0,5.998,5000.0
2019-01-08,27.46,-4989.16,192.308,4989.16,0.0,25.944,5280.769,16.941,-4996.941,312.5,4996.941,0.0,15.99,5294.018,3.34,-4999.02,2500.0,4999.02,0.0,2.0,8350.0,5.756,-4997.449,1000.0,4997.449,0.0,4.997,5756.223,2.58,-4999.54,2500.0,4999.54,0.0,2.0,6450.0,4.67,-4998.737,1250.0,4998.737,0.0,3.999,5837.673,8.82,-4997.3,625.0,4997.3,0.0,7.996,5512.5,7.0,-4998.0,833.333,4998.0,0.0,5.998,5833.333
2019-01-09,28.95,-4989.16,192.308,4989.16,0.0,25.944,5567.308,17.165,-4996.941,312.5,4996.941,0.0,15.99,5364.209,3.75,-4999.02,2500.0,4999.02,0.0,2.0,9375.0,5.845,-4997.449,1000.0,4997.449,0.0,4.997,5844.918,2.64,-4999.54,2500.0,4999.54,0.0,2.0,6600.0,4.748,-4998.737,1250.0,4998.737,0.0,3.999,5934.609,8.9,-4997.3,625.0,4997.3,0.0,7.996,5562.5,7.5,-4998.0,833.333,4998.0,0.0,5.998,6250.0
2019-01-10,29.02,-4989.16,192.308,4989.16,0.0,25.944,5580.769,17.338,-4996.941,312.5,4996.941,0.0,15.99,5418.202,3.46,-4999.02,2500.0,4999.02,0.0,2.0,8650.0,6.04,-4997.449,1000.0,4997.449,0.0,4.997,6040.043,2.74,-4999.54,2500.0,4999.54,0.0,2.0,6850.0,4.877,-4998.737,1250.0,4998.737,0.0,3.999,6096.168,8.99,-4997.3,625.0,4997.3,0.0,7.996,5618.75,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-01-11,29.23,-4989.16,192.308,4989.16,0.0,25.944,5621.154,17.537,-4996.941,312.5,4996.941,0.0,15.99,5480.294,3.3,-4999.02,2500.0,4999.02,0.0,2.0,8250.0,6.067,-4997.449,1000.0,4997.449,0.0,4.997,6066.653,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,5.032,-4998.737,1250.0,4998.737,0.0,3.999,6290.039,9.0,-4997.3,625.0,4997.3,0.0,7.996,5625.0,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-01-14,29.21,-4989.16,192.308,4989.16,0.0,25.944,5617.308,17.667,-4996.941,312.5,4996.941,0.0,15.99,5520.79,3.33,-4999.02,2500.0,4999.02,0.0,2.0,8325.0,6.084,-4997.449,1000.0,4997.449,0.0,4.997,6084.39,2.66,-4999.54,2500.0,4999.54,0.0,2.0,6650.0,4.929,-4998.737,1250.0,4998.737,0.0,3.999,6160.792,8.95,-4997.3,625.0,4997.3,0.0,7.996,5593.75,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-01-15,30.26,-4989.16,192.308,4989.16,0.0,25.944,5819.231,17.779,-4996.941,312.5,4996.941,0.0,15.99,5555.884,3.52,-4999.02,2500.0,4999.02,0.0,2.0,8800.0,6.04,-4997.449,1000.0,4997.449,0.0,4.997,6040.043,2.96,-4999.54,2500.0,4999.54,0.0,2.0,7400.0,4.662,-4998.737,1250.0,4998.737,0.0,3.999,5826.902,9.12,-4997.3,625.0,4997.3,0.0,7.996,5700.0,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-01-16,29.97,-4989.16,192.308,4989.16,0.0,25.944,5763.461,18.029,-4996.941,312.5,4996.941,0.0,15.99,5634.174,3.31,-4999.02,2500.0,4999.02,0.0,2.0,8275.0,6.084,-4997.449,1000.0,4997.449,0.0,4.997,6084.39,2.95,-4999.54,2500.0,4999.54,0.0,2.0,7375.0,4.903,-4998.737,1250.0,4998.737,0.0,3.999,6128.48,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-01-17,29.76,-4989.16,192.308,4989.16,0.0,25.944,5723.077,18.133,-4996.941,312.5,4996.941,0.0,15.99,5666.571,3.25,-4999.02,2500.0,4999.02,0.0,2.0,8125.0,6.013,-4997.449,1000.0,4997.449,0.0,4.997,6013.435,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.11,-4998.737,1250.0,4998.737,0.0,3.999,6386.974,9.3,-4997.3,625.0,4997.3,0.0,7.996,5812.5,7.75,-4998.0,833.333,4998.0,0.0,5.998,6458.333
2019-01-18,30.19,-4989.16,192.308,4989.16,0.0,25.944,5805.769,18.237,-4996.941,312.5,4996.941,0.0,15.99,5698.966,3.18,-4999.02,2500.0,4999.02,0.0,2.0,7950.0,5.978,-4997.449,1000.0,4997.449,0.0,4.997,5977.957,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,5.256,-4998.737,1250.0,4998.737,0.0,3.999,6570.075,9.46,-4997.3,625.0,4997.3,0.0,7.996,5912.5,7.71,-4998.0,833.333,4998.0,0.0,5.998,6425.0
2019-01-22,31.2,-4989.16,192.308,4989.16,0.0,25.944,6000.0,18.107,-4996.941,312.5,4996.941,0.0,15.99,5658.472,3.03,-4999.02,2500.0,4999.02,0.0,2.0,7575.0,5.845,-4997.449,1000.0,4997.449,0.0,4.997,5844.918,2.67,-4999.54,2500.0,4999.54,0.0,2.0,6675.0,4.998,-4998.737,1250.0,4998.737,0.0,3.999,6246.957,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,7.7,-4998.0,833.333,4998.0,0.0,5.998,6416.667
2019-01-23,31.22,-4989.16,192.308,4989.16,0.0,25.944,6003.846,18.159,-4996.941,312.5,4996.941,0.0,15.99,5674.67,2.97,-4999.02,2500.0,4999.02,0.0,2.0,7425.0,5.809,-4997.449,1000.0,4997.449,0.0,4.997,5809.441,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.084,-4998.737,1250.0,4998.737,0.0,3.999,6354.663,8.85,-4997.3,625.0,4997.3,0.0,7.996,5531.25,7.9,-4998.0,833.333,4998.0,0.0,5.998,6583.333
2019-01-24,29.81,-4989.16,192.308,4989.16,0.0,25.944,5732.692,18.254,-4996.941,312.5,4996.941,0.0,15.99,5704.365,2.79,-4999.02,2500.0,4999.02,0.0,2.0,6975.0,5.942,-4997.449,1000.0,4997.449,0.0,4.997,5942.481,2.7,-4999.54,2500.0,4999.54,0.0,2.0,6750.0,5.247,-4998.737,1250.0,4998.737,0.0,3.999,6559.305,8.54,-4997.3,625.0,4997.3,0.0,7.996,5337.5,8.4,-4998.0,833.333,4998.0,0.0,5.998,7000.0
2019-01-25,30.6,-4989.16,192.308,4989.16,0.0,25.944,5884.615,18.53,-4996.941,312.5,4996.941,0.0,15.99,5790.754,3.17,-4999.02,2500.0,4999.02,0.0,2.0,7925.0,6.067,-4997.449,1000.0,4997.449,0.0,4.997,6066.653,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.23,-4998.737,1250.0,4998.737,0.0,3.999,6537.763,8.0,-4997.3,625.0,4997.3,0.0,7.996,5000.0,7.8,-4998.0,833.333,4998.0,0.0,5.998,6500.0
2019-01-28,29.93,-4989.16,192.308,4989.16,0.0,25.944,5755.769,18.539,-4996.941,312.5,4996.941,0.0,15.99,5793.455,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.04,-4997.449,1000.0,4997.449,0.0,4.997,6040.043,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.161,-4998.737,1250.0,4998.737,0.0,3.999,6451.598,8.1,-4997.3,625.0,4997.3,0.0,7.996,5062.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-29,30.54,-4989.16,192.308,4989.16,0.0,25.944,5873.077,18.582,-4996.941,312.5,4996.941,0.0,15.99,5806.952,3.2,-4999.02,2500.0,4999.02,0.0,2.0,8000.0,6.058,-4997.449,1000.0,4997.449,0.0,4.997,6057.783,2.74,-4999.54,2500.0,4999.54,0.0,2.0,6850.0,5.394,-4998.737,1250.0,4998.737,0.0,3.999,6742.405,8.08,-4997.3,625.0,4997.3,0.0,7.996,5050.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-30,30.21,-4989.16,192.308,4989.16,0.0,25.944,5809.615,18.479,-4996.941,312.5,4996.941,0.0,15.99,5774.556,3.28,-4999.02,2500.0,4999.02,0.0,2.0,8200.0,6.082,-4997.449,1000.0,4997.449,0.0,4.997,6081.825,2.85,-4999.54,2500.0,4999.54,0.0,2.0,7125.0,5.558,-4998.737,1250.0,4998.737,0.0,3.999,6947.046,8.43,-4997.3,625.0,4997.3,0.0,7.996,5268.75,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-31,31.03,-4989.16,192.308,4989.16,0.0,25.944,5967.308,18.6,-4996.941,312.5,4996.941,0.0,15.99,5812.352,3.21,-4999.02,2500.0,4999.02,0.0,2.0,8025.0,6.171,-4997.449,1000.0,4997.449,0.0,4.997,6170.871,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.687,-4998.737,1250.0,4998.737,0.0,3.999,7108.606,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-01,31.06,-4989.16,192.308,4989.16,0.0,25.944,5973.077,18.695,-4996.941,312.5,4996.941,0.0,15.99,5842.047,3.12,-4999.02,2500.0,4999.02,0.0,2.0,7800.0,6.126,-4997.449,1000.0,4997.449,0.0,4.997,6126.348,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,5.764,-4998.737,1250.0,4998.737,0.0,3.999,7205.541,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-04,31.26,-4989.16,192.308,4989.16,0.0,25.944,6011.539,18.591,-4996.941,312.5,4996.941,0.0,15.99,5809.652,3.16,-4999.02,2500.0,4999.02,0.0,2.0,7900.0,6.322,-4997.449,1000.0,4997.449,0.0,4.997,6322.248,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,6.238,-4998.737,1250.0,4998.737,0.0,3.999,7797.925,8.66,-4997.3,625.0,4997.3,0.0,7.996,5412.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-05,31.7,-4989.16,192.308,4989.16,0.0,25.944,6096.154,18.591,-4996.941,312.5,4996.941,0.0,15.99,5809.652,3.44,-4999.02,2500.0,4999.02,0.0,2.0,8600.0,6.385,-4997.449,1000.0,4997.449,0.0,4.997,6384.58,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.255,-4998.737,1250.0,4998.737,0.0,3.999,9068.857,8.69,-4997.3,625.0,4997.3,0.0,7.996,5431.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-06,31.84,-4989.16,192.308,4989.16,0.0,25.944,6123.077,18.539,-4996.941,312.5,4996.941,0.0,15.99,5793.455,3.23,-4999.02,2500.0,4999.02,0.0,2.0,8075.0,6.349,-4997.449,1000.0,4997.449,0.0,4.997,6348.962,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,8.487,-4998.737,1250.0,4998.737,0.0,3.999,10609.056,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-07,30.9,-4989.16,192.308,4989.16,0.0,25.944,5942.308,18.539,-4996.941,312.5,4996.941,0.0,15.99,5793.455,3.28,-4999.02,2500.0,4999.02,0.0,2.0,8200.0,6.313,-4997.449,1000.0,4997.449,0.0,4.997,6313.344,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,8.5,-4997.3,625.0,4997.3,0.0,7.996,5312.5,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-08,31.68,-4989.16,192.308,4989.16,0.0,25.944,6092.308,18.738,-4996.941,312.5,4996.941,0.0,15.99,5855.546,3.21,-4999.02,2500.0,4999.02,0.0,2.0,8025.0,6.287,-4997.449,1000.0,4997.449,0.0,4.997,6286.63,2.82,-4999.54,2500.0,4999.54,0.0,2.0,7050.0,7.29,-4998.737,1250.0,4998.737,0.0,3.999,9111.94,8.56,-4997.3,625.0,4997.3,0.0,7.996,5350.0,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-11,32.92,-4989.16,192.308,4989.16,0.0,25.944,6330.769,18.755,-4996.941,312.5,4996.941,0.0,15.99,5860.945,3.14,-4999.02,2500.0,4999.02,0.0,2.0,7850.0,6.287,-4997.449,1000.0,4997.449,0.0,4.997,6286.63,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,7.453,-4998.737,1250.0,4998.737,0.0,3.999,9316.581,8.48,-4997.3,625.0,4997.3,0.0,7.996,5300.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-12,32.91,-4989.16,192.308,4989.16,0.0,25.944,6328.846,18.625,-4996.941,312.5,4996.941,0.0,15.99,5820.45,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.358,-4997.449,1000.0,4997.449,0.0,4.997,6357.866,2.82,-4999.54,2500.0,4999.54,0.0,2.0,7050.0,7.238,-4998.737,1250.0,4998.737,0.0,3.999,9047.316,8.65,-4997.3,625.0,4997.3,0.0,7.996,5406.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-13,33.29,-4989.16,192.308,4989.16,0.0,25.944,6401.923,18.634,-4996.941,312.5,4996.941,0.0,15.99,5823.15,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.331,-4997.449,1000.0,4997.449,0.0,4.997,6331.154,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,9.25,-4997.3,625.0,4997.3,0.0,7.996,5781.25,8.68,-4998.0,833.333,4998.0,0.0,5.998,7233.334
2019-02-14,32.74,-4989.16,192.308,4989.16,0.0,25.944,6296.154,18.712,-4996.941,312.5,4996.941,0.0,15.99,5847.446,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.34,-4997.449,1000.0,4997.449,0.0,4.997,6340.057,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.583,-4998.737,1250.0,4998.737,0.0,3.999,9478.141,9.2,-4997.3,625.0,4997.3,0.0,7.996,5750.0,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-15,32.58,-4989.16,192.308,4989.16,0.0,25.944,6265.385,18.47,-4996.941,312.5,4996.941,0.0,15.99,5771.857,3.15,-4999.02,2500.0,4999.02,0.0,2.0,7875.0,6.402,-4997.449,1000.0,4997.449,0.0,4.997,6402.39,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,7.462,-4998.737,1250.0,4998.737,0.0,3.999,9327.352,9.39,-4997.3,625.0,4997.3,0.0,7.996,5868.75,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-19,31.95,-4989.16,192.308,4989.16,0.0,25.944,6144.231,18.418,-4996.941,312.5,4996.941,0.0,15.99,5755.659,3.17,-4999.02,2500.0,4999.02,0.0,2.0,7925.0,6.5,-4997.449,1000.0,4997.449,0.0,4.997,6500.341,2.76,-4999.54,2500.0,4999.54,0.0,2.0,6900.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,9.45,-4997.3,625.0,4997.3,0.0,7.996,5906.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-20,32.57,-4989.16,192.308,4989.16,0.0,25.944,6263.461,18.565,-4996.941,312.5,4996.941,0.0,15.99,5801.553,3.14,-4999.02,2500.0,4999.02,0.0,2.0,7850.0,6.474,-4997.449,1000.0,4997.449,0.0,4.997,6473.626,2.77,-4999.54,2500.0,4999.54,0.0,2.0,6925.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,9.0,-4997.3,625.0,4997.3,0.0,7.996,5625.0,8.7,-4998.0,833.333,4998.0,0.0,5.998,7250.0
2019-02-21,32.88,-4989.16,192.308,4989.16,0.0,25.944,6323.077,18.712,-4996.941,312.5,4996.941,0.0,15.99,5847.446,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.474,-4997.449,1000.0,4997.449,0.0,4.997,6473.626,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481,8.72,-4997.3,625.0,4997.3,0.0,7.996,5450.0,8.8,-4998.0,833.333,4998.0,0.0,5.998,7333.333
2019-02-22,33.97,-4989.16,192.308,4989.16,0.0,25.944,6532.693,18.548,-4996.941,312.5,4996.941,0.0,15.99,5796.154,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.572,-4997.449,1000.0,4997.449,0.0,4.997,6571.577,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,7.333,-4998.737,1250.0,4998.737,0.0,3.999,9165.793,8.85,-4997.3,625.0,4997.3,0.0,7.996,5531.25,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-25,35.53,-4989.16,192.308,4989.16,0.0,25.944,6832.692,18.453,-4996.941,312.5,4996.941,0.0,15.99,5766.457,3.06,-4999.02,2500.0,4999.02,0.0,2.0,7650.0,6.687,-4997.449,1000.0,4997.449,0.0,4.997,6687.336,2.83,-4999.54,2500.0,4999.54,0.0,2.0,7075.0,7.014,-4998.737,1250.0,4998.737,0.0,3.999,8767.281,8.9,-4997.3,625.0,4997.3,0.0,7.996,5562.5,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-26,35.43,-4989.16,192.308,4989.16,0.0,25.944,6813.462,18.366,-4996.941,312.5,4996.941,0.0,15.99,5739.461,2.9,-4999.02,2500.0,4999.02,0.0,2.0,7250.0,6.812,-4997.449,1000.0,4997.449,0.0,4.997,6812.001,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,7.143,-4998.737,1250.0,4998.737,0.0,3.999,8928.84,8.75,-4997.3,625.0,4997.3,0.0,7.996,5468.75,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-27,35.52,-4989.16,192.308,4989.16,0.0,25.944,6830.769,18.34,-4996.941,312.5,4996.941,0.0,15.99,5731.362,2.96,-4999.02,2500.0,4999.02,0.0,2.0,7400.0,6.72,-4997.449,1000.0,4997.449,0.0,4.997,6719.959,2.73,-4999.54,2500.0,4999.54,0.0,2.0,6825.0,6.85,-4998.737,1250.0,4998.737,0.0,3.999,8562.638,8.77,-4997.3,625.0,4997.3,0.0,7.996,5481.25,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-28,35.6,-4989.16,192.308,4989.16,0.0,25.944,6846.154,18.409,-4996.941,312.5,4996.941,0.0,15.99,5752.959,2.85,-4999.02,2500.0,4999.02,0.0,2.0,7125.0,6.908,-4997.449,1000.0,4997.449,0.0,4.997,6907.617,2.66,-4999.54,2500.0,4999.54,0.0,2.0,6650.0,6.833,-4998.737,1250.0,4998.737,0.0,3.999,8541.097,8.8,-4997.3,625.0,4997.3,0.0,7.996,5500.0,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-01,35.5,-4989.16,192.308,4989.16,0.0,25.944,6826.923,18.193,-4996.941,312.5,4996.941,0.0,15.99,5685.467,2.97,-4999.02,2500.0,4999.02,0.0,2.0,7425.0,6.791,-4997.449,1000.0,4997.449,0.0,4.997,6791.447,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,8.048,-4998.737,1250.0,4998.737,0.0,3.999,10059.754,8.9,-4997.3,625.0,4997.3,0.0,7.996,5562.5,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-04,36.3,-4989.16,192.308,4989.16,0.0,25.944,6980.769,18.409,-4996.941,312.5,4996.941,0.0,15.99,5752.959,3.14,-4999.02,2500.0,4999.02,0.0,2.0,7850.0,6.747,-4997.449,1000.0,4997.449,0.0,4.997,6746.767,2.63,-4999.54,2500.0,4999.54,0.0,2.0,6575.0,7.979,-4998.737,1250.0,4998.737,0.0,3.999,9973.589,8.8,-4997.3,625.0,4997.3,0.0,7.996,5500.0,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-05,36.06,-4989.16,192.308,4989.16,0.0,25.944,6934.616,18.228,-4996.941,312.5,4996.941,0.0,15.99,5696.267,3.04,-4999.02,2500.0,4999.02,0.0,2.0,7600.0,6.729,-4997.449,1000.0,4997.449,0.0,4.997,6728.895,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,8.22,-4998.737,1250.0,4998.737,0.0,3.999,10275.166,8.75,-4997.3,625.0,4997.3,0.0,7.996,5468.75,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-06,35.55,-4989.16,192.308,4989.16,0.0,25.944,6836.538,18.168,-4996.941,312.5,4996.941,0.0,15.99,5677.369,2.84,-4999.02,2500.0,4999.02,0.0,2.0,7100.0,6.863,-4997.449,1000.0,4997.449,0.0,4.997,6862.936,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.97,-4998.737,1250.0,4998.737,0.0,3.999,9962.819,8.67,-4997.3,625.0,4997.3,0.0,7.996,5418.75,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-07,34.64,-4989.16,192.308,4989.16,0.0,25.944,6661.538,18.09,-4996.941,312.5,4996.941,0.0,15.99,5653.072,3.71,-4999.02,2500.0,4999.02,0.0,2.0,9275.0,6.765,-4997.449,1000.0,4997.449,0.0,4.997,6764.639,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696,8.6,-4997.3,625.0,4997.3,0.0,7.996,5375.0,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-08,34.75,-4989.16,192.308,4989.16,0.0,25.944,6682.692,18.28,-4996.941,312.5,4996.941,0.0,15.99,5712.464,3.87,-4999.02,2500.0,4999.02,0.0,2.0,9675.0,6.738,-4997.449,1000.0,4997.449,0.0,4.997,6737.83,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,9.271,-4998.737,1250.0,4998.737,0.0,3.999,11589.181,8.45,-4997.3,625.0,4997.3,0.0,7.996,5281.25,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-11,36.06,-4989.16,192.308,4989.16,0.0,25.944,6934.616,18.548,-4996.941,312.5,4996.941,0.0,15.99,5796.154,4.19,-4999.02,2500.0,4999.02,0.0,2.0,10475.0,6.729,-4997.449,1000.0,4997.449,0.0,4.997,6728.895,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,8.66,-4998.737,1250.0,4998.737,0.0,3.999,10824.468,8.82,-4997.3,625.0,4997.3,0.0,7.996,5512.5,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-12,33.68,-4989.16,192.308,4989.16,0.0,25.944,6476.923,18.539,-4996.941,312.5,4996.941,0.0,15.99,5793.455,4.12,-4999.02,2500.0,4999.02,0.0,2.0,10300.0,6.827,-4997.449,1000.0,4997.449,0.0,4.997,6827.191,2.95,-4999.54,2500.0,4999.54,0.0,2.0,7375.0,8.599,-4998.737,1250.0,4998.737,0.0,3.999,10749.073,8.9,-4997.3,625.0,4997.3,0.0,7.996,5562.5,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-13,34.19,-4989.16,192.308,4989.16,0.0,25.944,6575.0,18.556,-4996.941,312.5,4996.941,0.0,15.99,5798.852,4.0,-4999.02,2500.0,4999.02,0.0,2.0,10000.0,6.747,-4997.449,1000.0,4997.449,0.0,4.997,6746.767,3.04,-4999.54,2500.0,4999.54,0.0,2.0,7600.0,8.28,-4998.737,1250.0,4998.737,0.0,3.999,10350.56,8.95,-4997.3,625.0,4997.3,0.0,7.996,5593.75,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
