date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CBIO_adj_close,CBIO_cashflow,CBIO_cml_units,CBIO_cml_cost,CBIO_gain_loss,CBIO_avg_price,CBIO_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-10-02,11.785,-4994.313,500.0,4994.313,0.0,9.989,5892.436,14.617,-4994.581,384.615,4994.581,0.0,12.986,5622.115,46.647,-4977.852,142.857,4977.852,0.0,34.845,6663.806,0.65,-4999.04,5000.0,4999.04,0.0,1.0,3250.0,6.585,-4998.036,1000.0,4998.036,0.0,4.998,6585.263,4.96,-4994.37,714.286,4994.37,0.0,6.992,3542.857,8.7,-4999.54,2500.0,4999.54,0.0,2.0,21750.0,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13,12.4,-4997.3,625.0,4997.3,0.0,7.996,7750.0,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-03,11.875,-4994.313,500.0,4994.313,0.0,9.989,5937.302,15.016,-4994.581,384.615,4994.581,0.0,12.986,5775.259,47.884,-4977.852,142.857,4977.852,0.0,34.845,6840.589,0.732,-4999.04,5000.0,4999.04,0.0,1.0,3660.0,6.666,-4998.036,1000.0,4998.036,0.0,4.998,6665.573,6.18,-4994.37,714.286,4994.37,0.0,6.992,4414.286,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,12.45,-4997.3,625.0,4997.3,0.0,7.996,7781.25,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-04,11.615,-4994.313,500.0,4994.313,0.0,9.989,5807.688,15.06,-4994.581,384.615,4994.581,0.0,12.986,5792.275,47.988,-4977.852,142.857,4977.852,0.0,34.845,6855.433,0.75,-4999.04,5000.0,4999.04,0.0,1.0,3750.0,6.79,-4998.036,1000.0,4998.036,0.0,4.998,6790.497,5.75,-4994.37,714.286,4994.37,0.0,6.992,4107.143,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,12.65,-4997.3,625.0,4997.3,0.0,7.996,7906.25,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-10-07,11.715,-4994.313,500.0,4994.313,0.0,9.989,5857.54,15.042,-4994.581,384.615,4994.581,0.0,12.986,5785.469,47.242,-4977.852,142.857,4977.852,0.0,34.845,6748.823,0.759,-4999.04,5000.0,4999.04,0.0,1.0,3795.0,6.737,-4998.036,1000.0,4998.036,0.0,4.998,6736.956,5.7,-4994.37,714.286,4994.37,0.0,6.992,4071.428,9.22,-4999.54,2500.0,4999.54,0.0,2.0,23050.001,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,13.0,-4997.3,625.0,4997.3,0.0,7.996,8125.0,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0
2019-10-08,11.635,-4994.313,500.0,4994.313,0.0,9.989,5817.659,14.786,-4994.581,384.615,4994.581,0.0,12.986,5686.775,46.751,-4977.852,142.857,4977.852,0.0,34.845,6678.65,0.75,-4999.04,5000.0,4999.04,0.0,1.0,3750.0,6.594,-4998.036,1000.0,4998.036,0.0,4.998,6594.187,5.47,-4994.37,714.286,4994.37,0.0,6.992,3907.143,8.24,-4999.54,2500.0,4999.54,0.0,2.0,20599.999,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,12.99,-4997.3,625.0,4997.3,0.0,7.996,8118.75,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-09,11.954,-4994.313,500.0,4994.313,0.0,9.989,5977.183,14.883,-4994.581,384.615,4994.581,0.0,12.986,5724.211,46.647,-4977.852,142.857,4977.852,0.0,34.845,6663.806,0.735,-4999.04,5000.0,4999.04,0.0,1.0,3675.0,6.71,-4998.036,1000.0,4998.036,0.0,4.998,6710.189,5.28,-4994.37,714.286,4994.37,0.0,6.992,3771.429,8.4,-4999.54,2500.0,4999.54,0.0,2.0,20999.999,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,13.45,-4997.3,625.0,4997.3,0.0,7.996,8406.25,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-10-10,11.865,-4994.313,500.0,4994.313,0.0,9.989,5932.317,15.095,-4994.581,384.615,4994.581,0.0,12.986,5805.888,47.081,-4977.852,142.857,4977.852,0.0,34.845,6725.882,0.725,-4999.04,5000.0,4999.04,0.0,1.0,3625.0,6.639,-4998.036,1000.0,4998.036,0.0,4.998,6638.803,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-11,11.825,-4994.313,500.0,4994.313,0.0,9.989,5912.376,15.485,-4994.581,384.615,4994.581,0.0,12.986,5955.63,47.185,-4977.852,142.857,4977.852,0.0,34.845,6740.727,0.77,-4999.04,5000.0,4999.04,0.0,1.0,3850.0,6.683,-4998.036,1000.0,4998.036,0.0,4.998,6683.418,5.22,-4994.37,714.286,4994.37,0.0,6.992,3728.571,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,13.92,-4997.3,625.0,4997.3,0.0,7.996,8700.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-14,11.825,-4994.313,500.0,4994.313,0.0,9.989,5912.376,15.343,-4994.581,384.615,4994.581,0.0,12.986,5901.178,46.543,-4977.852,142.857,4977.852,0.0,34.845,6648.961,0.752,-4999.04,5000.0,4999.04,0.0,1.0,3760.0,6.63,-4998.036,1000.0,4998.036,0.0,4.998,6629.88,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,7.89,-4999.54,2500.0,4999.54,0.0,2.0,19725.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.3,-4998.0,833.333,4998.0,0.0,5.998,11083.333
2019-10-15,12.014,-4994.313,500.0,4994.313,0.0,9.989,6007.094,15.405,-4994.581,384.615,4994.581,0.0,12.986,5925.001,46.25,-4977.852,142.857,4977.852,0.0,34.845,6607.126,0.8,-4999.04,5000.0,4999.04,0.0,1.0,4000.0,6.567,-4998.036,1000.0,4998.036,0.0,4.998,6567.418,5.33,-4994.37,714.286,4994.37,0.0,6.992,3807.143,8.36,-4999.54,2500.0,4999.54,0.0,2.0,20899.999,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,13.59,-4997.3,625.0,4997.3,0.0,7.996,8493.75,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0
2019-10-16,12.104,-4994.313,500.0,4994.313,0.0,9.989,6051.96,15.263,-4994.581,384.615,4994.581,0.0,12.986,5870.549,46.184,-4977.852,142.857,4977.852,0.0,34.845,6597.68,0.83,-4999.04,5000.0,4999.04,0.0,1.0,4150.0,6.603,-4998.036,1000.0,4998.036,0.0,4.998,6603.11,5.46,-4994.37,714.286,4994.37,0.0,6.992,3900.0,8.45,-4999.54,2500.0,4999.54,0.0,2.0,21125.0,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453,13.8,-4997.3,625.0,4997.3,0.0,7.996,8625.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-17,12.094,-4994.313,500.0,4994.313,0.0,9.989,6046.975,15.166,-4994.581,384.615,4994.581,0.0,12.986,5833.113,46.854,-4977.852,142.857,4977.852,0.0,34.845,6693.493,0.809,-4999.04,5000.0,4999.04,0.0,1.0,4045.0,6.648,-4998.036,1000.0,4998.036,0.0,4.998,6647.726,5.61,-4994.37,714.286,4994.37,0.0,6.992,4007.143,8.31,-4999.54,2500.0,4999.54,0.0,2.0,20775.001,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26,13.5,-4997.3,625.0,4997.3,0.0,7.996,8437.5,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-10-18,12.134,-4994.313,500.0,4994.313,0.0,9.989,6066.916,14.998,-4994.581,384.615,4994.581,0.0,12.986,5768.453,46.732,-4977.852,142.857,4977.852,0.0,34.845,6675.95,0.828,-4999.04,5000.0,4999.04,0.0,1.0,4140.0,6.692,-4998.036,1000.0,4998.036,0.0,4.998,6692.342,5.38,-4994.37,714.286,4994.37,0.0,6.992,3842.857,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-10-21,12.174,-4994.313,500.0,4994.313,0.0,9.989,6086.856,14.936,-4994.581,384.615,4994.581,0.0,12.986,5744.63,47.232,-4977.852,142.857,4977.852,0.0,34.845,6747.474,0.819,-4999.04,5000.0,4999.04,0.0,1.0,4095.0,6.674,-4998.036,1000.0,4998.036,0.0,4.998,6674.496,5.42,-4994.37,714.286,4994.37,0.0,6.992,3871.429,7.65,-4999.54,2500.0,4999.54,0.0,2.0,19125.0,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,12.63,-4997.3,625.0,4997.3,0.0,7.996,7893.75,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333
2019-10-22,12.523,-4994.313,500.0,4994.313,0.0,9.989,6261.336,15.263,-4994.581,384.615,4994.581,0.0,12.986,5870.549,48.177,-4977.852,142.857,4977.852,0.0,34.845,6882.423,0.794,-4999.04,5000.0,4999.04,0.0,1.0,3970.0,6.898,-4998.036,1000.0,4998.036,0.0,4.998,6897.573,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671,12.85,-4997.3,625.0,4997.3,0.0,7.996,8031.25,14.18,-4998.0,833.333,4998.0,0.0,5.998,11816.667
2019-10-23,12.682,-4994.313,500.0,4994.313,0.0,9.989,6341.099,15.724,-4994.581,384.615,4994.581,0.0,12.986,6047.516,47.799,-4977.852,142.857,4977.852,0.0,34.845,6828.443,0.94,-4999.04,5000.0,4999.04,0.0,1.0,4700.0,6.844,-4998.036,1000.0,4998.036,0.0,4.998,6844.034,5.56,-4994.37,714.286,4994.37,0.0,6.992,3971.429,7.35,-4999.54,2500.0,4999.54,0.0,2.0,18375.0,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-10-24,12.732,-4994.313,500.0,4994.313,0.0,9.989,6366.024,15.67,-4994.581,384.615,4994.581,0.0,12.986,6027.097,48.177,-4977.852,142.857,4977.852,0.0,34.845,6882.423,0.918,-4999.04,5000.0,4999.04,0.0,1.0,4590.0,6.978,-4998.036,1000.0,4998.036,0.0,4.998,6977.881,5.39,-4994.37,714.286,4994.37,0.0,6.992,3850.0,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907,12.9,-4997.3,625.0,4997.3,0.0,7.996,8062.5,13.08,-4998.0,833.333,4998.0,0.0,5.998,10900.0
2019-10-25,12.991,-4994.313,500.0,4994.313,0.0,9.989,6495.637,15.883,-4994.581,384.615,4994.581,0.0,12.986,6108.775,49.159,-4977.852,142.857,4977.852,0.0,34.845,7022.77,0.93,-4999.04,5000.0,4999.04,0.0,1.0,4650.0,7.067,-4998.036,1000.0,4998.036,0.0,4.998,7067.113,5.62,-4994.37,714.286,4994.37,0.0,6.992,4014.286,6.91,-4999.54,2500.0,4999.54,0.0,2.0,17275.0,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844,12.8,-4997.3,625.0,4997.3,0.0,7.996,8000.0,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-10-28,13.091,-4994.313,500.0,4994.313,0.0,9.989,6545.489,15.909,-4994.581,384.615,4994.581,0.0,12.986,6118.984,48.914,-4977.852,142.857,4977.852,0.0,34.845,6987.684,0.97,-4999.04,5000.0,4999.04,0.0,1.0,4850.0,7.13,-4998.036,1000.0,4998.036,0.0,4.998,7129.575,5.52,-4994.37,714.286,4994.37,0.0,6.992,3942.857,7.19,-4999.54,2500.0,4999.54,0.0,2.0,17975.0,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715,13.18,-4997.3,625.0,4997.3,0.0,7.996,8237.5,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-29,13.27,-4994.313,500.0,4994.313,0.0,9.989,6635.222,16.086,-4994.581,384.615,4994.581,0.0,12.986,6187.049,49.547,-4977.852,142.857,4977.852,0.0,34.845,7078.1,1.02,-4999.04,5000.0,4999.04,0.0,1.0,5100.0,7.299,-4998.036,1000.0,4998.036,0.0,4.998,7299.114,5.63,-4994.37,714.286,4994.37,0.0,6.992,4021.429,7.27,-4999.54,2500.0,4999.54,0.0,2.0,18175.0,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,13.34,-4997.3,625.0,4997.3,0.0,7.996,8337.5,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-30,13.131,-4994.313,500.0,4994.313,0.0,9.989,6565.43,15.954,-4994.581,384.615,4994.581,0.0,12.986,6136.0,49.159,-4977.852,142.857,4977.852,0.0,34.845,7022.77,1.2,-4999.04,5000.0,4999.04,0.0,1.0,6000.0,7.299,-4998.036,1000.0,4998.036,0.0,4.998,7299.113,5.33,-4994.37,714.286,4994.37,0.0,6.992,3807.143,7.1,-4999.54,2500.0,4999.54,0.0,2.0,17750.0,9.47,-4998.737,1250.0,4998.737,0.0,3.999,11836.905,13.65,-4997.3,625.0,4997.3,0.0,7.996,8531.25,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333
2019-10-31,12.991,-4994.313,500.0,4994.313,0.0,9.989,6495.637,16.148,-4994.581,384.615,4994.581,0.0,12.986,6210.871,49.008,-4977.852,142.857,4977.852,0.0,34.845,7001.179,1.26,-4999.04,5000.0,4999.04,0.0,1.0,6300.0,7.299,-4998.036,1000.0,4998.036,0.0,4.998,7299.113,5.44,-4994.37,714.286,4994.37,0.0,6.992,3885.714,6.86,-4999.54,2500.0,4999.54,0.0,2.0,17150.0,9.366,-4998.737,1250.0,4998.737,0.0,3.999,11707.658,13.64,-4997.3,625.0,4997.3,0.0,7.996,8525.0,14.63,-4998.0,833.333,4998.0,0.0,5.998,12191.667
2019-11-01,13.051,-4994.313,500.0,4994.313,0.0,9.989,6525.548,16.44,-4994.581,384.615,4994.581,0.0,12.986,6323.177,50.151,-4977.852,142.857,4977.852,0.0,34.845,7164.467,1.27,-4999.04,5000.0,4999.04,0.0,1.0,6350.0,7.478,-4998.036,1000.0,4998.036,0.0,4.998,7478.233,5.65,-4994.37,714.286,4994.37,0.0,6.992,4035.714,7.03,-4999.54,2500.0,4999.54,0.0,2.0,17575.001,9.719,-4998.737,1250.0,4998.737,0.0,3.999,12149.253,13.74,-4997.3,625.0,4997.3,0.0,7.996,8587.5,14.12,-4998.0,833.333,4998.0,0.0,5.998,11766.667
2019-11-04,13.191,-4994.313,500.0,4994.313,0.0,9.989,6595.34,16.608,-4994.581,384.615,4994.581,0.0,12.986,6387.837,50.916,-4977.852,142.857,4977.852,0.0,34.845,7273.776,1.29,-4999.04,5000.0,4999.04,0.0,1.0,6450.0,7.469,-4998.036,1000.0,4998.036,0.0,4.998,7469.276,5.69,-4994.37,714.286,4994.37,0.0,6.992,4064.286,6.74,-4999.54,2500.0,4999.54,0.0,2.0,16849.999,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-11-05,13.071,-4994.313,500.0,4994.313,0.0,9.989,6535.519,16.847,-4994.581,384.615,4994.581,0.0,12.986,6479.725,51.927,-4977.852,142.857,4977.852,0.0,34.845,7418.173,1.27,-4999.04,5000.0,4999.04,0.0,1.0,6350.0,7.586,-4998.036,1000.0,4998.036,0.0,4.998,7585.706,5.83,-4994.37,714.286,4994.37,0.0,6.992,4164.286,6.81,-4999.54,2500.0,4999.54,0.0,2.0,17025.0,9.021,-4998.737,1250.0,4998.737,0.0,3.999,11276.834,13.97,-4997.3,625.0,4997.3,0.0,7.996,8731.25,13.75,-4998.0,833.333,4998.0,0.0,5.998,11458.333
2019-11-06,13.36,-4994.313,500.0,4994.313,0.0,9.989,6680.088,16.555,-4994.581,384.615,4994.581,0.0,12.986,6367.419,51.436,-4977.852,142.857,4977.852,0.0,34.845,7347.998,1.21,-4999.04,5000.0,4999.04,0.0,1.0,6050.0,7.487,-4998.036,1000.0,4998.036,0.0,4.998,7487.189,5.74,-4994.37,714.286,4994.37,0.0,6.992,4100.0,7.05,-4999.54,2500.0,4999.54,0.0,2.0,17625.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,13.88,-4997.3,625.0,4997.3,0.0,7.996,8675.0,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-11-07,13.241,-4994.313,500.0,4994.313,0.0,9.989,6620.266,16.75,-4994.581,384.615,4994.581,0.0,12.986,6442.289,51.427,-4977.852,142.857,4977.852,0.0,34.845,7346.649,1.12,-4999.04,5000.0,4999.04,0.0,1.0,5600.0,7.514,-4998.036,1000.0,4998.036,0.0,4.998,7514.058,5.56,-4994.37,714.286,4994.37,0.0,6.992,3971.429,6.72,-4999.54,2500.0,4999.54,0.0,2.0,16799.999,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-11-08,13.54,-4994.313,500.0,4994.313,0.0,9.989,6769.82,16.626,-4994.581,384.615,4994.581,0.0,12.986,6394.645,50.737,-4977.852,142.857,4977.852,0.0,34.845,7248.136,1.14,-4999.04,5000.0,4999.04,0.0,1.0,5700.0,7.505,-4998.036,1000.0,4998.036,0.0,4.998,7505.101,5.7,-4994.37,714.286,4994.37,0.0,6.992,4071.428,7.0,-4999.54,2500.0,4999.54,0.0,2.0,17500.0,9.556,-4998.737,1250.0,4998.737,0.0,3.999,11944.611,14.71,-4997.3,625.0,4997.3,0.0,7.996,9193.75,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-11-11,13.629,-4994.313,500.0,4994.313,0.0,9.989,6814.687,16.776,-4994.581,384.615,4994.581,0.0,12.986,6452.499,50.35,-4977.852,142.857,4977.852,0.0,34.845,7192.806,1.16,-4999.04,5000.0,4999.04,0.0,1.0,5800.0,7.559,-4998.036,1000.0,4998.036,0.0,4.998,7558.836,5.76,-4994.37,714.286,4994.37,0.0,6.992,4114.286,6.9,-4999.54,2500.0,4999.54,0.0,2.0,17250.0,9.59,-4998.737,1250.0,4998.737,0.0,3.999,11987.695,15.2,-4997.3,625.0,4997.3,0.0,7.996,9500.0,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0
2019-11-12,13.57,-4994.313,500.0,4994.313,0.0,9.989,6784.776,16.157,-4994.581,384.615,4994.581,0.0,12.986,6214.274,49.783,-4977.852,142.857,4977.852,0.0,34.845,7111.837,1.11,-4999.04,5000.0,4999.04,0.0,1.0,5550.0,7.487,-4998.036,1000.0,4998.036,0.0,4.998,7487.189,5.39,-4994.37,714.286,4994.37,0.0,6.992,3850.0,6.88,-4999.54,2500.0,4999.54,0.0,2.0,17200.0,9.65,-4998.737,1250.0,4998.737,0.0,3.999,12063.088,15.14,-4997.3,625.0,4997.3,0.0,7.996,9462.5,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-11-13,13.41,-4994.313,500.0,4994.313,0.0,9.989,6705.014,16.077,-4994.581,384.615,4994.581,0.0,12.986,6183.646,48.678,-4977.852,142.857,4977.852,0.0,34.845,6953.946,1.11,-4999.04,5000.0,4999.04,0.0,1.0,5550.0,7.219,-4998.036,1000.0,4998.036,0.0,4.998,7218.509,5.27,-4994.37,714.286,4994.37,0.0,6.992,3764.286,7.12,-4999.54,2500.0,4999.54,0.0,2.0,17800.0,9.866,-4998.737,1250.0,4998.737,0.0,3.999,12332.354,15.03,-4997.3,625.0,4997.3,0.0,7.996,9393.75,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-11-14,13.55,-4994.313,500.0,4994.313,0.0,9.989,6774.806,16.104,-4994.581,384.615,4994.581,0.0,12.986,6193.855,48.328,-4977.852,142.857,4977.852,0.0,34.845,6904.015,1.07,-4999.04,5000.0,4999.04,0.0,1.0,5350.0,7.183,-4998.036,1000.0,4998.036,0.0,4.998,7182.686,5.34,-4994.37,714.286,4994.37,0.0,6.992,3814.286,7.32,-4999.54,2500.0,4999.54,0.0,2.0,18300.0,11.305,-4998.737,1250.0,4998.737,0.0,3.999,14131.047,14.84,-4997.3,625.0,4997.3,0.0,7.996,9275.0,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-11-15,13.699,-4994.313,500.0,4994.313,0.0,9.989,6849.583,16.254,-4994.581,384.615,4994.581,0.0,12.986,6251.71,49.074,-4977.852,142.857,4977.852,0.0,34.845,7010.625,1.01,-4999.04,5000.0,4999.04,0.0,1.0,5050.0,7.344,-4998.036,1000.0,4998.036,0.0,4.998,7343.893,5.29,-4994.37,714.286,4994.37,0.0,6.992,3778.571,7.43,-4999.54,2500.0,4999.54,0.0,2.0,18575.0,10.796,-4998.737,1250.0,4998.737,0.0,3.999,13495.58,14.71,-4997.3,625.0,4997.3,0.0,7.996,9193.75,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
2019-11-18,13.589,-4994.313,500.0,4994.313,0.0,9.989,6794.746,15.954,-4994.581,384.615,4994.581,0.0,12.986,6136.0,48.46,-4977.852,142.857,4977.852,0.0,34.845,6922.908,1.01,-4999.04,5000.0,4999.04,0.0,1.0,5050.0,7.424,-4998.036,1000.0,4998.036,0.0,4.998,7424.496,5.21,-4994.37,714.286,4994.37,0.0,6.992,3721.429,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,11.494,-4998.737,1250.0,4998.737,0.0,3.999,14368.0,14.18,-4997.3,625.0,4997.3,0.0,7.996,8862.5,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-11-19,13.58,-4994.313,500.0,4994.313,0.0,9.989,6789.761,15.892,-4994.581,384.615,4994.581,0.0,12.986,6112.177,47.969,-4977.852,142.857,4977.852,0.0,34.845,6852.734,1.04,-4999.04,5000.0,4999.04,0.0,1.0,5200.0,7.353,-4998.036,1000.0,4998.036,0.0,4.998,7352.849,5.17,-4994.37,714.286,4994.37,0.0,6.992,3692.857,7.8,-4999.54,2500.0,4999.54,0.0,2.0,19500.0,12.692,-4998.737,1250.0,4998.737,0.0,3.999,15865.115,14.03,-4997.3,625.0,4997.3,0.0,7.996,8768.75,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-11-20,13.649,-4994.313,500.0,4994.313,0.0,9.989,6824.657,16.095,-4994.581,384.615,4994.581,0.0,12.986,6190.452,47.903,-4977.852,142.857,4977.852,0.0,34.845,6843.287,1.01,-4999.04,5000.0,4999.04,0.0,1.0,5050.0,7.263,-4998.036,1000.0,4998.036,0.0,4.998,7263.289,5.19,-4994.37,714.286,4994.37,0.0,6.992,3707.143,7.91,-4999.54,2500.0,4999.54,0.0,2.0,19775.0,12.192,-4998.737,1250.0,4998.737,0.0,3.999,15240.419,14.24,-4997.3,625.0,4997.3,0.0,7.996,8900.0,12.95,-4998.0,833.333,4998.0,0.0,5.998,10791.667
2019-11-21,13.789,-4994.313,500.0,4994.313,0.0,9.989,6894.449,16.219,-4994.581,384.615,4994.581,0.0,12.986,6238.097,48.413,-4977.852,142.857,4977.852,0.0,34.845,6916.161,1.06,-4999.04,5000.0,4999.04,0.0,1.0,5300.0,7.129,-4998.036,1000.0,4998.036,0.0,4.998,7128.951,5.24,-4994.37,714.286,4994.37,0.0,6.992,3742.857,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,11.649,-4998.737,1250.0,4998.737,0.0,3.999,14561.871,14.48,-4997.3,625.0,4997.3,0.0,7.996,9050.0,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-11-22,13.639,-4994.313,500.0,4994.313,0.0,9.989,6819.672,16.334,-4994.581,384.615,4994.581,0.0,12.986,6282.338,48.271,-4977.852,142.857,4977.852,0.0,34.845,6895.918,1.15,-4999.04,5000.0,4999.04,0.0,1.0,5750.0,7.183,-4998.036,1000.0,4998.036,0.0,4.998,7182.686,5.54,-4994.37,714.286,4994.37,0.0,6.992,3957.143,7.68,-4999.54,2500.0,4999.54,0.0,2.0,19200.0,11.072,-4998.737,1250.0,4998.737,0.0,3.999,13840.24,14.67,-4997.3,625.0,4997.3,0.0,7.996,9168.75,12.43,-4998.0,833.333,4998.0,0.0,5.998,10358.334
2019-11-25,13.759,-4994.313,500.0,4994.313,0.0,9.989,6879.494,16.308,-4994.581,384.615,4994.581,0.0,12.986,6272.128,47.922,-4977.852,142.857,4977.852,0.0,34.845,6845.986,1.26,-4999.04,5000.0,4999.04,0.0,1.0,6300.0,7.129,-4998.036,1000.0,4998.036,0.0,4.998,7128.951,5.42,-4994.37,714.286,4994.37,0.0,6.992,3871.429,7.48,-4999.54,2500.0,4999.54,0.0,2.0,18700.0,10.848,-4998.737,1250.0,4998.737,0.0,3.999,13560.203,14.86,-4997.3,625.0,4997.3,0.0,7.996,9287.5,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667
2019-11-26,13.928,-4994.313,500.0,4994.313,0.0,9.989,6964.241,15.971,-4994.581,384.615,4994.581,0.0,12.986,6142.806,46.222,-4977.852,142.857,4977.852,0.0,34.845,6603.079,1.28,-4999.04,5000.0,4999.04,0.0,1.0,6400.0,6.95,-4998.036,1000.0,4998.036,0.0,4.998,6949.832,5.36,-4994.37,714.286,4994.37,0.0,6.992,3828.572,7.49,-4999.54,2500.0,4999.54,0.0,2.0,18724.999,9.943,-4998.737,1250.0,4998.737,0.0,3.999,12429.289,14.7,-4997.3,625.0,4997.3,0.0,7.996,9187.5,11.45,-4998.0,833.333,4998.0,0.0,5.998,9541.667
