date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CBIO_adj_close,CBIO_cashflow,CBIO_cml_units,CBIO_cml_cost,CBIO_gain_loss,CBIO_avg_price,CBIO_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-01-15,10.403,-4994.313,500.0,4994.313,0.0,9.989,5201.663,16.223,-4994.581,384.615,4994.581,0.0,12.986,6239.47,40.317,-4977.852,142.857,4977.852,0.0,34.845,5759.555,1.1,-4999.04,5000.0,4999.04,0.0,1.0,5500.0,5.857,-4998.036,1000.0,4998.036,0.0,4.998,5856.771,8.15,-4994.37,714.286,4994.37,0.0,6.992,5821.428,2.96,-4999.54,2500.0,4999.54,0.0,2.0,7400.0,4.662,-4998.737,1250.0,4998.737,0.0,3.999,5826.902,9.12,-4997.3,625.0,4997.3,0.0,7.996,5700.0,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-01-16,10.513,-4994.313,500.0,4994.313,0.0,9.989,5256.365,16.353,-4994.581,384.615,4994.581,0.0,12.986,6289.734,40.558,-4977.852,142.857,4977.852,0.0,34.845,5793.972,1.11,-4999.04,5000.0,4999.04,0.0,1.0,5550.0,5.9,-4998.036,1000.0,4998.036,0.0,4.998,5899.771,8.22,-4994.37,714.286,4994.37,0.0,6.992,5871.429,2.95,-4999.54,2500.0,4999.54,0.0,2.0,7375.0,4.903,-4998.737,1250.0,4998.737,0.0,3.999,6128.48,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-01-17,10.483,-4994.313,500.0,4994.313,0.0,9.989,5241.447,16.196,-4994.581,384.615,4994.581,0.0,12.986,6229.417,40.271,-4977.852,142.857,4977.852,0.0,34.845,5752.937,1.13,-4999.04,5000.0,4999.04,0.0,1.0,5650.0,5.831,-4998.036,1000.0,4998.036,0.0,4.998,5830.972,7.95,-4994.37,714.286,4994.37,0.0,6.992,5678.571,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.11,-4998.737,1250.0,4998.737,0.0,3.999,6386.974,9.3,-4997.3,625.0,4997.3,0.0,7.996,5812.5,7.75,-4998.0,833.333,4998.0,0.0,5.998,6458.333
2019-01-18,10.403,-4994.313,500.0,4994.313,0.0,9.989,5201.663,16.162,-4994.581,384.615,4994.581,0.0,12.986,6216.013,40.752,-4977.852,142.857,4977.852,0.0,34.845,5821.771,1.16,-4999.04,5000.0,4999.04,0.0,1.0,5800.0,5.797,-4998.036,1000.0,4998.036,0.0,4.998,5796.569,7.94,-4994.37,714.286,4994.37,0.0,6.992,5671.429,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,5.256,-4998.737,1250.0,4998.737,0.0,3.999,6570.075,9.46,-4997.3,625.0,4997.3,0.0,7.996,5912.5,7.71,-4998.0,833.333,4998.0,0.0,5.998,6425.0
2019-01-22,10.274,-4994.313,500.0,4994.313,0.0,9.989,5137.015,15.831,-4994.581,384.615,4994.581,0.0,12.986,6088.677,40.511,-4977.852,142.857,4977.852,0.0,34.845,5787.354,1.12,-4999.04,5000.0,4999.04,0.0,1.0,5600.0,5.668,-4998.036,1000.0,4998.036,0.0,4.998,5667.566,8.0,-4994.37,714.286,4994.37,0.0,6.992,5714.286,2.67,-4999.54,2500.0,4999.54,0.0,2.0,6675.0,4.998,-4998.737,1250.0,4998.737,0.0,3.999,6246.957,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,7.7,-4998.0,833.333,4998.0,0.0,5.998,6416.667
2019-01-23,10.254,-4994.313,500.0,4994.313,0.0,9.989,5127.07,15.569,-4994.581,384.615,4994.581,0.0,12.986,5988.149,40.317,-4977.852,142.857,4977.852,0.0,34.845,5759.555,1.17,-4999.04,5000.0,4999.04,0.0,1.0,5850.0,5.633,-4998.036,1000.0,4998.036,0.0,4.998,5633.163,7.75,-4994.37,714.286,4994.37,0.0,6.992,5535.714,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.084,-4998.737,1250.0,4998.737,0.0,3.999,6354.663,8.85,-4997.3,625.0,4997.3,0.0,7.996,5531.25,7.9,-4998.0,833.333,4998.0,0.0,5.998,6583.333
2019-01-24,10.234,-4994.313,500.0,4994.313,0.0,9.989,5117.124,15.613,-4994.581,384.615,4994.581,0.0,12.986,6004.903,40.447,-4977.852,142.857,4977.852,0.0,34.845,5778.088,1.17,-4999.04,5000.0,4999.04,0.0,1.0,5850.0,5.762,-4998.036,1000.0,4998.036,0.0,4.998,5762.169,7.97,-4994.37,714.286,4994.37,0.0,6.992,5692.857,2.7,-4999.54,2500.0,4999.54,0.0,2.0,6750.0,5.247,-4998.737,1250.0,4998.737,0.0,3.999,6559.305,8.54,-4997.3,625.0,4997.3,0.0,7.996,5337.5,8.4,-4998.0,833.333,4998.0,0.0,5.998,7000.0
2019-01-25,9.896,-4994.313,500.0,4994.313,0.0,9.989,4948.045,15.63,-4994.581,384.615,4994.581,0.0,12.986,6011.605,40.382,-4977.852,142.857,4977.852,0.0,34.845,5768.822,1.16,-4999.04,5000.0,4999.04,0.0,1.0,5800.0,5.883,-4998.036,1000.0,4998.036,0.0,4.998,5882.57,7.67,-4994.37,714.286,4994.37,0.0,6.992,5478.571,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.23,-4998.737,1250.0,4998.737,0.0,3.999,6537.763,8.0,-4997.3,625.0,4997.3,0.0,7.996,5000.0,7.8,-4998.0,833.333,4998.0,0.0,5.998,6500.0
2019-01-28,9.498,-4994.313,500.0,4994.313,0.0,9.989,4749.128,15.491,-4994.581,384.615,4994.581,0.0,12.986,5957.989,40.169,-4977.852,142.857,4977.852,0.0,34.845,5738.375,1.12,-4999.04,5000.0,4999.04,0.0,1.0,5600.0,5.857,-4998.036,1000.0,4998.036,0.0,4.998,5856.771,7.73,-4994.37,714.286,4994.37,0.0,6.992,5521.429,2.75,-4999.54,2500.0,4999.54,0.0,2.0,6875.0,5.161,-4998.737,1250.0,4998.737,0.0,3.999,6451.598,8.1,-4997.3,625.0,4997.3,0.0,7.996,5062.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-29,9.647,-4994.313,500.0,4994.313,0.0,9.989,4823.722,15.709,-4994.581,384.615,4994.581,0.0,12.986,6041.764,40.243,-4977.852,142.857,4977.852,0.0,34.845,5748.965,1.11,-4999.04,5000.0,4999.04,0.0,1.0,5550.0,5.874,-4998.036,1000.0,4998.036,0.0,4.998,5873.971,7.91,-4994.37,714.286,4994.37,0.0,6.992,5650.0,2.74,-4999.54,2500.0,4999.54,0.0,2.0,6850.0,5.394,-4998.737,1250.0,4998.737,0.0,3.999,6742.405,8.08,-4997.3,625.0,4997.3,0.0,7.996,5050.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-30,10.533,-4994.313,500.0,4994.313,0.0,9.989,5266.311,16.04,-4994.581,384.615,4994.581,0.0,12.986,6169.099,40.391,-4977.852,142.857,4977.852,0.0,34.845,5770.145,1.17,-4999.04,5000.0,4999.04,0.0,1.0,5850.0,5.897,-4998.036,1000.0,4998.036,0.0,4.998,5897.284,8.55,-4994.37,714.286,4994.37,0.0,6.992,6107.143,2.85,-4999.54,2500.0,4999.54,0.0,2.0,7125.0,5.558,-4998.737,1250.0,4998.737,0.0,3.999,6947.046,8.43,-4997.3,625.0,4997.3,0.0,7.996,5268.75,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-31,10.155,-4994.313,500.0,4994.313,0.0,9.989,5077.341,16.423,-4994.581,384.615,4994.581,0.0,12.986,6316.542,41.327,-4977.852,142.857,4977.852,0.0,34.845,5903.842,1.18,-4999.04,5000.0,4999.04,0.0,1.0,5900.0,5.984,-4998.036,1000.0,4998.036,0.0,4.998,5983.628,8.79,-4994.37,714.286,4994.37,0.0,6.992,6278.571,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,5.687,-4998.737,1250.0,4998.737,0.0,3.999,7108.606,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-01,9.826,-4994.313,500.0,4994.313,0.0,9.989,4913.234,16.449,-4994.581,384.615,4994.581,0.0,12.986,6326.594,41.698,-4977.852,142.857,4977.852,0.0,34.845,5956.791,1.19,-4999.04,5000.0,4999.04,0.0,1.0,5950.0,5.94,-4998.036,1000.0,4998.036,0.0,4.998,5940.455,8.37,-4994.37,714.286,4994.37,0.0,6.992,5978.571,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,5.764,-4998.737,1250.0,4998.737,0.0,3.999,7205.541,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-04,9.846,-4994.313,500.0,4994.313,0.0,9.989,4923.18,16.449,-4994.581,384.615,4994.581,0.0,12.986,6326.594,43.087,-4977.852,142.857,4977.852,0.0,34.845,6155.351,1.22,-4999.04,5000.0,4999.04,0.0,1.0,6100.0,6.13,-4998.036,1000.0,4998.036,0.0,4.998,6130.413,8.57,-4994.37,714.286,4994.37,0.0,6.992,6121.428,2.86,-4999.54,2500.0,4999.54,0.0,2.0,7150.0,6.238,-4998.737,1250.0,4998.737,0.0,3.999,7797.925,8.66,-4997.3,625.0,4997.3,0.0,7.996,5412.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-05,9.777,-4994.313,500.0,4994.313,0.0,9.989,4888.37,16.484,-4994.581,384.615,4994.581,0.0,12.986,6339.998,43.384,-4977.852,142.857,4977.852,0.0,34.845,6197.709,1.24,-4999.04,5000.0,4999.04,0.0,1.0,6200.0,6.191,-4998.036,1000.0,4998.036,0.0,4.998,6190.854,8.99,-4994.37,714.286,4994.37,0.0,6.992,6421.428,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,7.255,-4998.737,1250.0,4998.737,0.0,3.999,9068.857,8.69,-4997.3,625.0,4997.3,0.0,7.996,5431.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
2019-02-06,9.946,-4994.313,500.0,4994.313,0.0,9.989,4972.909,16.388,-4994.581,384.615,4994.581,0.0,12.986,6303.138,43.338,-4977.852,142.857,4977.852,0.0,34.845,6191.092,1.27,-4999.04,5000.0,4999.04,0.0,1.0,6350.0,6.156,-4998.036,1000.0,4998.036,0.0,4.998,6156.316,8.38,-4994.37,714.286,4994.37,0.0,6.992,5985.714,2.92,-4999.54,2500.0,4999.54,0.0,2.0,7300.0,8.487,-4998.737,1250.0,4998.737,0.0,3.999,10609.056,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.6,-4998.0,833.333,4998.0,0.0,5.998,7166.667
