date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-02-22,40.44,-4995.62,121.951,4995.62,0.0,40.964,4931.707,2.88,-4999.54,2500.0,4999.54,0.0,2.0,7200.0,7.333,-4998.737,1250.0,4998.737,0.0,3.999,9165.793,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-25,40.8,-4995.62,121.951,4995.62,0.0,40.964,4975.61,2.83,-4999.54,2500.0,4999.54,0.0,2.0,7075.0,7.014,-4998.737,1250.0,4998.737,0.0,3.999,8767.281,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-26,40.17,-4995.62,121.951,4995.62,0.0,40.964,4898.78,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,7.143,-4998.737,1250.0,4998.737,0.0,3.999,8928.84,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-27,39.83,-4995.62,121.951,4995.62,0.0,40.964,4857.317,2.73,-4999.54,2500.0,4999.54,0.0,2.0,6825.0,6.85,-4998.737,1250.0,4998.737,0.0,3.999,8562.638,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-02-28,39.33,-4995.62,121.951,4995.62,0.0,40.964,4796.342,2.66,-4999.54,2500.0,4999.54,0.0,2.0,6650.0,6.833,-4998.737,1250.0,4998.737,0.0,3.999,8541.097,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-01,39.04,-4995.62,121.951,4995.62,0.0,40.964,4760.976,2.72,-4999.54,2500.0,4999.54,0.0,2.0,6800.0,8.048,-4998.737,1250.0,4998.737,0.0,3.999,10059.754,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-04,37.93,-4995.62,121.951,4995.62,0.0,40.964,4625.61,2.63,-4999.54,2500.0,4999.54,0.0,2.0,6575.0,7.979,-4998.737,1250.0,4998.737,0.0,3.999,9973.589,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-05,37.99,-4995.62,121.951,4995.62,0.0,40.964,4632.927,2.79,-4999.54,2500.0,4999.54,0.0,2.0,6975.0,8.22,-4998.737,1250.0,4998.737,0.0,3.999,10275.166,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-06,37.66,-4995.62,121.951,4995.62,0.0,40.964,4592.683,2.84,-4999.54,2500.0,4999.54,0.0,2.0,7100.0,7.97,-4998.737,1250.0,4998.737,0.0,3.999,9962.819,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-07,37.46,-4995.62,121.951,4995.62,0.0,40.964,4568.293,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-08,36.97,-4995.62,121.951,4995.62,0.0,40.964,4508.537,2.87,-4999.54,2500.0,4999.54,0.0,2.0,7175.0,9.271,-4998.737,1250.0,4998.737,0.0,3.999,11589.181,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-11,37.76,-4995.62,121.951,4995.62,0.0,40.964,4604.878,2.89,-4999.54,2500.0,4999.54,0.0,2.0,7225.0,8.66,-4998.737,1250.0,4998.737,0.0,3.999,10824.468,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-12,37.72,-4995.62,121.951,4995.62,0.0,40.964,4600.0,2.95,-4999.54,2500.0,4999.54,0.0,2.0,7375.0,8.599,-4998.737,1250.0,4998.737,0.0,3.999,10749.073,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-13,37.52,-4995.62,121.951,4995.62,0.0,40.964,4575.61,3.04,-4999.54,2500.0,4999.54,0.0,2.0,7600.0,8.28,-4998.737,1250.0,4998.737,0.0,3.999,10350.56,9.0,-4998.0,833.333,4998.0,0.0,5.998,7500.0
2019-03-14,37.64,-4995.62,121.951,4995.62,0.0,40.964,4590.244,3.06,-4999.54,2500.0,4999.54,0.0,2.0,7650.0,7.832,-4998.737,1250.0,4998.737,0.0,3.999,9790.488,8.2,-4998.0,833.333,4998.0,0.0,5.998,6833.333
2019-03-15,38.8,-4995.62,121.951,4995.62,0.0,40.964,4731.707,2.9,-4999.54,2500.0,4999.54,0.0,2.0,7250.0,7.901,-4998.737,1250.0,4998.737,0.0,3.999,9876.654,8.95,-4998.0,833.333,4998.0,0.0,5.998,7458.333
2019-03-18,38.8,-4995.62,121.951,4995.62,0.0,40.964,4731.707,3.02,-4999.54,2500.0,4999.54,0.0,2.0,7550.0,8.479,-4998.737,1250.0,4998.737,0.0,3.999,10598.285,8.95,-4998.0,833.333,4998.0,0.0,5.998,7458.333
2019-03-19,38.26,-4995.62,121.951,4995.62,0.0,40.964,4665.853,3.11,-4999.54,2500.0,4999.54,0.0,2.0,7775.0,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-03-20,37.93,-4995.62,121.951,4995.62,0.0,40.964,4625.61,3.21,-4999.54,2500.0,4999.54,0.0,2.0,8025.0,9.478,-4998.737,1250.0,4998.737,0.0,3.999,11847.676,8.8,-4998.0,833.333,4998.0,0.0,5.998,7333.333
2019-03-21,37.79,-4995.62,121.951,4995.62,0.0,40.964,4608.537,3.16,-4999.54,2500.0,4999.54,0.0,2.0,7900.0,10.012,-4998.737,1250.0,4998.737,0.0,3.999,12515.454,8.8,-4998.0,833.333,4998.0,0.0,5.998,7333.333
2019-03-22,36.34,-4995.62,121.951,4995.62,0.0,40.964,4431.707,3.04,-4999.54,2500.0,4999.54,0.0,2.0,7600.0,9.426,-4998.737,1250.0,4998.737,0.0,3.999,11783.051,8.88,-4998.0,833.333,4998.0,0.0,5.998,7400.0
2019-03-25,36.4,-4995.62,121.951,4995.62,0.0,40.964,4439.025,3.02,-4999.54,2500.0,4999.54,0.0,2.0,7550.0,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687,8.9,-4998.0,833.333,4998.0,0.0,5.998,7416.666
2019-03-26,36.38,-4995.62,121.951,4995.62,0.0,40.964,4436.585,3.06,-4999.54,2500.0,4999.54,0.0,2.0,7650.0,9.392,-4998.737,1250.0,4998.737,0.0,3.999,11739.969,8.9,-4998.0,833.333,4998.0,0.0,5.998,7416.666
2019-03-27,36.44,-4995.62,121.951,4995.62,0.0,40.964,4443.902,2.99,-4999.54,2500.0,4999.54,0.0,2.0,7475.0,9.616,-4998.737,1250.0,4998.737,0.0,3.999,12020.005,8.9,-4998.0,833.333,4998.0,0.0,5.998,7416.666
2019-03-28,36.15,-4995.62,121.951,4995.62,0.0,40.964,4408.537,3.2,-4999.54,2500.0,4999.54,0.0,2.0,8000.0,9.289,-4998.737,1250.0,4998.737,0.0,3.999,11610.723,8.9,-4998.0,833.333,4998.0,0.0,5.998,7416.666
2019-03-29,37.06,-4995.62,121.951,4995.62,0.0,40.964,4519.512,3.54,-4999.54,2500.0,4999.54,0.0,2.0,8850.0,9.495,-4998.737,1250.0,4998.737,0.0,3.999,11869.217,8.9,-4998.0,833.333,4998.0,0.0,5.998,7416.666
2019-04-01,39.08,-4995.62,121.951,4995.62,0.0,40.964,4765.854,4.06,-4999.54,2500.0,4999.54,0.0,2.0,10150.0,9.711,-4998.737,1250.0,4998.737,0.0,3.999,12138.484,8.95,-4998.0,833.333,4998.0,0.0,5.998,7458.333
2019-04-02,39.22,-4995.62,121.951,4995.62,0.0,40.964,4782.927,4.35,-4999.54,2500.0,4999.54,0.0,2.0,10875.0,9.383,-4998.737,1250.0,4998.737,0.0,3.999,11729.2,7.9,-4998.0,833.333,4998.0,0.0,5.998,6583.333
2019-04-03,39.62,-4995.62,121.951,4995.62,0.0,40.964,4831.707,4.62,-4999.54,2500.0,4999.54,0.0,2.0,11550.0,9.444,-4998.737,1250.0,4998.737,0.0,3.999,11804.594,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-04-04,40.0,-4995.62,121.951,4995.62,0.0,40.964,4878.049,4.53,-4999.54,2500.0,4999.54,0.0,2.0,11325.001,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-04-05,39.94,-4995.62,121.951,4995.62,0.0,40.964,4870.732,5.5,-4999.54,2500.0,4999.54,0.0,2.0,13750.0,8.634,-4998.737,1250.0,4998.737,0.0,3.999,10792.156,8.16,-4998.0,833.333,4998.0,0.0,5.998,6800.0
2019-04-08,39.54,-4995.62,121.951,4995.62,0.0,40.964,4821.951,6.15,-4999.54,2500.0,4999.54,0.0,2.0,15375.0,8.427,-4998.737,1250.0,4998.737,0.0,3.999,10533.661,8.3,-4998.0,833.333,4998.0,0.0,5.998,6916.667
2019-04-09,39.39,-4995.62,121.951,4995.62,0.0,40.964,4803.658,6.27,-4999.54,2500.0,4999.54,0.0,2.0,15675.0,8.143,-4998.737,1250.0,4998.737,0.0,3.999,10178.231,8.08,-4998.0,833.333,4998.0,0.0,5.998,6733.333
2019-04-10,39.72,-4995.62,121.951,4995.62,0.0,40.964,4843.903,5.88,-4999.54,2500.0,4999.54,0.0,2.0,14700.0,8.255,-4998.737,1250.0,4998.737,0.0,3.999,10318.248,7.9,-4998.0,833.333,4998.0,0.0,5.998,6583.333
2019-04-11,39.71,-4995.62,121.951,4995.62,0.0,40.964,4842.683,5.65,-4999.54,2500.0,4999.54,0.0,2.0,14125.0,8.151,-4998.737,1250.0,4998.737,0.0,3.999,10189.002,8.7,-4998.0,833.333,4998.0,0.0,5.998,7250.0
2019-04-12,40.32,-4995.62,121.951,4995.62,0.0,40.964,4917.073,5.74,-4999.54,2500.0,4999.54,0.0,2.0,14349.999,7.867,-4998.737,1250.0,4998.737,0.0,3.999,9833.571,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-04-15,40.49,-4995.62,121.951,4995.62,0.0,40.964,4937.805,5.35,-4999.54,2500.0,4999.54,0.0,2.0,13375.0,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,8.65,-4998.0,833.333,4998.0,0.0,5.998,7208.333
2019-04-16,40.9,-4995.62,121.951,4995.62,0.0,40.964,4987.805,5.95,-4999.54,2500.0,4999.54,0.0,2.0,14875.0,7.591,-4998.737,1250.0,4998.737,0.0,3.999,9488.912,8.55,-4998.0,833.333,4998.0,0.0,5.998,7125.0
2019-04-17,40.89,-4995.62,121.951,4995.62,0.0,40.964,4986.585,5.78,-4999.54,2500.0,4999.54,0.0,2.0,14450.001,7.462,-4998.737,1250.0,4998.737,0.0,3.999,9327.352,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-04-18,40.57,-4995.62,121.951,4995.62,0.0,40.964,4947.561,5.95,-4999.54,2500.0,4999.54,0.0,2.0,14875.0,7.496,-4998.737,1250.0,4998.737,0.0,3.999,9370.434,8.7,-4998.0,833.333,4998.0,0.0,5.998,7250.0
2019-04-22,39.84,-4995.62,121.951,4995.62,0.0,40.964,4858.537,6.15,-4999.54,2500.0,4999.54,0.0,2.0,15375.0,7.858,-4998.737,1250.0,4998.737,0.0,3.999,9822.8,8.62,-4998.0,833.333,4998.0,0.0,5.998,7183.333
2019-04-23,40.47,-4995.62,121.951,4995.62,0.0,40.964,4935.366,6.6,-4999.54,2500.0,4999.54,0.0,2.0,16500.0,8.108,-4998.737,1250.0,4998.737,0.0,3.999,10135.148,9.1,-4998.0,833.333,4998.0,0.0,5.998,7583.334
2019-04-24,38.68,-4995.62,121.951,4995.62,0.0,40.964,4717.073,6.7,-4999.54,2500.0,4999.54,0.0,2.0,16750.0,7.919,-4998.737,1250.0,4998.737,0.0,3.999,9898.194,9.29,-4998.0,833.333,4998.0,0.0,5.998,7741.667
2019-04-25,39.01,-4995.62,121.951,4995.62,0.0,40.964,4757.317,6.96,-4999.54,2500.0,4999.54,0.0,2.0,17400.0,8.186,-4998.737,1250.0,4998.737,0.0,3.999,10232.084,9.26,-4998.0,833.333,4998.0,0.0,5.998,7716.667
2019-04-26,39.33,-4995.62,121.951,4995.62,0.0,40.964,4796.342,6.68,-4999.54,2500.0,4999.54,0.0,2.0,16700.0,8.186,-4998.737,1250.0,4998.737,0.0,3.999,10232.084,9.29,-4998.0,833.333,4998.0,0.0,5.998,7741.667
2019-04-29,40.22,-4995.62,121.951,4995.62,0.0,40.964,4904.878,6.8,-4999.54,2500.0,4999.54,0.0,2.0,17000.0,8.125,-4998.737,1250.0,4998.737,0.0,3.999,10156.69,9.3,-4998.0,833.333,4998.0,0.0,5.998,7750.0
2019-04-30,39.53,-4995.62,121.951,4995.62,0.0,40.964,4820.732,6.38,-4999.54,2500.0,4999.54,0.0,2.0,15950.0,7.677,-4998.737,1250.0,4998.737,0.0,3.999,9596.617,9.28,-4998.0,833.333,4998.0,0.0,5.998,7733.333
2019-05-01,39.27,-4995.62,121.951,4995.62,0.0,40.964,4789.024,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,7.539,-4998.737,1250.0,4998.737,0.0,3.999,9424.288,9.29,-4998.0,833.333,4998.0,0.0,5.998,7741.667
2019-05-02,39.95,-4995.62,121.951,4995.62,0.0,40.964,4871.951,6.63,-4999.54,2500.0,4999.54,0.0,2.0,16575.0,7.936,-4998.737,1250.0,4998.737,0.0,3.999,9919.736,9.29,-4998.0,833.333,4998.0,0.0,5.998,7741.667
2019-05-03,40.06,-4995.62,121.951,4995.62,0.0,40.964,4885.366,6.71,-4999.54,2500.0,4999.54,0.0,2.0,16775.0,7.927,-4998.737,1250.0,4998.737,0.0,3.999,9908.965,9.32,-4998.0,833.333,4998.0,0.0,5.998,7766.666
2019-05-06,39.77,-4995.62,121.951,4995.62,0.0,40.964,4850.0,6.86,-4999.54,2500.0,4999.54,0.0,2.0,17150.0,7.919,-4998.737,1250.0,4998.737,0.0,3.999,9898.194,9.33,-4998.0,833.333,4998.0,0.0,5.998,7775.0
2019-05-07,39.31,-4995.62,121.951,4995.62,0.0,40.964,4793.903,7.15,-4999.54,2500.0,4999.54,0.0,2.0,17875.0,7.884,-4998.737,1250.0,4998.737,0.0,3.999,9855.112,9.5,-4998.0,833.333,4998.0,0.0,5.998,7916.667
2019-05-08,39.59,-4995.62,121.951,4995.62,0.0,40.964,4828.049,7.93,-4999.54,2500.0,4999.54,0.0,2.0,19825.0,8.186,-4998.737,1250.0,4998.737,0.0,3.999,10232.084,9.48,-4998.0,833.333,4998.0,0.0,5.998,7900.0
2019-05-09,39.3,-4995.62,121.951,4995.62,0.0,40.964,4792.683,7.93,-4999.54,2500.0,4999.54,0.0,2.0,19825.0,8.039,-4998.737,1250.0,4998.737,0.0,3.999,10048.983,9.43,-4998.0,833.333,4998.0,0.0,5.998,7858.334
2019-05-10,39.53,-4995.62,121.951,4995.62,0.0,40.964,4820.732,8.09,-4999.54,2500.0,4999.54,0.0,2.0,20225.0,8.453,-4998.737,1250.0,4998.737,0.0,3.999,10565.974,9.41,-4998.0,833.333,4998.0,0.0,5.998,7841.667
2019-05-13,38.33,-4995.62,121.951,4995.62,0.0,40.964,4674.39,7.61,-4999.54,2500.0,4999.54,0.0,2.0,19025.0,8.082,-4998.737,1250.0,4998.737,0.0,3.999,10102.836,9.34,-4998.0,833.333,4998.0,0.0,5.998,7783.333
2019-05-14,38.67,-4995.62,121.951,4995.62,0.0,40.964,4715.853,7.49,-4999.54,2500.0,4999.54,0.0,2.0,18724.999,7.97,-4998.737,1250.0,4998.737,0.0,3.999,9962.819,9.35,-4998.0,833.333,4998.0,0.0,5.998,7791.667
2019-05-15,38.5,-4995.62,121.951,4995.62,0.0,40.964,4695.122,7.31,-4999.54,2500.0,4999.54,0.0,2.0,18275.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,9.3,-4998.0,833.333,4998.0,0.0,5.998,7750.0
2019-05-16,38.94,-4995.62,121.951,4995.62,0.0,40.964,4748.78,5.94,-4999.54,2500.0,4999.54,0.0,2.0,14850.0,7.962,-4998.737,1250.0,4998.737,0.0,3.999,9952.047,9.33,-4998.0,833.333,4998.0,0.0,5.998,7775.0
2019-05-17,38.53,-4995.62,121.951,4995.62,0.0,40.964,4698.78,5.46,-4999.54,2500.0,4999.54,0.0,2.0,13650.0,7.824,-4998.737,1250.0,4998.737,0.0,3.999,9779.718,9.3,-4998.0,833.333,4998.0,0.0,5.998,7750.0
2019-05-20,38.7,-4995.62,121.951,4995.62,0.0,40.964,4719.512,5.25,-4999.54,2500.0,4999.54,0.0,2.0,13125.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,9.3,-4998.0,833.333,4998.0,0.0,5.998,7750.0
2019-05-21,39.11,-4995.62,121.951,4995.62,0.0,40.964,4769.512,5.02,-4999.54,2500.0,4999.54,0.0,2.0,12550.0,7.919,-4998.737,1250.0,4998.737,0.0,3.999,9898.194,9.3,-4998.0,833.333,4998.0,0.0,5.998,7750.0
