date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-05-22,38.61,-4995.62,121.951,4995.62,0.0,40.964,4708.537,4.9,-4999.54,2500.0,4999.54,0.0,2.0,12250.0,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,9.32,-4998.0,833.333,4998.0,0.0,5.998,7766.666
2019-05-23,38.31,-4995.62,121.951,4995.62,0.0,40.964,4671.951,4.59,-4999.54,2500.0,4999.54,0.0,2.0,11475.0,7.686,-4998.737,1250.0,4998.737,0.0,3.999,9607.388,9.3,-4998.0,833.333,4998.0,0.0,5.998,7750.0
2019-05-24,38.74,-4995.62,121.951,4995.62,0.0,40.964,4724.39,4.74,-4999.54,2500.0,4999.54,0.0,2.0,11849.999,7.763,-4998.737,1250.0,4998.737,0.0,3.999,9704.324,9.1,-4998.0,833.333,4998.0,0.0,5.998,7583.334
2019-05-28,38.49,-4995.62,121.951,4995.62,0.0,40.964,4693.903,4.49,-4999.54,2500.0,4999.54,0.0,2.0,11224.999,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,9.2,-4998.0,833.333,4998.0,0.0,5.998,7666.667
2019-05-29,37.97,-4995.62,121.951,4995.62,0.0,40.964,4630.488,4.5,-4999.54,2500.0,4999.54,0.0,2.0,11250.0,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,9.25,-4998.0,833.333,4998.0,0.0,5.998,7708.333
2019-05-30,37.44,-4995.62,121.951,4995.62,0.0,40.964,4565.853,4.35,-4999.54,2500.0,4999.54,0.0,2.0,10875.0,7.824,-4998.737,1250.0,4998.737,0.0,3.999,9779.718,9.25,-4998.0,833.333,4998.0,0.0,5.998,7708.333
2019-05-31,36.92,-4995.62,121.951,4995.62,0.0,40.964,4502.439,4.02,-4999.54,2500.0,4999.54,0.0,2.0,10050.0,6.204,-4998.737,1250.0,4998.737,0.0,3.999,7754.842,9.1,-4998.0,833.333,4998.0,0.0,5.998,7583.334
2019-06-03,37.64,-4995.62,121.951,4995.62,0.0,40.964,4590.244,3.77,-4999.54,2500.0,4999.54,0.0,2.0,9425.0,6.497,-4998.737,1250.0,4998.737,0.0,3.999,8121.043,9.5,-4998.0,833.333,4998.0,0.0,5.998,7916.667
2019-06-04,38.63,-4995.62,121.951,4995.62,0.0,40.964,4710.976,4.76,-4999.54,2500.0,4999.54,0.0,2.0,11900.001,6.135,-4998.737,1250.0,4998.737,0.0,3.999,7668.678,9.4,-4998.0,833.333,4998.0,0.0,5.998,7833.333
2019-06-05,37.82,-4995.62,121.951,4995.62,0.0,40.964,4612.195,4.42,-4999.54,2500.0,4999.54,0.0,2.0,11050.0,6.126,-4998.737,1250.0,4998.737,0.0,3.999,7657.907,0.94,-4998.0,833.333,4998.0,0.0,5.998,783.333
2019-06-06,37.81,-4995.62,121.951,4995.62,0.0,40.964,4610.976,4.5,-4999.54,2500.0,4999.54,0.0,2.0,11250.0,6.583,-4998.737,1250.0,4998.737,0.0,3.999,8228.749,9.8,-4998.0,833.333,4998.0,0.0,5.998,8166.667
2019-06-07,37.79,-4995.62,121.951,4995.62,0.0,40.964,4608.537,4.69,-4999.54,2500.0,4999.54,0.0,2.0,11725.0,6.721,-4998.737,1250.0,4998.737,0.0,3.999,8401.079,9.85,-4998.0,833.333,4998.0,0.0,5.998,8208.334
2019-06-10,37.71,-4995.62,121.951,4995.62,0.0,40.964,4598.78,5.72,-4999.54,2500.0,4999.54,0.0,2.0,14299.999,6.195,-4998.737,1250.0,4998.737,0.0,3.999,7744.072,9.85,-4998.0,833.333,4998.0,0.0,5.998,8208.334
2019-06-11,38.0,-4995.62,121.951,4995.62,0.0,40.964,4634.146,5.31,-4999.54,2500.0,4999.54,0.0,2.0,13275.0,6.118,-4998.737,1250.0,4998.737,0.0,3.999,7647.136,9.85,-4998.0,833.333,4998.0,0.0,5.998,8208.334
2019-06-12,38.04,-4995.62,121.951,4995.62,0.0,40.964,4639.025,5.0,-4999.54,2500.0,4999.54,0.0,2.0,12500.0,6.144,-4998.737,1250.0,4998.737,0.0,3.999,7679.448,9.9,-4998.0,833.333,4998.0,0.0,5.998,8250.0
2019-06-13,37.68,-4995.62,121.951,4995.62,0.0,40.964,4595.122,5.99,-4999.54,2500.0,4999.54,0.0,2.0,14974.999,6.023,-4998.737,1250.0,4998.737,0.0,3.999,7528.659,9.95,-4998.0,833.333,4998.0,0.0,5.998,8291.667
2019-06-14,37.19,-4995.62,121.951,4995.62,0.0,40.964,4535.366,5.82,-4999.54,2500.0,4999.54,0.0,2.0,14550.0,6.161,-4998.737,1250.0,4998.737,0.0,3.999,7700.989,9.91,-4998.0,833.333,4998.0,0.0,5.998,8258.333
2019-06-17,37.28,-4995.62,121.951,4995.62,0.0,40.964,4546.341,6.12,-4999.54,2500.0,4999.54,0.0,2.0,15300.0,6.273,-4998.737,1250.0,4998.737,0.0,3.999,7841.008,10.0,-4998.0,833.333,4998.0,0.0,5.998,8333.333
2019-06-18,38.34,-4995.62,121.951,4995.62,0.0,40.964,4675.61,6.44,-4999.54,2500.0,4999.54,0.0,2.0,16100.0,6.6,-4998.737,1250.0,4998.737,0.0,3.999,8250.291,10.0,-4998.0,833.333,4998.0,0.0,5.998,8333.333
2019-06-19,38.77,-4995.62,121.951,4995.62,0.0,40.964,4728.049,6.58,-4999.54,2500.0,4999.54,0.0,2.0,16450.0,6.376,-4998.737,1250.0,4998.737,0.0,3.999,7970.255,10.0,-4998.0,833.333,4998.0,0.0,5.998,8333.333
2019-06-20,39.15,-4995.62,121.951,4995.62,0.0,40.964,4774.39,7.54,-4999.54,2500.0,4999.54,0.0,2.0,18850.0,6.325,-4998.737,1250.0,4998.737,0.0,3.999,7905.631,10.0,-4998.0,833.333,4998.0,0.0,5.998,8333.333
2019-06-21,38.6,-4995.62,121.951,4995.62,0.0,40.964,4707.317,8.03,-4999.54,2500.0,4999.54,0.0,2.0,20074.999,6.497,-4998.737,1250.0,4998.737,0.0,3.999,8121.043,9.95,-4998.0,833.333,4998.0,0.0,5.998,8291.667
2019-06-24,38.68,-4995.62,121.951,4995.62,0.0,40.964,4717.073,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,6.333,-4998.737,1250.0,4998.737,0.0,3.999,7916.402,10.0,-4998.0,833.333,4998.0,0.0,5.998,8333.333
2019-06-25,38.57,-4995.62,121.951,4995.62,0.0,40.964,4703.658,7.19,-4999.54,2500.0,4999.54,0.0,2.0,17975.0,6.462,-4998.737,1250.0,4998.737,0.0,3.999,8077.961,10.05,-4998.0,833.333,4998.0,0.0,5.998,8375.0
2019-06-26,39.33,-4995.62,121.951,4995.62,0.0,40.964,4796.342,7.44,-4999.54,2500.0,4999.54,0.0,2.0,18600.0,6.281,-4998.737,1250.0,4998.737,0.0,3.999,7851.778,10.1,-4998.0,833.333,4998.0,0.0,5.998,8416.667
2019-06-27,39.49,-4995.62,121.951,4995.62,0.0,40.964,4815.854,7.85,-4999.54,2500.0,4999.54,0.0,2.0,19625.0,6.419,-4998.737,1250.0,4998.737,0.0,3.999,8024.108,10.15,-4998.0,833.333,4998.0,0.0,5.998,8458.333
2019-06-28,39.48,-4995.62,121.951,4995.62,0.0,40.964,4814.634,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,6.531,-4998.737,1250.0,4998.737,0.0,3.999,8164.126,11.85,-4998.0,833.333,4998.0,0.0,5.998,9875.0
2019-07-01,39.87,-4995.62,121.951,4995.62,0.0,40.964,4862.195,8.76,-4999.54,2500.0,4999.54,0.0,2.0,21900.001,6.505,-4998.737,1250.0,4998.737,0.0,3.999,8131.814,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-07-02,39.45,-4995.62,121.951,4995.62,0.0,40.964,4810.976,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.35,-4998.737,1250.0,4998.737,0.0,3.999,7937.943,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-07-03,38.68,-4995.62,121.951,4995.62,0.0,40.964,4717.073,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,6.928,-4998.737,1250.0,4998.737,0.0,3.999,8659.574,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-07-05,37.62,-4995.62,121.951,4995.62,0.0,40.964,4587.805,8.42,-4999.54,2500.0,4999.54,0.0,2.0,21050.0,6.695,-4998.737,1250.0,4998.737,0.0,3.999,8368.767,12.2,-4998.0,833.333,4998.0,0.0,5.998,10166.667
2019-07-08,37.08,-4995.62,121.951,4995.62,0.0,40.964,4521.951,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,6.669,-4998.737,1250.0,4998.737,0.0,3.999,8336.455,12.25,-4998.0,833.333,4998.0,0.0,5.998,10208.333
2019-07-09,36.77,-4995.62,121.951,4995.62,0.0,40.964,4484.146,8.28,-4999.54,2500.0,4999.54,0.0,2.0,20699.999,6.747,-4998.737,1250.0,4998.737,0.0,3.999,8433.391,12.25,-4998.0,833.333,4998.0,0.0,5.998,10208.333
2019-07-10,36.8,-4995.62,121.951,4995.62,0.0,40.964,4487.805,8.1,-4999.54,2500.0,4999.54,0.0,2.0,20250.001,6.686,-4998.737,1250.0,4998.737,0.0,3.999,8357.997,12.24,-4998.0,833.333,4998.0,0.0,5.998,10200.0
2019-07-11,36.84,-4995.62,121.951,4995.62,0.0,40.964,4492.683,7.56,-4999.54,2500.0,4999.54,0.0,2.0,18900.0,6.686,-4998.737,1250.0,4998.737,0.0,3.999,8357.997,12.25,-4998.0,833.333,4998.0,0.0,5.998,10208.333
2019-07-12,37.26,-4995.62,121.951,4995.62,0.0,40.964,4543.902,6.0,-4999.54,2500.0,4999.54,0.0,2.0,15000.0,6.281,-4998.737,1250.0,4998.737,0.0,3.999,7851.778,12.25,-4998.0,833.333,4998.0,0.0,5.998,10208.333
2019-07-15,37.73,-4995.62,121.951,4995.62,0.0,40.964,4601.219,6.84,-4999.54,2500.0,4999.54,0.0,2.0,17100.0,6.195,-4998.737,1250.0,4998.737,0.0,3.999,7744.072,12.26,-4998.0,833.333,4998.0,0.0,5.998,10216.667
2019-07-16,37.64,-4995.62,121.951,4995.62,0.0,40.964,4590.244,6.54,-4999.54,2500.0,4999.54,0.0,2.0,16350.0,6.169,-4998.737,1250.0,4998.737,0.0,3.999,7711.76,12.26,-4998.0,833.333,4998.0,0.0,5.998,10216.667
2019-07-17,37.57,-4995.62,121.951,4995.62,0.0,40.964,4581.707,6.36,-4999.54,2500.0,4999.54,0.0,2.0,15900.0,6.221,-4998.737,1250.0,4998.737,0.0,3.999,7776.383,12.27,-4998.0,833.333,4998.0,0.0,5.998,10225.0
2019-07-18,37.97,-4995.62,121.951,4995.62,0.0,40.964,4630.488,6.29,-4999.54,2500.0,4999.54,0.0,2.0,15725.0,6.195,-4998.737,1250.0,4998.737,0.0,3.999,7744.072,12.28,-4998.0,833.333,4998.0,0.0,5.998,10233.333
2019-07-19,38.21,-4995.62,121.951,4995.62,0.0,40.964,4659.756,6.57,-4999.54,2500.0,4999.54,0.0,2.0,16425.0,6.152,-4998.737,1250.0,4998.737,0.0,3.999,7690.219,12.28,-4998.0,833.333,4998.0,0.0,5.998,10233.333
2019-07-22,38.42,-4995.62,121.951,4995.62,0.0,40.964,4685.366,6.2,-4999.54,2500.0,4999.54,0.0,2.0,15500.0,6.221,-4998.737,1250.0,4998.737,0.0,3.999,7776.383,12.28,-4998.0,833.333,4998.0,0.0,5.998,10233.333
2019-07-23,39.07,-4995.62,121.951,4995.62,0.0,40.964,4764.634,6.17,-4999.54,2500.0,4999.54,0.0,2.0,15425.0,6.109,-4998.737,1250.0,4998.737,0.0,3.999,7636.366,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-07-24,38.68,-4995.62,121.951,4995.62,0.0,40.964,4717.073,6.35,-4999.54,2500.0,4999.54,0.0,2.0,15875.0,5.911,-4998.737,1250.0,4998.737,0.0,3.999,7388.642,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-07-25,36.77,-4995.62,121.951,4995.62,0.0,40.964,4484.146,6.46,-4999.54,2500.0,4999.54,0.0,2.0,16150.0,6.247,-4998.737,1250.0,4998.737,0.0,3.999,7808.695,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-07-26,36.94,-4995.62,121.951,4995.62,0.0,40.964,4504.878,7.1,-4999.54,2500.0,4999.54,0.0,2.0,17750.0,6.083,-4998.737,1250.0,4998.737,0.0,3.999,7604.054,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-07-29,36.72,-4995.62,121.951,4995.62,0.0,40.964,4478.049,7.73,-4999.54,2500.0,4999.54,0.0,2.0,19325.0,5.971,-4998.737,1250.0,4998.737,0.0,3.999,7464.036,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-07-30,36.24,-4995.62,121.951,4995.62,0.0,40.964,4419.512,7.8,-4999.54,2500.0,4999.54,0.0,2.0,19500.0,5.997,-4998.737,1250.0,4998.737,0.0,3.999,7496.347,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-07-31,36.17,-4995.62,121.951,4995.62,0.0,40.964,4410.975,7.29,-4999.54,2500.0,4999.54,0.0,2.0,18225.0,6.066,-4998.737,1250.0,4998.737,0.0,3.999,7582.512,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-08-01,35.66,-4995.62,121.951,4995.62,0.0,40.964,4348.78,7.57,-4999.54,2500.0,4999.54,0.0,2.0,18925.0,6.273,-4998.737,1250.0,4998.737,0.0,3.999,7841.008,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-08-02,34.18,-4995.62,121.951,4995.62,0.0,40.964,4168.293,7.48,-4999.54,2500.0,4999.54,0.0,2.0,18700.0,6.29,-4998.737,1250.0,4998.737,0.0,3.999,7862.549,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-08-05,32.94,-4995.62,121.951,4995.62,0.0,40.964,4017.073,7.26,-4999.54,2500.0,4999.54,0.0,2.0,18150.001,5.954,-4998.737,1250.0,4998.737,0.0,3.999,7442.495,12.3,-4998.0,833.333,4998.0,0.0,5.998,10250.0
2019-08-06,33.12,-4995.62,121.951,4995.62,0.0,40.964,4039.024,7.64,-4999.54,2500.0,4999.54,0.0,2.0,19100.0,5.997,-4998.737,1250.0,4998.737,0.0,3.999,7496.347,12.15,-4998.0,833.333,4998.0,0.0,5.998,10125.0
2019-08-07,32.65,-4995.62,121.951,4995.62,0.0,40.964,3981.708,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.092,-4998.737,1250.0,4998.737,0.0,3.999,7614.825,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-08,32.65,-4995.62,121.951,4995.62,0.0,40.964,3981.708,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,6.221,-4998.737,1250.0,4998.737,0.0,3.999,7776.383,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-09,32.05,-4995.62,121.951,4995.62,0.0,40.964,3908.536,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,6.109,-4998.737,1250.0,4998.737,0.0,3.999,7636.366,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-12,31.6,-4995.62,121.951,4995.62,0.0,40.964,3853.659,8.06,-4999.54,2500.0,4999.54,0.0,2.0,20150.001,6.178,-4998.737,1250.0,4998.737,0.0,3.999,7722.53,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-13,31.83,-4995.62,121.951,4995.62,0.0,40.964,3881.707,8.75,-4999.54,2500.0,4999.54,0.0,2.0,21875.0,6.376,-4998.737,1250.0,4998.737,0.0,3.999,7970.255,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-08-14,30.83,-4995.62,121.951,4995.62,0.0,40.964,3759.756,8.44,-4999.54,2500.0,4999.54,0.0,2.0,21099.999,6.661,-4998.737,1250.0,4998.737,0.0,3.999,8325.685,12.36,-4998.0,833.333,4998.0,0.0,5.998,10300.0
2019-08-15,31.24,-4995.62,121.951,4995.62,0.0,40.964,3809.756,8.39,-4999.54,2500.0,4999.54,0.0,2.0,20975.001,6.686,-4998.737,1250.0,4998.737,0.0,3.999,8357.997,12.38,-4998.0,833.333,4998.0,0.0,5.998,10316.667
2019-08-16,32.03,-4995.62,121.951,4995.62,0.0,40.964,3906.097,8.15,-4999.54,2500.0,4999.54,0.0,2.0,20374.999,7.022,-4998.737,1250.0,4998.737,0.0,3.999,8778.051,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-08-19,32.18,-4995.62,121.951,4995.62,0.0,40.964,3924.39,8.67,-4999.54,2500.0,4999.54,0.0,2.0,21675.0,7.427,-4998.737,1250.0,4998.737,0.0,3.999,9284.27,12.38,-4998.0,833.333,4998.0,0.0,5.998,10316.667
2019-08-20,32.32,-4995.62,121.951,4995.62,0.0,40.964,3941.463,8.58,-4999.54,2500.0,4999.54,0.0,2.0,21450.0,6.971,-4998.737,1250.0,4998.737,0.0,3.999,8713.427,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-08-21,32.68,-4995.62,121.951,4995.62,0.0,40.964,3985.366,8.43,-4999.54,2500.0,4999.54,0.0,2.0,21075.001,7.091,-4998.737,1250.0,4998.737,0.0,3.999,8864.215,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-08-22,32.2,-4995.62,121.951,4995.62,0.0,40.964,3926.829,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.41,-4998.737,1250.0,4998.737,0.0,3.999,9262.729,12.4,-4998.0,833.333,4998.0,0.0,5.998,10333.333
2019-08-23,31.3,-4995.62,121.951,4995.62,0.0,40.964,3817.073,7.86,-4999.54,2500.0,4999.54,0.0,2.0,19650.0,7.083,-4998.737,1250.0,4998.737,0.0,3.999,8853.446,12.42,-4998.0,833.333,4998.0,0.0,5.998,10350.0
2019-08-26,31.89,-4995.62,121.951,4995.62,0.0,40.964,3889.024,7.7,-4999.54,2500.0,4999.54,0.0,2.0,19250.0,6.936,-4998.737,1250.0,4998.737,0.0,3.999,8670.345,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-27,31.84,-4995.62,121.951,4995.62,0.0,40.964,3882.927,6.98,-4999.54,2500.0,4999.54,0.0,2.0,17450.0,6.885,-4998.737,1250.0,4998.737,0.0,3.999,8605.72,12.34,-4998.0,833.333,4998.0,0.0,5.998,10283.333
2019-08-28,31.76,-4995.62,121.951,4995.62,0.0,40.964,3873.171,7.34,-4999.54,2500.0,4999.54,0.0,2.0,18350.0,6.893,-4998.737,1250.0,4998.737,0.0,3.999,8616.492,12.32,-4998.0,833.333,4998.0,0.0,5.998,10266.666
2019-08-29,32.18,-4995.62,121.951,4995.62,0.0,40.964,3924.39,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,6.997,-4998.737,1250.0,4998.737,0.0,3.999,8745.739,12.0,-4998.0,833.333,4998.0,0.0,5.998,10000.0
2019-08-30,32.51,-4995.62,121.951,4995.62,0.0,40.964,3964.634,7.17,-4999.54,2500.0,4999.54,0.0,2.0,17925.0,7.195,-4998.737,1250.0,4998.737,0.0,3.999,8993.464,11.8,-4998.0,833.333,4998.0,0.0,5.998,9833.333
2019-09-03,32.28,-4995.62,121.951,4995.62,0.0,40.964,3936.585,7.16,-4999.54,2500.0,4999.54,0.0,2.0,17900.0,7.324,-4998.737,1250.0,4998.737,0.0,3.999,9155.023,12.0,-4998.0,833.333,4998.0,0.0,5.998,10000.0
2019-09-04,33.26,-4995.62,121.951,4995.62,0.0,40.964,4056.097,7.24,-4999.54,2500.0,4999.54,0.0,2.0,18099.999,7.307,-4998.737,1250.0,4998.737,0.0,3.999,9133.481,12.02,-4998.0,833.333,4998.0,0.0,5.998,10016.667
2019-09-05,33.13,-4995.62,121.951,4995.62,0.0,40.964,4040.244,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.402,-4998.737,1250.0,4998.737,0.0,3.999,9251.958,12.5,-4998.0,833.333,4998.0,0.0,5.998,10416.667
2019-09-06,33.78,-4995.62,121.951,4995.62,0.0,40.964,4119.512,7.59,-4999.54,2500.0,4999.54,0.0,2.0,18975.0,7.591,-4998.737,1250.0,4998.737,0.0,3.999,9488.912,12.7,-4998.0,833.333,4998.0,0.0,5.998,10583.333
2019-09-09,34.32,-4995.62,121.951,4995.62,0.0,40.964,4185.366,7.6,-4999.54,2500.0,4999.54,0.0,2.0,19000.0,7.669,-4998.737,1250.0,4998.737,0.0,3.999,9585.847,13.65,-4998.0,833.333,4998.0,0.0,5.998,11375.0
2019-09-10,35.67,-4995.62,121.951,4995.62,0.0,40.964,4350.0,7.5,-4999.54,2500.0,4999.54,0.0,2.0,18750.0,7.763,-4998.737,1250.0,4998.737,0.0,3.999,9704.324,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-09-11,36.41,-4995.62,121.951,4995.62,0.0,40.964,4440.244,7.58,-4999.54,2500.0,4999.54,0.0,2.0,18950.0,7.755,-4998.737,1250.0,4998.737,0.0,3.999,9693.553,14.4,-4998.0,833.333,4998.0,0.0,5.998,12000.0
2019-09-12,36.82,-4995.62,121.951,4995.62,0.0,40.964,4490.244,7.64,-4999.54,2500.0,4999.54,0.0,2.0,19100.0,7.815,-4998.737,1250.0,4998.737,0.0,3.999,9768.947,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333
2019-09-13,37.12,-4995.62,121.951,4995.62,0.0,40.964,4526.829,8.07,-4999.54,2500.0,4999.54,0.0,2.0,20174.999,8.358,-4998.737,1250.0,4998.737,0.0,3.999,10447.496,14.6,-4998.0,833.333,4998.0,0.0,5.998,12166.667
2019-09-16,37.42,-4995.62,121.951,4995.62,0.0,40.964,4563.414,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,8.263,-4998.737,1250.0,4998.737,0.0,3.999,10329.019,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-09-17,36.92,-4995.62,121.951,4995.62,0.0,40.964,4502.439,8.63,-4999.54,2500.0,4999.54,0.0,2.0,21575.0,8.289,-4998.737,1250.0,4998.737,0.0,3.999,10361.331,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-09-18,36.82,-4995.62,121.951,4995.62,0.0,40.964,4490.244,8.64,-4999.54,2500.0,4999.54,0.0,2.0,21600.001,8.28,-4998.737,1250.0,4998.737,0.0,3.999,10350.56,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-09-19,36.04,-4995.62,121.951,4995.62,0.0,40.964,4395.122,8.54,-4999.54,2500.0,4999.54,0.0,2.0,21350.0,8.289,-4998.737,1250.0,4998.737,0.0,3.999,10361.331,14.85,-4998.0,833.333,4998.0,0.0,5.998,12375.0
2019-09-20,36.65,-4995.62,121.951,4995.62,0.0,40.964,4469.512,8.48,-4999.54,2500.0,4999.54,0.0,2.0,21199.999,8.298,-4998.737,1250.0,4998.737,0.0,3.999,10372.102,14.9,-4998.0,833.333,4998.0,0.0,5.998,12416.666
2019-09-23,36.69,-4995.62,121.951,4995.62,0.0,40.964,4474.39,8.55,-4999.54,2500.0,4999.54,0.0,2.0,21375.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-09-24,36.53,-4995.62,121.951,4995.62,0.0,40.964,4454.878,8.46,-4999.54,2500.0,4999.54,0.0,2.0,21150.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696,14.92,-4998.0,833.333,4998.0,0.0,5.998,12433.333
2019-09-25,36.41,-4995.62,121.951,4995.62,0.0,40.964,4440.244,8.95,-4999.54,2500.0,4999.54,0.0,2.0,22375.0,8.931,-4998.737,1250.0,4998.737,0.0,3.999,11163.741,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-26,36.83,-4995.62,121.951,4995.62,0.0,40.964,4491.464,9.6,-4999.54,2500.0,4999.54,0.0,2.0,24000.001,8.5,-4998.737,1250.0,4998.737,0.0,3.999,10625.211,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-27,35.4,-4995.62,121.951,4995.62,0.0,40.964,4317.073,9.0,-4999.54,2500.0,4999.54,0.0,2.0,22500.0,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963,15.3,-4998.0,833.333,4998.0,0.0,5.998,12750.0
2019-09-30,35.72,-4995.62,121.951,4995.62,0.0,40.964,4356.098,8.94,-4999.54,2500.0,4999.54,0.0,2.0,22349.999,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-01,35.29,-4995.62,121.951,4995.62,0.0,40.964,4303.659,9.03,-4999.54,2500.0,4999.54,0.0,2.0,22574.999,8.737,-4998.737,1250.0,4998.737,0.0,3.999,10921.403,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-02,34.57,-4995.62,121.951,4995.62,0.0,40.964,4215.854,8.7,-4999.54,2500.0,4999.54,0.0,2.0,21750.0,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-03,35.06,-4995.62,121.951,4995.62,0.0,40.964,4275.61,8.65,-4999.54,2500.0,4999.54,0.0,2.0,21624.999,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-04,35.3,-4995.62,121.951,4995.62,0.0,40.964,4304.878,9.12,-4999.54,2500.0,4999.54,0.0,2.0,22800.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-10-07,34.59,-4995.62,121.951,4995.62,0.0,40.964,4218.293,9.22,-4999.54,2500.0,4999.54,0.0,2.0,23050.001,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0
2019-10-08,34.71,-4995.62,121.951,4995.62,0.0,40.964,4232.927,8.24,-4999.54,2500.0,4999.54,0.0,2.0,20599.999,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-09,34.95,-4995.62,121.951,4995.62,0.0,40.964,4262.195,8.4,-4999.54,2500.0,4999.54,0.0,2.0,20999.999,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-10-10,35.04,-4995.62,121.951,4995.62,0.0,40.964,4273.171,8.38,-4999.54,2500.0,4999.54,0.0,2.0,20950.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-11,36.14,-4995.62,121.951,4995.62,0.0,40.964,4407.317,8.26,-4999.54,2500.0,4999.54,0.0,2.0,20650.001,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
