date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,YUM_adj_close,YUM_cashflow,YUM_cml_units,YUM_cml_cost,YUM_gain_loss,YUM_avg_price,YUM_mktvalue,CHTR_adj_close,CHTR_cashflow,CHTR_cml_units,CHTR_cml_cost,CHTR_gain_loss,CHTR_avg_price,CHTR_mktvalue,SUN_adj_close,SUN_cashflow,SUN_cml_units,SUN_cml_cost,SUN_gain_loss,SUN_avg_price,SUN_mktvalue,DPZ_adj_close,DPZ_cashflow,DPZ_cml_units,DPZ_cml_cost,DPZ_gain_loss,DPZ_avg_price,DPZ_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,GWRE_adj_close,GWRE_cashflow,GWRE_cml_units,GWRE_cml_cost,GWRE_gain_loss,GWRE_avg_price,GWRE_mktvalue,AMPE_adj_close,AMPE_cashflow,AMPE_cml_units,AMPE_cml_cost,AMPE_gain_loss,AMPE_avg_price,AMPE_mktvalue,TGTX_adj_close,TGTX_cashflow,TGTX_cml_units,TGTX_cml_cost,TGTX_gain_loss,TGTX_avg_price,TGTX_mktvalue,VIV_adj_close,VIV_cashflow,VIV_cml_units,VIV_cml_cost,VIV_gain_loss,VIV_avg_price,VIV_mktvalue,AM_adj_close,AM_cashflow,AM_cml_units,AM_cml_cost,AM_gain_loss,AM_avg_price,AM_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,PAM_adj_close,PAM_cashflow,PAM_cml_units,PAM_cml_cost,PAM_gain_loss,PAM_avg_price,PAM_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,JE_adj_close,JE_cashflow,JE_cml_units,JE_cml_cost,JE_gain_loss,JE_avg_price,JE_mktvalue,SKY_adj_close,SKY_cashflow,SKY_cml_units,SKY_cml_cost,SKY_gain_loss,SKY_avg_price,SKY_mktvalue,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue,MARK_adj_close,MARK_cashflow,MARK_cml_units,MARK_cml_cost,MARK_gain_loss,MARK_avg_price,MARK_mktvalue
2019-07-31,12.174,-4989.6,240.0,4989.6,1152.0,20.79,2921.691,18.933,-4971.65,170.0,4971.65,1150.9,29.245,3218.619,108.148,-4907.76,39.0,4907.76,343.59,125.84,4217.767,385.38,-4928.14,7.0,4928.14,1400.77,704.02,2697.66,25.996,-4985.82,126.0,4985.82,429.66,39.57,3275.493,239.742,-4975.55,10.0,4975.55,457.9,497.555,2397.417,15.865,-4997.71,337.0,4997.71,1374.96,14.83,5346.661,102.08,-4920.825,39.0,4920.825,1152.06,126.175,3981.12,0.39,-4999.325,3215.0,4999.325,610.85,1.555,1253.85,7.49,-4991.385,147.0,4991.385,1029.0,33.955,1101.03,12.719,-4992.225,555.0,4992.225,1326.45,8.995,7058.883,6.251,-4992.64,464.0,4992.64,-1665.76,10.76,2900.274,47.412,-4992.99,149.0,4992.99,2486.81,33.51,7064.32,32.9,-4987.71,261.0,4987.71,-4014.18,19.11,8586.9,1.13,-4998.098,980.0,4998.098,1793.4,5.1,1107.4,3.47,-4999.425,2865.0,4999.425,-4641.3,1.745,9941.55,28.5,-4966.0,65.0,4966.0,1105.65,76.4,1852.5,1.72,-4999.54,2747.0,4999.54,2444.83,1.82,4724.84,0.9,-4999.875,2985.0,4999.875,-2059.65,1.675,2686.5
2019-08-01,11.885,-4989.6,240.0,4989.6,1152.0,20.79,2852.298,18.605,-4971.65,170.0,4971.65,1150.9,29.245,3162.813,112.396,-4907.76,39.0,4907.76,343.59,125.84,4383.45,384.38,-4928.14,7.0,4928.14,1400.77,704.02,2690.66,25.788,-4985.82,126.0,4985.82,429.66,39.57,3249.32,241.016,-4975.55,10.0,4975.55,457.9,497.555,2410.163,15.476,-4997.71,337.0,4997.71,1374.96,14.83,5215.454,103.46,-4920.825,39.0,4920.825,1152.06,126.175,4034.94,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,7.33,-4991.385,147.0,4991.385,1029.0,33.955,1077.51,12.597,-4992.225,555.0,4992.225,1326.45,8.995,6991.607,5.778,-4992.64,464.0,4992.64,-1665.76,10.76,2680.846,45.777,-4992.99,149.0,4992.99,2486.81,33.51,6820.722,32.03,-4987.71,261.0,4987.71,-4014.18,19.11,8359.83,1.12,-4998.098,980.0,4998.098,1793.4,5.1,1097.6,3.49,-4999.425,2865.0,4999.425,-4641.3,1.745,9998.85,30.0,-4966.0,65.0,4966.0,1105.65,76.4,1950.0,1.89,-4999.54,2747.0,4999.54,2444.83,1.82,5191.83,0.88,-4999.875,2985.0,4999.875,-2059.65,1.675,2626.8
2019-08-02,11.655,-4989.6,240.0,4989.6,1152.0,20.79,2797.262,18.835,-4971.65,170.0,4971.65,1150.9,29.245,3202.027,112.79,-4907.76,39.0,4907.76,343.59,125.84,4398.819,384.66,-4928.14,7.0,4928.14,1400.77,704.02,2692.62,25.688,-4985.82,126.0,4985.82,429.66,39.57,3236.718,239.957,-4975.55,10.0,4975.55,457.9,497.555,2399.574,15.211,-4997.71,337.0,4997.71,1374.96,14.83,5125.996,101.59,-4920.825,39.0,4920.825,1152.06,126.175,3962.01,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,7.08,-4991.385,147.0,4991.385,1029.0,33.955,1040.76,12.56,-4992.225,555.0,4992.225,1326.45,8.995,6970.906,5.709,-4992.64,464.0,4992.64,-1665.76,10.76,2649.045,46.242,-4992.99,149.0,4992.99,2486.81,33.51,6890.119,32.24,-4987.71,261.0,4987.71,-4014.18,19.11,8414.64,1.06,-4998.098,980.0,4998.098,1793.4,5.1,1038.8,3.54,-4999.425,2865.0,4999.425,-4641.3,1.745,10142.1,31.1,-4966.0,65.0,4966.0,1105.65,76.4,2021.5,1.86,-4999.54,2747.0,4999.54,2444.83,1.82,5109.42,0.85,-4999.875,2985.0,4999.875,-2059.65,1.675,2537.25
2019-08-05,11.177,-4989.6,240.0,4989.6,1152.0,20.79,2682.404,18.498,-4971.65,170.0,4971.65,1150.9,29.245,3144.714,110.599,-4907.76,39.0,4907.76,343.59,125.84,4313.354,379.74,-4928.14,7.0,4928.14,1400.77,704.02,2658.18,24.959,-4985.82,126.0,4985.82,429.66,39.57,3144.876,235.026,-4975.55,10.0,4975.55,457.9,497.555,2350.259,14.591,-4997.71,337.0,4997.71,1374.96,14.83,4917.257,96.78,-4920.825,39.0,4920.825,1152.06,126.175,3774.42,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,6.51,-4991.385,147.0,4991.385,1029.0,33.955,956.97,12.187,-4992.225,555.0,4992.225,1326.45,8.995,6763.901,5.421,-4992.64,464.0,4992.64,-1665.76,10.76,2515.479,44.094,-4992.99,149.0,4992.99,2486.81,33.51,6570.042,31.2,-4987.71,261.0,4987.71,-4014.18,19.11,8143.2,1.06,-4998.098,980.0,4998.098,1793.4,5.1,1038.8,3.36,-4999.425,2865.0,4999.425,-4641.3,1.745,9626.4,29.26,-4966.0,65.0,4966.0,1105.65,76.4,1901.9,1.85,-4999.54,2747.0,4999.54,2444.83,1.82,5081.95,0.83,-4999.875,2985.0,4999.875,-2059.65,1.675,2477.55
2019-08-06,11.566,-4989.6,240.0,4989.6,1152.0,20.79,2775.726,18.507,-4971.65,170.0,4971.65,1150.9,29.245,3146.222,111.541,-4907.76,39.0,4907.76,343.59,125.84,4350.088,381.99,-4928.14,7.0,4928.14,1400.77,704.02,2673.93,25.598,-4985.82,126.0,4985.82,429.66,39.57,3225.387,237.761,-4975.55,10.0,4975.55,457.9,497.555,2377.613,14.724,-4997.71,337.0,4997.71,1374.96,14.83,4961.987,93.26,-4920.825,39.0,4920.825,1152.06,126.175,3637.14,0.39,-4999.325,3215.0,4999.325,610.85,1.555,1253.85,6.66,-4991.385,147.0,4991.385,1029.0,33.955,979.02,12.364,-4992.225,555.0,4992.225,1326.45,8.995,6862.228,5.346,-4992.64,464.0,4992.64,-1665.76,10.76,2480.498,46.242,-4992.99,149.0,4992.99,2486.81,33.51,6890.119,31.62,-4987.71,261.0,4987.71,-4014.18,19.11,8252.82,1.02,-4998.098,980.0,4998.098,1793.4,5.1,999.6,3.16,-4999.425,2865.0,4999.425,-4641.3,1.745,9053.4,29.03,-4966.0,65.0,4966.0,1105.65,76.4,1886.95,1.86,-4999.54,2747.0,4999.54,2444.83,1.82,5109.42,0.79,-4999.875,2985.0,4999.875,-2059.65,1.675,2358.15
2019-08-07,11.456,-4989.6,240.0,4989.6,1152.0,20.79,2749.405,18.614,-4971.65,170.0,4971.65,1150.9,29.245,3164.321,111.743,-4907.76,39.0,4907.76,343.59,125.84,4357.96,375.03,-4928.14,7.0,4928.14,1400.77,704.02,2625.21,24.991,-4985.82,126.0,4985.82,429.66,39.57,3148.852,240.928,-4975.55,10.0,4975.55,457.9,497.555,2409.28,14.414,-4997.71,337.0,4997.71,1374.96,14.83,4857.619,95.69,-4920.825,39.0,4920.825,1152.06,126.175,3731.91,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,6.65,-4991.385,147.0,4991.385,1029.0,33.955,977.55,12.458,-4992.225,555.0,4992.225,1326.45,8.995,6913.979,5.353,-4992.64,464.0,4992.64,-1665.76,10.76,2483.678,47.45,-4992.99,149.0,4992.99,2486.81,33.51,7069.984,31.1,-4987.71,261.0,4987.71,-4014.18,19.11,8117.1,1.0,-4998.098,980.0,4998.098,1793.4,5.1,980.0,3.11,-4999.425,2865.0,4999.425,-4641.3,1.745,8910.15,29.11,-4966.0,65.0,4966.0,1105.65,76.4,1892.15,1.83,-4999.54,2747.0,4999.54,2444.83,1.82,5027.01,0.84,-4999.875,2985.0,4999.875,-2059.65,1.675,2507.4
2019-08-08,11.785,-4989.6,240.0,4989.6,1152.0,20.79,2828.369,18.8,-4971.65,170.0,4971.65,1150.9,29.245,3195.994,112.761,-4907.76,39.0,4907.76,343.59,125.84,4397.694,380.03,-4928.14,7.0,4928.14,1400.77,704.02,2660.21,24.518,-4985.82,126.0,4985.82,429.66,39.57,3089.215,241.918,-4975.55,10.0,4975.55,457.9,497.555,2419.182,14.928,-4997.71,337.0,4997.71,1374.96,14.83,5030.573,98.47,-4920.825,39.0,4920.825,1152.06,126.175,3840.33,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,6.9,-4991.385,147.0,4991.385,1029.0,33.955,1014.3,12.57,-4992.225,555.0,4992.225,1326.45,8.995,6976.081,5.257,-4992.64,464.0,4992.64,-1665.76,10.76,2439.157,48.067,-4992.99,149.0,4992.99,2486.81,33.51,7162.041,32.01,-4987.71,261.0,4987.71,-4014.18,19.11,8354.61,1.28,-4998.098,980.0,4998.098,1793.4,5.1,1254.4,3.23,-4999.425,2865.0,4999.425,-4641.3,1.745,9253.95,29.64,-4966.0,65.0,4966.0,1105.65,76.4,1926.6,1.78,-4999.54,2747.0,4999.54,2444.83,1.82,4889.66,0.83,-4999.875,2985.0,4999.875,-2059.65,1.675,2477.55
2019-08-09,11.695,-4989.6,240.0,4989.6,1152.0,20.79,2806.833,18.782,-4971.65,170.0,4971.65,1150.9,29.245,3192.978,114.395,-4907.76,39.0,4907.76,343.59,125.84,4461.418,379.57,-4928.14,7.0,4928.14,1400.77,704.02,2656.99,24.163,-4985.82,126.0,4985.82,429.66,39.57,3044.487,242.977,-4975.55,10.0,4975.55,457.9,497.555,2429.771,14.768,-4997.71,337.0,4997.71,1374.96,14.83,4976.897,96.76,-4920.825,39.0,4920.825,1152.06,126.175,3773.64,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,7.19,-4991.385,147.0,4991.385,1029.0,33.955,1056.93,12.392,-4992.225,555.0,4992.225,1326.45,8.995,6877.753,4.969,-4992.64,464.0,4992.64,-1665.76,10.76,2305.591,48.029,-4992.99,149.0,4992.99,2486.81,33.51,7156.375,35.12,-4987.71,261.0,4987.71,-4014.18,19.11,9166.32,1.32,-4998.098,980.0,4998.098,1793.4,5.1,1293.6,3.35,-4999.425,2865.0,4999.425,-4641.3,1.745,9597.75,30.14,-4966.0,65.0,4966.0,1105.65,76.4,1959.1,1.77,-4999.54,2747.0,4999.54,2444.83,1.82,4862.19,0.74,-4999.875,2985.0,4999.875,-2059.65,1.675,2208.9
2019-08-12,11.595,-4989.6,240.0,4989.6,1152.0,20.79,2782.905,18.818,-4971.65,170.0,4971.65,1150.9,29.245,3199.011,112.012,-4907.76,39.0,4907.76,343.59,125.84,4368.456,376.28,-4928.14,7.0,4928.14,1400.77,704.02,2633.96,24.163,-4985.82,126.0,4985.82,429.66,39.57,3044.487,235.31,-4975.55,10.0,4975.55,457.9,497.555,2353.102,14.485,-4997.71,337.0,4997.71,1374.96,14.83,4881.474,96.21,-4920.825,39.0,4920.825,1152.06,126.175,3752.19,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,7.13,-4991.385,147.0,4991.385,1029.0,33.955,1048.11,12.122,-4992.225,555.0,4992.225,1326.45,8.995,6727.674,4.832,-4992.64,464.0,4992.64,-1665.76,10.76,2241.989,47.345,-4992.99,149.0,4992.99,2486.81,33.51,7054.405,16.22,-4987.71,261.0,4987.71,-4014.18,19.11,4233.42,1.3,-4998.098,980.0,4998.098,1793.4,5.1,1274.0,3.17,-4999.425,2865.0,4999.425,-4641.3,1.745,9082.05,29.83,-4966.0,65.0,4966.0,1105.65,76.4,1938.95,1.74,-4999.54,2747.0,4999.54,2444.83,1.82,4779.78,0.72,-4999.875,2985.0,4999.875,-2059.65,1.675,2149.2
2019-08-13,11.526,-4989.6,240.0,4989.6,1152.0,20.79,2766.155,18.862,-4971.65,170.0,4971.65,1150.9,29.245,3206.552,112.579,-4907.76,39.0,4907.76,343.59,125.84,4390.572,379.37,-4928.14,7.0,4928.14,1400.77,704.02,2655.59,24.383,-4985.82,126.0,4985.82,429.66,39.57,3072.318,235.889,-4975.55,10.0,4975.55,457.9,497.555,2358.887,14.768,-4997.71,337.0,4997.71,1374.96,14.83,4976.897,95.99,-4920.825,39.0,4920.825,1152.06,126.175,3743.61,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,7.19,-4991.385,147.0,4991.385,1029.0,33.955,1056.93,12.234,-4992.225,555.0,4992.225,1326.45,8.995,6789.776,4.948,-4992.64,464.0,4992.64,-1665.76,10.76,2296.051,48.932,-4992.99,149.0,4992.99,2486.81,33.51,7290.921,16.26,-4987.71,261.0,4987.71,-4014.18,19.11,4243.86,1.28,-4998.098,980.0,4998.098,1793.4,5.1,1254.4,3.11,-4999.425,2865.0,4999.425,-4641.3,1.745,8910.15,30.63,-4966.0,65.0,4966.0,1105.65,76.4,1990.95,1.82,-4999.54,2747.0,4999.54,2444.83,1.82,4999.54,0.71,-4999.875,2985.0,4999.875,-2059.65,1.675,2119.35
2019-08-14,11.366,-4989.6,240.0,4989.6,1152.0,20.79,2727.869,18.33,-4971.65,170.0,4971.65,1150.9,29.245,3116.057,111.06,-4907.76,39.0,4907.76,343.59,125.84,4331.346,375.18,-4928.14,7.0,4928.14,1400.77,704.02,2626.26,24.076,-4985.82,126.0,4985.82,429.66,39.57,3033.554,231.575,-4975.55,10.0,4975.55,457.9,497.555,2315.748,14.043,-4997.71,337.0,4997.71,1374.96,14.83,4732.376,93.95,-4920.825,39.0,4920.825,1152.06,126.175,3664.05,0.39,-4999.325,3215.0,4999.325,610.85,1.555,1253.85,6.91,-4991.385,147.0,4991.385,1029.0,33.955,1015.77,11.777,-4992.225,555.0,4992.225,1326.45,8.995,6536.194,4.729,-4992.64,464.0,4992.64,-1665.76,10.76,2194.287,47.069,-4992.99,149.0,4992.99,2486.81,33.51,7013.333,15.38,-4987.71,261.0,4987.71,-4014.18,19.11,4014.18,1.2,-4998.098,980.0,4998.098,1793.4,5.1,1176.0,3.1,-4999.425,2865.0,4999.425,-4641.3,1.745,8881.5,29.52,-4966.0,65.0,4966.0,1105.65,76.4,1918.8,1.78,-4999.54,2747.0,4999.54,2444.83,1.82,4889.66,0.62,-4999.875,2985.0,4999.875,-2059.65,1.675,1850.7
2019-08-15,11.466,-4989.6,240.0,4989.6,1152.0,20.79,2751.797,18.25,-4971.65,170.0,4971.65,1150.9,29.245,3102.482,111.877,-4907.76,39.0,4907.76,343.59,125.84,4363.208,380.94,-4928.14,7.0,4928.14,1400.77,704.02,2666.58,23.618,-4985.82,126.0,4985.82,429.66,39.57,2975.904,228.33,-4975.55,10.0,4975.55,457.9,497.555,2283.296,13.901,-4997.71,337.0,4997.71,1374.96,14.83,4684.665,93.3,-4920.825,39.0,4920.825,1152.06,126.175,3638.7,0.38,-4999.325,3215.0,4999.325,610.85,1.555,1221.7,6.55,-4991.385,147.0,4991.385,1029.0,33.955,962.85,12.066,-4992.225,555.0,4992.225,1326.45,8.995,6696.624,5.031,-4992.64,464.0,4992.64,-1665.76,10.76,2334.212,47.516,-4992.99,149.0,4992.99,2486.81,33.51,7079.897,17.26,-4987.71,261.0,4987.71,-4014.18,19.11,4504.86,1.16,-4998.098,980.0,4998.098,1793.4,5.1,1136.8,1.88,-4999.425,2865.0,4999.425,-4641.3,1.745,5386.2,29.71,-4966.0,65.0,4966.0,1105.65,76.4,1931.15,1.69,-4999.54,2747.0,4999.54,2444.83,1.82,4642.43,0.66,-4999.875,2985.0,4999.875,-2059.65,1.675,1970.1
2019-08-16,11.655,-4989.6,240.0,4989.6,1152.0,20.79,2797.262,18.392,-4971.65,170.0,4971.65,1150.9,29.245,3126.614,111.53,-4907.76,39.0,4907.76,343.59,125.84,4349.665,384.51,-4928.14,7.0,4928.14,1400.77,704.02,2691.57,24.005,-4985.82,126.0,4985.82,429.66,39.57,3024.608,230.349,-4975.55,10.0,4975.55,457.9,497.555,2303.493,14.149,-4997.71,337.0,4997.71,1374.96,14.83,4768.159,94.75,-4920.825,39.0,4920.825,1152.06,126.175,3695.25,0.39,-4999.325,3215.0,4999.325,610.85,1.555,1253.85,6.84,-4991.385,147.0,4991.385,1029.0,33.955,1005.48,12.28,-4992.225,555.0,4992.225,1326.45,8.995,6815.653,5.154,-4992.64,464.0,4992.64,-1665.76,10.76,2391.455,48.267,-4992.99,149.0,4992.99,2486.81,33.51,7191.782,17.34,-4987.71,261.0,4987.71,-4014.18,19.11,4525.74,1.18,-4998.098,980.0,4998.098,1793.4,5.1,1156.4,1.71,-4999.425,2865.0,4999.425,-4641.3,1.745,4899.15,30.13,-4966.0,65.0,4966.0,1105.65,76.4,1958.45,1.67,-4999.54,2747.0,4999.54,2444.83,1.82,4587.49,0.65,-4999.875,2985.0,4999.875,-2059.65,1.675,1940.25
2019-08-19,11.585,-4989.6,240.0,4989.6,1152.0,20.79,2780.512,18.729,-4971.65,170.0,4971.65,1150.9,29.245,3183.928,112.34,-4907.76,39.0,4907.76,343.59,125.84,4381.265,388.42,-4928.14,7.0,4928.14,1400.77,704.02,2718.94,24.139,-4985.82,126.0,4985.82,429.66,39.57,3041.505,227.477,-4975.55,10.0,4975.55,457.9,497.555,2274.767,14.255,-4997.71,337.0,4997.71,1374.96,14.83,4803.943,94.71,-4920.825,39.0,4920.825,1152.06,126.175,3693.69,0.4,-4999.325,3215.0,4999.325,610.85,1.555,1286.0,6.84,-4991.385,147.0,4991.385,1029.0,33.955,1005.48,11.945,-4992.225,555.0,4992.225,1326.45,8.995,6629.347,5.305,-4992.64,464.0,4992.64,-1665.76,10.76,2461.417,49.246,-4992.99,149.0,4992.99,2486.81,33.51,7337.657,16.07,-4987.71,261.0,4987.71,-4014.18,19.11,4194.27,1.19,-4998.098,980.0,4998.098,1793.4,5.1,1166.2,1.56,-4999.425,2865.0,4999.425,-4641.3,1.745,4469.4,30.3,-4966.0,65.0,4966.0,1105.65,76.4,1969.5,1.74,-4999.54,2747.0,4999.54,2444.83,1.82,4779.78,0.66,-4999.875,2985.0,4999.875,-2059.65,1.675,1970.1
2019-08-20,11.506,-4989.6,240.0,4989.6,1152.0,20.79,2761.369,18.392,-4971.65,170.0,4971.65,1150.9,29.245,3126.614,112.446,-4907.76,39.0,4907.76,343.59,125.84,4385.403,391.55,-4928.14,7.0,4928.14,1400.77,704.02,2740.85,24.131,-4985.82,126.0,4985.82,429.66,39.57,3040.511,227.879,-4975.55,10.0,4975.55,457.9,497.555,2278.786,14.167,-4997.71,337.0,4997.71,1374.96,14.83,4774.124,93.37,-4920.825,39.0,4920.825,1152.06,126.175,3641.43,0.43,-4999.325,3215.0,4999.325,610.85,1.555,1382.45,6.68,-4991.385,147.0,4991.385,1029.0,33.955,981.96,12.225,-4992.225,555.0,4992.225,1326.45,8.995,6784.601,5.312,-4992.64,464.0,4992.64,-1665.76,10.76,2464.597,48.923,-4992.99,149.0,4992.99,2486.81,33.51,7289.504,16.58,-4987.71,261.0,4987.71,-4014.18,19.11,4327.38,1.17,-4998.098,980.0,4998.098,1793.4,5.1,1146.6,1.32,-4999.425,2865.0,4999.425,-4641.3,1.745,3781.8,29.94,-4966.0,65.0,4966.0,1105.65,76.4,1946.1,1.79,-4999.54,2747.0,4999.54,2444.83,1.82,4917.13,0.65,-4999.875,2985.0,4999.875,-2059.65,1.675,1940.25
2019-08-21,11.426,-4989.6,240.0,4989.6,1152.0,20.79,2742.226,18.596,-4971.65,170.0,4971.65,1150.9,29.245,3161.304,113.083,-4907.76,39.0,4907.76,343.59,125.84,4410.233,392.13,-4928.14,7.0,4928.14,1400.77,704.02,2744.91,24.518,-4985.82,126.0,4985.82,429.66,39.57,3089.215,226.986,-4975.55,10.0,4975.55,457.9,497.555,2269.865,14.379,-4997.71,337.0,4997.71,1374.96,14.83,4845.691,95.07,-4920.825,39.0,4920.825,1152.06,126.175,3707.73,0.43,-4999.325,3215.0,4999.325,610.85,1.555,1382.45,6.76,-4991.385,147.0,4991.385,1029.0,33.955,993.72,12.318,-4992.225,555.0,4992.225,1326.45,8.995,6836.353,5.229,-4992.64,464.0,4992.64,-1665.76,10.76,2426.436,48.105,-4992.99,149.0,4992.99,2486.81,33.51,7167.706,16.53,-4987.71,261.0,4987.71,-4014.18,19.11,4314.33,1.26,-4998.098,980.0,4998.098,1793.4,5.1,1234.8,1.18,-4999.425,2865.0,4999.425,-4641.3,1.745,3380.7,30.51,-4966.0,65.0,4966.0,1105.65,76.4,1983.15,1.76,-4999.54,2747.0,4999.54,2444.83,1.82,4834.72,0.63,-4999.875,2985.0,4999.875,-2059.65,1.675,1880.55
2019-08-22,10.648,-4989.6,240.0,4989.6,1152.0,20.79,2555.582,18.871,-4971.65,170.0,4971.65,1150.9,29.245,3208.06,113.16,-4907.76,39.0,4907.76,343.59,125.84,4413.243,391.04,-4928.14,7.0,4928.14,1400.77,704.02,2737.28,24.454,-4985.82,126.0,4985.82,429.66,39.57,3081.263,227.31,-4975.55,10.0,4975.55,457.9,497.555,2273.1,14.034,-4997.71,337.0,4997.71,1374.96,14.83,4729.394,94.88,-4920.825,39.0,4920.825,1152.06,126.175,3700.32,0.46,-4999.325,3215.0,4999.325,610.85,1.555,1478.9,6.29,-4991.385,147.0,4991.385,1029.0,33.955,924.63,12.029,-4992.225,555.0,4992.225,1326.45,8.995,6675.924,5.113,-4992.64,464.0,4992.64,-1665.76,10.76,2372.374,47.573,-4992.99,149.0,4992.99,2486.81,33.51,7088.395,16.86,-4987.71,261.0,4987.71,-4014.18,19.11,4400.46,0.779,-4998.098,980.0,4998.098,1793.4,5.1,763.42,1.18,-4999.425,2865.0,4999.425,-4641.3,1.745,3380.7,30.11,-4966.0,65.0,4966.0,1105.65,76.4,1957.15,1.73,-4999.54,2747.0,4999.54,2444.83,1.82,4752.31,0.6,-4999.875,2985.0,4999.875,-2059.65,1.675,1791.0
2019-08-23,11.137,-4989.6,240.0,4989.6,1152.0,20.79,2672.833,18.631,-4971.65,170.0,4971.65,1150.9,29.245,3167.338,111.231,-4907.76,39.0,4907.76,343.59,125.84,4338.002,385.51,-4928.14,7.0,4928.14,1400.77,704.02,2698.57,24.344,-4985.82,126.0,4985.82,429.66,39.57,3067.348,221.722,-4975.55,10.0,4975.55,457.9,497.555,2217.216,13.529,-4997.71,337.0,4997.71,1374.96,14.83,4559.422,93.65,-4920.825,39.0,4920.825,1152.06,126.175,3652.35,0.47,-4999.325,3215.0,4999.325,610.85,1.555,1511.05,6.01,-4991.385,147.0,4991.385,1029.0,33.955,883.47,11.74,-4992.225,555.0,4992.225,1326.45,8.995,6515.494,4.935,-4992.64,464.0,4992.64,-1665.76,10.76,2289.69,46.318,-4992.99,149.0,4992.99,2486.81,33.51,6901.449,16.13,-4987.71,261.0,4987.71,-4014.18,19.11,4209.93,0.705,-4998.098,980.0,4998.098,1793.4,5.1,690.9,1.15,-4999.425,2865.0,4999.425,-4641.3,1.745,3294.75,28.26,-4966.0,65.0,4966.0,1105.65,76.4,1836.9,1.69,-4999.54,2747.0,4999.54,2444.83,1.82,4642.43,0.6,-4999.875,2985.0,4999.875,-2059.65,1.675,1791.0
2019-08-26,11.256,-4989.6,240.0,4989.6,1152.0,20.79,2701.547,19.235,-4971.65,170.0,4971.65,1150.9,29.245,3269.899,113.083,-4907.76,39.0,4907.76,343.59,125.84,4410.233,396.78,-4928.14,7.0,4928.14,1400.77,704.02,2777.46,24.407,-4985.82,126.0,4985.82,429.66,39.57,3075.3,223.231,-4975.55,10.0,4975.55,457.9,497.555,2232.315,13.706,-4997.71,337.0,4997.71,1374.96,14.83,4619.061,94.44,-4920.825,39.0,4920.825,1152.06,126.175,3683.16,0.46,-4999.325,3215.0,4999.325,610.85,1.555,1478.9,6.18,-4991.385,147.0,4991.385,1029.0,33.955,908.46,11.534,-4992.225,555.0,4992.225,1326.45,8.995,6401.642,4.859,-4992.64,464.0,4992.64,-1665.76,10.76,2254.709,46.756,-4992.99,149.0,4992.99,2486.81,33.51,6966.597,15.33,-4987.71,261.0,4987.71,-4014.18,19.11,4001.13,0.65,-4998.098,980.0,4998.098,1793.4,5.1,637.0,1.23,-4999.425,2865.0,4999.425,-4641.3,1.745,3523.95,28.24,-4966.0,65.0,4966.0,1105.65,76.4,1835.6,1.66,-4999.54,2747.0,4999.54,2444.83,1.82,4560.02,0.66,-4999.875,2985.0,4999.875,-2059.65,1.675,1970.1
