date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue
2019-03-15,35.756,-4995.62,42.017,4995.62,0.0,118.896,1502.353
2019-03-18,35.756,-4995.62,42.017,4995.62,0.0,118.896,1502.353
2019-03-19,35.258,-4995.62,42.017,4995.62,0.0,118.896,1481.444
2019-03-20,34.954,-4995.62,42.017,4995.62,0.0,118.896,1468.666
2019-03-21,34.825,-4995.62,42.017,4995.62,0.0,118.896,1463.245
2019-03-22,33.489,-4995.62,42.017,4995.62,0.0,118.896,1407.1
2019-03-25,33.544,-4995.62,42.017,4995.62,0.0,118.896,1409.424
2019-03-26,33.526,-4995.62,42.017,4995.62,0.0,118.896,1408.649
2019-03-27,33.581,-4995.62,42.017,4995.62,0.0,118.896,1410.973
2019-03-28,33.314,-4995.62,42.017,4995.62,0.0,118.896,1399.744
2019-03-29,34.153,-4995.62,42.017,4995.62,0.0,118.896,1434.979
2019-04-01,36.014,-4995.62,42.017,4995.62,0.0,118.896,1513.195
2019-04-02,36.143,-4995.62,42.017,4995.62,0.0,118.896,1518.615
2019-04-03,36.512,-4995.62,42.017,4995.62,0.0,118.896,1534.103
2019-04-04,36.862,-4995.62,42.017,4995.62,0.0,118.896,1548.817
2019-04-05,36.807,-4995.62,42.017,4995.62,0.0,118.896,1546.494
2019-04-08,36.438,-4995.62,42.017,4995.62,0.0,118.896,1531.006
