date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,MSFT_adj_close,MSFT_cashflow,MSFT_cml_units,MSFT_cml_cost,MSFT_gain_loss,MSFT_avg_price,MSFT_mktvalue,QCOM_adj_close,QCOM_cashflow,QCOM_cml_units,QCOM_cml_cost,QCOM_gain_loss,QCOM_avg_price,QCOM_mktvalue,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue,ASX_adj_close,ASX_cashflow,ASX_cml_units,ASX_cml_cost,ASX_gain_loss,ASX_avg_price,ASX_mktvalue,TTD_adj_close,TTD_cashflow,TTD_cml_units,TTD_cml_cost,TTD_gain_loss,TTD_avg_price,TTD_mktvalue,VRNS_adj_close,VRNS_cashflow,VRNS_cml_units,VRNS_cml_cost,VRNS_gain_loss,VRNS_avg_price,VRNS_mktvalue,FIVN_adj_close,FIVN_cashflow,FIVN_cml_units,FIVN_cml_cost,FIVN_gain_loss,FIVN_avg_price,FIVN_mktvalue,VHC_adj_close,VHC_cashflow,VHC_cml_units,VHC_cml_cost,VHC_gain_loss,VHC_avg_price,VHC_mktvalue
2019-01-22,37.315,-4992.24,33.0,4992.24,1121.257,151.28,1231.401,102.575,-4704.84,14.0,4704.84,785.82,336.06,1436.048,50.548,-4890.9,30.0,4890.9,939.6,163.03,1516.438,33.434,-4947.6,42.0,4947.6,889.98,117.8,1404.229,3.367,-4995.25,689.0,4995.25,1247.09,7.25,2319.598,13.402,-4935.6,72.0,4935.6,1034.784,68.55,964.944,17.377,-4978.4,80.0,4978.4,661.6,62.23,1390.133,46.59,-4882.02,33.0,4882.02,721.38,147.94,1537.47,4.615,-4996.56,1146.0,4996.56,1604.4,4.36,5288.456
2019-01-23,37.466,-4992.24,33.0,4992.24,1121.257,151.28,1236.381,103.575,-4704.84,14.0,4704.84,785.82,336.06,1450.045,48.202,-4890.9,30.0,4890.9,939.6,163.03,1446.049,33.544,-4947.6,42.0,4947.6,889.98,117.8,1408.863,3.385,-4995.25,689.0,4995.25,1247.09,7.25,2332.07,13.384,-4935.6,72.0,4935.6,1034.784,68.55,963.648,17.5,-4978.4,80.0,4978.4,661.6,62.23,1400.0,46.56,-4882.02,33.0,4882.02,721.38,147.94,1536.48,4.435,-4996.56,1146.0,4996.56,1604.4,4.36,5082.029
2019-01-24,37.169,-4992.24,33.0,4992.24,1121.257,151.28,1226.581,103.08,-4704.84,14.0,4704.84,785.82,336.06,1443.114,47.308,-4890.9,30.0,4890.9,939.6,163.03,1419.234,34.602,-4947.6,42.0,4947.6,889.98,117.8,1453.263,3.448,-4995.25,689.0,4995.25,1247.09,7.25,2375.718,13.504,-4935.6,72.0,4935.6,1034.784,68.55,972.288,17.927,-4978.4,80.0,4978.4,661.6,62.23,1434.133,46.31,-4882.02,33.0,4882.02,721.38,147.94,1528.23,4.512,-4996.56,1146.0,4996.56,1604.4,4.36,5170.498
2019-01-25,38.401,-4992.24,33.0,4992.24,1121.257,151.28,1267.226,104.021,-4704.84,14.0,4704.84,785.82,336.06,1456.295,47.764,-4890.9,30.0,4890.9,939.6,163.03,1432.921,35.061,-4947.6,42.0,4947.6,889.98,117.8,1472.568,3.53,-4995.25,689.0,4995.25,1247.09,7.25,2431.837,13.778,-4935.6,72.0,4935.6,1034.784,68.55,992.016,18.373,-4978.4,80.0,4978.4,661.6,62.23,1469.867,48.45,-4882.02,33.0,4882.02,721.38,147.94,1598.85,4.46,-4996.56,1146.0,4996.56,1604.4,4.36,5111.519
2019-01-28,38.045,-4992.24,33.0,4992.24,1121.257,151.28,1255.499,101.993,-4704.84,14.0,4704.84,785.82,336.06,1427.895,47.15,-4890.9,30.0,4890.9,939.6,163.03,1414.486,34.418,-4947.6,42.0,4947.6,889.98,117.8,1445.542,3.53,-4995.25,689.0,4995.25,1247.09,7.25,2431.837,13.569,-4935.6,72.0,4935.6,1034.784,68.55,976.968,18.553,-4978.4,80.0,4978.4,661.6,62.23,1484.267,48.13,-4882.02,33.0,4882.02,721.38,147.94,1588.29,4.409,-4996.56,1146.0,4996.56,1604.4,4.36,5052.54
2019-01-29,37.651,-4992.24,33.0,4992.24,1121.257,151.28,1242.486,99.915,-4704.84,14.0,4704.84,785.82,336.06,1398.815,45.995,-4890.9,30.0,4890.9,939.6,163.03,1379.85,33.397,-4947.6,42.0,4947.6,889.98,117.8,1402.685,3.475,-4995.25,689.0,4995.25,1247.09,7.25,2394.424,13.456,-4935.6,72.0,4935.6,1034.784,68.55,968.832,19.103,-4978.4,80.0,4978.4,661.6,62.23,1528.267,47.52,-4882.02,33.0,4882.02,721.38,147.94,1568.16,4.194,-4996.56,1146.0,4996.56,1604.4,4.36,4806.794
2019-01-30,40.224,-4992.24,33.0,4992.24,1121.257,151.28,1327.39,103.254,-4704.84,14.0,4704.84,785.82,336.06,1445.56,46.712,-4890.9,30.0,4890.9,939.6,163.03,1401.357,34.362,-4947.6,42.0,4947.6,889.98,117.8,1443.225,3.557,-4995.25,689.0,4995.25,1247.09,7.25,2450.544,14.005,-4935.6,72.0,4935.6,1034.784,68.55,1008.36,19.167,-4978.4,80.0,4978.4,661.6,62.23,1533.333,49.38,-4882.02,33.0,4882.02,721.38,147.94,1629.54,4.349,-4996.56,1146.0,4996.56,1604.4,4.36,4983.731
2019-01-31,40.514,-4992.24,33.0,4992.24,1121.257,151.28,1336.949,101.362,-4704.84,14.0,4704.84,785.82,336.06,1419.062,46.107,-4890.9,30.0,4890.9,939.6,163.03,1383.202,34.583,-4947.6,42.0,4947.6,889.98,117.8,1452.491,3.611,-4995.25,689.0,4995.25,1247.09,7.25,2487.957,14.268,-4935.6,72.0,4935.6,1034.784,68.55,1027.296,19.693,-4978.4,80.0,4978.4,661.6,62.23,1575.467,51.13,-4882.02,33.0,4882.02,721.38,147.94,1687.29,4.375,-4996.56,1146.0,4996.56,1604.4,4.36,5013.22
2019-02-01,40.533,-4992.24,33.0,4992.24,1121.257,151.28,1337.592,99.76,-4704.84,14.0,4704.84,785.82,336.06,1396.641,46.191,-4890.9,30.0,4890.9,939.6,163.03,1385.715,34.537,-4947.6,42.0,4947.6,889.98,117.8,1450.561,3.593,-4995.25,689.0,4995.25,1247.09,7.25,2475.486,14.526,-4935.6,72.0,4935.6,1034.784,68.55,1045.872,20.543,-4978.4,80.0,4978.4,661.6,62.23,1643.467,51.57,-4882.02,33.0,4882.02,721.38,147.94,1701.81,4.289,-4996.56,1146.0,4996.56,1604.4,4.36,4914.922
2019-02-04,41.684,-4992.24,33.0,4992.24,1121.257,151.28,1375.586,102.633,-4704.84,14.0,4704.84,785.82,336.06,1436.864,46.265,-4890.9,30.0,4890.9,939.6,163.03,1387.95,34.877,-4947.6,42.0,4947.6,889.98,117.8,1464.847,3.557,-4995.25,689.0,4995.25,1247.09,7.25,2450.544,15.167,-4935.6,72.0,4935.6,1034.784,68.55,1092.024,20.867,-4978.4,80.0,4978.4,661.6,62.23,1669.333,52.21,-4882.02,33.0,4882.02,721.38,147.94,1722.93,4.375,-4996.56,1146.0,4996.56,1604.4,4.36,5013.22
2019-02-05,42.398,-4992.24,33.0,4992.24,1121.257,151.28,1399.122,104.07,-4704.84,14.0,4704.84,785.82,336.06,1456.975,47.233,-4890.9,30.0,4890.9,939.6,163.03,1417.0,35.162,-4947.6,42.0,4947.6,889.98,117.8,1476.815,3.647,-4995.25,689.0,4995.25,1247.09,7.25,2512.899,15.516,-4935.6,72.0,4935.6,1034.784,68.55,1117.152,21.0,-4978.4,80.0,4978.4,661.6,62.23,1680.0,52.26,-4882.02,33.0,4882.02,721.38,147.94,1724.58,4.074,-4996.56,1146.0,4996.56,1604.4,4.36,4669.176
2019-02-06,42.412,-4992.24,33.0,4992.24,1121.257,151.28,1399.604,102.915,-4704.84,14.0,4704.84,785.82,336.06,1440.804,47.578,-4890.9,30.0,4890.9,939.6,163.03,1427.334,35.613,-4947.6,42.0,4947.6,889.98,117.8,1495.734,3.701,-4995.25,689.0,4995.25,1247.09,7.25,2550.311,14.75,-4935.6,72.0,4935.6,1034.784,68.55,1062.0,20.953,-4978.4,80.0,4978.4,661.6,62.23,1676.267,51.59,-4882.02,33.0,4882.02,721.38,147.94,1702.47,4.152,-4996.56,1146.0,4996.56,1604.4,4.36,4757.644
2019-02-07,41.609,-4992.24,33.0,4992.24,1121.257,151.28,1373.096,102.177,-4704.84,14.0,4704.84,785.82,336.06,1430.477,47.066,-4890.9,30.0,4890.9,939.6,163.03,1411.972,35.043,-4947.6,42.0,4947.6,889.98,117.8,1471.796,3.647,-4995.25,689.0,4995.25,1247.09,7.25,2512.899,14.204,-4935.6,72.0,4935.6,1034.784,68.55,1022.688,20.323,-4978.4,80.0,4978.4,661.6,62.23,1625.867,51.72,-4882.02,33.0,4882.02,721.38,147.94,1706.76,4.109,-4996.56,1146.0,4996.56,1604.4,4.36,4708.495
2019-02-08,41.658,-4992.24,33.0,4992.24,1121.257,151.28,1374.709,102.565,-4704.84,14.0,4704.84,785.82,336.06,1435.912,46.824,-4890.9,30.0,4890.9,939.6,163.03,1404.709,34.739,-4947.6,42.0,4947.6,889.98,117.8,1459.055,3.584,-4995.25,689.0,4995.25,1247.09,7.25,2469.25,14.618,-4935.6,72.0,4935.6,1034.784,68.55,1052.496,20.913,-4978.4,80.0,4978.4,661.6,62.23,1673.067,52.92,-4882.02,33.0,4882.02,721.38,147.94,1746.36,4.057,-4996.56,1146.0,4996.56,1604.4,4.36,4649.516
2019-02-11,41.418,-4992.24,33.0,4992.24,1121.257,151.28,1366.804,102.158,-4704.84,14.0,4704.84,785.82,336.06,1430.205,47.326,-4890.9,30.0,4890.9,939.6,163.03,1419.793,35.199,-4947.6,42.0,4947.6,889.98,117.8,1478.36,3.43,-4995.25,689.0,4995.25,1247.09,7.25,2363.247,14.89,-4935.6,72.0,4935.6,1034.784,68.55,1072.08,21.32,-4978.4,80.0,4978.4,661.6,62.23,1705.6,52.19,-4882.02,33.0,4882.02,721.38,147.94,1722.27,4.074,-4996.56,1146.0,4996.56,1604.4,4.36,4669.176
2019-02-12,41.775,-4992.24,33.0,4992.24,1121.257,151.28,1378.582,103.749,-4704.84,14.0,4704.84,785.82,336.06,1452.49,48.099,-4890.9,30.0,4890.9,939.6,163.03,1442.976,35.521,-4947.6,42.0,4947.6,889.98,117.8,1491.873,3.557,-4995.25,689.0,4995.25,1247.09,7.25,2450.544,15.298,-4935.6,72.0,4935.6,1034.784,68.55,1101.456,18.41,-4978.4,80.0,4978.4,661.6,62.23,1472.8,53.79,-4882.02,33.0,4882.02,721.38,147.94,1775.07,4.134,-4996.56,1146.0,4996.56,1604.4,4.36,4737.985
