date,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,HOTH_adj_close,HOTH_cashflow,HOTH_cml_units,HOTH_cml_cost,HOTH_gain_loss,HOTH_avg_price,HOTH_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,ABQQ_adj_close,ABQQ_cashflow,ABQQ_cml_units,ABQQ_cml_cost,ABQQ_gain_loss,ABQQ_avg_price,ABQQ_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue
2020-03-25,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.529,-0.4,15936.224,6374.49,-1374.89,0.4,8430.262,3.88,-2437.76,733.49,4606.32,228.48,6.28,2845.943,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,16.144,164.2,303.943,5197.42,528.5,17.1,4906.909,3.3,-1830.6,2367.673,6155.95,-3108.45,2.6,7813.322,0.454,-4149.92,8723.272,5757.36,-5589.92,0.66,3960.365,3.12,-645.1,1275.117,6003.25,-492.1,4.708,3978.364,1.12,-3547.3,1369.829,1999.95,-308.45,1.46,1534.208,0.34,-2222.3,14197.133,4259.14,-1388.85,0.3,4827.025,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.15,-1437.785,41444.053,11811.555,-1249.9,0.285,6216.608,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.65,1702.4,2194.983,6475.2,113.6,2.95,3621.722
2020-03-26,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.51,-0.4,15936.224,6374.49,-1374.89,0.4,8127.474,3.66,-2437.76,733.49,4606.32,228.48,6.28,2684.575,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2779.024,16.244,164.2,303.943,5197.42,528.5,17.1,4937.386,3.37,-1830.6,2367.673,6155.95,-3108.45,2.6,7979.059,0.48,-4149.92,8723.272,5757.36,-5589.92,0.66,4187.17,2.96,-645.1,1275.117,6003.25,-492.1,4.708,3774.346,1.145,-3547.3,1369.829,1999.95,-308.45,1.46,1568.454,0.34,-2222.3,14197.133,4259.14,-1388.85,0.3,4827.025,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.7,1702.4,2194.983,6475.2,113.6,2.95,3731.471
2020-03-27,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.51,-0.4,15936.224,6374.49,-1374.89,0.4,8127.474,3.38,-2437.76,733.49,4606.32,228.48,6.28,2479.198,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2640.072,15.087,164.2,303.943,5197.42,528.5,17.1,4585.507,3.38,-1830.6,2367.673,6155.95,-3108.45,2.6,8002.736,0.43,-4149.92,8723.272,5757.36,-5589.92,0.66,3751.007,3.13,-645.1,1275.117,6003.25,-492.1,4.708,3991.116,1.11,-3547.3,1369.829,1999.95,-308.45,1.46,1520.51,0.39,-2222.3,14197.133,4259.14,-1388.85,0.3,5536.882,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.74,1702.4,2194.983,6475.2,113.6,2.95,3819.27
2020-03-30,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.6,-0.4,15936.224,6374.49,-1374.89,0.4,9561.735,3.38,-2437.76,733.49,4606.32,228.48,6.28,2479.198,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2209.324,15.871,164.2,303.943,5197.42,528.5,17.1,4823.788,3.27,-1830.6,2367.673,6155.95,-3108.45,2.6,7742.291,0.393,-4149.92,8723.272,5757.36,-5589.92,0.66,3428.246,3.04,-645.1,1275.117,6003.25,-492.1,4.708,3876.355,1.12,-3547.3,1369.829,1999.95,-308.45,1.46,1534.208,0.37,-2222.3,14197.133,4259.14,-1388.85,0.3,5252.939,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,37999.999,1.6,1702.4,2194.983,6475.2,113.6,2.95,3511.973
2020-03-31,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.6,-0.4,15936.224,6374.49,-1374.89,0.4,9561.735,3.55,-2437.76,733.49,4606.32,228.48,6.28,2603.891,0.001,1943.739,1389511.739,15437.476,693.749,0.011,1528.463,15.944,164.2,303.943,5197.42,528.5,17.1,4845.953,3.38,-1830.6,2367.673,6155.95,-3108.45,2.6,8002.736,0.438,-4149.92,8723.272,5757.36,-5589.92,0.66,3820.793,3.06,-645.1,1275.117,6003.25,-492.1,4.708,3901.857,1.26,-3547.3,1369.829,1999.95,-308.45,1.46,1725.984,0.41,-2222.3,14197.133,4259.14,-1388.85,0.3,5820.824,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.34,1702.4,2194.983,6475.2,113.6,2.95,2941.277
2020-04-01,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.63,-0.4,15936.224,6374.49,-1374.89,0.4,10039.821,3.5,-2437.76,733.49,4606.32,228.48,6.28,2567.216,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2362.17,15.652,164.2,303.943,5197.42,528.5,17.1,4757.291,3.31,-1830.6,2367.673,6155.95,-3108.45,2.6,7836.998,0.408,-4149.92,8723.272,5757.36,-5589.92,0.66,3559.095,3.01,-645.1,1275.117,6003.25,-492.1,4.708,3838.101,1.385,-3547.3,1369.829,1999.95,-308.45,1.46,1897.213,0.38,-2222.3,14197.133,4259.14,-1388.85,0.3,5394.91,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.125,-1437.785,41444.053,11811.555,-1249.9,0.285,5180.507,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,44333.331,1.35,1702.4,2194.983,6475.2,113.6,2.95,2963.227
2020-04-02,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.64,-0.4,15936.224,6374.49,-1374.89,0.4,10199.183,3.66,-2437.76,733.49,4606.32,228.48,6.28,2684.575,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2362.17,15.953,164.2,303.943,5197.42,528.5,17.1,4848.724,3.35,-1830.6,2367.673,6155.95,-3108.45,2.6,7931.705,0.41,-4149.92,8723.272,5757.36,-5589.92,0.66,3576.541,2.93,-645.1,1275.117,6003.25,-492.1,4.708,3736.092,1.42,-3547.3,1369.829,1999.95,-308.45,1.46,1945.157,0.35,-2222.3,14197.133,4259.14,-1388.85,0.3,4968.996,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.125,-1437.785,41444.053,11811.555,-1249.9,0.285,5180.507,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.6,1702.4,2194.983,6475.2,113.6,2.95,3511.973
2020-04-03,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.6,-0.4,15936.224,6374.49,-1374.89,0.4,9561.735,3.56,-2437.76,733.49,4606.32,228.48,6.28,2611.226,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2362.17,15.734,164.2,303.943,5197.42,528.5,17.1,4782.227,3.42,-1830.6,2367.673,6155.95,-3108.45,2.6,8097.443,0.38,-4149.92,8723.272,5757.36,-5589.92,0.66,3314.843,3.03,-645.1,1275.117,6003.25,-492.1,4.708,3863.604,1.39,-3547.3,1369.829,1999.95,-308.45,1.46,1904.062,0.38,-2222.3,14197.133,4259.14,-1388.85,0.3,5394.91,11.95,12776.0,2777.5,22220.0,13332.0,8.0,33191.124,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.78,1702.4,2194.983,6475.2,113.6,2.95,3907.07
2020-04-06,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.65,-0.4,15936.224,6374.49,-1374.89,0.4,10358.546,3.5,-2437.76,733.49,4606.32,228.48,6.28,2567.216,0.001,1943.739,1389511.739,15437.476,693.749,0.011,1945.316,15.898,164.2,303.943,5197.42,528.5,17.1,4832.1,3.45,-1830.6,2367.673,6155.95,-3108.45,2.6,8168.473,0.386,-4149.92,8723.272,5757.36,-5589.92,0.66,3367.183,3.25,-645.1,1275.117,6003.25,-492.1,4.708,4144.129,1.39,-3547.3,1369.829,1999.95,-308.45,1.46,1904.062,0.38,-2222.3,14197.133,4259.14,-1388.85,0.3,5394.91,13.0,12776.0,2777.5,22220.0,13332.0,8.0,36107.5,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.68,1702.4,2194.983,6475.2,113.6,2.95,3687.571
2020-04-07,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.64,-0.4,15936.224,6374.49,-1374.89,0.4,10197.59,3.54,-2437.76,733.49,4606.32,228.48,6.28,2596.556,0.001,1943.739,1389511.739,15437.476,693.749,0.011,1945.316,16.354,164.2,303.943,5197.42,528.5,17.1,4970.635,3.47,-1830.6,2367.673,6155.95,-3108.45,2.6,8215.826,0.396,-4149.92,8723.272,5757.36,-5589.92,0.66,3454.416,3.11,-645.1,1275.117,6003.25,-492.1,4.708,3965.613,1.44,-3547.3,1369.829,1999.95,-308.45,1.46,1972.553,0.37,-2222.3,14197.133,4259.14,-1388.85,0.3,5252.939,14.0,12776.0,2777.5,22220.0,13332.0,8.0,38885.0,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,35888.889,1.7,1702.4,2194.983,6475.2,113.6,2.95,3731.471
2020-04-08,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.66,-0.4,15936.224,6374.49,-1374.89,0.4,10516.315,3.73,-2437.76,733.49,4606.32,228.48,6.28,2735.919,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2084.268,16.837,164.2,303.943,5197.42,528.5,17.1,5117.481,3.46,-1830.6,2367.673,6155.95,-3108.45,2.6,8192.15,0.404,-4149.92,8723.272,5757.36,-5589.92,0.66,3524.202,3.17,-645.1,1275.117,6003.25,-492.1,4.708,4042.12,1.45,-3547.3,1369.829,1999.95,-308.45,1.46,1986.252,0.36,-2222.3,14197.133,4259.14,-1388.85,0.3,5110.968,15.95,12776.0,2777.5,22220.0,13332.0,8.0,44301.124,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,44333.331,2.13,1702.4,2194.983,6475.2,113.6,2.95,4675.314
2020-04-09,0.75,-1135.85,3225.807,5000.0,-1134.315,1.55,2419.355,0.685,-0.4,15936.224,6374.49,-1374.89,0.4,10916.314,3.66,-2437.76,733.49,4606.32,228.48,6.28,2684.575,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2084.268,16.573,164.2,303.943,5197.42,528.5,17.1,5037.132,3.47,-1830.6,2367.673,6155.95,-3108.45,2.6,8215.826,0.385,-4149.92,8723.272,5757.36,-5589.92,0.66,3358.46,3.13,-645.1,1275.117,6003.25,-492.1,4.708,3991.116,1.47,-3547.3,1369.829,1999.95,-308.45,1.46,2013.648,0.36,-2222.3,14197.133,4259.14,-1388.85,0.3,5110.968,15.95,12776.0,2777.5,22220.0,13332.0,8.0,44301.124,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.003,-1923.08,2355766.701,18846.135,-769.23,0.008,7067.3,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,44333.331,2.1,1702.4,2194.983,6475.2,113.6,2.95,4609.464
