date,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,HOTH_adj_close,HOTH_cashflow,HOTH_cml_units,HOTH_cml_cost,HOTH_gain_loss,HOTH_avg_price,HOTH_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,ABQQ_adj_close,ABQQ_cashflow,ABQQ_cml_units,ABQQ_cml_cost,ABQQ_gain_loss,ABQQ_avg_price,ABQQ_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue
2020-07-07,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.267,-0.4,15936.224,6374.49,-1374.89,0.4,4254.972,4.46,-2437.76,733.49,4606.32,228.48,6.28,3271.367,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3195.877,21.57,164.2,303.943,5197.42,528.5,17.1,6556.001,5.6,-1830.6,2367.673,6155.95,-3108.45,2.6,13258.97,0.834,-4149.92,8723.272,5757.36,-5589.92,0.66,7275.209,2.54,-645.1,1275.117,6003.25,-492.1,4.708,3238.796,1.35,-3547.3,1369.829,1999.95,-308.45,1.46,1849.269,1.66,-2222.3,14197.133,4259.14,-1388.85,0.3,23567.24,0.161,12776.0,2777.5,22220.0,13332.0,8.0,447.177,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4969.142,0.008,-1923.08,2355766.701,18846.135,-769.23,0.008,18846.135,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,46444.443,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-07-08,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.267,-0.4,15936.224,6374.49,-1374.89,0.4,4254.972,4.43,-2437.76,733.49,4606.32,228.48,6.28,3249.362,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3195.877,21.397,164.2,303.943,5197.42,528.5,17.1,6503.318,5.62,-1830.6,2367.673,6155.95,-3108.45,2.6,13306.323,1.25,-4149.92,8723.272,5757.36,-5589.92,0.66,10904.09,2.65,-645.1,1275.117,6003.25,-492.1,4.708,3379.059,1.36,-3547.3,1369.829,1999.95,-308.45,1.46,1862.967,1.48,-2222.3,14197.133,4259.14,-1388.85,0.3,21011.757,0.159,12776.0,2777.5,22220.0,13332.0,8.0,441.622,0.116,-1437.785,41444.053,11811.555,-1249.9,0.285,4786.788,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,52777.776,1.31,1702.4,2194.983,6475.2,113.6,2.95,2875.428
2020-07-09,0.518,-1135.85,3225.807,5000.0,-1134.315,1.55,1670.968,0.267,-0.4,15936.224,6374.49,-1374.89,0.4,4254.972,4.25,-2437.76,733.49,4606.32,228.48,6.28,3117.334,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,21.271,164.2,303.943,5197.42,528.5,17.1,6465.271,5.65,-1830.6,2367.673,6155.95,-3108.45,2.6,13377.354,1.57,-4149.92,8723.272,5757.36,-5589.92,0.66,13695.537,2.52,-645.1,1275.117,6003.25,-492.1,4.708,3213.294,1.395,-3547.3,1369.829,1999.95,-308.45,1.46,1910.911,1.55,-2222.3,14197.133,4259.14,-1388.85,0.3,22005.556,0.1,12776.0,2777.5,22220.0,13332.0,8.0,277.75,0.116,-1437.785,41444.053,11811.555,-1249.9,0.285,4786.788,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,46444.443,1.31,1702.4,2194.983,6475.2,113.6,2.95,2875.428
2020-07-10,0.518,-1135.85,3225.807,5000.0,-1134.315,1.55,1670.968,0.239,-0.4,15936.224,6374.49,-1374.89,0.4,3808.758,4.31,-2437.76,733.49,4606.32,228.48,6.28,3161.344,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,21.242,164.2,303.943,5197.42,528.5,17.1,6456.49,5.64,-1830.6,2367.673,6155.95,-3108.45,2.6,13353.677,1.41,-4149.92,8723.272,5757.36,-5589.92,0.66,12299.813,2.58,-645.1,1275.117,6003.25,-492.1,4.708,3289.801,1.39,-3547.3,1369.829,1999.95,-308.45,1.46,1904.062,1.94,-2222.3,14197.133,4259.14,-1388.85,0.3,27542.439,0.1,12776.0,2777.5,22220.0,13332.0,8.0,277.75,0.116,-1437.785,41444.053,11811.555,-1249.9,0.285,4786.788,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.31,1702.4,2194.983,6475.2,113.6,2.95,2875.428
2020-07-13,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.151,-0.4,15936.224,6374.49,-1374.89,0.4,2406.37,4.46,-2437.76,733.49,4606.32,228.48,6.28,3271.367,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,20.848,164.2,303.943,5197.42,528.5,17.1,6336.492,5.59,-1830.6,2367.673,6155.95,-3108.45,2.6,13235.294,1.09,-4149.92,8723.272,5757.36,-5589.92,0.66,9508.367,2.51,-645.1,1275.117,6003.25,-492.1,4.708,3200.543,1.29,-3547.3,1369.829,1999.95,-308.45,1.46,1767.079,2.23,-2222.3,14197.133,4259.14,-1388.85,0.3,31659.607,0.08,12776.0,2777.5,22220.0,13332.0,8.0,222.2,0.078,-1437.785,41444.053,11811.555,-1249.9,0.285,3232.636,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,37999.999,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-07-14,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.151,-0.4,15936.224,6374.49,-1374.89,0.4,2406.37,4.52,-2437.76,733.49,4606.32,228.48,6.28,3315.377,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3056.926,20.848,164.2,303.943,5197.42,528.5,17.1,6336.492,5.89,-1830.6,2367.673,6155.95,-3108.45,2.6,13945.595,0.97,-4149.92,8723.272,5757.36,-5589.92,0.66,8461.574,2.62,-645.1,1275.117,6003.25,-492.1,4.708,3340.806,1.1,-3547.3,1369.829,1999.95,-308.45,1.46,1506.812,2.56,-2222.3,14197.133,4259.14,-1388.85,0.3,36344.66,0.106,12776.0,2777.5,22220.0,13332.0,8.0,295.804,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-07-15,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.122,-0.4,15936.224,6374.49,-1374.89,0.4,1944.219,4.75,-2437.76,733.49,4606.32,228.48,6.28,3484.079,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3334.828,20.78,164.2,303.943,5197.42,528.5,17.1,6316.005,6.11,-1830.6,2367.673,6155.95,-3108.45,2.6,14466.484,0.987,-4149.92,8723.272,5757.36,-5589.92,0.66,8609.869,2.74,-645.1,1275.117,6003.25,-492.1,4.708,3493.82,1.06,-3547.3,1369.829,1999.95,-308.45,1.46,1452.018,2.92,-2222.3,14197.133,4259.14,-1388.85,0.3,41455.63,0.085,12776.0,2777.5,22220.0,13332.0,8.0,236.088,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,37999.999,1.31,1702.4,2194.983,6475.2,113.6,2.95,2875.428
2020-07-16,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.22,-0.4,15936.224,6374.49,-1374.89,0.4,3505.969,4.77,-2437.76,733.49,4606.32,228.48,6.28,3498.749,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,20.703,164.2,303.943,5197.42,528.5,17.1,6292.59,6.2,-1830.6,2367.673,6155.95,-3108.45,2.6,14679.574,0.915,-4149.92,8723.272,5757.36,-5589.92,0.66,7981.794,2.77,-645.1,1275.117,6003.25,-492.1,4.708,3532.073,1.35,-3547.3,1369.829,1999.95,-308.45,1.46,1849.269,3.42,-2222.3,14197.133,4259.14,-1388.85,0.3,48554.196,0.1,12776.0,2777.5,22220.0,13332.0,8.0,277.75,0.091,-1437.785,41444.053,11811.555,-1249.9,0.285,3758.976,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,37999.999,1.5,1702.4,2194.983,6475.2,113.6,2.95,3292.474
2020-07-17,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.21,-0.4,15936.224,6374.49,-1374.89,0.4,3346.607,4.7,-2437.76,733.49,4606.32,228.48,6.28,3447.405,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,20.222,164.2,303.943,5197.42,528.5,17.1,6146.251,6.27,-1830.6,2367.673,6155.95,-3108.45,2.6,14845.311,0.87,-4149.92,8723.272,5757.36,-5589.92,0.66,7589.247,2.99,-645.1,1275.117,6003.25,-492.1,4.708,3812.599,1.26,-3547.3,1369.829,1999.95,-308.45,1.46,1725.984,3.28,-2222.3,14197.133,4259.14,-1388.85,0.3,46566.596,0.158,12776.0,2777.5,22220.0,13332.0,8.0,438.567,0.099,-1437.785,41444.053,11811.555,-1249.9,0.285,4102.961,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.39,1702.4,2194.983,6475.2,113.6,2.95,3051.026
2020-07-20,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.21,-0.4,15936.224,6374.49,-1374.89,0.4,3346.607,4.51,-2437.76,733.49,4606.32,228.48,6.28,3308.042,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,20.588,164.2,303.943,5197.42,528.5,17.1,6257.469,5.95,-1830.6,2367.673,6155.95,-3108.45,2.6,14087.655,0.83,-4149.92,8723.272,5757.36,-5589.92,0.66,7240.316,3.15,-645.1,1275.117,6003.25,-492.1,4.708,4016.618,1.21,-3547.3,1369.829,1999.95,-308.45,1.46,1657.493,3.12,-2222.3,14197.133,4259.14,-1388.85,0.3,44295.053,0.09,12776.0,2777.5,22220.0,13332.0,8.0,249.975,0.099,-1437.785,41444.053,11811.555,-1249.9,0.285,4102.961,0.007,-1923.08,2355766.701,18846.135,-769.23,0.008,16490.367,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,37999.999,1.35,1702.4,2194.983,6475.2,113.6,2.95,2963.227
2020-07-21,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.21,-0.4,15936.224,6374.49,-1374.89,0.4,3346.607,4.9,-2437.76,733.49,4606.32,228.48,6.28,3594.103,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3404.304,20.79,164.2,303.943,5197.42,528.5,17.1,6318.931,5.86,-1830.6,2367.673,6155.95,-3108.45,2.6,13874.566,0.91,-4149.92,8723.272,5757.36,-5589.92,0.66,7938.178,3.05,-645.1,1275.117,6003.25,-492.1,4.708,3889.106,1.58,-3547.3,1369.829,1999.95,-308.45,1.46,2164.329,3.07,-2222.3,14197.133,4259.14,-1388.85,0.3,43585.197,0.075,12776.0,2777.5,22220.0,13332.0,8.0,208.313,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.012,-1923.08,2355766.701,18846.135,-769.23,0.008,28269.201,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-07-22,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.218,-0.4,15936.224,6374.49,-1374.89,0.4,3474.097,5.3,-2437.76,733.49,4606.32,228.48,6.28,3887.499,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3404.304,21.127,164.2,303.943,5197.42,528.5,17.1,6421.369,5.87,-1830.6,2367.673,6155.95,-3108.45,2.6,13898.242,0.96,-4149.92,8723.272,5757.36,-5589.92,0.66,8374.341,2.97,-645.1,1275.117,6003.25,-492.1,4.708,3787.097,1.15,-3547.3,1369.829,1999.95,-308.45,1.46,1575.303,3.17,-2222.3,14197.133,4259.14,-1388.85,0.3,45004.913,0.065,12776.0,2777.5,22220.0,13332.0,8.0,180.537,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,44333.331,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-07-23,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.218,-0.4,15936.224,6374.49,-1374.89,0.4,3474.097,5.44,-2437.76,733.49,4606.32,228.48,6.28,3990.188,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3056.926,20.53,164.2,303.943,5197.42,528.5,17.1,6239.908,5.9,-1830.6,2367.673,6155.95,-3108.45,2.6,13969.272,0.886,-4149.92,8723.272,5757.36,-5589.92,0.66,7728.819,2.85,-645.1,1275.117,6003.25,-492.1,4.708,3634.083,1.125,-3547.3,1369.829,1999.95,-308.45,1.46,1541.057,3.1,-2222.3,14197.133,4259.14,-1388.85,0.3,44011.111,0.056,12776.0,2777.5,22220.0,13332.0,8.0,156.234,0.123,-1437.785,41444.053,11811.555,-1249.9,0.285,5097.619,0.012,-1923.08,2355766.701,18846.135,-769.23,0.008,28269.201,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,44333.331,1.31,1702.4,2194.983,6475.2,113.6,2.95,2875.428
2020-07-24,0.52,-1135.85,3225.807,5000.0,-1134.315,1.55,1677.419,0.218,-0.4,15936.224,6374.49,-1374.89,0.4,3474.097,5.43,-2437.76,733.49,4606.32,228.48,6.28,3982.853,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3056.926,20.366,164.2,303.943,5197.42,528.5,17.1,6190.153,5.73,-1830.6,2367.673,6155.95,-3108.45,2.6,13566.768,0.845,-4149.92,8723.272,5757.36,-5589.92,0.66,7371.165,2.92,-645.1,1275.117,6003.25,-492.1,4.708,3723.341,1.12,-3547.3,1369.829,1999.95,-308.45,1.46,1534.208,3.33,-2222.3,14197.133,4259.14,-1388.85,0.3,47276.452,0.055,12776.0,2777.5,22220.0,13332.0,8.0,152.762,0.093,-1437.785,41444.053,11811.555,-1249.9,0.285,3854.297,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.25,1702.4,2194.983,6475.2,113.6,2.95,2743.729
2020-07-27,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.22,-0.4,15936.224,6374.49,-1374.89,0.4,3505.969,5.61,-2437.76,733.49,4606.32,228.48,6.28,4114.881,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3195.877,20.722,164.2,303.943,5197.42,528.5,17.1,6298.444,5.72,-1830.6,2367.673,6155.95,-3108.45,2.6,13543.091,0.805,-4149.92,8723.272,5757.36,-5589.92,0.66,7022.234,2.77,-645.1,1275.117,6003.25,-492.1,4.708,3532.073,1.07,-3547.3,1369.829,1999.95,-308.45,1.46,1465.717,3.21,-2222.3,14197.133,4259.14,-1388.85,0.3,45572.798,0.045,12776.0,2777.5,22220.0,13332.0,8.0,125.821,0.08,-1437.785,41444.053,11811.555,-1249.9,0.285,3315.524,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.27,1702.4,2194.983,6475.2,113.6,2.95,2787.628
2020-07-28,0.25,-1135.85,3225.807,5000.0,-1134.315,1.55,806.452,0.218,-0.4,15936.224,6374.49,-1374.89,0.4,3474.097,5.41,-2437.76,733.49,4606.32,228.48,6.28,3968.183,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3056.926,19.798,164.2,303.943,5197.42,528.5,17.1,6017.472,5.99,-1830.6,2367.673,6155.95,-3108.45,2.6,14182.362,0.761,-4149.92,8723.272,5757.36,-5589.92,0.66,6638.41,2.8,-645.1,1275.117,6003.25,-492.1,4.708,3570.327,1.07,-3547.3,1369.829,1999.95,-308.45,1.46,1465.717,3.1,-2222.3,14197.133,4259.14,-1388.85,0.3,44011.111,0.054,12776.0,2777.5,22220.0,13332.0,8.0,148.596,0.08,-1437.785,41444.053,11811.555,-1249.9,0.285,3315.524,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.27,1702.4,2194.983,6475.2,113.6,2.95,2787.628
2020-07-29,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.56,-2437.76,733.49,4606.32,228.48,6.28,4078.207,0.002,1943.739,1389511.739,15437.476,693.749,0.011,2917.975,20.568,164.2,303.943,5197.42,528.5,17.1,6251.615,5.97,-1830.6,2367.673,6155.95,-3108.45,2.6,14135.009,0.688,-4149.92,8723.272,5757.36,-5589.92,0.66,6001.611,2.69,-645.1,1275.117,6003.25,-492.1,4.708,3430.064,1.06,-3547.3,1369.829,1999.95,-308.45,1.46,1452.018,2.86,-2222.3,14197.133,4259.14,-1388.85,0.3,40603.799,0.04,12776.0,2777.5,22220.0,13332.0,8.0,111.1,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.011,-1923.08,2355766.701,18846.135,-769.23,0.008,25913.434,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,37999.999,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-07-30,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.22,-0.4,15936.224,6374.49,-1374.89,0.4,3505.969,5.26,-2437.76,733.49,4606.32,228.48,6.28,3858.16,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3334.828,21.069,164.2,303.943,5197.42,528.5,17.1,6403.808,6.14,-1830.6,2367.673,6155.95,-3108.45,2.6,14537.513,0.695,-4149.92,8723.272,5757.36,-5589.92,0.66,6062.674,2.72,-645.1,1275.117,6003.25,-492.1,4.708,3468.318,1.04,-3547.3,1369.829,1999.95,-308.45,1.46,1424.622,2.92,-2222.3,14197.133,4259.14,-1388.85,0.3,41455.63,0.035,12776.0,2777.5,22220.0,13332.0,8.0,97.213,0.096,-1437.785,41444.053,11811.555,-1249.9,0.285,3978.629,0.011,-1923.08,2355766.701,18846.135,-769.23,0.008,25913.434,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.4,1702.4,2194.983,6475.2,113.6,2.95,3072.976
2020-07-31,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.08,-2437.76,733.49,4606.32,228.48,6.28,3726.131,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,20.982,164.2,303.943,5197.42,528.5,17.1,6377.467,6.14,-1830.6,2367.673,6155.95,-3108.45,2.6,14537.513,0.682,-4149.92,8723.272,5757.36,-5589.92,0.66,5949.271,2.73,-645.1,1275.117,6003.25,-492.1,4.708,3481.069,1.02,-3547.3,1369.829,1999.95,-308.45,1.46,1397.225,2.77,-2222.3,14197.133,4259.14,-1388.85,0.3,39326.058,0.05,12776.0,2777.5,22220.0,13332.0,8.0,138.875,0.096,-1437.785,41444.053,11811.555,-1249.9,0.285,3978.629,0.007,-1923.08,2355766.701,18846.135,-769.23,0.008,16490.367,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.35,1702.4,2194.983,6475.2,113.6,2.95,2963.227
2020-08-03,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.51,-2437.76,733.49,4606.32,228.48,6.28,4041.532,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3195.877,21.108,164.2,303.943,5197.42,528.5,17.1,6415.515,6.37,-1830.6,2367.673,6155.95,-3108.45,2.6,15082.078,0.814,-4149.92,8723.272,5757.36,-5589.92,0.66,7100.743,2.79,-645.1,1275.117,6003.25,-492.1,4.708,3557.576,1.18,-3547.3,1369.829,1999.95,-308.45,1.46,1616.398,2.8,-2222.3,14197.133,4259.14,-1388.85,0.3,39751.972,0.061,12776.0,2777.5,22220.0,13332.0,8.0,169.428,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.007,-1923.08,2355766.701,18846.135,-769.23,0.008,16490.367,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.3,1702.4,2194.983,6475.2,113.6,2.95,2853.478
2020-08-04,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.73,-2437.76,733.49,4606.32,228.48,6.28,4202.9,0.004,1943.739,1389511.739,15437.476,693.749,0.011,5141.193,21.06,164.2,303.943,5197.42,528.5,17.1,6400.882,6.3,-1830.6,2367.673,6155.95,-3108.45,2.6,14916.342,0.51,-4149.92,8723.272,5757.36,-5589.92,0.66,4448.869,2.77,-645.1,1275.117,6003.25,-492.1,4.708,3532.073,1.19,-3547.3,1369.829,1999.95,-308.45,1.46,1630.096,2.98,-2222.3,14197.133,4259.14,-1388.85,0.3,42307.457,0.045,12776.0,2777.5,22220.0,13332.0,8.0,123.599,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.007,-1923.08,2355766.701,18846.135,-769.23,0.008,16490.367,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,40111.111,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-08-05,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.47,-2437.76,733.49,4606.32,228.48,6.28,4012.192,0.003,1943.739,1389511.739,15437.476,693.749,0.011,4585.389,21.348,164.2,303.943,5197.42,528.5,17.1,6488.685,5.94,-1830.6,2367.673,6155.95,-3108.45,2.6,14063.979,0.523,-4149.92,8723.272,5757.36,-5589.92,0.66,4562.271,2.81,-645.1,1275.117,6003.25,-492.1,4.708,3583.078,1.23,-3547.3,1369.829,1999.95,-308.45,1.46,1684.889,3.1,-2222.3,14197.133,4259.14,-1388.85,0.3,44011.111,0.041,12776.0,2777.5,22220.0,13332.0,8.0,114.155,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.007,-1923.08,2355766.701,18846.135,-769.23,0.008,16490.367,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.32,1702.4,2194.983,6475.2,113.6,2.95,2897.378
2020-08-06,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.21,-0.4,15936.224,6374.49,-1374.89,0.4,3346.607,5.8,-2437.76,733.49,4606.32,228.48,6.28,4254.245,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,21.04,164.2,303.943,5197.42,528.5,17.1,6395.028,5.79,-1830.6,2367.673,6155.95,-3108.45,2.6,13708.828,0.505,-4149.92,8723.272,5757.36,-5589.92,0.66,4405.252,2.79,-645.1,1275.117,6003.25,-492.1,4.708,3557.576,1.22,-3547.3,1369.829,1999.95,-308.45,1.46,1671.191,2.98,-2222.3,14197.133,4259.14,-1388.85,0.3,42307.457,0.04,12776.0,2777.5,22220.0,13332.0,8.0,111.1,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.005,-1923.08,2355766.701,18846.135,-769.23,0.008,11778.833,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.25,1702.4,2194.983,6475.2,113.6,2.95,2743.729
2020-08-07,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.71,-2437.76,733.49,4606.32,228.48,6.28,4188.23,0.003,1943.739,1389511.739,15437.476,693.749,0.011,4307.487,20.925,164.2,303.943,5197.42,528.5,17.1,6359.906,5.96,-1830.6,2367.673,6155.95,-3108.45,2.6,14111.333,0.51,-4149.92,8723.272,5757.36,-5589.92,0.66,4448.869,2.76,-645.1,1275.117,6003.25,-492.1,4.708,3519.322,1.29,-3547.3,1369.829,1999.95,-308.45,1.46,1767.079,3.26,-2222.3,14197.133,4259.14,-1388.85,0.3,46282.654,0.043,12776.0,2777.5,22220.0,13332.0,8.0,119.433,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.004,-1923.08,2355766.701,18846.135,-769.23,0.008,9423.067,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.3,1702.4,2194.983,6475.2,113.6,2.95,2853.478
2020-08-10,0.348,-1135.85,3225.807,5000.0,-1134.315,1.55,1122.581,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,5.52,-2437.76,733.49,4606.32,228.48,6.28,4048.867,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,21.406,164.2,303.943,5197.42,528.5,17.1,6506.245,6.05,-1830.6,2367.673,6155.95,-3108.45,2.6,14324.424,0.516,-4149.92,8723.272,5757.36,-5589.92,0.66,4501.208,3.13,-645.1,1275.117,6003.25,-492.1,4.708,3991.116,1.31,-3547.3,1369.829,1999.95,-308.45,1.46,1794.476,3.19,-2222.3,14197.133,4259.14,-1388.85,0.3,45288.855,0.04,12776.0,2777.5,22220.0,13332.0,8.0,111.1,0.07,-1437.785,41444.053,11811.555,-1249.9,0.285,2901.084,0.004,-1923.08,2355766.701,18846.135,-769.23,0.008,9423.067,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,42222.224,1.25,1702.4,2194.983,6475.2,113.6,2.95,2743.729
