date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,MAA_adj_close,MAA_cashflow,MAA_cml_units,MAA_cml_cost,MAA_gain_loss,MAA_avg_price,MAA_mktvalue,TGTX_adj_close,TGTX_cashflow,TGTX_cml_units,TGTX_cml_cost,TGTX_gain_loss,TGTX_avg_price,TGTX_mktvalue,AYX_adj_close,AYX_cashflow,AYX_cml_units,AYX_cml_cost,AYX_gain_loss,AYX_avg_price,AYX_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,HASI_adj_close,HASI_cashflow,HASI_cml_units,HASI_cml_cost,HASI_gain_loss,HASI_avg_price,HASI_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,SKY_adj_close,SKY_cashflow,SKY_cml_units,SKY_cml_cost,SKY_gain_loss,SKY_avg_price,SKY_mktvalue,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2019-01-15,10.403,-4989.6,240.0,4989.6,1152.0,20.79,2496.798,17.779,-4994.055,171.0,4994.055,1157.67,29.205,3040.18,90.132,-4848.084,24.0,4848.084,867.84,202.004,2163.159,4.62,-4992.12,147.0,4992.12,1029.0,33.96,679.14,69.02,-4936.48,64.0,4936.48,2598.4,77.132,4417.28,40.824,-4969.84,148.0,4969.84,2470.12,33.58,6041.983,1.1,-4997.558,975.0,4997.558,1784.25,5.126,1072.5,19.233,-4939.888,80.0,4939.888,1050.4,61.749,1538.603,6.04,-4999.54,871.0,4999.54,2456.22,5.74,5260.877,15.44,-4973.8,65.0,4973.8,1105.65,76.52,1003.6,1.92,-4998.92,2659.0,4998.92,2366.51,1.88,5105.28
2019-01-16,10.513,-4989.6,240.0,4989.6,1152.0,20.79,2523.055,18.029,-4994.055,171.0,4994.055,1157.67,29.205,3083.021,91.429,-4848.084,24.0,4848.084,867.84,202.004,2194.292,4.62,-4992.12,147.0,4992.12,1029.0,33.96,679.14,68.32,-4936.48,64.0,4936.48,2598.4,77.132,4372.48,41.068,-4969.84,148.0,4969.84,2470.12,33.58,6078.088,1.11,-4997.558,975.0,4997.558,1784.25,5.126,1082.25,19.233,-4939.888,80.0,4939.888,1050.4,61.749,1538.603,6.084,-4999.54,871.0,4999.54,2456.22,5.74,5299.505,15.63,-4973.8,65.0,4973.8,1105.65,76.52,1015.95,1.95,-4998.92,2659.0,4998.92,2366.51,1.88,5185.05
2019-01-17,10.483,-4989.6,240.0,4989.6,1152.0,20.79,2515.895,18.133,-4994.055,171.0,4994.055,1157.67,29.205,3100.747,91.999,-4848.084,24.0,4848.084,867.84,202.004,2207.981,4.42,-4992.12,147.0,4992.12,1029.0,33.96,649.74,70.81,-4936.48,64.0,4936.48,2598.4,77.132,4531.84,40.777,-4969.84,148.0,4969.84,2470.12,33.58,6035.04,1.13,-4997.558,975.0,4997.558,1784.25,5.126,1101.75,19.834,-4939.888,80.0,4939.888,1050.4,61.749,1586.706,6.013,-4999.54,871.0,4999.54,2456.22,5.74,5237.702,15.82,-4973.8,65.0,4973.8,1105.65,76.52,1028.3,2.14,-4998.92,2659.0,4998.92,2366.51,1.88,5690.26
2019-01-18,10.403,-4989.6,240.0,4989.6,1152.0,20.79,2496.798,18.237,-4994.055,171.0,4994.055,1157.67,29.205,3118.474,92.128,-4848.084,24.0,4848.084,867.84,202.004,2211.073,4.52,-4992.12,147.0,4992.12,1029.0,33.96,664.44,73.52,-4936.48,64.0,4936.48,2598.4,77.132,4705.28,41.265,-4969.84,148.0,4969.84,2470.12,33.58,6107.249,1.16,-4997.558,975.0,4997.558,1784.25,5.126,1131.0,19.879,-4939.888,80.0,4939.888,1050.4,61.749,1590.296,5.978,-4999.54,871.0,4999.54,2456.22,5.74,5206.801,15.99,-4973.8,65.0,4973.8,1105.65,76.52,1039.35,2.26,-4998.92,2659.0,4998.92,2366.51,1.88,6009.34
2019-01-22,10.274,-4989.6,240.0,4989.6,1152.0,20.79,2465.767,18.107,-4994.055,171.0,4994.055,1157.67,29.205,3096.315,91.861,-4848.084,24.0,4848.084,867.84,202.004,2204.669,4.36,-4992.12,147.0,4992.12,1029.0,33.96,640.92,71.98,-4936.48,64.0,4936.48,2598.4,77.132,4606.72,41.021,-4969.84,148.0,4969.84,2470.12,33.58,6071.144,1.12,-4997.558,975.0,4997.558,1784.25,5.126,1092.0,19.924,-4939.888,80.0,4939.888,1050.4,61.749,1593.886,5.845,-4999.54,871.0,4999.54,2456.22,5.74,5090.923,15.13,-4973.8,65.0,4973.8,1105.65,76.52,983.45,2.26,-4998.92,2659.0,4998.92,2366.51,1.88,6009.34
2019-01-23,10.254,-4989.6,240.0,4989.6,1152.0,20.79,2460.994,18.159,-4994.055,171.0,4994.055,1157.67,29.205,3105.179,91.659,-4848.084,24.0,4848.084,867.84,202.004,2199.812,4.11,-4992.12,147.0,4992.12,1029.0,33.96,604.17,71.21,-4936.48,64.0,4936.48,2598.4,77.132,4557.44,40.824,-4969.84,148.0,4969.84,2470.12,33.58,6041.983,1.17,-4997.558,975.0,4997.558,1784.25,5.126,1140.75,20.148,-4939.888,80.0,4939.888,1050.4,61.749,1611.835,5.809,-4999.54,871.0,4999.54,2456.22,5.74,5060.023,15.13,-4973.8,65.0,4973.8,1105.65,76.52,983.45,2.23,-4998.92,2659.0,4998.92,2366.51,1.88,5929.57
2019-01-24,10.234,-4989.6,240.0,4989.6,1152.0,20.79,2456.22,18.254,-4994.055,171.0,4994.055,1157.67,29.205,3121.428,91.972,-4848.084,24.0,4848.084,867.84,202.004,2207.319,4.19,-4992.12,147.0,4992.12,1029.0,33.96,615.93,70.49,-4936.48,64.0,4936.48,2598.4,77.132,4511.36,40.956,-4969.84,148.0,4969.84,2470.12,33.58,6061.424,1.17,-4997.558,975.0,4997.558,1784.25,5.126,1140.75,20.085,-4939.888,80.0,4939.888,1050.4,61.749,1606.809,5.942,-4999.54,871.0,4999.54,2456.22,5.74,5175.901,15.85,-4973.8,65.0,4973.8,1105.65,76.52,1030.25,2.21,-4998.92,2659.0,4998.92,2366.51,1.88,5876.39
2019-01-25,9.896,-4989.6,240.0,4989.6,1152.0,20.79,2375.061,18.53,-4994.055,171.0,4994.055,1157.67,29.205,3168.701,92.984,-4848.084,24.0,4848.084,867.84,202.004,2231.607,4.43,-4992.12,147.0,4992.12,1029.0,33.96,651.21,69.9,-4936.48,64.0,4936.48,2598.4,77.132,4473.6,40.89,-4969.84,148.0,4969.84,2470.12,33.58,6051.704,1.16,-4997.558,975.0,4997.558,1784.25,5.126,1131.0,20.301,-4939.888,80.0,4939.888,1050.4,61.749,1624.04,6.067,-4999.54,871.0,4999.54,2456.22,5.74,5284.054,16.2,-4973.8,65.0,4973.8,1105.65,76.52,1053.0,2.17,-4998.92,2659.0,4998.92,2366.51,1.88,5770.03
2019-01-28,9.498,-4989.6,240.0,4989.6,1152.0,20.79,2279.582,18.539,-4994.055,171.0,4994.055,1157.67,29.205,3170.178,94.161,-4848.084,24.0,4848.084,867.84,202.004,2259.869,4.09,-4992.12,147.0,4992.12,1029.0,33.96,601.23,70.03,-4936.48,64.0,4936.48,2598.4,77.132,4481.92,40.674,-4969.84,148.0,4969.84,2470.12,33.58,6019.764,1.12,-4997.558,975.0,4997.558,1784.25,5.126,1092.0,20.148,-4939.888,80.0,4939.888,1050.4,61.749,1611.835,6.04,-4999.54,871.0,4999.54,2456.22,5.74,5260.877,16.2,-4973.8,65.0,4973.8,1105.65,76.52,1053.0,2.13,-4998.92,2659.0,4998.92,2366.51,1.88,5663.67
2019-01-29,9.647,-4989.6,240.0,4989.6,1152.0,20.79,2315.387,18.582,-4994.055,171.0,4994.055,1157.67,29.205,3177.564,95.09,-4848.084,24.0,4848.084,867.84,202.004,2282.169,4.17,-4992.12,147.0,4992.12,1029.0,33.96,612.99,68.26,-4936.48,64.0,4936.48,2598.4,77.132,4368.64,40.749,-4969.84,148.0,4969.84,2470.12,33.58,6030.874,1.11,-4997.558,975.0,4997.558,1784.25,5.126,1082.25,20.049,-4939.888,80.0,4939.888,1050.4,61.749,1603.937,6.058,-4999.54,871.0,4999.54,2456.22,5.74,5276.328,16.48,-4973.8,65.0,4973.8,1105.65,76.52,1071.2,2.1,-4998.92,2659.0,4998.92,2366.51,1.88,5583.9
2019-01-30,10.533,-4989.6,240.0,4989.6,1152.0,20.79,2527.829,18.479,-4994.055,171.0,4994.055,1157.67,29.205,3159.837,95.799,-4848.084,24.0,4848.084,867.84,202.004,2299.171,4.33,-4992.12,147.0,4992.12,1029.0,33.96,636.51,70.63,-4936.48,64.0,4936.48,2598.4,77.132,4520.32,40.899,-4969.84,148.0,4969.84,2470.12,33.58,6053.091,1.17,-4997.558,975.0,4997.558,1784.25,5.126,1140.75,20.013,-4939.888,80.0,4939.888,1050.4,61.749,1601.065,6.082,-4999.54,871.0,4999.54,2456.22,5.74,5297.269,17.12,-4973.8,65.0,4973.8,1105.65,76.52,1112.8,2.08,-4998.92,2659.0,4998.92,2366.51,1.88,5530.72
