date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,MAA_adj_close,MAA_cashflow,MAA_cml_units,MAA_cml_cost,MAA_gain_loss,MAA_avg_price,MAA_mktvalue,TGTX_adj_close,TGTX_cashflow,TGTX_cml_units,TGTX_cml_cost,TGTX_gain_loss,TGTX_avg_price,TGTX_mktvalue,AYX_adj_close,AYX_cashflow,AYX_cml_units,AYX_cml_cost,AYX_gain_loss,AYX_avg_price,AYX_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,HASI_adj_close,HASI_cashflow,HASI_cml_units,HASI_cml_cost,HASI_gain_loss,HASI_avg_price,HASI_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,SKY_adj_close,SKY_cashflow,SKY_cml_units,SKY_cml_cost,SKY_gain_loss,SKY_avg_price,SKY_mktvalue,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2019-11-27,14.128,-4989.6,240.0,4989.6,1152.0,20.79,3390.693,22.372,-4994.055,171.0,4994.055,1157.67,29.205,3825.612,129.183,-4848.084,24.0,4848.084,867.84,202.004,3100.39,7.81,-4992.12,147.0,4992.12,1029.0,33.96,1148.07,111.19,-4936.48,64.0,4936.48,2598.4,77.132,7116.16,46.22,-4969.84,148.0,4969.84,2470.12,33.58,6840.512,1.44,-4997.558,975.0,4997.558,1784.25,5.126,1404.0,27.493,-4939.888,80.0,4939.888,1050.4,61.749,2199.428,7.232,-4999.54,871.0,4999.54,2456.22,5.74,6299.258,33.2,-4973.8,65.0,4973.8,1105.65,76.52,2158.0,1.93,-4998.92,2659.0,4998.92,2366.51,1.88,5131.87
2019-11-29,14.048,-4989.6,240.0,4989.6,1152.0,20.79,3371.55,22.228,-4994.055,171.0,4994.055,1157.67,29.205,3801.021,128.241,-4848.084,24.0,4848.084,867.84,202.004,3077.777,8.19,-4992.12,147.0,4992.12,1029.0,33.96,1203.93,113.53,-4936.48,64.0,4936.48,2598.4,77.132,7265.92,46.172,-4969.84,148.0,4969.84,2470.12,33.58,6833.434,1.44,-4997.558,975.0,4997.558,1784.25,5.126,1404.0,27.325,-4939.888,80.0,4939.888,1050.4,61.749,2186.021,7.399,-4999.54,871.0,4999.54,2456.22,5.74,6444.626,33.18,-4973.8,65.0,4973.8,1105.65,76.52,2156.7,1.87,-4998.92,2659.0,4998.92,2366.51,1.88,4972.33
2019-12-02,14.028,-4989.6,240.0,4989.6,1152.0,20.79,3366.764,21.994,-4994.055,171.0,4994.055,1157.67,29.205,3761.058,125.932,-4848.084,24.0,4848.084,867.84,202.004,3022.378,7.84,-4992.12,147.0,4992.12,1029.0,33.96,1152.48,107.83,-4936.48,64.0,4936.48,2598.4,77.132,6901.12,46.172,-4969.84,148.0,4969.84,2470.12,33.58,6833.434,1.72,-4997.558,975.0,4997.558,1784.25,5.126,1677.0,27.465,-4939.888,80.0,4939.888,1050.4,61.749,2197.193,7.399,-4999.54,871.0,4999.54,2456.22,5.74,6444.626,32.03,-4973.8,65.0,4973.8,1105.65,76.52,2081.95,1.89,-4998.92,2659.0,4998.92,2366.51,1.88,5025.51
2019-12-03,13.948,-4989.6,240.0,4989.6,1152.0,20.79,3347.621,22.165,-4994.055,171.0,4994.055,1157.67,29.205,3790.261,126.366,-4848.084,24.0,4848.084,867.84,202.004,3032.778,7.81,-4992.12,147.0,4992.12,1029.0,33.96,1148.07,108.67,-4936.48,64.0,4936.48,2598.4,77.132,6954.88,46.382,-4969.84,148.0,4969.84,2470.12,33.58,6864.58,1.72,-4997.558,975.0,4997.558,1784.25,5.126,1677.0,26.739,-4939.888,80.0,4939.888,1050.4,61.749,2139.098,7.51,-4999.54,871.0,4999.54,2456.22,5.74,6541.537,32.8,-4973.8,65.0,4973.8,1105.65,76.52,2132.0,1.84,-4998.92,2659.0,4998.92,2366.51,1.88,4892.56
2019-12-04,14.726,-4989.6,240.0,4989.6,1152.0,20.79,3534.265,22.003,-4994.055,171.0,4994.055,1157.67,29.205,3762.595,126.959,-4848.084,24.0,4848.084,867.84,202.004,3047.025,8.2,-4992.12,147.0,4992.12,1029.0,33.96,1205.4,110.93,-4936.48,64.0,4936.48,2598.4,77.132,7099.52,47.798,-4969.84,148.0,4969.84,2470.12,33.58,7074.098,1.65,-4997.558,975.0,4997.558,1784.25,5.126,1608.75,27.037,-4939.888,80.0,4939.888,1050.4,61.749,2162.932,7.464,-4999.54,871.0,4999.54,2456.22,5.74,6501.157,33.86,-4973.8,65.0,4973.8,1105.65,76.52,2200.9,1.84,-4998.92,2659.0,4998.92,2366.51,1.88,4892.56
2019-12-05,14.726,-4989.6,240.0,4989.6,1152.0,20.79,3534.265,22.201,-4994.055,171.0,4994.055,1157.67,29.205,3796.409,127.195,-4848.084,24.0,4848.084,867.84,202.004,3052.678,7.68,-4992.12,147.0,4992.12,1029.0,33.96,1128.96,111.47,-4936.48,64.0,4936.48,2598.4,77.132,7134.08,48.353,-4969.84,148.0,4969.84,2470.12,33.58,7156.207,1.62,-4997.558,975.0,4997.558,1784.25,5.126,1579.5,27.241,-4939.888,80.0,4939.888,1050.4,61.749,2179.318,7.51,-4999.54,871.0,4999.54,2456.22,5.74,6541.537,34.63,-4973.8,65.0,4973.8,1105.65,76.52,2250.95,1.86,-4998.92,2659.0,4998.92,2366.51,1.88,4945.74
2019-12-06,14.656,-4989.6,240.0,4989.6,1152.0,20.79,3517.515,22.417,-4994.055,171.0,4994.055,1157.67,29.205,3833.298,126.997,-4848.084,24.0,4848.084,867.84,202.004,3047.929,7.12,-4992.12,147.0,4992.12,1029.0,33.96,1046.64,108.1,-4936.48,64.0,4936.48,2598.4,77.132,6918.4,48.908,-4969.84,148.0,4969.84,2470.12,33.58,7238.315,1.64,-4997.558,975.0,4997.558,1784.25,5.126,1599.0,27.474,-4939.888,80.0,4939.888,1050.4,61.749,2197.939,7.649,-4999.54,871.0,4999.54,2456.22,5.74,6662.676,35.2,-4973.8,65.0,4973.8,1105.65,76.52,2288.0,1.88,-4998.92,2659.0,4998.92,2366.51,1.88,4998.92
2019-12-09,14.716,-4989.6,240.0,4989.6,1152.0,20.79,3531.872,22.399,-4994.055,171.0,4994.055,1157.67,29.205,3830.223,127.195,-4848.084,24.0,4848.084,867.84,202.004,3052.678,9.28,-4992.12,147.0,4992.12,1029.0,33.96,1364.16,108.01,-4936.48,64.0,4936.48,2598.4,77.132,6912.64,48.793,-4969.84,148.0,4969.84,2470.12,33.58,7221.327,1.57,-4997.558,975.0,4997.558,1784.25,5.126,1530.75,27.735,-4939.888,80.0,4939.888,1050.4,61.749,2218.793,7.64,-4999.54,871.0,4999.54,2456.22,5.74,6654.6,33.7,-4973.8,65.0,4973.8,1105.65,76.52,2190.5,1.96,-4998.92,2659.0,4998.92,2366.51,1.88,5211.64
2019-12-10,14.876,-4989.6,240.0,4989.6,1152.0,20.79,3570.158,22.381,-4994.055,171.0,4994.055,1157.67,29.205,3827.149,125.716,-4848.084,24.0,4848.084,867.84,202.004,3017.176,9.42,-4992.12,147.0,4992.12,1029.0,33.96,1384.74,107.61,-4936.48,64.0,4936.48,2598.4,77.132,6887.04,48.726,-4969.84,148.0,4969.84,2470.12,33.58,7211.418,1.64,-4997.558,975.0,4997.558,1784.25,5.126,1599.0,27.633,-4939.888,80.0,4939.888,1050.4,61.749,2210.6,7.649,-4999.54,871.0,4999.54,2456.22,5.74,6662.676,33.86,-4973.8,65.0,4973.8,1105.65,76.52,2200.9,1.97,-4998.92,2659.0,4998.92,2366.51,1.88,5238.23
2019-12-11,14.935,-4989.6,240.0,4989.6,1152.0,20.79,3584.515,22.192,-4994.055,171.0,4994.055,1157.67,29.205,3794.872,124.029,-4848.084,24.0,4848.084,867.84,202.004,2976.7,8.94,-4992.12,147.0,4992.12,1029.0,33.96,1314.18,98.41,-4936.48,64.0,4936.48,2598.4,77.132,6298.24,49.529,-4969.84,148.0,4969.84,2470.12,33.58,7330.333,1.71,-4997.558,975.0,4997.558,1784.25,5.126,1667.25,27.996,-4939.888,80.0,4939.888,1050.4,61.749,2239.648,7.705,-4999.54,871.0,4999.54,2456.22,5.74,6711.132,34.04,-4973.8,65.0,4973.8,1105.65,76.52,2212.6,2.0,-4998.92,2659.0,4998.92,2366.51,1.88,5318.0
2019-12-12,15.045,-4989.6,240.0,4989.6,1152.0,20.79,3610.837,22.156,-4994.055,171.0,4994.055,1157.67,29.205,3788.724,123.219,-4848.084,24.0,4848.084,867.84,202.004,2957.253,9.395,-4992.12,147.0,4992.12,1029.0,33.96,1381.065,94.63,-4936.48,64.0,4936.48,2598.4,77.132,6056.32,49.998,-4969.84,148.0,4969.84,2470.12,33.58,7399.702,1.73,-4997.558,975.0,4997.558,1784.25,5.126,1686.75,28.117,-4939.888,80.0,4939.888,1050.4,61.749,2249.331,7.77,-4999.54,871.0,4999.54,2456.22,5.74,6767.665,33.36,-4973.8,65.0,4973.8,1105.65,76.52,2168.4,2.27,-4998.92,2659.0,4998.92,2366.51,1.88,6035.93
2019-12-13,15.135,-4989.6,240.0,4989.6,1152.0,20.79,3632.373,21.869,-4994.055,171.0,4994.055,1157.67,29.205,3739.54,122.955,-4848.084,24.0,4848.084,867.84,202.004,2950.922,10.1,-4992.12,147.0,4992.12,1029.0,33.96,1484.7,95.53,-4936.48,64.0,4936.48,2598.4,77.132,6113.92,50.524,-4969.84,148.0,4969.84,2470.12,33.58,7477.564,1.81,-4997.558,975.0,4997.558,1784.25,5.126,1764.75,29.01,-4939.888,80.0,4939.888,1050.4,61.749,2320.832,7.77,-4999.54,871.0,4999.54,2456.22,5.74,6767.665,32.83,-4973.8,65.0,4973.8,1105.65,76.52,2133.95,2.26,-4998.92,2659.0,4998.92,2366.51,1.88,6009.34
2019-12-16,15.145,-4989.6,240.0,4989.6,1152.0,20.79,3634.765,22.12,-4994.055,171.0,4994.055,1157.67,29.205,3782.576,122.993,-4848.084,24.0,4848.084,867.84,202.004,2951.826,10.11,-4992.12,147.0,4992.12,1029.0,33.96,1486.17,99.11,-4936.48,64.0,4936.48,2598.4,77.132,6343.04,51.854,-4969.84,148.0,4969.84,2470.12,33.58,7674.342,2.22,-4997.558,975.0,4997.558,1784.25,5.126,2164.5,29.234,-4939.888,80.0,4939.888,1050.4,61.749,2338.708,7.779,-4999.54,871.0,4999.54,2456.22,5.74,6775.739,32.52,-4973.8,65.0,4973.8,1105.65,76.52,2113.8,2.28,-4998.92,2659.0,4998.92,2366.51,1.88,6062.52
2019-12-17,15.175,-4989.6,240.0,4989.6,1152.0,20.79,3641.944,22.336,-4994.055,171.0,4994.055,1157.67,29.205,3819.464,120.675,-4848.084,24.0,4848.084,867.84,202.004,2896.2,10.17,-4992.12,147.0,4992.12,1029.0,33.96,1494.99,97.4,-4936.48,64.0,4936.48,2598.4,77.132,6233.6,51.835,-4969.84,148.0,4969.84,2470.12,33.58,7671.51,2.16,-4997.558,975.0,4997.558,1784.25,5.126,2106.0,29.104,-4939.888,80.0,4939.888,1050.4,61.749,2328.28,7.807,-4999.54,871.0,4999.54,2456.22,5.74,6799.969,30.72,-4973.8,65.0,4973.8,1105.65,76.52,1996.8,2.17,-4998.92,2659.0,4998.92,2366.51,1.88,5770.03
2019-12-18,15.035,-4989.6,240.0,4989.6,1152.0,20.79,3608.444,22.498,-4994.055,171.0,4994.055,1157.67,29.205,3847.13,121.419,-4848.084,24.0,4848.084,867.84,202.004,2914.063,9.94,-4992.12,147.0,4992.12,1029.0,33.96,1461.18,100.0,-4936.48,64.0,4936.48,2598.4,77.132,6400.0,52.848,-4969.84,148.0,4969.84,2470.12,33.58,7821.571,2.36,-4997.558,975.0,4997.558,1784.25,5.126,2301.0,29.699,-4939.888,80.0,4939.888,1050.4,61.749,2375.948,7.881,-4999.54,871.0,4999.54,2456.22,5.74,6864.576,30.83,-4973.8,65.0,4973.8,1105.65,76.52,2003.95,2.07,-4998.92,2659.0,4998.92,2366.51,1.88,5504.13
2019-12-19,15.035,-4989.6,240.0,4989.6,1152.0,20.79,3608.444,22.758,-4994.055,171.0,4994.055,1157.67,29.205,3891.703,121.843,-4848.084,24.0,4848.084,867.84,202.004,2924.24,9.85,-4992.12,147.0,4992.12,1029.0,33.96,1447.95,100.21,-4936.48,64.0,4936.48,2598.4,77.132,6413.44,53.413,-4969.84,148.0,4969.84,2470.12,33.58,7905.096,2.47,-4997.558,975.0,4997.558,1784.25,5.126,2408.25,29.923,-4939.888,80.0,4939.888,1050.4,61.749,2393.824,7.974,-4999.54,871.0,4999.54,2456.22,5.74,6945.336,30.59,-4973.8,65.0,4973.8,1105.65,76.52,1988.35,2.12,-4998.92,2659.0,4998.92,2366.51,1.88,5637.08
2019-12-20,15.205,-4989.6,240.0,4989.6,1152.0,20.79,3649.123,22.794,-4994.055,171.0,4994.055,1157.67,29.205,3897.852,122.541,-4848.084,24.0,4848.084,867.84,202.004,2940.972,10.11,-4992.12,147.0,4992.12,1029.0,33.96,1486.17,100.79,-4936.48,64.0,4936.48,2598.4,77.132,6450.56,52.523,-4969.84,148.0,4969.84,2470.12,33.58,7773.438,2.51,-4997.558,975.0,4997.558,1784.25,5.126,2447.25,30.183,-4939.888,80.0,4939.888,1050.4,61.749,2414.678,7.974,-4999.54,871.0,4999.54,2456.22,5.74,6945.336,31.77,-4973.8,65.0,4973.8,1105.65,76.52,2065.05,2.2,-4998.92,2659.0,4998.92,2366.51,1.88,5849.8
2019-12-23,15.025,-4989.6,240.0,4989.6,1152.0,20.79,3606.051,22.776,-4994.055,171.0,4994.055,1157.67,29.205,3894.778,121.579,-4848.084,24.0,4848.084,867.84,202.004,2917.907,11.01,-4992.12,147.0,4992.12,1029.0,33.96,1618.47,102.88,-4936.48,64.0,4936.48,2598.4,77.132,6584.32,52.906,-4969.84,148.0,4969.84,2470.12,33.58,7830.065,2.695,-4997.558,975.0,4997.558,1784.25,5.126,2627.625,30.221,-4939.888,80.0,4939.888,1050.4,61.749,2417.658,8.122,-4999.54,871.0,4999.54,2456.22,5.74,7074.552,30.9,-4973.8,65.0,4973.8,1105.65,76.52,2008.5,2.19,-4998.92,2659.0,4998.92,2366.51,1.88,5823.21
2019-12-24,15.075,-4989.6,240.0,4989.6,1152.0,20.79,3618.015,22.651,-4994.055,171.0,4994.055,1157.67,29.205,3873.26,121.881,-4848.084,24.0,4848.084,867.84,202.004,2925.144,11.2,-4992.12,147.0,4992.12,1029.0,33.96,1646.4,102.57,-4936.48,64.0,4936.48,2598.4,77.132,6564.48,52.963,-4969.84,148.0,4969.84,2470.12,33.58,7838.559,3.06,-4997.558,975.0,4997.558,1784.25,5.126,2983.5,30.197,-4939.888,80.0,4939.888,1050.4,61.749,2415.776,8.076,-4999.54,871.0,4999.54,2456.22,5.74,7034.17,31.06,-4973.8,65.0,4973.8,1105.65,76.52,2018.9,2.16,-4998.92,2659.0,4998.92,2366.51,1.88,5743.44
2019-12-26,15.055,-4989.6,240.0,4989.6,1152.0,20.79,3613.23,22.767,-4994.055,171.0,4994.055,1157.67,29.205,3893.168,121.947,-4848.084,24.0,4848.084,867.84,202.004,2926.726,11.13,-4992.12,147.0,4992.12,1029.0,33.96,1636.11,103.45,-4936.48,64.0,4936.48,2598.4,77.132,6620.8,53.231,-4969.84,148.0,4969.84,2470.12,33.58,7878.143,3.4,-4997.558,975.0,4997.558,1784.25,5.126,3315.0,30.319,-4939.888,80.0,4939.888,1050.4,61.749,2425.56,8.132,-4999.54,871.0,4999.54,2456.22,5.74,7082.625,31.38,-4973.8,65.0,4973.8,1105.65,76.52,2039.7,2.4,-4998.92,2659.0,4998.92,2366.51,1.88,6381.6
2019-12-27,15.235,-4989.6,240.0,4989.6,1152.0,20.79,3656.301,22.958,-4994.055,171.0,4994.055,1157.67,29.205,3925.832,122.484,-4848.084,24.0,4848.084,867.84,202.004,2939.615,10.88,-4992.12,147.0,4992.12,1029.0,33.96,1599.36,102.84,-4936.48,64.0,4936.48,2598.4,77.132,6581.76,52.75,-4969.84,148.0,4969.84,2470.12,33.58,7806.95,3.14,-4997.558,975.0,4997.558,1784.25,5.126,3061.5,30.216,-4939.888,80.0,4939.888,1050.4,61.749,2417.281,8.085,-4999.54,871.0,4999.54,2456.22,5.74,7042.248,31.44,-4973.8,65.0,4973.8,1105.65,76.52,2043.6,2.42,-4998.92,2659.0,4998.92,2366.51,1.88,6434.78
2019-12-30,15.085,-4989.6,240.0,4989.6,1152.0,20.79,3620.408,22.994,-4994.055,171.0,4994.055,1157.67,29.205,3932.054,123.002,-4848.084,24.0,4848.084,867.84,202.004,2952.053,10.85,-4992.12,147.0,4992.12,1029.0,33.96,1594.95,99.13,-4936.48,64.0,4936.48,2598.4,77.132,6344.32,52.673,-4969.84,148.0,4969.84,2470.12,33.58,7795.559,3.12,-4997.558,975.0,4997.558,1784.25,5.126,3042.0,30.592,-4939.888,80.0,4939.888,1050.4,61.749,2447.385,8.048,-4999.54,871.0,4999.54,2456.22,5.74,7009.831,31.12,-4973.8,65.0,4973.8,1105.65,76.52,2022.8,2.25,-4998.92,2659.0,4998.92,2366.51,1.88,5982.75
2019-12-31,15.045,-4989.6,240.0,4989.6,1152.0,20.79,3610.837,23.24,-4994.055,171.0,4994.055,1157.67,29.205,3974.049,124.236,-4848.084,24.0,4848.084,867.84,202.004,2981.674,11.1,-4992.12,147.0,4992.12,1029.0,33.96,1631.7,100.07,-4936.48,64.0,4936.48,2598.4,77.132,6404.48,52.711,-4969.84,148.0,4969.84,2470.12,33.58,7801.254,2.9,-4997.558,975.0,4997.558,1784.25,5.126,2827.5,30.272,-4939.888,80.0,4939.888,1050.4,61.749,2421.797,8.113,-4999.54,871.0,4999.54,2456.22,5.74,7066.559,31.7,-4973.8,65.0,4973.8,1105.65,76.52,2060.5,2.2,-4998.92,2659.0,4998.92,2366.51,1.88,5849.8
2020-01-02,15.185,-4989.6,240.0,4989.6,1152.0,20.79,3644.337,22.994,-4994.055,171.0,4994.055,1157.67,29.205,3932.054,122.117,-4848.084,24.0,4848.084,867.84,202.004,2930.797,10.93,-4992.12,147.0,4992.12,1029.0,33.96,1606.71,105.0,-4936.48,64.0,4936.48,2598.4,77.132,6720.0,53.125,-4969.84,148.0,4969.84,2470.12,33.58,7862.48,2.11,-4997.558,975.0,4997.558,1784.25,5.126,2057.25,29.558,-4939.888,80.0,4939.888,1050.4,61.749,2364.601,8.188,-4999.54,871.0,4999.54,2456.22,5.74,7131.39,32.11,-4973.8,65.0,4973.8,1105.65,76.52,2087.15,2.35,-4998.92,2659.0,4998.92,2366.51,1.88,6248.65
2020-01-03,14.876,-4989.6,240.0,4989.6,1152.0,20.79,3570.158,23.013,-4994.055,171.0,4994.055,1157.67,29.205,3935.164,123.492,-4848.084,24.0,4848.084,867.84,202.004,2963.811,10.83,-4992.12,147.0,4992.12,1029.0,33.96,1592.01,106.83,-4936.48,64.0,4936.48,2598.4,77.132,6837.12,52.913,-4969.84,148.0,4969.84,2470.12,33.58,7831.155,1.93,-4997.558,975.0,4997.558,1784.25,5.126,1881.75,29.746,-4939.888,80.0,4939.888,1050.4,61.749,2379.653,8.197,-4999.54,871.0,4999.54,2456.22,5.74,7139.493,32.06,-4973.8,65.0,4973.8,1105.65,76.52,2083.9,2.95,-4998.92,2659.0,4998.92,2366.51,1.88,7844.05
2020-01-06,14.676,-4989.6,240.0,4989.6,1152.0,20.79,3522.301,22.776,-4994.055,171.0,4994.055,1157.67,29.205,3894.724,123.671,-4848.084,24.0,4848.084,867.84,202.004,2968.107,11.04,-4992.12,147.0,4992.12,1029.0,33.96,1622.88,108.69,-4936.48,64.0,4936.48,2598.4,77.132,6956.16,53.125,-4969.84,148.0,4969.84,2470.12,33.58,7862.48,2.39,-4997.558,975.0,4997.558,1784.25,5.126,2330.25,29.877,-4939.888,80.0,4939.888,1050.4,61.749,2390.189,8.225,-4999.54,871.0,4999.54,2456.22,5.74,7163.804,32.05,-4973.8,65.0,4973.8,1105.65,76.52,2083.25,3.25,-4998.92,2659.0,4998.92,2366.51,1.88,8641.75
2020-01-07,14.537,-4989.6,240.0,4989.6,1152.0,20.79,3488.801,22.685,-4994.055,171.0,4994.055,1157.67,29.205,3879.17,121.824,-4848.084,24.0,4848.084,867.84,202.004,2923.787,11.64,-4992.12,147.0,4992.12,1029.0,33.96,1711.08,112.01,-4936.48,64.0,4936.48,2598.4,77.132,7168.64,53.394,-4969.84,148.0,4969.84,2470.12,33.58,7902.348,2.49,-4997.558,975.0,4997.558,1784.25,5.126,2427.75,29.661,-4939.888,80.0,4939.888,1050.4,61.749,2372.879,8.15,-4999.54,871.0,4999.54,2456.22,5.74,7098.974,31.72,-4973.8,65.0,4973.8,1105.65,76.52,2061.8,3.03,-4998.92,2659.0,4998.92,2366.51,1.88,8056.77
2020-01-08,14.666,-4989.6,240.0,4989.6,1152.0,20.79,3519.908,22.831,-4994.055,171.0,4994.055,1157.67,29.205,3904.056,122.691,-4848.084,24.0,4848.084,867.84,202.004,2944.59,12.18,-4992.12,147.0,4992.12,1029.0,33.96,1790.46,115.14,-4936.48,64.0,4936.48,2598.4,77.132,7368.96,53.818,-4969.84,148.0,4969.84,2470.12,33.58,7964.996,2.37,-4997.558,975.0,4997.558,1784.25,5.126,2310.75,29.981,-4939.888,80.0,4939.888,1050.4,61.749,2398.467,8.243,-4999.54,871.0,4999.54,2456.22,5.74,7180.013,32.05,-4973.8,65.0,4973.8,1105.65,76.52,2083.25,3.07,-4998.92,2659.0,4998.92,2366.51,1.88,8163.13
2020-01-09,15.095,-4989.6,240.0,4989.6,1152.0,20.79,3622.801,23.058,-4994.055,171.0,4994.055,1157.67,29.205,3942.942,122.767,-4848.084,24.0,4848.084,867.84,202.004,2946.399,13.03,-4992.12,147.0,4992.12,1029.0,33.96,1915.41,119.11,-4936.48,64.0,4936.48,2598.4,77.132,7623.04,52.403,-4969.84,148.0,4969.84,2470.12,33.58,7755.691,2.32,-4997.558,975.0,4997.558,1784.25,5.126,2262.0,30.037,-4939.888,80.0,4939.888,1050.4,61.749,2402.983,8.234,-4999.54,871.0,4999.54,2456.22,5.74,7171.909,32.84,-4973.8,65.0,4973.8,1105.65,76.52,2134.6,3.06,-4998.92,2659.0,4998.92,2366.51,1.88,8136.54
2020-01-10,14.995,-4989.6,240.0,4989.6,1152.0,20.79,3598.873,23.076,-4994.055,171.0,4994.055,1157.67,29.205,3946.052,124.698,-4848.084,24.0,4848.084,867.84,202.004,2992.755,13.18,-4992.12,147.0,4992.12,1029.0,33.96,1937.46,119.89,-4936.48,64.0,4936.48,2598.4,77.132,7672.96,51.951,-4969.84,148.0,4969.84,2470.12,33.58,7688.771,2.2,-4997.558,975.0,4997.558,1784.25,5.126,2145.0,30.47,-4939.888,80.0,4939.888,1050.4,61.749,2437.601,8.225,-4999.54,871.0,4999.54,2456.22,5.74,7163.804,33.49,-4973.8,65.0,4973.8,1105.65,76.52,2176.85,2.99,-4998.92,2659.0,4998.92,2366.51,1.88,7950.41
2020-01-13,15.035,-4989.6,240.0,4989.6,1152.0,20.79,3608.444,23.058,-4994.055,171.0,4994.055,1157.67,29.205,3942.942,125.81,-4848.084,24.0,4848.084,867.84,202.004,3019.437,13.1,-4992.12,147.0,4992.12,1029.0,33.96,1925.7,120.91,-4936.48,64.0,4936.48,2598.4,77.132,7738.24,52.432,-4969.84,148.0,4969.84,2470.12,33.58,7759.962,2.1,-4997.558,975.0,4997.558,1784.25,5.126,2047.5,31.27,-4939.888,80.0,4939.888,1050.4,61.749,2501.57,8.234,-4999.54,871.0,4999.54,2456.22,5.74,7171.909,34.77,-4973.8,65.0,4973.8,1105.65,76.52,2260.05,2.95,-4998.92,2659.0,4998.92,2366.51,1.88,7844.05
2020-01-14,14.995,-4989.6,240.0,4989.6,1152.0,20.79,3598.873,23.167,-4994.055,171.0,4994.055,1157.67,29.205,3961.606,125.107,-4848.084,24.0,4848.084,867.84,202.004,3002.578,13.7,-4992.12,147.0,4992.12,1029.0,33.96,2013.9,120.37,-4936.48,64.0,4936.48,2598.4,77.132,7703.68,52.086,-4969.84,148.0,4969.84,2470.12,33.58,7708.705,2.4,-4997.558,975.0,4997.558,1784.25,5.126,2340.0,31.025,-4939.888,80.0,4939.888,1050.4,61.749,2482.003,8.262,-4999.54,871.0,4999.54,2456.22,5.74,7196.22,36.16,-4973.8,65.0,4973.8,1105.65,76.52,2350.4,2.91,-4998.92,2659.0,4998.92,2366.51,1.88,7737.69
2020-01-15,14.935,-4989.6,240.0,4989.6,1152.0,20.79,3584.515,23.631,-4994.055,171.0,4994.055,1157.67,29.205,4040.932,125.364,-4848.084,24.0,4848.084,867.84,202.004,3008.73,14.1,-4992.12,147.0,4992.12,1029.0,33.96,2072.7,123.6,-4936.48,64.0,4936.48,2598.4,77.132,7910.4,51.961,-4969.84,148.0,4969.84,2470.12,33.58,7690.194,2.42,-4997.558,975.0,4997.558,1784.25,5.126,2359.5,31.383,-4939.888,80.0,4939.888,1050.4,61.749,2510.601,8.169,-4999.54,871.0,4999.54,2456.22,5.74,7115.18,35.85,-4973.8,65.0,4973.8,1105.65,76.52,2330.25,3.07,-4998.92,2659.0,4998.92,2366.51,1.88,8163.13
2020-01-16,14.926,-4989.6,240.0,4989.6,1152.0,20.79,3582.122,23.822,-4994.055,171.0,4994.055,1157.67,29.205,4073.595,126.911,-4848.084,24.0,4848.084,867.84,202.004,3045.866,14.03,-4992.12,147.0,4992.12,1029.0,33.96,2062.41,126.01,-4936.48,64.0,4936.48,2598.4,77.132,8064.64,52.172,-4969.84,148.0,4969.84,2470.12,33.58,7721.519,2.48,-4997.558,975.0,4997.558,1784.25,5.126,2418.0,31.637,-4939.888,80.0,4939.888,1050.4,61.749,2530.921,8.076,-4999.54,871.0,4999.54,2456.22,5.74,7034.145,35.47,-4973.8,65.0,4973.8,1105.65,76.52,2305.55,3.11,-4998.92,2659.0,4998.92,2366.51,1.88,8269.49
2020-01-17,14.816,-4989.6,240.0,4989.6,1152.0,20.79,3555.801,23.895,-4994.055,171.0,4994.055,1157.67,29.205,4086.039,127.196,-4848.084,24.0,4848.084,867.84,202.004,3052.701,13.7,-4992.12,147.0,4992.12,1029.0,33.96,2013.9,126.07,-4936.48,64.0,4936.48,2598.4,77.132,8068.48,52.875,-4969.84,148.0,4969.84,2470.12,33.58,7825.46,2.84,-4997.558,975.0,4997.558,1784.25,5.126,2769.0,31.599,-4939.888,80.0,4939.888,1050.4,61.749,2527.911,8.076,-4999.54,871.0,4999.54,2456.22,5.74,7034.145,34.89,-4973.8,65.0,4973.8,1105.65,76.52,2267.85,3.06,-4998.92,2659.0,4998.92,2366.51,1.88,8136.54
