date,USO_adj_close,USO_cashflow,USO_cml_units,USO_cml_cost,USO_gain_loss,USO_avg_price,USO_mktvalue,ADAP_adj_close,ADAP_cashflow,ADAP_cml_units,ADAP_cml_cost,ADAP_gain_loss,ADAP_avg_price,ADAP_mktvalue,WINR_adj_close,WINR_cashflow,WINR_cml_units,WINR_cml_cost,WINR_gain_loss,WINR_avg_price,WINR_mktvalue,PETV_adj_close,PETV_cashflow,PETV_cml_units,PETV_cml_cost,PETV_gain_loss,PETV_avg_price,PETV_mktvalue
2020-03-17,45.68,-4919.04,49.02,4919.04,0.0,100.348,2239.216,2.72,-4999.2,5000.0,4999.2,0.0,1.0,13600.0,7.4,-4993.92,625.0,4993.92,0.0,7.99,4625.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-18,37.68,-4919.04,49.02,4919.04,0.0,100.348,1847.059,2.61,-4999.2,5000.0,4999.2,0.0,1.0,13049.999,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-19,42.96,-4919.04,49.02,4919.04,0.0,100.348,2105.882,2.77,-4999.2,5000.0,4999.2,0.0,1.0,13850.0,9.6,-4993.92,625.0,4993.92,0.0,7.99,6000.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-20,39.52,-4919.04,49.02,4919.04,0.0,100.348,1937.255,2.62,-4999.2,5000.0,4999.2,0.0,1.0,13099.999,9.6,-4993.92,625.0,4993.92,0.0,7.99,6000.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-23,39.04,-4919.04,49.02,4919.04,0.0,100.348,1913.726,2.81,-4999.2,5000.0,4999.2,0.0,1.0,14050.0,10.48,-4993.92,625.0,4993.92,0.0,7.99,6550.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-24,39.84,-4919.04,49.02,4919.04,0.0,100.348,1952.941,3.08,-4999.2,5000.0,4999.2,0.0,1.0,15400.0,10.72,-4993.92,625.0,4993.92,0.0,7.99,6700.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-25,40.64,-4919.04,49.02,4919.04,0.0,100.348,1992.157,2.84,-4999.2,5000.0,4999.2,0.0,1.0,14200.0,10.4,-4993.92,625.0,4993.92,0.0,7.99,6500.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-03-26,38.64,-4919.04,49.02,4919.04,0.0,100.348,1894.118,2.86,-4999.2,5000.0,4999.2,0.0,1.0,14299.999,10.64,-4993.92,625.0,4993.92,0.0,7.99,6650.0,1.4,-4999.072,5000.0,4999.072,0.0,1.0,7000.0
2020-03-27,35.76,-4919.04,49.02,4919.04,0.0,100.348,1752.941,2.85,-4999.2,5000.0,4999.2,0.0,1.0,14250.0,9.28,-4993.92,625.0,4993.92,0.0,7.99,5800.0,1.4,-4999.072,5000.0,4999.072,0.0,1.0,7000.0
2020-03-30,33.84,-4919.04,49.02,4919.04,0.0,100.348,1658.824,2.75,-4999.2,5000.0,4999.2,0.0,1.0,13750.0,10.64,-4993.92,625.0,4993.92,0.0,7.99,6650.0,0.488,-4999.072,5000.0,4999.072,0.0,1.0,2440.0
2020-03-31,33.68,-4919.04,49.02,4919.04,0.0,100.348,1650.98,2.72,-4999.2,5000.0,4999.2,0.0,1.0,13600.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.488,-4999.072,5000.0,4999.072,0.0,1.0,2440.0
2020-04-01,35.04,-4919.04,49.02,4919.04,0.0,100.348,1717.647,2.58,-4999.2,5000.0,4999.2,0.0,1.0,12900.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.488,-4999.072,5000.0,4999.072,0.0,1.0,2440.0
2020-04-02,40.88,-4919.04,49.02,4919.04,0.0,100.348,2003.922,2.87,-4999.2,5000.0,4999.2,0.0,1.0,14349.999,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.488,-4999.072,5000.0,4999.072,0.0,1.0,2440.0
2020-04-03,47.2,-4919.04,49.02,4919.04,0.0,100.348,2313.726,2.63,-4999.2,5000.0,4999.2,0.0,1.0,13150.001,8.8,-4993.92,625.0,4993.92,0.0,7.99,5500.0,1.356,-4999.072,5000.0,4999.072,0.0,1.0,6780.0
2020-04-06,43.84,-4919.04,49.02,4919.04,0.0,100.348,2149.02,3.0,-4999.2,5000.0,4999.2,0.0,1.0,15000.0,8.8,-4993.92,625.0,4993.92,0.0,7.99,5500.0,1.356,-4999.072,5000.0,4999.072,0.0,1.0,6780.0
2020-04-07,40.72,-4919.04,49.02,4919.04,0.0,100.348,1996.078,2.83,-4999.2,5000.0,4999.2,0.0,1.0,14150.0,7.6,-4993.92,625.0,4993.92,0.0,7.99,4750.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-08,42.96,-4919.04,49.02,4919.04,0.0,100.348,2105.882,2.81,-4999.2,5000.0,4999.2,0.0,1.0,14050.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-09,39.84,-4919.04,49.02,4919.04,0.0,100.348,1952.941,3.01,-4999.2,5000.0,4999.2,0.0,1.0,15050.0,9.12,-4993.92,625.0,4993.92,0.0,7.99,5700.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-13,39.44,-4919.04,49.02,4919.04,0.0,100.348,1933.333,3.33,-4999.2,5000.0,4999.2,0.0,1.0,16650.0,10.0,-4993.92,625.0,4993.92,0.0,7.99,6250.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-14,37.28,-4919.04,49.02,4919.04,0.0,100.348,1827.451,3.45,-4999.2,5000.0,4999.2,0.0,1.0,17250.0,10.8,-4993.92,625.0,4993.92,0.0,7.99,6750.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-15,35.44,-4919.04,49.02,4919.04,0.0,100.348,1737.255,3.3,-4999.2,5000.0,4999.2,0.0,1.0,16500.0,10.32,-4993.92,625.0,4993.92,0.0,7.99,6450.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-16,34.88,-4919.04,49.02,4919.04,0.0,100.348,1709.804,3.43,-4999.2,5000.0,4999.2,0.0,1.0,17150.0,10.4,-4993.92,625.0,4993.92,0.0,7.99,6500.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-17,33.68,-4919.04,49.02,4919.04,0.0,100.348,1650.98,3.47,-4999.2,5000.0,4999.2,0.0,1.0,17350.0,11.2,-4993.92,625.0,4993.92,0.0,7.99,7000.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-20,30.0,-4919.04,49.02,4919.04,0.0,100.348,1470.588,3.58,-4999.2,5000.0,4999.2,0.0,1.0,17900.0,12.64,-4993.92,625.0,4993.92,0.0,7.99,7900.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-21,22.48,-4919.04,49.02,4919.04,0.0,100.348,1101.961,3.62,-4999.2,5000.0,4999.2,0.0,1.0,18099.999,11.88,-4993.92,625.0,4993.92,0.0,7.99,7425.0,1.392,-4999.072,5000.0,4999.072,0.0,1.0,6960.0
2020-04-22,20.08,-4919.04,49.02,4919.04,0.0,100.348,984.314,3.39,-4999.2,5000.0,4999.2,0.0,1.0,16950.001,12.0,-4993.92,625.0,4993.92,0.0,7.99,7500.0,0.764,-4999.072,5000.0,4999.072,0.0,1.0,3820.0
2020-04-23,21.12,-4919.04,49.02,4919.04,0.0,100.348,1035.294,3.38,-4999.2,5000.0,4999.2,0.0,1.0,16900.001,12.0,-4993.92,625.0,4993.92,0.0,7.99,7500.0,0.764,-4999.072,5000.0,4999.072,0.0,1.0,3820.0
2020-04-24,20.56,-4919.04,49.02,4919.04,0.0,100.348,1007.843,3.45,-4999.2,5000.0,4999.2,0.0,1.0,17250.0,13.12,-4993.92,625.0,4993.92,0.0,7.99,8200.0,0.764,-4999.072,5000.0,4999.072,0.0,1.0,3820.0
2020-04-27,17.52,-4919.04,49.02,4919.04,0.0,100.348,858.824,3.4,-4999.2,5000.0,4999.2,0.0,1.0,17000.0,12.72,-4993.92,625.0,4993.92,0.0,7.99,7950.0,1.2,-4999.072,5000.0,4999.072,0.0,1.0,6000.0
2020-04-28,17.04,-4919.04,49.02,4919.04,0.0,100.348,835.294,3.53,-4999.2,5000.0,4999.2,0.0,1.0,17650.0,8.8,-4993.92,625.0,4993.92,0.0,7.99,5500.0,1.2,-4999.072,5000.0,4999.072,0.0,1.0,6000.0
2020-04-29,18.0,-4919.04,49.02,4919.04,0.0,100.348,882.353,3.83,-4999.2,5000.0,4999.2,0.0,1.0,19150.0,7.92,-4993.92,625.0,4993.92,0.0,7.99,4950.0,1.2,-4999.072,5000.0,4999.072,0.0,1.0,6000.0
2020-04-30,19.12,-4919.04,49.02,4919.04,0.0,100.348,937.255,3.36,-4999.2,5000.0,4999.2,0.0,1.0,16799.999,6.08,-4993.92,625.0,4993.92,0.0,7.99,3800.0,1.2,-4999.072,5000.0,4999.072,0.0,1.0,6000.0
2020-05-01,18.86,-4919.04,49.02,4919.04,0.0,100.348,924.51,3.35,-4999.2,5000.0,4999.2,0.0,1.0,16750.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,1.2,-4999.072,5000.0,4999.072,0.0,1.0,6000.0
2020-05-04,19.67,-4919.04,49.02,4919.04,0.0,100.348,964.216,3.36,-4999.2,5000.0,4999.2,0.0,1.0,16799.999,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-05,21.51,-4919.04,49.02,4919.04,0.0,100.348,1054.412,3.54,-4999.2,5000.0,4999.2,0.0,1.0,17700.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-06,20.85,-4919.04,49.02,4919.04,0.0,100.348,1022.059,3.64,-4999.2,5000.0,4999.2,0.0,1.0,18200.001,7.92,-4993.92,625.0,4993.92,0.0,7.99,4950.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-07,20.47,-4919.04,49.02,4919.04,0.0,100.348,1003.431,3.57,-4999.2,5000.0,4999.2,0.0,1.0,17850.0,8.8,-4993.92,625.0,4993.92,0.0,7.99,5500.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-08,21.47,-4919.04,49.02,4919.04,0.0,100.348,1052.451,4.44,-4999.2,5000.0,4999.2,0.0,1.0,22200.0,8.88,-4993.92,625.0,4993.92,0.0,7.99,5550.0,1.2,-4999.072,5000.0,4999.072,0.0,1.0,6000.0
2020-05-11,21.17,-4919.04,49.02,4919.04,0.0,100.348,1037.745,4.57,-4999.2,5000.0,4999.2,0.0,1.0,22850.001,8.66,-4993.92,625.0,4993.92,0.0,7.99,5412.5,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-12,20.97,-4919.04,49.02,4919.04,0.0,100.348,1027.941,4.93,-4999.2,5000.0,4999.2,0.0,1.0,24649.999,7.2,-4993.92,625.0,4993.92,0.0,7.99,4500.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-13,20.6,-4919.04,49.02,4919.04,0.0,100.348,1009.804,4.54,-4999.2,5000.0,4999.2,0.0,1.0,22700.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-14,21.45,-4919.04,49.02,4919.04,0.0,100.348,1051.471,4.35,-4999.2,5000.0,4999.2,0.0,1.0,21750.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-15,22.39,-4919.04,49.02,4919.04,0.0,100.348,1097.549,4.65,-4999.2,5000.0,4999.2,0.0,1.0,23250.0,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,0.84,-4999.072,5000.0,4999.072,0.0,1.0,4200.0
2020-05-18,24.31,-4919.04,49.02,4919.04,0.0,100.348,1191.667,5.24,-4999.2,5000.0,4999.2,0.0,1.0,26199.999,8.632,-4993.92,625.0,4993.92,0.0,7.99,5395.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-05-19,24.44,-4919.04,49.02,4919.04,0.0,100.348,1198.039,5.17,-4999.2,5000.0,4999.2,0.0,1.0,25850.0,8.64,-4993.92,625.0,4993.92,0.0,7.99,5400.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-05-20,25.34,-4919.04,49.02,4919.04,0.0,100.348,1242.157,5.47,-4999.2,5000.0,4999.2,0.0,1.0,27349.999,8.16,-4993.92,625.0,4993.92,0.0,7.99,5100.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-05-21,26.6,-4919.04,49.02,4919.04,0.0,100.348,1303.922,5.87,-4999.2,5000.0,4999.2,0.0,1.0,29349.999,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-05-22,25.57,-4919.04,49.02,4919.04,0.0,100.348,1253.431,5.77,-4999.2,5000.0,4999.2,0.0,1.0,28850.0,8.4,-4993.92,625.0,4993.92,0.0,7.99,5250.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-05-26,25.66,-4919.04,49.02,4919.04,0.0,100.348,1257.843,5.3,-4999.2,5000.0,4999.2,0.0,1.0,26500.001,8.32,-4993.92,625.0,4993.92,0.0,7.99,5200.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-05-27,25.0,-4919.04,49.02,4919.04,0.0,100.348,1225.49,4.78,-4999.2,5000.0,4999.2,0.0,1.0,23900.001,8.4,-4993.92,625.0,4993.92,0.0,7.99,5250.0,1.16,-4999.072,5000.0,4999.072,0.0,1.0,5800.0
2020-05-28,25.03,-4919.04,49.02,4919.04,0.0,100.348,1226.961,4.86,-4999.2,5000.0,4999.2,0.0,1.0,24300.001,9.36,-4993.92,625.0,4993.92,0.0,7.99,5850.0,1.08,-4999.072,5000.0,4999.072,0.0,1.0,5400.0
2020-05-29,25.88,-4919.04,49.02,4919.04,0.0,100.348,1268.627,11.07,-4999.2,5000.0,4999.2,0.0,1.0,55349.998,11.2,-4993.92,625.0,4993.92,0.0,7.99,7000.0,1.12,-4999.072,5000.0,4999.072,0.0,1.0,5600.0
2020-06-01,26.22,-4919.04,49.02,4919.04,0.0,100.348,1285.294,11.64,-4999.2,5000.0,4999.2,0.0,1.0,58200.002,14.72,-4993.92,625.0,4993.92,0.0,7.99,9200.0,1.32,-4999.072,5000.0,4999.072,0.0,1.0,6600.0
2020-06-02,27.07,-4919.04,49.02,4919.04,0.0,100.348,1326.961,12.1,-4999.2,5000.0,4999.2,0.0,1.0,60500.002,12.8,-4993.92,625.0,4993.92,0.0,7.99,8000.0,1.4,-4999.072,5000.0,4999.072,0.0,1.0,7000.0
2020-06-03,27.12,-4919.04,49.02,4919.04,0.0,100.348,1329.412,11.89,-4999.2,5000.0,4999.2,0.0,1.0,59450.002,12.8,-4993.92,625.0,4993.92,0.0,7.99,8000.0,1.56,-4999.072,5000.0,4999.072,0.0,1.0,7800.0
2020-06-04,27.5,-4919.04,49.02,4919.04,0.0,100.348,1348.039,11.39,-4999.2,5000.0,4999.2,0.0,1.0,56950.002,10.8,-4993.92,625.0,4993.92,0.0,7.99,6750.0,1.56,-4999.072,5000.0,4999.072,0.0,1.0,7800.0
2020-06-05,28.87,-4919.04,49.02,4919.04,0.0,100.348,1415.196,11.25,-4999.2,5000.0,4999.2,0.0,1.0,56250.0,10.4,-4993.92,625.0,4993.92,0.0,7.99,6500.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-06-08,28.37,-4919.04,49.02,4919.04,0.0,100.348,1390.686,11.12,-4999.2,5000.0,4999.2,0.0,1.0,55599.999,10.72,-4993.92,625.0,4993.92,0.0,7.99,6700.0,1.54,-4999.072,5000.0,4999.072,0.0,1.0,7700.0
2020-06-09,28.42,-4919.04,49.02,4919.04,0.0,100.348,1393.137,11.15,-4999.2,5000.0,4999.2,0.0,1.0,55749.998,10.0,-4993.92,625.0,4993.92,0.0,7.99,6250.0,1.52,-4999.072,5000.0,4999.072,0.0,1.0,7600.0
2020-06-10,28.43,-4919.04,49.02,4919.04,0.0,100.348,1393.627,10.89,-4999.2,5000.0,4999.2,0.0,1.0,54450.002,9.28,-4993.92,625.0,4993.92,0.0,7.99,5800.0,1.72,-4999.072,5000.0,4999.072,0.0,1.0,8600.0
2020-06-11,26.36,-4919.04,49.02,4919.04,0.0,100.348,1292.157,9.57,-4999.2,5000.0,4999.2,0.0,1.0,47849.998,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-12,26.43,-4919.04,49.02,4919.04,0.0,100.348,1295.588,9.94,-4999.2,5000.0,4999.2,0.0,1.0,49699.998,6.88,-4993.92,625.0,4993.92,0.0,7.99,4300.0,1.6,-4999.072,5000.0,4999.072,0.0,1.0,8000.0
2020-06-15,26.98,-4919.04,49.02,4919.04,0.0,100.348,1322.549,10.43,-4999.2,5000.0,4999.2,0.0,1.0,52150.002,8.88,-4993.92,625.0,4993.92,0.0,7.99,5550.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-16,27.64,-4919.04,49.02,4919.04,0.0,100.348,1354.902,10.51,-4999.2,5000.0,4999.2,0.0,1.0,52550.001,8.48,-4993.92,625.0,4993.92,0.0,7.99,5300.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-17,27.28,-4919.04,49.02,4919.04,0.0,100.348,1337.255,10.04,-4999.2,5000.0,4999.2,0.0,1.0,50200.0,9.52,-4993.92,625.0,4993.92,0.0,7.99,5950.0,1.64,-4999.072,5000.0,4999.072,0.0,1.0,8200.0
2020-06-18,27.89,-4919.04,49.02,4919.04,0.0,100.348,1367.157,10.0,-4999.2,5000.0,4999.2,0.0,1.0,50000.0,9.04,-4993.92,625.0,4993.92,0.0,7.99,5650.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-19,28.23,-4919.04,49.02,4919.04,0.0,100.348,1383.824,10.16,-4999.2,5000.0,4999.2,0.0,1.0,50799.999,9.04,-4993.92,625.0,4993.92,0.0,7.99,5650.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-22,28.98,-4919.04,49.02,4919.04,0.0,100.348,1420.588,9.55,-4999.2,5000.0,4999.2,0.0,1.0,47750.001,9.6,-4993.92,625.0,4993.92,0.0,7.99,6000.0,1.84,-4999.072,5000.0,4999.072,0.0,1.0,9200.0
2020-06-23,28.72,-4919.04,49.02,4919.04,0.0,100.348,1407.843,9.63,-4999.2,5000.0,4999.2,0.0,1.0,48150.001,8.48,-4993.92,625.0,4993.92,0.0,7.99,5300.0,1.8,-4999.072,5000.0,4999.072,0.0,1.0,9000.0
2020-06-24,27.25,-4919.04,49.02,4919.04,0.0,100.348,1335.784,9.59,-4999.2,5000.0,4999.2,0.0,1.0,47950.001,9.04,-4993.92,625.0,4993.92,0.0,7.99,5650.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-25,27.94,-4919.04,49.02,4919.04,0.0,100.348,1369.608,9.31,-4999.2,5000.0,4999.2,0.0,1.0,46550.002,8.88,-4993.92,625.0,4993.92,0.0,7.99,5550.0,1.68,-4999.072,5000.0,4999.072,0.0,1.0,8400.0
2020-06-26,27.36,-4919.04,49.02,4919.04,0.0,100.348,1341.177,9.48,-4999.2,5000.0,4999.2,0.0,1.0,47399.998,8.8,-4993.92,625.0,4993.92,0.0,7.99,5500.0,1.48,-4999.072,5000.0,4999.072,0.0,1.0,7400.0
2020-06-29,28.27,-4919.04,49.02,4919.04,0.0,100.348,1385.784,9.29,-4999.2,5000.0,4999.2,0.0,1.0,46450.0,7.44,-4993.92,625.0,4993.92,0.0,7.99,4650.0,1.56,-4999.072,5000.0,4999.072,0.0,1.0,7800.0
2020-06-30,28.06,-4919.04,49.02,4919.04,0.0,100.348,1375.49,10.01,-4999.2,5000.0,4999.2,0.0,1.0,50050.001,7.759,-4993.92,625.0,4993.92,0.0,7.99,4849.5,1.76,-4999.072,5000.0,4999.072,0.0,1.0,8800.0
2020-07-01,28.35,-4919.04,49.02,4919.04,0.0,100.348,1389.706,9.99,-4999.2,5000.0,4999.2,0.0,1.0,49949.999,7.4,-4993.92,625.0,4993.92,0.0,7.99,4625.0,1.76,-4999.072,5000.0,4999.072,0.0,1.0,8800.0
2020-07-02,28.75,-4919.04,49.02,4919.04,0.0,100.348,1409.314,9.79,-4999.2,5000.0,4999.2,0.0,1.0,48950.0,8.24,-4993.92,625.0,4993.92,0.0,7.99,5150.0,1.96,-4999.072,5000.0,4999.072,0.0,1.0,9800.0
2020-07-06,28.96,-4919.04,49.02,4919.04,0.0,100.348,1419.608,9.47,-4999.2,5000.0,4999.2,0.0,1.0,47350.001,7.44,-4993.92,625.0,4993.92,0.0,7.99,4650.0,3.4,-4999.072,5000.0,4999.072,0.0,1.0,17000.0
2020-07-07,28.79,-4919.04,49.02,4919.04,0.0,100.348,1411.275,9.68,-4999.2,5000.0,4999.2,0.0,1.0,48400.002,7.68,-4993.92,625.0,4993.92,0.0,7.99,4800.0,3.6,-4999.072,5000.0,4999.072,0.0,1.0,18000.0
2020-07-08,29.18,-4919.04,49.02,4919.04,0.0,100.348,1430.392,9.4,-4999.2,5000.0,4999.2,0.0,1.0,46999.998,7.52,-4993.92,625.0,4993.92,0.0,7.99,4700.0,4.0,-4999.072,5000.0,4999.072,0.0,1.0,20000.0
2020-07-09,28.41,-4919.04,49.02,4919.04,0.0,100.348,1392.647,9.31,-4999.2,5000.0,4999.2,0.0,1.0,46550.002,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,3.52,-4999.072,5000.0,4999.072,0.0,1.0,17600.0
2020-07-10,29.03,-4919.04,49.02,4919.04,0.0,100.348,1423.039,9.23,-4999.2,5000.0,4999.2,0.0,1.0,46149.998,7.84,-4993.92,625.0,4993.92,0.0,7.99,4900.0,3.52,-4999.072,5000.0,4999.072,0.0,1.0,17600.0
2020-07-13,28.5,-4919.04,49.02,4919.04,0.0,100.348,1397.059,8.94,-4999.2,5000.0,4999.2,0.0,1.0,44699.998,7.36,-4993.92,625.0,4993.92,0.0,7.99,4600.0,3.6,-4999.072,5000.0,4999.072,0.0,1.0,18000.0
2020-07-14,28.88,-4919.04,49.02,4919.04,0.0,100.348,1415.686,8.5,-4999.2,5000.0,4999.2,0.0,1.0,42500.0,7.36,-4993.92,625.0,4993.92,0.0,7.99,4600.0,3.6,-4999.072,5000.0,4999.072,0.0,1.0,18000.0
2020-07-15,29.29,-4919.04,49.02,4919.04,0.0,100.348,1435.784,8.74,-4999.2,5000.0,4999.2,0.0,1.0,43699.999,7.5,-4993.92,625.0,4993.92,0.0,7.99,4687.5,3.2,-4999.072,5000.0,4999.072,0.0,1.0,16000.0
2020-07-16,29.16,-4919.04,49.02,4919.04,0.0,100.348,1429.412,8.54,-4999.2,5000.0,4999.2,0.0,1.0,42700.0,7.2,-4993.92,625.0,4993.92,0.0,7.99,4500.0,3.2,-4999.072,5000.0,4999.072,0.0,1.0,16000.0
2020-07-17,29.1,-4919.04,49.02,4919.04,0.0,100.348,1426.471,8.6,-4999.2,5000.0,4999.2,0.0,1.0,43000.002,6.8,-4993.92,625.0,4993.92,0.0,7.99,4250.0,3.2,-4999.072,5000.0,4999.072,0.0,1.0,16000.0
2020-07-20,29.12,-4919.04,49.02,4919.04,0.0,100.348,1427.451,9.06,-4999.2,5000.0,4999.2,0.0,1.0,45300.002,7.12,-4993.92,625.0,4993.92,0.0,7.99,4450.0,2.8,-4999.072,5000.0,4999.072,0.0,1.0,14000.0
2020-07-21,29.72,-4919.04,49.02,4919.04,0.0,100.348,1456.863,9.56,-4999.2,5000.0,4999.2,0.0,1.0,47800.002,8.0,-4993.92,625.0,4993.92,0.0,7.99,5000.0,3.1,-4999.072,5000.0,4999.072,0.0,1.0,15500.0
2020-07-22,29.75,-4919.04,49.02,4919.04,0.0,100.348,1458.333,9.93,-4999.2,5000.0,4999.2,0.0,1.0,49650.002,7.466,-4993.92,625.0,4993.92,0.0,7.99,4666.25,2.72,-4999.072,5000.0,4999.072,0.0,1.0,13600.0
2020-07-23,29.41,-4919.04,49.02,4919.04,0.0,100.348,1441.667,9.31,-4999.2,5000.0,4999.2,0.0,1.0,46550.002,7.2,-4993.92,625.0,4993.92,0.0,7.99,4500.0,3.18,-4999.072,5000.0,4999.072,0.0,1.0,15900.0
2020-07-24,29.44,-4919.04,49.02,4919.04,0.0,100.348,1443.137,8.8,-4999.2,5000.0,4999.2,0.0,1.0,44000.001,7.6,-4993.92,625.0,4993.92,0.0,7.99,4750.0,3.16,-4999.072,5000.0,4999.072,0.0,1.0,15800.0
2020-07-27,29.72,-4919.04,49.02,4919.04,0.0,100.348,1456.863,9.08,-4999.2,5000.0,4999.2,0.0,1.0,45400.0,7.2,-4993.92,625.0,4993.92,0.0,7.99,4500.0,2.44,-4999.072,5000.0,4999.072,0.0,1.0,12200.0
2020-07-28,29.35,-4919.04,49.02,4919.04,0.0,100.348,1438.726,8.91,-4999.2,5000.0,4999.2,0.0,1.0,44549.999,7.04,-4993.92,625.0,4993.92,0.0,7.99,4400.0,2.4,-4999.072,5000.0,4999.072,0.0,1.0,12000.0
2020-07-29,29.57,-4919.04,49.02,4919.04,0.0,100.348,1449.51,8.97,-4999.2,5000.0,4999.2,0.0,1.0,44850.001,6.932,-4993.92,625.0,4993.92,0.0,7.99,4332.5,2.6,-4999.072,5000.0,4999.072,0.0,1.0,13000.0
2020-07-30,28.93,-4919.04,49.02,4919.04,0.0,100.348,1418.137,9.0,-4999.2,5000.0,4999.2,0.0,1.0,45000.0,7.6,-4993.92,625.0,4993.92,0.0,7.99,4750.0,2.76,-4999.072,5000.0,4999.072,0.0,1.0,13800.0
2020-07-31,29.07,-4919.04,49.02,4919.04,0.0,100.348,1425.0,9.35,-4999.2,5000.0,4999.2,0.0,1.0,46750.002,6.56,-4993.92,625.0,4993.92,0.0,7.99,4100.0,2.8,-4999.072,5000.0,4999.072,0.0,1.0,14000.0
2020-08-03,29.34,-4919.04,49.02,4919.04,0.0,100.348,1438.235,9.05,-4999.2,5000.0,4999.2,0.0,1.0,45250.001,6.88,-4993.92,625.0,4993.92,0.0,7.99,4300.0,2.8,-4999.072,5000.0,4999.072,0.0,1.0,14000.0
2020-08-04,29.78,-4919.04,49.02,4919.04,0.0,100.348,1459.804,8.92,-4999.2,5000.0,4999.2,0.0,1.0,44600.0,7.68,-4993.92,625.0,4993.92,0.0,7.99,4800.0,2.76,-4999.072,5000.0,4999.072,0.0,1.0,13800.0
2020-08-05,30.23,-4919.04,49.02,4919.04,0.0,100.348,1481.863,8.72,-4999.2,5000.0,4999.2,0.0,1.0,43600.001,6.96,-4993.92,625.0,4993.92,0.0,7.99,4350.0,2.72,-4999.072,5000.0,4999.072,0.0,1.0,13600.0
2020-08-06,30.18,-4919.04,49.02,4919.04,0.0,100.348,1479.412,8.06,-4999.2,5000.0,4999.2,0.0,1.0,40300.002,6.96,-4993.92,625.0,4993.92,0.0,7.99,4350.0,3.0,-4999.072,5000.0,4999.072,0.0,1.0,15000.0
