date,USO_adj_close,USO_cashflow,USO_cml_units,USO_cml_cost,USO_gain_loss,USO_avg_price,USO_mktvalue,ADAP_adj_close,ADAP_cashflow,ADAP_cml_units,ADAP_cml_cost,ADAP_gain_loss,ADAP_avg_price,ADAP_mktvalue,WINR_adj_close,WINR_cashflow,WINR_cml_units,WINR_cml_cost,WINR_gain_loss,WINR_avg_price,WINR_mktvalue,PETV_adj_close,PETV_cashflow,PETV_cml_units,PETV_cml_cost,PETV_gain_loss,PETV_avg_price,PETV_mktvalue
2020-02-19,89.44,-4919.04,49.02,4919.04,0.0,100.348,4384.314,3.98,-4999.2,5000.0,4999.2,0.0,1.0,19900.0,12.16,-4993.92,625.0,4993.92,0.0,7.99,7600.0,2.12,-4999.072,5000.0,4999.072,0.0,1.0,10599.999
2020-02-20,90.24,-4919.04,49.02,4919.04,0.0,100.348,4423.529,3.95,-4999.2,5000.0,4999.2,0.0,1.0,19750.0,12.16,-4993.92,625.0,4993.92,0.0,7.99,7600.0,2.12,-4999.072,5000.0,4999.072,0.0,1.0,10599.999
2020-02-21,89.28,-4919.04,49.02,4919.04,0.0,100.348,4376.471,3.75,-4999.2,5000.0,4999.2,0.0,1.0,18750.0,12.16,-4993.92,625.0,4993.92,0.0,7.99,7600.0,1.8,-4999.072,5000.0,4999.072,0.0,1.0,9000.0
2020-02-24,85.92,-4919.04,49.02,4919.04,0.0,100.348,4211.765,3.58,-4999.2,5000.0,4999.2,0.0,1.0,17900.0,11.6,-4993.92,625.0,4993.92,0.0,7.99,7250.0,1.8,-4999.072,5000.0,4999.072,0.0,1.0,9000.0
2020-02-25,83.2,-4919.04,49.02,4919.04,0.0,100.348,4078.431,3.42,-4999.2,5000.0,4999.2,0.0,1.0,17100.0,11.68,-4993.92,625.0,4993.92,0.0,7.99,7300.0,1.7,-4999.072,5000.0,4999.072,0.0,1.0,8500.0
2020-02-26,81.52,-4919.04,49.02,4919.04,0.0,100.348,3996.078,3.51,-4999.2,5000.0,4999.2,0.0,1.0,17550.0,11.36,-4993.92,625.0,4993.92,0.0,7.99,7100.0,2.04,-4999.072,5000.0,4999.072,0.0,1.0,10200.0
2020-02-27,78.24,-4919.04,49.02,4919.04,0.0,100.348,3835.294,3.66,-4999.2,5000.0,4999.2,0.0,1.0,18300.0,10.8,-4993.92,625.0,4993.92,0.0,7.99,6750.0,1.92,-4999.072,5000.0,4999.072,0.0,1.0,9600.0
2020-02-28,75.6,-4919.04,49.02,4919.04,0.0,100.348,3705.882,3.62,-4999.2,5000.0,4999.2,0.0,1.0,18099.999,11.68,-4993.92,625.0,4993.92,0.0,7.99,7300.0,1.612,-4999.072,5000.0,4999.072,0.0,1.0,8060.0
2020-03-02,79.36,-4919.04,49.02,4919.04,0.0,100.348,3890.196,3.55,-4999.2,5000.0,4999.2,0.0,1.0,17750.0,10.4,-4993.92,625.0,4993.92,0.0,7.99,6500.0,2.04,-4999.072,5000.0,4999.072,0.0,1.0,10200.0
2020-03-03,79.12,-4919.04,49.02,4919.04,0.0,100.348,3878.432,3.5,-4999.2,5000.0,4999.2,0.0,1.0,17500.0,10.4,-4993.92,625.0,4993.92,0.0,7.99,6500.0,1.52,-4999.072,5000.0,4999.072,0.0,1.0,7600.0
2020-03-04,78.88,-4919.04,49.02,4919.04,0.0,100.348,3866.667,3.46,-4999.2,5000.0,4999.2,0.0,1.0,17300.0,10.4,-4993.92,625.0,4993.92,0.0,7.99,6500.0,1.52,-4999.072,5000.0,4999.072,0.0,1.0,7600.0
2020-03-05,76.88,-4919.04,49.02,4919.04,0.0,100.348,3768.627,3.72,-4999.2,5000.0,4999.2,0.0,1.0,18600.0,10.8,-4993.92,625.0,4993.92,0.0,7.99,6750.0,1.996,-4999.072,5000.0,4999.072,0.0,1.0,9980.0
2020-03-06,69.84,-4919.04,49.02,4919.04,0.0,100.348,3423.529,3.49,-4999.2,5000.0,4999.2,0.0,1.0,17450.0,10.8,-4993.92,625.0,4993.92,0.0,7.99,6750.0,1.88,-4999.072,5000.0,4999.072,0.0,1.0,9400.0
2020-03-09,52.16,-4919.04,49.02,4919.04,0.0,100.348,2556.863,2.96,-4999.2,5000.0,4999.2,0.0,1.0,14800.0,10.0,-4993.92,625.0,4993.92,0.0,7.99,6250.0,1.88,-4999.072,5000.0,4999.072,0.0,1.0,9400.0
2020-03-10,57.92,-4919.04,49.02,4919.04,0.0,100.348,2839.216,3.06,-4999.2,5000.0,4999.2,0.0,1.0,15300.0,9.6,-4993.92,625.0,4993.92,0.0,7.99,6000.0,1.88,-4999.072,5000.0,4999.072,0.0,1.0,9400.0
2020-03-11,55.52,-4919.04,49.02,4919.04,0.0,100.348,2721.569,2.94,-4999.2,5000.0,4999.2,0.0,1.0,14700.0,9.44,-4993.92,625.0,4993.92,0.0,7.99,5900.0,1.44,-4999.072,5000.0,4999.072,0.0,1.0,7200.0
2020-03-12,52.32,-4919.04,49.02,4919.04,0.0,100.348,2564.706,2.63,-4999.2,5000.0,4999.2,0.0,1.0,13150.001,9.44,-4993.92,625.0,4993.92,0.0,7.99,5900.0,0.8,-4999.072,5000.0,4999.072,0.0,1.0,4000.0
2020-03-13,55.68,-4919.04,49.02,4919.04,0.0,100.348,2729.412,2.72,-4999.2,5000.0,4999.2,0.0,1.0,13600.0,8.8,-4993.92,625.0,4993.92,0.0,7.99,5500.0,1.596,-4999.072,5000.0,4999.072,0.0,1.0,7980.0
2020-03-16,48.4,-4919.04,49.02,4919.04,0.0,100.348,2372.549,2.25,-4999.2,5000.0,4999.2,0.0,1.0,11250.0,7.48,-4993.92,625.0,4993.92,0.0,7.99,4675.0,0.812,-4999.072,5000.0,4999.072,0.0,1.0,4060.0
