date,IBN_adj_close,IBN_cashflow,IBN_cml_units,IBN_cml_cost,IBN_gain_loss,IBN_avg_price,IBN_mktvalue
2019-01-01,0.0,-4984.13,268.0,4984.13,1286.4,18.598,0.0
2019-01-02,10.403,-4984.13,268.0,4984.13,1286.4,18.598,2788.091
2019-01-03,10.095,-4984.13,268.0,4984.13,1286.4,18.598,2705.462
2019-01-04,10.443,-4984.13,268.0,4984.13,1286.4,18.598,2798.753
2019-01-07,10.393,-4984.13,268.0,4984.13,1286.4,18.598,2785.426
2019-01-08,10.702,-4984.13,268.0,4984.13,1286.4,18.598,2868.056
2019-01-09,10.722,-4984.13,268.0,4984.13,1286.4,18.598,2873.387
2019-01-10,10.712,-4984.13,268.0,4984.13,1286.4,18.598,2870.722
2019-01-11,10.612,-4984.13,268.0,4984.13,1286.4,18.598,2844.067
2019-01-14,10.373,-4984.13,268.0,4984.13,1286.4,18.598,2780.095
2019-01-15,10.403,-4984.13,268.0,4984.13,1286.4,18.598,2788.091
2019-01-16,10.513,-4984.13,268.0,4984.13,1286.4,18.598,2817.412
2019-01-17,10.483,-4984.13,268.0,4984.13,1286.4,18.598,2809.416
2019-01-18,10.403,-4984.13,268.0,4984.13,1286.4,18.598,2788.091
2019-01-22,10.274,-4984.13,268.0,4984.13,1286.4,18.598,2753.44
2019-01-23,10.254,-4984.13,268.0,4984.13,1286.4,18.598,2748.109
2019-01-24,10.234,-4984.13,268.0,4984.13,1286.4,18.598,2742.779
2019-01-25,9.896,-4984.13,268.0,4984.13,1286.4,18.598,2652.152
2019-01-28,9.498,-4984.13,268.0,4984.13,1286.4,18.598,2545.533
2019-01-29,9.647,-4984.13,268.0,4984.13,1286.4,18.598,2585.515
2019-01-30,10.533,-4984.13,268.0,4984.13,1286.4,18.598,2822.743
2019-01-31,10.155,-4984.13,268.0,4984.13,1286.4,18.598,2721.455
2019-02-01,9.826,-4984.13,268.0,4984.13,1286.4,18.598,2633.494
2019-02-04,9.846,-4984.13,268.0,4984.13,1286.4,18.598,2638.825
2019-02-05,9.777,-4984.13,268.0,4984.13,1286.4,18.598,2620.166
2019-02-06,9.946,-4984.13,268.0,4984.13,1286.4,18.598,2665.479
2019-02-07,9.886,-4984.13,268.0,4984.13,1286.4,18.598,2649.487
2019-02-08,9.737,-4984.13,268.0,4984.13,1286.4,18.598,2609.504
2019-02-11,9.628,-4984.13,268.0,4984.13,1286.4,18.598,2580.184
2019-02-12,9.618,-4984.13,268.0,4984.13,1286.4,18.598,2577.519
2019-02-13,9.449,-4984.13,268.0,4984.13,1286.4,18.598,2532.206
2019-02-14,9.588,-4984.13,268.0,4984.13,1286.4,18.598,2569.522
2019-02-15,9.478,-4984.13,268.0,4984.13,1286.4,18.598,2540.202
2019-02-19,9.558,-4984.13,268.0,4984.13,1286.4,18.598,2561.526
2019-02-20,9.618,-4984.13,268.0,4984.13,1286.4,18.598,2577.519
2019-02-21,9.767,-4984.13,268.0,4984.13,1286.4,18.598,2617.501
2019-02-22,9.856,-4984.13,268.0,4984.13,1286.4,18.598,2641.49
2019-02-25,9.916,-4984.13,268.0,4984.13,1286.4,18.598,2657.483
2019-02-26,9.747,-4984.13,268.0,4984.13,1286.4,18.598,2612.17
2019-02-27,9.628,-4984.13,268.0,4984.13,1286.4,18.598,2580.184
2019-02-28,9.807,-4984.13,268.0,4984.13,1286.4,18.598,2628.163
2019-03-01,9.876,-4984.13,268.0,4984.13,1286.4,18.598,2646.821
2019-03-04,9.856,-4984.13,268.0,4984.13,1286.4,18.598,2641.49
2019-03-05,10.294,-4984.13,268.0,4984.13,1286.4,18.598,2758.771
2019-03-06,10.443,-4984.13,268.0,4984.13,1286.4,18.598,2798.753
2019-03-07,10.364,-4984.13,268.0,4984.13,1286.4,18.598,2777.43
2019-03-08,10.433,-4984.13,268.0,4984.13,1286.4,18.598,2796.088
2019-03-11,10.751,-4984.13,268.0,4984.13,1286.4,18.598,2881.383
2019-03-12,11.04,-4984.13,268.0,4984.13,1286.4,18.598,2958.682
2019-03-13,11.09,-4984.13,268.0,4984.13,1286.4,18.598,2972.009
2019-03-14,11.04,-4984.13,268.0,4984.13,1286.4,18.598,2958.682
2019-03-15,11.249,-4984.13,268.0,4984.13,1286.4,18.598,3014.658
2019-03-18,11.398,-4984.13,268.0,4984.13,1286.4,18.598,3054.64
2019-03-19,11.398,-4984.13,268.0,4984.13,1286.4,18.598,3054.64
2019-03-20,11.348,-4984.13,268.0,4984.13,1286.4,18.598,3041.312
2019-03-21,11.308,-4984.13,268.0,4984.13,1286.4,18.598,3030.65
2019-03-22,11.02,-4984.13,268.0,4984.13,1286.4,18.598,2953.351
2019-03-25,10.921,-4984.13,268.0,4984.13,1286.4,18.598,2926.697
2019-03-26,11.179,-4984.13,268.0,4984.13,1286.4,18.598,2995.999
2019-03-27,11.189,-4984.13,268.0,4984.13,1286.4,18.598,2998.664
2019-03-28,11.348,-4984.13,268.0,4984.13,1286.4,18.598,3041.312
2019-03-29,11.398,-4984.13,268.0,4984.13,1286.4,18.598,3054.64
2019-04-01,11.398,-4984.13,268.0,4984.13,1286.4,18.598,3054.64
2019-04-02,11.477,-4984.13,268.0,4984.13,1286.4,18.598,3075.963
2019-04-03,11.318,-4984.13,268.0,4984.13,1286.4,18.598,3033.316
2019-04-04,11.09,-4984.13,268.0,4984.13,1286.4,18.598,2972.009
2019-04-05,11.189,-4984.13,268.0,4984.13,1286.4,18.598,2998.664
2019-04-08,11.01,-4984.13,268.0,4984.13,1286.4,18.598,2950.686
2019-04-09,11.179,-4984.13,268.0,4984.13,1286.4,18.598,2995.999
2019-04-10,11.189,-4984.13,268.0,4984.13,1286.4,18.598,2998.664
2019-04-11,11.129,-4984.13,268.0,4984.13,1286.4,18.598,2982.671
2019-04-12,11.189,-4984.13,268.0,4984.13,1286.4,18.598,2998.664
2019-04-15,11.209,-4984.13,268.0,4984.13,1286.4,18.598,3003.996
2019-04-16,11.587,-4984.13,268.0,4984.13,1286.4,18.598,3105.284
2019-04-17,11.567,-4984.13,268.0,4984.13,1286.4,18.598,3099.953
2019-04-18,11.468,-4984.13,268.0,4984.13,1286.4,18.598,3073.298
2019-04-22,11.199,-4984.13,268.0,4984.13,1286.4,18.598,3001.33
2019-04-23,11.289,-4984.13,268.0,4984.13,1286.4,18.598,3025.319
