date,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue,GOOGL_adj_close,GOOGL_cashflow,GOOGL_cml_units,GOOGL_cml_cost,GOOGL_gain_loss,GOOGL_avg_price,GOOGL_mktvalue,GOOG_adj_close,GOOG_cashflow,GOOG_cml_units,GOOG_cml_cost,GOOG_gain_loss,GOOG_avg_price,GOOG_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,SPWR_adj_close,SPWR_cashflow,SPWR_cml_units,SPWR_cml_cost,SPWR_gain_loss,SPWR_avg_price,SPWR_mktvalue,ENR_adj_close,ENR_cashflow,ENR_cml_units,ENR_cml_cost,ENR_gain_loss,ENR_avg_price,ENR_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,MFG_adj_close,MFG_cashflow,MFG_cml_units,MFG_cml_cost,MFG_gain_loss,MFG_avg_price,MFG_mktvalue,NMR_adj_close,NMR_cashflow,NMR_cml_units,NMR_cml_cost,NMR_gain_loss,NMR_avg_price,NMR_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,NSP_adj_close,NSP_cashflow,NSP_cml_units,NSP_cml_cost,NSP_gain_loss,NSP_avg_price,NSP_mktvalue,SHG_adj_close,SHG_cashflow,SHG_cml_units,SHG_cml_cost,SHG_gain_loss,SHG_avg_price,SHG_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,WF_adj_close,WF_cashflow,WF_cml_units,WF_cml_cost,WF_gain_loss,WF_avg_price,WF_mktvalue,COHN_adj_close,COHN_cashflow,COHN_cml_units,COHN_cml_cost,COHN_gain_loss,COHN_avg_price,COHN_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue
2020-06-11,215.24,-4878.3,23.585,4878.3,0.0,206.84,5076.415,1401.9,-4018.17,3.734,4018.17,0.0,1076.066,5234.877,1403.84,-4011.06,3.74,4011.06,0.0,1072.557,5249.962,10.911,-4985.833,277.778,4985.833,0.0,17.949,3030.735,5.73,-4994.34,714.286,4994.34,0.0,6.992,4092.857,28.08,-4964.4,121.951,4964.4,0.0,40.708,3424.39,4.584,-4995.678,1000.0,4995.678,0.0,4.996,4584.152,42.818,-4992.51,106.383,4992.51,0.0,46.93,4555.124,26.13,-4954.851,96.154,4954.851,0.0,51.53,2512.452,2.46,-4999.62,1666.667,4999.62,0.0,3.0,4100.0,4.29,-4994.88,1000.0,4994.88,0.0,4.995,4290.0,4.234,-4998.685,625.0,4998.685,0.0,7.998,2645.997,51.186,-4973.363,60.976,4973.363,0.0,81.563,3121.099,25.4,-4987.17,131.579,4987.17,0.0,37.902,3342.105,19.636,-4987.854,250.0,4987.854,0.0,19.951,4908.892,22.15,-4992.9,166.667,4992.9,0.0,29.957,3691.667,3.272,-4996.814,1666.667,4996.814,0.0,2.998,5453.495,12.741,-4986.314,294.118,4986.314,0.0,16.953,3747.238,3.99,-4995.6,1000.0,4995.6,0.0,4.996,3990.0,18.32,-4991.69,263.158,4991.69,0.0,18.968,4821.053,11.8,-4997.2,416.667,4997.2,0.0,11.993,4916.667,1.11,-4998.75,5000.0,4998.75,0.0,1.0,5550.0,2.02,-4998.0,1666.667,4998.0,0.0,2.999,3366.667,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-12,217.64,-4878.3,23.585,4878.3,0.0,206.84,5133.019,1412.92,-4018.17,3.734,4018.17,0.0,1076.066,5276.027,1413.18,-4011.06,3.74,4011.06,0.0,1072.557,5284.892,11.268,-4985.833,277.778,4985.833,0.0,17.949,3130.013,5.84,-4994.34,714.286,4994.34,0.0,6.992,4171.429,28.81,-4964.4,121.951,4964.4,0.0,40.708,3513.415,4.826,-4995.678,1000.0,4995.678,0.0,4.996,4826.457,43.576,-4992.51,106.383,4992.51,0.0,46.93,4635.718,27.332,-4954.851,96.154,4954.851,0.0,51.53,2628.085,2.52,-4999.62,1666.667,4999.62,0.0,3.0,4200.0,4.4,-4994.88,1000.0,4994.88,0.0,4.995,4400.0,4.356,-4998.685,625.0,4998.685,0.0,7.998,2722.608,54.895,-4973.363,60.976,4973.363,0.0,81.563,3347.266,25.81,-4987.17,131.579,4987.17,0.0,37.902,3396.053,19.882,-4987.854,250.0,4987.854,0.0,19.951,4970.424,23.36,-4992.9,166.667,4992.9,0.0,29.957,3893.333,3.516,-4996.814,1666.667,4996.814,0.0,2.998,5859.261,13.248,-4986.314,294.118,4986.314,0.0,16.953,3896.451,4.09,-4995.6,1000.0,4995.6,0.0,4.996,4090.0,18.47,-4991.69,263.158,4991.69,0.0,18.968,4860.526,12.68,-4997.2,416.667,4997.2,0.0,11.993,5283.333,1.09,-4998.75,5000.0,4998.75,0.0,1.0,5450.0,2.05,-4998.0,1666.667,4998.0,0.0,2.999,3416.667,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-15,217.03,-4878.3,23.585,4878.3,0.0,206.84,5118.632,1420.74,-4018.17,3.734,4018.17,0.0,1076.066,5305.228,1419.85,-4011.06,3.74,4011.06,0.0,1072.557,5309.835,11.119,-4985.833,277.778,4985.833,0.0,17.949,3088.647,5.85,-4994.34,714.286,4994.34,0.0,6.992,4178.571,27.83,-4964.4,121.951,4964.4,0.0,40.708,3393.902,4.82,-4995.678,1000.0,4995.678,0.0,4.996,4819.908,44.899,-4992.51,106.383,4992.51,0.0,46.93,4776.503,27.929,-4954.851,96.154,4954.851,0.0,51.53,2685.438,2.54,-4999.62,1666.667,4999.62,0.0,3.0,4233.333,4.34,-4994.88,1000.0,4994.88,0.0,4.995,4340.0,4.356,-4998.685,625.0,4998.685,0.0,7.998,2722.608,56.75,-4973.363,60.976,4973.363,0.0,81.563,3460.35,24.78,-4987.17,131.579,4987.17,0.0,37.902,3260.526,20.274,-4987.854,250.0,4987.854,0.0,19.951,5068.419,22.37,-4992.9,166.667,4992.9,0.0,29.957,3728.333,3.74,-4996.814,1666.667,4996.814,0.0,2.998,6232.566,13.401,-4986.314,294.118,4986.314,0.0,16.953,3941.498,4.04,-4995.6,1000.0,4995.6,0.0,4.996,4040.0,18.38,-4991.69,263.158,4991.69,0.0,18.968,4836.842,13.23,-4997.2,416.667,4997.2,0.0,11.993,5512.5,1.07,-4998.75,5000.0,4998.75,0.0,1.0,5350.0,2.01,-4998.0,1666.667,4998.0,0.0,2.999,3350.0,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-16,222.62,-4878.3,23.585,4878.3,0.0,206.84,5250.472,1446.47,-4018.17,3.734,4018.17,0.0,1076.066,5401.307,1442.72,-4011.06,3.74,4011.06,0.0,1072.557,5395.363,11.864,-4985.833,277.778,4985.833,0.0,17.949,3295.476,5.99,-4994.34,714.286,4994.34,0.0,6.992,4278.571,28.83,-4964.4,121.951,4964.4,0.0,40.708,3515.854,5.023,-4995.678,1000.0,4995.678,0.0,4.996,5022.921,45.724,-4992.51,106.383,4992.51,0.0,46.93,4864.24,26.428,-4954.851,96.154,4954.851,0.0,51.53,2541.129,2.55,-4999.62,1666.667,4999.62,0.0,3.0,4250.0,4.36,-4994.88,1000.0,4994.88,0.0,4.995,4360.0,4.375,-4998.685,625.0,4998.685,0.0,7.998,2734.394,59.327,-4973.363,60.976,4973.363,0.0,81.563,3617.476,26.05,-4987.17,131.579,4987.17,0.0,37.902,3427.631,20.201,-4987.854,250.0,4987.854,0.0,19.951,5050.188,23.33,-4992.9,166.667,4992.9,0.0,29.957,3888.333,4.002,-4996.814,1666.667,4996.814,0.0,2.998,6670.794,13.612,-4986.314,294.118,4986.314,0.0,16.953,4003.435,4.18,-4995.6,1000.0,4995.6,0.0,4.996,4180.0,19.17,-4991.69,263.158,4991.69,0.0,18.968,5044.737,13.0,-4997.2,416.667,4997.2,0.0,11.993,5416.667,1.05,-4998.75,5000.0,4998.75,0.0,1.0,5250.0,2.14,-4998.0,1666.667,4998.0,0.0,2.999,3566.667,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-17,224.25,-4878.3,23.585,4878.3,0.0,206.84,5288.915,1452.54,-4018.17,3.734,4018.17,0.0,1076.066,5423.973,1451.12,-4011.06,3.74,4011.06,0.0,1072.557,5426.776,11.367,-4985.833,277.778,4985.833,0.0,17.949,3157.59,5.91,-4994.34,714.286,4994.34,0.0,6.992,4221.428,28.21,-4964.4,121.951,4964.4,0.0,40.708,3440.244,4.61,-4995.678,1000.0,4995.678,0.0,4.996,4610.347,45.609,-4992.51,106.383,4992.51,0.0,46.93,4851.998,26.611,-4954.851,96.154,4954.851,0.0,51.53,2558.705,2.54,-4999.62,1666.667,4999.62,0.0,3.0,4233.333,4.39,-4994.88,1000.0,4994.88,0.0,4.995,4390.0,4.3,-4998.685,625.0,4998.685,0.0,7.998,2687.25,58.565,-4973.363,60.976,4973.363,0.0,81.563,3571.052,25.51,-4987.17,131.579,4987.17,0.0,37.902,3356.579,20.219,-4987.854,250.0,4987.854,0.0,19.951,5054.746,22.72,-4992.9,166.667,4992.9,0.0,29.957,3786.667,8.278,-4996.814,1666.667,4996.814,0.0,2.998,13796.045,13.392,-4986.314,294.118,4986.314,0.0,16.953,3938.682,4.12,-4995.6,1000.0,4995.6,0.0,4.996,4120.0,18.64,-4991.69,263.158,4991.69,0.0,18.968,4905.263,13.98,-4997.2,416.667,4997.2,0.0,11.993,5825.0,1.08,-4998.75,5000.0,4998.75,0.0,1.0,5400.0,2.1,-4998.0,1666.667,4998.0,0.0,2.999,3500.0,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-18,223.54,-4878.3,23.585,4878.3,0.0,206.84,5272.17,1434.12,-4018.17,3.734,4018.17,0.0,1076.066,5355.19,1435.96,-4011.06,3.74,4011.06,0.0,1072.557,5370.082,11.248,-4985.833,277.778,4985.833,0.0,17.949,3124.498,5.89,-4994.34,714.286,4994.34,0.0,6.992,4207.143,28.73,-4964.4,121.951,4964.4,0.0,40.708,3503.658,4.637,-4995.678,1000.0,4995.678,0.0,4.996,4636.542,44.822,-4992.51,106.383,4992.51,0.0,46.93,4768.342,26.322,-4954.851,96.154,4954.851,0.0,51.53,2530.954,2.53,-4999.62,1666.667,4999.62,0.0,3.0,4216.667,4.43,-4994.88,1000.0,4994.88,0.0,4.995,4430.0,4.3,-4998.685,625.0,4998.685,0.0,7.998,2687.25,59.571,-4973.363,60.976,4973.363,0.0,81.563,3632.355,25.56,-4987.17,131.579,4987.17,0.0,37.902,3363.158,20.739,-4987.854,250.0,4987.854,0.0,19.951,5184.647,22.74,-4992.9,166.667,4992.9,0.0,29.957,3790.0,7.499,-4996.814,1666.667,4996.814,0.0,2.998,12497.593,13.382,-4986.314,294.118,4986.314,0.0,16.953,3935.866,4.14,-4995.6,1000.0,4995.6,0.0,4.996,4140.0,18.77,-4991.69,263.158,4991.69,0.0,18.968,4939.474,13.5,-4997.2,416.667,4997.2,0.0,11.993,5625.0,1.02,-4998.75,5000.0,4998.75,0.0,1.0,5100.0,2.06,-4998.0,1666.667,4998.0,0.0,2.999,3433.333,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-19,220.64,-4878.3,23.585,4878.3,0.0,206.84,5203.774,1424.64,-4018.17,3.734,4018.17,0.0,1076.066,5319.791,1431.72,-4011.06,3.74,4011.06,0.0,1072.557,5354.226,11.228,-4985.833,277.778,4985.833,0.0,17.949,3118.982,5.8,-4994.34,714.286,4994.34,0.0,6.992,4142.857,29.04,-4964.4,121.951,4964.4,0.0,40.708,3541.464,4.768,-4995.678,1000.0,4995.678,0.0,4.996,4767.518,45.12,-4992.51,106.383,4992.51,0.0,46.93,4799.968,26.36,-4954.851,96.154,4954.851,0.0,51.53,2534.654,2.49,-4999.62,1666.667,4999.62,0.0,3.0,4150.0,4.44,-4994.88,1000.0,4994.88,0.0,4.995,4440.0,4.252,-4998.685,625.0,4998.685,0.0,7.998,2657.785,61.249,-4973.363,60.976,4973.363,0.0,81.563,3734.725,24.94,-4987.17,131.579,4987.17,0.0,37.902,3281.579,20.875,-4987.854,250.0,4987.854,0.0,19.951,5218.831,22.46,-4992.9,166.667,4992.9,0.0,29.957,3743.333,13.157,-4996.814,1666.667,4996.814,0.0,2.998,21927.597,13.238,-4986.314,294.118,4986.314,0.0,16.953,3893.636,4.04,-4995.6,1000.0,4995.6,0.0,4.996,4040.0,18.61,-4991.69,263.158,4991.69,0.0,18.968,4897.369,15.26,-4997.2,416.667,4997.2,0.0,11.993,6358.333,1.04,-4998.75,5000.0,4998.75,0.0,1.0,5200.0,2.05,-4998.0,1666.667,4998.0,0.0,2.999,3416.667,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-22,221.41,-4878.3,23.585,4878.3,0.0,206.84,5221.934,1450.66,-4018.17,3.734,4018.17,0.0,1076.066,5416.953,1451.86,-4011.06,3.74,4011.06,0.0,1072.557,5429.544,11.129,-4985.833,277.778,4985.833,0.0,17.949,3091.405,5.82,-4994.34,714.286,4994.34,0.0,6.992,4157.143,28.45,-4964.4,121.951,4964.4,0.0,40.708,3469.512,4.676,-4995.678,1000.0,4995.678,0.0,4.996,4675.835,44.602,-4992.51,106.383,4992.51,0.0,46.93,4744.878,25.09,-4954.851,96.154,4954.851,0.0,51.53,2412.546,2.5,-4999.62,1666.667,4999.62,0.0,3.0,4166.667,4.51,-4994.88,1000.0,4994.88,0.0,4.995,4510.0,4.111,-4998.685,625.0,4998.685,0.0,7.998,2569.388,61.484,-4973.363,60.976,4973.363,0.0,81.563,3749.01,24.83,-4987.17,131.579,4987.17,0.0,37.902,3267.105,20.657,-4987.854,250.0,4987.854,0.0,19.951,5164.136,22.61,-4992.9,166.667,4992.9,0.0,29.957,3768.333,11.637,-4996.814,1666.667,4996.814,0.0,2.998,19395.615,13.382,-4986.314,294.118,4986.314,0.0,16.953,3935.866,4.06,-4995.6,1000.0,4995.6,0.0,4.996,4060.0,18.85,-4991.69,263.158,4991.69,0.0,18.968,4960.526,15.38,-4997.2,416.667,4997.2,0.0,11.993,6408.333,1.03,-4998.75,5000.0,4998.75,0.0,1.0,5150.0,2.03,-4998.0,1666.667,4998.0,0.0,2.999,3383.333,0.56,-4999.7,5000.0,4999.7,0.0,1.0,2800.0
2020-06-23,228.75,-4878.3,23.585,4878.3,0.0,206.84,5395.047,1463.98,-4018.17,3.734,4018.17,0.0,1076.066,5466.691,1464.41,-4011.06,3.74,4011.06,0.0,1072.557,5476.477,11.546,-4985.833,277.778,4985.833,0.0,17.949,3207.229,5.83,-4994.34,714.286,4994.34,0.0,6.992,4164.286,28.6,-4964.4,121.951,4964.4,0.0,40.708,3487.805,4.885,-4995.678,1000.0,4995.678,0.0,4.996,4885.396,45.273,-4992.51,106.383,4992.51,0.0,46.93,4816.291,25.687,-4954.851,96.154,4954.851,0.0,51.53,2469.9,2.54,-4999.62,1666.667,4999.62,0.0,3.0,4233.333,4.56,-4994.88,1000.0,4994.88,0.0,4.995,4560.0,4.262,-4998.685,625.0,4998.685,0.0,7.998,2663.677,63.114,-4973.363,60.976,4973.363,0.0,81.563,3848.404,24.72,-4987.17,131.579,4987.17,0.0,37.902,3252.631,20.611,-4987.854,250.0,4987.854,0.0,19.951,5152.741,22.57,-4992.9,166.667,4992.9,0.0,29.957,3761.667,10.78,-4996.814,1666.667,4996.814,0.0,2.998,17967.318,13.286,-4986.314,294.118,4986.314,0.0,16.953,3907.713,4.09,-4995.6,1000.0,4995.6,0.0,4.996,4090.0,19.02,-4991.69,263.158,4991.69,0.0,18.968,5005.263,15.25,-4997.2,416.667,4997.2,0.0,11.993,6354.167,1.05,-4998.75,5000.0,4998.75,0.0,1.0,5250.0,2.11,-4998.0,1666.667,4998.0,0.0,2.999,3516.666,0.43,-4999.7,5000.0,4999.7,0.0,1.0,2150.0
2020-06-24,226.22,-4878.3,23.585,4878.3,0.0,206.84,5335.377,1432.7,-4018.17,3.734,4018.17,0.0,1076.066,5349.888,1431.97,-4011.06,3.74,4011.06,0.0,1072.557,5355.161,10.95,-4985.833,277.778,4985.833,0.0,17.949,3041.766,5.72,-4994.34,714.286,4994.34,0.0,6.992,4085.714,28.14,-4964.4,121.951,4964.4,0.0,40.708,3431.707,4.735,-4995.678,1000.0,4995.678,0.0,4.996,4734.774,44.017,-4992.51,106.383,4992.51,0.0,46.93,4682.647,25.36,-4954.851,96.154,4954.851,0.0,51.53,2438.448,2.46,-4999.62,1666.667,4999.62,0.0,3.0,4100.0,4.44,-4994.88,1000.0,4994.88,0.0,4.995,4440.0,4.092,-4998.685,625.0,4998.685,0.0,7.998,2557.601,60.029,-4973.363,60.976,4973.363,0.0,81.563,3660.328,24.52,-4987.17,131.579,4987.17,0.0,37.902,3226.316,20.237,-4987.854,250.0,4987.854,0.0,19.951,5059.304,22.14,-4992.9,166.667,4992.9,0.0,29.957,3690.0,10.216,-4996.814,1666.667,4996.814,0.0,2.998,17025.941,12.922,-4986.314,294.118,4986.314,0.0,16.953,3800.729,3.98,-4995.6,1000.0,4995.6,0.0,4.996,3980.0,18.32,-4991.69,263.158,4991.69,0.0,18.968,4821.053,14.88,-4997.2,416.667,4997.2,0.0,11.993,6200.0,1.03,-4998.75,5000.0,4998.75,0.0,1.0,5150.0,2.09,-4998.0,1666.667,4998.0,0.0,2.999,3483.333,0.43,-4999.7,5000.0,4999.7,0.0,1.0,2150.0
2020-06-25,222.16,-4878.3,23.585,4878.3,0.0,206.84,5239.623,1441.1,-4018.17,3.734,4018.17,0.0,1076.066,5381.255,1441.33,-4011.06,3.74,4011.06,0.0,1072.557,5390.164,11.218,-4985.833,277.778,4985.833,0.0,17.949,3116.225,5.69,-4994.34,714.286,4994.34,0.0,6.992,4064.286,28.05,-4964.4,121.951,4964.4,0.0,40.708,3420.732,5.043,-4995.678,1000.0,4995.678,0.0,4.996,5042.567,44.794,-4992.51,106.383,4992.51,0.0,46.93,4765.282,25.572,-4954.851,96.154,4954.851,0.0,51.53,2458.799,2.45,-4999.62,1666.667,4999.62,0.0,3.0,4083.333,4.42,-4994.88,1000.0,4994.88,0.0,4.995,4420.0,4.262,-4998.685,625.0,4998.685,0.0,7.998,2663.677,61.874,-4973.363,60.976,4973.363,0.0,81.563,3772.817,24.45,-4987.17,131.579,4987.17,0.0,37.902,3217.105,20.228,-4987.854,250.0,4987.854,0.0,19.951,5057.024,22.33,-4992.9,166.667,4992.9,0.0,29.957,3721.667,10.235,-4996.814,1666.667,4996.814,0.0,2.998,17058.404,12.942,-4986.314,294.118,4986.314,0.0,16.953,3806.36,3.98,-4995.6,1000.0,4995.6,0.0,4.996,3980.0,18.48,-4991.69,263.158,4991.69,0.0,18.968,4863.158,14.9,-4997.2,416.667,4997.2,0.0,11.993,6208.333,1.08,-4998.75,5000.0,4998.75,0.0,1.0,5400.0,2.1,-4998.0,1666.667,4998.0,0.0,2.999,3500.0,0.32,-4999.7,5000.0,4999.7,0.0,1.0,1600.0
2020-06-26,215.71,-4878.3,23.585,4878.3,0.0,206.84,5087.5,1362.54,-4018.17,3.734,4018.17,0.0,1076.066,5087.902,1359.9,-4011.06,3.74,4011.06,0.0,1072.557,5085.64,10.911,-4985.833,277.778,4985.833,0.0,17.949,3030.735,5.59,-4994.34,714.286,4994.34,0.0,6.992,3992.857,28.16,-4964.4,121.951,4964.4,0.0,40.708,3434.146,4.722,-4995.678,1000.0,4995.678,0.0,4.996,4721.676,43.422,-4992.51,106.383,4992.51,0.0,46.93,4619.395,25.389,-4954.851,96.154,4954.851,0.0,51.53,2441.223,2.43,-4999.62,1666.667,4999.62,0.0,3.0,4050.0,4.49,-4994.88,1000.0,4994.88,0.0,4.995,4490.0,4.12,-4998.685,625.0,4998.685,0.0,7.998,2575.281,59.131,-4973.363,60.976,4973.363,0.0,81.563,3605.573,24.28,-4987.17,131.579,4987.17,0.0,37.902,3194.737,20.219,-4987.854,250.0,4987.854,0.0,19.951,5054.746,22.21,-4992.9,166.667,4992.9,0.0,29.957,3701.667,10.128,-4996.814,1666.667,4996.814,0.0,2.998,16879.865,12.444,-4986.314,294.118,4986.314,0.0,16.953,3659.961,3.93,-4995.6,1000.0,4995.6,0.0,4.996,3930.0,18.34,-4991.69,263.158,4991.69,0.0,18.968,4826.316,14.58,-4997.2,416.667,4997.2,0.0,11.993,6075.0,1.11,-4998.75,5000.0,4998.75,0.0,1.0,5550.0,2.07,-4998.0,1666.667,4998.0,0.0,2.999,3450.0,0.32,-4999.7,5000.0,4999.7,0.0,1.0,1600.0
2020-06-29,215.02,-4878.3,23.585,4878.3,0.0,206.84,5071.227,1397.17,-4018.17,3.734,4018.17,0.0,1076.066,5217.215,1394.97,-4011.06,3.74,4011.06,0.0,1072.557,5216.791,11.05,-4985.833,277.778,4985.833,0.0,17.949,3069.343,5.66,-4994.34,714.286,4994.34,0.0,6.992,4042.857,28.08,-4964.4,121.951,4964.4,0.0,40.708,3424.39,4.892,-4995.678,1000.0,4995.678,0.0,4.996,4891.945,44.285,-4992.51,106.383,4992.51,0.0,46.93,4711.212,25.543,-4954.851,96.154,4954.851,0.0,51.53,2456.017,2.45,-4999.62,1666.667,4999.62,0.0,3.0,4083.333,4.57,-4994.88,1000.0,4994.88,0.0,4.995,4570.0,4.054,-4998.685,625.0,4998.685,0.0,7.998,2534.029,61.533,-4973.363,60.976,4973.363,0.0,81.563,3751.985,24.18,-4987.17,131.579,4987.17,0.0,37.902,3181.579,20.456,-4987.854,250.0,4987.854,0.0,19.951,5113.999,21.74,-4992.9,166.667,4992.9,0.0,29.957,3623.333,8.307,-4996.814,1666.667,4996.814,0.0,2.998,13844.736,13.401,-4986.314,294.118,4986.314,0.0,16.953,3941.498,3.96,-4995.6,1000.0,4995.6,0.0,4.996,3960.0,18.11,-4991.69,263.158,4991.69,0.0,18.968,4765.79,13.64,-4997.2,416.667,4997.2,0.0,11.993,5683.333,1.07,-4998.75,5000.0,4998.75,0.0,1.0,5350.0,2.16,-4998.0,1666.667,4998.0,0.0,2.999,3600.0,0.32,-4999.7,5000.0,4999.7,0.0,1.0,1600.0
2020-06-30,215.7,-4878.3,23.585,4878.3,0.0,206.84,5087.264,1418.05,-4018.17,3.734,4018.17,0.0,1076.066,5295.183,1413.61,-4011.06,3.74,4011.06,0.0,1072.557,5286.5,11.05,-4985.833,277.778,4985.833,0.0,17.949,3069.343,5.62,-4994.34,714.286,4994.34,0.0,6.992,4014.286,27.82,-4964.4,121.951,4964.4,0.0,40.708,3392.683,5.016,-4995.678,1000.0,4995.678,0.0,4.996,5016.372,45.542,-4992.51,106.383,4992.51,0.0,46.93,4844.856,25.62,-4954.851,96.154,4954.851,0.0,51.53,2463.508,2.47,-4999.62,1666.667,4999.62,0.0,3.0,4116.667,4.44,-4994.88,1000.0,4994.88,0.0,4.995,4440.0,4.111,-4998.685,625.0,4998.685,0.0,7.998,2569.388,63.182,-4973.363,60.976,4973.363,0.0,81.563,3852.57,24.06,-4987.17,131.579,4987.17,0.0,37.902,3165.789,20.666,-4987.854,250.0,4987.854,0.0,19.951,5166.415,22.17,-4992.9,166.667,4992.9,0.0,29.957,3695.0,9.174,-4996.814,1666.667,4996.814,0.0,2.998,15289.264,13.545,-4986.314,294.118,4986.314,0.0,16.953,3983.727,3.93,-4995.6,1000.0,4995.6,0.0,4.996,3930.0,17.93,-4991.69,263.158,4991.69,0.0,18.968,4718.421,13.23,-4997.2,416.667,4997.2,0.0,11.993,5512.5,1.11,-4998.75,5000.0,4998.75,0.0,1.0,5550.0,2.19,-4998.0,1666.667,4998.0,0.0,2.999,3650.0,0.265,-4999.7,5000.0,4999.7,0.0,1.0,1325.0
2020-07-01,215.95,-4878.3,23.585,4878.3,0.0,206.84,5093.16,1442.0,-4018.17,3.734,4018.17,0.0,1076.066,5384.615,1438.04,-4011.06,3.74,4011.06,0.0,1072.557,5377.861,11.02,-4985.833,277.778,4985.833,0.0,17.949,3061.07,5.59,-4994.34,714.286,4994.34,0.0,6.992,3992.857,28.43,-4964.4,121.951,4964.4,0.0,40.708,3467.073,4.997,-4995.678,1000.0,4995.678,0.0,4.996,4996.726,44.899,-4992.51,106.383,4992.51,0.0,46.93,4776.503,25.991,-4954.851,96.154,4954.851,0.0,51.53,2499.089,2.43,-4999.62,1666.667,4999.62,0.0,3.0,4050.0,4.41,-4994.88,1000.0,4994.88,0.0,4.995,4410.0,4.111,-4998.685,625.0,4998.685,0.0,7.998,2569.388,62.499,-4973.363,60.976,4973.363,0.0,81.563,3810.908,24.84,-4987.17,131.579,4987.17,0.0,37.902,3268.421,20.53,-4987.854,250.0,4987.854,0.0,19.951,5132.471,22.42,-4992.9,166.667,4992.9,0.0,29.957,3736.667,9.563,-4996.814,1666.667,4996.814,0.0,2.998,15938.489,12.97,-4986.314,294.118,4986.314,0.0,16.953,3814.807,3.87,-4995.6,1000.0,4995.6,0.0,4.996,3870.0,17.64,-4991.69,263.158,4991.69,0.0,18.968,4642.105,14.33,-4997.2,416.667,4997.2,0.0,11.993,5970.833,1.23,-4998.75,5000.0,4998.75,0.0,1.0,6150.0,2.19,-4998.0,1666.667,4998.0,0.0,2.999,3650.0,0.265,-4999.7,5000.0,4999.7,0.0,1.0,1325.0
