date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-09-24,20.388,-4996.939,312.5,4996.939,0.0,15.99,6371.273,3.97,-4999.02,2500.0,4999.02,0.0,2.0,9925.0,8.651,-4998.737,1250.0,4998.737,0.0,3.999,10813.696,12.07,-4997.3,625.0,4997.3,0.0,7.996,7543.75,14.92,-4998.0,833.333,4998.0,0.0,5.998,12433.333
2019-09-25,20.441,-4996.939,312.5,4996.939,0.0,15.99,6387.907,3.86,-4999.02,2500.0,4999.02,0.0,2.0,9650.0,8.931,-4998.737,1250.0,4998.737,0.0,3.999,11163.741,12.0,-4997.3,625.0,4997.3,0.0,7.996,7500.0,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-26,20.224,-4996.939,312.5,4996.939,0.0,15.99,6319.934,3.79,-4999.02,2500.0,4999.02,0.0,2.0,9475.0,8.5,-4998.737,1250.0,4998.737,0.0,3.999,10625.211,11.95,-4997.3,625.0,4997.3,0.0,7.996,7468.75,15.2,-4998.0,833.333,4998.0,0.0,5.998,12666.667
2019-09-27,20.233,-4996.939,312.5,4996.939,0.0,15.99,6322.743,3.75,-4999.02,2500.0,4999.02,0.0,2.0,9375.0,8.866,-4998.737,1250.0,4998.737,0.0,3.999,11082.963,11.89,-4997.3,625.0,4997.3,0.0,7.996,7431.25,15.3,-4998.0,833.333,4998.0,0.0,5.998,12750.0
2019-09-30,20.359,-4996.939,312.5,4996.939,0.0,15.99,6362.066,3.64,-4999.02,2500.0,4999.02,0.0,2.0,9100.0,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,11.84,-4997.3,625.0,4997.3,0.0,7.996,7400.0,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-01,20.305,-4996.939,312.5,4996.939,0.0,15.99,6345.212,3.57,-4999.02,2500.0,4999.02,0.0,2.0,8925.0,8.737,-4998.737,1250.0,4998.737,0.0,3.999,10921.403,11.98,-4997.3,625.0,4997.3,0.0,7.996,7487.5,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-02,20.323,-4996.939,312.5,4996.939,0.0,15.99,6350.831,3.29,-4999.02,2500.0,4999.02,0.0,2.0,8225.0,7.996,-4998.737,1250.0,4998.737,0.0,3.999,9995.13,12.4,-4997.3,625.0,4997.3,0.0,7.996,7750.0,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-03,20.538,-4996.939,312.5,4996.939,0.0,15.99,6418.244,3.32,-4999.02,2500.0,4999.02,0.0,2.0,8300.0,8.022,-4998.737,1250.0,4998.737,0.0,3.999,10027.442,12.45,-4997.3,625.0,4997.3,0.0,7.996,7781.25,15.1,-4998.0,833.333,4998.0,0.0,5.998,12583.334
2019-10-04,20.628,-4996.939,312.5,4996.939,0.0,15.99,6446.332,3.3,-4999.02,2500.0,4999.02,0.0,2.0,8250.0,7.712,-4998.737,1250.0,4998.737,0.0,3.999,9639.699,12.65,-4997.3,625.0,4997.3,0.0,7.996,7906.25,15.0,-4998.0,833.333,4998.0,0.0,5.998,12500.0
2019-10-07,20.709,-4996.939,312.5,4996.939,0.0,15.99,6471.612,3.5,-4999.02,2500.0,4999.02,0.0,2.0,8750.0,7.807,-4998.737,1250.0,4998.737,0.0,3.999,9758.177,13.0,-4997.3,625.0,4997.3,0.0,7.996,8125.0,14.7,-4998.0,833.333,4998.0,0.0,5.998,12250.0
2019-10-08,20.727,-4996.939,312.5,4996.939,0.0,15.99,6477.229,3.57,-4999.02,2500.0,4999.02,0.0,2.0,8925.0,7.746,-4998.737,1250.0,4998.737,0.0,3.999,9682.782,12.99,-4997.3,625.0,4997.3,0.0,7.996,8118.75,15.15,-4998.0,833.333,4998.0,0.0,5.998,12625.0
2019-10-09,20.655,-4996.939,312.5,4996.939,0.0,15.99,6454.76,3.5,-4999.02,2500.0,4999.02,0.0,2.0,8750.0,7.178,-4998.737,1250.0,4998.737,0.0,3.999,8971.922,13.45,-4997.3,625.0,4997.3,0.0,7.996,8406.25,14.3,-4998.0,833.333,4998.0,0.0,5.998,11916.667
2019-10-10,20.727,-4996.939,312.5,4996.939,0.0,15.99,6477.229,3.49,-4999.02,2500.0,4999.02,0.0,2.0,8725.0,7.393,-4998.737,1250.0,4998.737,0.0,3.999,9241.187,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-11,20.628,-4996.939,312.5,4996.939,0.0,15.99,6446.332,3.56,-4999.02,2500.0,4999.02,0.0,2.0,8900.0,7.436,-4998.737,1250.0,4998.737,0.0,3.999,9295.04,13.92,-4997.3,625.0,4997.3,0.0,7.996,8700.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-14,20.664,-4996.939,312.5,4996.939,0.0,15.99,6457.567,3.64,-4999.02,2500.0,4999.02,0.0,2.0,9100.0,7.358,-4998.737,1250.0,4998.737,0.0,3.999,9198.105,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.3,-4998.0,833.333,4998.0,0.0,5.998,11083.333
2019-10-15,20.781,-4996.939,312.5,4996.939,0.0,15.99,6494.083,3.68,-4999.02,2500.0,4999.02,0.0,2.0,9200.0,7.557,-4998.737,1250.0,4998.737,0.0,3.999,9445.829,13.59,-4997.3,625.0,4997.3,0.0,7.996,8493.75,13.29,-4998.0,833.333,4998.0,0.0,5.998,11075.0
2019-10-16,20.727,-4996.939,312.5,4996.939,0.0,15.99,6477.229,3.4,-4999.02,2500.0,4999.02,0.0,2.0,8500.0,7.608,-4998.737,1250.0,4998.737,0.0,3.999,9510.453,13.8,-4997.3,625.0,4997.3,0.0,7.996,8625.0,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-17,20.799,-4996.939,312.5,4996.939,0.0,15.99,6499.701,3.43,-4999.02,2500.0,4999.02,0.0,2.0,8575.0,7.841,-4998.737,1250.0,4998.737,0.0,3.999,9801.26,13.5,-4997.3,625.0,4997.3,0.0,7.996,8437.5,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-10-18,20.799,-4996.939,312.5,4996.939,0.0,15.99,6499.701,3.35,-4999.02,2500.0,4999.02,0.0,2.0,8375.0,8.1,-4998.737,1250.0,4998.737,0.0,3.999,10124.377,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,14.8,-4998.0,833.333,4998.0,0.0,5.998,12333.333
2019-10-21,21.114,-4996.939,312.5,4996.939,0.0,15.99,6598.011,3.37,-4999.02,2500.0,4999.02,0.0,2.0,8425.0,8.436,-4998.737,1250.0,4998.737,0.0,3.999,10544.431,12.63,-4997.3,625.0,4997.3,0.0,7.996,7893.75,14.38,-4998.0,833.333,4998.0,0.0,5.998,11983.333
2019-10-22,21.213,-4996.939,312.5,4996.939,0.0,15.99,6628.908,3.49,-4999.02,2500.0,4999.02,0.0,2.0,8725.0,8.013,-4998.737,1250.0,4998.737,0.0,3.999,10016.671,12.85,-4997.3,625.0,4997.3,0.0,7.996,8031.25,14.18,-4998.0,833.333,4998.0,0.0,5.998,11816.667
2019-10-23,21.257,-4996.939,312.5,4996.939,0.0,15.99,6642.952,3.55,-4999.02,2500.0,4999.02,0.0,2.0,8875.0,8.056,-4998.737,1250.0,4998.737,0.0,3.999,10070.525,12.95,-4997.3,625.0,4997.3,0.0,7.996,8093.75,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-10-24,21.311,-4996.939,312.5,4996.939,0.0,15.99,6659.804,3.6,-4999.02,2500.0,4999.02,0.0,2.0,9000.0,8.53,-4998.737,1250.0,4998.737,0.0,3.999,10662.907,12.9,-4997.3,625.0,4997.3,0.0,7.996,8062.5,13.08,-4998.0,833.333,4998.0,0.0,5.998,10900.0
2019-10-25,21.266,-4996.939,312.5,4996.939,0.0,15.99,6645.761,3.6,-4999.02,2500.0,4999.02,0.0,2.0,9000.0,8.608,-4998.737,1250.0,4998.737,0.0,3.999,10759.844,12.8,-4997.3,625.0,4997.3,0.0,7.996,8000.0,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-10-28,21.365,-4996.939,312.5,4996.939,0.0,15.99,6676.659,3.65,-4999.02,2500.0,4999.02,0.0,2.0,9125.0,8.763,-4998.737,1250.0,4998.737,0.0,3.999,10953.715,13.18,-4997.3,625.0,4997.3,0.0,7.996,8237.5,13.5,-4998.0,833.333,4998.0,0.0,5.998,11250.0
2019-10-29,21.338,-4996.939,312.5,4996.939,0.0,15.99,6668.232,3.74,-4999.02,2500.0,4999.02,0.0,2.0,9350.0,9.013,-4998.737,1250.0,4998.737,0.0,3.999,11266.062,13.34,-4997.3,625.0,4997.3,0.0,7.996,8337.5,14.0,-4998.0,833.333,4998.0,0.0,5.998,11666.667
2019-10-30,21.563,-4996.939,312.5,4996.939,0.0,15.99,6738.454,3.59,-4999.02,2500.0,4999.02,0.0,2.0,8975.0,9.47,-4998.737,1250.0,4998.737,0.0,3.999,11836.905,13.65,-4997.3,625.0,4997.3,0.0,7.996,8531.25,14.5,-4998.0,833.333,4998.0,0.0,5.998,12083.333
2019-10-31,21.168,-4996.939,312.5,4996.939,0.0,15.99,6614.864,3.52,-4999.02,2500.0,4999.02,0.0,2.0,8800.0,9.366,-4998.737,1250.0,4998.737,0.0,3.999,11707.658,13.64,-4997.3,625.0,4997.3,0.0,7.996,8525.0,14.63,-4998.0,833.333,4998.0,0.0,5.998,12191.667
2019-11-01,22.048,-4996.939,312.5,4996.939,0.0,15.99,6890.132,3.59,-4999.02,2500.0,4999.02,0.0,2.0,8975.0,9.719,-4998.737,1250.0,4998.737,0.0,3.999,12149.253,13.74,-4997.3,625.0,4997.3,0.0,7.996,8587.5,14.12,-4998.0,833.333,4998.0,0.0,5.998,11766.667
2019-11-04,22.093,-4996.939,312.5,4996.939,0.0,15.99,6904.176,3.47,-4999.02,2500.0,4999.02,0.0,2.0,8675.0,9.133,-4998.737,1250.0,4998.737,0.0,3.999,11416.851,13.89,-4997.3,625.0,4997.3,0.0,7.996,8681.25,14.1,-4998.0,833.333,4998.0,0.0,5.998,11750.0
2019-11-05,21.626,-4996.939,312.5,4996.939,0.0,15.99,6758.115,3.49,-4999.02,2500.0,4999.02,0.0,2.0,8725.0,9.021,-4998.737,1250.0,4998.737,0.0,3.999,11276.834,13.97,-4997.3,625.0,4997.3,0.0,7.996,8731.25,13.75,-4998.0,833.333,4998.0,0.0,5.998,11458.333
2019-11-06,21.734,-4996.939,312.5,4996.939,0.0,15.99,6791.821,3.52,-4999.02,2500.0,4999.02,0.0,2.0,8800.0,8.927,-4998.737,1250.0,4998.737,0.0,3.999,11158.357,13.88,-4997.3,625.0,4997.3,0.0,7.996,8675.0,13.4,-4998.0,833.333,4998.0,0.0,5.998,11166.666
2019-11-07,21.563,-4996.939,312.5,4996.939,0.0,15.99,6738.454,3.47,-4999.02,2500.0,4999.02,0.0,2.0,8675.0,9.065,-4998.737,1250.0,4998.737,0.0,3.999,11330.687,14.15,-4997.3,625.0,4997.3,0.0,7.996,8843.75,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-11-08,21.824,-4996.939,312.5,4996.939,0.0,15.99,6819.91,3.4,-4999.02,2500.0,4999.02,0.0,2.0,8500.0,9.556,-4998.737,1250.0,4998.737,0.0,3.999,11944.611,14.71,-4997.3,625.0,4997.3,0.0,7.996,9193.75,13.0,-4998.0,833.333,4998.0,0.0,5.998,10833.333
2019-11-11,22.093,-4996.939,312.5,4996.939,0.0,15.99,6904.176,3.76,-4999.02,2500.0,4999.02,0.0,2.0,9400.0,9.59,-4998.737,1250.0,4998.737,0.0,3.999,11987.695,15.2,-4997.3,625.0,4997.3,0.0,7.996,9500.0,13.05,-4998.0,833.333,4998.0,0.0,5.998,10875.0
2019-11-12,21.914,-4996.939,312.5,4996.939,0.0,15.99,6847.998,3.69,-4999.02,2500.0,4999.02,0.0,2.0,9225.0,9.65,-4998.737,1250.0,4998.737,0.0,3.999,12063.088,15.14,-4997.3,625.0,4997.3,0.0,7.996,9462.5,13.45,-4998.0,833.333,4998.0,0.0,5.998,11208.333
