date,ICCT_adj_close,ICCT_cashflow,ICCT_cml_units,ICCT_cml_cost,ICCT_gain_loss,ICCT_avg_price,ICCT_mktvalue
2020-05-06,0.29,-4999.93,38461.0,4999.93,34603.361,0.13,11153.69
2020-05-07,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2020-05-08,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2020-05-11,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-12,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-13,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-14,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-15,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-18,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-19,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-20,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-21,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-22,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-26,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2020-05-27,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2020-05-28,0.222,-4999.93,38461.0,4999.93,34603.361,0.13,8557.572
2020-05-29,0.222,-4999.93,38461.0,4999.93,34603.361,0.13,8557.572
2020-06-01,0.222,-4999.93,38461.0,4999.93,34603.361,0.13,8557.572
2020-06-02,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-03,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-04,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-05,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-08,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-09,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-10,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-11,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-12,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-15,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-16,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-17,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-06-18,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2020-06-19,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-06-22,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2020-06-23,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6922.98
2020-06-24,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6922.98
2020-06-25,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6922.98
2020-06-26,0.207,-4999.93,38461.0,4999.93,34603.361,0.13,7944.12
2020-06-29,0.207,-4999.93,38461.0,4999.93,34603.361,0.13,7944.12
2020-06-30,0.207,-4999.93,38461.0,4999.93,34603.361,0.13,7944.12
2020-07-01,0.154,-4999.93,38461.0,4999.93,34603.361,0.13,5922.994
2020-07-02,0.154,-4999.93,38461.0,4999.93,34603.361,0.13,5922.994
2020-07-06,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-07,0.175,-4999.93,38461.0,4999.93,34603.361,0.13,6730.675
2020-07-08,0.175,-4999.93,38461.0,4999.93,34603.361,0.13,6730.675
2020-07-09,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2020-07-10,0.29,-4999.93,38461.0,4999.93,34603.361,0.13,11153.69
2020-07-13,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-07-14,0.22,-4999.93,38461.0,4999.93,34603.361,0.13,8461.42
2020-07-15,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-07-16,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4807.625
2020-07-17,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7688.354
2020-07-20,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7688.354
2020-07-21,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-22,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-23,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-24,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-27,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-28,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2020-07-29,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2020-07-30,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2020-07-31,0.135,-4999.93,38461.0,4999.93,34603.361,0.13,5192.235
2020-08-03,0.09,-4999.93,38461.0,4999.93,34603.361,0.13,3461.49
2020-08-04,0.114,-4999.93,38461.0,4999.93,34603.361,0.13,4399.938
2020-08-05,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2020-08-06,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2020-08-07,0.08,-4999.93,38461.0,4999.93,34603.361,0.13,3076.88
2020-08-10,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2020-08-11,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2020-08-12,0.076,-4999.93,38461.0,4999.93,34603.361,0.13,2926.882
2020-08-13,0.08,-4999.93,38461.0,4999.93,34603.361,0.13,3076.88
2020-08-14,0.085,-4999.93,38461.0,4999.93,34603.361,0.13,3269.185
2020-08-17,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3826.87
2020-08-18,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2020-08-19,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2020-08-20,0.08,-4999.93,38461.0,4999.93,34603.361,0.13,3076.88
2020-08-21,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2020-08-24,0.094,-4999.93,38461.0,4999.93,34603.361,0.13,3596.104
2020-08-25,0.09,-4999.93,38461.0,4999.93,34603.361,0.13,3461.49
2020-08-26,0.101,-4999.93,38461.0,4999.93,34603.361,0.13,3894.176
2020-08-27,0.105,-4999.93,38461.0,4999.93,34603.361,0.13,4038.405
2020-08-28,0.095,-4999.93,38461.0,4999.93,34603.361,0.13,3653.795
2020-08-31,0.11,-4999.93,38461.0,4999.93,34603.361,0.13,4230.71
2020-09-01,0.11,-4999.93,38461.0,4999.93,34603.361,0.13,4230.71
2020-09-02,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2020-09-03,0.086,-4999.93,38461.0,4999.93,34603.361,0.13,3324.569
2020-09-04,0.09,-4999.93,38461.0,4999.93,34603.361,0.13,3461.49
2020-09-08,0.071,-4999.93,38461.0,4999.93,34603.361,0.13,2730.731
2020-09-09,0.061,-4999.93,38461.0,4999.93,34603.361,0.13,2346.121
2020-09-10,0.065,-4999.93,38461.0,4999.93,34603.361,0.13,2499.965
2020-09-11,0.085,-4999.93,38461.0,4999.93,34603.361,0.13,3267.262
2020-09-14,0.05,-4999.93,38461.0,4999.93,34603.361,0.13,1923.05
2020-09-15,0.07,-4999.93,38461.0,4999.93,34603.361,0.13,2688.424
2020-09-16,0.062,-4999.93,38461.0,4999.93,34603.361,0.13,2403.812
2020-09-17,0.058,-4999.93,38461.0,4999.93,34603.361,0.13,2211.508
2020-09-18,0.047,-4999.93,38461.0,4999.93,34603.361,0.13,1824.974
2020-09-21,0.042,-4999.93,38461.0,4999.93,34603.361,0.13,1619.208
2020-09-22,0.047,-4999.93,38461.0,4999.93,34603.361,0.13,1826.897
2020-09-23,0.056,-4999.93,38461.0,4999.93,34603.361,0.13,2165.354
2020-09-24,0.06,-4999.93,38461.0,4999.93,34603.361,0.13,2307.66
2020-09-25,0.068,-4999.93,38461.0,4999.93,34603.361,0.13,2615.348
2020-09-28,0.07,-4999.93,38461.0,4999.93,34603.361,0.13,2688.424
2020-09-29,0.053,-4999.93,38461.0,4999.93,34603.361,0.13,2042.279
2020-09-30,0.055,-4999.93,38461.0,4999.93,34603.361,0.13,2115.355
2020-10-01,0.05,-4999.93,38461.0,4999.93,34603.361,0.13,1923.05
2020-10-02,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-10-05,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-10-06,0.041,-4999.93,38461.0,4999.93,34603.361,0.13,1573.055
2020-10-07,0.038,-4999.93,38461.0,4999.93,34603.361,0.13,1442.288
2020-10-08,0.055,-4999.93,38461.0,4999.93,34603.361,0.13,2115.355
2020-10-09,0.035,-4999.93,38461.0,4999.93,34603.361,0.13,1349.981
2020-10-12,0.035,-4999.93,38461.0,4999.93,34603.361,0.13,1346.135
2020-10-13,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-10-14,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-10-15,0.06,-4999.93,38461.0,4999.93,34603.361,0.13,2307.66
2020-10-16,0.06,-4999.93,38461.0,4999.93,34603.361,0.13,2307.66
2020-10-19,0.045,-4999.93,38461.0,4999.93,34603.361,0.13,1730.745
2020-10-20,0.045,-4999.93,38461.0,4999.93,34603.361,0.13,1730.745
2020-10-21,0.05,-4999.93,38461.0,4999.93,34603.361,0.13,1919.204
2020-10-22,0.052,-4999.93,38461.0,4999.93,34603.361,0.13,2015.356
2020-10-23,0.045,-4999.93,38461.0,4999.93,34603.361,0.13,1730.745
2020-10-26,0.055,-4999.93,38461.0,4999.93,34603.361,0.13,2111.509
2020-10-27,0.045,-4999.93,38461.0,4999.93,34603.361,0.13,1730.745
2020-10-28,0.045,-4999.93,38461.0,4999.93,34603.361,0.13,1730.745
2020-10-29,0.047,-4999.93,38461.0,4999.93,34603.361,0.13,1823.051
2020-10-30,0.038,-4999.93,38461.0,4999.93,34603.361,0.13,1474.979
2020-11-02,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-11-03,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-11-04,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-11-05,0.055,-4999.93,38461.0,4999.93,34603.361,0.13,2117.278
2020-11-06,0.051,-4999.93,38461.0,4999.93,34603.361,0.13,1963.434
2020-11-09,0.051,-4999.93,38461.0,4999.93,34603.361,0.13,1961.511
2020-11-10,0.035,-4999.93,38461.0,4999.93,34603.361,0.13,1346.135
2020-11-11,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-11-12,0.04,-4999.93,38461.0,4999.93,34603.361,0.13,1538.44
2020-11-13,0.05,-4999.93,38461.0,4999.93,34603.361,0.13,1923.05
2020-11-16,0.047,-4999.93,38461.0,4999.93,34603.361,0.13,1826.897
2020-11-17,0.043,-4999.93,38461.0,4999.93,34603.361,0.13,1634.593
2020-11-18,0.075,-4999.93,38461.0,4999.93,34603.361,0.13,2884.575
2020-11-19,0.07,-4999.93,38461.0,4999.93,34603.361,0.13,2692.27
2020-11-20,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2020-11-23,0.075,-4999.93,38461.0,4999.93,34603.361,0.13,2884.575
2020-11-24,0.118,-4999.93,38461.0,4999.93,34603.361,0.13,4539.552
2020-11-25,0.114,-4999.93,38461.0,4999.93,34603.361,0.13,4384.554
2020-11-27,0.081,-4999.93,38461.0,4999.93,34603.361,0.13,3115.341
2020-11-30,0.081,-4999.93,38461.0,4999.93,34603.361,0.13,3115.341
2020-12-01,0.114,-4999.93,38461.0,4999.93,34603.361,0.13,4380.708
2020-12-02,0.11,-4999.93,38461.0,4999.93,34603.361,0.13,4226.864
2020-12-03,0.09,-4999.93,38461.0,4999.93,34603.361,0.13,3461.49
2020-12-04,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2020-12-07,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2020-12-08,0.095,-4999.93,38461.0,4999.93,34603.361,0.13,3653.795
2020-12-09,0.085,-4999.93,38461.0,4999.93,34603.361,0.13,3269.185
2020-12-10,0.065,-4999.93,38461.0,4999.93,34603.361,0.13,2499.965
2020-12-11,0.06,-4999.93,38461.0,4999.93,34603.361,0.13,2307.66
2020-12-14,0.056,-4999.93,38461.0,4999.93,34603.361,0.13,2161.508
2020-12-15,0.08,-4999.93,38461.0,4999.93,34603.361,0.13,3073.034
2020-12-16,0.094,-4999.93,38461.0,4999.93,34603.361,0.13,3615.334
2020-12-17,0.075,-4999.93,38461.0,4999.93,34603.361,0.13,2884.575
2020-12-18,0.068,-4999.93,38461.0,4999.93,34603.361,0.13,2634.578
2020-12-21,0.06,-4999.93,38461.0,4999.93,34603.361,0.13,2307.66
2020-12-22,0.06,-4999.93,38461.0,4999.93,34603.361,0.13,2307.66
2020-12-23,0.079,-4999.93,38461.0,4999.93,34603.361,0.13,3038.419
2020-12-24,0.07,-4999.93,38461.0,4999.93,34603.361,0.13,2692.27
2020-12-28,0.071,-4999.93,38461.0,4999.93,34603.361,0.13,2730.731
2020-12-29,0.071,-4999.93,38461.0,4999.93,34603.361,0.13,2730.731
2020-12-30,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2020-12-31,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2021-01-04,0.097,-4999.93,38461.0,4999.93,34603.361,0.13,3711.487
2021-01-05,0.097,-4999.93,38461.0,4999.93,34603.361,0.13,3748.025
2021-01-06,0.097,-4999.93,38461.0,4999.93,34603.361,0.13,3746.101
2021-01-07,0.09,-4999.93,38461.0,4999.93,34603.361,0.13,3461.49
2021-01-08,0.082,-4999.93,38461.0,4999.93,34603.361,0.13,3153.802
2021-01-11,0.093,-4999.93,38461.0,4999.93,34603.361,0.13,3557.643
2021-01-12,0.095,-4999.93,38461.0,4999.93,34603.361,0.13,3653.795
2021-01-13,0.095,-4999.93,38461.0,4999.93,34603.361,0.13,3653.795
2021-01-14,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2021-01-15,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4807.625
2021-01-19,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,5005.699
2021-01-20,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3826.87
2021-01-21,0.105,-4999.93,38461.0,4999.93,34603.361,0.13,4038.405
2021-01-22,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2021-01-25,0.108,-4999.93,38461.0,4999.93,34603.361,0.13,4142.25
2021-01-26,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3846.1
2021-01-27,0.098,-4999.93,38461.0,4999.93,34603.361,0.13,3769.178
2021-01-28,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3849.946
2021-01-29,0.11,-4999.93,38461.0,4999.93,34603.361,0.13,4230.71
2021-02-01,0.09,-4999.93,38461.0,4999.93,34603.361,0.13,3480.72
2021-02-02,0.1,-4999.93,38461.0,4999.93,34603.361,0.13,3849.946
2021-02-03,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2021-02-04,0.115,-4999.93,38461.0,4999.93,34603.361,0.13,4423.015
2021-02-05,0.123,-4999.93,38461.0,4999.93,34603.361,0.13,4711.473
2021-02-08,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-02-09,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4807.625
2021-02-10,0.204,-4999.93,38461.0,4999.93,34603.361,0.13,7846.044
2021-02-11,0.19,-4999.93,38461.0,4999.93,34603.361,0.13,7307.59
2021-02-12,0.178,-4999.93,38461.0,4999.93,34603.361,0.13,6861.442
2021-02-16,0.206,-4999.93,38461.0,4999.93,34603.361,0.13,7942.196
2021-02-17,0.21,-4999.93,38461.0,4999.93,34603.361,0.13,8076.81
2021-02-18,0.24,-4999.93,38461.0,4999.93,34603.361,0.13,9211.41
2021-02-19,0.219,-4999.93,38461.0,4999.93,34603.361,0.13,8422.959
2021-02-22,0.192,-4999.93,38461.0,4999.93,34603.361,0.13,7400.281
2021-02-23,0.174,-4999.93,38461.0,4999.93,34603.361,0.13,6692.214
2021-02-24,0.159,-4999.93,38461.0,4999.93,34603.361,0.13,6115.299
2021-02-25,0.155,-4999.93,38461.0,4999.93,34603.361,0.13,5961.455
2021-02-26,0.145,-4999.93,38461.0,4999.93,34603.361,0.13,5574.922
2021-03-01,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6146.068
2021-03-02,0.131,-4999.93,38461.0,4999.93,34603.361,0.13,5038.391
2021-03-03,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-03-04,0.131,-4999.93,38461.0,4999.93,34603.361,0.13,5038.391
2021-03-05,0.135,-4999.93,38461.0,4999.93,34603.361,0.13,5192.235
2021-03-08,0.124,-4999.93,38461.0,4999.93,34603.361,0.13,4769.164
2021-03-09,0.149,-4999.93,38461.0,4999.93,34603.361,0.13,5730.689
2021-03-10,0.135,-4999.93,38461.0,4999.93,34603.361,0.13,5203.004
2021-03-11,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4626.858
2021-03-12,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-03-15,0.133,-4999.93,38461.0,4999.93,34603.361,0.13,5111.467
2021-03-16,0.145,-4999.93,38461.0,4999.93,34603.361,0.13,5572.999
2021-03-17,0.139,-4999.93,38461.0,4999.93,34603.361,0.13,5326.849
2021-03-18,0.132,-4999.93,38461.0,4999.93,34603.361,0.13,5076.852
2021-03-19,0.135,-4999.93,38461.0,4999.93,34603.361,0.13,5190.312
2021-03-22,0.135,-4999.93,38461.0,4999.93,34603.361,0.13,5192.235
2021-03-23,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-03-24,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4807.625
2021-03-25,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4807.625
2021-03-26,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-03-29,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5380.694
2021-03-30,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2021-03-31,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4619.166
2021-04-01,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5376.848
2021-04-05,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-04-06,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5753.766
2021-04-07,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2021-04-08,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2021-04-09,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4815.317
2021-04-12,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-04-13,0.132,-4999.93,38461.0,4999.93,34603.361,0.13,5096.082
2021-04-14,0.125,-4999.93,38461.0,4999.93,34603.361,0.13,4807.625
2021-04-15,0.127,-4999.93,38461.0,4999.93,34603.361,0.13,4903.777
2021-04-16,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-04-19,0.134,-4999.93,38461.0,4999.93,34603.361,0.13,5151.851
2021-04-20,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-04-21,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-04-22,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-04-23,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-04-26,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5380.694
2021-04-27,0.149,-4999.93,38461.0,4999.93,34603.361,0.13,5738.381
2021-04-28,0.151,-4999.93,38461.0,4999.93,34603.361,0.13,5807.611
2021-04-29,0.126,-4999.93,38461.0,4999.93,34603.361,0.13,4849.932
2021-04-30,0.144,-4999.93,38461.0,4999.93,34603.361,0.13,5538.384
2021-05-03,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2021-05-04,0.196,-4999.93,38461.0,4999.93,34603.361,0.13,7519.126
2021-05-05,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,5003.776
2021-05-06,0.135,-4999.93,38461.0,4999.93,34603.361,0.13,5192.235
2021-05-07,0.153,-4999.93,38461.0,4999.93,34603.361,0.13,5865.303
2021-05-10,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-05-11,0.132,-4999.93,38461.0,4999.93,34603.361,0.13,5084.544
2021-05-12,0.132,-4999.93,38461.0,4999.93,34603.361,0.13,5084.544
2021-05-13,0.126,-4999.93,38461.0,4999.93,34603.361,0.13,4846.086
2021-05-14,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6149.914
2021-05-17,0.126,-4999.93,38461.0,4999.93,34603.361,0.13,4846.086
2021-05-18,0.13,-4999.93,38461.0,4999.93,34603.361,0.13,4999.93
2021-05-19,0.145,-4999.93,38461.0,4999.93,34603.361,0.13,5572.999
2021-05-20,0.158,-4999.93,38461.0,4999.93,34603.361,0.13,6069.146
2021-05-21,0.151,-4999.93,38461.0,4999.93,34603.361,0.13,5807.611
2021-05-24,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5780.688
2021-05-25,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5780.688
2021-05-26,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6919.134
2021-05-27,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5772.996
2021-05-28,0.164,-4999.93,38461.0,4999.93,34603.361,0.13,6326.834
2021-06-01,0.179,-4999.93,38461.0,4999.93,34603.361,0.13,6884.519
2021-06-02,0.169,-4999.93,38461.0,4999.93,34603.361,0.13,6499.909
2021-06-03,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6919.134
2021-06-04,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-06-07,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-06-08,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-06-09,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7688.354
2021-06-10,0.175,-4999.93,38461.0,4999.93,34603.361,0.13,6730.675
2021-06-11,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6538.37
2021-06-14,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6538.37
2021-06-15,0.185,-4999.93,38461.0,4999.93,34603.361,0.13,7115.285
2021-06-16,0.185,-4999.93,38461.0,4999.93,34603.361,0.13,7115.285
2021-06-17,0.185,-4999.93,38461.0,4999.93,34603.361,0.13,7115.285
2021-06-18,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6544.139
2021-06-21,0.189,-4999.93,38461.0,4999.93,34603.361,0.13,7265.283
2021-06-22,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6922.98
2021-06-23,0.171,-4999.93,38461.0,4999.93,34603.361,0.13,6576.831
2021-06-24,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6538.37
2021-06-25,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6530.678
2021-06-28,0.151,-4999.93,38461.0,4999.93,34603.361,0.13,5807.611
2021-06-29,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6530.678
2021-06-30,0.158,-4999.93,38461.0,4999.93,34603.361,0.13,6088.376
2021-07-01,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-07-02,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-07-06,0.152,-4999.93,38461.0,4999.93,34603.361,0.13,5849.918
2021-07-07,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-07-08,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-07-09,0.18,-4999.93,38461.0,4999.93,34603.361,0.13,6922.98
2021-07-12,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-07-13,0.185,-4999.93,38461.0,4999.93,34603.361,0.13,7115.285
2021-07-14,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-07-15,0.16,-4999.93,38461.0,4999.93,34603.361,0.13,6153.76
2021-07-16,0.146,-4999.93,38461.0,4999.93,34603.361,0.13,5630.691
2021-07-19,0.146,-4999.93,38461.0,4999.93,34603.361,0.13,5630.691
2021-07-20,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-07-21,0.169,-4999.93,38461.0,4999.93,34603.361,0.13,6499.909
2021-07-22,0.165,-4999.93,38461.0,4999.93,34603.361,0.13,6346.065
2021-07-23,0.175,-4999.93,38461.0,4999.93,34603.361,0.13,6730.675
2021-07-26,0.165,-4999.93,38461.0,4999.93,34603.361,0.13,6346.065
2021-07-27,0.176,-4999.93,38461.0,4999.93,34603.361,0.13,6772.982
2021-07-28,0.161,-4999.93,38461.0,4999.93,34603.361,0.13,6201.836
2021-07-29,0.165,-4999.93,38461.0,4999.93,34603.361,0.13,6346.065
2021-07-30,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-08-02,0.17,-4999.93,38461.0,4999.93,34603.361,0.13,6538.37
2021-08-03,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-08-04,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-08-05,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5765.304
2021-08-06,0.149,-4999.93,38461.0,4999.93,34603.361,0.13,5749.919
2021-08-09,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5388.386
2021-08-10,0.142,-4999.93,38461.0,4999.93,34603.361,0.13,5453.77
2021-08-11,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-08-12,0.148,-4999.93,38461.0,4999.93,34603.361,0.13,5692.228
2021-08-13,0.148,-4999.93,38461.0,4999.93,34603.361,0.13,5692.228
2021-08-16,0.145,-4999.93,38461.0,4999.93,34603.361,0.13,5576.845
2021-08-17,0.146,-4999.93,38461.0,4999.93,34603.361,0.13,5627.229
2021-08-18,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5380.694
2021-08-19,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-08-20,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5384.54
2021-08-23,0.128,-4999.93,38461.0,4999.93,34603.361,0.13,4921.085
2021-08-24,0.117,-4999.93,38461.0,4999.93,34603.361,0.13,4519.167
2021-08-25,0.15,-4999.93,38461.0,4999.93,34603.361,0.13,5769.15
2021-08-26,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2021-08-27,0.14,-4999.93,38461.0,4999.93,34603.361,0.13,5380.694
2021-08-30,0.137,-4999.93,38461.0,4999.93,34603.361,0.13,5269.157
2021-08-31,0.123,-4999.93,38461.0,4999.93,34603.361,0.13,4711.473
2021-09-01,0.124,-4999.93,38461.0,4999.93,34603.361,0.13,4769.164
2021-09-02,0.124,-4999.93,38461.0,4999.93,34603.361,0.13,4769.164
2021-09-03,0.127,-4999.93,38461.0,4999.93,34603.361,0.13,4874.932
2021-09-07,0.12,-4999.93,38461.0,4999.93,34603.361,0.13,4615.32
2021-09-08,0.108,-4999.93,38461.0,4999.93,34603.361,0.13,4153.788
