date,BAC_adj_close,BAC_cashflow,BAC_cml_units,BAC_cml_cost,BAC_gain_loss,BAC_avg_price,BAC_mktvalue
2019-01-01,0.0,-4971.225,105.0,4971.225,1110.9,47.345,0.0
2019-01-02,23.431,-4971.225,105.0,4971.225,1110.9,47.345,2460.223
2019-01-03,23.055,-4971.225,105.0,4971.225,1110.9,47.345,2420.796
2019-01-04,24.013,-4971.225,105.0,4971.225,1110.9,47.345,2521.334
2019-01-07,23.994,-4971.225,105.0,4971.225,1110.9,47.345,2519.363
2019-01-08,23.947,-4971.225,105.0,4971.225,1110.9,47.345,2514.435
2019-01-09,24.182,-4971.225,105.0,4971.225,1110.9,47.345,2539.076
2019-01-10,24.154,-4971.225,105.0,4971.225,1110.9,47.345,2536.119
2019-01-11,24.435,-4971.225,105.0,4971.225,1110.9,47.345,2565.69
2019-01-14,24.754,-4971.225,105.0,4971.225,1110.9,47.345,2599.203
2019-01-15,24.923,-4971.225,105.0,4971.225,1110.9,47.345,2616.944
2019-01-16,26.707,-4971.225,105.0,4971.225,1110.9,47.345,2804.221
2019-01-17,27.214,-4971.225,105.0,4971.225,1110.9,47.345,2857.447
2019-01-18,27.505,-4971.225,105.0,4971.225,1110.9,47.345,2888.002
2019-01-22,27.308,-4971.225,105.0,4971.225,1110.9,47.345,2867.303
2019-01-23,27.148,-4971.225,105.0,4971.225,1110.9,47.345,2850.547
2019-01-24,27.298,-4971.225,105.0,4971.225,1110.9,47.345,2866.318
2019-01-25,27.768,-4971.225,105.0,4971.225,1110.9,47.345,2915.601
2019-01-28,27.815,-4971.225,105.0,4971.225,1110.9,47.345,2920.529
2019-01-29,27.589,-4971.225,105.0,4971.225,1110.9,47.345,2896.873
2019-01-30,27.289,-4971.225,105.0,4971.225,1110.9,47.345,2865.332
2019-01-31,26.726,-4971.225,105.0,4971.225,1110.9,47.345,2806.192
2019-02-01,26.641,-4971.225,105.0,4971.225,1110.9,47.345,2797.321
2019-02-04,27.111,-4971.225,105.0,4971.225,1110.9,47.345,2846.604
2019-02-05,27.017,-4971.225,105.0,4971.225,1110.9,47.345,2836.748
2019-02-06,26.97,-4971.225,105.0,4971.225,1110.9,47.345,2831.819
2019-02-07,26.51,-4971.225,105.0,4971.225,1110.9,47.345,2783.521
2019-02-08,26.557,-4971.225,105.0,4971.225,1110.9,47.345,2788.45
2019-02-11,26.669,-4971.225,105.0,4971.225,1110.9,47.345,2800.278
2019-02-12,26.932,-4971.225,105.0,4971.225,1110.9,47.345,2827.877
2019-02-13,26.942,-4971.225,105.0,4971.225,1110.9,47.345,2828.862
2019-02-14,26.651,-4971.225,105.0,4971.225,1110.9,47.345,2798.307
2019-02-15,27.326,-4971.225,105.0,4971.225,1110.9,47.345,2869.275
2019-02-19,27.345,-4971.225,105.0,4971.225,1110.9,47.345,2871.246
2019-02-20,27.608,-4971.225,105.0,4971.225,1110.9,47.345,2898.845
2019-02-21,27.495,-4971.225,105.0,4971.225,1110.9,47.345,2887.017
2019-02-22,27.298,-4971.225,105.0,4971.225,1110.9,47.345,2866.318
2019-02-25,27.477,-4971.225,105.0,4971.225,1110.9,47.345,2885.046
2019-02-26,27.495,-4971.225,105.0,4971.225,1110.9,47.345,2887.017
2019-02-27,27.721,-4971.225,105.0,4971.225,1110.9,47.345,2910.673
2019-02-28,27.438,-4971.225,105.0,4971.225,1110.9,47.345,2880.952
2019-03-01,27.655,-4971.225,105.0,4971.225,1110.9,47.345,2903.738
2019-03-04,27.39,-4971.225,105.0,4971.225,1110.9,47.345,2875.998
2019-03-05,27.438,-4971.225,105.0,4971.225,1110.9,47.345,2880.952
2019-03-06,27.211,-4971.225,105.0,4971.225,1110.9,47.345,2857.175
2019-03-07,26.938,-4971.225,105.0,4971.225,1110.9,47.345,2828.445
2019-03-08,27.032,-4971.225,105.0,4971.225,1110.9,47.345,2838.352
2019-03-11,27.306,-4971.225,105.0,4971.225,1110.9,47.345,2867.082
2019-03-12,27.306,-4971.225,105.0,4971.225,1110.9,47.345,2867.082
2019-03-13,27.636,-4971.225,105.0,4971.225,1110.9,47.345,2901.756
2019-03-14,27.796,-4971.225,105.0,4971.225,1110.9,47.345,2918.598
2019-03-15,27.645,-4971.225,105.0,4971.225,1110.9,47.345,2902.747
2019-03-18,28.136,-4971.225,105.0,4971.225,1110.9,47.345,2954.264
2019-03-19,27.975,-4971.225,105.0,4971.225,1110.9,47.345,2937.421
2019-03-20,27.022,-4971.225,105.0,4971.225,1110.9,47.345,2837.361
2019-03-21,26.588,-4971.225,105.0,4971.225,1110.9,47.345,2791.789
2019-03-22,25.485,-4971.225,105.0,4971.225,1110.9,47.345,2675.877
2019-03-25,25.324,-4971.225,105.0,4971.225,1110.9,47.345,2659.035
2019-03-26,25.673,-4971.225,105.0,4971.225,1110.9,47.345,2695.691
2019-03-27,25.503,-4971.225,105.0,4971.225,1110.9,47.345,2677.858
2019-03-28,25.786,-4971.225,105.0,4971.225,1110.9,47.345,2707.58
2019-03-29,26.032,-4971.225,105.0,4971.225,1110.9,47.345,2733.337
2019-04-01,26.928,-4971.225,105.0,4971.225,1110.9,47.345,2827.454
2019-04-02,27.239,-4971.225,105.0,4971.225,1110.9,47.345,2860.147
2019-04-03,27.211,-4971.225,105.0,4971.225,1110.9,47.345,2857.175
2019-04-04,27.504,-4971.225,105.0,4971.225,1110.9,47.345,2887.886
2019-04-05,27.438,-4971.225,105.0,4971.225,1110.9,47.345,2880.952
2019-04-08,27.523,-4971.225,105.0,4971.225,1110.9,47.345,2889.868
2019-04-09,27.258,-4971.225,105.0,4971.225,1110.9,47.345,2862.128
2019-04-10,27.428,-4971.225,105.0,4971.225,1110.9,47.345,2879.961
2019-04-11,27.428,-4971.225,105.0,4971.225,1110.9,47.345,2879.961
2019-04-12,28.466,-4971.225,105.0,4971.225,1110.9,47.345,2988.938
2019-04-15,28.155,-4971.225,105.0,4971.225,1110.9,47.345,2956.245
2019-04-16,28.192,-4971.225,105.0,4971.225,1110.9,47.345,2960.208
2019-04-17,28.334,-4971.225,105.0,4971.225,1110.9,47.345,2975.068
2019-04-18,28.334,-4971.225,105.0,4971.225,1110.9,47.345,2975.068
2019-04-22,28.353,-4971.225,105.0,4971.225,1110.9,47.345,2977.049
2019-04-23,28.372,-4971.225,105.0,4971.225,1110.9,47.345,2979.031
2019-04-24,28.325,-4971.225,105.0,4971.225,1110.9,47.345,2974.077
2019-04-25,28.381,-4971.225,105.0,4971.225,1110.9,47.345,2980.021
2019-04-26,28.636,-4971.225,105.0,4971.225,1110.9,47.345,3006.771
2019-04-29,29.032,-4971.225,105.0,4971.225,1110.9,47.345,3048.38
2019-04-30,28.853,-4971.225,105.0,4971.225,1110.9,47.345,3029.556
2019-05-01,28.551,-4971.225,105.0,4971.225,1110.9,47.345,2997.854
2019-05-02,28.777,-4971.225,105.0,4971.225,1110.9,47.345,3021.631
2019-05-03,28.976,-4971.225,105.0,4971.225,1110.9,47.345,3042.436
2019-05-06,28.749,-4971.225,105.0,4971.225,1110.9,47.345,3018.658
2019-05-07,28.23,-4971.225,105.0,4971.225,1110.9,47.345,2964.17
2019-05-08,28.117,-4971.225,105.0,4971.225,1110.9,47.345,2952.282
2019-05-09,28.032,-4971.225,105.0,4971.225,1110.9,47.345,2943.366
2019-05-10,27.909,-4971.225,105.0,4971.225,1110.9,47.345,2930.486
2019-05-13,26.655,-4971.225,105.0,4971.225,1110.9,47.345,2798.724
2019-05-14,27.004,-4971.225,105.0,4971.225,1110.9,47.345,2835.38
2019-05-15,26.692,-4971.225,105.0,4971.225,1110.9,47.345,2802.686
2019-05-16,26.975,-4971.225,105.0,4971.225,1110.9,47.345,2832.408
2019-05-17,26.796,-4971.225,105.0,4971.225,1110.9,47.345,2813.584
2019-05-20,26.796,-4971.225,105.0,4971.225,1110.9,47.345,2813.584
2019-05-21,27.07,-4971.225,105.0,4971.225,1110.9,47.345,2842.315
2019-05-22,26.881,-4971.225,105.0,4971.225,1110.9,47.345,2822.5
2019-05-23,26.192,-4971.225,105.0,4971.225,1110.9,47.345,2750.179
2019-05-24,26.588,-4971.225,105.0,4971.225,1110.9,47.345,2791.789
2019-05-28,26.324,-4971.225,105.0,4971.225,1110.9,47.345,2764.049
2019-05-29,26.183,-4971.225,105.0,4971.225,1110.9,47.345,2749.189
2019-05-30,25.626,-4971.225,105.0,4971.225,1110.9,47.345,2690.738
2019-05-31,25.098,-4971.225,105.0,4971.225,1110.9,47.345,2635.259
2019-06-03,25.173,-4971.225,105.0,4971.225,1110.9,47.345,2643.184
2019-06-04,26.343,-4971.225,105.0,4971.225,1110.9,47.345,2766.03
2019-06-05,26.334,-4971.225,105.0,4971.225,1110.9,47.345,2765.04
2019-06-06,26.448,-4971.225,105.0,4971.225,1110.9,47.345,2776.993
2019-06-07,26.116,-4971.225,105.0,4971.225,1110.9,47.345,2742.131
2019-06-10,26.628,-4971.225,105.0,4971.225,1110.9,47.345,2795.918
2019-06-11,26.789,-4971.225,105.0,4971.225,1110.9,47.345,2812.85
2019-06-12,26.514,-4971.225,105.0,4971.225,1110.9,47.345,2783.965
2019-06-13,26.504,-4971.225,105.0,4971.225,1110.9,47.345,2782.969
2019-06-14,26.599,-4971.225,105.0,4971.225,1110.9,47.345,2792.929
2019-06-17,26.495,-4971.225,105.0,4971.225,1110.9,47.345,2781.973
2019-06-18,27.15,-4971.225,105.0,4971.225,1110.9,47.345,2850.701
2019-06-19,26.865,-4971.225,105.0,4971.225,1110.9,47.345,2820.819
2019-06-20,26.818,-4971.225,105.0,4971.225,1110.9,47.345,2815.839
2019-06-21,26.675,-4971.225,105.0,4971.225,1110.9,47.345,2800.898
2019-06-24,26.542,-4971.225,105.0,4971.225,1110.9,47.345,2786.953
2019-06-25,26.334,-4971.225,105.0,4971.225,1110.9,47.345,2765.04
2019-06-26,26.476,-4971.225,105.0,4971.225,1110.9,47.345,2779.981
2019-06-27,26.761,-4971.225,105.0,4971.225,1110.9,47.345,2809.862
2019-06-28,27.51,-4971.225,105.0,4971.225,1110.9,47.345,2888.55
2019-07-01,27.908,-4971.225,105.0,4971.225,1110.9,47.345,2930.385
2019-07-02,27.652,-4971.225,105.0,4971.225,1110.9,47.345,2903.491
2019-07-03,27.557,-4971.225,105.0,4971.225,1110.9,47.345,2893.531
2019-07-05,27.757,-4971.225,105.0,4971.225,1110.9,47.345,2914.448
2019-07-08,27.7,-4971.225,105.0,4971.225,1110.9,47.345,2908.472
2019-07-09,27.842,-4971.225,105.0,4971.225,1110.9,47.345,2923.412
2019-07-10,27.529,-4971.225,105.0,4971.225,1110.9,47.345,2890.542
2019-07-11,27.852,-4971.225,105.0,4971.225,1110.9,47.345,2924.408
2019-07-12,27.937,-4971.225,105.0,4971.225,1110.9,47.345,2933.373
2019-07-15,27.719,-4971.225,105.0,4971.225,1110.9,47.345,2910.464
2019-07-16,27.501,-4971.225,105.0,4971.225,1110.9,47.345,2887.554
2019-07-17,27.69,-4971.225,105.0,4971.225,1110.9,47.345,2907.475
2019-07-18,27.965,-4971.225,105.0,4971.225,1110.9,47.345,2936.361
2019-07-19,27.889,-4971.225,105.0,4971.225,1110.9,47.345,2928.393
2019-07-22,28.051,-4971.225,105.0,4971.225,1110.9,47.345,2945.325
2019-07-23,28.696,-4971.225,105.0,4971.225,1110.9,47.345,3013.057
2019-07-24,29.094,-4971.225,105.0,4971.225,1110.9,47.345,3054.891
2019-07-25,28.781,-4971.225,105.0,4971.225,1110.9,47.345,3022.021
2019-07-26,29.189,-4971.225,105.0,4971.225,1110.9,47.345,3064.852
2019-07-29,28.952,-4971.225,105.0,4971.225,1110.9,47.345,3039.95
2019-07-30,29.303,-4971.225,105.0,4971.225,1110.9,47.345,3076.804
2019-07-31,29.104,-4971.225,105.0,4971.225,1110.9,47.345,3055.887
2019-08-01,27.975,-4971.225,105.0,4971.225,1110.9,47.345,2937.357
2019-08-02,27.87,-4971.225,105.0,4971.225,1110.9,47.345,2926.4
2019-08-05,26.637,-4971.225,105.0,4971.225,1110.9,47.345,2796.914
2019-08-06,26.96,-4971.225,105.0,4971.225,1110.9,47.345,2830.779
2019-08-07,26.457,-4971.225,105.0,4971.225,1110.9,47.345,2777.988
2019-08-08,26.922,-4971.225,105.0,4971.225,1110.9,47.345,2826.795
2019-08-09,26.874,-4971.225,105.0,4971.225,1110.9,47.345,2821.815
2019-08-12,26.22,-4971.225,105.0,4971.225,1110.9,47.345,2753.088
2019-08-13,26.296,-4971.225,105.0,4971.225,1110.9,47.345,2761.056
2019-08-14,25.063,-4971.225,105.0,4971.225,1110.9,47.345,2631.569
2019-08-15,24.901,-4971.225,105.0,4971.225,1110.9,47.345,2614.636
2019-08-16,25.641,-4971.225,105.0,4971.225,1110.9,47.345,2692.328
2019-08-19,25.869,-4971.225,105.0,4971.225,1110.9,47.345,2716.233
2019-08-20,25.347,-4971.225,105.0,4971.225,1110.9,47.345,2661.451
2019-08-21,25.546,-4971.225,105.0,4971.225,1110.9,47.345,2682.368
2019-08-22,25.793,-4971.225,105.0,4971.225,1110.9,47.345,2708.265
2019-08-23,25.11,-4971.225,105.0,4971.225,1110.9,47.345,2636.549
2019-08-26,25.404,-4971.225,105.0,4971.225,1110.9,47.345,2667.427
2019-08-27,25.11,-4971.225,105.0,4971.225,1110.9,47.345,2636.549
2019-08-28,25.47,-4971.225,105.0,4971.225,1110.9,47.345,2674.399
2019-08-29,25.926,-4971.225,105.0,4971.225,1110.9,47.345,2722.21
2019-08-30,26.097,-4971.225,105.0,4971.225,1110.9,47.345,2740.139
2019-09-03,25.66,-4971.225,105.0,4971.225,1110.9,47.345,2694.32
2019-09-04,26.078,-4971.225,105.0,4971.225,1110.9,47.345,2738.146
2019-09-05,26.851,-4971.225,105.0,4971.225,1110.9,47.345,2819.359
2019-09-06,26.479,-4971.225,105.0,4971.225,1110.9,47.345,2780.257
2019-09-09,27.338,-4971.225,105.0,4971.225,1110.9,47.345,2870.492
2019-09-10,28.026,-4971.225,105.0,4971.225,1110.9,47.345,2942.68
2019-09-11,28.131,-4971.225,105.0,4971.225,1110.9,47.345,2953.709
2019-09-12,28.331,-4971.225,105.0,4971.225,1110.9,47.345,2974.764
2019-09-13,28.809,-4971.225,105.0,4971.225,1110.9,47.345,3024.895
2019-09-16,28.77,-4971.225,105.0,4971.225,1110.9,47.345,3020.885
2019-09-17,28.589,-4971.225,105.0,4971.225,1110.9,47.345,3001.834
2019-09-18,28.646,-4971.225,105.0,4971.225,1110.9,47.345,3007.851
2019-09-19,28.474,-4971.225,105.0,4971.225,1110.9,47.345,2989.803
2019-09-20,28.255,-4971.225,105.0,4971.225,1110.9,47.345,2966.743
2019-09-23,28.188,-4971.225,105.0,4971.225,1110.9,47.345,2959.725
2019-09-24,27.634,-4971.225,105.0,4971.225,1110.9,47.345,2901.573
2019-09-25,27.93,-4971.225,105.0,4971.225,1110.9,47.345,2932.654
2019-09-26,27.815,-4971.225,105.0,4971.225,1110.9,47.345,2920.623
2019-09-27,28.026,-4971.225,105.0,4971.225,1110.9,47.345,2942.68
2019-09-30,27.854,-4971.225,105.0,4971.225,1110.9,47.345,2924.633
2019-10-01,27.157,-4971.225,105.0,4971.225,1110.9,47.345,2851.442
2019-10-02,26.584,-4971.225,105.0,4971.225,1110.9,47.345,2791.285
2019-10-03,26.555,-4971.225,105.0,4971.225,1110.9,47.345,2788.277
2019-10-04,27.09,-4971.225,105.0,4971.225,1110.9,47.345,2844.424
2019-10-07,27.032,-4971.225,105.0,4971.225,1110.9,47.345,2838.408
2019-10-08,26.383,-4971.225,105.0,4971.225,1110.9,47.345,2770.23
2019-10-09,26.631,-4971.225,105.0,4971.225,1110.9,47.345,2796.298
2019-10-10,27.166,-4971.225,105.0,4971.225,1110.9,47.345,2852.445
2019-10-11,27.605,-4971.225,105.0,4971.225,1110.9,47.345,2898.565
2019-10-14,27.825,-4971.225,105.0,4971.225,1110.9,47.345,2921.625
2019-10-15,28.388,-4971.225,105.0,4971.225,1110.9,47.345,2980.78
2019-10-16,28.809,-4971.225,105.0,4971.225,1110.9,47.345,3024.895
2019-10-17,28.894,-4971.225,105.0,4971.225,1110.9,47.345,3033.918
2019-10-18,28.98,-4971.225,105.0,4971.225,1110.9,47.345,3042.942
2019-10-21,29.62,-4971.225,105.0,4971.225,1110.9,47.345,3110.117
2019-10-22,29.792,-4971.225,105.0,4971.225,1110.9,47.345,3128.164
2019-10-23,30.002,-4971.225,105.0,4971.225,1110.9,47.345,3150.222
2019-10-24,29.945,-4971.225,105.0,4971.225,1110.9,47.345,3144.206
2019-10-25,30.289,-4971.225,105.0,4971.225,1110.9,47.345,3180.3
2019-10-28,30.403,-4971.225,105.0,4971.225,1110.9,47.345,3192.332
2019-10-29,30.623,-4971.225,105.0,4971.225,1110.9,47.345,3215.392
2019-10-30,30.193,-4971.225,105.0,4971.225,1110.9,47.345,3170.274
2019-10-31,29.859,-4971.225,105.0,4971.225,1110.9,47.345,3135.183
2019-11-01,30.365,-4971.225,105.0,4971.225,1110.9,47.345,3188.321
2019-11-04,30.938,-4971.225,105.0,4971.225,1110.9,47.345,3248.479
2019-11-05,31.339,-4971.225,105.0,4971.225,1110.9,47.345,3290.588
2019-11-06,31.31,-4971.225,105.0,4971.225,1110.9,47.345,3287.581
2019-11-07,31.73,-4971.225,105.0,4971.225,1110.9,47.345,3331.696
2019-11-08,31.759,-4971.225,105.0,4971.225,1110.9,47.345,3334.703
2019-11-11,31.683,-4971.225,105.0,4971.225,1110.9,47.345,3326.682
2019-11-12,31.597,-4971.225,105.0,4971.225,1110.9,47.345,3317.659
2019-11-13,31.31,-4971.225,105.0,4971.225,1110.9,47.345,3287.581
2019-11-14,31.224,-4971.225,105.0,4971.225,1110.9,47.345,3278.557
2019-11-15,31.444,-4971.225,105.0,4971.225,1110.9,47.345,3301.617
2019-11-18,31.473,-4971.225,105.0,4971.225,1110.9,47.345,3304.626
2019-11-19,31.454,-4971.225,105.0,4971.225,1110.9,47.345,3302.619
2019-11-20,31.215,-4971.225,105.0,4971.225,1110.9,47.345,3277.554
2019-11-21,31.358,-4971.225,105.0,4971.225,1110.9,47.345,3292.593
2019-11-22,31.683,-4971.225,105.0,4971.225,1110.9,47.345,3326.682
2019-11-25,31.96,-4971.225,105.0,4971.225,1110.9,47.345,3355.759
2019-11-26,31.845,-4971.225,105.0,4971.225,1110.9,47.345,3343.727
2019-11-27,31.912,-4971.225,105.0,4971.225,1110.9,47.345,3350.745
2019-11-29,31.816,-4971.225,105.0,4971.225,1110.9,47.345,3340.719
2019-12-02,31.921,-4971.225,105.0,4971.225,1110.9,47.345,3351.748
2019-12-03,31.358,-4971.225,105.0,4971.225,1110.9,47.345,3292.593
2019-12-04,31.654,-4971.225,105.0,4971.225,1110.9,47.345,3323.675
2019-12-05,31.769,-4971.225,105.0,4971.225,1110.9,47.345,3335.772
2019-12-06,32.326,-4971.225,105.0,4971.225,1110.9,47.345,3394.241
2019-12-09,32.172,-4971.225,105.0,4971.225,1110.9,47.345,3378.111
2019-12-10,32.192,-4971.225,105.0,4971.225,1110.9,47.345,3380.128
2019-12-11,32.297,-4971.225,105.0,4971.225,1110.9,47.345,3391.217
2019-12-12,33.296,-4971.225,105.0,4971.225,1110.9,47.345,3496.058
2019-12-13,33.065,-4971.225,105.0,4971.225,1110.9,47.345,3471.864
2019-12-16,33.315,-4971.225,105.0,4971.225,1110.9,47.345,3498.074
2019-12-17,33.641,-4971.225,105.0,4971.225,1110.9,47.345,3532.349
2019-12-18,33.709,-4971.225,105.0,4971.225,1110.9,47.345,3539.406
2019-12-19,33.555,-4971.225,105.0,4971.225,1110.9,47.345,3523.277
2019-12-20,33.565,-4971.225,105.0,4971.225,1110.9,47.345,3524.284
2019-12-23,33.766,-4971.225,105.0,4971.225,1110.9,47.345,3545.455
2019-12-24,33.814,-4971.225,105.0,4971.225,1110.9,47.345,3550.495
2019-12-26,34.102,-4971.225,105.0,4971.225,1110.9,47.345,3580.738
2019-12-27,33.939,-4971.225,105.0,4971.225,1110.9,47.345,3563.6
2019-12-30,33.747,-4971.225,105.0,4971.225,1110.9,47.345,3543.438
2019-12-31,33.814,-4971.225,105.0,4971.225,1110.9,47.345,3550.495
2020-01-02,34.217,-4971.225,105.0,4971.225,1110.9,47.345,3592.835
2020-01-03,33.507,-4971.225,105.0,4971.225,1110.9,47.345,3518.236
2020-01-06,33.459,-4971.225,105.0,4971.225,1110.9,47.345,3513.196
2020-01-07,33.238,-4971.225,105.0,4971.225,1110.9,47.345,3490.009
2020-01-08,33.574,-4971.225,105.0,4971.225,1110.9,47.345,3525.293
2020-01-09,33.632,-4971.225,105.0,4971.225,1110.9,47.345,3531.341
2020-01-10,33.353,-4971.225,105.0,4971.225,1110.9,47.345,3502.107
2020-01-13,33.661,-4971.225,105.0,4971.225,1110.9,47.345,3534.366
2020-01-14,33.91,-4971.225,105.0,4971.225,1110.9,47.345,3560.576
2020-01-15,33.286,-4971.225,105.0,4971.225,1110.9,47.345,3495.05
2020-01-16,33.334,-4971.225,105.0,4971.225,1110.9,47.345,3500.091
2020-01-17,33.325,-4971.225,105.0,4971.225,1110.9,47.345,3499.082
2020-01-21,32.893,-4971.225,105.0,4971.225,1110.9,47.345,3453.717
2020-01-22,32.989,-4971.225,105.0,4971.225,1110.9,47.345,3463.8
2020-01-23,32.758,-4971.225,105.0,4971.225,1110.9,47.345,3439.605
2020-01-24,32.201,-4971.225,105.0,4971.225,1110.9,47.345,3381.136
2020-01-27,31.539,-4971.225,105.0,4971.225,1110.9,47.345,3311.578
2020-01-28,31.913,-4971.225,105.0,4971.225,1110.9,47.345,3350.893
2020-01-29,31.692,-4971.225,105.0,4971.225,1110.9,47.345,3327.707
2020-01-30,32.144,-4971.225,105.0,4971.225,1110.9,47.345,3375.087
2020-01-31,31.52,-4971.225,105.0,4971.225,1110.9,47.345,3309.562
2020-02-03,31.654,-4971.225,105.0,4971.225,1110.9,47.345,3323.675
2020-02-04,32.278,-4971.225,105.0,4971.225,1110.9,47.345,3389.2
2020-02-05,33.325,-4971.225,105.0,4971.225,1110.9,47.345,3499.082
2020-02-06,33.286,-4971.225,105.0,4971.225,1110.9,47.345,3495.05
2020-02-07,33.229,-4971.225,105.0,4971.225,1110.9,47.345,3489.001
