date,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue
2019-02-15,166.15,-4998.805,38.0,4998.805,2851.14,131.548,6313.7
2019-02-19,170.18,-4998.805,38.0,4998.805,2851.14,131.548,6466.84
2019-02-20,170.71,-4998.805,38.0,4998.805,2851.14,131.548,6486.98
2019-02-21,171.66,-4998.805,38.0,4998.805,2851.14,131.548,6523.08
2019-02-22,176.92,-4998.805,38.0,4998.805,2851.14,131.548,6722.96
2019-02-25,183.25,-4998.805,38.0,4998.805,2851.14,131.548,6963.5
2019-02-26,183.54,-4998.805,38.0,4998.805,2851.14,131.548,6974.52
2019-02-27,184.58,-4998.805,38.0,4998.805,2851.14,131.548,7014.04
2019-02-28,183.03,-4998.805,38.0,4998.805,2851.14,131.548,6955.14
2019-03-01,183.88,-4998.805,38.0,4998.805,2851.14,131.548,6987.44
2019-03-04,187.25,-4998.805,38.0,4998.805,2851.14,131.548,7115.5
2019-03-05,185.0,-4998.805,38.0,4998.805,2851.14,131.548,7030.0
2019-03-06,184.17,-4998.805,38.0,4998.805,2851.14,131.548,6998.46
2019-03-07,177.32,-4998.805,38.0,4998.805,2851.14,131.548,6738.16
2019-03-08,175.03,-4998.805,38.0,4998.805,2851.14,131.548,6651.14
2019-03-11,180.41,-4998.805,38.0,4998.805,2851.14,131.548,6855.58
2019-03-12,180.63,-4998.805,38.0,4998.805,2851.14,131.548,6863.94
2019-03-13,180.7,-4998.805,38.0,4998.805,2851.14,131.548,6866.6
2019-03-14,180.36,-4998.805,38.0,4998.805,2851.14,131.548,6853.68
2019-03-15,180.97,-4998.805,38.0,4998.805,2851.14,131.548,6876.86
2019-03-18,181.83,-4998.805,38.0,4998.805,2851.14,131.548,6909.54
2019-03-19,182.14,-4998.805,38.0,4998.805,2851.14,131.548,6921.32
2019-03-20,181.28,-4998.805,38.0,4998.805,2851.14,131.548,6888.64
2019-03-21,181.5,-4998.805,38.0,4998.805,2851.14,131.548,6897.0
2019-03-22,176.26,-4998.805,38.0,4998.805,2851.14,131.548,6697.88
2019-03-25,178.77,-4998.805,38.0,4998.805,2851.14,131.548,6793.26
2019-03-26,178.08,-4998.805,38.0,4998.805,2851.14,131.548,6767.04
2019-03-27,177.03,-4998.805,38.0,4998.805,2851.14,131.548,6727.14
2019-03-28,177.73,-4998.805,38.0,4998.805,2851.14,131.548,6753.74
2019-03-29,182.45,-4998.805,38.0,4998.805,2851.14,131.548,6933.1
2019-04-01,180.89,-4998.805,38.0,4998.805,2851.14,131.548,6873.82
2019-04-02,181.74,-4998.805,38.0,4998.805,2851.14,131.548,6906.12
2019-04-03,178.32,-4998.805,38.0,4998.805,2851.14,131.548,6776.16
2019-04-04,181.07,-4998.805,38.0,4998.805,2851.14,131.548,6880.66
2019-04-05,185.35,-4998.805,38.0,4998.805,2851.14,131.548,7043.3
2019-04-08,186.5,-4998.805,38.0,4998.805,2851.14,131.548,7087.0
2019-04-09,187.19,-4998.805,38.0,4998.805,2851.14,131.548,7113.22
2019-04-10,186.19,-4998.805,38.0,4998.805,2851.14,131.548,7075.22
2019-04-11,184.98,-4998.805,38.0,4998.805,2851.14,131.548,7029.24
2019-04-12,188.91,-4998.805,38.0,4998.805,2851.14,131.548,7178.58
2019-04-15,183.07,-4998.805,38.0,4998.805,2851.14,131.548,6956.66
2019-04-16,185.78,-4998.805,38.0,4998.805,2851.14,131.548,7059.64
2019-04-17,187.55,-4998.805,38.0,4998.805,2851.14,131.548,7126.9
2019-04-18,186.94,-4998.805,38.0,4998.805,2851.14,131.548,7103.72
2019-04-22,185.38,-4998.805,38.0,4998.805,2851.14,131.548,7044.44
2019-04-23,187.29,-4998.805,38.0,4998.805,2851.14,131.548,7117.02
2019-04-24,185.67,-4998.805,38.0,4998.805,2851.14,131.548,7055.46
2019-04-25,187.88,-4998.805,38.0,4998.805,2851.14,131.548,7139.44
2019-04-26,187.09,-4998.805,38.0,4998.805,2851.14,131.548,7109.42
2019-04-29,186.94,-4998.805,38.0,4998.805,2851.14,131.548,7103.72
2019-04-30,185.57,-4998.805,38.0,4998.805,2851.14,131.548,7051.66
2019-05-01,189.31,-4998.805,38.0,4998.805,2851.14,131.548,7193.78
2019-05-02,190.39,-4998.805,38.0,4998.805,2851.14,131.548,7234.82
2019-05-03,195.21,-4998.805,38.0,4998.805,2851.14,131.548,7417.98
2019-05-06,188.24,-4998.805,38.0,4998.805,2851.14,131.548,7153.12
2019-05-07,181.43,-4998.805,38.0,4998.805,2851.14,131.548,6894.34
2019-05-08,179.59,-4998.805,38.0,4998.805,2851.14,131.548,6824.42
2019-05-09,179.04,-4998.805,38.0,4998.805,2851.14,131.548,6803.52
2019-05-10,178.0,-4998.805,38.0,4998.805,2851.14,131.548,6764.0
2019-05-13,170.01,-4998.805,38.0,4998.805,2851.14,131.548,6460.38
2019-05-14,174.84,-4998.805,38.0,4998.805,2851.14,131.548,6643.92
2019-05-15,177.6,-4998.805,38.0,4998.805,2851.14,131.548,6748.8
2019-05-16,175.57,-4998.805,38.0,4998.805,2851.14,131.548,6671.66
2019-05-17,169.57,-4998.805,38.0,4998.805,2851.14,131.548,6443.66
2019-05-20,160.65,-4998.805,38.0,4998.805,2851.14,131.548,6104.7
2019-05-21,163.43,-4998.805,38.0,4998.805,2851.14,131.548,6210.34
2019-05-22,158.83,-4998.805,38.0,4998.805,2851.14,131.548,6035.54
2019-05-23,156.0,-4998.805,38.0,4998.805,2851.14,131.548,5928.0
2019-05-24,155.0,-4998.805,38.0,4998.805,2851.14,131.548,5890.0
2019-05-28,154.81,-4998.805,38.0,4998.805,2851.14,131.548,5882.78
2019-05-29,152.48,-4998.805,38.0,4998.805,2851.14,131.548,5794.24
2019-05-30,151.07,-4998.805,38.0,4998.805,2851.14,131.548,5740.66
2019-05-31,149.26,-4998.805,38.0,4998.805,2851.14,131.548,5671.88
2019-06-03,149.91,-4998.805,38.0,4998.805,2851.14,131.548,5696.58
2019-06-04,154.15,-4998.805,38.0,4998.805,2851.14,131.548,5857.7
2019-06-05,151.65,-4998.805,38.0,4998.805,2851.14,131.548,5762.7
2019-06-06,151.5,-4998.805,38.0,4998.805,2851.14,131.548,5757.0
2019-06-07,154.23,-4998.805,38.0,4998.805,2851.14,131.548,5860.74
2019-06-10,159.85,-4998.805,38.0,4998.805,2851.14,131.548,6074.3
2019-06-11,162.65,-4998.805,38.0,4998.805,2851.14,131.548,6180.7
2019-06-12,160.04,-4998.805,38.0,4998.805,2851.14,131.548,6081.52
2019-06-13,160.33,-4998.805,38.0,4998.805,2851.14,131.548,6092.54
2019-06-14,158.1,-4998.805,38.0,4998.805,2851.14,131.548,6007.8
2019-06-17,159.91,-4998.805,38.0,4998.805,2851.14,131.548,6076.58
2019-06-18,165.51,-4998.805,38.0,4998.805,2851.14,131.548,6289.38
2019-06-19,165.46,-4998.805,38.0,4998.805,2851.14,131.548,6287.48
2019-06-20,168.25,-4998.805,38.0,4998.805,2851.14,131.548,6393.5
2019-06-21,167.55,-4998.805,38.0,4998.805,2851.14,131.548,6366.9
2019-06-24,168.1,-4998.805,38.0,4998.805,2851.14,131.548,6387.8
2019-06-25,165.8,-4998.805,38.0,4998.805,2851.14,131.548,6300.4
2019-06-26,168.99,-4998.805,38.0,4998.805,2851.14,131.548,6421.62
2019-06-27,170.9,-4998.805,38.0,4998.805,2851.14,131.548,6494.2
2019-06-28,169.45,-4998.805,38.0,4998.805,2851.14,131.548,6439.1
2019-07-01,175.05,-4998.805,38.0,4998.805,2851.14,131.548,6651.9
2019-07-02,175.45,-4998.805,38.0,4998.805,2851.14,131.548,6667.1
2019-07-03,174.67,-4998.805,38.0,4998.805,2851.14,131.548,6637.46
2019-07-05,173.3,-4998.805,38.0,4998.805,2851.14,131.548,6585.4
2019-07-08,168.45,-4998.805,38.0,4998.805,2851.14,131.548,6401.1
2019-07-09,168.8,-4998.805,38.0,4998.805,2851.14,131.548,6414.4
2019-07-10,166.93,-4998.805,38.0,4998.805,2851.14,131.548,6343.34
2019-07-11,166.55,-4998.805,38.0,4998.805,2851.14,131.548,6328.9
2019-07-12,169.07,-4998.805,38.0,4998.805,2851.14,131.548,6424.66
2019-07-15,173.5,-4998.805,38.0,4998.805,2851.14,131.548,6593.0
2019-07-16,174.19,-4998.805,38.0,4998.805,2851.14,131.548,6619.22
2019-07-17,174.82,-4998.805,38.0,4998.805,2851.14,131.548,6643.16
2019-07-18,172.8,-4998.805,38.0,4998.805,2851.14,131.548,6566.4
2019-07-19,172.99,-4998.805,38.0,4998.805,2851.14,131.548,6573.62
2019-07-22,174.0,-4998.805,38.0,4998.805,2851.14,131.548,6612.0
2019-07-23,178.09,-4998.805,38.0,4998.805,2851.14,131.548,6767.42
2019-07-24,178.67,-4998.805,38.0,4998.805,2851.14,131.548,6789.46
2019-07-25,177.29,-4998.805,38.0,4998.805,2851.14,131.548,6737.02
2019-07-26,178.74,-4998.805,38.0,4998.805,2851.14,131.548,6792.12
2019-07-29,177.02,-4998.805,38.0,4998.805,2851.14,131.548,6726.76
2019-07-30,174.1,-4998.805,38.0,4998.805,2851.14,131.548,6615.8
2019-07-31,173.11,-4998.805,38.0,4998.805,2851.14,131.548,6578.18
2019-08-01,165.65,-4998.805,38.0,4998.805,2851.14,131.548,6294.7
2019-08-02,161.0,-4998.805,38.0,4998.805,2851.14,131.548,6118.0
2019-08-05,153.67,-4998.805,38.0,4998.805,2851.14,131.548,5839.46
2019-08-06,157.43,-4998.805,38.0,4998.805,2851.14,131.548,5982.34
2019-08-07,159.17,-4998.805,38.0,4998.805,2851.14,131.548,6048.46
2019-08-08,162.22,-4998.805,38.0,4998.805,2851.14,131.548,6164.36
2019-08-09,159.12,-4998.805,38.0,4998.805,2851.14,131.548,6046.56
2019-08-12,159.31,-4998.805,38.0,4998.805,2851.14,131.548,6053.78
2019-08-13,164.03,-4998.805,38.0,4998.805,2851.14,131.548,6233.14
2019-08-14,162.06,-4998.805,38.0,4998.805,2851.14,131.548,6158.28
2019-08-15,166.97,-4998.805,38.0,4998.805,2851.14,131.548,6344.86
2019-08-16,174.6,-4998.805,38.0,4998.805,2851.14,131.548,6634.8
2019-08-19,178.28,-4998.805,38.0,4998.805,2851.14,131.548,6774.64
2019-08-20,177.21,-4998.805,38.0,4998.805,2851.14,131.548,6733.98
2019-08-21,175.24,-4998.805,38.0,4998.805,2851.14,131.548,6659.12
2019-08-22,171.91,-4998.805,38.0,4998.805,2851.14,131.548,6532.58
2019-08-23,164.54,-4998.805,38.0,4998.805,2851.14,131.548,6252.52
2019-08-26,165.9,-4998.805,38.0,4998.805,2851.14,131.548,6304.2
2019-08-27,166.2,-4998.805,38.0,4998.805,2851.14,131.548,6315.6
2019-08-28,167.48,-4998.805,38.0,4998.805,2851.14,131.548,6364.24
2019-08-29,172.81,-4998.805,38.0,4998.805,2851.14,131.548,6566.78
2019-08-30,175.03,-4998.805,38.0,4998.805,2851.14,131.548,6651.14
2019-09-03,172.41,-4998.805,38.0,4998.805,2851.14,131.548,6551.58
2019-09-04,174.33,-4998.805,38.0,4998.805,2851.14,131.548,6624.54
2019-09-05,178.94,-4998.805,38.0,4998.805,2851.14,131.548,6799.72
2019-09-06,176.69,-4998.805,38.0,4998.805,2851.14,131.548,6714.22
2019-09-09,177.78,-4998.805,38.0,4998.805,2851.14,131.548,6755.64
2019-09-10,174.99,-4998.805,38.0,4998.805,2851.14,131.548,6649.62
2019-09-11,176.09,-4998.805,38.0,4998.805,2851.14,131.548,6691.42
2019-09-12,178.24,-4998.805,38.0,4998.805,2851.14,131.548,6773.12
2019-09-13,179.17,-4998.805,38.0,4998.805,2851.14,131.548,6808.46
2019-09-16,177.07,-4998.805,38.0,4998.805,2851.14,131.548,6728.66
2019-09-17,179.0,-4998.805,38.0,4998.805,2851.14,131.548,6802.0
2019-09-18,180.0,-4998.805,38.0,4998.805,2851.14,131.548,6840.0
2019-09-19,180.46,-4998.805,38.0,4998.805,2851.14,131.548,6857.48
2019-09-20,182.51,-4998.805,38.0,4998.805,2851.14,131.548,6935.38
2019-09-23,176.98,-4998.805,38.0,4998.805,2851.14,131.548,6725.24
2019-09-24,171.55,-4998.805,38.0,4998.805,2851.14,131.548,6518.9
2019-09-25,176.66,-4998.805,38.0,4998.805,2851.14,131.548,6713.08
2019-09-26,175.0,-4998.805,38.0,4998.805,2851.14,131.548,6650.0
2019-09-27,165.98,-4998.805,38.0,4998.805,2851.14,131.548,6307.24
2019-09-30,167.23,-4998.805,38.0,4998.805,2851.14,131.548,6354.74
2019-10-01,165.15,-4998.805,38.0,4998.805,2851.14,131.548,6275.7
2019-10-02,165.77,-4998.805,38.0,4998.805,2851.14,131.548,6299.26
2019-10-03,169.48,-4998.805,38.0,4998.805,2851.14,131.548,6440.24
2019-10-04,170.34,-4998.805,38.0,4998.805,2851.14,131.548,6472.92
2019-10-07,168.32,-4998.805,38.0,4998.805,2851.14,131.548,6396.16
2019-10-08,161.93,-4998.805,38.0,4998.805,2851.14,131.548,6153.34
2019-10-09,165.19,-4998.805,38.0,4998.805,2851.14,131.548,6277.22
2019-10-10,166.07,-4998.805,38.0,4998.805,2851.14,131.548,6310.66
2019-10-11,172.94,-4998.805,38.0,4998.805,2851.14,131.548,6571.72
2019-10-14,171.16,-4998.805,38.0,4998.805,2851.14,131.548,6504.08
2019-10-15,175.29,-4998.805,38.0,4998.805,2851.14,131.548,6661.02
2019-10-16,177.12,-4998.805,38.0,4998.805,2851.14,131.548,6730.56
2019-10-17,176.85,-4998.805,38.0,4998.805,2851.14,131.548,6720.3
2019-10-18,169.13,-4998.805,38.0,4998.805,2851.14,131.548,6426.94
2019-10-21,173.52,-4998.805,38.0,4998.805,2851.14,131.548,6593.76
2019-10-22,169.89,-4998.805,38.0,4998.805,2851.14,131.548,6455.82
2019-10-23,169.92,-4998.805,38.0,4998.805,2851.14,131.548,6456.96
2019-10-24,172.55,-4998.805,38.0,4998.805,2851.14,131.548,6556.9
2019-10-25,174.31,-4998.805,38.0,4998.805,2851.14,131.548,6623.78
2019-10-28,178.68,-4998.805,38.0,4998.805,2851.14,131.548,6789.84
2019-10-29,176.89,-4998.805,38.0,4998.805,2851.14,131.548,6721.82
2019-10-30,177.53,-4998.805,38.0,4998.805,2851.14,131.548,6746.14
2019-10-31,176.67,-4998.805,38.0,4998.805,2851.14,131.548,6713.46
2019-11-01,176.46,-4998.805,38.0,4998.805,2851.14,131.548,6705.48
2019-11-04,179.69,-4998.805,38.0,4998.805,2851.14,131.548,6828.22
2019-11-05,182.0,-4998.805,38.0,4998.805,2851.14,131.548,6916.0
2019-11-06,184.16,-4998.805,38.0,4998.805,2851.14,131.548,6998.08
2019-11-07,186.66,-4998.805,38.0,4998.805,2851.14,131.548,7093.08
2019-11-08,187.16,-4998.805,38.0,4998.805,2851.14,131.548,7112.08
2019-11-11,186.71,-4998.805,38.0,4998.805,2851.14,131.548,7094.98
2019-11-12,186.97,-4998.805,38.0,4998.805,2851.14,131.548,7104.86
2019-11-13,182.48,-4998.805,38.0,4998.805,2851.14,131.548,6934.24
2019-11-14,182.8,-4998.805,38.0,4998.805,2851.14,131.548,6946.4
2019-11-15,185.49,-4998.805,38.0,4998.805,2851.14,131.548,7048.62
2019-11-18,184.61,-4998.805,38.0,4998.805,2851.14,131.548,7015.18
2019-11-19,185.25,-4998.805,38.0,4998.805,2851.14,131.548,7039.5
2019-11-20,182.35,-4998.805,38.0,4998.805,2851.14,131.548,6929.3
2019-11-21,184.86,-4998.805,38.0,4998.805,2851.14,131.548,7024.68
2019-11-22,186.78,-4998.805,38.0,4998.805,2851.14,131.548,7097.64
2019-11-25,190.45,-4998.805,38.0,4998.805,2851.14,131.548,7237.1
2019-11-26,194.7,-4998.805,38.0,4998.805,2851.14,131.548,7398.6
2019-11-27,200.82,-4998.805,38.0,4998.805,2851.14,131.548,7631.16
2019-11-29,200.0,-4998.805,38.0,4998.805,2851.14,131.548,7600.0
2019-12-02,196.31,-4998.805,38.0,4998.805,2851.14,131.548,7459.78
2019-12-03,194.9,-4998.805,38.0,4998.805,2851.14,131.548,7406.2
2019-12-04,193.74,-4998.805,38.0,4998.805,2851.14,131.548,7362.12
2019-12-05,200.0,-4998.805,38.0,4998.805,2851.14,131.548,7600.0
2019-12-06,201.89,-4998.805,38.0,4998.805,2851.14,131.548,7671.82
2019-12-09,198.74,-4998.805,38.0,4998.805,2851.14,131.548,7552.12
2019-12-10,200.45,-4998.805,38.0,4998.805,2851.14,131.548,7617.1
2019-12-11,204.64,-4998.805,38.0,4998.805,2851.14,131.548,7776.32
2019-12-12,204.5,-4998.805,38.0,4998.805,2851.14,131.548,7771.0
2019-12-13,204.91,-4998.805,38.0,4998.805,2851.14,131.548,7786.58
2019-12-16,206.97,-4998.805,38.0,4998.805,2851.14,131.548,7864.86
2019-12-17,208.18,-4998.805,38.0,4998.805,2851.14,131.548,7910.84
2019-12-18,210.0,-4998.805,38.0,4998.805,2851.14,131.548,7980.0
2019-12-19,210.13,-4998.805,38.0,4998.805,2851.14,131.548,7984.94
2019-12-20,212.25,-4998.805,38.0,4998.805,2851.14,131.548,8065.5
2019-12-23,214.83,-4998.805,38.0,4998.805,2851.14,131.548,8163.54
2019-12-24,214.26,-4998.805,38.0,4998.805,2851.14,131.548,8141.88
2019-12-26,216.38,-4998.805,38.0,4998.805,2851.14,131.548,8222.44
2019-12-27,215.47,-4998.805,38.0,4998.805,2851.14,131.548,8187.86
2019-12-30,212.91,-4998.805,38.0,4998.805,2851.14,131.548,8090.58
2019-12-31,212.1,-4998.805,38.0,4998.805,2851.14,131.548,8059.8
2020-01-02,219.77,-4998.805,38.0,4998.805,2851.14,131.548,8351.26
2020-01-03,217.0,-4998.805,38.0,4998.805,2851.14,131.548,8246.0
2020-01-06,216.64,-4998.805,38.0,4998.805,2851.14,131.548,8232.32
2020-01-07,217.63,-4998.805,38.0,4998.805,2851.14,131.548,8269.94
2020-01-08,218.0,-4998.805,38.0,4998.805,2851.14,131.548,8284.0
2020-01-09,221.78,-4998.805,38.0,4998.805,2851.14,131.548,8427.64
2020-01-10,223.83,-4998.805,38.0,4998.805,2851.14,131.548,8505.54
2020-01-13,230.48,-4998.805,38.0,4998.805,2851.14,131.548,8758.24
2020-01-14,226.49,-4998.805,38.0,4998.805,2851.14,131.548,8606.62
2020-01-15,225.06,-4998.805,38.0,4998.805,2851.14,131.548,8552.28
2020-01-16,223.94,-4998.805,38.0,4998.805,2851.14,131.548,8509.72
2020-01-17,227.43,-4998.805,38.0,4998.805,2851.14,131.548,8642.34
2020-01-21,222.26,-4998.805,38.0,4998.805,2851.14,131.548,8445.88
2020-01-22,222.37,-4998.805,38.0,4998.805,2851.14,131.548,8450.06
2020-01-23,219.13,-4998.805,38.0,4998.805,2851.14,131.548,8326.94
2020-01-24,213.75,-4998.805,38.0,4998.805,2851.14,131.548,8122.5
2020-01-27,205.47,-4998.805,38.0,4998.805,2851.14,131.548,7807.86
2020-01-28,210.23,-4998.805,38.0,4998.805,2851.14,131.548,7988.74
2020-01-29,212.02,-4998.805,38.0,4998.805,2851.14,131.548,8056.76
2020-01-30,208.58,-4998.805,38.0,4998.805,2851.14,131.548,7926.04
2020-01-31,206.59,-4998.805,38.0,4998.805,2851.14,131.548,7850.42
2020-02-03,213.1,-4998.805,38.0,4998.805,2851.14,131.548,8097.8
2020-02-04,222.88,-4998.805,38.0,4998.805,2851.14,131.548,8469.44
2020-02-05,220.22,-4998.805,38.0,4998.805,2851.14,131.548,8368.36
2020-02-06,220.9,-4998.805,38.0,4998.805,2851.14,131.548,8394.2
2020-02-07,216.53,-4998.805,38.0,4998.805,2851.14,131.548,8228.14
2020-02-10,215.77,-4998.805,38.0,4998.805,2851.14,131.548,8199.26
2020-02-11,217.21,-4998.805,38.0,4998.805,2851.14,131.548,8253.98
2020-02-12,224.31,-4998.805,38.0,4998.805,2851.14,131.548,8523.78
2020-02-13,220.36,-4998.805,38.0,4998.805,2851.14,131.548,8373.68
2020-02-14,219.63,-4998.805,38.0,4998.805,2851.14,131.548,8345.94
2020-02-18,220.52,-4998.805,38.0,4998.805,2851.14,131.548,8379.76
2020-02-19,222.14,-4998.805,38.0,4998.805,2851.14,131.548,8441.32
2020-02-20,218.04,-4998.805,38.0,4998.805,2851.14,131.548,8285.52
2020-02-21,212.59,-4998.805,38.0,4998.805,2851.14,131.548,8078.42
2020-02-24,206.16,-4998.805,38.0,4998.805,2851.14,131.548,7834.08
2020-02-25,205.61,-4998.805,38.0,4998.805,2851.14,131.548,7813.18
2020-02-26,208.74,-4998.805,38.0,4998.805,2851.14,131.548,7932.12
2020-02-27,205.03,-4998.805,38.0,4998.805,2851.14,131.548,7791.14
2020-02-28,208.0,-4998.805,38.0,4998.805,2851.14,131.548,7904.0
2020-03-02,210.98,-4998.805,38.0,4998.805,2851.14,131.548,8017.24
2020-03-03,207.41,-4998.805,38.0,4998.805,2851.14,131.548,7881.58
2020-03-04,211.96,-4998.805,38.0,4998.805,2851.14,131.548,8054.48
2020-03-05,211.46,-4998.805,38.0,4998.805,2851.14,131.548,8035.48
2020-03-06,204.64,-4998.805,38.0,4998.805,2851.14,131.548,7776.32
2020-03-09,197.66,-4998.805,38.0,4998.805,2851.14,131.548,7511.08
2020-03-10,206.39,-4998.805,38.0,4998.805,2851.14,131.548,7842.82
2020-03-11,198.91,-4998.805,38.0,4998.805,2851.14,131.548,7558.58
2020-03-12,185.1,-4998.805,38.0,4998.805,2851.14,131.548,7033.8
2020-03-13,194.0,-4998.805,38.0,4998.805,2851.14,131.548,7372.0
2020-03-16,178.85,-4998.805,38.0,4998.805,2851.14,131.548,6796.3
2020-03-17,184.81,-4998.805,38.0,4998.805,2851.14,131.548,7022.78
2020-03-18,180.0,-4998.805,38.0,4998.805,2851.14,131.548,6840.0
2020-03-19,180.88,-4998.805,38.0,4998.805,2851.14,131.548,6873.44
2020-03-20,181.3,-4998.805,38.0,4998.805,2851.14,131.548,6889.4
2020-03-23,176.34,-4998.805,38.0,4998.805,2851.14,131.548,6700.92
2020-03-24,185.75,-4998.805,38.0,4998.805,2851.14,131.548,7058.5
2020-03-25,188.56,-4998.805,38.0,4998.805,2851.14,131.548,7165.28
2020-03-26,195.32,-4998.805,38.0,4998.805,2851.14,131.548,7422.16
2020-03-27,188.59,-4998.805,38.0,4998.805,2851.14,131.548,7166.42
2020-03-30,191.27,-4998.805,38.0,4998.805,2851.14,131.548,7268.26
2020-03-31,194.48,-4998.805,38.0,4998.805,2851.14,131.548,7390.24
2020-04-01,187.56,-4998.805,38.0,4998.805,2851.14,131.548,7127.28
2020-04-02,188.9,-4998.805,38.0,4998.805,2851.14,131.548,7178.2
2020-04-03,187.11,-4998.805,38.0,4998.805,2851.14,131.548,7110.18
2020-04-06,196.45,-4998.805,38.0,4998.805,2851.14,131.548,7465.1
2020-04-07,198.0,-4998.805,38.0,4998.805,2851.14,131.548,7524.0
2020-04-08,195.98,-4998.805,38.0,4998.805,2851.14,131.548,7447.24
2020-04-09,196.37,-4998.805,38.0,4998.805,2851.14,131.548,7462.06
2020-04-13,199.44,-4998.805,38.0,4998.805,2851.14,131.548,7578.72
2020-04-14,204.78,-4998.805,38.0,4998.805,2851.14,131.548,7781.64
2020-04-15,208.17,-4998.805,38.0,4998.805,2851.14,131.548,7910.46
2020-04-16,212.66,-4998.805,38.0,4998.805,2851.14,131.548,8081.08
2020-04-17,209.5,-4998.805,38.0,4998.805,2851.14,131.548,7961.0
2020-04-20,212.13,-4998.805,38.0,4998.805,2851.14,131.548,8060.94
2020-04-21,207.34,-4998.805,38.0,4998.805,2851.14,131.548,7878.92
2020-04-22,209.96,-4998.805,38.0,4998.805,2851.14,131.548,7978.48
2020-04-23,205.24,-4998.805,38.0,4998.805,2851.14,131.548,7799.12
2020-04-24,204.36,-4998.805,38.0,4998.805,2851.14,131.548,7765.68
2020-04-27,203.69,-4998.805,38.0,4998.805,2851.14,131.548,7740.22
2020-04-28,201.15,-4998.805,38.0,4998.805,2851.14,131.548,7643.7
2020-04-29,206.7,-4998.805,38.0,4998.805,2851.14,131.548,7854.6
2020-04-30,202.67,-4998.805,38.0,4998.805,2851.14,131.548,7701.46
2020-05-01,194.48,-4998.805,38.0,4998.805,2851.14,131.548,7390.24
2020-05-04,191.15,-4998.805,38.0,4998.805,2851.14,131.548,7263.7
2020-05-05,195.02,-4998.805,38.0,4998.805,2851.14,131.548,7410.76
2020-05-06,195.17,-4998.805,38.0,4998.805,2851.14,131.548,7416.46
2020-05-07,196.49,-4998.805,38.0,4998.805,2851.14,131.548,7466.62
2020-05-08,201.19,-4998.805,38.0,4998.805,2851.14,131.548,7645.22
2020-05-11,205.4,-4998.805,38.0,4998.805,2851.14,131.548,7805.2
2020-05-12,200.31,-4998.805,38.0,4998.805,2851.14,131.548,7611.78
2020-05-13,199.46,-4998.805,38.0,4998.805,2851.14,131.548,7579.48
2020-05-14,201.3,-4998.805,38.0,4998.805,2851.14,131.548,7649.4
