date,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue
2020-04-27,203.69,-4933.95,37.0,4933.95,2776.11,133.35,7536.53
2020-04-28,201.15,-4933.95,37.0,4933.95,2776.11,133.35,7442.55
2020-04-29,206.7,-4933.95,37.0,4933.95,2776.11,133.35,7647.9
2020-04-30,202.67,-4933.95,37.0,4933.95,2776.11,133.35,7498.79
2020-05-01,194.48,-4933.95,37.0,4933.95,2776.11,133.35,7195.76
2020-05-04,191.15,-4933.95,37.0,4933.95,2776.11,133.35,7072.55
2020-05-05,195.02,-4933.95,37.0,4933.95,2776.11,133.35,7215.74
2020-05-06,195.17,-4933.95,37.0,4933.95,2776.11,133.35,7221.29
2020-05-07,196.49,-4933.95,37.0,4933.95,2776.11,133.35,7270.13
2020-05-08,201.19,-4933.95,37.0,4933.95,2776.11,133.35,7444.03
2020-05-11,205.4,-4933.95,37.0,4933.95,2776.11,133.35,7599.8
2020-05-12,200.31,-4933.95,37.0,4933.95,2776.11,133.35,7411.47
2020-05-13,199.46,-4933.95,37.0,4933.95,2776.11,133.35,7380.02
2020-05-14,201.3,-4933.95,37.0,4933.95,2776.11,133.35,7448.1
2020-05-15,203.68,-4933.95,37.0,4933.95,2776.11,133.35,7536.16
2020-05-18,215.28,-4933.95,37.0,4933.95,2776.11,133.35,7965.36
2020-05-19,217.2,-4933.95,37.0,4933.95,2776.11,133.35,8036.4
2020-05-20,216.79,-4933.95,37.0,4933.95,2776.11,133.35,8021.23
2020-05-21,212.16,-4933.95,37.0,4933.95,2776.11,133.35,7849.92
2020-05-22,199.7,-4933.95,37.0,4933.95,2776.11,133.35,7388.9
2020-05-26,201.72,-4933.95,37.0,4933.95,2776.11,133.35,7463.64
2020-05-27,201.18,-4933.95,37.0,4933.95,2776.11,133.35,7443.66
2020-05-28,199.49,-4933.95,37.0,4933.95,2776.11,133.35,7381.13
2020-05-29,207.39,-4933.95,37.0,4933.95,2776.11,133.35,7673.43
2020-06-01,206.57,-4933.95,37.0,4933.95,2776.11,133.35,7643.09
2020-06-02,214.33,-4933.95,37.0,4933.95,2776.11,133.35,7930.21
2020-06-03,218.61,-4933.95,37.0,4933.95,2776.11,133.35,8088.57
2020-06-04,218.04,-4933.95,37.0,4933.95,2776.11,133.35,8067.48
2020-06-05,219.55,-4933.95,37.0,4933.95,2776.11,133.35,8123.35
2020-06-08,219.0,-4933.95,37.0,4933.95,2776.11,133.35,8103.0
2020-06-09,220.72,-4933.95,37.0,4933.95,2776.11,133.35,8166.64
2020-06-10,223.68,-4933.95,37.0,4933.95,2776.11,133.35,8276.16
2020-06-11,215.24,-4933.95,37.0,4933.95,2776.11,133.35,7963.88
2020-06-12,217.64,-4933.95,37.0,4933.95,2776.11,133.35,8052.68
2020-06-15,217.03,-4933.95,37.0,4933.95,2776.11,133.35,8030.11
2020-06-16,222.62,-4933.95,37.0,4933.95,2776.11,133.35,8236.94
2020-06-17,224.25,-4933.95,37.0,4933.95,2776.11,133.35,8297.25
2020-06-18,223.54,-4933.95,37.0,4933.95,2776.11,133.35,8270.98
2020-06-19,220.64,-4933.95,37.0,4933.95,2776.11,133.35,8163.68
2020-06-22,221.41,-4933.95,37.0,4933.95,2776.11,133.35,8192.17
2020-06-23,228.75,-4933.95,37.0,4933.95,2776.11,133.35,8463.75
2020-06-24,226.22,-4933.95,37.0,4933.95,2776.11,133.35,8370.14
2020-06-25,222.16,-4933.95,37.0,4933.95,2776.11,133.35,8219.92
2020-06-26,215.71,-4933.95,37.0,4933.95,2776.11,133.35,7981.27
2020-06-29,215.02,-4933.95,37.0,4933.95,2776.11,133.35,7955.74
2020-06-30,215.7,-4933.95,37.0,4933.95,2776.11,133.35,7980.9
2020-07-01,215.95,-4933.95,37.0,4933.95,2776.11,133.35,7990.15
2020-07-02,223.6,-4933.95,37.0,4933.95,2776.11,133.35,8273.2
2020-07-06,240.0,-4933.95,37.0,4933.95,2776.11,133.35,8880.0
2020-07-07,236.51,-4933.95,37.0,4933.95,2776.11,133.35,8750.87
2020-07-08,257.68,-4933.95,37.0,4933.95,2776.11,133.35,9534.16
2020-07-09,261.58,-4933.95,37.0,4933.95,2776.11,133.35,9678.46
2020-07-10,261.01,-4933.95,37.0,4933.95,2776.11,133.35,9657.37
2020-07-13,251.67,-4933.95,37.0,4933.95,2776.11,133.35,9311.79
2020-07-14,248.58,-4933.95,37.0,4933.95,2776.11,133.35,9197.46
2020-07-15,249.21,-4933.95,37.0,4933.95,2776.11,133.35,9220.77
2020-07-16,242.5,-4933.95,37.0,4933.95,2776.11,133.35,8972.5
2020-07-17,247.14,-4933.95,37.0,4933.95,2776.11,133.35,9144.18
2020-07-20,254.81,-4933.95,37.0,4933.95,2776.11,133.35,9427.97
2020-07-21,257.9,-4933.95,37.0,4933.95,2776.11,133.35,9542.3
2020-07-22,251.7,-4933.95,37.0,4933.95,2776.11,133.35,9312.9
2020-07-23,251.88,-4933.95,37.0,4933.95,2776.11,133.35,9319.56
2020-07-24,249.0,-4933.95,37.0,4933.95,2776.11,133.35,9213.0
2020-07-27,250.86,-4933.95,37.0,4933.95,2776.11,133.35,9281.82
2020-07-28,249.05,-4933.95,37.0,4933.95,2776.11,133.35,9214.85
2020-07-29,252.45,-4933.95,37.0,4933.95,2776.11,133.35,9340.65
2020-07-30,252.74,-4933.95,37.0,4933.95,2776.11,133.35,9351.38
2020-07-31,251.02,-4933.95,37.0,4933.95,2776.11,133.35,9287.74
2020-08-03,257.94,-4933.95,37.0,4933.95,2776.11,133.35,9543.78
2020-08-04,262.2,-4933.95,37.0,4933.95,2776.11,133.35,9701.4
2020-08-05,264.91,-4933.95,37.0,4933.95,2776.11,133.35,9801.67
2020-08-06,265.68,-4933.95,37.0,4933.95,2776.11,133.35,9830.16
2020-08-07,252.1,-4933.95,37.0,4933.95,2776.11,133.35,9327.7
2020-08-10,248.13,-4933.95,37.0,4933.95,2776.11,133.35,9180.81
2020-08-11,248.42,-4933.95,37.0,4933.95,2776.11,133.35,9191.54
2020-08-12,255.19,-4933.95,37.0,4933.95,2776.11,133.35,9442.03
2020-08-13,253.72,-4933.95,37.0,4933.95,2776.11,133.35,9387.64
2020-08-14,253.97,-4933.95,37.0,4933.95,2776.11,133.35,9396.89
2020-08-17,256.96,-4933.95,37.0,4933.95,2776.11,133.35,9507.52
2020-08-18,259.2,-4933.95,37.0,4933.95,2776.11,133.35,9590.4
2020-08-19,260.59,-4933.95,37.0,4933.95,2776.11,133.35,9641.83
2020-08-20,257.97,-4933.95,37.0,4933.95,2776.11,133.35,9544.89
2020-08-21,265.8,-4933.95,37.0,4933.95,2776.11,133.35,9834.6
2020-08-24,276.02,-4933.95,37.0,4933.95,2776.11,133.35,10212.74
2020-08-25,286.0,-4933.95,37.0,4933.95,2776.11,133.35,10582.0
2020-08-26,291.96,-4933.95,37.0,4933.95,2776.11,133.35,10802.52
2020-08-27,284.17,-4933.95,37.0,4933.95,2776.11,133.35,10514.29
2020-08-28,289.0,-4933.95,37.0,4933.95,2776.11,133.35,10693.0
2020-08-31,287.03,-4933.95,37.0,4933.95,2776.11,133.35,10620.11
2020-09-01,298.0,-4933.95,37.0,4933.95,2776.11,133.35,11026.0
2020-09-02,296.07,-4933.95,37.0,4933.95,2776.11,133.35,10954.59
2020-09-03,282.5,-4933.95,37.0,4933.95,2776.11,133.35,10452.5
2020-09-04,281.39,-4933.95,37.0,4933.95,2776.11,133.35,10411.431
2020-09-08,270.02,-4933.95,37.0,4933.95,2776.11,133.35,9990.74
2020-09-09,273.15,-4933.95,37.0,4933.95,2776.11,133.35,10106.55
2020-09-10,267.55,-4933.95,37.0,4933.95,2776.11,133.35,9899.35
2020-09-11,271.61,-4933.95,37.0,4933.95,2776.11,133.35,10049.569
2020-09-14,274.1,-4933.95,37.0,4933.95,2776.11,133.35,10141.7
2020-09-15,277.96,-4933.95,37.0,4933.95,2776.11,133.35,10284.52
2020-09-16,278.14,-4933.95,37.0,4933.95,2776.11,133.35,10291.181
2020-09-17,275.72,-4933.95,37.0,4933.95,2776.11,133.35,10201.64
2020-09-18,272.41,-4933.95,37.0,4933.95,2776.11,133.35,10079.17
2020-09-21,273.82,-4933.95,37.0,4933.95,2776.11,133.35,10131.34
2020-09-22,275.29,-4933.95,37.0,4933.95,2776.11,133.35,10185.73
2020-09-23,272.95,-4933.95,37.0,4933.95,2776.11,133.35,10099.15
2020-09-24,269.73,-4933.95,37.0,4933.95,2776.11,133.35,9980.01
2020-09-25,271.09,-4933.95,37.0,4933.95,2776.11,133.35,10030.33
2020-09-28,276.01,-4933.95,37.0,4933.95,2776.11,133.35,10212.37
2020-09-29,276.93,-4933.95,37.0,4933.95,2776.11,133.35,10246.41
2020-09-30,293.98,-4933.95,37.0,4933.95,2776.11,133.35,10877.26
2020-10-01,290.05,-4933.95,37.0,4933.95,2776.11,133.35,10731.85
2020-10-02,288.17,-4933.95,37.0,4933.95,2776.11,133.35,10662.29
2020-10-05,288.27,-4933.95,37.0,4933.95,2776.11,133.35,10665.99
2020-10-06,292.39,-4933.95,37.0,4933.95,2776.11,133.35,10818.431
2020-10-07,296.5,-4933.95,37.0,4933.95,2776.11,133.35,10970.5
2020-10-08,300.54,-4933.95,37.0,4933.95,2776.11,133.35,11119.98
2020-10-09,299.74,-4933.95,37.0,4933.95,2776.11,133.35,11090.38
2020-10-12,306.34,-4933.95,37.0,4933.95,2776.11,133.35,11334.58
2020-10-13,308.78,-4933.95,37.0,4933.95,2776.11,133.35,11424.86
2020-10-14,301.04,-4933.95,37.0,4933.95,2776.11,133.35,11138.48
2020-10-15,299.46,-4933.95,37.0,4933.95,2776.11,133.35,11080.02
2020-10-16,307.31,-4933.95,37.0,4933.95,2776.11,133.35,11370.47
2020-10-19,305.29,-4933.95,37.0,4933.95,2776.11,133.35,11295.73
2020-10-20,309.81,-4933.95,37.0,4933.95,2776.11,133.35,11462.97
2020-10-21,307.97,-4933.95,37.0,4933.95,2776.11,133.35,11394.89
2020-10-22,306.28,-4933.95,37.0,4933.95,2776.11,133.35,11332.36
2020-10-23,309.92,-4933.95,37.0,4933.95,2776.11,133.35,11467.04
2020-10-26,306.87,-4933.95,37.0,4933.95,2776.11,133.35,11354.19
2020-10-27,317.14,-4933.95,37.0,4933.95,2776.11,133.35,11734.181
2020-10-28,307.94,-4933.95,37.0,4933.95,2776.11,133.35,11393.78
2020-10-29,312.56,-4933.95,37.0,4933.95,2776.11,133.35,11564.72
2020-10-30,304.69,-4933.95,37.0,4933.95,2776.11,133.35,11273.53
2020-11-02,310.84,-4933.95,37.0,4933.95,2776.11,133.35,11501.08
2020-11-03,285.57,-4933.95,37.0,4933.95,2776.11,133.35,10566.09
2020-11-04,295.71,-4933.95,37.0,4933.95,2776.11,133.35,10941.27
2020-11-05,287.75,-4933.95,37.0,4933.95,2776.11,133.35,10646.75
2020-11-06,299.95,-4933.95,37.0,4933.95,2776.11,133.35,11098.15
2020-11-09,290.53,-4933.95,37.0,4933.95,2776.11,133.35,10749.61
2020-11-10,266.54,-4933.95,37.0,4933.95,2776.11,133.35,9861.98
2020-11-11,265.65,-4933.95,37.0,4933.95,2776.11,133.35,9829.05
2020-11-12,264.31,-4933.95,37.0,4933.95,2776.11,133.35,9779.47
2020-11-13,260.84,-4933.95,37.0,4933.95,2776.11,133.35,9651.08
2020-11-16,258.31,-4933.95,37.0,4933.95,2776.11,133.35,9557.47
2020-11-17,256.8,-4933.95,37.0,4933.95,2776.11,133.35,9501.6
2020-11-18,255.83,-4933.95,37.0,4933.95,2776.11,133.35,9465.71
2020-11-19,259.89,-4933.95,37.0,4933.95,2776.11,133.35,9615.931
2020-11-20,270.74,-4933.95,37.0,4933.95,2776.11,133.35,10017.38
2020-11-23,270.11,-4933.95,37.0,4933.95,2776.11,133.35,9994.069
2020-11-24,279.96,-4933.95,37.0,4933.95,2776.11,133.35,10358.52
2020-11-25,277.72,-4933.95,37.0,4933.95,2776.11,133.35,10275.64
2020-11-27,276.48,-4933.95,37.0,4933.95,2776.11,133.35,10229.76
2020-11-30,263.36,-4933.95,37.0,4933.95,2776.11,133.35,9744.319
2020-12-01,264.01,-4933.95,37.0,4933.95,2776.11,133.35,9768.37
2020-12-02,261.32,-4933.95,37.0,4933.95,2776.11,133.35,9668.84
2020-12-03,266.91,-4933.95,37.0,4933.95,2776.11,133.35,9875.67
2020-12-04,267.25,-4933.95,37.0,4933.95,2776.11,133.35,9888.25
2020-12-07,264.0,-4933.95,37.0,4933.95,2776.11,133.35,9768.0
2020-12-08,266.09,-4933.95,37.0,4933.95,2776.11,133.35,9845.33
2020-12-09,263.8,-4933.95,37.0,4933.95,2776.11,133.35,9760.6
2020-12-10,264.87,-4933.95,37.0,4933.95,2776.11,133.35,9800.19
2020-12-11,264.54,-4933.95,37.0,4933.95,2776.11,133.35,9787.98
2020-12-14,256.03,-4933.95,37.0,4933.95,2776.11,133.35,9473.11
2020-12-15,255.11,-4933.95,37.0,4933.95,2776.11,133.35,9439.07
2020-12-16,261.89,-4933.95,37.0,4933.95,2776.11,133.35,9689.931
2020-12-17,264.43,-4933.95,37.0,4933.95,2776.11,133.35,9783.91
2020-12-18,260.0,-4933.95,37.0,4933.95,2776.11,133.35,9620.0
2020-12-21,260.43,-4933.95,37.0,4933.95,2776.11,133.35,9635.91
2020-12-22,255.83,-4933.95,37.0,4933.95,2776.11,133.35,9465.71
2020-12-23,256.18,-4933.95,37.0,4933.95,2776.11,133.35,9478.66
2020-12-24,222.0,-4933.95,37.0,4933.95,2776.11,133.35,8214.0
2020-12-28,222.36,-4933.95,37.0,4933.95,2776.11,133.35,8227.32
2020-12-29,236.26,-4933.95,37.0,4933.95,2776.11,133.35,8741.62
2020-12-30,238.39,-4933.95,37.0,4933.95,2776.11,133.35,8820.43
2020-12-31,232.73,-4933.95,37.0,4933.95,2776.11,133.35,8611.01
2021-01-04,227.85,-4933.95,37.0,4933.95,2776.11,133.35,8430.45
2021-01-05,240.4,-4933.95,37.0,4933.95,2776.11,133.35,8894.8
2021-01-06,227.61,-4933.95,37.0,4933.95,2776.11,133.35,8421.57
2021-01-07,226.9,-4933.95,37.0,4933.95,2776.11,133.35,8395.3
2021-01-08,236.19,-4933.95,37.0,4933.95,2776.11,133.35,8739.03
2021-01-11,227.37,-4933.95,37.0,4933.95,2776.11,133.35,8412.69
2021-01-12,225.6,-4933.95,37.0,4933.95,2776.11,133.35,8347.2
2021-01-13,235.3,-4933.95,37.0,4933.95,2776.11,133.35,8706.1
2021-01-14,242.98,-4933.95,37.0,4933.95,2776.11,133.35,8990.26
2021-01-15,243.46,-4933.95,37.0,4933.95,2776.11,133.35,9008.02
2021-01-19,251.65,-4933.95,37.0,4933.95,2776.11,133.35,9311.05
2021-01-20,265.49,-4933.95,37.0,4933.95,2776.11,133.35,9823.13
2021-01-21,260.0,-4933.95,37.0,4933.95,2776.11,133.35,9620.0
2021-01-22,258.62,-4933.95,37.0,4933.95,2776.11,133.35,9568.94
2021-01-25,261.38,-4933.95,37.0,4933.95,2776.11,133.35,9671.06
2021-01-26,265.92,-4933.95,37.0,4933.95,2776.11,133.35,9839.04
2021-01-27,260.25,-4933.95,37.0,4933.95,2776.11,133.35,9629.25
2021-01-28,260.76,-4933.95,37.0,4933.95,2776.11,133.35,9648.12
2021-01-29,253.83,-4933.95,37.0,4933.95,2776.11,133.35,9391.71
2021-02-01,264.69,-4933.95,37.0,4933.95,2776.11,133.35,9793.53
2021-02-02,254.5,-4933.95,37.0,4933.95,2776.11,133.35,9416.5
2021-02-03,263.43,-4933.95,37.0,4933.95,2776.11,133.35,9746.91
2021-02-04,266.96,-4933.95,37.0,4933.95,2776.11,133.35,9877.52
2021-02-05,265.67,-4933.95,37.0,4933.95,2776.11,133.35,9829.79
2021-02-08,262.59,-4933.95,37.0,4933.95,2776.11,133.35,9715.83
2021-02-09,266.49,-4933.95,37.0,4933.95,2776.11,133.35,9860.13
2021-02-10,267.79,-4933.95,37.0,4933.95,2776.11,133.35,9908.23
2021-02-11,268.93,-4933.95,37.0,4933.95,2776.11,133.35,9950.41
2021-02-12,267.85,-4933.95,37.0,4933.95,2776.11,133.35,9910.45
2021-02-16,270.7,-4933.95,37.0,4933.95,2776.11,133.35,10015.9
2021-02-17,270.83,-4933.95,37.0,4933.95,2776.11,133.35,10020.71
2021-02-18,264.51,-4933.95,37.0,4933.95,2776.11,133.35,9786.87
2021-02-19,263.59,-4933.95,37.0,4933.95,2776.11,133.35,9752.83
2021-02-22,254.0,-4933.95,37.0,4933.95,2776.11,133.35,9398.0
2021-02-23,252.75,-4933.95,37.0,4933.95,2776.11,133.35,9351.75
2021-02-24,250.34,-4933.95,37.0,4933.95,2776.11,133.35,9262.58
2021-02-25,240.18,-4933.95,37.0,4933.95,2776.11,133.35,8886.66
2021-02-26,237.76,-4933.95,37.0,4933.95,2776.11,133.35,8797.12
2021-03-01,241.69,-4933.95,37.0,4933.95,2776.11,133.35,8942.53
2021-03-02,234.42,-4933.95,37.0,4933.95,2776.11,133.35,8673.54
2021-03-03,236.27,-4933.95,37.0,4933.95,2776.11,133.35,8741.99
2021-03-04,230.5,-4933.95,37.0,4933.95,2776.11,133.35,8528.5
2021-03-05,233.89,-4933.95,37.0,4933.95,2776.11,133.35,8653.93
2021-03-08,226.69,-4933.95,37.0,4933.95,2776.11,133.35,8387.53
2021-03-09,238.14,-4933.95,37.0,4933.95,2776.11,133.35,8811.18
2021-03-10,234.3,-4933.95,37.0,4933.95,2776.11,133.35,8669.1
2021-03-11,240.8,-4933.95,37.0,4933.95,2776.11,133.35,8909.6
2021-03-12,231.87,-4933.95,37.0,4933.95,2776.11,133.35,8579.19
2021-03-15,230.28,-4933.95,37.0,4933.95,2776.11,133.35,8520.36
2021-03-16,226.93,-4933.95,37.0,4933.95,2776.11,133.35,8396.41
2021-03-17,233.34,-4933.95,37.0,4933.95,2776.11,133.35,8633.58
2021-03-18,236.43,-4933.95,37.0,4933.95,2776.11,133.35,8747.91
2021-03-19,239.79,-4933.95,37.0,4933.95,2776.11,133.35,8872.23
2021-03-22,237.12,-4933.95,37.0,4933.95,2776.11,133.35,8773.44
2021-03-23,237.67,-4933.95,37.0,4933.95,2776.11,133.35,8793.79
2021-03-24,229.59,-4933.95,37.0,4933.95,2776.11,133.35,8494.83
2021-03-25,222.72,-4933.95,37.0,4933.95,2776.11,133.35,8240.64
2021-03-26,227.26,-4933.95,37.0,4933.95,2776.11,133.35,8408.62
2021-03-29,231.86,-4933.95,37.0,4933.95,2776.11,133.35,8578.82
2021-03-30,229.25,-4933.95,37.0,4933.95,2776.11,133.35,8482.25
2021-03-31,226.73,-4933.95,37.0,4933.95,2776.11,133.35,8389.01
2021-04-01,224.36,-4933.95,37.0,4933.95,2776.11,133.35,8301.32
2021-04-05,225.3,-4933.95,37.0,4933.95,2776.11,133.35,8336.1
2021-04-06,230.57,-4933.95,37.0,4933.95,2776.11,133.35,8531.09
2021-04-07,225.42,-4933.95,37.0,4933.95,2776.11,133.35,8340.54
2021-04-08,228.24,-4933.95,37.0,4933.95,2776.11,133.35,8444.88
2021-04-09,223.31,-4933.95,37.0,4933.95,2776.11,133.35,8262.47
2021-04-12,244.01,-4933.95,37.0,4933.95,2776.11,133.35,9028.37
2021-04-13,241.89,-4933.95,37.0,4933.95,2776.11,133.35,8949.93
2021-04-14,239.23,-4933.95,37.0,4933.95,2776.11,133.35,8851.51
2021-04-15,239.09,-4933.95,37.0,4933.95,2776.11,133.35,8846.33
2021-04-16,238.69,-4933.95,37.0,4933.95,2776.11,133.35,8831.53
2021-04-19,234.78,-4933.95,37.0,4933.95,2776.11,133.35,8686.86
2021-04-20,229.88,-4933.95,37.0,4933.95,2776.11,133.35,8505.56
2021-04-21,229.44,-4933.95,37.0,4933.95,2776.11,133.35,8489.28
2021-04-22,229.35,-4933.95,37.0,4933.95,2776.11,133.35,8485.95
2021-04-23,232.08,-4933.95,37.0,4933.95,2776.11,133.35,8586.96
2021-04-26,232.7,-4933.95,37.0,4933.95,2776.11,133.35,8609.9
2021-04-27,235.92,-4933.95,37.0,4933.95,2776.11,133.35,8729.04
2021-04-28,236.72,-4933.95,37.0,4933.95,2776.11,133.35,8758.64
2021-04-29,234.18,-4933.95,37.0,4933.95,2776.11,133.35,8664.66
2021-04-30,230.95,-4933.95,37.0,4933.95,2776.11,133.35,8545.15
2021-05-03,230.71,-4933.95,37.0,4933.95,2776.11,133.35,8536.27
2021-05-04,227.9,-4933.95,37.0,4933.95,2776.11,133.35,8432.3
2021-05-05,226.78,-4933.95,37.0,4933.95,2776.11,133.35,8390.86
2021-05-06,226.42,-4933.95,37.0,4933.95,2776.11,133.35,8377.54
2021-05-07,225.31,-4933.95,37.0,4933.95,2776.11,133.35,8336.47
2021-05-10,219.53,-4933.95,37.0,4933.95,2776.11,133.35,8122.61
2021-05-11,221.38,-4933.95,37.0,4933.95,2776.11,133.35,8191.06
2021-05-12,219.9,-4933.95,37.0,4933.95,2776.11,133.35,8136.3
2021-05-13,206.08,-4933.95,37.0,4933.95,2776.11,133.35,7624.96
2021-05-14,209.51,-4933.95,37.0,4933.95,2776.11,133.35,7751.87
2021-05-17,211.05,-4933.95,37.0,4933.95,2776.11,133.35,7808.85
2021-05-18,213.72,-4933.95,37.0,4933.95,2776.11,133.35,7907.64
2021-05-19,212.54,-4933.95,37.0,4933.95,2776.11,133.35,7863.98
2021-05-20,216.99,-4933.95,37.0,4933.95,2776.11,133.35,8028.63
2021-05-21,211.06,-4933.95,37.0,4933.95,2776.11,133.35,7809.22
2021-05-24,210.44,-4933.95,37.0,4933.95,2776.11,133.35,7786.28
2021-05-25,211.13,-4933.95,37.0,4933.95,2776.11,133.35,7811.81
2021-05-26,211.78,-4933.95,37.0,4933.95,2776.11,133.35,7835.86
2021-05-27,212.74,-4933.95,37.0,4933.95,2776.11,133.35,7871.38
2021-05-28,213.96,-4933.95,37.0,4933.95,2776.11,133.35,7916.52
2021-06-01,219.48,-4933.95,37.0,4933.95,2776.11,133.35,8120.76
2021-06-02,219.59,-4933.95,37.0,4933.95,2776.11,133.35,8124.83
2021-06-03,217.04,-4933.95,37.0,4933.95,2776.11,133.35,8030.48
2021-06-04,219.02,-4933.95,37.0,4933.95,2776.11,133.35,8103.74
2021-06-07,216.9,-4933.95,37.0,4933.95,2776.11,133.35,8025.3
2021-06-08,215.82,-4933.95,37.0,4933.95,2776.11,133.35,7985.34
2021-06-09,213.32,-4933.95,37.0,4933.95,2776.11,133.35,7892.84
2021-06-10,213.07,-4933.95,37.0,4933.95,2776.11,133.35,7883.59
2021-06-11,211.64,-4933.95,37.0,4933.95,2776.11,133.35,7830.68
2021-06-14,213.94,-4933.95,37.0,4933.95,2776.11,133.35,7915.78
2021-06-15,210.06,-4933.95,37.0,4933.95,2776.11,133.35,7772.22
2021-06-16,209.32,-4933.95,37.0,4933.95,2776.11,133.35,7744.84
2021-06-17,211.6,-4933.95,37.0,4933.95,2776.11,133.35,7829.2
2021-06-18,212.3,-4933.95,37.0,4933.95,2776.11,133.35,7855.1
2021-06-21,211.06,-4933.95,37.0,4933.95,2776.11,133.35,7809.22
2021-06-22,211.32,-4933.95,37.0,4933.95,2776.11,133.35,7818.84
2021-06-23,214.86,-4933.95,37.0,4933.95,2776.11,133.35,7949.82
2021-06-24,218.38,-4933.95,37.0,4933.95,2776.11,133.35,8080.06
2021-06-25,228.5,-4933.95,37.0,4933.95,2776.11,133.35,8454.5
2021-06-28,228.59,-4933.95,37.0,4933.95,2776.11,133.35,8457.83
2021-06-29,229.44,-4933.95,37.0,4933.95,2776.11,133.35,8489.28
2021-06-30,226.78,-4933.95,37.0,4933.95,2776.11,133.35,8390.86
2021-07-01,221.87,-4933.95,37.0,4933.95,2776.11,133.35,8209.19
2021-07-02,217.75,-4933.95,37.0,4933.95,2776.11,133.35,8056.75
2021-07-06,211.6,-4933.95,37.0,4933.95,2776.11,133.35,7829.2
2021-07-07,208.0,-4933.95,37.0,4933.95,2776.11,133.35,7696.0
2021-07-08,199.85,-4933.95,37.0,4933.95,2776.11,133.35,7394.45
2021-07-09,205.94,-4933.95,37.0,4933.95,2776.11,133.35,7619.78
2021-07-12,205.48,-4933.95,37.0,4933.95,2776.11,133.35,7602.76
2021-07-13,209.51,-4933.95,37.0,4933.95,2776.11,133.35,7751.87
2021-07-14,211.5,-4933.95,37.0,4933.95,2776.11,133.35,7825.5
2021-07-15,214.76,-4933.95,37.0,4933.95,2776.11,133.35,7946.12
2021-07-16,212.1,-4933.95,37.0,4933.95,2776.11,133.35,7847.7
2021-07-19,208.91,-4933.95,37.0,4933.95,2776.11,133.35,7729.67
2021-07-20,210.59,-4933.95,37.0,4933.95,2776.11,133.35,7791.83
2021-07-21,211.08,-4933.95,37.0,4933.95,2776.11,133.35,7809.96
2021-07-22,214.04,-4933.95,37.0,4933.95,2776.11,133.35,7919.48
2021-07-23,206.53,-4933.95,37.0,4933.95,2776.11,133.35,7641.61
2021-07-26,191.76,-4933.95,37.0,4933.95,2776.11,133.35,7095.12
2021-07-27,186.07,-4933.95,37.0,4933.95,2776.11,133.35,6884.59
2021-07-28,196.01,-4933.95,37.0,4933.95,2776.11,133.35,7252.37
2021-07-29,197.54,-4933.95,37.0,4933.95,2776.11,133.35,7308.98
2021-07-30,195.19,-4933.95,37.0,4933.95,2776.11,133.35,7222.03
2021-08-02,200.09,-4933.95,37.0,4933.95,2776.11,133.35,7403.33
2021-08-03,197.38,-4933.95,37.0,4933.95,2776.11,133.35,7303.06
2021-08-04,200.71,-4933.95,37.0,4933.95,2776.11,133.35,7426.27
2021-08-05,199.28,-4933.95,37.0,4933.95,2776.11,133.35,7373.36
2021-08-06,196.39,-4933.95,37.0,4933.95,2776.11,133.35,7266.43
2021-08-09,195.25,-4933.95,37.0,4933.95,2776.11,133.35,7224.25
2021-08-10,195.73,-4933.95,37.0,4933.95,2776.11,133.35,7242.01
2021-08-11,194.86,-4933.95,37.0,4933.95,2776.11,133.35,7209.82
2021-08-12,191.66,-4933.95,37.0,4933.95,2776.11,133.35,7091.42
2021-08-13,188.62,-4933.95,37.0,4933.95,2776.11,133.35,6978.94
2021-08-16,182.71,-4933.95,37.0,4933.95,2776.11,133.35,6760.27
2021-08-17,173.73,-4933.95,37.0,4933.95,2776.11,133.35,6428.01
2021-08-18,172.35,-4933.95,37.0,4933.95,2776.11,133.35,6376.95
2021-08-19,160.55,-4933.95,37.0,4933.95,2776.11,133.35,5940.35
2021-08-20,157.96,-4933.95,37.0,4933.95,2776.11,133.35,5844.52
2021-08-23,161.06,-4933.95,37.0,4933.95,2776.11,133.35,5959.22
2021-08-24,171.7,-4933.95,37.0,4933.95,2776.11,133.35,6352.9
2021-08-25,169.1,-4933.95,37.0,4933.95,2776.11,133.35,6256.7
2021-08-26,165.24,-4933.95,37.0,4933.95,2776.11,133.35,6113.88
2021-08-27,159.47,-4933.95,37.0,4933.95,2776.11,133.35,5900.39
2021-08-30,162.29,-4933.95,37.0,4933.95,2776.11,133.35,6004.73
2021-08-31,166.99,-4933.95,37.0,4933.95,2776.11,133.35,6178.63
2021-09-01,173.28,-4933.95,37.0,4933.95,2776.11,133.35,6411.36
2021-09-02,172.0,-4933.95,37.0,4933.95,2776.11,133.35,6364.0
2021-09-03,170.3,-4933.95,37.0,4933.95,2776.11,133.35,6301.1
2021-09-07,175.16,-4933.95,37.0,4933.95,2776.11,133.35,6480.92
2021-09-08,170.71,-4933.95,37.0,4933.95,2776.11,133.35,6316.27
2021-09-09,167.32,-4933.95,37.0,4933.95,2776.11,133.35,6190.84
2021-09-10,168.1,-4933.95,37.0,4933.95,2776.11,133.35,6219.7
