date,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,LCHD_adj_close,LCHD_cashflow,LCHD_cml_units,LCHD_cml_cost,LCHD_gain_loss,LCHD_avg_price,LCHD_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue
2020-06-17,0.56,-761.9,2273.029,3864.15,-1134.315,1.7,1272.896,0.358,-1666.8,11874.525,4749.81,-833.3,0.4,4251.08,20.219,2277.4,215.839,5050.64,1169.36,23.4,4364.051,0.713,-3686.24,6717.804,6852.16,-3954.16,1.02,4789.794,1.08,-3537.35,1346.973,1980.05,-388.05,1.47,1454.731,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2640.072,4.4,-2394.04,900.091,5166.52,-118.04,5.74,3960.399,5.76,-1830.6,1711.289,4449.35,-426.65,2.6,9857.023,1.31,-648.27,5713.0,2685.11,185.18,0.47,7484.029,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.55,1193.05,2203.498,6279.97,-1325.53,2.85,3415.422,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-18,0.56,-761.9,2273.029,3864.15,-1134.315,1.7,1272.896,0.358,-1666.8,11874.525,4749.81,-833.3,0.4,4251.08,20.739,2277.4,215.839,5050.64,1169.36,23.4,4476.202,0.765,-3686.24,6717.804,6852.16,-3954.16,1.02,5139.12,1.02,-3537.35,1346.973,1980.05,-388.05,1.47,1373.912,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.005,1943.739,1389511.739,15437.476,-556.249,0.011,6947.559,4.07,-2394.04,900.091,5166.52,-118.04,5.74,3663.369,5.81,-1830.6,1711.289,4449.35,-426.65,2.6,9942.586,1.3,-648.27,5713.0,2685.11,185.18,0.47,7426.9,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.45,1193.05,2203.498,6279.97,-1325.53,2.85,3195.073,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-19,0.56,-761.9,2273.029,3864.15,-1134.315,1.7,1272.896,0.29,-1666.8,11874.525,4749.81,-833.3,0.4,3443.612,20.875,2277.4,215.839,5050.64,1169.36,23.4,4505.716,0.738,-3686.24,6717.804,6852.16,-3954.16,1.02,4957.739,1.04,-3537.35,1346.973,1980.05,-388.05,1.47,1400.852,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,37333.333,0.005,1943.739,1389511.739,15437.476,-556.249,0.011,6530.705,4.36,-2394.04,900.091,5166.52,-118.04,5.74,3924.395,5.8,-1830.6,1711.289,4449.35,-426.65,2.6,9925.474,1.25,-648.27,5713.0,2685.11,185.18,0.47,7141.25,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.46,1193.05,2203.498,6279.97,-1325.53,2.85,3217.108,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-22,0.56,-761.9,2273.029,3864.15,-1134.315,1.7,1272.896,0.22,-1666.8,11874.525,4749.81,-833.3,0.4,2612.395,20.657,2277.4,215.839,5050.64,1169.36,23.4,4458.494,0.62,-3686.24,6717.804,6852.16,-3954.16,1.02,4165.039,1.03,-3537.35,1346.973,1980.05,-388.05,1.47,1387.382,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,39666.667,0.004,1943.739,1389511.739,15437.476,-556.249,0.011,4863.291,4.22,-2394.04,900.091,5166.52,-118.04,5.74,3798.382,5.69,-1830.6,1711.289,4449.35,-426.65,2.6,9737.232,1.31,-648.27,5713.0,2685.11,185.18,0.47,7484.029,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.48,1193.05,2203.498,6279.97,-1325.53,2.85,3261.178,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-23,0.43,-761.9,2273.029,3864.15,-1134.315,1.7,977.403,0.24,-1666.8,11874.525,4749.81,-833.3,0.4,2849.886,20.611,2277.4,215.839,5050.64,1169.36,23.4,4448.657,0.701,-3686.24,6717.804,6852.16,-3954.16,1.02,4709.181,1.05,-3537.35,1346.973,1980.05,-388.05,1.47,1414.321,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,39666.667,0.004,1943.739,1389511.739,15437.476,-556.249,0.011,6113.852,4.31,-2394.04,900.091,5166.52,-118.04,5.74,3879.391,5.55,-1830.6,1711.289,4449.35,-426.65,2.6,9497.652,1.31,-648.27,5713.0,2685.11,185.18,0.47,7484.029,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.46,1193.05,2203.498,6279.97,-1325.53,2.85,3217.108,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-24,0.43,-761.9,2273.029,3864.15,-1134.315,1.7,977.403,0.22,-1666.8,11874.525,4749.81,-833.3,0.4,2612.395,20.237,2277.4,215.839,5050.64,1169.36,23.4,4367.987,0.68,-3686.24,6717.804,6852.16,-3954.16,1.02,4568.107,1.03,-3537.35,1346.973,1980.05,-388.05,1.47,1387.382,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.004,1943.739,1389511.739,15437.476,-556.249,0.011,5558.047,4.24,-2394.04,900.091,5166.52,-118.04,5.74,3816.384,5.5,-1830.6,1711.289,4449.35,-426.65,2.6,9412.087,1.29,-648.27,5713.0,2685.11,185.18,0.47,7369.77,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.48,1193.05,2203.498,6279.97,-1325.53,2.85,3261.178,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-25,0.32,-761.9,2273.029,3864.15,-1134.315,1.7,727.369,0.18,-1666.8,11874.525,4749.81,-833.3,0.4,2137.415,20.228,2277.4,215.839,5050.64,1169.36,23.4,4366.019,0.66,-3686.24,6717.804,6852.16,-3954.16,1.02,4433.751,1.08,-3537.35,1346.973,1980.05,-388.05,1.47,1454.731,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4168.535,4.46,-2394.04,900.091,5166.52,-118.04,5.74,4014.404,5.4,-1830.6,1711.289,4449.35,-426.65,2.6,9240.958,1.26,-648.27,5713.0,2685.11,185.18,0.47,7198.38,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.48,1193.05,2203.498,6279.97,-1325.53,2.85,3261.178,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-26,0.32,-761.9,2273.029,3864.15,-1134.315,1.7,727.369,0.18,-1666.8,11874.525,4749.81,-833.3,0.4,2137.415,20.219,2277.4,215.839,5050.64,1169.36,23.4,4364.051,0.65,-3686.24,6717.804,6852.16,-3954.16,1.02,4366.573,1.11,-3537.35,1346.973,1980.05,-388.05,1.47,1495.14,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,4.36,-2394.04,900.091,5166.52,-118.04,5.74,3924.395,5.32,-1830.6,1711.289,4449.35,-426.65,2.6,9104.055,1.21,-648.27,5713.0,2685.11,185.18,0.47,6912.73,0.103,-1437.785,41444.053,11811.555,-1249.9,0.285,4268.737,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.49,1193.05,2203.498,6279.97,-1325.53,2.85,3283.213,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-29,0.32,-761.9,2273.029,3864.15,-1134.315,1.7,727.369,0.18,-1666.8,11874.525,4749.81,-833.3,0.4,2137.415,20.456,2277.4,215.839,5050.64,1169.36,23.4,4415.208,0.67,-3686.24,6717.804,6852.16,-3954.16,1.02,4500.929,1.07,-3537.35,1346.973,1980.05,-388.05,1.47,1441.261,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4029.584,4.38,-2394.04,900.091,5166.52,-118.04,5.74,3942.397,5.44,-1830.6,1711.289,4449.35,-426.65,2.6,9309.41,1.2,-648.27,5713.0,2685.11,185.18,0.47,6855.6,0.099,-1437.785,41444.053,11811.555,-1249.9,0.285,4102.961,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.4,1193.05,2203.498,6279.97,-1325.53,2.85,3084.898,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-06-30,0.265,-761.9,2273.029,3864.15,-1134.315,1.7,602.353,0.18,-1666.8,11874.525,4749.81,-833.3,0.4,2137.415,20.666,2277.4,215.839,5050.64,1169.36,23.4,4460.462,0.736,-3686.24,6717.804,6852.16,-3954.16,1.02,4944.304,1.11,-3537.35,1346.973,1980.05,-388.05,1.47,1495.14,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3334.828,4.26,-2394.04,900.091,5166.52,-118.04,5.74,3834.386,5.35,-1830.6,1711.289,4449.35,-426.65,2.6,9155.394,1.19,-648.27,5713.0,2685.11,185.18,0.47,6798.47,0.099,-1437.785,41444.053,11811.555,-1249.9,0.285,4102.961,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.39,1193.05,2203.498,6279.97,-1325.53,2.85,3062.863,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-07-01,0.265,-761.9,2273.029,3864.15,-1134.315,1.7,602.353,0.18,-1666.8,11874.525,4749.81,-833.3,0.4,2137.415,20.53,2277.4,215.839,5050.64,1169.36,23.4,4431.156,0.76,-3686.24,6717.804,6852.16,-3954.16,1.02,5105.531,1.23,-3537.35,1346.973,1980.05,-388.05,1.47,1656.777,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3334.828,4.3,-2394.04,900.091,5166.52,-118.04,5.74,3870.39,5.31,-1830.6,1711.289,4449.35,-426.65,2.6,9086.942,1.15,-648.27,5713.0,2685.11,185.18,0.47,6569.95,0.115,-1437.785,41444.053,11811.555,-1249.9,0.285,4749.489,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.4,1193.05,2203.498,6279.97,-1325.53,2.85,3084.898,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-07-02,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.18,-1666.8,11874.525,4749.81,-833.3,0.4,2137.415,20.963,2277.4,215.839,5050.64,1169.36,23.4,4524.685,0.77,-3686.24,6717.804,6852.16,-3954.16,1.02,5172.709,1.23,-3537.35,1346.973,1980.05,-388.05,1.47,1656.777,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.15,-2394.04,900.091,5166.52,-118.04,5.74,3735.376,5.36,-1830.6,1711.289,4449.35,-426.65,2.6,9172.507,1.19,-648.27,5713.0,2685.11,185.18,0.47,6798.47,0.115,-1437.785,41444.053,11811.555,-1249.9,0.285,4749.489,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.35,1193.05,2203.498,6279.97,-1325.53,2.85,2974.723,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-07-06,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.267,-1666.8,11874.525,4749.81,-833.3,0.4,3170.498,21.839,2277.4,215.839,5050.64,1169.36,23.4,4713.82,0.865,-3686.24,6717.804,6852.16,-3954.16,1.02,5810.901,1.29,-3537.35,1346.973,1980.05,-388.05,1.47,1737.595,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,58333.332,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3195.877,4.67,-2394.04,900.091,5166.52,-118.04,5.74,4203.423,5.66,-1830.6,1711.289,4449.35,-426.65,2.6,9685.893,1.28,-648.27,5713.0,2685.11,185.18,0.47,7312.64,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4969.142,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.4,1193.05,2203.498,6279.97,-1325.53,2.85,3084.898,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-07-07,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.267,-1666.8,11874.525,4749.81,-833.3,0.4,3170.498,21.57,2277.4,215.839,5050.64,1169.36,23.4,4655.624,0.834,-3686.24,6717.804,6852.16,-3954.16,1.02,5602.649,1.35,-3537.35,1346.973,1980.05,-388.05,1.47,1818.413,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,51333.333,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3195.877,4.46,-2394.04,900.091,5166.52,-118.04,5.74,4014.404,5.6,-1830.6,1711.289,4449.35,-426.65,2.6,9583.216,1.66,-648.27,5713.0,2685.11,185.18,0.47,9483.58,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4969.142,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.32,1193.05,2203.498,6279.97,-1325.53,2.85,2908.618,0.008,-1923.08,192307.5,1538.46,1923.075,0.008,1538.46
2020-07-08,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.267,-1666.8,11874.525,4749.81,-833.3,0.4,3170.498,21.397,2277.4,215.839,5050.64,1169.36,23.4,4618.212,1.25,-3686.24,6717.804,6852.16,-3954.16,1.02,8397.255,1.36,-3537.35,1346.973,1980.05,-388.05,1.47,1831.883,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,58333.332,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3195.877,4.43,-2394.04,900.091,5166.52,-118.04,5.74,3987.401,5.62,-1830.6,1711.289,4449.35,-426.65,2.6,9617.442,1.48,-648.27,5713.0,2685.11,185.18,0.47,8455.24,0.116,-1437.785,41444.053,11811.555,-1249.9,0.285,4786.788,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.31,1193.05,2203.498,6279.97,-1325.53,2.85,2886.583,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-09,0.518,-761.9,2273.029,3864.15,-1134.315,1.7,1177.429,0.267,-1666.8,11874.525,4749.81,-833.3,0.4,3170.498,21.271,2277.4,215.839,5050.64,1169.36,23.4,4591.193,1.57,-3686.24,6717.804,6852.16,-3954.16,1.02,10546.953,1.395,-3537.35,1346.973,1980.05,-388.05,1.47,1879.027,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,51333.333,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.25,-2394.04,900.091,5166.52,-118.04,5.74,3825.385,5.65,-1830.6,1711.289,4449.35,-426.65,2.6,9668.781,1.55,-648.27,5713.0,2685.11,185.18,0.47,8855.149,0.116,-1437.785,41444.053,11811.555,-1249.9,0.285,4786.788,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.31,1193.05,2203.498,6279.97,-1325.53,2.85,2886.583,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-10,0.518,-761.9,2273.029,3864.15,-1134.315,1.7,1177.429,0.239,-1666.8,11874.525,4749.81,-833.3,0.4,2838.011,21.242,2277.4,215.839,5050.64,1169.36,23.4,4584.958,1.41,-3686.24,6717.804,6852.16,-3954.16,1.02,9472.104,1.39,-3537.35,1346.973,1980.05,-388.05,1.47,1872.292,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.31,-2394.04,900.091,5166.52,-118.04,5.74,3879.391,5.64,-1830.6,1711.289,4449.35,-426.65,2.6,9651.667,1.94,-648.27,5713.0,2685.11,185.18,0.47,11083.22,0.116,-1437.785,41444.053,11811.555,-1249.9,0.285,4786.788,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.31,1193.05,2203.498,6279.97,-1325.53,2.85,2886.583,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-13,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.151,-1666.8,11874.525,4749.81,-833.3,0.4,1793.053,20.848,2277.4,215.839,5050.64,1169.36,23.4,4499.744,1.09,-3686.24,6717.804,6852.16,-3954.16,1.02,7322.407,1.29,-3537.35,1346.973,1980.05,-388.05,1.47,1737.595,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,4.46,-2394.04,900.091,5166.52,-118.04,5.74,4014.404,5.59,-1830.6,1711.289,4449.35,-426.65,2.6,9566.103,2.23,-648.27,5713.0,2685.11,185.18,0.47,12739.99,0.078,-1437.785,41444.053,11811.555,-1249.9,0.285,3232.636,1.2,0.0,5000.0,5000.0,0.0,1.0,6000.0,1.32,1193.05,2203.498,6279.97,-1325.53,2.85,2908.618,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-14,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.151,-1666.8,11874.525,4749.81,-833.3,0.4,1793.053,20.848,2277.4,215.839,5050.64,1169.36,23.4,4499.744,0.97,-3686.24,6717.804,6852.16,-3954.16,1.02,6516.27,1.1,-3537.35,1346.973,1980.05,-388.05,1.47,1481.67,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3056.926,4.52,-2394.04,900.091,5166.52,-118.04,5.74,4068.41,5.89,-1830.6,1711.289,4449.35,-426.65,2.6,10079.489,2.56,-648.27,5713.0,2685.11,185.18,0.47,14625.279,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,1.2,0.0,5000.0,5000.0,0.0,1.0,6000.0,1.32,1193.05,2203.498,6279.97,-1325.53,2.85,2908.618,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-15,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.122,-1666.8,11874.525,4749.81,-833.3,0.4,1448.692,20.78,2277.4,215.839,5050.64,1169.36,23.4,4485.195,0.987,-3686.24,6717.804,6852.16,-3954.16,1.02,6630.473,1.06,-3537.35,1346.973,1980.05,-388.05,1.47,1427.791,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3334.828,4.75,-2394.04,900.091,5166.52,-118.04,5.74,4275.431,6.11,-1830.6,1711.289,4449.35,-426.65,2.6,10455.973,2.92,-648.27,5713.0,2685.11,185.18,0.47,16681.96,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,1.2,0.0,5000.0,5000.0,0.0,1.0,6000.0,1.31,1193.05,2203.498,6279.97,-1325.53,2.85,2886.583,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-16,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.22,-1666.8,11874.525,4749.81,-833.3,0.4,2612.395,20.703,2277.4,215.839,5050.64,1169.36,23.4,4468.568,0.915,-3686.24,6717.804,6852.16,-3954.16,1.02,6146.791,1.35,-3537.35,1346.973,1980.05,-388.05,1.47,1818.413,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,4.77,-2394.04,900.091,5166.52,-118.04,5.74,4293.432,6.2,-1830.6,1711.289,4449.35,-426.65,2.6,10609.989,3.42,-648.27,5713.0,2685.11,185.18,0.47,19538.46,0.091,-1437.785,41444.053,11811.555,-1249.9,0.285,3758.976,1.25,0.0,5000.0,5000.0,0.0,1.0,6250.0,1.5,1193.05,2203.498,6279.97,-1325.53,2.85,3305.248,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-17,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.21,-1666.8,11874.525,4749.81,-833.3,0.4,2493.65,20.222,2277.4,215.839,5050.64,1169.36,23.4,4364.648,0.87,-3686.24,6717.804,6852.16,-3954.16,1.02,5844.49,1.26,-3537.35,1346.973,1980.05,-388.05,1.47,1697.186,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,4.7,-2394.04,900.091,5166.52,-118.04,5.74,4230.426,6.27,-1830.6,1711.289,4449.35,-426.65,2.6,10729.779,3.28,-648.27,5713.0,2685.11,185.18,0.47,18738.639,0.099,-1437.785,41444.053,11811.555,-1249.9,0.285,4102.961,1.25,0.0,5000.0,5000.0,0.0,1.0,6250.0,1.39,1193.05,2203.498,6279.97,-1325.53,2.85,3062.863,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-07-20,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.21,-1666.8,11874.525,4749.81,-833.3,0.4,2493.65,20.588,2277.4,215.839,5050.64,1169.36,23.4,4443.627,0.83,-3686.24,6717.804,6852.16,-3954.16,1.02,5575.777,1.21,-3537.35,1346.973,1980.05,-388.05,1.47,1629.837,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.51,-2394.04,900.091,5166.52,-118.04,5.74,4059.409,5.95,-1830.6,1711.289,4449.35,-426.65,2.6,10182.167,3.12,-648.27,5713.0,2685.11,185.18,0.47,17824.559,0.099,-1437.785,41444.053,11811.555,-1249.9,0.285,4102.961,0.12,0.0,5000.0,5000.0,0.0,1.0,600.0,1.35,1193.05,2203.498,6279.97,-1325.53,2.85,2974.723,0.007,-1923.08,192307.5,1538.46,1923.075,0.008,1346.153
2020-07-21,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.21,-1666.8,11874.525,4749.81,-833.3,0.4,2493.65,20.79,2277.4,215.839,5050.64,1169.36,23.4,4487.273,0.91,-3686.24,6717.804,6852.16,-3954.16,1.02,6113.202,1.58,-3537.35,1346.973,1980.05,-388.05,1.47,2128.217,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3404.304,4.9,-2394.04,900.091,5166.52,-118.04,5.74,4410.444,5.86,-1830.6,1711.289,4449.35,-426.65,2.6,10028.151,3.07,-648.27,5713.0,2685.11,185.18,0.47,17538.909,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.12,0.0,5000.0,5000.0,0.0,1.0,600.0,1.32,1193.05,2203.498,6279.97,-1325.53,2.85,2908.618,0.012,-1923.08,192307.5,1538.46,1923.075,0.008,2307.69
2020-07-22,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.218,-1666.8,11874.525,4749.81,-833.3,0.4,2588.646,21.127,2277.4,215.839,5050.64,1169.36,23.4,4560.018,0.96,-3686.24,6717.804,6852.16,-3954.16,1.02,6449.092,1.15,-3537.35,1346.973,1980.05,-388.05,1.47,1549.019,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,48999.998,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3404.304,5.3,-2394.04,900.091,5166.52,-118.04,5.74,4770.481,5.87,-1830.6,1711.289,4449.35,-426.65,2.6,10045.264,3.17,-648.27,5713.0,2685.11,185.18,0.47,18110.21,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.12,0.0,5000.0,5000.0,0.0,1.0,600.0,1.32,1193.05,2203.498,6279.97,-1325.53,2.85,2908.618,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-07-23,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.218,-1666.8,11874.525,4749.81,-833.3,0.4,2588.646,20.53,2277.4,215.839,5050.64,1169.36,23.4,4431.156,0.886,-3686.24,6717.804,6852.16,-3954.16,1.02,5951.974,1.125,-3537.35,1346.973,1980.05,-388.05,1.47,1515.344,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,48999.998,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3056.926,5.44,-2394.04,900.091,5166.52,-118.04,5.74,4896.493,5.9,-1830.6,1711.289,4449.35,-426.65,2.6,10096.603,3.1,-648.27,5713.0,2685.11,185.18,0.47,17710.299,0.123,-1437.785,41444.053,11811.555,-1249.9,0.285,5097.619,0.12,0.0,5000.0,5000.0,0.0,1.0,600.0,1.31,1193.05,2203.498,6279.97,-1325.53,2.85,2886.583,0.012,-1923.08,192307.5,1538.46,1923.075,0.008,2307.69
2020-07-24,0.52,-761.9,2273.029,3864.15,-1134.315,1.7,1181.975,0.218,-1666.8,11874.525,4749.81,-833.3,0.4,2588.646,20.366,2277.4,215.839,5050.64,1169.36,23.4,4395.824,0.845,-3686.24,6717.804,6852.16,-3954.16,1.02,5676.545,1.12,-3537.35,1346.973,1980.05,-388.05,1.47,1508.61,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3056.926,5.43,-2394.04,900.091,5166.52,-118.04,5.74,4887.492,5.73,-1830.6,1711.289,4449.35,-426.65,2.6,9805.684,3.33,-648.27,5713.0,2685.11,185.18,0.47,19024.289,0.093,-1437.785,41444.053,11811.555,-1249.9,0.285,3854.297,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.25,1193.05,2203.498,6279.97,-1325.53,2.85,2754.373,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
