date,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue
2020-05-11,13.847,-4998.737,1250.0,4998.737,0.0,3.999,17308.377
2020-05-12,13.709,-4998.737,1250.0,4998.737,0.0,3.999,17136.047
2020-05-13,12.821,-4998.737,1250.0,4998.737,0.0,3.999,16026.675
2020-05-14,12.218,-4998.737,1250.0,4998.737,0.0,3.999,15272.732
2020-05-15,12.322,-4998.737,1250.0,4998.737,0.0,3.999,15401.978
2020-05-18,12.244,-4998.737,1250.0,4998.737,0.0,3.999,15305.043
2020-05-19,11.77,-4998.737,1250.0,4998.737,0.0,3.999,14712.659
2020-05-20,12.115,-4998.737,1250.0,4998.737,0.0,3.999,15143.484
2020-05-21,12.485,-4998.737,1250.0,4998.737,0.0,3.999,15606.62
2020-05-22,12.425,-4998.737,1250.0,4998.737,0.0,3.999,15531.226
2020-05-26,12.727,-4998.737,1250.0,4998.737,0.0,3.999,15908.198
2020-05-27,12.735,-4998.737,1250.0,4998.737,0.0,3.999,15918.968
2020-05-28,12.235,-4998.737,1250.0,4998.737,0.0,3.999,15294.273
2020-05-29,12.037,-4998.737,1250.0,4998.737,0.0,3.999,15046.549
2020-06-01,12.158,-4998.737,1250.0,4998.737,0.0,3.999,15197.337
2020-06-02,11.899,-4998.737,1250.0,4998.737,0.0,3.999,14874.219
2020-06-03,11.977,-4998.737,1250.0,4998.737,0.0,3.999,14971.154
2020-06-04,11.882,-4998.737,1250.0,4998.737,0.0,3.999,14852.678
2020-06-05,12.477,-4998.737,1250.0,4998.737,0.0,3.999,15595.85
2020-06-08,12.744,-4998.737,1250.0,4998.737,0.0,3.999,15929.738
2020-06-09,12.468,-4998.737,1250.0,4998.737,0.0,3.999,15585.079
2020-06-10,12.235,-4998.737,1250.0,4998.737,0.0,3.999,15294.273
2020-06-11,11.469,-4998.737,1250.0,4998.737,0.0,3.999,14335.688
2020-06-12,11.46,-4998.737,1250.0,4998.737,0.0,3.999,14324.918
2020-06-15,11.667,-4998.737,1250.0,4998.737,0.0,3.999,14583.412
2020-06-16,12.192,-4998.737,1250.0,4998.737,0.0,3.999,15240.419
2020-06-17,11.83,-4998.737,1250.0,4998.737,0.0,3.999,14788.053
2020-06-18,12.08,-4998.737,1250.0,4998.737,0.0,3.999,15100.402
2020-06-19,12.253,-4998.737,1250.0,4998.737,0.0,3.999,15315.814
2020-06-22,12.675,-4998.737,1250.0,4998.737,0.0,3.999,15843.574
2020-06-23,12.727,-4998.737,1250.0,4998.737,0.0,3.999,15908.198
2020-06-24,12.33,-4998.737,1250.0,4998.737,0.0,3.999,15412.75
2020-06-25,12.735,-4998.737,1250.0,4998.737,0.0,3.999,15918.968
2020-06-26,12.485,-4998.737,1250.0,4998.737,0.0,3.999,15606.62
2020-06-29,12.365,-4998.737,1250.0,4998.737,0.0,3.999,15455.832
2020-06-30,11.813,-4998.737,1250.0,4998.737,0.0,3.999,14766.512
2020-07-01,12.037,-4998.737,1250.0,4998.737,0.0,3.999,15046.549
2020-07-02,12.503,-4998.737,1250.0,4998.737,0.0,3.999,15628.161
2020-07-06,12.528,-4998.737,1250.0,4998.737,0.0,3.999,15660.473
2020-07-07,12.615,-4998.737,1250.0,4998.737,0.0,3.999,15768.18
2020-07-08,12.839,-4998.737,1250.0,4998.737,0.0,3.999,16048.216
2020-07-09,12.615,-4998.737,1250.0,4998.737,0.0,3.999,15768.18
2020-07-10,12.761,-4998.737,1250.0,4998.737,0.0,3.999,15951.281
2020-07-13,12.365,-4998.737,1250.0,4998.737,0.0,3.999,15455.832
2020-07-14,13.045,-4998.737,1250.0,4998.737,0.0,3.999,16306.71
2020-07-15,13.088,-4998.737,1250.0,4998.737,0.0,3.999,16360.563
2020-07-16,13.45,-4998.737,1250.0,4998.737,0.0,3.999,16812.929
2020-07-17,13.063,-4998.737,1250.0,4998.737,0.0,3.999,16328.251
2020-07-20,13.175,-4998.737,1250.0,4998.737,0.0,3.999,16468.27
2020-07-21,13.855,-4998.737,1250.0,4998.737,0.0,3.999,17319.148
2020-07-22,15.113,-4998.737,1250.0,4998.737,0.0,3.999,18891.659
2020-07-23,13.976,-4998.737,1250.0,4998.737,0.0,3.999,17469.935
2020-07-24,13.132,-4998.737,1250.0,4998.737,0.0,3.999,16414.416
2020-07-27,13.381,-4998.737,1250.0,4998.737,0.0,3.999,16726.764
2020-07-28,13.528,-4998.737,1250.0,4998.737,0.0,3.999,16909.864
2020-07-29,12.752,-4998.737,1250.0,4998.737,0.0,3.999,15940.51
2020-07-30,12.64,-4998.737,1250.0,4998.737,0.0,3.999,15800.492
2020-07-31,12.528,-4998.737,1250.0,4998.737,0.0,3.999,15660.473
2020-08-03,13.373,-4998.737,1250.0,4998.737,0.0,3.999,16715.994
2020-08-04,13.717,-4998.737,1250.0,4998.737,0.0,3.999,17146.819
2020-08-05,13.804,-4998.737,1250.0,4998.737,0.0,3.999,17254.525
2020-08-06,13.373,-4998.737,1250.0,4998.737,0.0,3.999,16715.994
2020-08-07,12.959,-4998.737,1250.0,4998.737,0.0,3.999,16199.005
2020-08-10,13.468,-4998.737,1250.0,4998.737,0.0,3.999,16834.47
2020-08-11,13.847,-4998.737,1250.0,4998.737,0.0,3.999,17308.377
2020-08-12,14.166,-4998.737,1250.0,4998.737,0.0,3.999,17706.891
2020-08-13,14.657,-4998.737,1250.0,4998.737,0.0,3.999,18320.816
2020-08-14,14.82,-4998.737,1250.0,4998.737,0.0,3.999,18525.457
2020-08-17,16.63,-4998.737,1250.0,4998.737,0.0,3.999,20787.284
2020-08-18,15.441,-4998.737,1250.0,4998.737,0.0,3.999,19300.941
2020-08-19,15.518,-4998.737,1250.0,4998.737,0.0,3.999,19397.877
2020-08-20,15.32,-4998.737,1250.0,4998.737,0.0,3.999,19150.153
2020-08-21,15.82,-4998.737,1250.0,4998.737,0.0,3.999,19774.848
2020-08-24,16.862,-4998.737,1250.0,4998.737,0.0,3.999,21078.093
2020-08-25,16.38,-4998.737,1250.0,4998.737,0.0,3.999,20474.939
2020-08-26,16.302,-4998.737,1250.0,4998.737,0.0,3.999,20378.003
2020-08-27,15.725,-4998.737,1250.0,4998.737,0.0,3.999,19656.371
2020-08-28,16.208,-4998.737,1250.0,4998.737,0.0,3.999,20259.526
2020-08-31,16.302,-4998.737,1250.0,4998.737,0.0,3.999,20378.003
2020-09-01,16.13,-4998.737,1250.0,4998.737,0.0,3.999,20162.59
2020-09-02,16.363,-4998.737,1250.0,4998.737,0.0,3.999,20453.396
2020-09-03,15.501,-4998.737,1250.0,4998.737,0.0,3.999,19376.335
2020-09-04,15.742,-4998.737,1250.0,4998.737,0.0,3.999,19677.913
2020-09-08,16.104,-4998.737,1250.0,4998.737,0.0,3.999,20130.279
2020-09-09,16.794,-4998.737,1250.0,4998.737,0.0,3.999,20991.926
2020-09-10,17.19,-4998.737,1250.0,4998.737,0.0,3.999,21487.377
2020-09-11,16.363,-4998.737,1250.0,4998.737,0.0,3.999,20453.396
2020-09-14,17.069,-4998.737,1250.0,4998.737,0.0,3.999,21336.586
2020-09-15,17.087,-4998.737,1250.0,4998.737,0.0,3.999,21358.128
2020-09-16,17.371,-4998.737,1250.0,4998.737,0.0,3.999,21713.56
2020-09-17,17.397,-4998.737,1250.0,4998.737,0.0,3.999,21745.87
2020-09-18,18.232,-4998.737,1250.0,4998.737,0.0,3.999,22790.62
2020-09-21,17.134,-4998.737,1250.0,4998.737,0.0,3.999,21417.367
2020-09-22,17.47,-4998.737,1250.0,4998.737,0.0,3.999,21837.42
2020-09-23,16.475,-4998.737,1250.0,4998.737,0.0,3.999,20593.417
2020-09-24,15.872,-4998.737,1250.0,4998.737,0.0,3.999,19839.472
2020-09-25,16.328,-4998.737,1250.0,4998.737,0.0,3.999,20410.316
2020-09-28,16.707,-4998.737,1250.0,4998.737,0.0,3.999,20884.221
2020-09-29,16.337,-4998.737,1250.0,4998.737,0.0,3.999,20421.083
2020-09-30,16.449,-4998.737,1250.0,4998.737,0.0,3.999,20561.104
2020-10-01,16.233,-4998.737,1250.0,4998.737,0.0,3.999,20291.839
2020-10-02,15.691,-4998.737,1250.0,4998.737,0.0,3.999,19613.287
2020-10-05,17.061,-4998.737,1250.0,4998.737,0.0,3.999,21325.815
2020-10-06,16.682,-4998.737,1250.0,4998.737,0.0,3.999,20851.91
2020-10-07,16.931,-4998.737,1250.0,4998.737,0.0,3.999,21164.258
2020-10-08,16.682,-4998.737,1250.0,4998.737,0.0,3.999,20851.91
2020-10-09,17.009,-4998.737,1250.0,4998.737,0.0,3.999,21261.194
2020-10-12,17.164,-4998.737,1250.0,4998.737,0.0,3.999,21455.064
2020-10-13,17.104,-4998.737,1250.0,4998.737,0.0,3.999,21379.671
2020-10-14,16.742,-4998.737,1250.0,4998.737,0.0,3.999,20927.305
2020-10-15,16.492,-4998.737,1250.0,4998.737,0.0,3.999,20614.955
2020-10-16,16.397,-4998.737,1250.0,4998.737,0.0,3.999,20496.48
2020-10-19,16.001,-4998.737,1250.0,4998.737,0.0,3.999,20001.03
2020-10-20,16.199,-4998.737,1250.0,4998.737,0.0,3.999,20248.754
2020-10-21,15.742,-4998.737,1250.0,4998.737,0.0,3.999,19677.913
2020-10-22,15.673,-4998.737,1250.0,4998.737,0.0,3.999,19591.749
2020-10-23,15.777,-4998.737,1250.0,4998.737,0.0,3.999,19720.994
2020-10-26,15.613,-4998.737,1250.0,4998.737,0.0,3.999,19516.355
2020-10-27,15.389,-4998.737,1250.0,4998.737,0.0,3.999,19236.318
2020-10-28,14.458,-4998.737,1250.0,4998.737,0.0,3.999,18073.092
2020-10-29,15.044,-4998.737,1250.0,4998.737,0.0,3.999,18805.492
2020-10-30,14.743,-4998.737,1250.0,4998.737,0.0,3.999,18428.522
2020-11-02,15.372,-4998.737,1250.0,4998.737,0.0,3.999,19214.777
2020-11-03,15.742,-4998.737,1250.0,4998.737,0.0,3.999,19677.913
2020-11-04,16.509,-4998.737,1250.0,4998.737,0.0,3.999,20636.497
2020-11-05,16.742,-4998.737,1250.0,4998.737,0.0,3.999,20927.305
2020-11-06,15.984,-4998.737,1250.0,4998.737,0.0,3.999,19979.489
2020-11-09,15.872,-4998.737,1250.0,4998.737,0.0,3.999,19839.472
2020-11-10,16.802,-4998.737,1250.0,4998.737,0.0,3.999,21002.698
2020-11-11,17.0,-4998.737,1250.0,4998.737,0.0,3.999,21250.422
2020-11-12,16.621,-4998.737,1250.0,4998.737,0.0,3.999,20776.517
2020-11-13,16.837,-4998.737,1250.0,4998.737,0.0,3.999,21045.783
2020-11-16,16.725,-4998.737,1250.0,4998.737,0.0,3.999,20905.762
2020-11-17,16.492,-4998.737,1250.0,4998.737,0.0,3.999,20614.955
2020-11-18,16.311,-4998.737,1250.0,4998.737,0.0,3.999,20388.772
2020-11-19,16.957,-4998.737,1250.0,4998.737,0.0,3.999,21196.57
2020-11-20,15.001,-4998.737,1250.0,4998.737,0.0,3.999,18751.639
2020-11-23,15.734,-4998.737,1250.0,4998.737,0.0,3.999,19667.143
2020-11-24,15.794,-4998.737,1250.0,4998.737,0.0,3.999,19742.537
2020-11-25,15.872,-4998.737,1250.0,4998.737,0.0,3.999,19839.472
2020-11-27,16.707,-4998.737,1250.0,4998.737,0.0,3.999,20884.221
2020-11-30,16.423,-4998.737,1250.0,4998.737,0.0,3.999,20528.791
2020-12-01,16.32,-4998.737,1250.0,4998.737,0.0,3.999,20399.544
2020-12-02,16.199,-4998.737,1250.0,4998.737,0.0,3.999,20248.754
2020-12-03,16.087,-4998.737,1250.0,4998.737,0.0,3.999,20108.738
2020-12-04,16.414,-4998.737,1250.0,4998.737,0.0,3.999,20518.019
2020-12-07,15.897,-4998.737,1250.0,4998.737,0.0,3.999,19871.784
2020-12-08,15.958,-4998.737,1250.0,4998.737,0.0,3.999,19947.178
2020-12-09,15.811,-4998.737,1250.0,4998.737,0.0,3.999,19764.078
2020-12-10,16.096,-4998.737,1250.0,4998.737,0.0,3.999,20119.507
2020-12-11,16.182,-4998.737,1250.0,4998.737,0.0,3.999,20227.215
2020-12-14,16.311,-4998.737,1250.0,4998.737,0.0,3.999,20388.772
2020-12-15,16.07,-4998.737,1250.0,4998.737,0.0,3.999,20087.194
2020-12-16,15.803,-4998.737,1250.0,4998.737,0.0,3.999,19753.307
2020-12-17,15.475,-4998.737,1250.0,4998.737,0.0,3.999,19344.022
2020-12-18,14.674,-4998.737,1250.0,4998.737,0.0,3.999,18342.357
2020-12-21,14.588,-4998.737,1250.0,4998.737,0.0,3.999,18234.651
2020-12-22,14.407,-4998.737,1250.0,4998.737,0.0,3.999,18008.467
2020-12-23,14.157,-4998.737,1250.0,4998.737,0.0,3.999,17696.12
2020-12-24,14.381,-4998.737,1250.0,4998.737,0.0,3.999,17976.156
2020-12-28,14.39,-4998.737,1250.0,4998.737,0.0,3.999,17986.927
2020-12-29,13.605,-4998.737,1250.0,4998.737,0.0,3.999,17006.8
2020-12-30,13.735,-4998.737,1250.0,4998.737,0.0,3.999,17168.359
2020-12-31,13.485,-4998.737,1250.0,4998.737,0.0,3.999,16856.011
2021-01-04,13.933,-4998.737,1250.0,4998.737,0.0,3.999,17416.084
2021-01-05,13.717,-4998.737,1250.0,4998.737,0.0,3.999,17146.819
2021-01-06,13.838,-4998.737,1250.0,4998.737,0.0,3.999,17297.606
2021-01-07,14.398,-4998.737,1250.0,4998.737,0.0,3.999,17997.695
2021-01-08,15.07,-4998.737,1250.0,4998.737,0.0,3.999,18837.805
2021-01-11,15.303,-4998.737,1250.0,4998.737,0.0,3.999,19128.611
2021-01-12,14.648,-4998.737,1250.0,4998.737,0.0,3.999,18310.045
2021-01-13,14.536,-4998.737,1250.0,4998.737,0.0,3.999,18170.028
2021-01-14,14.553,-4998.737,1250.0,4998.737,0.0,3.999,18191.568
2021-01-15,14.097,-4998.737,1250.0,4998.737,0.0,3.999,17620.726
2021-01-19,14.321,-4998.737,1250.0,4998.737,0.0,3.999,17900.763
2021-01-20,14.105,-4998.737,1250.0,4998.737,0.0,3.999,17631.496
2021-01-21,14.605,-4998.737,1250.0,4998.737,0.0,3.999,18256.192
2021-01-22,14.519,-4998.737,1250.0,4998.737,0.0,3.999,18148.485
2021-01-25,15.484,-4998.737,1250.0,4998.737,0.0,3.999,19354.793
2021-01-26,16.001,-4998.737,1250.0,4998.737,0.0,3.999,20001.03
2021-01-27,15.544,-4998.737,1250.0,4998.737,0.0,3.999,19430.189
2021-01-28,15.604,-4998.737,1250.0,4998.737,0.0,3.999,19505.583
2021-01-29,16.139,-4998.737,1250.0,4998.737,0.0,3.999,20173.361
2021-02-01,16.871,-4998.737,1250.0,4998.737,0.0,3.999,21088.862
2021-02-02,17.087,-4998.737,1250.0,4998.737,0.0,3.999,21358.128
2021-02-03,17.405,-4998.737,1250.0,4998.737,0.0,3.999,21756.642
2021-02-04,17.491,-4998.737,1250.0,4998.737,0.0,3.999,21864.347
2021-02-05,17.242,-4998.737,1250.0,4998.737,0.0,3.999,21552.0
2021-02-08,17.405,-4998.737,1250.0,4998.737,0.0,3.999,21756.642
2021-02-09,17.379,-4998.737,1250.0,4998.737,0.0,3.999,21724.329
2021-02-10,17.345,-4998.737,1250.0,4998.737,0.0,3.999,21681.247
2021-02-11,17.302,-4998.737,1250.0,4998.737,0.0,3.999,21627.393
2021-02-12,17.466,-4998.737,1250.0,4998.737,0.0,3.999,21832.037
2021-02-16,17.423,-4998.737,1250.0,4998.737,0.0,3.999,21778.181
2021-02-17,17.466,-4998.737,1250.0,4998.737,0.0,3.999,21832.037
2021-02-18,16.716,-4998.737,1250.0,4998.737,0.0,3.999,20894.992
2021-02-19,17.018,-4998.737,1250.0,4998.737,0.0,3.999,21271.963
2021-02-22,16.716,-4998.737,1250.0,4998.737,0.0,3.999,20894.992
2021-02-23,16.32,-4998.737,1250.0,4998.737,0.0,3.999,20399.544
2021-02-24,16.32,-4998.737,1250.0,4998.737,0.0,3.999,20399.544
2021-02-25,16.32,-4998.737,1250.0,4998.737,0.0,3.999,20399.544
2021-02-26,16.371,-4998.737,1250.0,4998.737,0.0,3.999,20464.168
2021-03-01,16.776,-4998.737,1250.0,4998.737,0.0,3.999,20970.385
2021-03-02,16.199,-4998.737,1250.0,4998.737,0.0,3.999,20248.754
2021-03-03,16.199,-4998.737,1250.0,4998.737,0.0,3.999,20248.754
2021-03-04,15.604,-4998.737,1250.0,4998.737,0.0,3.999,19505.583
2021-03-05,16.165,-4998.737,1250.0,4998.737,0.0,3.999,20205.672
2021-03-08,16.147,-4998.737,1250.0,4998.737,0.0,3.999,20184.131
2021-03-09,16.682,-4998.737,1250.0,4998.737,0.0,3.999,20851.91
2021-03-10,16.578,-4998.737,1250.0,4998.737,0.0,3.999,20722.661
2021-03-11,17.19,-4998.737,1250.0,4998.737,0.0,3.999,21487.377
2021-03-12,17.199,-4998.737,1250.0,4998.737,0.0,3.999,21498.146
2021-03-15,17.405,-4998.737,1250.0,4998.737,0.0,3.999,21756.642
2021-03-16,16.862,-4998.737,1250.0,4998.737,0.0,3.999,21078.093
2021-03-17,16.871,-4998.737,1250.0,4998.737,0.0,3.999,21088.862
2021-03-18,16.604,-4998.737,1250.0,4998.737,0.0,3.999,20754.974
2021-03-19,16.974,-4998.737,1250.0,4998.737,0.0,3.999,21218.112
2021-03-22,16.837,-4998.737,1250.0,4998.737,0.0,3.999,21045.783
2021-03-23,16.328,-4998.737,1250.0,4998.737,0.0,3.999,20410.316
2021-03-24,16.165,-4998.737,1250.0,4998.737,0.0,3.999,20205.672
2021-03-25,16.354,-4998.737,1250.0,4998.737,0.0,3.999,20442.626
2021-03-26,16.397,-4998.737,1250.0,4998.737,0.0,3.999,20496.48
2021-03-29,16.242,-4998.737,1250.0,4998.737,0.0,3.999,20302.608
2021-03-30,14.605,-4998.737,1250.0,4998.737,0.0,3.999,18256.192
2021-03-31,14.795,-4998.737,1250.0,4998.737,0.0,3.999,18493.145
2021-04-01,14.751,-4998.737,1250.0,4998.737,0.0,3.999,18439.293
2021-04-05,14.993,-4998.737,1250.0,4998.737,0.0,3.999,18740.869
2021-04-06,14.631,-4998.737,1250.0,4998.737,0.0,3.999,18288.503
2021-04-07,14.527,-4998.737,1250.0,4998.737,0.0,3.999,18159.257
2021-04-08,14.553,-4998.737,1250.0,4998.737,0.0,3.999,18191.568
2021-04-09,14.605,-4998.737,1250.0,4998.737,0.0,3.999,18256.192
2021-04-12,14.433,-4998.737,1250.0,4998.737,0.0,3.999,18040.779
2021-04-13,14.372,-4998.737,1250.0,4998.737,0.0,3.999,17965.385
2021-04-14,14.553,-4998.737,1250.0,4998.737,0.0,3.999,18191.568
2021-04-15,14.812,-4998.737,1250.0,4998.737,0.0,3.999,18514.687
2021-04-16,14.484,-4998.737,1250.0,4998.737,0.0,3.999,18105.402
2021-04-19,14.441,-4998.737,1250.0,4998.737,0.0,3.999,18051.55
2021-04-20,14.2,-4998.737,1250.0,4998.737,0.0,3.999,17749.972
2021-04-21,14.493,-4998.737,1250.0,4998.737,0.0,3.999,18116.174
2021-04-22,14.631,-4998.737,1250.0,4998.737,0.0,3.999,18288.503
2021-04-23,14.57,-4998.737,1250.0,4998.737,0.0,3.999,18213.109
2021-04-26,15.07,-4998.737,1250.0,4998.737,0.0,3.999,18837.805
2021-04-27,15.01,-4998.737,1250.0,4998.737,0.0,3.999,18762.411
2021-04-28,15.372,-4998.737,1250.0,4998.737,0.0,3.999,19214.777
2021-04-29,15.355,-4998.737,1250.0,4998.737,0.0,3.999,19193.234
2021-04-30,14.717,-4998.737,1250.0,4998.737,0.0,3.999,18396.209
2021-05-03,14.82,-4998.737,1250.0,4998.737,0.0,3.999,18525.457
2021-05-04,14.622,-4998.737,1250.0,4998.737,0.0,3.999,18277.732
2021-05-05,14.355,-4998.737,1250.0,4998.737,0.0,3.999,17943.844
2021-05-06,14.691,-4998.737,1250.0,4998.737,0.0,3.999,18363.897
2021-05-07,14.683,-4998.737,1250.0,4998.737,0.0,3.999,18353.128
2021-05-10,14.639,-4998.737,1250.0,4998.737,0.0,3.999,18299.273
2021-05-11,15.096,-4998.737,1250.0,4998.737,0.0,3.999,18870.116
2021-05-12,14.665,-4998.737,1250.0,4998.737,0.0,3.999,18331.586
2021-05-13,14.751,-4998.737,1250.0,4998.737,0.0,3.999,18439.293
2021-05-14,14.743,-4998.737,1250.0,4998.737,0.0,3.999,18428.522
2021-05-17,14.898,-4998.737,1250.0,4998.737,0.0,3.999,18622.394
2021-05-18,14.734,-4998.737,1250.0,4998.737,0.0,3.999,18417.751
2021-05-19,14.889,-4998.737,1250.0,4998.737,0.0,3.999,18611.623
2021-05-20,15.131,-4998.737,1250.0,4998.737,0.0,3.999,18913.199
2021-05-21,15.208,-4998.737,1250.0,4998.737,0.0,3.999,19010.134
2021-05-24,14.777,-4998.737,1250.0,4998.737,0.0,3.999,18471.603
2021-05-25,14.553,-4998.737,1250.0,4998.737,0.0,3.999,18191.568
2021-05-26,14.846,-4998.737,1250.0,4998.737,0.0,3.999,18557.768
2021-05-27,14.846,-4998.737,1250.0,4998.737,0.0,3.999,18557.768
2021-05-28,14.863,-4998.737,1250.0,4998.737,0.0,3.999,18579.31
2021-06-01,14.829,-4998.737,1250.0,4998.737,0.0,3.999,18536.227
2021-06-02,14.665,-4998.737,1250.0,4998.737,0.0,3.999,18331.586
2021-06-03,14.648,-4998.737,1250.0,4998.737,0.0,3.999,18310.045
2021-06-04,14.605,-4998.737,1250.0,4998.737,0.0,3.999,18256.192
2021-06-07,14.648,-4998.737,1250.0,4998.737,0.0,3.999,18310.045
2021-06-08,14.648,-4998.737,1250.0,4998.737,0.0,3.999,18310.045
2021-06-09,14.683,-4998.737,1250.0,4998.737,0.0,3.999,18353.128
2021-06-10,14.708,-4998.737,1250.0,4998.737,0.0,3.999,18385.439
2021-06-11,14.614,-4998.737,1250.0,4998.737,0.0,3.999,18266.962
2021-06-14,14.441,-4998.737,1250.0,4998.737,0.0,3.999,18051.55
2021-06-15,14.019,-4998.737,1250.0,4998.737,0.0,3.999,17523.791
2021-06-16,13.993,-4998.737,1250.0,4998.737,0.0,3.999,17491.478
2021-06-17,13.976,-4998.737,1250.0,4998.737,0.0,3.999,17469.935
2021-06-18,13.726,-4998.737,1250.0,4998.737,0.0,3.999,17157.589
2021-06-21,13.64,-4998.737,1250.0,4998.737,0.0,3.999,17049.882
2021-06-22,13.967,-4998.737,1250.0,4998.737,0.0,3.999,17459.165
2021-06-23,14.114,-4998.737,1250.0,4998.737,0.0,3.999,17642.266
2021-06-24,14.484,-4998.737,1250.0,4998.737,0.0,3.999,18105.402
2021-06-25,14.76,-4998.737,1250.0,4998.737,0.0,3.999,18450.061
2021-06-28,14.605,-4998.737,1250.0,4998.737,0.0,3.999,18256.192
2021-06-29,14.26,-4998.737,1250.0,4998.737,0.0,3.999,17825.366
2021-06-30,14.269,-4998.737,1250.0,4998.737,0.0,3.999,17836.137
2021-07-01,14.26,-4998.737,1250.0,4998.737,0.0,3.999,17825.366
2021-07-02,14.372,-4998.737,1250.0,4998.737,0.0,3.999,17965.385
2021-07-06,13.838,-4998.737,1250.0,4998.737,0.0,3.999,17297.606
2021-07-07,14.863,-4998.737,1250.0,4998.737,0.0,3.999,18579.31
2021-07-08,15.036,-4998.737,1250.0,4998.737,0.0,3.999,18794.723
2021-07-09,15.484,-4998.737,1250.0,4998.737,0.0,3.999,19354.793
2021-07-12,15.579,-4998.737,1250.0,4998.737,0.0,3.999,19473.271
2021-07-13,15.716,-4998.737,1250.0,4998.737,0.0,3.999,19645.6
2021-07-14,15.57,-4998.737,1250.0,4998.737,0.0,3.999,19462.5
2021-07-15,16.57,-4998.737,1250.0,4998.737,0.0,3.999,20712.5
2021-07-16,16.33,-4998.737,1250.0,4998.737,0.0,3.999,20412.5
2021-07-19,15.67,-4998.737,1250.0,4998.737,0.0,3.999,19587.5
2021-07-20,15.95,-4998.737,1250.0,4998.737,0.0,3.999,19937.5
2021-07-21,16.11,-4998.737,1250.0,4998.737,0.0,3.999,20137.501
2021-07-22,15.9,-4998.737,1250.0,4998.737,0.0,3.999,19875.0
2021-07-23,15.97,-4998.737,1250.0,4998.737,0.0,3.999,19962.5
2021-07-26,16.05,-4998.737,1250.0,4998.737,0.0,3.999,20062.499
2021-07-27,15.93,-4998.737,1250.0,4998.737,0.0,3.999,19912.5
2021-07-28,16.26,-4998.737,1250.0,4998.737,0.0,3.999,20325.0
2021-07-29,16.27,-4998.737,1250.0,4998.737,0.0,3.999,20337.501
2021-07-30,16.2,-4998.737,1250.0,4998.737,0.0,3.999,20250.001
2021-08-02,16.01,-4998.737,1250.0,4998.737,0.0,3.999,20012.5
2021-08-03,16.15,-4998.737,1250.0,4998.737,0.0,3.999,20187.5
2021-08-04,15.93,-4998.737,1250.0,4998.737,0.0,3.999,19912.5
2021-08-05,15.98,-4998.737,1250.0,4998.737,0.0,3.999,19974.999
2021-08-06,16.17,-4998.737,1250.0,4998.737,0.0,3.999,20212.5
2021-08-09,16.1,-4998.737,1250.0,4998.737,0.0,3.999,20125.0
2021-08-10,16.4,-4998.737,1250.0,4998.737,0.0,3.999,20500.0
2021-08-11,16.18,-4998.737,1250.0,4998.737,0.0,3.999,20225.0
2021-08-12,16.06,-4998.737,1250.0,4998.737,0.0,3.999,20074.999
2021-08-13,15.96,-4998.737,1250.0,4998.737,0.0,3.999,19950.0
2021-08-16,16.03,-4998.737,1250.0,4998.737,0.0,3.999,20037.501
2021-08-17,16.08,-4998.737,1250.0,4998.737,0.0,3.999,20100.0
2021-08-18,15.65,-4998.737,1250.0,4998.737,0.0,3.999,19562.5
2021-08-19,15.29,-4998.737,1250.0,4998.737,0.0,3.999,19112.5
2021-08-20,15.56,-4998.737,1250.0,4998.737,0.0,3.999,19450.001
2021-08-23,15.92,-4998.737,1250.0,4998.737,0.0,3.999,19900.0
2021-08-24,15.9,-4998.737,1250.0,4998.737,0.0,3.999,19875.0
2021-08-25,15.82,-4998.737,1250.0,4998.737,0.0,3.999,19775.0
2021-08-26,15.94,-4998.737,1250.0,4998.737,0.0,3.999,19924.999
2021-08-27,16.13,-4998.737,1250.0,4998.737,0.0,3.999,20162.499
2021-08-30,16.21,-4998.737,1250.0,4998.737,0.0,3.999,20262.499
2021-08-31,15.97,-4998.737,1250.0,4998.737,0.0,3.999,19962.5
2021-09-01,16.14,-4998.737,1250.0,4998.737,0.0,3.999,20174.999
2021-09-02,16.09,-4998.737,1250.0,4998.737,0.0,3.999,20112.5
2021-09-03,15.92,-4998.737,1250.0,4998.737,0.0,3.999,19900.0
2021-09-07,15.71,-4998.737,1250.0,4998.737,0.0,3.999,19637.5
2021-09-08,15.68,-4998.737,1250.0,4998.737,0.0,3.999,19600.0
2021-09-09,15.64,-4998.737,1250.0,4998.737,0.0,3.999,19550.0
2021-09-10,15.7,-4998.737,1250.0,4998.737,0.0,3.999,19625.0
2021-09-13,15.55,-4998.737,1250.0,4998.737,0.0,3.999,19437.5
2021-09-14,15.41,-4998.737,1250.0,4998.737,0.0,3.999,19262.5
2021-09-15,15.77,-4998.737,1250.0,4998.737,0.0,3.999,19712.501
2021-09-16,15.66,-4998.737,1250.0,4998.737,0.0,3.999,19575.0
2021-09-17,16.08,-4998.737,1250.0,4998.737,0.0,3.999,20100.0
2021-09-20,15.11,-4998.737,1250.0,4998.737,0.0,3.999,18887.5
2021-09-21,15.38,-4998.737,1250.0,4998.737,0.0,3.999,19225.0
2021-09-22,14.94,-4998.737,1250.0,4998.737,0.0,3.999,18674.999
2021-09-23,14.59,-4998.737,1250.0,4998.737,0.0,3.999,18237.5
2021-09-24,14.32,-4998.737,1250.0,4998.737,0.0,3.999,17900.0
