date,WTI_adj_close,WTI_cashflow,WTI_cml_units,WTI_cml_cost,WTI_gain_loss,WTI_avg_price,WTI_mktvalue,HZNP_adj_close,HZNP_cashflow,HZNP_cml_units,HZNP_cml_cost,HZNP_gain_loss,HZNP_avg_price,HZNP_mktvalue,EC_adj_close,EC_cashflow,EC_cml_units,EC_cml_cost,EC_gain_loss,EC_avg_price,EC_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,WETF_adj_close,WETF_cashflow,WETF_cml_units,WETF_cml_cost,WETF_gain_loss,WETF_avg_price,WETF_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,ASPS_adj_close,ASPS_cashflow,ASPS_cml_units,ASPS_cml_cost,ASPS_gain_loss,ASPS_avg_price,ASPS_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,DYSL_adj_close,DYSL_cashflow,DYSL_cml_units,DYSL_cml_cost,DYSL_gain_loss,DYSL_avg_price,DYSL_mktvalue,ITCB_adj_close,ITCB_cashflow,ITCB_cml_units,ITCB_cml_cost,ITCB_gain_loss,ITCB_avg_price,ITCB_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,ARGO_adj_close,ARGO_cashflow,ARGO_cml_units,ARGO_cml_cost,ARGO_gain_loss,ARGO_avg_price,ARGO_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,COOP_adj_close,COOP_cashflow,COOP_cml_units,COOP_cml_cost,COOP_gain_loss,COOP_avg_price,COOP_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,SCND_adj_close,SCND_cashflow,SCND_cml_units,SCND_cml_cost,SCND_gain_loss,SCND_avg_price,SCND_mktvalue
2020-01-16,5.3,-4997.24,1000.0,4997.24,0.0,4.997,5300.0,38.29,-4984.06,138.889,4984.06,0.0,35.885,5318.056,18.539,-4999.467,277.778,4999.467,0.0,17.998,5149.625,6.605,-4997.43,714.286,4997.43,0.0,6.996,4717.788,4.047,0.0,0.0,0.0,0.0,,0.0,39.543,-4986.14,125.0,4986.14,0.0,39.889,4942.911,51.524,-4993.738,94.34,4993.738,0.0,52.934,4860.762,19.42,0.0,0.0,0.0,0.0,,0.0,7.795,-4995.647,625.0,4995.647,0.0,7.993,4871.978,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.906,0.0,0.0,0.0,0.0,,0.0,16.894,-4989.621,294.118,4989.621,0.0,16.965,4968.893,65.976,0.0,0.0,0.0,0.0,,0.0,4.984,-4997.65,1000.0,4997.65,0.0,4.998,4984.332,19.073,-4999.92,263.158,4999.92,0.0,19.0,5019.329,13.38,-4997.98,416.667,4997.98,0.0,11.995,5575.0,0.35,-4999.7,5000.0,4999.7,0.0,1.0,1750.0,9.15,-4997.3,714.286,4997.3,0.0,6.996,6535.714
2020-01-17,5.17,-4997.24,1000.0,4997.24,0.0,4.997,5170.0,38.4,-4984.06,138.889,4984.06,0.0,35.885,5333.334,18.502,-4999.467,277.778,4999.467,0.0,17.998,5139.533,6.605,-4997.43,714.286,4997.43,0.0,6.996,4717.788,4.153,0.0,0.0,0.0,0.0,,0.0,39.447,-4986.14,125.0,4986.14,0.0,39.889,4930.891,52.218,-4993.738,94.34,4993.738,0.0,52.934,4926.194,19.42,0.0,0.0,0.0,0.0,,0.0,7.795,-4995.647,625.0,4995.647,0.0,7.993,4871.978,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.862,0.0,0.0,0.0,0.0,,0.0,16.837,-4989.621,294.118,4989.621,0.0,16.965,4952.154,66.441,0.0,0.0,0.0,0.0,,0.0,5.032,-4997.65,1000.0,4997.65,0.0,4.998,5031.532,19.026,-4999.92,263.158,4999.92,0.0,19.0,5006.819,13.63,-4997.98,416.667,4997.98,0.0,11.995,5679.167,0.45,-4999.7,5000.0,4999.7,0.0,1.0,2250.0,9.15,-4997.3,714.286,4997.3,0.0,6.996,6535.714
2020-01-21,4.93,-4997.24,1000.0,4997.24,0.0,4.997,4930.0,38.25,-4984.06,138.889,4984.06,0.0,35.885,5312.5,18.212,-4999.467,277.778,4999.467,0.0,17.998,5058.793,6.568,-4997.43,714.286,4997.43,0.0,6.996,4691.651,4.047,0.0,0.0,0.0,0.0,,0.0,38.591,-4986.14,125.0,4986.14,0.0,39.889,4823.906,51.505,-4993.738,94.34,4993.738,0.0,52.934,4858.97,19.41,0.0,0.0,0.0,0.0,,0.0,7.723,-4995.647,625.0,4995.647,0.0,7.993,4827.076,1.03,-9999.0,5000.0,4999.5,0.0,1.0,5150.0,6.818,0.0,0.0,0.0,0.0,,0.0,16.695,-4989.621,294.118,4989.621,0.0,16.965,4910.305,65.91,0.0,0.0,0.0,0.0,,0.0,4.984,-4997.65,1000.0,4997.65,0.0,4.998,4984.332,19.111,-4999.92,263.158,4999.92,0.0,19.0,5029.339,13.75,-4997.98,416.667,4997.98,0.0,11.995,5729.167,0.5,-4999.7,5000.0,4999.7,0.0,1.0,2500.0,9.26,-4997.3,714.286,4997.3,0.0,6.996,6614.286
2020-01-22,4.79,-4997.24,1000.0,4997.24,0.0,4.997,4790.0,38.56,-4984.06,138.889,4984.06,0.0,35.885,5355.556,18.139,-4999.467,277.778,4999.467,0.0,17.998,5038.609,6.568,-4997.43,714.286,4997.43,0.0,6.996,4691.651,3.903,0.0,0.0,0.0,0.0,,0.0,39.024,-4986.14,125.0,4986.14,0.0,39.889,4878.0,51.904,-4993.738,94.34,4993.738,0.0,52.934,4896.616,19.24,0.0,0.0,0.0,0.0,,0.0,7.84,-4995.647,625.0,4995.647,0.0,7.993,4900.042,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.712,0.0,0.0,0.0,0.0,,0.0,16.41,-4989.621,294.118,4989.621,0.0,16.965,4826.607,66.118,0.0,0.0,0.0,0.0,,0.0,4.994,-4997.65,1000.0,4997.65,0.0,4.998,4993.772,18.94,-4999.92,263.158,4999.92,0.0,19.0,4984.3,13.32,-4997.98,416.667,4997.98,0.0,11.995,5550.0,0.51,-4999.7,5000.0,4999.7,0.0,1.0,2550.0,9.5,-4997.3,714.286,4997.3,0.0,6.996,6785.714
2020-01-23,4.66,-4997.24,1000.0,4997.24,0.0,4.997,4660.0,37.11,-4984.06,138.889,4984.06,0.0,35.885,5154.167,17.821,-4999.467,277.778,4999.467,0.0,17.998,4950.301,6.55,-4997.43,714.286,4997.43,0.0,6.996,4678.582,3.769,0.0,0.0,0.0,0.0,,0.0,38.216,-4986.14,125.0,4986.14,0.0,39.889,4777.026,51.42,-4993.738,94.34,4993.738,0.0,52.934,4850.903,19.43,0.0,0.0,0.0,0.0,,0.0,7.786,-4995.647,625.0,4995.647,0.0,7.993,4866.363,1.0,-9999.0,5000.0,4999.5,0.0,1.0,5000.0,6.563,0.0,0.0,0.0,0.0,,0.0,16.515,-4989.621,294.118,4989.621,0.0,16.965,4857.296,65.133,0.0,0.0,0.0,0.0,,0.0,4.965,-4997.65,1000.0,4997.65,0.0,4.998,4965.452,19.035,-4999.92,263.158,4999.92,0.0,19.0,5009.321,13.12,-4997.98,416.667,4997.98,0.0,11.995,5466.667,0.51,-4999.7,5000.0,4999.7,0.0,1.0,2550.0,9.5,-4997.3,714.286,4997.3,0.0,6.996,6785.714
2020-01-24,4.48,-4997.24,1000.0,4997.24,0.0,4.997,4480.0,36.06,-4984.06,138.889,4984.06,0.0,35.885,5008.334,17.712,-4999.467,277.778,4999.467,0.0,17.998,4920.024,6.477,-4997.43,714.286,4997.43,0.0,6.996,4626.307,3.664,0.0,0.0,0.0,0.0,,0.0,38.216,-4986.14,125.0,4986.14,0.0,39.889,4777.026,51.334,-4993.738,94.34,4993.738,0.0,52.934,4842.836,19.4,0.0,0.0,0.0,0.0,,0.0,7.678,-4995.647,625.0,4995.647,0.0,7.993,4799.01,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.66,0.0,0.0,0.0,0.0,,0.0,16.192,-4989.621,294.118,4989.621,0.0,16.965,4762.437,63.313,-4938.432,79.365,4938.432,0.0,62.224,5024.86,4.899,-4997.65,1000.0,4997.65,0.0,4.998,4899.372,18.855,-4999.92,263.158,4999.92,0.0,19.0,4961.78,12.86,-4997.98,416.667,4997.98,0.0,11.995,5358.333,0.51,-4999.7,5000.0,4999.7,0.0,1.0,2550.0,9.65,-4997.3,714.286,4997.3,0.0,6.996,6892.857
2020-01-27,4.41,-4997.24,1000.0,4997.24,0.0,4.997,4410.0,36.03,-4984.06,138.889,4984.06,0.0,35.885,5004.166,17.04,-4999.467,277.778,4999.467,0.0,17.998,4733.315,6.449,-4997.43,714.286,4997.43,0.0,6.996,4606.705,3.664,0.0,0.0,0.0,0.0,,0.0,37.495,-4986.14,125.0,4986.14,0.0,39.889,4686.871,50.023,-4993.738,94.34,4993.738,0.0,52.934,4719.143,19.11,0.0,0.0,0.0,0.0,,0.0,7.472,-4995.647,625.0,4995.647,0.0,7.993,4669.913,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.413,0.0,0.0,0.0,0.0,,0.0,16.221,-4989.621,294.118,4989.621,0.0,16.965,4770.807,62.366,-4938.432,79.365,4938.432,0.0,62.224,4949.648,4.871,-4997.65,1000.0,4997.65,0.0,4.998,4871.051,18.76,-4999.92,263.158,4999.92,0.0,19.0,4936.759,12.84,-4997.98,416.667,4997.98,0.0,11.995,5350.0,0.51,-4999.7,5000.0,4999.7,0.0,1.0,2550.0,9.65,-4997.3,714.286,4997.3,0.0,6.996,6892.857
2020-01-28,4.51,-4997.24,1000.0,4997.24,0.0,4.997,4510.0,36.36,-4984.06,138.889,4984.06,0.0,35.885,5050.0,17.113,-4999.467,277.778,4999.467,0.0,17.998,4753.5,6.486,-4997.43,714.286,4997.43,0.0,6.996,4632.842,3.673,0.0,0.0,0.0,0.0,,0.0,37.005,-4986.14,125.0,4986.14,0.0,39.889,4625.565,50.754,-4993.738,94.34,4993.738,0.0,52.934,4788.16,18.89,0.0,0.0,0.0,0.0,,0.0,7.589,-4995.647,625.0,4995.647,0.0,7.993,4742.881,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.616,0.0,0.0,0.0,0.0,,0.0,16.183,-4989.621,294.118,4989.621,0.0,16.965,4759.647,62.915,-4938.432,79.365,4938.432,0.0,62.224,4993.271,4.918,-4997.65,1000.0,4997.65,0.0,4.998,4918.252,18.807,-4999.92,263.158,4999.92,0.0,19.0,4949.27,12.79,-4997.98,416.667,4997.98,0.0,11.995,5329.167,0.511,-4999.7,5000.0,4999.7,0.0,1.0,2555.0,9.5,-4997.3,714.286,4997.3,0.0,6.996,6785.714
2020-01-29,4.32,-4997.24,1000.0,4997.24,0.0,4.997,4320.0,35.87,-4984.06,138.889,4984.06,0.0,35.885,4981.944,17.013,-4999.467,277.778,4999.467,0.0,17.998,4725.746,6.504,-4997.43,714.286,4997.43,0.0,6.996,4645.911,3.798,0.0,0.0,0.0,0.0,,0.0,36.235,-4986.14,125.0,4986.14,0.0,39.889,4529.399,50.736,-4993.738,94.34,4993.738,0.0,52.934,4786.368,18.14,0.0,0.0,0.0,0.0,,0.0,7.589,-4995.647,625.0,4995.647,0.0,7.993,4742.881,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.475,0.0,0.0,0.0,0.0,,0.0,16.164,-4989.621,294.118,4989.621,0.0,16.965,4754.068,62.195,-4938.432,79.365,4938.432,0.0,62.224,4936.111,4.899,-4997.65,1000.0,4997.65,0.0,4.998,4899.372,18.655,-4999.92,263.158,4999.92,0.0,19.0,4909.235,12.57,-4997.98,416.667,4997.98,0.0,11.995,5237.5,0.511,-4999.7,5000.0,4999.7,0.0,1.0,2555.0,10.84,-4997.3,714.286,4997.3,0.0,6.996,7742.857
2020-01-30,4.3,-4997.24,1000.0,4997.24,0.0,4.997,4300.0,35.0,-4984.06,138.889,4984.06,0.0,35.885,4861.111,16.995,-4999.467,277.778,4999.467,0.0,17.998,4720.7,6.568,-4997.43,714.286,4997.43,0.0,6.996,4691.651,3.99,0.0,0.0,0.0,0.0,,0.0,36.014,-4986.14,125.0,4986.14,0.0,39.889,4501.751,50.65,-4993.738,94.34,4993.738,0.0,52.934,4778.301,17.21,0.0,0.0,0.0,0.0,,0.0,7.634,-4995.647,625.0,4995.647,0.0,7.993,4771.045,1.02,-9999.0,5000.0,4999.5,0.0,1.0,5100.0,6.607,0.0,0.0,0.0,0.0,,0.0,16.031,-4989.621,294.118,4989.621,0.0,16.965,4715.008,62.887,-4938.432,79.365,4938.432,0.0,62.224,4991.015,4.937,-4997.65,1000.0,4997.65,0.0,4.998,4937.132,18.646,-4999.92,263.158,4999.92,0.0,19.0,4906.733,12.84,-4997.98,416.667,4997.98,0.0,11.995,5350.0,0.511,-4999.7,5000.0,4999.7,0.0,1.0,2555.0,10.84,-4997.3,714.286,4997.3,0.0,6.996,7742.857
