date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,SUN_adj_close,SUN_cashflow,SUN_cml_units,SUN_cml_cost,SUN_gain_loss,SUN_avg_price,SUN_mktvalue,GWRE_adj_close,GWRE_cashflow,GWRE_cml_units,GWRE_cml_cost,GWRE_gain_loss,GWRE_avg_price,GWRE_mktvalue,VIV_adj_close,VIV_cashflow,VIV_cml_units,VIV_cml_cost,VIV_gain_loss,VIV_avg_price,VIV_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLSD_adj_close,CLSD_cashflow,CLSD_cml_units,CLSD_cml_cost,CLSD_gain_loss,CLSD_avg_price,CLSD_mktvalue,JE_adj_close,JE_cashflow,JE_cml_units,JE_cml_cost,JE_gain_loss,JE_avg_price,JE_mktvalue,SKY_adj_close,SKY_cashflow,SKY_cml_units,SKY_cml_cost,SKY_gain_loss,SKY_avg_price,SKY_mktvalue,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue,MARK_adj_close,MARK_cashflow,MARK_cml_units,MARK_cml_cost,MARK_gain_loss,MARK_avg_price,MARK_mktvalue
2019-10-28,21.366,-4975.05,170.0,4975.05,1150.9,29.265,3632.195,25.861,-4988.34,126.0,4988.34,429.66,39.59,3258.492,112.9,-4911.075,39.0,4911.075,1152.06,125.925,4403.1,11.522,-4999.075,557.0,4999.075,1331.23,8.975,6417.744,48.914,-4999.5,150.0,4999.5,2503.5,33.33,7337.068,0.97,-4997.355,977.0,4997.355,1787.91,5.115,947.69,2.44,-4999.02,2873.0,4999.02,-4654.26,1.74,7010.12,29.01,-4971.85,65.0,4971.85,1105.65,76.49,1885.65,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31,0.67,-4999.395,2967.0,4999.395,-2047.23,1.685,1987.89
2019-10-29,21.339,-4975.05,170.0,4975.05,1150.9,29.265,3627.61,26.106,-4988.34,126.0,4988.34,429.66,39.59,3289.308,112.36,-4911.075,39.0,4911.075,1152.06,125.925,4382.04,11.453,-4999.075,557.0,4999.075,1331.23,8.975,6379.141,49.547,-4999.5,150.0,4999.5,2503.5,33.33,7432.006,1.02,-4997.355,977.0,4997.355,1787.91,5.115,996.54,2.46,-4999.02,2873.0,4999.02,-4654.26,1.74,7067.58,29.06,-4971.85,65.0,4971.85,1105.65,76.49,1888.9,2.01,-4999.308,2759.0,4999.308,2455.51,1.812,5545.59,0.71,-4999.395,2967.0,4999.395,-2047.23,1.685,2106.57
2019-10-30,21.564,-4975.05,170.0,4975.05,1150.9,29.265,3665.811,26.334,-4988.34,126.0,4988.34,429.66,39.59,3318.135,112.95,-4911.075,39.0,4911.075,1152.06,125.925,4405.05,11.513,-4999.075,557.0,4999.075,1331.23,8.975,6412.92,49.159,-4999.5,150.0,4999.5,2503.5,33.33,7373.909,1.2,-4997.355,977.0,4997.355,1787.91,5.115,1172.4,2.44,-4999.02,2873.0,4999.02,-4654.26,1.74,7010.12,29.43,-4971.85,65.0,4971.85,1105.65,76.49,1912.95,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0,0.7,-4999.395,2967.0,4999.395,-2047.23,1.685,2076.9
2019-10-31,21.168,-4975.05,170.0,4975.05,1150.9,29.265,3598.577,26.516,-4988.34,126.0,4988.34,429.66,39.59,3340.998,112.74,-4911.075,39.0,4911.075,1152.06,125.925,4396.86,11.409,-4999.075,557.0,4999.075,1331.23,8.975,6355.015,49.008,-4999.5,150.0,4999.5,2503.5,33.33,7351.238,1.26,-4997.355,977.0,4997.355,1787.91,5.115,1231.02,2.3,-4999.02,2873.0,4999.02,-4654.26,1.74,6607.9,28.23,-4971.85,65.0,4971.85,1105.65,76.49,1834.95,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05,0.72,-4999.395,2967.0,4999.395,-2047.23,1.685,2136.24
2019-11-01,22.049,-4975.05,170.0,4975.05,1150.9,29.265,3748.327,26.721,-4988.34,126.0,4988.34,429.66,39.59,3366.843,114.14,-4911.075,39.0,4911.075,1152.06,125.925,4451.46,11.591,-4999.075,557.0,4999.075,1331.23,8.975,6456.347,50.151,-4999.5,150.0,4999.5,2503.5,33.33,7522.691,1.27,-4997.355,977.0,4997.355,1787.91,5.115,1240.79,2.31,-4999.02,2873.0,4999.02,-4654.26,1.74,6636.63,31.79,-4971.85,65.0,4971.85,1105.65,76.49,2066.35,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23,0.72,-4999.395,2967.0,4999.395,-2047.23,1.685,2136.24
2019-11-04,22.094,-4975.05,170.0,4975.05,1150.9,29.265,3755.967,26.685,-4988.34,126.0,4988.34,429.66,39.59,3362.36,114.75,-4911.075,39.0,4911.075,1152.06,125.925,4475.25,11.513,-4999.075,557.0,4999.075,1331.23,8.975,6412.92,50.916,-4999.5,150.0,4999.5,2503.5,33.33,7637.465,1.29,-4997.355,977.0,4997.355,1787.91,5.115,1260.33,2.06,-4999.02,2873.0,4999.02,-4654.26,1.74,5918.38,31.57,-4971.85,65.0,4971.85,1105.65,76.49,2052.05,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1,0.74,-4999.395,2967.0,4999.395,-2047.23,1.685,2195.58
2019-11-05,21.627,-4975.05,170.0,4975.05,1150.9,29.265,3676.508,26.095,-4988.34,126.0,4988.34,429.66,39.59,3287.981,113.59,-4911.075,39.0,4911.075,1152.06,125.925,4430.01,11.565,-4999.075,557.0,4999.075,1331.23,8.975,6441.869,51.927,-4999.5,150.0,4999.5,2503.5,33.33,7789.082,1.27,-4997.355,977.0,4997.355,1787.91,5.115,1240.79,2.03,-4999.02,2873.0,4999.02,-4654.26,1.74,5832.19,31.46,-4971.85,65.0,4971.85,1105.65,76.49,2044.9,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74,0.72,-4999.395,2967.0,4999.395,-2047.23,1.685,2136.24
2019-11-06,21.734,-4975.05,170.0,4975.05,1150.9,29.265,3694.845,26.524,-4988.34,126.0,4988.34,429.66,39.59,3341.982,113.11,-4911.075,39.0,4911.075,1152.06,125.925,4411.29,11.539,-4999.075,557.0,4999.075,1331.23,8.975,6427.395,51.436,-4999.5,150.0,4999.5,2503.5,33.33,7715.398,1.21,-4997.355,977.0,4997.355,1787.91,5.115,1182.17,1.94,-4999.02,2873.0,4999.02,-4654.26,1.74,5573.62,30.75,-4971.85,65.0,4971.85,1105.65,76.49,1998.75,1.8,-4999.308,2759.0,4999.308,2455.51,1.812,4966.2,0.79,-4999.395,2967.0,4999.395,-2047.23,1.685,2343.93
2019-11-07,21.564,-4975.05,170.0,4975.05,1150.9,29.265,3665.811,26.208,-4988.34,126.0,4988.34,429.66,39.59,3302.245,114.29,-4911.075,39.0,4911.075,1152.06,125.925,4457.31,11.513,-4999.075,557.0,4999.075,1331.23,8.975,6412.92,51.427,-4999.5,150.0,4999.5,2503.5,33.33,7713.981,1.12,-4997.355,977.0,4997.355,1787.91,5.115,1094.24,2.27,-4999.02,2873.0,4999.02,-4654.26,1.74,6521.71,29.45,-4971.85,65.0,4971.85,1105.65,76.49,1914.25,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69,0.82,-4999.395,2967.0,4999.395,-2047.23,1.685,2432.94
2019-11-08,21.824,-4975.05,170.0,4975.05,1150.9,29.265,3710.125,25.747,-4988.34,126.0,4988.34,429.66,39.59,3244.169,118.44,-4911.075,39.0,4911.075,1152.06,125.925,4619.16,11.193,-4999.075,557.0,4999.075,1331.23,8.975,6234.38,50.737,-4999.5,150.0,4999.5,2503.5,33.33,7610.543,1.14,-4997.355,977.0,4997.355,1787.91,5.115,1113.78,2.28,-4999.02,2873.0,4999.02,-4654.26,1.74,6550.44,30.16,-4971.85,65.0,4971.85,1105.65,76.49,1960.4,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1,0.83,-4999.395,2967.0,4999.395,-2047.23,1.685,2462.61
2019-11-11,22.094,-4975.05,170.0,4975.05,1150.9,29.265,3755.967,25.683,-4988.34,126.0,4988.34,429.66,39.59,3236.017,117.74,-4911.075,39.0,4911.075,1152.06,125.925,4591.86,11.279,-4999.075,557.0,4999.075,1331.23,8.975,6282.635,50.35,-4999.5,150.0,4999.5,2503.5,33.33,7552.446,1.16,-4997.355,977.0,4997.355,1787.91,5.115,1133.32,2.39,-4999.02,2873.0,4999.02,-4654.26,1.74,6866.47,30.54,-4971.85,65.0,4971.85,1105.65,76.49,1985.1,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74,0.77,-4999.395,2967.0,4999.395,-2047.23,1.685,2284.59
2019-11-12,21.914,-4975.05,170.0,4975.05,1150.9,29.265,3725.406,25.327,-4988.34,126.0,4988.34,429.66,39.59,3191.186,117.87,-4911.075,39.0,4911.075,1152.06,125.925,4596.93,11.158,-4999.075,557.0,4999.075,1331.23,8.975,6215.079,49.783,-4999.5,150.0,4999.5,2503.5,33.33,7467.429,1.11,-4997.355,977.0,4997.355,1787.91,5.115,1084.47,2.32,-4999.02,2873.0,4999.02,-4654.26,1.74,6665.36,30.2,-4971.85,65.0,4971.85,1105.65,76.49,1963.0,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51,0.76,-4999.395,2967.0,4999.395,-2047.23,1.685,2254.92
2019-11-13,21.887,-4975.05,170.0,4975.05,1150.9,29.265,3720.822,25.707,-4988.34,126.0,4988.34,429.66,39.59,3239.074,116.28,-4911.075,39.0,4911.075,1152.06,125.925,4534.92,11.193,-4999.075,557.0,4999.075,1331.23,8.975,6234.38,48.678,-4999.5,150.0,4999.5,2503.5,33.33,7301.643,1.11,-4997.355,977.0,4997.355,1787.91,5.115,1084.47,2.39,-4999.02,2873.0,4999.02,-4654.26,1.74,6866.47,31.12,-4971.85,65.0,4971.85,1105.65,76.49,2022.8,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56,0.69,-4999.395,2967.0,4999.395,-2047.23,1.685,2047.23
2019-11-14,22.103,-4975.05,170.0,4975.05,1150.9,29.265,3757.495,25.667,-4988.34,126.0,4988.34,429.66,39.59,3233.979,117.34,-4911.075,39.0,4911.075,1152.06,125.925,4576.26,11.349,-4999.075,557.0,4999.075,1331.23,8.975,6321.237,48.328,-4999.5,150.0,4999.5,2503.5,33.33,7249.215,1.07,-4997.355,977.0,4997.355,1787.91,5.115,1045.39,2.46,-4999.02,2873.0,4999.02,-4654.26,1.74,7067.58,30.64,-4971.85,65.0,4971.85,1105.65,76.49,1991.6,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38,0.7,-4999.395,2967.0,4999.395,-2047.23,1.685,2076.9
2019-11-15,22.148,-4975.05,170.0,4975.05,1150.9,29.265,3765.135,26.16,-4988.34,126.0,4988.34,429.66,39.59,3296.132,119.3,-4911.075,39.0,4911.075,1152.06,125.925,4652.7,11.531,-4999.075,557.0,4999.075,1331.23,8.975,6422.569,49.074,-4999.5,150.0,4999.5,2503.5,33.33,7361.156,1.01,-4997.355,977.0,4997.355,1787.91,5.115,986.77,2.4,-4999.02,2873.0,4999.02,-4654.26,1.74,6895.2,30.89,-4971.85,65.0,4971.85,1105.65,76.49,2007.85,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79,0.67,-4999.395,2967.0,4999.395,-2047.23,1.685,1987.89
2019-11-18,22.076,-4975.05,170.0,4975.05,1150.9,29.265,3752.911,25.489,-4988.34,126.0,4988.34,429.66,39.59,3211.564,118.55,-4911.075,39.0,4911.075,1152.06,125.925,4623.45,11.531,-4999.075,557.0,4999.075,1331.23,8.975,6422.569,48.46,-4999.5,150.0,4999.5,2503.5,33.33,7269.053,1.01,-4997.355,977.0,4997.355,1787.91,5.115,986.77,2.35,-4999.02,2873.0,4999.02,-4654.26,1.74,6751.55,31.44,-4971.85,65.0,4971.85,1105.65,76.49,2043.6,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61,0.68,-4999.395,2967.0,4999.395,-2047.23,1.685,2017.56
2019-11-19,22.004,-4975.05,170.0,4975.05,1150.9,29.265,3740.686,25.27,-4988.34,126.0,4988.34,429.66,39.59,3184.053,118.75,-4911.075,39.0,4911.075,1152.06,125.925,4631.25,11.444,-4999.075,557.0,4999.075,1331.23,8.975,6374.316,47.969,-4999.5,150.0,4999.5,2503.5,33.33,7195.37,1.04,-4997.355,977.0,4997.355,1787.91,5.115,1016.08,2.33,-4999.02,2873.0,4999.02,-4654.26,1.74,6694.09,31.88,-4971.85,65.0,4971.85,1105.65,76.49,2072.2,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66,0.66,-4999.395,2967.0,4999.395,-2047.23,1.685,1958.22
2019-11-20,22.202,-4975.05,170.0,4975.05,1150.9,29.265,3774.303,25.472,-4988.34,126.0,4988.34,429.66,39.59,3209.526,119.11,-4911.075,39.0,4911.075,1152.06,125.925,4645.29,11.392,-4999.075,557.0,4999.075,1331.23,8.975,6345.363,47.903,-4999.5,150.0,4999.5,2503.5,33.33,7185.452,1.01,-4997.355,977.0,4997.355,1787.91,5.115,986.77,2.4,-4999.02,2873.0,4999.02,-4654.26,1.74,6895.2,32.22,-4971.85,65.0,4971.85,1105.65,76.49,2094.3,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1,0.65,-4999.395,2967.0,4999.395,-2047.23,1.685,1928.55
2019-11-21,21.887,-4975.05,170.0,4975.05,1150.9,29.265,3720.822,25.586,-4988.34,126.0,4988.34,429.66,39.59,3223.79,118.58,-4911.075,39.0,4911.075,1152.06,125.925,4624.62,11.34,-4999.075,557.0,4999.075,1331.23,8.975,6316.411,48.413,-4999.5,150.0,4999.5,2503.5,33.33,7261.969,1.06,-4997.355,977.0,4997.355,1787.91,5.115,1035.62,2.46,-4999.02,2873.0,4999.02,-4654.26,1.74,7067.58,31.41,-4971.85,65.0,4971.85,1105.65,76.49,2041.65,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69,0.64,-4999.395,2967.0,4999.395,-2047.23,1.685,1898.88
2019-11-22,21.86,-4975.05,170.0,4975.05,1150.9,29.265,3716.237,25.286,-4988.34,126.0,4988.34,429.66,39.59,3186.091,119.42,-4911.075,39.0,4911.075,1152.06,125.925,4657.38,11.375,-4999.075,557.0,4999.075,1331.23,8.975,6335.713,48.271,-4999.5,150.0,4999.5,2503.5,33.33,7240.714,1.15,-4997.355,977.0,4997.355,1787.91,5.115,1123.55,2.57,-4999.02,2873.0,4999.02,-4654.26,1.74,7383.61,31.82,-4971.85,65.0,4971.85,1105.65,76.49,2068.3,1.85,-4999.308,2759.0,4999.308,2455.51,1.812,5104.15,0.65,-4999.395,2967.0,4999.395,-2047.23,1.685,1928.55
2019-11-25,22.004,-4975.05,170.0,4975.05,1150.9,29.265,3740.686,25.327,-4988.34,126.0,4988.34,429.66,39.59,3191.186,121.01,-4911.075,39.0,4911.075,1152.06,125.925,4719.39,11.323,-4999.075,557.0,4999.075,1331.23,8.975,6306.761,47.922,-4999.5,150.0,4999.5,2503.5,33.33,7188.285,1.26,-4997.355,977.0,4997.355,1787.91,5.115,1231.02,2.68,-4999.02,2873.0,4999.02,-4654.26,1.74,7699.64,32.67,-4971.85,65.0,4971.85,1105.65,76.49,2123.55,1.92,-4999.308,2759.0,4999.308,2455.51,1.812,5297.28,0.62,-4999.395,2967.0,4999.395,-2047.23,1.685,1839.54
2019-11-26,22.112,-4975.05,170.0,4975.05,1150.9,29.265,3759.023,25.189,-4988.34,126.0,4988.34,429.66,39.59,3173.864,122.51,-4911.075,39.0,4911.075,1152.06,125.925,4777.89,11.123,-4999.075,557.0,4999.075,1331.23,8.975,6195.777,46.222,-4999.5,150.0,4999.5,2503.5,33.33,6933.232,1.28,-4997.355,977.0,4997.355,1787.91,5.115,1250.56,2.71,-4999.02,2873.0,4999.02,-4654.26,1.74,7785.83,33.38,-4971.85,65.0,4971.85,1105.65,76.49,2169.7,1.87,-4999.308,2759.0,4999.308,2455.51,1.812,5159.33,0.62,-4999.395,2967.0,4999.395,-2047.23,1.685,1839.54
2019-11-27,22.373,-4975.05,170.0,4975.05,1150.9,29.265,3803.337,24.826,-4988.34,126.0,4988.34,429.66,39.59,3128.014,121.25,-4911.075,39.0,4911.075,1152.06,125.925,4728.75,11.158,-4999.075,557.0,4999.075,1331.23,8.975,6215.079,45.645,-4999.5,150.0,4999.5,2503.5,33.33,6846.796,1.44,-4997.355,977.0,4997.355,1787.91,5.115,1406.88,2.72,-4999.02,2873.0,4999.02,-4654.26,1.74,7814.56,33.2,-4971.85,65.0,4971.85,1105.65,76.49,2158.0,1.93,-4999.308,2759.0,4999.308,2455.51,1.812,5324.87,0.64,-4999.395,2967.0,4999.395,-2047.23,1.685,1898.88
2019-11-29,22.229,-4975.05,170.0,4975.05,1150.9,29.265,3778.888,25.189,-4988.34,126.0,4988.34,429.66,39.59,3173.864,121.83,-4911.075,39.0,4911.075,1152.06,125.925,4751.37,11.392,-4999.075,557.0,4999.075,1331.23,8.975,6345.363,45.598,-4999.5,150.0,4999.5,2503.5,33.33,6839.712,1.44,-4997.355,977.0,4997.355,1787.91,5.115,1406.88,2.72,-4999.02,2873.0,4999.02,-4654.26,1.74,7814.56,33.18,-4971.85,65.0,4971.85,1105.65,76.49,2156.7,1.87,-4999.308,2759.0,4999.308,2455.51,1.812,5159.33,0.68,-4999.395,2967.0,4999.395,-2047.23,1.685,2017.56
2019-12-02,21.995,-4975.05,170.0,4975.05,1150.9,29.265,3739.159,24.793,-4988.34,126.0,4988.34,429.66,39.59,3123.938,119.21,-4911.075,39.0,4911.075,1152.06,125.925,4649.19,11.505,-4999.075,557.0,4999.075,1331.23,8.975,6408.093,45.598,-4999.5,150.0,4999.5,2503.5,33.33,6839.712,1.72,-4997.355,977.0,4997.355,1787.91,5.115,1680.44,2.27,-4999.02,2873.0,4999.02,-4654.26,1.74,6521.71,32.03,-4971.85,65.0,4971.85,1105.65,76.49,2081.95,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51,0.63,-4999.395,2967.0,4999.395,-2047.23,1.685,1869.21
2019-12-03,22.166,-4975.05,170.0,4975.05,1150.9,29.265,3768.192,24.842,-4988.34,126.0,4988.34,429.66,39.59,3130.052,120.02,-4911.075,39.0,4911.075,1152.06,125.925,4680.78,11.487,-4999.075,557.0,4999.075,1331.23,8.975,6398.443,45.806,-4999.5,150.0,4999.5,2503.5,33.33,6870.885,1.72,-4997.355,977.0,4997.355,1787.91,5.115,1680.44,1.95,-4999.02,2873.0,4999.02,-4654.26,1.74,5602.35,32.8,-4971.85,65.0,4971.85,1105.65,76.49,2132.0,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56,0.62,-4999.395,2967.0,4999.395,-2047.23,1.685,1839.54
2019-12-04,22.004,-4975.05,170.0,4975.05,1150.9,29.265,3740.686,24.51,-4988.34,126.0,4988.34,429.66,39.59,3088.277,118.62,-4911.075,39.0,4911.075,1152.06,125.925,4626.18,11.574,-4999.075,557.0,4999.075,1331.23,8.975,6446.696,47.204,-4999.5,150.0,4999.5,2503.5,33.33,7080.596,1.65,-4997.355,977.0,4997.355,1787.91,5.115,1612.05,2.1,-4999.02,2873.0,4999.02,-4654.26,1.74,6033.3,33.86,-4971.85,65.0,4971.85,1105.65,76.49,2200.9,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56,0.62,-4999.395,2967.0,4999.395,-2047.23,1.685,1839.54
2019-12-05,22.202,-4975.05,170.0,4975.05,1150.9,29.265,3774.303,24.381,-4988.34,126.0,4988.34,429.66,39.59,3071.974,119.33,-4911.075,39.0,4911.075,1152.06,125.925,4653.87,11.695,-4999.075,557.0,4999.075,1331.23,8.975,6514.251,47.752,-4999.5,150.0,4999.5,2503.5,33.33,7162.78,1.62,-4997.355,977.0,4997.355,1787.91,5.115,1582.74,2.07,-4999.02,2873.0,4999.02,-4654.26,1.74,5947.11,34.63,-4971.85,65.0,4971.85,1105.65,76.49,2250.95,1.86,-4999.308,2759.0,4999.308,2455.51,1.812,5131.74,0.58,-4999.395,2967.0,4999.395,-2047.23,1.685,1720.86
2019-12-06,22.418,-4975.05,170.0,4975.05,1150.9,29.265,3810.977,24.454,-4988.34,126.0,4988.34,429.66,39.59,3081.144,110.77,-4911.075,39.0,4911.075,1152.06,125.925,4320.03,11.851,-4999.075,557.0,4999.075,1331.23,8.975,6601.108,48.3,-4999.5,150.0,4999.5,2503.5,33.33,7244.964,1.64,-4997.355,977.0,4997.355,1787.91,5.115,1602.28,2.1,-4999.02,2873.0,4999.02,-4654.26,1.74,6033.3,35.2,-4971.85,65.0,4971.85,1105.65,76.49,2288.0,1.88,-4999.308,2759.0,4999.308,2455.51,1.812,5186.92,0.59,-4999.395,2967.0,4999.395,-2047.23,1.685,1750.53
2019-12-09,22.4,-4975.05,170.0,4975.05,1150.9,29.265,3807.921,24.664,-4988.34,126.0,4988.34,429.66,39.59,3107.636,108.19,-4911.075,39.0,4911.075,1152.06,125.925,4219.41,11.894,-4999.075,557.0,4999.075,1331.23,8.975,6625.234,48.186,-4999.5,150.0,4999.5,2503.5,33.33,7227.961,1.57,-4997.355,977.0,4997.355,1787.91,5.115,1533.89,2.13,-4999.02,2873.0,4999.02,-4654.26,1.74,6119.49,33.7,-4971.85,65.0,4971.85,1105.65,76.49,2190.5,1.96,-4999.308,2759.0,4999.308,2455.51,1.812,5407.64,0.59,-4999.395,2967.0,4999.395,-2047.23,1.685,1750.53
2019-12-10,22.382,-4975.05,170.0,4975.05,1150.9,29.265,3804.864,24.534,-4988.34,126.0,4988.34,429.66,39.59,3091.334,106.54,-4911.075,39.0,4911.075,1152.06,125.925,4155.06,11.851,-4999.075,557.0,4999.075,1331.23,8.975,6601.108,48.12,-4999.5,150.0,4999.5,2503.5,33.33,7218.043,1.64,-4997.355,977.0,4997.355,1787.91,5.115,1602.28,2.05,-4999.02,2873.0,4999.02,-4654.26,1.74,5889.65,33.86,-4971.85,65.0,4971.85,1105.65,76.49,2200.9,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23,0.57,-4999.395,2967.0,4999.395,-2047.23,1.685,1691.19
2019-12-11,22.193,-4975.05,170.0,4975.05,1150.9,29.265,3772.776,24.268,-4988.34,126.0,4988.34,429.66,39.59,3057.71,107.34,-4911.075,39.0,4911.075,1152.06,125.925,4186.26,11.695,-4999.075,557.0,4999.075,1331.23,8.975,6514.251,48.914,-4999.5,150.0,4999.5,2503.5,33.33,7337.068,1.71,-4997.355,977.0,4997.355,1787.91,5.115,1670.67,2.0,-4999.02,2873.0,4999.02,-4654.26,1.74,5746.0,34.04,-4971.85,65.0,4971.85,1105.65,76.49,2212.6,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0,0.59,-4999.395,2967.0,4999.395,-2047.23,1.685,1750.53
2019-12-12,22.157,-4975.05,170.0,4975.05,1150.9,29.265,3766.663,24.429,-4988.34,126.0,4988.34,429.66,39.59,3078.088,105.43,-4911.075,39.0,4911.075,1152.06,125.925,4111.77,11.825,-4999.075,557.0,4999.075,1331.23,8.975,6586.632,49.377,-4999.5,150.0,4999.5,2503.5,33.33,7406.499,1.73,-4997.355,977.0,4997.355,1787.91,5.115,1690.21,1.87,-4999.02,2873.0,4999.02,-4654.26,1.74,5372.51,33.36,-4971.85,65.0,4971.85,1105.65,76.49,2168.4,2.27,-4999.308,2759.0,4999.308,2455.51,1.812,6262.93,0.58,-4999.395,2967.0,4999.395,-2047.23,1.685,1720.86
2019-12-13,21.869,-4975.05,170.0,4975.05,1150.9,29.265,3717.765,24.809,-4988.34,126.0,4988.34,429.66,39.59,3125.977,104.73,-4911.075,39.0,4911.075,1152.06,125.925,4084.47,11.843,-4999.075,557.0,4999.075,1331.23,8.975,6596.282,49.896,-4999.5,150.0,4999.5,2503.5,33.33,7484.433,1.81,-4997.355,977.0,4997.355,1787.91,5.115,1768.37,1.79,-4999.02,2873.0,4999.02,-4654.26,1.74,5142.67,32.83,-4971.85,65.0,4971.85,1105.65,76.49,2133.95,2.26,-4999.308,2759.0,4999.308,2455.51,1.812,6235.34,0.57,-4999.395,2967.0,4999.395,-2047.23,1.685,1691.19
2019-12-16,22.121,-4975.05,170.0,4975.05,1150.9,29.265,3760.551,24.914,-4988.34,126.0,4988.34,429.66,39.59,3139.222,105.54,-4911.075,39.0,4911.075,1152.06,125.925,4116.06,12.12,-4999.075,557.0,4999.075,1331.23,8.975,6750.694,51.209,-4999.5,150.0,4999.5,2503.5,33.33,7681.391,2.22,-4997.355,977.0,4997.355,1787.91,5.115,2168.94,1.78,-4999.02,2873.0,4999.02,-4654.26,1.74,5113.94,32.52,-4971.85,65.0,4971.85,1105.65,76.49,2113.8,2.28,-4999.308,2759.0,4999.308,2455.51,1.812,6290.52,0.57,-4999.395,2967.0,4999.395,-2047.23,1.685,1691.19
2019-12-17,22.337,-4975.05,170.0,4975.05,1150.9,29.265,3797.224,25.157,-4988.34,126.0,4988.34,429.66,39.59,3169.789,104.98,-4911.075,39.0,4911.075,1152.06,125.925,4094.22,12.102,-4999.075,557.0,4999.075,1331.23,8.975,6741.044,51.19,-4999.5,150.0,4999.5,2503.5,33.33,7678.557,2.16,-4997.355,977.0,4997.355,1787.91,5.115,2110.32,1.75,-4999.02,2873.0,4999.02,-4654.26,1.74,5027.75,30.72,-4971.85,65.0,4971.85,1105.65,76.49,1996.8,2.17,-4999.308,2759.0,4999.308,2455.51,1.812,5987.03,0.5,-4999.395,2967.0,4999.395,-2047.23,1.685,1483.5
2019-12-18,22.498,-4975.05,170.0,4975.05,1150.9,29.265,3824.73,25.189,-4988.34,126.0,4988.34,429.66,39.59,3173.864,105.25,-4911.075,39.0,4911.075,1152.06,125.925,4104.75,12.146,-4999.075,557.0,4999.075,1331.23,8.975,6765.17,52.192,-4999.5,150.0,4999.5,2503.5,33.33,7828.756,2.36,-4997.355,977.0,4997.355,1787.91,5.115,2305.72,1.67,-4999.02,2873.0,4999.02,-4654.26,1.74,4797.91,30.83,-4971.85,65.0,4971.85,1105.65,76.49,2003.95,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13,0.5,-4999.395,2967.0,4999.395,-2047.23,1.685,1483.5
2019-12-19,22.759,-4975.05,170.0,4975.05,1150.9,29.265,3869.043,25.076,-4988.34,126.0,4988.34,429.66,39.59,3159.6,106.77,-4911.075,39.0,4911.075,1152.06,125.925,4164.03,12.128,-4999.075,557.0,4999.075,1331.23,8.975,6755.52,52.749,-4999.5,150.0,4999.5,2503.5,33.33,7912.358,2.47,-4997.355,977.0,4997.355,1787.91,5.115,2413.19,1.63,-4999.02,2873.0,4999.02,-4654.26,1.74,4682.99,30.59,-4971.85,65.0,4971.85,1105.65,76.49,1988.35,2.12,-4999.308,2759.0,4999.308,2455.51,1.812,5849.08,0.49,-4999.395,2967.0,4999.395,-2047.23,1.685,1453.83
2019-12-20,22.795,-4975.05,170.0,4975.05,1150.9,29.265,3875.155,24.64,-4988.34,126.0,4988.34,429.66,39.59,3104.579,107.85,-4911.075,39.0,4911.075,1152.06,125.925,4206.15,12.12,-4999.075,557.0,4999.075,1331.23,8.975,6750.694,51.871,-4999.5,150.0,4999.5,2503.5,33.33,7780.579,2.51,-4997.355,977.0,4997.355,1787.91,5.115,2452.27,1.62,-4999.02,2873.0,4999.02,-4654.26,1.74,4654.26,31.77,-4971.85,65.0,4971.85,1105.65,76.49,2065.05,2.2,-4999.308,2759.0,4999.308,2455.51,1.812,6069.8,0.5,-4999.395,2967.0,4999.395,-2047.23,1.685,1483.5
