date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CVM_adj_close,CVM_cashflow,CVM_cml_units,CVM_cml_cost,CVM_gain_loss,CVM_avg_price,CVM_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,ICCT_adj_close,ICCT_cashflow,ICCT_cml_units,ICCT_cml_cost,ICCT_gain_loss,ICCT_avg_price,ICCT_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-01-15,41.5,-4995.62,42.017,4995.62,0.0,118.896,1743.697,2.96,-4999.54,2.87,4999.54,0.0,1741.84,8.496,4.662,-4998.737,4.378,4998.737,0.0,1141.712,20.409,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.1,-4998.0,6.803,4998.0,0.0,734.706,55.102
2019-01-16,42.35,-4995.62,42.017,4995.62,0.0,118.896,1779.412,2.95,-4999.54,2.87,4999.54,0.0,1741.84,8.467,4.903,-4998.737,4.378,4998.737,0.0,1141.712,21.466,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.0,-4998.0,6.803,4998.0,0.0,734.706,54.422
2019-01-17,42.51,-4995.62,42.017,4995.62,0.0,118.896,1786.134,2.92,-4999.54,2.87,4999.54,0.0,1741.84,8.381,5.11,-4998.737,4.378,4998.737,0.0,1141.712,22.371,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.75,-4998.0,6.803,4998.0,0.0,734.706,52.721
2019-01-18,41.98,-4995.62,42.017,4995.62,0.0,118.896,1763.866,2.72,-4999.54,2.87,4999.54,0.0,1741.84,7.807,5.256,-4998.737,4.378,4998.737,0.0,1141.712,23.013,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.71,-4998.0,6.803,4998.0,0.0,734.706,52.449
2019-01-22,40.51,-4995.62,42.017,4995.62,0.0,118.896,1702.101,2.67,-4999.54,2.87,4999.54,0.0,1741.84,7.664,4.998,-4998.737,4.378,4998.737,0.0,1141.712,21.881,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.7,-4998.0,6.803,4998.0,0.0,734.706,52.381
2019-01-23,40.19,-4995.62,42.017,4995.62,0.0,118.896,1688.655,2.75,-4999.54,2.87,4999.54,0.0,1741.84,7.893,5.084,-4998.737,4.378,4998.737,0.0,1141.712,22.258,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.9,-4998.0,6.803,4998.0,0.0,734.706,53.741
2019-01-24,40.44,-4995.62,42.017,4995.62,0.0,118.896,1699.16,2.7,-4999.54,2.87,4999.54,0.0,1741.84,7.75,5.247,-4998.737,4.378,4998.737,0.0,1141.712,22.975,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.4,-4998.0,6.803,4998.0,0.0,734.706,57.143
2019-01-25,41.36,-4995.62,42.017,4995.62,0.0,118.896,1737.815,2.75,-4999.54,2.87,4999.54,0.0,1741.84,7.893,5.23,-4998.737,4.378,4998.737,0.0,1141.712,22.899,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.8,-4998.0,6.803,4998.0,0.0,734.706,53.061
2019-01-28,40.95,-4995.62,42.017,4995.62,0.0,118.896,1720.588,2.75,-4999.54,2.87,4999.54,0.0,1741.84,7.893,5.161,-4998.737,4.378,4998.737,0.0,1141.712,22.598,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-01-29,41.16,-4995.62,42.017,4995.62,0.0,118.896,1729.412,2.74,-4999.54,2.87,4999.54,0.0,1741.84,7.865,5.394,-4998.737,4.378,4998.737,0.0,1141.712,23.616,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-01-30,41.84,-4995.62,42.017,4995.62,0.0,118.896,1757.983,2.85,-4999.54,2.87,4999.54,0.0,1741.84,8.18,5.558,-4998.737,4.378,4998.737,0.0,1141.712,24.333,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-01-31,42.71,-4995.62,42.017,4995.62,0.0,118.896,1794.538,2.92,-4999.54,2.87,4999.54,0.0,1741.84,8.381,5.687,-4998.737,4.378,4998.737,0.0,1141.712,24.899,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-02-01,42.95,-4995.62,42.017,4995.62,0.0,118.896,1804.622,2.88,-4999.54,2.87,4999.54,0.0,1741.84,8.266,5.764,-4998.737,4.378,4998.737,0.0,1141.712,25.238,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-02-04,42.92,-4995.62,42.017,4995.62,0.0,118.896,1803.361,2.86,-4999.54,2.87,4999.54,0.0,1741.84,8.209,6.238,-4998.737,4.378,4998.737,0.0,1141.712,27.313,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-02-05,43.39,-4995.62,42.017,4995.62,0.0,118.896,1823.109,2.87,-4999.54,2.87,4999.54,0.0,1741.84,8.238,7.255,-4998.737,4.378,4998.737,0.0,1141.712,31.765,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-06,43.47,-4995.62,42.017,4995.62,0.0,118.896,1826.471,2.92,-4999.54,2.87,4999.54,0.0,1741.84,8.381,8.487,-4998.737,4.378,4998.737,0.0,1141.712,37.16,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-07,42.7,-4995.62,42.017,4995.62,0.0,118.896,1794.118,2.84,-4999.54,2.87,4999.54,0.0,1741.84,8.152,7.807,-4998.737,4.378,4998.737,0.0,1141.712,34.179,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-08,40.94,-4995.62,42.017,4995.62,0.0,118.896,1720.168,2.82,-4999.54,2.87,4999.54,0.0,1741.84,8.094,7.29,-4998.737,4.378,4998.737,0.0,1141.712,31.916,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-11,40.99,-4995.62,42.017,4995.62,0.0,118.896,1722.269,2.86,-4999.54,2.87,4999.54,0.0,1741.84,8.209,7.453,-4998.737,4.378,4998.737,0.0,1141.712,32.633,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-02-12,40.48,-4995.62,42.017,4995.62,0.0,118.896,1700.84,2.82,-4999.54,2.87,4999.54,0.0,1741.84,8.094,7.238,-4998.737,4.378,4998.737,0.0,1141.712,31.689,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-13,40.67,-4995.62,42.017,4995.62,0.0,118.896,1708.823,2.87,-4999.54,2.87,4999.54,0.0,1741.84,8.238,7.091,-4998.737,4.378,4998.737,0.0,1141.712,31.048,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.68,-4998.0,6.803,4998.0,0.0,734.706,59.048
2019-02-14,40.75,-4995.62,42.017,4995.62,0.0,118.896,1712.185,2.84,-4999.54,2.87,4999.54,0.0,1741.84,8.152,7.583,-4998.737,4.378,4998.737,0.0,1141.712,33.198,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-15,40.9,-4995.62,42.017,4995.62,0.0,118.896,1718.487,2.76,-4999.54,2.87,4999.54,0.0,1741.84,7.922,7.462,-4998.737,4.378,4998.737,0.0,1141.712,32.67,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-19,40.73,-4995.62,42.017,4995.62,0.0,118.896,1711.345,2.76,-4999.54,2.87,4999.54,0.0,1741.84,7.922,7.402,-4998.737,4.378,4998.737,0.0,1141.712,32.406,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.6,-4998.0,6.803,4998.0,0.0,734.706,58.503
2019-02-20,40.47,-4995.62,42.017,4995.62,0.0,118.896,1700.42,2.77,-4999.54,2.87,4999.54,0.0,1741.84,7.951,7.358,-4998.737,4.378,4998.737,0.0,1141.712,32.218,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.7,-4998.0,6.803,4998.0,0.0,734.706,59.184
2019-02-21,39.68,-4995.62,42.017,4995.62,0.0,118.896,1667.227,2.84,-4999.54,2.87,4999.54,0.0,1741.84,8.152,7.307,-4998.737,4.378,4998.737,0.0,1141.712,31.991,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.8,-4998.0,6.803,4998.0,0.0,734.706,59.864
2019-02-22,40.44,-4995.62,42.017,4995.62,0.0,118.896,1699.16,2.88,-4999.54,2.87,4999.54,0.0,1741.84,8.266,7.333,-4998.737,4.378,4998.737,0.0,1141.712,32.104,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-02-25,40.8,-4995.62,42.017,4995.62,0.0,118.896,1714.286,2.83,-4999.54,2.87,4999.54,0.0,1741.84,8.123,7.014,-4998.737,4.378,4998.737,0.0,1141.712,30.709,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-02-26,40.17,-4995.62,42.017,4995.62,0.0,118.896,1687.815,2.79,-4999.54,2.87,4999.54,0.0,1741.84,8.008,7.143,-4998.737,4.378,4998.737,0.0,1141.712,31.274,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-02-27,39.83,-4995.62,42.017,4995.62,0.0,118.896,1673.529,2.73,-4999.54,2.87,4999.54,0.0,1741.84,7.836,6.85,-4998.737,4.378,4998.737,0.0,1141.712,29.992,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-02-28,39.33,-4995.62,42.017,4995.62,0.0,118.896,1652.521,2.66,-4999.54,2.87,4999.54,0.0,1741.84,7.635,6.833,-4998.737,4.378,4998.737,0.0,1141.712,29.916,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-01,39.04,-4995.62,42.017,4995.62,0.0,118.896,1640.336,2.72,-4999.54,2.87,4999.54,0.0,1741.84,7.807,8.048,-4998.737,4.378,4998.737,0.0,1141.712,35.236,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-04,37.93,-4995.62,42.017,4995.62,0.0,118.896,1593.697,2.63,-4999.54,2.87,4999.54,0.0,1741.84,7.549,7.979,-4998.737,4.378,4998.737,0.0,1141.712,34.934,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-05,37.99,-4995.62,42.017,4995.62,0.0,118.896,1596.219,2.79,-4999.54,2.87,4999.54,0.0,1741.84,8.008,8.22,-4998.737,4.378,4998.737,0.0,1141.712,35.99,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-06,37.66,-4995.62,42.017,4995.62,0.0,118.896,1582.353,2.84,-4999.54,2.87,4999.54,0.0,1741.84,8.152,7.97,-4998.737,4.378,4998.737,0.0,1141.712,34.896,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-07,37.46,-4995.62,42.017,4995.62,0.0,118.896,1573.95,2.89,-4999.54,2.87,4999.54,0.0,1741.84,8.295,8.651,-4998.737,4.378,4998.737,0.0,1141.712,37.876,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-08,36.97,-4995.62,42.017,4995.62,0.0,118.896,1553.361,2.87,-4999.54,2.87,4999.54,0.0,1741.84,8.238,9.271,-4998.737,4.378,4998.737,0.0,1141.712,40.593,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-11,37.76,-4995.62,42.017,4995.62,0.0,118.896,1586.555,2.89,-4999.54,2.87,4999.54,0.0,1741.84,8.295,8.66,-4998.737,4.378,4998.737,0.0,1141.712,37.914,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-12,37.72,-4995.62,42.017,4995.62,0.0,118.896,1584.874,2.95,-4999.54,2.87,4999.54,0.0,1741.84,8.467,8.599,-4998.737,4.378,4998.737,0.0,1141.712,37.65,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-13,37.52,-4995.62,42.017,4995.62,0.0,118.896,1576.471,3.04,-4999.54,2.87,4999.54,0.0,1741.84,8.726,8.28,-4998.737,4.378,4998.737,0.0,1141.712,36.254,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.0,-4998.0,6.803,4998.0,0.0,734.706,61.224
2019-03-14,37.64,-4995.62,42.017,4995.62,0.0,118.896,1581.513,3.06,-4999.54,2.87,4999.54,0.0,1741.84,8.783,7.832,-4998.737,4.378,4998.737,0.0,1141.712,34.292,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.2,-4998.0,6.803,4998.0,0.0,734.706,55.782
2019-03-15,38.8,-4995.62,42.017,4995.62,0.0,118.896,1630.252,2.9,-4999.54,2.87,4999.54,0.0,1741.84,8.324,7.901,-4998.737,4.378,4998.737,0.0,1141.712,34.594,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.95,-4998.0,6.803,4998.0,0.0,734.706,60.884
2019-03-18,38.8,-4995.62,42.017,4995.62,0.0,118.896,1630.252,3.02,-4999.54,2.87,4999.54,0.0,1741.84,8.668,8.479,-4998.737,4.378,4998.737,0.0,1141.712,37.122,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.95,-4998.0,6.803,4998.0,0.0,734.706,60.884
2019-03-19,38.26,-4995.62,42.017,4995.62,0.0,118.896,1607.563,3.11,-4999.54,2.87,4999.54,0.0,1741.84,8.927,9.133,-4998.737,4.378,4998.737,0.0,1141.712,39.989,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.1,-4998.0,6.803,4998.0,0.0,734.706,55.102
2019-03-20,37.93,-4995.62,42.017,4995.62,0.0,118.896,1593.697,3.21,-4999.54,2.87,4999.54,0.0,1741.84,9.214,9.478,-4998.737,4.378,4998.737,0.0,1141.712,41.498,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.8,-4998.0,6.803,4998.0,0.0,734.706,59.864
2019-03-21,37.79,-4995.62,42.017,4995.62,0.0,118.896,1587.815,3.16,-4999.54,2.87,4999.54,0.0,1741.84,9.07,10.012,-4998.737,4.378,4998.737,0.0,1141.712,43.837,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.8,-4998.0,6.803,4998.0,0.0,734.706,59.864
2019-03-22,36.34,-4995.62,42.017,4995.62,0.0,118.896,1526.891,3.04,-4999.54,2.87,4999.54,0.0,1741.84,8.726,9.426,-4998.737,4.378,4998.737,0.0,1141.712,41.272,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.88,-4998.0,6.803,4998.0,0.0,734.706,60.408
2019-03-25,36.4,-4995.62,42.017,4995.62,0.0,118.896,1529.412,3.02,-4999.54,2.87,4999.54,0.0,1741.84,8.668,9.065,-4998.737,4.378,4998.737,0.0,1141.712,39.687,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.9,-4998.0,6.803,4998.0,0.0,734.706,60.544
2019-03-26,36.38,-4995.62,42.017,4995.62,0.0,118.896,1528.571,3.06,-4999.54,2.87,4999.54,0.0,1741.84,8.783,9.392,-4998.737,4.378,4998.737,0.0,1141.712,41.121,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.9,-4998.0,6.803,4998.0,0.0,734.706,60.544
2019-03-27,36.44,-4995.62,42.017,4995.62,0.0,118.896,1531.092,2.99,-4999.54,2.87,4999.54,0.0,1741.84,8.582,9.616,-4998.737,4.378,4998.737,0.0,1141.712,42.102,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.9,-4998.0,6.803,4998.0,0.0,734.706,60.544
2019-03-28,36.15,-4995.62,42.017,4995.62,0.0,118.896,1518.908,3.2,-4999.54,2.87,4999.54,0.0,1741.84,9.185,9.289,-4998.737,4.378,4998.737,0.0,1141.712,40.668,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.9,-4998.0,6.803,4998.0,0.0,734.706,60.544
2019-03-29,37.06,-4995.62,42.017,4995.62,0.0,118.896,1557.143,3.54,-4999.54,2.87,4999.54,0.0,1741.84,10.161,9.495,-4998.737,4.378,4998.737,0.0,1141.712,41.573,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.9,-4998.0,6.803,4998.0,0.0,734.706,60.544
2019-04-01,39.08,-4995.62,42.017,4995.62,0.0,118.896,1642.017,4.06,-4999.54,2.87,4999.54,0.0,1741.84,11.653,9.711,-4998.737,4.378,4998.737,0.0,1141.712,42.517,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.95,-4998.0,6.803,4998.0,0.0,734.706,60.884
2019-04-02,39.22,-4995.62,42.017,4995.62,0.0,118.896,1647.899,4.35,-4999.54,2.87,4999.54,0.0,1741.84,12.486,9.383,-4998.737,4.378,4998.737,0.0,1141.712,41.083,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.9,-4998.0,6.803,4998.0,0.0,734.706,53.741
2019-04-03,39.62,-4995.62,42.017,4995.62,0.0,118.896,1664.706,4.62,-4999.54,2.87,4999.54,0.0,1741.84,13.261,9.444,-4998.737,4.378,4998.737,0.0,1141.712,41.347,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.0,-4998.0,6.803,4998.0,0.0,734.706,54.422
2019-04-04,40.0,-4995.62,42.017,4995.62,0.0,118.896,1680.672,4.53,-4999.54,2.87,4999.54,0.0,1741.84,13.002,8.866,-4998.737,4.378,4998.737,0.0,1141.712,38.819,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.1,-4998.0,6.803,4998.0,0.0,734.706,55.102
2019-04-05,39.94,-4995.62,42.017,4995.62,0.0,118.896,1678.151,5.5,-4999.54,2.87,4999.54,0.0,1741.84,15.786,8.634,-4998.737,4.378,4998.737,0.0,1141.712,37.801,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.16,-4998.0,6.803,4998.0,0.0,734.706,55.51
2019-04-08,39.54,-4995.62,42.017,4995.62,0.0,118.896,1661.345,6.15,-4999.54,2.87,4999.54,0.0,1741.84,17.652,8.427,-4998.737,4.378,4998.737,0.0,1141.712,36.895,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.3,-4998.0,6.803,4998.0,0.0,734.706,56.463
2019-04-09,39.39,-4995.62,42.017,4995.62,0.0,118.896,1655.042,6.27,-4999.54,2.87,4999.54,0.0,1741.84,17.997,8.143,-4998.737,4.378,4998.737,0.0,1141.712,35.651,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.08,-4998.0,6.803,4998.0,0.0,734.706,54.966
2019-04-10,39.72,-4995.62,42.017,4995.62,0.0,118.896,1668.908,5.88,-4999.54,2.87,4999.54,0.0,1741.84,16.877,8.255,-4998.737,4.378,4998.737,0.0,1141.712,36.141,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,7.9,-4998.0,6.803,4998.0,0.0,734.706,53.741
2019-04-11,39.71,-4995.62,42.017,4995.62,0.0,118.896,1668.487,5.65,-4999.54,2.87,4999.54,0.0,1741.84,16.217,8.151,-4998.737,4.378,4998.737,0.0,1141.712,35.688,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.7,-4998.0,6.803,4998.0,0.0,734.706,59.184
2019-04-12,40.32,-4995.62,42.017,4995.62,0.0,118.896,1694.118,5.74,-4999.54,2.87,4999.54,0.0,1741.84,16.475,7.867,-4998.737,4.378,4998.737,0.0,1141.712,34.443,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-04-15,40.49,-4995.62,42.017,4995.62,0.0,118.896,1701.261,5.35,-4999.54,2.87,4999.54,0.0,1741.84,15.356,7.746,-4998.737,4.378,4998.737,0.0,1141.712,33.915,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.65,-4998.0,6.803,4998.0,0.0,734.706,58.844
2019-04-16,40.9,-4995.62,42.017,4995.62,0.0,118.896,1718.487,5.95,-4999.54,2.87,4999.54,0.0,1741.84,17.078,7.591,-4998.737,4.378,4998.737,0.0,1141.712,33.236,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.55,-4998.0,6.803,4998.0,0.0,734.706,58.163
2019-04-17,40.89,-4995.62,42.017,4995.62,0.0,118.896,1718.067,5.78,-4999.54,2.87,4999.54,0.0,1741.84,16.59,7.462,-4998.737,4.378,4998.737,0.0,1141.712,32.67,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.5,-4998.0,6.803,4998.0,0.0,734.706,57.823
2019-04-18,40.57,-4995.62,42.017,4995.62,0.0,118.896,1704.622,5.95,-4999.54,2.87,4999.54,0.0,1741.84,17.078,7.496,-4998.737,4.378,4998.737,0.0,1141.712,32.821,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.7,-4998.0,6.803,4998.0,0.0,734.706,59.184
2019-04-22,39.84,-4995.62,42.017,4995.62,0.0,118.896,1673.95,6.15,-4999.54,2.87,4999.54,0.0,1741.84,17.652,7.858,-4998.737,4.378,4998.737,0.0,1141.712,34.406,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,8.62,-4998.0,6.803,4998.0,0.0,734.706,58.639
2019-04-23,40.47,-4995.62,42.017,4995.62,0.0,118.896,1700.42,6.6,-4999.54,2.87,4999.54,0.0,1741.84,18.944,8.108,-4998.737,4.378,4998.737,0.0,1141.712,35.5,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.1,-4998.0,6.803,4998.0,0.0,734.706,61.905
2019-04-24,38.68,-4995.62,42.017,4995.62,0.0,118.896,1625.21,6.7,-4999.54,2.87,4999.54,0.0,1741.84,19.231,7.919,-4998.737,4.378,4998.737,0.0,1141.712,34.67,0.0,-5000.0,0.0,5000.0,0.0,16666664.125,0.0,9.29,-4998.0,6.803,4998.0,0.0,734.706,63.197
