date,MMM_adj_close,MMM_cashflow,MMM_cml_units,MMM_cml_cost,MMM_gain_loss,MMM_avg_price,MMM_mktvalue
2019-06-10,154.494,0.0,0.0,0.0,0.0,,0.0
2019-06-11,155.063,0.0,0.0,0.0,0.0,,0.0
2019-06-12,155.155,0.0,0.0,0.0,0.0,,0.0
2019-06-13,155.008,0.0,0.0,0.0,0.0,,0.0
2019-06-14,153.025,0.0,0.0,0.0,0.0,,0.0
2019-06-17,153.107,0.0,0.0,0.0,0.0,,0.0
2019-06-18,157.771,0.0,0.0,0.0,0.0,,0.0
2019-06-19,156.752,0.0,0.0,0.0,0.0,,0.0
2019-06-20,159.68,0.0,0.0,0.0,0.0,,0.0
2019-06-21,159.139,0.0,0.0,0.0,0.0,,0.0
2019-06-24,159.166,0.0,0.0,0.0,0.0,,0.0
2019-06-25,157.927,0.0,0.0,0.0,0.0,,0.0
2019-06-26,157.789,0.0,0.0,0.0,0.0,,0.0
2019-06-27,157.44,0.0,0.0,0.0,0.0,,0.0
2019-06-28,159.13,0.0,0.0,0.0,0.0,,0.0
2019-07-01,160.204,0.0,0.0,0.0,0.0,,0.0
2019-07-02,159.754,0.0,0.0,0.0,0.0,,0.0
2019-07-03,160.635,0.0,0.0,0.0,0.0,,0.0
2019-07-05,157.899,0.0,0.0,0.0,0.0,,0.0
2019-07-08,155.32,0.0,0.0,0.0,0.0,,0.0
2019-07-09,152.116,0.0,0.0,0.0,0.0,,0.0
2019-07-10,152.116,0.0,0.0,0.0,0.0,,0.0
2019-07-11,155.182,0.0,0.0,0.0,0.0,,0.0
2019-07-12,159.13,0.0,0.0,0.0,0.0,,0.0
2019-07-15,158.671,0.0,0.0,0.0,0.0,,0.0
2019-07-16,162.021,0.0,0.0,0.0,0.0,,0.0
2019-07-17,160.351,0.0,0.0,0.0,0.0,,0.0
2019-07-18,158.873,0.0,0.0,0.0,0.0,,0.0
2019-07-19,158.459,0.0,0.0,0.0,0.0,,0.0
2019-07-22,160.323,0.0,0.0,0.0,0.0,,0.0
2019-07-23,162.967,0.0,0.0,0.0,0.0,,0.0
2019-07-24,164.711,0.0,0.0,0.0,0.0,,0.0
2019-07-25,163.527,0.0,0.0,0.0,0.0,,0.0
2019-07-26,159.717,0.0,0.0,0.0,0.0,,0.0
2019-07-29,162.269,0.0,0.0,0.0,0.0,,0.0
2019-07-30,163.068,0.0,0.0,0.0,0.0,,0.0
2019-07-31,160.396,0.0,0.0,0.0,0.0,,0.0
2019-08-01,159.148,0.0,0.0,0.0,0.0,,0.0
2019-08-02,156.568,0.0,0.0,0.0,0.0,,0.0
2019-08-05,151.207,0.0,0.0,0.0,0.0,,0.0
2019-08-06,150.289,0.0,0.0,0.0,0.0,,0.0
2019-08-07,150.225,0.0,0.0,0.0,0.0,,0.0
2019-08-08,150.757,0.0,0.0,0.0,0.0,,0.0
2019-08-09,150.069,0.0,0.0,0.0,0.0,,0.0
2019-08-12,148.811,0.0,0.0,0.0,0.0,,0.0
2019-08-13,151.363,0.0,0.0,0.0,0.0,,0.0
2019-08-14,145.791,0.0,0.0,0.0,0.0,,0.0
2019-08-15,145.3,0.0,0.0,0.0,0.0,,0.0
2019-08-16,149.617,0.0,0.0,0.0,0.0,,0.0
2019-08-19,150.96,0.0,0.0,0.0,0.0,,0.0
2019-08-20,149.163,0.0,0.0,0.0,0.0,,0.0
2019-08-21,149.293,0.0,0.0,0.0,0.0,,0.0
2019-08-22,149.042,0.0,0.0,0.0,0.0,,0.0
2019-08-23,144.383,0.0,0.0,0.0,0.0,,0.0
2019-08-26,144.633,0.0,0.0,0.0,0.0,,0.0
2019-08-27,144.29,0.0,0.0,0.0,0.0,,0.0
2019-08-28,145.957,0.0,0.0,0.0,0.0,,0.0
2019-08-29,148.561,0.0,0.0,0.0,0.0,,0.0
2019-08-30,149.821,0.0,0.0,0.0,0.0,,0.0
2019-09-03,146.967,0.0,0.0,0.0,0.0,,0.0
2019-09-04,148.292,0.0,0.0,0.0,0.0,,0.0
2019-09-05,152.146,0.0,0.0,0.0,0.0,,0.0
2019-09-06,151.877,0.0,0.0,0.0,0.0,,0.0
2019-09-09,153.73,0.0,0.0,0.0,0.0,,0.0
2019-09-10,156.435,0.0,0.0,0.0,0.0,,0.0
2019-09-11,155.713,0.0,0.0,0.0,0.0,,0.0
2019-09-12,158.029,0.0,0.0,0.0,0.0,,0.0
2019-09-13,158.825,0.0,0.0,0.0,0.0,,0.0
2019-09-16,157.186,0.0,0.0,0.0,0.0,,0.0
2019-09-17,155.703,0.0,0.0,0.0,0.0,,0.0
2019-09-18,155.12,0.0,0.0,0.0,0.0,,0.0
2019-09-19,154.777,0.0,0.0,0.0,0.0,,0.0
2019-09-20,154.49,0.0,0.0,0.0,0.0,,0.0
2019-09-23,154.49,0.0,0.0,0.0,0.0,,0.0
2019-09-24,152.618,0.0,0.0,0.0,0.0,,0.0
2019-09-25,151.933,0.0,0.0,0.0,0.0,,0.0
2019-09-26,151.775,0.0,0.0,0.0,0.0,,0.0
2019-09-27,152.424,0.0,0.0,0.0,0.0,,0.0
2019-09-30,152.303,0.0,0.0,0.0,0.0,,0.0
2019-10-01,146.726,0.0,0.0,0.0,0.0,,0.0
2019-10-02,144.197,0.0,0.0,0.0,0.0,,0.0
2019-10-03,143.808,0.0,0.0,0.0,0.0,,0.0
2019-10-04,144.355,0.0,0.0,0.0,0.0,,0.0
2019-10-07,142.224,0.0,0.0,0.0,0.0,,0.0
2019-10-08,139.649,0.0,0.0,0.0,0.0,,0.0
2019-10-09,139.88,0.0,0.0,0.0,0.0,,0.0
2019-10-10,141.103,0.0,0.0,0.0,0.0,,0.0
2019-10-11,146.467,0.0,0.0,0.0,0.0,,0.0
2019-10-14,148.7,0.0,0.0,0.0,0.0,,0.0
2019-10-15,150.988,0.0,0.0,0.0,0.0,,0.0
2019-10-16,150.247,0.0,0.0,0.0,0.0,,0.0
2019-10-17,151.507,0.0,0.0,0.0,0.0,,0.0
2019-10-18,151.099,0.0,0.0,0.0,0.0,,0.0
2019-10-21,153.73,0.0,0.0,0.0,0.0,,0.0
2019-10-22,155.212,0.0,0.0,0.0,0.0,,0.0
2019-10-23,156.343,0.0,0.0,0.0,0.0,,0.0
2019-10-24,149.978,0.0,0.0,0.0,0.0,,0.0
2019-10-25,153.869,0.0,0.0,0.0,0.0,,0.0
2019-10-28,156.621,0.0,0.0,0.0,0.0,,0.0
2019-10-29,156.389,0.0,0.0,0.0,0.0,,0.0
2019-10-30,155.981,0.0,0.0,0.0,0.0,,0.0
2019-10-31,152.85,0.0,0.0,0.0,0.0,,0.0
2019-11-01,157.575,0.0,0.0,0.0,0.0,,0.0
2019-11-04,162.031,0.0,0.0,0.0,0.0,,0.0
2019-11-05,162.374,0.0,0.0,0.0,0.0,,0.0
2019-11-06,161.197,0.0,0.0,0.0,0.0,,0.0
2019-11-07,161.679,0.0,0.0,0.0,0.0,,0.0
2019-11-08,160.41,0.0,0.0,0.0,0.0,,0.0
2019-11-11,157.593,0.0,0.0,0.0,0.0,,0.0
2019-11-12,158.27,0.0,0.0,0.0,0.0,,0.0
2019-11-13,158.001,0.0,0.0,0.0,0.0,,0.0
2019-11-14,158.353,0.0,0.0,0.0,0.0,,0.0
2019-11-15,159.233,0.0,0.0,0.0,0.0,,0.0
2019-11-18,157.992,0.0,0.0,0.0,0.0,,0.0
2019-11-19,158.121,0.0,0.0,0.0,0.0,,0.0
2019-11-20,155.425,0.0,0.0,0.0,0.0,,0.0
2019-11-21,154.314,0.0,0.0,0.0,0.0,,0.0
2019-11-22,156.612,0.0,0.0,0.0,0.0,,0.0
2019-11-25,159.079,0.0,0.0,0.0,0.0,,0.0
2019-11-26,158.135,0.0,0.0,0.0,0.0,,0.0
2019-11-27,159.425,0.0,0.0,0.0,0.0,,0.0
2019-11-29,158.64,0.0,0.0,0.0,0.0,,0.0
2019-12-02,157.238,0.0,0.0,0.0,0.0,,0.0
2019-12-03,154.342,0.0,0.0,0.0,0.0,,0.0
2019-12-04,156.182,0.0,0.0,0.0,0.0,,0.0
2019-12-05,153.594,0.0,0.0,0.0,0.0,,0.0
2019-12-06,160.229,0.0,0.0,0.0,0.0,,0.0
2019-12-09,158.696,0.0,0.0,0.0,0.0,,0.0
2019-12-10,156.668,0.0,0.0,0.0,0.0,,0.0
2019-12-11,157.678,0.0,0.0,0.0,0.0,,0.0
2019-12-12,157.509,0.0,0.0,0.0,0.0,,0.0
2019-12-13,157.724,0.0,0.0,0.0,0.0,,0.0
2019-12-16,159.556,0.0,0.0,0.0,0.0,,0.0
2019-12-17,158.789,0.0,0.0,0.0,0.0,,0.0
2019-12-18,157.949,0.0,0.0,0.0,0.0,,0.0
2019-12-19,160.864,0.0,0.0,0.0,0.0,,0.0
2019-12-20,163.873,0.0,0.0,0.0,0.0,,0.0
2019-12-23,166.77,0.0,0.0,0.0,0.0,,0.0
2019-12-24,165.097,0.0,0.0,0.0,0.0,,0.0
2019-12-26,165.013,0.0,0.0,0.0,0.0,,0.0
2019-12-27,165.639,0.0,0.0,0.0,0.0,,0.0
2019-12-30,164.303,0.0,0.0,0.0,0.0,,0.0
2019-12-31,164.854,0.0,0.0,0.0,0.0,,0.0
2020-01-02,168.199,0.0,0.0,0.0,0.0,,0.0
2020-01-03,166.751,0.0,0.0,0.0,0.0,,0.0
2020-01-06,166.91,0.0,0.0,0.0,0.0,,0.0
2020-01-07,166.237,0.0,0.0,0.0,0.0,,0.0
2020-01-08,168.788,-180.95,1.0,180.95,0.0,180.95,168.788
2020-01-09,169.321,-180.95,1.0,180.95,0.0,180.95,169.321
2020-01-10,168.638,-180.95,1.0,180.95,0.0,180.95,168.638
2020-01-13,169.059,-180.95,1.0,180.95,0.0,180.95,169.059
2020-01-14,169.48,-180.95,1.0,180.95,0.0,180.95,169.48
2020-01-15,167.994,-180.95,1.0,180.95,0.0,180.95,167.994
2020-01-16,169.143,-180.95,1.0,180.95,0.0,180.95,169.143
2020-01-17,169.461,-180.95,1.0,180.95,0.0,180.95,169.461
2020-01-21,167.629,-180.95,1.0,180.95,0.0,180.95,167.629
2020-01-22,166.358,-180.95,1.0,180.95,0.0,180.95,166.358
2020-01-23,166.087,-180.95,1.0,180.95,0.0,180.95,166.087
2020-01-24,166.471,-180.95,1.0,180.95,0.0,180.95,166.471
2020-01-27,164.116,-180.95,1.0,180.95,0.0,180.95,164.116
2020-01-28,154.725,-180.95,1.0,180.95,0.0,180.95,154.725
2020-01-29,151.379,-180.95,1.0,180.95,0.0,180.95,151.379
2020-01-30,151.856,-180.95,1.0,180.95,0.0,180.95,151.856
2020-01-31,148.258,-180.95,1.0,180.95,0.0,180.95,148.258
2020-02-03,146.324,-180.95,1.0,180.95,0.0,180.95,146.324
2020-02-04,146.931,-180.95,1.0,180.95,0.0,180.95,146.931
2020-02-05,151.688,-180.95,1.0,180.95,0.0,180.95,151.688
2020-02-06,152.211,-180.95,1.0,180.95,0.0,180.95,152.211
2020-02-07,149.585,-180.95,1.0,180.95,0.0,180.95,149.585
2020-02-10,149.651,-180.95,1.0,180.95,0.0,180.95,149.651
2020-02-11,151.8,-180.95,1.0,180.95,0.0,180.95,151.8
2020-02-12,153.061,-180.95,1.0,180.95,0.0,180.95,153.061
2020-02-13,150.638,-180.95,1.0,180.95,0.0,180.95,150.638
2020-02-14,151.817,-180.95,1.0,180.95,0.0,180.95,151.817
2020-02-18,149.808,-180.95,1.0,180.95,0.0,180.95,149.808
2020-02-19,150.242,-180.95,1.0,180.95,0.0,180.95,150.242
2020-02-20,149.507,-180.95,1.0,180.95,0.0,180.95,149.507
2020-02-21,147.97,-180.95,1.0,180.95,0.0,180.95,147.97
2020-02-24,143.84,-180.95,1.0,180.95,0.0,180.95,143.84
2020-02-25,138.465,-180.95,1.0,180.95,0.0,180.95,138.465
2020-02-26,140.455,-180.95,1.0,180.95,0.0,180.95,140.455
2020-02-27,141.586,-180.95,1.0,180.95,0.0,180.95,141.586
2020-02-28,140.719,-180.95,1.0,180.95,0.0,180.95,140.719
2020-03-02,144.283,-180.95,1.0,180.95,0.0,180.95,144.283
2020-03-03,136.947,-180.95,1.0,180.95,0.0,180.95,136.947
2020-03-04,145.188,-180.95,1.0,180.95,0.0,180.95,145.188
2020-03-05,142.765,-180.95,1.0,180.95,0.0,180.95,142.765
2020-03-06,144.877,-180.95,1.0,180.95,0.0,180.95,144.877
2020-03-09,135.835,-180.95,1.0,180.95,0.0,180.95,135.835
2020-03-10,144.547,-180.95,1.0,180.95,0.0,180.95,144.547
2020-03-11,138.833,-180.95,1.0,180.95,0.0,180.95,138.833
2020-03-12,125.953,-180.95,1.0,180.95,0.0,180.95,125.953
2020-03-13,133.59,-180.95,1.0,180.95,0.0,180.95,133.59
2020-03-16,123.435,-180.95,1.0,180.95,0.0,180.95,123.435
2020-03-17,126.764,-180.95,1.0,180.95,0.0,180.95,126.764
2020-03-18,129.197,-180.95,1.0,180.95,0.0,180.95,129.197
2020-03-19,129.659,-180.95,1.0,180.95,0.0,180.95,129.659
2020-03-20,117.759,-180.95,1.0,180.95,0.0,180.95,117.759
2020-03-23,111.14,-180.95,1.0,180.95,0.0,180.95,111.14
2020-03-24,125.142,-180.95,1.0,180.95,0.0,180.95,125.142
2020-03-25,124.029,-180.95,1.0,180.95,0.0,180.95,124.029
2020-03-26,128.404,-180.95,1.0,180.95,0.0,180.95,128.404
2020-03-27,125.632,-180.95,1.0,180.95,0.0,180.95,125.632
2020-03-30,129.875,-180.95,1.0,180.95,0.0,180.95,129.875
2020-03-31,128.716,-180.95,1.0,180.95,0.0,180.95,128.716
2020-04-01,125.538,-180.95,1.0,180.95,0.0,180.95,125.538
2020-04-02,130.036,-180.95,1.0,180.95,0.0,180.95,130.036
2020-04-03,126.151,-180.95,1.0,180.95,0.0,180.95,126.151
2020-04-06,132.666,-180.95,1.0,180.95,0.0,180.95,132.666
2020-04-07,136.344,-180.95,1.0,180.95,0.0,180.95,136.344
2020-04-08,140.483,-180.95,1.0,180.95,0.0,180.95,140.483
2020-04-09,139.342,-180.95,1.0,180.95,0.0,180.95,139.342
2020-04-13,138.041,-180.95,1.0,180.95,0.0,180.95,138.041
2020-04-14,141.567,-180.95,1.0,180.95,0.0,180.95,141.567
2020-04-15,136.872,-180.95,1.0,180.95,0.0,180.95,136.872
2020-04-16,136.627,-180.95,1.0,180.95,0.0,180.95,136.627
2020-04-17,138.098,-180.95,1.0,180.95,0.0,180.95,138.098
2020-04-20,135.467,-180.95,1.0,180.95,0.0,180.95,135.467
2020-04-21,133.543,-180.95,1.0,180.95,0.0,180.95,133.543
2020-04-22,135.41,-180.95,1.0,180.95,0.0,180.95,135.41
2020-04-23,136.089,-180.95,1.0,180.95,0.0,180.95,136.089
2020-04-24,138.607,-180.95,1.0,180.95,0.0,180.95,138.607
2020-04-27,144.877,-180.95,1.0,180.95,0.0,180.95,144.877
2020-04-28,148.611,-180.95,1.0,180.95,0.0,180.95,148.611
2020-04-29,147.338,-180.95,1.0,180.95,0.0,180.95,147.338
2020-04-30,143.246,-180.95,1.0,180.95,0.0,180.95,143.246
2020-05-01,140.115,-180.95,1.0,180.95,0.0,180.95,140.115
2020-05-04,139.927,-180.95,1.0,180.95,0.0,180.95,139.927
2020-05-05,139.012,-180.95,1.0,180.95,0.0,180.95,139.012
2020-05-06,137.852,-180.95,1.0,180.95,0.0,180.95,137.852
2020-05-07,137.419,-180.95,1.0,180.95,0.0,180.95,137.419
2020-05-08,140.03,-180.95,1.0,180.95,0.0,180.95,140.03
2020-05-11,137.409,-180.95,1.0,180.95,0.0,180.95,137.409
2020-05-12,133.44,-180.95,1.0,180.95,0.0,180.95,133.44
2020-05-13,128.348,-180.95,1.0,180.95,0.0,180.95,128.348
2020-05-14,128.225,-180.95,1.0,180.95,0.0,180.95,128.225
2020-05-15,130.771,-180.95,1.0,180.95,0.0,180.95,130.771
2020-05-18,140.747,-180.95,1.0,180.95,0.0,180.95,140.747
2020-05-19,139.908,-180.95,1.0,180.95,0.0,180.95,139.908
2020-05-20,141.134,-180.95,1.0,180.95,0.0,180.95,141.134
2020-05-21,138.848,-180.95,1.0,180.95,0.0,180.95,138.848
2020-05-22,139.448,-180.95,1.0,180.95,0.0,180.95,139.448
2020-05-26,144.819,-180.95,1.0,180.95,0.0,180.95,144.819
2020-05-27,150.599,-180.95,1.0,180.95,0.0,180.95,150.599
2020-05-28,149.333,-180.95,1.0,180.95,0.0,180.95,149.333
2020-05-29,148.971,-180.95,1.0,180.95,0.0,180.95,148.971
2020-06-01,148.152,-180.95,1.0,180.95,0.0,180.95,148.152
2020-06-02,150.113,-180.95,1.0,180.95,0.0,180.95,150.113
2020-06-03,153.513,-180.95,1.0,180.95,0.0,180.95,153.513
2020-06-04,154.789,-180.95,1.0,180.95,0.0,180.95,154.789
2020-06-05,159.417,-180.95,1.0,180.95,0.0,180.95,159.417
2020-06-08,158.903,-180.95,1.0,180.95,0.0,180.95,158.903
2020-06-09,158.741,-180.95,1.0,180.95,0.0,180.95,158.741
2020-06-10,156.075,-180.95,1.0,180.95,0.0,180.95,156.075
2020-06-11,145.105,-180.95,1.0,180.95,0.0,180.95,145.105
2020-06-12,147.476,-180.95,1.0,180.95,0.0,180.95,147.476
2020-06-15,150.199,-180.95,1.0,180.95,0.0,180.95,150.199
2020-06-16,152.046,-180.95,1.0,180.95,0.0,180.95,152.046
2020-06-17,151.618,-180.95,1.0,180.95,0.0,180.95,151.618
2020-06-18,151.608,-180.95,1.0,180.95,0.0,180.95,151.608
2020-06-19,150.599,-180.95,1.0,180.95,0.0,180.95,150.599
2020-06-22,149.209,-180.95,1.0,180.95,0.0,180.95,149.209
2020-06-23,150.304,-180.95,1.0,180.95,0.0,180.95,150.304
2020-06-24,144.952,-180.95,1.0,180.95,0.0,180.95,144.952
2020-06-25,147.285,-180.95,1.0,180.95,0.0,180.95,147.285
2020-06-26,145.238,-180.95,1.0,180.95,0.0,180.95,145.238
2020-06-29,148.142,-180.95,1.0,180.95,0.0,180.95,148.142
2020-06-30,148.542,-180.95,1.0,180.95,0.0,180.95,148.542
2020-07-01,148.009,-180.95,1.0,180.95,0.0,180.95,148.009
2020-07-02,149.542,-180.95,1.0,180.95,0.0,180.95,149.542
2020-07-06,150.551,-180.95,1.0,180.95,0.0,180.95,150.551
2020-07-07,147.428,-180.95,1.0,180.95,0.0,180.95,147.428
2020-07-08,147.2,-180.95,1.0,180.95,0.0,180.95,147.2
2020-07-09,144.219,-180.95,1.0,180.95,0.0,180.95,144.219
2020-07-10,145.552,-180.95,1.0,180.95,0.0,180.95,145.552
2020-07-13,147.409,-180.95,1.0,180.95,0.0,180.95,147.409
2020-07-14,150.97,-180.95,1.0,180.95,0.0,180.95,150.97
2020-07-15,151.723,-180.95,1.0,180.95,0.0,180.95,151.723
2020-07-16,152.837,-180.95,1.0,180.95,0.0,180.95,152.837
2020-07-17,152.199,-180.95,1.0,180.95,0.0,180.95,152.199
2020-07-20,148.904,-180.95,1.0,180.95,0.0,180.95,148.904
2020-07-21,150.266,-180.95,1.0,180.95,0.0,180.95,150.266
2020-07-22,151.132,-180.95,1.0,180.95,0.0,180.95,151.132
2020-07-23,151.685,-180.95,1.0,180.95,0.0,180.95,151.685
2020-07-24,152.208,-180.95,1.0,180.95,0.0,180.95,152.208
2020-07-27,155.446,-180.95,1.0,180.95,0.0,180.95,155.446
2020-07-28,147.914,-180.95,1.0,180.95,0.0,180.95,147.914
2020-07-29,148.79,-180.95,1.0,180.95,0.0,180.95,148.79
2020-07-30,144.857,-180.95,1.0,180.95,0.0,180.95,144.857
2020-07-31,143.286,-180.95,1.0,180.95,0.0,180.95,143.286
2020-08-03,143.229,-180.95,1.0,180.95,0.0,180.95,143.229
2020-08-04,143.99,-180.95,1.0,180.95,0.0,180.95,143.99
2020-08-05,147.933,-180.95,1.0,180.95,0.0,180.95,147.933
2020-08-06,148.552,-180.95,1.0,180.95,0.0,180.95,148.552
2020-08-07,150.77,-180.95,1.0,180.95,0.0,180.95,150.77
2020-08-10,153.732,-180.95,1.0,180.95,0.0,180.95,153.732
2020-08-11,155.579,-180.95,1.0,180.95,0.0,180.95,155.579
2020-08-12,156.417,-180.95,1.0,180.95,0.0,180.95,156.417
2020-08-13,157.941,-180.95,1.0,180.95,0.0,180.95,157.941
2020-08-14,158.17,-180.95,1.0,180.95,0.0,180.95,158.17
2020-08-17,156.846,-180.95,1.0,180.95,0.0,180.95,156.846
2020-08-18,156.532,-180.95,1.0,180.95,0.0,180.95,156.532
2020-08-19,156.141,-180.95,1.0,180.95,0.0,180.95,156.141
2020-08-20,155.189,-180.95,1.0,180.95,0.0,180.95,155.189
