date,MMM_adj_close,MMM_cashflow,MMM_cml_units,MMM_cml_cost,MMM_gain_loss,MMM_avg_price,MMM_mktvalue
2020-08-21,155.391,-180.95,1.0,180.95,0.0,180.95,155.391
2020-08-24,157.14,-180.95,1.0,180.95,0.0,180.95,157.14
2020-08-25,156.726,-180.95,1.0,180.95,0.0,180.95,156.726
2020-08-26,157.495,-180.95,1.0,180.95,0.0,180.95,157.495
2020-08-27,157.668,-180.95,1.0,180.95,0.0,180.95,157.668
2020-08-28,159.186,-180.95,1.0,180.95,0.0,180.95,159.186
2020-08-31,156.65,-180.95,1.0,180.95,0.0,180.95,156.65
2020-09-01,158.36,-180.95,1.0,180.95,0.0,180.95,158.36
2020-09-02,162.886,-180.95,1.0,180.95,0.0,180.95,162.886
2020-09-03,159.811,-180.95,1.0,180.95,0.0,180.95,159.811
2020-09-04,159.292,-180.95,1.0,180.95,0.0,180.95,159.292
2020-09-08,156.794,-180.95,1.0,180.95,0.0,180.95,156.794
2020-09-09,159.225,-180.95,1.0,180.95,0.0,180.95,159.225
2020-09-10,156.774,-180.95,1.0,180.95,0.0,180.95,156.774
2020-09-11,159.676,-180.95,1.0,180.95,0.0,180.95,159.676
2020-09-14,161.877,-180.95,1.0,180.95,0.0,180.95,161.877
2020-09-15,160.061,-180.95,1.0,180.95,0.0,180.95,160.061
2020-09-16,162.886,-180.95,1.0,180.95,0.0,180.95,162.886
2020-09-17,165.644,-180.95,1.0,180.95,0.0,180.95,165.644
2020-09-18,162.924,-180.95,1.0,180.95,0.0,180.95,162.924
2020-09-21,155.054,-180.95,1.0,180.95,0.0,180.95,155.054
2020-09-22,155.996,-180.95,1.0,180.95,0.0,180.95,155.996
2020-09-23,153.277,-180.95,1.0,180.95,0.0,180.95,153.277
2020-09-24,154.151,-180.95,1.0,180.95,0.0,180.95,154.151
2020-09-25,154.007,-180.95,1.0,180.95,0.0,180.95,154.007
2020-09-28,155.343,-180.95,1.0,180.95,0.0,180.95,155.343
2020-09-29,153.565,-180.95,1.0,180.95,0.0,180.95,153.565
2020-09-30,153.921,-180.95,1.0,180.95,0.0,180.95,153.921
2020-10-01,152.585,-180.95,1.0,180.95,0.0,180.95,152.585
2020-10-02,154.093,-180.95,1.0,180.95,0.0,180.95,154.093
2020-10-05,156.39,-180.95,1.0,180.95,0.0,180.95,156.39
2020-10-06,155.89,-180.95,1.0,180.95,0.0,180.95,155.89
2020-10-07,159.984,-180.95,1.0,180.95,0.0,180.95,159.984
2020-10-08,161.156,-180.95,1.0,180.95,0.0,180.95,161.156
2020-10-09,162.684,-180.95,1.0,180.95,0.0,180.95,162.684
2020-10-12,162.06,-180.95,1.0,180.95,0.0,180.95,162.06
2020-10-13,160.118,-180.95,1.0,180.95,0.0,180.95,160.118
2020-10-14,161.819,-180.95,1.0,180.95,0.0,180.95,161.819
2020-10-15,162.473,-180.95,1.0,180.95,0.0,180.95,162.473
2020-10-16,164.289,-180.95,1.0,180.95,0.0,180.95,164.289
2020-10-19,162.924,-180.95,1.0,180.95,0.0,180.95,162.924
2020-10-20,164.27,-180.95,1.0,180.95,0.0,180.95,164.27
2020-10-21,162.559,-180.95,1.0,180.95,0.0,180.95,162.559
2020-10-22,164.039,-180.95,1.0,180.95,0.0,180.95,164.039
2020-10-23,163.165,-180.95,1.0,180.95,0.0,180.95,163.165
2020-10-26,159.667,-180.95,1.0,180.95,0.0,180.95,159.667
2020-10-27,154.737,-180.95,1.0,180.95,0.0,180.95,154.737
2020-10-28,152.335,-180.95,1.0,180.95,0.0,180.95,152.335
2020-10-29,152.287,-180.95,1.0,180.95,0.0,180.95,152.287
2020-10-30,153.709,-180.95,1.0,180.95,0.0,180.95,153.709
2020-11-02,156.573,-180.95,1.0,180.95,0.0,180.95,156.573
2020-11-03,159.042,-180.95,1.0,180.95,0.0,180.95,159.042
2020-11-04,153.901,-180.95,1.0,180.95,0.0,180.95,153.901
2020-11-05,156.822,-180.95,1.0,180.95,0.0,180.95,156.822
2020-11-06,156.65,-180.95,1.0,180.95,0.0,180.95,156.65
2020-11-09,157.044,-180.95,1.0,180.95,0.0,180.95,157.044
2020-11-10,162.53,-180.95,1.0,180.95,0.0,180.95,162.53
2020-11-11,162.598,-180.95,1.0,180.95,0.0,180.95,162.598
2020-11-12,160.522,-180.95,1.0,180.95,0.0,180.95,160.522
2020-11-13,163.155,-180.95,1.0,180.95,0.0,180.95,163.155
2020-11-16,167.066,-180.95,1.0,180.95,0.0,180.95,167.066
2020-11-17,166.855,-180.95,1.0,180.95,0.0,180.95,166.855
2020-11-18,164.702,-180.95,1.0,180.95,0.0,180.95,164.702
2020-11-19,166.33,-180.95,1.0,180.95,0.0,180.95,166.33
2020-11-20,167.571,-180.95,1.0,180.95,0.0,180.95,167.571
2020-11-23,168.783,-180.95,1.0,180.95,0.0,180.95,168.783
2020-11-24,171.632,-180.95,1.0,180.95,0.0,180.95,171.632
2020-11-25,171.671,-180.95,1.0,180.95,0.0,180.95,171.671
2020-11-27,171.448,-180.95,1.0,180.95,0.0,180.95,171.448
2020-11-30,167.416,-180.95,1.0,180.95,0.0,180.95,167.416
2020-12-01,165.274,-180.95,1.0,180.95,0.0,180.95,165.274
2020-12-02,166.563,-180.95,1.0,180.95,0.0,180.95,166.563
2020-12-03,166.544,-180.95,1.0,180.95,0.0,180.95,166.544
2020-12-04,167.154,-180.95,1.0,180.95,0.0,180.95,167.154
2020-12-07,164.915,-180.95,1.0,180.95,0.0,180.95,164.915
2020-12-08,167.154,-180.95,1.0,180.95,0.0,180.95,167.154
2020-12-09,169.897,-180.95,1.0,180.95,0.0,180.95,169.897
2020-12-10,168.153,-180.95,1.0,180.95,0.0,180.95,168.153
2020-12-11,168.666,-180.95,1.0,180.95,0.0,180.95,168.666
2020-12-14,167.755,-180.95,1.0,180.95,0.0,180.95,167.755
2020-12-15,169.306,-180.95,1.0,180.95,0.0,180.95,169.306
2020-12-16,170.013,-180.95,1.0,180.95,0.0,180.95,170.013
2020-12-17,171.215,-180.95,1.0,180.95,0.0,180.95,171.215
2020-12-18,170.992,-180.95,1.0,180.95,0.0,180.95,170.992
2020-12-21,170.256,-180.95,1.0,180.95,0.0,180.95,170.256
2020-12-22,169.403,-180.95,1.0,180.95,0.0,180.95,169.403
2020-12-23,168.637,-180.95,1.0,180.95,0.0,180.95,168.637
2020-12-24,169.151,-180.95,1.0,180.95,0.0,180.95,169.151
2020-12-28,169.335,-180.95,1.0,180.95,0.0,180.95,169.335
2020-12-29,168.501,-180.95,1.0,180.95,0.0,180.95,168.501
2020-12-30,168.753,-180.95,1.0,180.95,0.0,180.95,168.753
2020-12-31,169.413,-180.95,1.0,180.95,0.0,180.95,169.413
2021-01-04,166.582,-180.95,1.0,180.95,0.0,180.95,166.582
2021-01-05,166.301,-180.95,1.0,180.95,0.0,180.95,166.301
2021-01-06,168.831,-180.95,1.0,180.95,0.0,180.95,168.831
2021-01-07,164.499,-180.95,1.0,180.95,0.0,180.95,164.499
2021-01-08,161.494,-180.95,1.0,180.95,0.0,180.95,161.494
2021-01-11,160.118,-180.95,1.0,180.95,0.0,180.95,160.118
2021-01-12,161.387,-180.95,1.0,180.95,0.0,180.95,161.387
2021-01-13,161.164,-180.95,1.0,180.95,0.0,180.95,161.164
2021-01-14,161.29,-180.95,1.0,180.95,0.0,180.95,161.29
2021-01-15,160.457,-180.95,1.0,180.95,0.0,180.95,160.457
2021-01-19,163.917,-180.95,1.0,180.95,0.0,180.95,163.917
2021-01-20,164.983,-180.95,1.0,180.95,0.0,180.95,164.983
2021-01-21,165.419,-180.95,1.0,180.95,0.0,180.95,165.419
2021-01-22,163.839,-180.95,1.0,180.95,0.0,180.95,163.839
2021-01-25,165.148,-180.95,1.0,180.95,0.0,180.95,165.148
2021-01-26,170.537,-180.95,1.0,180.95,0.0,180.95,170.537
2021-01-27,180.908,-180.95,1.0,180.95,0.0,180.95,180.908
2021-01-28,177.777,-180.95,1.0,180.95,0.0,180.95,177.777
2021-01-29,170.256,-180.95,1.0,180.95,0.0,180.95,170.256
2021-02-01,169.325,-180.95,1.0,180.95,0.0,180.95,169.325
2021-02-02,169.635,-180.95,1.0,180.95,0.0,180.95,169.635
2021-02-03,170.081,-180.95,1.0,180.95,0.0,180.95,170.081
2021-02-04,171.651,-180.95,1.0,180.95,0.0,180.95,171.651
2021-02-05,173.503,-180.95,1.0,180.95,0.0,180.95,173.503
2021-02-08,175.199,-180.95,1.0,180.95,0.0,180.95,175.199
2021-02-09,175.373,-180.95,1.0,180.95,0.0,180.95,175.373
2021-02-10,175.509,-180.95,1.0,180.95,0.0,180.95,175.509
2021-02-11,173.173,-180.95,1.0,180.95,0.0,180.95,173.173
2021-02-12,174.63,-180.95,1.0,180.95,0.0,180.95,174.63
2021-02-16,172.607,-180.95,1.0,180.95,0.0,180.95,172.607
2021-02-17,172.626,-180.95,1.0,180.95,0.0,180.95,172.626
2021-02-18,175.284,-180.95,1.0,180.95,0.0,180.95,175.284
2021-02-19,172.519,-180.95,1.0,180.95,0.0,180.95,172.519
2021-02-22,172.108,-180.95,1.0,180.95,0.0,180.95,172.108
2021-02-23,172.157,-180.95,1.0,180.95,0.0,180.95,172.157
2021-02-24,173.584,-180.95,1.0,180.95,0.0,180.95,173.584
2021-02-25,174.688,-180.95,1.0,180.95,0.0,180.95,174.688
2021-02-26,171.072,-180.95,1.0,180.95,0.0,180.95,171.072
2021-03-01,172.392,-180.95,1.0,180.95,0.0,180.95,172.392
2021-03-02,173.076,-180.95,1.0,180.95,0.0,180.95,173.076
2021-03-03,174.004,-180.95,1.0,180.95,0.0,180.95,174.004
2021-03-04,173.584,-180.95,1.0,180.95,0.0,180.95,173.584
2021-03-05,176.682,-180.95,1.0,180.95,0.0,180.95,176.682
2021-03-08,179.584,-180.95,1.0,180.95,0.0,180.95,179.584
2021-03-09,177.053,-180.95,1.0,180.95,0.0,180.95,177.053
2021-03-10,180.307,-180.95,1.0,180.95,0.0,180.95,180.307
2021-03-11,180.366,-180.95,1.0,180.95,0.0,180.95,180.366
2021-03-12,180.708,-180.95,1.0,180.95,0.0,180.95,180.708
2021-03-15,185.164,-180.95,1.0,180.95,0.0,180.95,185.164
2021-03-16,182.594,-180.95,1.0,180.95,0.0,180.95,182.594
2021-03-17,184.011,-180.95,1.0,180.95,0.0,180.95,184.011
2021-03-18,186.649,-180.95,1.0,180.95,0.0,180.95,186.649
2021-03-19,184.412,-180.95,1.0,180.95,0.0,180.95,184.412
2021-03-22,185.154,-180.95,1.0,180.95,0.0,180.95,185.154
2021-03-23,184.04,-180.95,1.0,180.95,0.0,180.95,184.04
2021-03-24,186.346,-180.95,1.0,180.95,0.0,180.95,186.346
2021-03-25,188.702,-180.95,1.0,180.95,0.0,180.95,188.702
2021-03-26,190.441,-180.95,1.0,180.95,0.0,180.95,190.441
2021-03-29,191.281,-180.95,1.0,180.95,0.0,180.95,191.281
2021-03-30,190.206,-180.95,1.0,180.95,0.0,180.95,190.206
2021-03-31,188.291,-180.95,1.0,180.95,0.0,180.95,188.291
2021-04-01,188.311,-180.95,1.0,180.95,0.0,180.95,188.311
2021-04-05,190.529,-180.95,1.0,180.95,0.0,180.95,190.529
2021-04-06,190.402,-180.95,1.0,180.95,0.0,180.95,190.402
2021-04-07,190.509,-180.95,1.0,180.95,0.0,180.95,190.509
2021-04-08,191.262,-180.95,1.0,180.95,0.0,180.95,191.262
2021-04-09,193.49,-180.95,1.0,180.95,0.0,180.95,193.49
2021-04-12,193.324,-180.95,1.0,180.95,0.0,180.95,193.324
2021-04-13,191.995,-180.95,1.0,180.95,0.0,180.95,191.995
2021-04-14,192.268,-180.95,1.0,180.95,0.0,180.95,192.268
2021-04-15,192.982,-180.95,1.0,180.95,0.0,180.95,192.982
2021-04-16,194.057,-180.95,1.0,180.95,0.0,180.95,194.057
2021-04-19,194.066,-180.95,1.0,180.95,0.0,180.95,194.066
2021-04-20,193.783,-180.95,1.0,180.95,0.0,180.95,193.783
2021-04-21,196.304,-180.95,1.0,180.95,0.0,180.95,196.304
2021-04-22,196.324,-180.95,1.0,180.95,0.0,180.95,196.324
2021-04-23,197.594,-180.95,1.0,180.95,0.0,180.95,197.594
2021-04-26,195.083,-180.95,1.0,180.95,0.0,180.95,195.083
2021-04-27,190.021,-180.95,1.0,180.95,0.0,180.95,190.021
2021-04-28,191.467,-180.95,1.0,180.95,0.0,180.95,191.467
2021-04-29,194.516,-180.95,1.0,180.95,0.0,180.95,194.516
2021-04-30,192.65,-180.95,1.0,180.95,0.0,180.95,192.65
2021-05-03,194.086,-180.95,1.0,180.95,0.0,180.95,194.086
2021-05-04,194.838,-180.95,1.0,180.95,0.0,180.95,194.838
2021-05-05,196.852,-180.95,1.0,180.95,0.0,180.95,196.852
2021-05-06,197.799,-180.95,1.0,180.95,0.0,180.95,197.799
2021-05-07,198.444,-180.95,1.0,180.95,0.0,180.95,198.444
2021-05-10,202.607,-180.95,1.0,180.95,0.0,180.95,202.607
2021-05-11,199.08,-180.95,1.0,180.95,0.0,180.95,199.08
2021-05-12,194.34,-180.95,1.0,180.95,0.0,180.95,194.34
2021-05-13,198.777,-180.95,1.0,180.95,0.0,180.95,198.777
2021-05-14,199.725,-180.95,1.0,180.95,0.0,180.95,199.725
2021-05-17,200.438,-180.95,1.0,180.95,0.0,180.95,200.438
2021-05-18,198.405,-180.95,1.0,180.95,0.0,180.95,198.405
2021-05-19,197.985,-180.95,1.0,180.95,0.0,180.95,197.985
2021-05-20,198.507,-180.95,1.0,180.95,0.0,180.95,198.507
2021-05-21,198.714,-180.95,1.0,180.95,0.0,180.95,198.714
2021-05-24,199.452,-180.95,1.0,180.95,0.0,180.95,199.452
2021-05-25,198.566,-180.95,1.0,180.95,0.0,180.95,198.566
2021-05-26,198.438,-180.95,1.0,180.95,0.0,180.95,198.438
2021-05-27,200.072,-180.95,1.0,180.95,0.0,180.95,200.072
2021-05-28,199.875,-180.95,1.0,180.95,0.0,180.95,199.875
2021-06-01,200.033,-180.95,1.0,180.95,0.0,180.95,200.033
2021-06-02,200.121,-180.95,1.0,180.95,0.0,180.95,200.121
2021-06-03,200.495,-180.95,1.0,180.95,0.0,180.95,200.495
2021-06-04,202.838,-180.95,1.0,180.95,0.0,180.95,202.838
2021-06-07,200.554,-180.95,1.0,180.95,0.0,180.95,200.554
2021-06-08,200.417,-180.95,1.0,180.95,0.0,180.95,200.417
2021-06-09,199.58,-180.95,1.0,180.95,0.0,180.95,199.58
2021-06-10,199.964,-180.95,1.0,180.95,0.0,180.95,199.964
2021-06-11,199.649,-180.95,1.0,180.95,0.0,180.95,199.649
2021-06-14,198.221,-180.95,1.0,180.95,0.0,180.95,198.221
2021-06-15,197.483,-180.95,1.0,180.95,0.0,180.95,197.483
2021-06-16,193.841,-180.95,1.0,180.95,0.0,180.95,193.841
2021-06-17,192.098,-180.95,1.0,180.95,0.0,180.95,192.098
2021-06-18,188.614,-180.95,1.0,180.95,0.0,180.95,188.614
2021-06-21,192.167,-180.95,1.0,180.95,0.0,180.95,192.167
2021-06-22,192.098,-180.95,1.0,180.95,0.0,180.95,192.098
2021-06-23,189.362,-180.95,1.0,180.95,0.0,180.95,189.362
2021-06-24,190.248,-180.95,1.0,180.95,0.0,180.95,190.248
2021-06-25,191.714,-180.95,1.0,180.95,0.0,180.95,191.714
2021-06-28,193.437,-180.95,1.0,180.95,0.0,180.95,193.437
2021-06-29,192.974,-180.95,1.0,180.95,0.0,180.95,192.974
2021-06-30,195.534,-180.95,1.0,180.95,0.0,180.95,195.534
2021-07-01,195.987,-180.95,1.0,180.95,0.0,180.95,195.987
2021-07-02,196.774,-180.95,1.0,180.95,0.0,180.95,196.774
2021-07-06,193.821,-180.95,1.0,180.95,0.0,180.95,193.821
2021-07-07,196.745,-180.95,1.0,180.95,0.0,180.95,196.745
2021-07-08,195.18,-180.95,1.0,180.95,0.0,180.95,195.18
2021-07-09,197.867,-180.95,1.0,180.95,0.0,180.95,197.867
2021-07-12,196.863,-180.95,1.0,180.95,0.0,180.95,196.863
2021-07-13,196.489,-180.95,1.0,180.95,0.0,180.95,196.489
2021-07-14,199.668,-180.95,1.0,180.95,0.0,180.95,199.668
2021-07-15,199.432,-180.95,1.0,180.95,0.0,180.95,199.432
2021-07-16,196.262,-180.95,1.0,180.95,0.0,180.95,196.262
2021-07-19,194.481,-180.95,1.0,180.95,0.0,180.95,194.481
2021-07-20,197.69,-180.95,1.0,180.95,0.0,180.95,197.69
2021-07-21,197.641,-180.95,1.0,180.95,0.0,180.95,197.641
2021-07-22,195.967,-180.95,1.0,180.95,0.0,180.95,195.967
2021-07-23,197.365,-180.95,1.0,180.95,0.0,180.95,197.365
2021-07-26,198.527,-180.95,1.0,180.95,0.0,180.95,198.527
2021-07-27,197.345,-180.95,1.0,180.95,0.0,180.95,197.345
2021-07-28,195.189,-180.95,1.0,180.95,0.0,180.95,195.189
2021-07-29,195.081,-180.95,1.0,180.95,0.0,180.95,195.081
2021-07-30,194.855,-180.95,1.0,180.95,0.0,180.95,194.855
2021-08-02,194.441,-180.95,1.0,180.95,0.0,180.95,194.441
2021-08-03,197.897,-180.95,1.0,180.95,0.0,180.95,197.897
2021-08-04,194.451,-180.95,1.0,180.95,0.0,180.95,194.451
2021-08-05,194.717,-180.95,1.0,180.95,0.0,180.95,194.717
2021-08-06,195.042,-180.95,1.0,180.95,0.0,180.95,195.042
2021-08-09,194.353,-180.95,1.0,180.95,0.0,180.95,194.353
2021-08-10,196.144,-180.95,1.0,180.95,0.0,180.95,196.144
2021-08-11,198.428,-180.95,1.0,180.95,0.0,180.95,198.428
2021-08-12,198.29,-180.95,1.0,180.95,0.0,180.95,198.29
2021-08-13,197.454,-180.95,1.0,180.95,0.0,180.95,197.454
2021-08-16,199.166,-180.95,1.0,180.95,0.0,180.95,199.166
2021-08-17,196.44,-180.95,1.0,180.95,0.0,180.95,196.44
2021-08-18,193.447,-180.95,1.0,180.95,0.0,180.95,193.447
2021-08-19,192.315,-180.95,1.0,180.95,0.0,180.95,192.315
2021-08-20,192.593,-180.95,1.0,180.95,0.0,180.95,192.593
2021-08-23,193.108,-180.95,1.0,180.95,0.0,180.95,193.108
2021-08-24,193.178,-180.95,1.0,180.95,0.0,180.95,193.178
2021-08-25,192.771,-180.95,1.0,180.95,0.0,180.95,192.771
2021-08-26,193.743,-180.95,1.0,180.95,0.0,180.95,193.743
2021-08-27,193.475,-180.95,1.0,180.95,0.0,180.95,193.475
2021-08-30,194.586,-180.95,1.0,180.95,0.0,180.95,194.586
2021-08-31,193.168,-180.95,1.0,180.95,0.0,180.95,193.168
2021-09-01,191.878,-180.95,1.0,180.95,0.0,180.95,191.878
2021-09-02,193.317,-180.95,1.0,180.95,0.0,180.95,193.317
2021-09-03,192.821,-180.95,1.0,180.95,0.0,180.95,192.821
2021-09-07,184.082,-180.95,1.0,180.95,0.0,180.95,184.082
2021-09-08,186.373,-180.95,1.0,180.95,0.0,180.95,186.373
2021-09-09,184.251,-180.95,1.0,180.95,0.0,180.95,184.251
2021-09-10,183.06,-180.95,1.0,180.95,0.0,180.95,183.06
2021-09-13,183.735,-180.95,1.0,180.95,0.0,180.95,183.735
2021-09-14,180.947,-180.95,1.0,180.95,0.0,180.95,180.947
2021-09-15,182.703,-180.95,1.0,180.95,0.0,180.95,182.703
2021-09-16,181.185,-180.95,1.0,180.95,0.0,180.95,181.185
2021-09-17,180.025,-180.95,1.0,180.95,0.0,180.95,180.025
2021-09-20,179.073,-180.95,1.0,180.95,0.0,180.95,179.073
2021-09-21,176.98,-180.95,1.0,180.95,0.0,180.95,176.98
2021-09-22,178.388,-180.95,1.0,180.95,0.0,180.95,178.388
2021-09-23,180.065,-180.95,1.0,180.95,0.0,180.95,180.065
2021-09-24,179.579,-180.95,1.0,180.95,0.0,180.95,179.579
2021-09-27,180.323,-180.95,1.0,180.95,0.0,180.95,180.323
2021-09-28,178.597,-180.95,1.0,180.95,0.0,180.95,178.597
2021-09-29,179.42,-180.95,1.0,180.95,0.0,180.95,179.42
2021-09-30,174.004,-180.95,1.0,180.95,0.0,180.95,174.004
2021-10-01,175.254,-180.95,1.0,180.95,0.0,180.95,175.254
2021-10-04,174.619,-180.95,1.0,180.95,0.0,180.95,174.619
2021-10-05,176.444,-180.95,1.0,180.95,0.0,180.95,176.444
2021-10-06,176.96,-180.95,1.0,180.95,0.0,180.95,176.96
2021-10-07,176.365,-180.95,1.0,180.95,0.0,180.95,176.365
2021-10-08,175.522,-180.95,1.0,180.95,0.0,180.95,175.522
2021-10-11,174.857,-180.95,1.0,180.95,0.0,180.95,174.857
2021-10-12,174.113,-180.95,1.0,180.95,0.0,180.95,174.113
2021-10-13,175.74,-180.95,1.0,180.95,0.0,180.95,175.74
2021-10-14,178.864,-180.95,1.0,180.95,0.0,180.95,178.864
2021-10-15,180.471,-180.95,1.0,180.95,0.0,180.95,180.471
2021-10-18,180.253,-180.95,1.0,180.95,0.0,180.95,180.253
2021-10-19,180.838,-180.95,1.0,180.95,0.0,180.95,180.838
2021-10-20,180.947,-180.95,1.0,180.95,0.0,180.95,180.947
2021-10-21,180.65,-180.95,1.0,180.95,0.0,180.95,180.65
2021-10-22,179.34,-180.95,1.0,180.95,0.0,180.95,179.34
2021-10-25,180.928,-180.95,1.0,180.95,0.0,180.95,180.928
2021-10-26,180.69,-180.95,1.0,180.95,0.0,180.95,180.69
2021-10-27,176.801,-180.95,1.0,180.95,0.0,180.95,176.801
2021-10-28,178.418,-180.95,1.0,180.95,0.0,180.95,178.418
2021-10-29,177.238,-180.95,1.0,180.95,0.0,180.95,177.238
2021-11-01,178.13,-180.95,1.0,180.95,0.0,180.95,178.13
2021-11-02,180.501,-180.95,1.0,180.95,0.0,180.95,180.501
2021-11-03,180.759,-180.95,1.0,180.95,0.0,180.95,180.759
2021-11-04,179.152,-180.95,1.0,180.95,0.0,180.95,179.152
2021-11-05,180.332,-180.95,1.0,180.95,0.0,180.95,180.332
2021-11-08,180.075,-180.95,1.0,180.95,0.0,180.95,180.075
2021-11-09,179.866,-180.95,1.0,180.95,0.0,180.95,179.866
2021-11-10,180.947,-180.95,1.0,180.95,0.0,180.95,180.947
2021-11-11,178.755,-180.95,1.0,180.95,0.0,180.95,178.755
2021-11-12,182.177,-180.95,1.0,180.95,0.0,180.95,182.177
2021-11-15,181.83,-180.95,1.0,180.95,0.0,180.95,181.83
2021-11-16,181.89,-180.95,1.0,180.95,0.0,180.95,181.89
2021-11-17,181.86,-180.95,1.0,180.95,0.0,180.95,181.86
2021-11-18,178.77,-180.95,1.0,180.95,0.0,180.95,178.77
2021-11-19,179.23,-180.95,1.0,180.95,0.0,180.95,179.23
2021-11-22,179.66,-180.95,1.0,180.95,0.0,180.95,179.66
2021-11-23,179.46,-180.95,1.0,180.95,0.0,180.95,179.46
2021-11-24,177.63,-180.95,1.0,180.95,0.0,180.95,177.63
2021-11-26,175.52,-180.95,1.0,180.95,0.0,180.95,175.52
