date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue,SUN_adj_close,SUN_cashflow,SUN_cml_units,SUN_cml_cost,SUN_gain_loss,SUN_avg_price,SUN_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue,FRHC_adj_close,FRHC_cashflow,FRHC_cml_units,FRHC_cml_cost,FRHC_gain_loss,FRHC_avg_price,FRHC_mktvalue,TOGL_adj_close,TOGL_cashflow,TOGL_cml_units,TOGL_cml_cost,TOGL_gain_loss,TOGL_avg_price,TOGL_mktvalue
2019-01-15,17.779,-4996.939,312.5,4996.939,0.0,15.99,5555.884,21.126,-4996.558,263.158,4996.558,0.0,18.987,5559.376,40.824,-4968.993,142.857,4968.993,0.0,34.783,5832.03,3.52,-4999.02,2500.0,4999.02,0.0,2.0,8800.0,6.04,-4997.449,1000.0,4997.449,0.0,4.997,6040.043,4.662,-4998.737,1250.0,4998.737,0.0,3.999,5826.902,9.12,-4997.3,625.0,4997.3,0.0,7.996,5700.0,8.1,-4998.0,833.333,4998.0,0.0,5.998,6750.0
2019-01-16,18.029,-4996.939,312.5,4996.939,0.0,15.99,5634.175,21.14,-4996.558,263.158,4996.558,0.0,18.987,5563.214,41.068,-4968.993,142.857,4968.993,0.0,34.783,5866.88,3.31,-4999.02,2500.0,4999.02,0.0,2.0,8275.0,6.084,-4997.449,1000.0,4997.449,0.0,4.997,6084.391,4.903,-4998.737,1250.0,4998.737,0.0,3.999,6128.48,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,8.0,-4998.0,833.333,4998.0,0.0,5.998,6666.667
2019-01-17,18.133,-4996.939,312.5,4996.939,0.0,15.99,5666.569,21.191,-4996.558,263.158,4996.558,0.0,18.987,5576.647,40.777,-4968.993,142.857,4968.993,0.0,34.783,5825.328,3.25,-4999.02,2500.0,4999.02,0.0,2.0,8125.0,6.013,-4997.449,1000.0,4997.449,0.0,4.997,6013.435,5.11,-4998.737,1250.0,4998.737,0.0,3.999,6386.974,9.3,-4997.3,625.0,4997.3,0.0,7.996,5812.5,7.75,-4998.0,833.333,4998.0,0.0,5.998,6458.333
2019-01-18,18.237,-4996.939,312.5,4996.939,0.0,15.99,5698.966,21.242,-4996.558,263.158,4996.558,0.0,18.987,5590.08,41.265,-4968.993,142.857,4968.993,0.0,34.783,5895.027,3.18,-4999.02,2500.0,4999.02,0.0,2.0,7950.0,5.978,-4997.449,1000.0,4997.449,0.0,4.997,5977.957,5.256,-4998.737,1250.0,4998.737,0.0,3.999,6570.075,9.46,-4997.3,625.0,4997.3,0.0,7.996,5912.5,7.71,-4998.0,833.333,4998.0,0.0,5.998,6425.0
2019-01-22,18.107,-4996.939,312.5,4996.939,0.0,15.99,5658.472,21.301,-4996.558,263.158,4996.558,0.0,18.987,5605.432,41.021,-4968.993,142.857,4968.993,0.0,34.783,5860.177,3.03,-4999.02,2500.0,4999.02,0.0,2.0,7575.0,5.845,-4997.449,1000.0,4997.449,0.0,4.997,5844.917,4.998,-4998.737,1250.0,4998.737,0.0,3.999,6246.957,9.18,-4997.3,625.0,4997.3,0.0,7.996,5737.5,7.7,-4998.0,833.333,4998.0,0.0,5.998,6416.667
2019-01-23,18.159,-4996.939,312.5,4996.939,0.0,15.99,5674.669,21.556,-4996.558,263.158,4996.558,0.0,18.987,5672.597,40.824,-4968.993,142.857,4968.993,0.0,34.783,5832.03,2.97,-4999.02,2500.0,4999.02,0.0,2.0,7425.0,5.809,-4997.449,1000.0,4997.449,0.0,4.997,5809.44,5.084,-4998.737,1250.0,4998.737,0.0,3.999,6354.663,8.85,-4997.3,625.0,4997.3,0.0,7.996,5531.25,7.9,-4998.0,833.333,4998.0,0.0,5.998,6583.333
2019-01-24,18.254,-4996.939,312.5,4996.939,0.0,15.99,5704.365,21.855,-4996.558,263.158,4996.558,0.0,18.987,5751.277,40.956,-4968.993,142.857,4968.993,0.0,34.783,5850.796,2.79,-4999.02,2500.0,4999.02,0.0,2.0,6975.0,5.942,-4997.449,1000.0,4997.449,0.0,4.997,5942.482,5.247,-4998.737,1250.0,4998.737,0.0,3.999,6559.305,8.54,-4997.3,625.0,4997.3,0.0,7.996,5337.5,8.4,-4998.0,833.333,4998.0,0.0,5.998,7000.0
2019-01-25,18.53,-4996.939,312.5,4996.939,0.0,15.99,5790.755,22.234,-4996.558,263.158,4996.558,0.0,18.987,5851.066,40.89,-4968.993,142.857,4968.993,0.0,34.783,5841.413,3.17,-4999.02,2500.0,4999.02,0.0,2.0,7925.0,6.067,-4997.449,1000.0,4997.449,0.0,4.997,6066.651,5.23,-4998.737,1250.0,4998.737,0.0,3.999,6537.763,8.0,-4997.3,625.0,4997.3,0.0,7.996,5000.0,7.8,-4998.0,833.333,4998.0,0.0,5.998,6500.0
2019-01-28,18.539,-4996.939,312.5,4996.939,0.0,15.99,5793.453,21.993,-4996.558,263.158,4996.558,0.0,18.987,5787.738,40.674,-4968.993,142.857,4968.993,0.0,34.783,5810.583,3.1,-4999.02,2500.0,4999.02,0.0,2.0,7750.0,6.04,-4997.449,1000.0,4997.449,0.0,4.997,6040.043,5.161,-4998.737,1250.0,4998.737,0.0,3.999,6451.598,8.1,-4997.3,625.0,4997.3,0.0,7.996,5062.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-29,18.582,-4996.939,312.5,4996.939,0.0,15.99,5806.952,22.008,-4996.558,263.158,4996.558,0.0,18.987,5791.576,40.749,-4968.993,142.857,4968.993,0.0,34.783,5821.307,3.2,-4999.02,2500.0,4999.02,0.0,2.0,8000.0,6.058,-4997.449,1000.0,4997.449,0.0,4.997,6057.782,5.394,-4998.737,1250.0,4998.737,0.0,3.999,6742.405,8.08,-4997.3,625.0,4997.3,0.0,7.996,5050.0,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-30,18.479,-4996.939,312.5,4996.939,0.0,15.99,5774.556,22.351,-4996.558,263.158,4996.558,0.0,18.987,5881.77,40.899,-4968.993,142.857,4968.993,0.0,34.783,5842.752,3.28,-4999.02,2500.0,4999.02,0.0,2.0,8200.0,6.082,-4997.449,1000.0,4997.449,0.0,4.997,6081.825,5.558,-4998.737,1250.0,4998.737,0.0,3.999,6947.046,8.43,-4997.3,625.0,4997.3,0.0,7.996,5268.75,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-01-31,18.6,-4996.939,312.5,4996.939,0.0,15.99,5812.351,22.336,-4996.558,263.158,4996.558,0.0,18.987,5877.931,41.847,-4968.993,142.857,4968.993,0.0,34.783,5978.133,3.21,-4999.02,2500.0,4999.02,0.0,2.0,8025.0,6.171,-4997.449,1000.0,4997.449,0.0,4.997,6170.87,5.687,-4998.737,1250.0,4998.737,0.0,3.999,7108.606,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-01,18.695,-4996.939,312.5,4996.939,0.0,15.99,5842.047,22.562,-4996.558,263.158,4996.558,0.0,18.987,5937.421,42.222,-4968.993,142.857,4968.993,0.0,34.783,6031.748,3.12,-4999.02,2500.0,4999.02,0.0,2.0,7800.0,6.126,-4997.449,1000.0,4997.449,0.0,4.997,6126.347,5.764,-4998.737,1250.0,4998.737,0.0,3.999,7205.541,8.57,-4997.3,625.0,4997.3,0.0,7.996,5356.25,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
2019-02-04,18.591,-4996.939,312.5,4996.939,0.0,15.99,5809.651,22.679,-4996.558,263.158,4996.558,0.0,18.987,5968.125,43.63,-4968.993,142.857,4968.993,0.0,34.783,6232.807,3.16,-4999.02,2500.0,4999.02,0.0,2.0,7900.0,6.322,-4997.449,1000.0,4997.449,0.0,4.997,6322.249,6.238,-4998.737,1250.0,4998.737,0.0,3.999,7797.925,8.66,-4997.3,625.0,4997.3,0.0,7.996,5412.5,8.5,-4998.0,833.333,4998.0,0.0,5.998,7083.333
