date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,MSFT_adj_close,MSFT_cashflow,MSFT_cml_units,MSFT_cml_cost,MSFT_gain_loss,MSFT_avg_price,MSFT_mktvalue,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue
2019-06-03,42.402,-4992.24,33.0,4992.24,1121.257,151.28,1399.265,117.024,-4704.84,14.0,4704.84,785.82,336.06,1638.335,35.69,-4947.6,42.0,4947.6,889.98,117.8,1498.968
2019-06-04,43.953,-4992.24,33.0,4992.24,1121.257,151.28,1450.456,120.266,-4704.84,14.0,4704.84,785.82,336.06,1683.723,35.91,-4947.6,42.0,4947.6,889.98,117.8,1508.236
2019-06-05,44.663,-4992.24,33.0,4992.24,1121.257,151.28,1473.871,122.873,-4704.84,14.0,4704.84,785.82,336.06,1720.225,35.147,-4947.6,42.0,4947.6,889.98,117.8,1476.186
2019-06-06,45.318,-4992.24,33.0,4992.24,1121.257,151.28,1495.51,124.816,-4704.84,14.0,4704.84,785.82,336.06,1747.43,35.34,-4947.6,42.0,4947.6,889.98,117.8,1484.295
2019-06-07,46.525,-4992.24,33.0,4992.24,1121.257,151.28,1535.316,128.312,-4704.84,14.0,4704.84,785.82,336.06,1796.372,35.69,-4947.6,42.0,4947.6,889.98,117.8,1498.968
2019-06-10,47.119,-4992.24,33.0,4992.24,1121.257,151.28,1554.937,129.484,-4704.84,14.0,4704.84,785.82,336.06,1812.778,36.425,-4947.6,42.0,4947.6,889.98,117.8,1529.859
2019-06-11,47.665,-4992.24,33.0,4992.24,1121.257,151.28,1572.942,128.996,-4704.84,14.0,4704.84,785.82,336.06,1805.942,36.738,-4947.6,42.0,4947.6,889.98,117.8,1542.987
2019-06-12,47.513,-4992.24,33.0,4992.24,1121.257,151.28,1567.936,128.4,-4704.84,14.0,4704.84,785.82,336.06,1797.603,36.278,-4947.6,42.0,4947.6,889.98,117.8,1523.681
2019-06-13,47.503,-4992.24,33.0,4992.24,1121.257,151.28,1567.613,129.211,-4704.84,14.0,4704.84,785.82,336.06,1808.95,36.269,-4947.6,42.0,4947.6,889.98,117.8,1523.294
2019-06-14,47.158,-4992.24,33.0,4992.24,1121.257,151.28,1556.228,129.338,-4704.84,14.0,4704.84,785.82,336.06,1810.727,34.789,-4947.6,42.0,4947.6,889.98,117.8,1461.127
2019-06-17,47.44,-4992.24,33.0,4992.24,1121.257,151.28,1565.514,129.728,-4704.84,14.0,4704.84,785.82,336.06,1816.195,34.623,-4947.6,42.0,4947.6,889.98,117.8,1454.177
2019-06-18,48.556,-4992.24,33.0,4992.24,1121.257,151.28,1602.332,131.984,-4704.84,14.0,4704.84,785.82,336.06,1847.776,36.048,-4947.6,42.0,4947.6,889.98,117.8,1514.027
2019-06-19,48.414,-4992.24,33.0,4992.24,1121.257,151.28,1597.649,132.502,-4704.84,14.0,4704.84,785.82,336.06,1855.021,36.223,-4947.6,42.0,4947.6,889.98,117.8,1521.364
2019-06-20,48.803,-4992.24,33.0,4992.24,1121.257,151.28,1610.487,133.732,-4704.84,14.0,4704.84,785.82,336.06,1872.247,37.243,-4947.6,42.0,4947.6,889.98,117.8,1564.225
2019-06-21,48.636,-4992.24,33.0,4992.24,1121.257,151.28,1604.997,133.751,-4704.84,14.0,4704.84,785.82,336.06,1872.52,37.253,-4947.6,42.0,4947.6,889.98,117.8,1564.611
2019-06-24,48.587,-4992.24,33.0,4992.24,1121.257,151.28,1603.382,134.542,-4704.84,14.0,4704.84,785.82,336.06,1883.594,37.951,-4947.6,42.0,4947.6,889.98,117.8,1593.954
2019-06-25,47.851,-4992.24,33.0,4992.24,1121.257,151.28,1579.079,130.295,-4704.84,14.0,4704.84,785.82,336.06,1824.125,36.945,-4947.6,42.0,4947.6,889.98,117.8,1551.693
2019-06-26,48.886,-4992.24,33.0,4992.24,1121.257,151.28,1613.233,130.783,-4704.84,14.0,4704.84,785.82,336.06,1830.96,37.097,-4947.6,42.0,4947.6,889.98,117.8,1558.072
2019-06-27,48.871,-4992.24,33.0,4992.24,1121.257,151.28,1612.748,130.998,-4704.84,14.0,4704.84,785.82,336.06,1833.968,37.581,-4947.6,42.0,4947.6,889.98,117.8,1578.405
2019-06-28,48.426,-4992.24,33.0,4992.24,1121.257,151.28,1598.053,130.812,-4704.84,14.0,4704.84,785.82,336.06,1831.371,37.182,-4947.6,42.0,4947.6,889.98,117.8,1561.66
2019-07-01,49.314,-4992.24,33.0,4992.24,1121.257,151.28,1627.362,132.492,-4704.84,14.0,4704.84,785.82,336.06,1854.884,39.28,-4947.6,42.0,4947.6,889.98,117.8,1649.771
2019-07-02,49.603,-4992.24,33.0,4992.24,1121.257,151.28,1636.89,133.371,-4704.84,14.0,4704.84,785.82,336.06,1867.188,38.73,-4947.6,42.0,4947.6,889.98,117.8,1626.647
2019-07-03,50.014,-4992.24,33.0,4992.24,1121.257,151.28,1650.455,134.23,-4704.84,14.0,4704.84,785.82,336.06,1879.219,38.284,-4947.6,42.0,4947.6,889.98,117.8,1607.908
2019-07-05,49.97,-4992.24,33.0,4992.24,1121.257,151.28,1649.001,133.839,-4704.84,14.0,4704.84,785.82,336.06,1873.751,37.904,-4947.6,42.0,4947.6,889.98,117.8,1591.961
2019-07-08,48.94,-4992.24,33.0,4992.24,1121.257,151.28,1615.009,133.742,-4704.84,14.0,4704.84,785.82,336.06,1872.383,37.325,-4947.6,42.0,4947.6,889.98,117.8,1567.641
2019-07-09,49.238,-4992.24,33.0,4992.24,1121.257,151.28,1624.859,133.253,-4704.84,14.0,4704.84,785.82,336.06,1865.548,37.657,-4947.6,42.0,4947.6,889.98,117.8,1581.595
2019-07-10,49.725,-4992.24,33.0,4992.24,1121.257,151.28,1640.927,134.611,-4704.84,14.0,4704.84,785.82,336.06,1884.551,38.644,-4947.6,42.0,4947.6,889.98,117.8,1623.058
2019-07-11,49.363,-4992.24,33.0,4992.24,1121.257,151.28,1628.977,135.148,-4704.84,14.0,4704.84,785.82,336.06,1892.07,38.825,-4947.6,42.0,4947.6,889.98,117.8,1630.634
2019-07-12,49.742,-4992.24,33.0,4992.24,1121.257,151.28,1641.492,135.636,-4704.84,14.0,4704.84,785.82,336.06,1898.905,39.138,-4947.6,42.0,4947.6,889.98,117.8,1643.79
2019-07-15,50.21,-4992.24,33.0,4992.24,1121.257,151.28,1656.914,135.636,-4704.84,14.0,4704.84,785.82,336.06,1898.905,39.698,-4947.6,42.0,4947.6,889.98,117.8,1667.313
2019-07-16,50.036,-4992.24,33.0,4992.24,1121.257,151.28,1651.181,133.859,-4704.84,14.0,4704.84,785.82,336.06,1874.024,39.65,-4947.6,42.0,4947.6,889.98,117.8,1665.32
2019-07-17,49.754,-4992.24,33.0,4992.24,1121.257,151.28,1641.896,133.068,-4704.84,14.0,4704.84,785.82,336.06,1862.951,39.518,-4947.6,42.0,4947.6,889.98,117.8,1659.738
2019-07-18,50.32,-4992.24,33.0,4992.24,1121.257,151.28,1660.547,133.214,-4704.84,14.0,4704.84,785.82,336.06,1865.001,40.998,-4947.6,42.0,4947.6,889.98,117.8,1721.933
2019-07-19,49.568,-4992.24,33.0,4992.24,1121.257,151.28,1635.76,133.41,-4704.84,14.0,4704.84,785.82,336.06,1867.735,41.606,-4947.6,42.0,4947.6,889.98,117.8,1747.449
2019-07-22,50.701,-4992.24,33.0,4992.24,1121.257,151.28,1673.143,135.177,-4704.84,14.0,4704.84,785.82,336.06,1892.48,42.337,-4947.6,42.0,4947.6,889.98,117.8,1778.148
2019-07-23,51.098,-4992.24,33.0,4992.24,1121.257,151.28,1686.224,136.017,-4704.84,14.0,4704.84,785.82,336.06,1904.237,42.166,-4947.6,42.0,4947.6,889.98,117.8,1770.972
2019-07-24,51.056,-4992.24,33.0,4992.24,1121.257,151.28,1684.851,137.413,-4704.84,14.0,4704.84,785.82,336.06,1923.786,42.28,-4947.6,42.0,4947.6,889.98,117.8,1775.756
2019-07-25,50.652,-4992.24,33.0,4992.24,1121.257,151.28,1671.528,136.896,-4704.84,14.0,4704.84,785.82,336.06,1916.541,41.407,-4947.6,42.0,4947.6,889.98,117.8,1739.077
2019-07-26,50.829,-4992.24,33.0,4992.24,1121.257,151.28,1677.342,138.019,-4704.84,14.0,4704.84,785.82,336.06,1932.263,41.255,-4947.6,42.0,4947.6,889.98,117.8,1732.698
2019-07-29,51.303,-4992.24,33.0,4992.24,1121.257,151.28,1693.006,137.716,-4704.84,14.0,4704.84,785.82,336.06,1928.024,41.71,-4947.6,42.0,4947.6,889.98,117.8,1751.835
2019-07-30,51.083,-4992.24,33.0,4992.24,1121.257,151.28,1685.739,137.052,-4704.84,14.0,4704.84,785.82,336.06,1918.728,40.922,-4947.6,42.0,4947.6,889.98,117.8,1718.744
2019-07-31,52.125,-4992.24,33.0,4992.24,1121.257,151.28,1720.135,133.068,-4704.84,14.0,4704.84,785.82,336.06,1862.951,40.467,-4947.6,42.0,4947.6,889.98,117.8,1699.607
2019-08-01,50.997,-4992.24,33.0,4992.24,1121.257,151.28,1682.913,134.816,-4704.84,14.0,4704.84,785.82,336.06,1887.422,39.745,-4947.6,42.0,4947.6,889.98,117.8,1669.306
2019-08-02,49.918,-4992.24,33.0,4992.24,1121.257,151.28,1647.306,133.683,-4704.84,14.0,4704.84,785.82,336.06,1871.563,39.537,-4947.6,42.0,4947.6,889.98,117.8,1660.535
2019-08-05,47.305,-4992.24,33.0,4992.24,1121.257,151.28,1561.073,129.103,-4704.84,14.0,4704.84,785.82,336.06,1807.446,37.847,-4947.6,42.0,4947.6,889.98,117.8,1589.569
2019-08-06,48.201,-4992.24,33.0,4992.24,1121.257,151.28,1590.625,131.525,-4704.84,14.0,4704.84,785.82,336.06,1841.35,39.166,-4947.6,42.0,4947.6,889.98,117.8,1644.986
2019-08-07,48.7,-4992.24,33.0,4992.24,1121.257,151.28,1607.096,132.101,-4704.84,14.0,4704.84,785.82,336.06,1849.416,39.166,-4947.6,42.0,4947.6,889.98,117.8,1644.986
2019-08-08,49.774,-4992.24,33.0,4992.24,1121.257,151.28,1642.542,135.626,-4704.84,14.0,4704.84,785.82,336.06,1898.769,39.774,-4947.6,42.0,4947.6,889.98,117.8,1670.502
2019-08-09,49.364,-4992.24,33.0,4992.24,1121.257,151.28,1629.007,134.474,-4704.84,14.0,4704.84,785.82,336.06,1882.637,39.309,-4947.6,42.0,4947.6,889.98,117.8,1650.967
2019-08-12,49.239,-4992.24,33.0,4992.24,1121.257,151.28,1624.873,132.599,-4704.84,14.0,4704.84,785.82,336.06,1856.388,38.882,-4947.6,42.0,4947.6,889.98,117.8,1633.026
2019-08-13,51.324,-4992.24,33.0,4992.24,1121.257,151.28,1693.684,135.343,-4704.84,14.0,4704.84,785.82,336.06,1894.804,39.717,-4947.6,42.0,4947.6,889.98,117.8,1668.11
2019-08-14,49.796,-4992.24,33.0,4992.24,1121.257,151.28,1643.272,131.267,-4704.84,14.0,4704.84,785.82,336.06,1837.743,38.378,-4947.6,42.0,4947.6,889.98,117.8,1611.895
2019-08-15,49.548,-4992.24,33.0,4992.24,1121.257,151.28,1635.085,130.973,-4704.84,14.0,4704.84,785.82,336.06,1833.628,38.787,-4947.6,42.0,4947.6,889.98,117.8,1629.039
2019-08-16,50.717,-4992.24,33.0,4992.24,1121.257,151.28,1673.665,133.374,-4704.84,14.0,4704.84,785.82,336.06,1867.234,39.432,-4947.6,42.0,4947.6,889.98,117.8,1656.15
2019-08-19,51.663,-4992.24,33.0,4992.24,1121.257,151.28,1704.869,135.608,-4704.84,14.0,4704.84,785.82,336.06,1898.507,39.66,-4947.6,42.0,4947.6,889.98,117.8,1665.718
2019-08-20,51.665,-4992.24,33.0,4992.24,1121.257,151.28,1704.95,134.481,-4704.84,14.0,4704.84,785.82,336.06,1882.733,39.812,-4947.6,42.0,4947.6,889.98,117.8,1672.097
2019-08-21,52.225,-4992.24,33.0,4992.24,1121.257,151.28,1723.429,135.98,-4704.84,14.0,4704.84,785.82,336.06,1903.72,40.419,-4947.6,42.0,4947.6,889.98,117.8,1697.613
2019-08-22,52.181,-4992.24,33.0,4992.24,1121.257,151.28,1721.97,134.99,-4704.84,14.0,4704.84,785.82,336.06,1889.866,39.992,-4947.6,42.0,4947.6,889.98,117.8,1679.672
2019-08-23,49.769,-4992.24,33.0,4992.24,1121.257,151.28,1642.38,130.689,-4704.84,14.0,4704.84,785.82,336.06,1829.65,38.872,-4947.6,42.0,4947.6,889.98,117.8,1632.627
2019-08-26,50.715,-4992.24,33.0,4992.24,1121.257,151.28,1673.584,132.708,-4704.84,14.0,4704.84,785.82,336.06,1857.906,39.242,-4947.6,42.0,4947.6,889.98,117.8,1648.175
2019-08-27,50.142,-4992.24,33.0,4992.24,1121.257,151.28,1654.699,132.992,-4704.84,14.0,4704.84,785.82,336.06,1861.884,39.252,-4947.6,42.0,4947.6,889.98,117.8,1648.575
2019-08-28,50.479,-4992.24,33.0,4992.24,1121.257,151.28,1665.803,132.815,-4704.84,14.0,4704.84,785.82,336.06,1859.415,39.537,-4947.6,42.0,4947.6,889.98,117.8,1660.535
2019-08-29,51.334,-4992.24,33.0,4992.24,1121.257,151.28,1694.008,135.324,-4704.84,14.0,4704.84,785.82,336.06,1894.529,40.135,-4947.6,42.0,4947.6,889.98,117.8,1685.653
2019-08-30,51.267,-4992.24,33.0,4992.24,1121.257,151.28,1691.82,135.069,-4704.84,14.0,4704.84,785.82,336.06,1890.963,40.467,-4947.6,42.0,4947.6,889.98,117.8,1699.607
2019-09-03,50.521,-4992.24,33.0,4992.24,1121.257,151.28,1667.181,133.286,-4704.84,14.0,4704.84,785.82,336.06,1865.999,39.603,-4947.6,42.0,4947.6,889.98,117.8,1663.326
2019-09-04,51.378,-4992.24,33.0,4992.24,1121.257,151.28,1695.467,134.843,-4704.84,14.0,4704.84,785.82,336.06,1887.808,40.96,-4947.6,42.0,4947.6,889.98,117.8,1720.338
2019-09-05,52.382,-4992.24,33.0,4992.24,1121.257,151.28,1728.616,137.214,-4704.84,14.0,4704.84,785.82,336.06,1921.002,41.995,-4947.6,42.0,4947.6,889.98,117.8,1763.795
2019-09-06,52.377,-4992.24,33.0,4992.24,1121.257,151.28,1728.454,136.284,-4704.84,14.0,4704.84,785.82,336.06,1907.972,41.492,-4947.6,42.0,4947.6,889.98,117.8,1742.665
2019-09-09,52.601,-4992.24,33.0,4992.24,1121.257,151.28,1735.83,134.736,-4704.84,14.0,4704.84,785.82,336.06,1886.3,41.625,-4947.6,42.0,4947.6,889.98,117.8,1748.246
2019-09-10,53.222,-4992.24,33.0,4992.24,1121.257,151.28,1756.335,133.325,-4704.84,14.0,4704.84,785.82,336.06,1866.548,41.862,-4947.6,42.0,4947.6,889.98,117.8,1758.214
2019-09-11,54.914,-4992.24,33.0,4992.24,1121.257,151.28,1812.178,133.364,-4704.84,14.0,4704.84,785.82,336.06,1867.096,41.976,-4947.6,42.0,4947.6,889.98,117.8,1762.998
2019-09-12,54.792,-4992.24,33.0,4992.24,1121.257,151.28,1808.125,134.736,-4704.84,14.0,4704.84,785.82,336.06,1886.3,41.834,-4947.6,42.0,4947.6,889.98,117.8,1757.017
2019-09-13,53.726,-4992.24,33.0,4992.24,1121.257,151.28,1772.95,134.54,-4704.84,14.0,4704.84,785.82,336.06,1883.556,42.47,-4947.6,42.0,4947.6,889.98,117.8,1783.73
2019-09-16,54.008,-4992.24,33.0,4992.24,1121.257,151.28,1782.271,133.57,-4704.84,14.0,4704.84,785.82,336.06,1869.977,42.337,-4947.6,42.0,4947.6,889.98,117.8,1778.148
2019-09-17,54.205,-4992.24,33.0,4992.24,1121.257,151.28,1788.755,134.608,-4704.84,14.0,4704.84,785.82,336.06,1884.517,42.84,-4947.6,42.0,4947.6,889.98,117.8,1799.279
2019-09-18,54.713,-4992.24,33.0,4992.24,1121.257,151.28,1805.532,135.715,-4704.84,14.0,4704.84,785.82,336.06,1900.016,42.755,-4947.6,42.0,4947.6,889.98,117.8,1795.69
2019-09-19,54.269,-4992.24,33.0,4992.24,1121.257,151.28,1790.862,138.214,-4704.84,14.0,4704.84,785.82,336.06,1934.993,42.929,-4947.6,42.0,4947.6,889.98,117.8,1802.999
2019-09-20,53.475,-4992.24,33.0,4992.24,1121.257,151.28,1764.683,136.617,-4704.84,14.0,4704.84,785.82,336.06,1912.635,41.944,-4947.6,42.0,4947.6,889.98,117.8,1761.638
2019-09-23,53.718,-4992.24,33.0,4992.24,1121.257,151.28,1772.707,136.323,-4704.84,14.0,4704.84,785.82,336.06,1908.52,42.135,-4947.6,42.0,4947.6,889.98,117.8,1769.669
2019-09-24,53.463,-4992.24,33.0,4992.24,1121.257,151.28,1764.278,134.599,-4704.84,14.0,4704.84,785.82,336.06,1884.38,42.183,-4947.6,42.0,4947.6,889.98,117.8,1771.677
2019-09-25,54.286,-4992.24,33.0,4992.24,1121.257,151.28,1791.429,136.538,-4704.84,14.0,4704.84,785.82,336.06,1911.538,43.034,-4947.6,42.0,4947.6,889.98,117.8,1807.416
2019-09-26,54.006,-4992.24,33.0,4992.24,1121.257,151.28,1782.19,136.715,-4704.84,14.0,4704.84,785.82,336.06,1914.007,44.42,-4947.6,42.0,4947.6,889.98,117.8,1865.642
2019-09-27,53.743,-4992.24,33.0,4992.24,1121.257,151.28,1773.517,134.941,-4704.84,14.0,4704.84,785.82,336.06,1889.18,43.512,-4947.6,42.0,4947.6,889.98,117.8,1827.494
2019-09-30,55.008,-4992.24,33.0,4992.24,1121.257,151.28,1815.258,136.215,-4704.84,14.0,4704.84,785.82,336.06,1907.012,44.439,-4947.6,42.0,4947.6,889.98,117.8,1866.445
2019-10-01,55.16,-4992.24,33.0,4992.24,1121.257,151.28,1820.283,134.295,-4704.84,14.0,4704.84,785.82,336.06,1880.127,45.118,-4947.6,42.0,4947.6,889.98,117.8,1894.956
2019-10-02,53.777,-4992.24,33.0,4992.24,1121.257,151.28,1774.652,131.924,-4704.84,14.0,4704.84,785.82,336.06,1846.933,44.391,-4947.6,42.0,4947.6,889.98,117.8,1864.437
2019-10-03,54.234,-4992.24,33.0,4992.24,1121.257,151.28,1789.727,133.521,-4704.84,14.0,4704.84,785.82,336.06,1869.291,45.061,-4947.6,42.0,4947.6,889.98,117.8,1892.546
2019-10-04,55.754,-4992.24,33.0,4992.24,1121.257,151.28,1839.897,135.324,-4704.84,14.0,4704.84,785.82,336.06,1894.529,45.338,-4947.6,42.0,4947.6,889.98,117.8,1904.191
2019-10-07,55.767,-4992.24,33.0,4992.24,1121.257,151.28,1840.302,134.344,-4704.84,14.0,4704.84,785.82,336.06,1880.813,45.845,-4947.6,42.0,4947.6,889.98,117.8,1925.474
2019-10-08,55.113,-4992.24,33.0,4992.24,1121.257,151.28,1818.743,132.923,-4704.84,14.0,4704.84,785.82,336.06,1860.924,45.759,-4947.6,42.0,4947.6,889.98,117.8,1921.86
2019-10-09,55.759,-4992.24,33.0,4992.24,1121.257,151.28,1840.059,135.441,-4704.84,14.0,4704.84,785.82,336.06,1896.175,46.543,-4947.6,42.0,4947.6,889.98,117.8,1954.788
2019-10-10,56.511,-4992.24,33.0,4992.24,1121.257,151.28,1864.86,136.284,-4704.84,14.0,4704.84,785.82,336.06,1907.972,46.782,-4947.6,42.0,4947.6,889.98,117.8,1964.827
2019-10-11,58.014,-4992.24,33.0,4992.24,1121.257,151.28,1914.462,136.852,-4704.84,14.0,4704.84,785.82,336.06,1915.927,47.25,-4947.6,42.0,4947.6,889.98,117.8,1984.503
2019-10-14,57.93,-4992.24,33.0,4992.24,1121.257,151.28,1911.706,136.725,-4704.84,14.0,4704.84,785.82,336.06,1914.144,47.719,-4947.6,42.0,4947.6,889.98,117.8,2004.18
2019-10-15,57.795,-4992.24,33.0,4992.24,1121.257,151.28,1907.249,138.704,-4704.84,14.0,4704.84,785.82,336.06,1941.852,48.177,-4947.6,42.0,4947.6,889.98,117.8,2023.454
2019-10-16,57.562,-4992.24,33.0,4992.24,1121.257,151.28,1899.549,137.567,-4704.84,14.0,4704.84,785.82,336.06,1925.94,47.929,-4947.6,42.0,4947.6,889.98,117.8,2013.014
2019-10-17,57.786,-4992.24,33.0,4992.24,1121.257,151.28,1906.924,136.862,-4704.84,14.0,4704.84,785.82,336.06,1916.065,47.566,-4947.6,42.0,4947.6,889.98,117.8,1997.755
2019-10-18,58.063,-4992.24,33.0,4992.24,1121.257,151.28,1916.083,134.628,-4704.84,14.0,4704.84,785.82,336.06,1884.791,47.116,-4947.6,42.0,4947.6,889.98,117.8,1978.882
2019-10-21,59.07,-4992.24,33.0,4992.24,1121.257,151.28,1949.313,135.627,-4704.84,14.0,4704.84,785.82,336.06,1898.781,47.805,-4947.6,42.0,4947.6,889.98,117.8,2007.794
2019-10-22,58.935,-4992.24,33.0,4992.24,1121.257,151.28,1944.855,133.609,-4704.84,14.0,4704.84,785.82,336.06,1870.526,48.417,-4947.6,42.0,4947.6,889.98,117.8,2033.493
2019-10-23,59.726,-4992.24,33.0,4992.24,1121.257,151.28,1970.953,134.461,-4704.84,14.0,4704.84,785.82,336.06,1882.459,47.967,-4947.6,42.0,4947.6,889.98,117.8,2014.62
2019-10-24,59.824,-4992.24,33.0,4992.24,1121.257,151.28,1974.195,137.107,-4704.84,14.0,4704.84,785.82,336.06,1919.493,48.713,-4947.6,42.0,4947.6,889.98,117.8,2045.942
2019-10-25,60.561,-4992.24,33.0,4992.24,1121.257,151.28,1998.51,137.881,-4704.84,14.0,4704.84,785.82,336.06,1930.33,48.885,-4947.6,42.0,4947.6,889.98,117.8,2053.17
2019-10-28,61.168,-4992.24,33.0,4992.24,1121.257,151.28,2018.529,141.271,-4704.84,14.0,4704.84,785.82,336.06,1977.789,49.057,-4947.6,42.0,4947.6,889.98,117.8,2060.398
2019-10-29,59.753,-4992.24,33.0,4992.24,1121.257,151.28,1971.845,139.938,-4704.84,14.0,4704.84,785.82,336.06,1959.135,49.21,-4947.6,42.0,4947.6,889.98,117.8,2066.823
2019-10-30,59.746,-4992.24,33.0,4992.24,1121.257,151.28,1971.602,141.682,-4704.84,14.0,4704.84,785.82,336.06,1983.55,49.631,-4947.6,42.0,4947.6,889.98,117.8,2084.491
2019-10-31,61.096,-4992.24,33.0,4992.24,1121.257,151.28,2016.178,140.467,-4704.84,14.0,4704.84,785.82,336.06,1966.541,49.363,-4947.6,42.0,4947.6,889.98,117.8,2073.248
2019-11-01,62.83,-4992.24,33.0,4992.24,1121.257,151.28,2073.399,140.81,-4704.84,14.0,4704.84,785.82,336.06,1971.343,49.812,-4947.6,42.0,4947.6,889.98,117.8,2092.121
2019-11-04,63.243,-4992.24,33.0,4992.24,1121.257,151.28,2087.016,141.623,-4704.84,14.0,4704.84,785.82,336.06,1982.727,51.141,-4947.6,42.0,4947.6,889.98,117.8,2147.938
2019-11-05,63.152,-4992.24,33.0,4992.24,1121.257,151.28,2084.017,141.535,-4704.84,14.0,4704.84,785.82,336.06,1981.493,51.199,-4947.6,42.0,4947.6,889.98,117.8,2150.347
2019-11-06,63.179,-4992.24,33.0,4992.24,1121.257,151.28,2084.908,141.143,-4704.84,14.0,4704.84,785.82,336.06,1976.006,51.285,-4947.6,42.0,4947.6,889.98,117.8,2153.961
2019-11-07,63.908,-4992.24,33.0,4992.24,1121.257,151.28,2108.97,141.339,-4704.84,14.0,4704.84,785.82,336.06,1978.749,51.313,-4947.6,42.0,4947.6,889.98,117.8,2155.166
2019-11-08,64.083,-4992.24,33.0,4992.24,1121.257,151.28,2114.743,143.005,-4704.84,14.0,4704.84,785.82,336.06,2002.067,50.51,-4947.6,42.0,4947.6,889.98,117.8,2121.435
2019-11-11,64.591,-4992.24,33.0,4992.24,1121.257,151.28,2131.489,143.152,-4704.84,14.0,4704.84,785.82,336.06,2004.125,50.29,-4947.6,42.0,4947.6,889.98,117.8,2112.199
2019-11-12,64.531,-4992.24,33.0,4992.24,1121.257,151.28,2129.538,144.092,-4704.84,14.0,4704.84,785.82,336.06,2017.293,49.86,-4947.6,42.0,4947.6,889.98,117.8,2094.129
2019-11-13,65.15,-4992.24,33.0,4992.24,1121.257,151.28,2149.942,144.327,-4704.84,14.0,4704.84,785.82,336.06,2020.585,50.558,-4947.6,42.0,4947.6,889.98,117.8,2123.442
2019-11-14,64.699,-4992.24,33.0,4992.24,1121.257,151.28,2135.065,145.062,-4704.84,14.0,4704.84,785.82,336.06,2030.872,50.176,-4947.6,42.0,4947.6,889.98,117.8,2107.38
2019-11-15,65.468,-4992.24,33.0,4992.24,1121.257,151.28,2160.429,146.934,-4704.84,14.0,4704.84,785.82,336.06,2057.071,50.95,-4947.6,42.0,4947.6,889.98,117.8,2139.906
2019-11-18,65.798,-4992.24,33.0,4992.24,1121.257,151.28,2171.323,147.296,-4704.84,14.0,4704.84,785.82,336.06,2062.146,51.074,-4947.6,42.0,4947.6,889.98,117.8,2145.126
2019-11-19,65.598,-4992.24,33.0,4992.24,1121.257,151.28,2164.738,147.345,-4704.84,14.0,4704.84,785.82,336.06,2062.832,51.4,-4947.6,42.0,4947.6,889.98,117.8,2158.78
2019-11-20,64.834,-4992.24,33.0,4992.24,1121.257,151.28,2139.537,147.089,-4704.84,14.0,4704.84,785.82,336.06,2059.253,51.151,-4947.6,42.0,4947.6,889.98,117.8,2148.339
2019-11-21,64.544,-4992.24,33.0,4992.24,1121.257,151.28,2129.944,146.952,-4704.84,14.0,4704.84,785.82,336.06,2057.326,50.654,-4947.6,42.0,4947.6,889.98,117.8,2127.458
2019-11-22,64.487,-4992.24,33.0,4992.24,1121.257,151.28,2128.075,147.06,-4704.84,14.0,4704.84,785.82,336.06,2058.84,50.472,-4947.6,42.0,4947.6,889.98,117.8,2119.828
2019-11-25,65.618,-4992.24,33.0,4992.24,1121.257,151.28,2165.388,148.672,-4704.84,14.0,4704.84,785.82,336.06,2081.412,51.4,-4947.6,42.0,4947.6,889.98,117.8,2158.78
2019-11-26,65.105,-4992.24,33.0,4992.24,1121.257,151.28,2148.479,149.459,-4704.84,14.0,4704.84,785.82,336.06,2092.423,51.275,-4947.6,42.0,4947.6,889.98,117.8,2153.559
2019-11-27,65.98,-4992.24,33.0,4992.24,1121.257,151.28,2177.338,149.744,-4704.84,14.0,4704.84,785.82,336.06,2096.414,51.524,-4947.6,42.0,4947.6,889.98,117.8,2164.0
2019-11-29,65.835,-4992.24,33.0,4992.24,1121.257,151.28,2172.541,148.82,-4704.84,14.0,4704.84,785.82,336.06,2083.476,50.759,-4947.6,42.0,4947.6,889.98,117.8,2131.875
2019-12-02,65.073,-4992.24,33.0,4992.24,1121.257,151.28,2147.422,147.021,-4704.84,14.0,4704.84,785.82,336.06,2058.29,50.654,-4947.6,42.0,4947.6,889.98,117.8,2127.458
2019-12-03,63.913,-4992.24,33.0,4992.24,1121.257,151.28,2109.133,146.785,-4704.84,14.0,4704.84,785.82,336.06,2054.987,50.463,-4947.6,42.0,4947.6,889.98,117.8,2119.427
2019-12-04,64.477,-4992.24,33.0,4992.24,1121.257,151.28,2127.749,147.316,-4704.84,14.0,4704.84,785.82,336.06,2062.419,50.845,-4947.6,42.0,4947.6,889.98,117.8,2135.489
2019-12-05,65.423,-4992.24,33.0,4992.24,1121.257,151.28,2158.965,147.394,-4704.84,14.0,4704.84,785.82,336.06,2063.52,52.011,-4947.6,42.0,4947.6,889.98,117.8,2184.48
2019-12-06,66.687,-4992.24,33.0,4992.24,1121.257,151.28,2200.668,149.183,-4704.84,14.0,4704.84,785.82,336.06,2088.569,52.528,-4947.6,42.0,4947.6,889.98,117.8,2206.164
