date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,MSFT_adj_close,MSFT_cashflow,MSFT_cml_units,MSFT_cml_cost,MSFT_gain_loss,MSFT_avg_price,MSFT_mktvalue,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue
2019-05-02,50.977,-4992.24,33.0,4992.24,1121.257,151.28,1682.248,122.79,-4704.84,14.0,4704.84,785.82,336.06,1719.056,40.82,-4947.6,42.0,4947.6,889.98,117.8,1714.43
2019-05-03,51.611,-4992.24,33.0,4992.24,1121.257,151.28,1703.161,125.407,-4704.84,14.0,4704.84,785.82,336.06,1755.696,41.105,-4947.6,42.0,4947.6,889.98,117.8,1726.401
2019-05-06,50.814,-4992.24,33.0,4992.24,1121.257,151.28,1676.859,124.677,-4704.84,14.0,4704.84,785.82,336.06,1745.48,40.231,-4947.6,42.0,4947.6,889.98,117.8,1689.718
2019-05-07,49.444,-4992.24,33.0,4992.24,1121.257,151.28,1631.656,122.118,-4704.84,14.0,4704.84,785.82,336.06,1709.658,40.231,-4947.6,42.0,4947.6,889.98,117.8,1689.718
2019-05-08,49.454,-4992.24,33.0,4992.24,1121.257,151.28,1631.978,122.109,-4704.84,14.0,4704.84,785.82,336.06,1709.522,40.176,-4947.6,42.0,4947.6,889.98,117.8,1687.401
2019-05-09,48.923,-4992.24,33.0,4992.24,1121.257,151.28,1614.443,122.099,-4704.84,14.0,4704.84,785.82,336.06,1709.386,39.763,-4947.6,42.0,4947.6,889.98,117.8,1670.025
2019-05-10,48.245,-4992.24,33.0,4992.24,1121.257,151.28,1592.078,123.685,-4704.84,14.0,4704.84,785.82,336.06,1731.588,39.376,-4947.6,42.0,4947.6,889.98,117.8,1653.808
2019-05-13,45.441,-4992.24,33.0,4992.24,1121.257,151.28,1499.547,120.007,-4704.84,14.0,4704.84,785.82,336.06,1680.102,37.685,-4947.6,42.0,4947.6,889.98,117.8,1582.759
2019-05-14,46.16,-4992.24,33.0,4992.24,1121.257,151.28,1523.286,121.35,-4704.84,14.0,4704.84,785.82,336.06,1698.898,38.586,-4947.6,42.0,4947.6,889.98,117.8,1620.6
2019-05-15,46.713,-4992.24,33.0,4992.24,1121.257,151.28,1541.533,123.059,-4704.84,14.0,4704.84,785.82,336.06,1722.822,38.586,-4947.6,42.0,4947.6,889.98,117.8,1620.6
2019-05-16,46.508,-4992.24,33.0,4992.24,1121.257,151.28,1534.751,125.9,-4704.84,14.0,4704.84,785.82,336.06,1762.605,38.181,-4947.6,42.0,4947.6,889.98,117.8,1603.61
2019-05-17,46.243,-4992.24,33.0,4992.24,1121.257,151.28,1526.031,125.061,-4704.84,14.0,4704.84,785.82,336.06,1750.848,37.004,-4947.6,42.0,4947.6,889.98,117.8,1554.185
2019-05-20,44.797,-4992.24,33.0,4992.24,1121.257,151.28,1478.312,123.254,-4704.84,14.0,4704.84,785.82,336.06,1725.557,35.543,-4947.6,42.0,4947.6,889.98,117.8,1492.79
2019-05-21,45.656,-4992.24,33.0,4992.24,1121.257,151.28,1506.653,123.918,-4704.84,14.0,4704.84,785.82,336.06,1734.853,36.131,-4947.6,42.0,4947.6,889.98,117.8,1517.503
2019-05-22,44.721,-4992.24,33.0,4992.24,1121.257,151.28,1475.809,124.67,-4704.84,14.0,4704.84,785.82,336.06,1745.38,35.763,-4947.6,42.0,4947.6,889.98,117.8,1502.057
2019-05-23,43.958,-4992.24,33.0,4992.24,1121.257,151.28,1450.617,123.215,-4704.84,14.0,4704.84,785.82,336.06,1725.01,35.0,-4947.6,42.0,4947.6,889.98,117.8,1470.008
2019-05-24,43.789,-4992.24,33.0,4992.24,1121.257,151.28,1445.046,123.274,-4704.84,14.0,4704.84,785.82,336.06,1725.83,35.12,-4947.6,42.0,4947.6,889.98,117.8,1475.028
2019-05-28,43.608,-4992.24,33.0,4992.24,1121.257,151.28,1439.071,123.195,-4704.84,14.0,4704.84,785.82,336.06,1724.736,34.614,-4947.6,42.0,4947.6,889.98,117.8,1453.791
2019-05-29,43.4,-4992.24,33.0,4992.24,1121.257,151.28,1432.208,122.004,-4704.84,14.0,4704.84,785.82,336.06,1708.058,34.651,-4947.6,42.0,4947.6,889.98,117.8,1455.335
2019-05-30,43.625,-4992.24,33.0,4992.24,1121.257,151.28,1439.636,122.776,-4704.84,14.0,4704.84,785.82,336.06,1718.858,34.973,-4947.6,42.0,4947.6,889.98,117.8,1468.85
2019-05-31,42.835,-4992.24,33.0,4992.24,1121.257,151.28,1413.557,120.774,-4704.84,14.0,4704.84,785.82,336.06,1690.832,35.258,-4947.6,42.0,4947.6,889.98,117.8,1480.82
