date,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue
2020-02-03,36.92,-24916.27,104.167,4972.84,0.0,47.739,3845.833,50.989,-34888.842,156.25,4994.808,0.0,31.967,7967.046,7.872,-24986.046,1000.0,4995.506,0.0,4.996,7871.846,12.91,-19961.44,131.579,4985.6,0.0,37.891,1698.684,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-02-04,36.95,-24916.27,104.167,4972.84,0.0,47.739,3848.958,52.538,-34888.842,156.25,4994.808,0.0,31.967,8209.064,8.002,-24986.046,1000.0,4995.506,0.0,4.996,8001.961,13.11,-19961.44,131.579,4985.6,0.0,37.891,1725.0,0.52,-4999.7,5000.0,4999.7,0.0,1.0,2600.0
2020-02-05,37.65,-24916.27,104.167,4972.84,0.0,47.739,3921.875,52.846,-34888.842,156.25,4994.808,0.0,31.967,8257.167,8.067,-24986.046,1000.0,4995.506,0.0,4.996,8067.017,12.98,-19961.44,131.579,4985.6,0.0,37.891,1707.895,0.796,-4999.7,5000.0,4999.7,0.0,1.0,3980.0
2020-02-06,37.55,-24916.27,104.167,4972.84,0.0,47.739,3911.458,53.385,-34888.842,156.25,4994.808,0.0,31.967,8341.348,8.048,-24986.046,1000.0,4995.506,0.0,4.996,8048.428,12.55,-19961.44,131.579,4985.6,0.0,37.891,1651.316,1.0,-4999.7,5000.0,4999.7,0.0,1.0,5000.0
2020-02-07,37.03,-24916.27,104.167,4972.84,0.0,47.739,3857.292,53.298,-34888.842,156.25,4994.808,0.0,31.967,8327.819,7.946,-24986.046,1000.0,4995.506,0.0,4.996,7946.198,13.73,-19961.44,131.579,4985.6,0.0,37.891,1806.579,0.595,-4999.7,5000.0,4999.7,0.0,1.0,2975.0
2020-02-10,36.46,-24916.27,104.167,4972.84,0.0,47.739,3797.917,52.971,-34888.842,156.25,4994.808,0.0,31.967,8276.709,7.89,-24986.046,1000.0,4995.506,0.0,4.996,7890.434,13.64,-19961.44,131.579,4985.6,0.0,37.891,1794.737,0.595,-4999.7,5000.0,4999.7,0.0,1.0,2975.0
2020-02-11,36.46,-24916.27,104.167,4972.84,0.0,47.739,3797.917,52.49,-34888.842,156.25,4994.808,0.0,31.967,8201.548,7.946,-24986.046,1000.0,4995.506,0.0,4.996,7946.198,13.0,-19961.44,131.579,4985.6,0.0,37.891,1710.526,0.595,-4999.7,5000.0,4999.7,0.0,1.0,2975.0
2020-02-12,36.95,-24916.27,104.167,4972.84,0.0,47.739,3848.958,52.875,-34888.842,156.25,4994.808,0.0,31.967,8261.676,8.021,-24986.046,1000.0,4995.506,0.0,4.996,8020.545,13.55,-19961.44,131.579,4985.6,0.0,37.891,1782.895,0.595,-4999.7,5000.0,4999.7,0.0,1.0,2975.0
2020-02-13,36.42,-24916.27,104.167,4972.84,0.0,47.739,3793.75,52.865,-34888.842,156.25,4994.808,0.0,31.967,8260.173,8.076,-24986.046,1000.0,4995.506,0.0,4.996,8076.309,13.45,-19961.44,131.579,4985.6,0.0,37.891,1769.737,0.595,-4999.7,5000.0,4999.7,0.0,1.0,2975.0
2020-02-14,36.06,-24916.27,104.167,4972.84,0.0,47.739,3756.25,52.721,-34888.842,156.25,4994.808,0.0,31.967,8237.624,8.067,-24986.046,1000.0,4995.506,0.0,4.996,8067.017,13.9,-19961.44,131.579,4985.6,0.0,37.891,1828.947,0.595,-4999.7,5000.0,4999.7,0.0,1.0,2975.0
2020-02-18,35.18,-24916.27,104.167,4972.84,0.0,47.739,3664.583,52.461,-34888.842,156.25,4994.808,0.0,31.967,8197.038,8.132,-24986.046,1000.0,4995.506,0.0,4.996,8132.072,14.15,-19961.44,131.579,4985.6,0.0,37.891,1861.842,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-19,34.99,-24916.27,104.167,4972.84,0.0,47.739,3644.792,53.231,-34888.842,156.25,4994.808,0.0,31.967,8317.296,8.197,-24986.046,1000.0,4995.506,0.0,4.996,8197.128,14.33,-19961.44,131.579,4985.6,0.0,37.891,1885.526,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-20,34.83,-24916.27,104.167,4972.84,0.0,47.739,3628.125,52.336,-34888.842,156.25,4994.808,0.0,31.967,8177.496,8.113,-24986.046,1000.0,4995.506,0.0,4.996,8113.487,12.99,-19961.44,131.579,4985.6,0.0,37.891,1709.21,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-21,34.0,-24916.27,104.167,4972.84,0.0,47.739,3541.667,48.305,-34888.842,156.25,4994.808,0.0,31.967,7547.649,8.086,-24986.046,1000.0,4995.506,0.0,4.996,8085.605,13.33,-19961.44,131.579,4985.6,0.0,37.891,1753.947,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-24,31.8,-24916.27,104.167,4972.84,0.0,47.739,3312.5,46.583,-34888.842,156.25,4994.808,0.0,31.967,7278.573,8.011,-24986.046,1000.0,4995.506,0.0,4.996,8011.255,12.72,-19961.44,131.579,4985.6,0.0,37.891,1673.684,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-25,31.78,-24916.27,104.167,4972.84,0.0,47.739,3310.417,47.122,-34888.842,156.25,4994.808,0.0,31.967,7362.753,8.002,-24986.046,1000.0,4995.506,0.0,4.996,8001.961,12.27,-19961.44,131.579,4985.6,0.0,37.891,1614.474,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-26,32.08,-24916.27,104.167,4972.84,0.0,47.739,3341.667,47.074,-34888.842,156.25,4994.808,0.0,31.967,7355.237,7.844,-24986.046,1000.0,4995.506,0.0,4.996,7843.965,12.27,-19961.44,131.579,4985.6,0.0,37.891,1614.474,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-27,31.73,-24916.27,104.167,4972.84,0.0,47.739,3305.208,46.516,-34888.842,156.25,4994.808,0.0,31.967,7268.05,7.667,-24986.046,1000.0,4995.506,0.0,4.996,7666.755,12.175,-19961.44,131.579,4985.6,0.0,37.891,1601.974,0.72,-4999.7,5000.0,4999.7,0.0,1.0,3600.0
2020-02-28,32.27,-24916.27,104.167,4972.84,0.0,47.739,3361.458,45.679,-34888.842,156.25,4994.808,0.0,31.967,7137.271,7.583,-24986.046,1000.0,4995.506,0.0,4.996,7582.811,11.97,-19961.44,131.579,4985.6,0.0,37.891,1575.0,0.65,-4999.7,5000.0,4999.7,0.0,1.0,3250.0
2020-03-02,32.38,-24916.27,104.167,4972.84,0.0,47.739,3372.917,44.822,-34888.842,156.25,4994.808,0.0,31.967,7003.484,7.629,-24986.046,1000.0,4995.506,0.0,4.996,7629.447,13.0,-19961.44,131.579,4985.6,0.0,37.891,1710.526,0.65,-4999.7,5000.0,4999.7,0.0,1.0,3250.0
2020-03-03,31.61,-24916.27,104.167,4972.84,0.0,47.739,3292.708,43.312,-34888.842,156.25,4994.808,0.0,31.967,6767.479,7.536,-24986.046,1000.0,4995.506,0.0,4.996,7536.178,15.98,-19961.44,131.579,4985.6,0.0,37.891,2102.632,0.65,-4999.7,5000.0,4999.7,0.0,1.0,3250.0
2020-03-04,33.01,-24916.27,104.167,4972.84,0.0,47.739,3438.541,44.264,-34888.842,156.25,4994.808,0.0,31.967,6916.298,7.592,-24986.046,1000.0,4995.506,0.0,4.996,7592.138,14.75,-19961.44,131.579,4985.6,0.0,37.891,1940.789,0.65,-4999.7,5000.0,4999.7,0.0,1.0,3250.0
2020-03-05,32.0,-24916.27,104.167,4972.84,0.0,47.739,3333.333,42.956,-34888.842,156.25,4994.808,0.0,31.967,6711.861,7.471,-24986.046,1000.0,4995.506,0.0,4.996,7470.888,14.8,-19961.44,131.579,4985.6,0.0,37.891,1947.368,0.8,-4999.7,5000.0,4999.7,0.0,1.0,4000.0
2020-03-06,31.03,-24916.27,104.167,4972.84,0.0,47.739,3232.292,40.993,-34888.842,156.25,4994.808,0.0,31.967,6405.205,7.182,-24986.046,1000.0,4995.506,0.0,4.996,7181.753,15.2,-19961.44,131.579,4985.6,0.0,37.891,2000.0,0.8,-4999.7,5000.0,4999.7,0.0,1.0,4000.0
2020-03-09,28.8,-24916.27,104.167,4972.84,0.0,47.739,3000.0,33.172,-34888.842,156.25,4994.808,0.0,31.967,5183.089,6.333,-24986.046,1000.0,4995.506,0.0,4.996,6333.0,14.72,-19961.44,131.579,4985.6,0.0,37.891,1936.842,0.8,-4999.7,5000.0,4999.7,0.0,1.0,4000.0
2020-03-10,29.56,-24916.27,104.167,4972.84,0.0,47.739,3079.167,35.221,-34888.842,156.25,4994.808,0.0,31.967,5503.275,6.342,-24986.046,1000.0,4995.506,0.0,4.996,6342.327,15.3,-19961.44,131.579,4985.6,0.0,37.891,2013.158,0.8,-4999.7,5000.0,4999.7,0.0,1.0,4000.0
2020-03-11,29.01,-24916.27,104.167,4972.84,0.0,47.739,3021.875,31.835,-34888.842,156.25,4994.808,0.0,31.967,4974.143,5.82,-24986.046,1000.0,4995.506,0.0,4.996,5820.018,14.37,-19961.44,131.579,4985.6,0.0,37.891,1890.789,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-12,25.71,-24916.27,104.167,4972.84,0.0,47.739,2678.125,27.909,-34888.842,156.25,4994.808,0.0,31.967,4360.83,4.878,-24986.046,1000.0,4995.506,0.0,4.996,4877.996,12.45,-19961.44,131.579,4985.6,0.0,37.891,1638.158,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-13,28.05,-24916.27,104.167,4972.84,0.0,47.739,2921.875,28.111,-34888.842,156.25,4994.808,0.0,31.967,4392.398,5.55,-24986.046,1000.0,4995.506,0.0,4.996,5549.535,13.08,-19961.44,131.579,4985.6,0.0,37.891,1721.053,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-16,24.62,-24916.27,104.167,4972.84,0.0,47.739,2564.583,22.387,-34888.842,156.25,4994.808,0.0,31.967,3497.984,4.374,-24986.046,1000.0,4995.506,0.0,4.996,4374.341,10.77,-19961.44,131.579,4985.6,0.0,37.891,1417.105,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-17,24.53,-24916.27,104.167,4972.84,0.0,47.739,2555.208,23.619,-34888.842,156.25,4994.808,0.0,31.967,3690.396,4.244,-24986.046,1000.0,4995.506,0.0,4.996,4243.763,10.625,-19961.44,131.579,4985.6,0.0,37.891,1398.026,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-18,22.89,-24916.27,104.167,4972.84,0.0,47.739,2384.375,19.751,-34888.842,156.25,4994.808,0.0,31.967,3086.103,3.46,-24986.046,1000.0,4995.506,0.0,4.996,3460.299,10.15,-19961.44,131.579,4985.6,0.0,37.891,1335.526,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-19,21.56,-24916.27,104.167,4972.84,0.0,47.739,2245.833,18.308,-34888.842,156.25,4994.808,0.0,31.967,2860.621,3.498,-24986.046,1000.0,4995.506,0.0,4.996,3497.607,10.01,-19961.44,131.579,4985.6,0.0,37.891,1317.105,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-20,22.54,-24916.27,104.167,4972.84,0.0,47.739,2347.917,18.298,-34888.842,156.25,4994.808,0.0,31.967,2859.117,3.348,-24986.046,1000.0,4995.506,0.0,4.996,3348.375,10.11,-19961.44,131.579,4985.6,0.0,37.891,1330.263,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-23,21.14,-24916.27,104.167,4972.84,0.0,47.739,2202.083,15.941,-34888.842,156.25,4994.808,0.0,31.967,2490.829,3.115,-24986.046,1000.0,4995.506,0.0,4.996,3115.201,8.98,-19961.44,131.579,4985.6,0.0,37.891,1181.579,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-24,23.99,-24916.27,104.167,4972.84,0.0,47.739,2498.958,16.653,-34888.842,156.25,4994.808,0.0,31.967,2602.067,3.246,-24986.046,1000.0,4995.506,0.0,4.996,3245.779,9.84,-19961.44,131.579,4985.6,0.0,37.891,1294.737,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-25,25.78,-24916.27,104.167,4972.84,0.0,47.739,2685.417,21.512,-34888.842,156.25,4994.808,0.0,31.967,3361.191,3.805,-24986.046,1000.0,4995.506,0.0,4.996,3805.395,9.64,-19961.44,131.579,4985.6,0.0,37.891,1268.421,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-26,27.55,-24916.27,104.167,4972.84,0.0,47.739,2869.792,25.244,-34888.842,156.25,4994.808,0.0,31.967,3944.44,4.402,-24986.046,1000.0,4995.506,0.0,4.996,4402.321,9.87,-19961.44,131.579,4985.6,0.0,37.891,1298.684,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-27,27.55,-24916.27,104.167,4972.84,0.0,47.739,2869.792,22.628,-34888.842,156.25,4994.808,0.0,31.967,3535.565,4.178,-24986.046,1000.0,4995.506,0.0,4.996,4178.473,10.9,-19961.44,131.579,4985.6,0.0,37.891,1434.21,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-30,27.76,-24916.27,104.167,4972.84,0.0,47.739,2891.667,23.243,-34888.842,156.25,4994.808,0.0,31.967,3631.771,4.057,-24986.046,1000.0,4995.506,0.0,4.996,4057.224,11.13,-19961.44,131.579,4985.6,0.0,37.891,1464.474,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-03-31,27.19,-24916.27,104.167,4972.84,0.0,47.739,2832.292,24.013,-34888.842,156.25,4994.808,0.0,31.967,3752.027,4.085,-24986.046,1000.0,4995.506,0.0,4.996,4085.205,11.25,-19961.44,131.579,4985.6,0.0,37.891,1480.263,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-01,24.82,-24916.27,104.167,4972.84,0.0,47.739,2585.417,22.724,-34888.842,156.25,4994.808,0.0,31.967,3550.597,3.852,-24986.046,1000.0,4995.506,0.0,4.996,3852.031,10.39,-19961.44,131.579,4985.6,0.0,37.891,1367.105,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-02,25.52,-24916.27,104.167,4972.84,0.0,47.739,2658.333,23.243,-34888.842,156.25,4994.808,0.0,31.967,3631.771,3.927,-24986.046,1000.0,4995.506,0.0,4.996,3926.647,11.0,-19961.44,131.579,4985.6,0.0,37.891,1447.368,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-03,24.88,-24916.27,104.167,4972.84,0.0,47.739,2591.667,23.436,-34888.842,156.25,4994.808,0.0,31.967,3661.835,4.123,-24986.046,1000.0,4995.506,0.0,4.996,4122.512,10.79,-19961.44,131.579,4985.6,0.0,37.891,1419.737,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-06,26.77,-24916.27,104.167,4972.84,0.0,47.739,2788.542,25.35,-34888.842,156.25,4994.808,0.0,31.967,3960.975,4.393,-24986.046,1000.0,4995.506,0.0,4.996,4392.994,10.87,-19961.44,131.579,4985.6,0.0,37.891,1430.263,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-07,27.04,-24916.27,104.167,4972.84,0.0,47.739,2816.667,25.514,-34888.842,156.25,4994.808,0.0,31.967,3986.529,4.449,-24986.046,1000.0,4995.506,0.0,4.996,4448.956,11.95,-19961.44,131.579,4985.6,0.0,37.891,1572.368,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-08,26.41,-24916.27,104.167,4972.84,0.0,47.739,2751.042,25.908,-34888.842,156.25,4994.808,0.0,31.967,4048.162,4.44,-24986.046,1000.0,4995.506,0.0,4.996,4439.629,11.96,-19961.44,131.579,4985.6,0.0,37.891,1573.684,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-09,26.6,-24916.27,104.167,4972.84,0.0,47.739,2770.833,26.861,-34888.842,156.25,4994.808,0.0,31.967,4196.98,4.416,-24986.046,1000.0,4995.506,0.0,4.996,4416.188,11.76,-19961.44,131.579,4985.6,0.0,37.891,1547.368,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-13,26.8,-24916.27,104.167,4972.84,0.0,47.739,2791.667,26.63,-34888.842,156.25,4994.808,0.0,31.967,4160.903,4.557,-24986.046,1000.0,4995.506,0.0,4.996,4556.831,12.5,-19961.44,131.579,4985.6,0.0,37.891,1644.737,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-14,27.08,-24916.27,104.167,4972.84,0.0,47.739,2820.833,27.371,-34888.842,156.25,4994.808,0.0,31.967,4276.65,4.501,-24986.046,1000.0,4995.506,0.0,4.996,4500.575,12.9,-19961.44,131.579,4985.6,0.0,37.891,1697.368,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-15,26.11,-24916.27,104.167,4972.84,0.0,47.739,2719.792,27.072,-34888.842,156.25,4994.808,0.0,31.967,4230.05,4.501,-24986.046,1000.0,4995.506,0.0,4.996,4500.575,12.08,-19961.44,131.579,4985.6,0.0,37.891,1589.474,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-16,25.36,-24916.27,104.167,4972.84,0.0,47.739,2641.667,26.168,-34888.842,156.25,4994.808,0.0,31.967,4088.748,4.379,-24986.046,1000.0,4995.506,0.0,4.996,4378.684,12.36,-19961.44,131.579,4985.6,0.0,37.891,1626.316,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-17,26.4,-24916.27,104.167,4972.84,0.0,47.739,2750.0,26.841,-34888.842,156.25,4994.808,0.0,31.967,4193.973,4.407,-24986.046,1000.0,4995.506,0.0,4.996,4406.812,12.96,-19961.44,131.579,4985.6,0.0,37.891,1705.263,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-20,25.43,-24916.27,104.167,4972.84,0.0,47.739,2648.958,26.274,-34888.842,156.25,4994.808,0.0,31.967,4105.283,4.351,-24986.046,1000.0,4995.506,0.0,4.996,4350.554,12.5,-19961.44,131.579,4985.6,0.0,37.891,1644.737,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-21,24.87,-24916.27,104.167,4972.84,0.0,47.739,2590.625,23.907,-34888.842,156.25,4994.808,0.0,31.967,3735.492,4.135,-24986.046,1000.0,4995.506,0.0,4.996,4134.902,12.25,-19961.44,131.579,4985.6,0.0,37.891,1611.842,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
2020-04-22,25.47,-24916.27,104.167,4972.84,0.0,47.739,2653.125,23.378,-34888.842,156.25,4994.808,0.0,31.967,3652.816,4.172,-24986.046,1000.0,4995.506,0.0,4.996,4172.407,12.75,-19961.44,131.579,4985.6,0.0,37.891,1677.632,0.75,-4999.7,5000.0,4999.7,0.0,1.0,3750.0
